,Concept_ID,de,it
215,Sand::N,Sand,arena
216,Sand::N,Sand,sabbia
217,Mensch::N,Mensch,uomo
218,Mensch::N,Mensch,èssere umano
219,Mann::N,Mann,uomo
220,Frau::N,Frau,donna
221,Kind::N,Kind,bambino
222,Junge::N,Junge,ragazzo
223,Mädchen::N,Mädchen,ragazza
224,Familie::N,Familie,famiglia
225,Großvater::N,Großvater,nonno
226,Großmutter::N,Großmutter,nonna
227,Eltern::N,Eltern,genitori
228,Vater::N,Vater,padre
229,Mutter::N,Mutter,madre
230,Sohn::N,Sohn,figlio
231,Tochter::N,Tochter,figlia
232,Bruder::N,Bruder,fratello
233,Schwester::N,Schwester,sorella
234,Onkel::N,Onkel,zio
235,Tante::N,Tante,zia
236,Ehemann::N,Ehemann,marito
237,Ehefrau::N,Ehefrau,moglie
238,Freude::N,Freude,gioia
239,Freude::N,Freude,piacere
240,Gelächter::N,Gelächter,risata
241,Glück::N,Glück,felicità
242,Kummer::N,Kummer,afflizione
243,Wunsch::N,Wunsch,desiderio
244,Lust::N,Lust,voglia
245,Geist::N,Geist,mente
246,Geist::N,Geist,spìrito
247,Gedanke::N,Gedanke,idea
248,Gedanke::N,Gedanke,pensiero
249,Gedächtnis::N,Gedächtnis,memoria
250,Verstand::N,Verstand,intelletto
251,Sinn::N,Sinn,senso
252,Sinn::N,Sinn,significato
253,Grund::N,Grund,causa
254,Grund::N,Grund,motivo
255,Grund::N,Grund,ragione
256,Wahrheit::N,Wahrheit,verità
257,Gespräch::N,Gespräch,discorso
258,Gespräch::N,Gespräch,conversazione
259,Märchen::N,Märchen,fiaba
260,Märchen::N,Märchen,fàvola
261,Erzählung::N,Erzählung,racconto
262,Erzählung::N,Erzählung,narrazione
263,Nachricht::N,Nachricht,messaggio
264,Neuigkeit::N,Neuigkeit,notizia
265,Name::N,Name,nome
266,Rätsel::N,Rätsel,indovinello
267,Rede::N,Rede,discorso
268,Sprache::N,Sprache,lingua
269,Sprache::N,Sprache,linguaggio
270,Stimme::N,Stimme,voce
271,Wort::N,Wort,parola
272,Zeichen::N,Zeichen,segno
273,Zeichen::N,Zeichen,segnale
274,Ruf::N,Ruf,chiamata
275,Lärm::N,Lärm,chiasso
276,Lärm::N,Lärm,strèpito
277,Laut::N,Laut,suono
278,Ton::N,Ton,tono
279,Lied::N,Lied,canto
280,Lied::N,Lied,canzone
281,Ruhe::N,Ruhe,calma
282,Ruhe::N,Ruhe,tranquillità
283,Leute::N,Leute,gente
284,Volk::N,Volk,pòpolo
285,Arbeit::N,Arbeit,lavoro
286,Gast::N,Gast,òspite
287,Gast::N,Gast,invitato
288,Geschenk::N,Geschenk,regalo
289,Spiel::N,Spiel,gioco
290,Gesellschaft::N,Gesellschaft,compagnìa
291,Hilfe::N,Hilfe,aiuto
292,Hilfe::N,Hilfe,soccorso
293,Freund::N,Freund,amico
294,Kamerad::N,Kamerad,camerata
295,Angelegenheit::N,Angelegenheit,affare
296,Angelegenheit::N,Angelegenheit,faccenda
297,Anzahl::N,Anzahl,nùmero
298,Anzahl::N,Anzahl,quantità
299,Art::N,Art,tipo
300,Art::N,Art,specie
301,Stück::N,Stück,pezzo
302,Teil::N,Teil,parte
303,Hälfte::N,Hälfte,metà
304,Kreis::N,Kreis,cìrcolo
305,Kreuz::N,Kreuz,croce
306,Linie::N,Linie,lìnea
307,Strich::N,Strich,tratto
308,Abstand::N,Abstand,distanza
309,Entfernung::N,Entfernung,distanza
310,Entfernung::N,Entfernung,lontananza
311,Gegend::N,Gegend,regione
312,Platz::N,Platz,posto
313,Platz::N,Platz,spazio
314,Ort::N,Ort,luogo
315,Ort::N,Ort,località
316,Seite::N,Seite,lato
317,Seite::N,Seite,parte
318,Mitte::N,Mitte,mezzo
319,Mitte::N,Mitte,centro
320,Gegenstand::N,Gegenstand,oggetto
321,Sache::N,Sache,cosa
322,Rand::N,Rand,orlo
323,Rand::N,Rand,bordo
324,Kante::N,Kante,spìgolo
325,Ecke::N,Ecke,canto
326,Spitze::N,Spitze,punta
327,Ende::N,Ende,capo
328,Ende::N,Ende,estremità
329,Loch::N,Loch,buco
330,Winkel::N,Winkel,àngolo
331,Muster::N,Muster,disegno
332,Größe::N,Größe,taglia
333,Größe::N,Größe,grandezza
334,Länge::N,Länge,lunghezza
335,Höhe::N,Höhe,altezza
336,Gewicht::N,Gewicht,peso
337,Menge::N,Menge,quantità
338,Haufen::N,Haufen,cùmulo
339,Haufen::N,Haufen,mucchio
340,Reihe::N,Reihe,fila
341,Boot::N,Boot,barca
342,Boot::N,Boot,battello
343,Ruder::N,Ruder,remo
344,Schlitten::N,Schlitten,slitta
345,Ski::N,Ski,sci
346,Lagerfeuer::N,Lagerfeuer,falò
347,Lagerfeuer::N,Lagerfeuer,fuoco di bivacco
348,Last::N,Last,càrico
349,Gang::N,Gang,andata
350,Schritt::N,Schritt,passo
351,Norden::N,Norden,nord
352,Norden::N,Norden,settentrione
353,Süden::N,Süden,sud
354,Süden::N,Süden,meridione
355,Westen::N,Westen,òvest
356,Westen::N,Westen,occidente
357,Osten::N,Osten,est
358,Osten::N,Osten,oriente
359,Holz::N,Holz,legno
360,Brett::N,Brett,asse
361,Brett::N,Brett,tàvola
362,Platte::N,Platte,lastra
363,Platte::N,Platte,piastra
364,Stütze::N,Stütze,supporto
365,Stange::N,Stange,sbarra
366,Stange::N,Stange,pèrtica
367,Stock::N,Stock,verga
368,Stock::N,Stock,bastone
369,Stock::N,Stock,bacchetta
370,Stab::N,Stab,asta
371,Rohr::N,Rohr,tubo
372,Haus::N,Haus,casa
373,Heim::N,Heim,casa
374,Ofen::N,Ofen,stufa
375,Fußboden::N,Fußboden,pavimento
376,Tisch::N,Tisch,tàvolo
377,Stuhl::N,Stuhl,sedia
378,Wiege::N,Wiege,culla
379,Bett::N,Bett,letto
380,Regal::N,Regal,scaffale
381,Kiste::N,Kiste,cassa
382,Fenster::N,Fenster,finestra
383,Tür::N,Tür,porta
384,Tor::N,Tor,portone
385,Zaun::N,Zaun,recinto
386,Dach::N,Dach,tetto
387,Leiter::N,Leiter,scala
388,Leiter::N,Leiter,scala a pioli
389,Besen::N,Besen,scopa
390,Spaten::N,Spaten,vanga
391,Schaufel::N,Schaufel,pala
392,Gabel::N,Gabel,forchetta
393,Löffel::N,Löffel,cucchiaio
394,Messer::N,Messer,coltello
395,Nagel::N,Nagel,chiodo
396,Netz::N,Netz,rete
397,Haken::N,Haken,uncino
398,Griff::N,Griff,mànico
399,Griff::N,Griff,maniglia
400,Schloss::N,Schloss,serratura
401,Bild::N,Bild,quadro
402,Bild::N,Bild,immàgine
403,Figur::N,Figur,figura
404,Puppe::N,Puppe,bàmbola
405,Beutel::N,Beutel,borsa
406,Beutel::N,Beutel,sacchetto
407,Bündel::N,Bündel,fascio
408,Bündel::N,Bündel,fagotto
409,Tasche::N,Tasche,borsa
410,Eimer::N,Eimer,secchio
411,Deckel::N,Deckel,coperchio
412,Geschirr::N,Geschirr,stoviglie
413,Sack::N,Sack,sacco
414,Tasse::N,Tasse,tazza
415,Topf::N,Topf,pèntola
416,Kessel::N,Kessel,paiolo
417,Kessel::N,Kessel,calderone
418,Essen::N,Essen,pasto
419,Essen::N,Essen,mangiare
420,Nahrung::N,Nahrung,cibo
421,Nahrung::N,Nahrung,alimento
422,Speise::N,Speise,piatto
423,Fleisch::N,Fleisch,carne
424,Getreide::N,Getreide,cereali
425,Brei::N,Brei,purè
426,Brei::N,Brei,pappa
427,Brot::N,Brot,pane
428,Scheibe::N,Scheibe,fetta
429,Scheibe::N,Scheibe,trancia
430,Fett::N,Fett,grasso
431,Butter::N,Butter,burro
432,Öl::N,Öl,olio
433,Salz::N,Salz,sale
434,Suppe::N,Suppe,zuppa
435,Suppe::N,Suppe,minestra
436,Honig::N,Honig,miele
437,Milch::N,Milch,latte
438,Tee::N,Tee,tè
439,Leder::N,Leder,pelle
440,Wolle::N,Wolle,lana
441,Stoff::N,Stoff,panno
442,Stoff::N,Stoff,tessuto
443,Nadel::N,Nadel,ago
444,Faden::N,Faden,filo
445,Knopf::N,Knopf,bottone
446,Knoten::N,Knoten,nodo
447,Farbe::N,Farbe,pittura
448,Kleidung::N,Kleidung,vestiti
449,Kleidung::N,Kleidung,vestiario
450,Hemd::N,Hemd,camicia
451,Kragen::N,Kragen,bàvero
452,Kragen::N,Kragen,colletto
453,Ärmel::N,Ärmel,mànica
454,Hose::N,Hose,calzoni
455,Gürtel::N,Gürtel,cintura
456,Mütze::N,Mütze,berretto
457,Schuh::N,Schuh,scarpa
458,Stiefel::N,Stiefel,stivale
459,Ring::N,Ring,anello
460,Band::N,Band,nastro
461,Band::N,Band,fettuccia
462,Kamm::N,Kamm,pèttine
463,Spiegel::N,Spiegel,specchio
464,Riemen::N,Riemen,cinghia
465,Schnur::N,Schnur,corda
466,Leine::N,Leine,guinzaglio
467,Decke::N,Decke,coperta
468,Kissen::N,Kissen,cuscino
469,Kissen::N,Kissen,guanciale
470,Tuch::N,Tuch,fazzoletto
471,Handtuch::N,Handtuch,asciugamano
472,Kraft::N,Kraft,forza
473,Stärke::N,Stärke,forza
474,Stärke::N,Stärke,vigore
475,Stärke::N,Stärke,fortezza
476,Gesundheit::N,Gesundheit,salute
477,Krankheit::N,Krankheit,malattìa
478,Schmerz::N,Schmerz,dolore
479,Wunde::N,Wunde,piaga
480,Wunde::N,Wunde,ferita
481,Fieber::N,Fieber,febbre
482,Arznei::N,Arznei,fàrmaco
483,Arznei::N,Arznei,medicina
484,Brücke::N,Brücke,ponte
485,Brunnen::N,Brunnen,pozzo
486,Weide::N,Weide,pàscolo
487,Pfad::N,Pfad,sentiero
488,Weg::N,Weg,via
489,Weg::N,Weg,cammino
490,Straße::N,Straße,strada
491,Dorf::N,Dorf,paese
492,Dorf::N,Dorf,villaggio
493,Stadt::N,Stadt,città
494,Brief::N,Brief,lèttera
495,Buch::N,Buch,libro
496,Buchstabe::N,Buchstabe,lèttera
497,Zeitung::N,Zeitung,giornale
498,Leben::N,Leben,vita
499,Tod::N,Tod,morte
500,Grab::N,Grab,tomba
501,Grab::N,Grab,sepolcro
502,Kirche::N,Kirche,chiesa
503,Sünde::N,Sünde,peccato
504,Gott::N,Gott,dio
505,Arbeiter::N,Arbeiter,operaio
506,Arbeiter::N,Arbeiter,lavoratore
507,Chef::N,Chef,capo
508,Chef::N,Chef,padrone
509,Meister::N,Meister,mastro
510,Meister::N,Meister,maestro
511,Arzt::N,Arzt,mèdico
512,Arzt::N,Arzt,dottore
513,Lehrer::N,Lehrer,professore
514,Geld::N,Geld,soldi
515,Geld::N,Geld,denaro
516,Geschäft::N,Geschäft,affare
517,Geschäft::N,Geschäft,negozio
518,Laden::N,Laden,negozio
519,Preis::N,Preis,prezzo
520,Ware::N,Ware,merce
521,Nutzen::N,Nutzen,ùtile
522,Nutzen::N,Nutzen,profitto
523,Reichtum::N,Reichtum,ricchezza
524,Welt::N,Welt,mondo
525,Land::N,Land,paese
526,Staat::N,Staat,Stato
527,König::N,König,re
528,Macht::N,Macht,potere
529,Grenze::N,Grenze,confine
530,Grenze::N,Grenze,frontiera
531,Krieg::N,Krieg,guerra
532,Feind::N,Feind,nemico
533,Gewalt::N,Gewalt,violenza
534,Kampf::N,Kampf,lotta
535,Bogen[Waffe]::N,Bogen,arco
536,Pfeil::N,Pfeil,freccia
537,Gewehr::N,Gewehr,fucile
538,Fehler::N,Fehler,errore
539,Fehler::N,Fehler,sbaglio
540,Lüge::N,Lüge,bugìa
541,Lüge::N,Lüge,menzogna
542,Schaden::N,Schaden,danno
543,Unglück::N,Unglück,sfortuna
544,Schuld::N,Schuld,colpa
545,Alter::N,Alter,età
546,Schluss::N,Schluss,fine
547,Zeit::N,Zeit,tempo
548,Tag::N,Tag,giorno
549,Tag::N,Tag,giornata
550,Morgen::N,Morgen,mattina
551,Mittag::N,Mittag,mezzogiorno
552,Abend::N,Abend,sera
553,Abend::N,Abend,serata
554,Nacht::N,Nacht,notte
555,Woche::N,Woche,settimana
556,Monat::N,Monat,mese
557,Jahr::N,Jahr,anno
558,Frühling::N,Frühling,primavera
559,Sommer::N,Sommer,estate
560,Herbst::N,Herbst,autunno
561,Winter::N,Winter,inverno
562,Januar::N,Januar,gennaio
563,Februar::N,Februar,febbraio
564,März::N,März,marzo
565,April::N,April,aprile
566,Mai::N,Mai,maggio
567,Juni::N,Juni,giugno
568,Juli::N,Juli,luglio
569,August::N,August,agosto
570,September::N,September,settembre
571,Oktober::N,Oktober,ottobre
572,November::N,November,novembre
573,Dezember::N,Dezember,dicembre
574,Montag::N,Montag,lunedì
575,Dienstag::N,Dienstag,martedì
576,Mittwoch::N,Mittwoch,mercoledì
577,Donnerstag::N,Donnerstag,giovedì
578,Freitag::N,Freitag,venerdì
579,Samstag::N,Samstag,sàbato
580,Sonntag::N,Sonntag,domenica
581,groß::A,groß,grande
582,klein::A,klein,pìccolo
583,lang::A,lang,lungo
584,kurz::A,kurz,corto
585,breit::A,breit,largo
586,schmal::A,schmal,stretto
587,dicht::A,dicht,denso
588,dick[Gegenstand]::A,dick,spesso
589,dünn::A,dünn,sottile
590,fein::A,fein,fine
591,fein::A,fein,delicato
592,fest::A,fest,sodo
593,fest::A,fest,fisso
594,flach::A,flach,piano
595,flach::A,flach,piatto
596,glatt::A,glatt,liscio
597,hart::A,hart,duro
598,weich::A,weich,molle
599,rund::A,rund,rotondo
600,spitz::A,spitz,aguzzo
601,spitz::A,spitz,appuntito
602,scharf::A,scharf,affilato
603,scharf::A,scharf,tagliente
604,stumpf::A,stumpf,smussato
605,schwer::A,schwer,pesante
606,schön::A,schön,bello
607,heiß::A,heiß,caldo
608,heiß::A,heiß,bollente
609,warm::A,warm,caldo
610,kalt::A,kalt,freddo
611,kühl::A,kühl,fresco
612,frisch::A,frisch,fresco
613,feucht::A,feucht,ùmido
614,nass::A,nass,bagnato
615,trocken::A,trocken,secco
616,voll::A,voll,pieno
617,leer::A,leer,vuoto
618,offen::A,offen,aperto
619,geschlossen::A,geschlossen,chiuso
620,sauber::A,sauber,netto
621,sauber::A,sauber,pulito
622,schmutzig::A,schmutzig,sporco
623,schmutzig::A,schmutzig,sùdicio
624,roh::A,roh,crudo
625,reif::A,reif,maturo
626,lecker::A,lecker,ghiotto
627,lecker::A,lecker,squisito
628,süß::A,süß,dolce
629,bitter::A,bitter,amaro
630,sauer::A,sauer,aspro
631,sauer::A,sauer,acerbo
632,hell::A,hell,chiaro
633,dunkel::A,dunkel,buio
634,dunkel::A,dunkel,oscuro
635,schwarz::A,schwarz,nero
636,weiß::A,weiß,bianco
637,rot::A,rot,rosso
638,gelb::A,gelb,giallo
639,blau::A,blau,blu
640,blau::A,blau,azzurro
641,grün::A,grün,verde
642,grau::A,grau,grigio
643,bunt::A,bunt,variopinto
644,billig::A,billig,a buon prezzo
645,billig::A,billig,a buon mercato
646,teuer::A,teuer,caro
647,wertvoll::A,wertvoll,prezioso
648,blind::A,blind,cieco
649,taub::A,taub,sordo
650,kräftig::A,kräftig,forte
651,kräftig::A,kräftig,robusto
652,stark::A,stark,forte
653,stark::A,stark,vigoroso
654,schwach::A,schwach,dèbole
655,fett::A,fett,grasso
656,schlank::A,schlank,snello
657,schlank::A,schlank,slanciato
658,hübsch::A,hübsch,bello
659,hübsch::A,hübsch,carino
660,böse::A,böse,cattivo
661,dumm::A,dumm,stùpido
662,faul::A,faul,pigro
663,fleißig::A,fleißig,diligente
664,geizig::A,geizig,avaro
665,klug::A,klug,intelligente
666,geschickt::A,geschickt,àbile
667,lieb::A,lieb,caro
668,lustig::A,lustig,gaio
669,lustig::A,lustig,allegro
670,sanft::A,sanft,dolce
671,hungrig::A,hungrig,affamato
672,krank::A,krank,malato
673,krank::A,krank,infermo
674,nackt::A,nackt,nudo
675,traurig::A,traurig,triste
676,lebendig::A,lebendig,vivo
677,gut::A,gut,buono
678,schlecht::A,schlecht,cattivo
679,richtig::A,richtig,giusto
680,schlimm::A,schlimm,grave
681,wahr::A,wahr,vero
682,alt::A,alt,vecchio
683,neu::A,neu,nuovo
684,ehemalig::A,ehemalig,vecchio
685,ehemalig::A,ehemalig,d'una_volta
686,alt[Lebewesen]::A,alt,anziano
687,jung::A,jung,giovane
688,arm::A,arm,pòvero
689,reich::A,reich,ricco
690,bekannt::A,bekannt,noto
691,bekannt::A,bekannt,conosciuto
692,berühmt::A,berühmt,famoso
693,berühmt::A,berühmt,cèlebre
694,fremd::A,fremd,estràneo
695,fremd::A,fremd,straniero
696,verschieden::A,verschieden,diverso
697,verschieden::A,verschieden,differente
698,nah::A,nah,vicino
699,nah::A,nah,propinquo
700,fern::A,fern,lontano
701,linker::A,linker,sinistro
702,rechter::A,rechter,destro
703,anderer::A,anderer,altro
704,erster::A,erster,primo
705,zweiter::A,zweiter,secondo
706,dritter::A,dritter,terzo
707,letzter::A,letzter,ùltimo
708,allein::ADV,allein,solo
709,allein::ADV,allein,da solo
710,auf einmal::ADV,auf einmal,insieme
711,zusammen::ADV,zusammen,insieme
712,lange::ADV,lange,a lungo
713,plötzlich::ADV,plötzlich,all'improvviso
714,sofort::ADV,sofort,sùbito
715,sofort::ADV,sofort,all'istante
716,später::ADV,später,più tardi
717,jetzt::ADV,jetzt,ora
718,jetzt::ADV,jetzt,adesso
719,heute::ADV,heute,oggi
720,morgen::ADV,morgen,domani
721,bald::ADV,bald,presto
722,bald::ADV,bald,tra poco
723,dann::ADV,dann,allora
724,gestern::ADV,gestern,ieri
725,einst::ADV,einst,prima
726,einst::ADV,einst,un tempo
727,damals::ADV,damals,allora
728,danach::ADV,danach,poi
729,danach::ADV,danach,dopo
730,vorher::ADV,vorher,prima
731,zuerst::ADV,zuerst,prima
732,zuerst::ADV,zuerst,dapprima
733,einmal::ADV,einmal,una volta
734,manchmal::ADV,manchmal,talvolta
735,manchmal::ADV,manchmal,qualche volta
736,oft::ADV,oft,spesso
737,immer::ADV,immer,sempre
738,niemals::ADV,niemals,non mai
739,hier::ADV,hier,qua
740,hierhin::ADV,hierhin,qua
741,von hier::ADV,von hier,ne
742,von hier::ADV,von hier,da qui
743,dort::ADV,dort,lì
744,dorthin::ADV,dorthin,là
745,geradeaus::ADV,geradeaus,diritto
746,vorwärts::ADV,vorwärts,avanti
747,rückwärts::ADV,rückwärts,all'indietro
748,zurück::ADV,zurück,di indietro
749,unten::ADV,unten,giù
750,unten::ADV,unten,sotto
751,hinab::ADV,hinab,giù
752,hinab::ADV,hinab,in giù
753,oben::ADV,oben,su
754,oben::ADV,oben,sopra
755,hinauf::ADV,hinauf,in sù
756,hinauf::ADV,hinauf,in alto
757,überall::ADV,überall,dappertutto
758,nicht::ADV,nicht,non
759,ein wenig::ADV,ein wenig,un po'
760,ein wenig::ADV,ein wenig,un poco
761,kaum::ADV,kaum,a appena
762,sehr::ADV,sehr,molto
763,so::ADV,so,così
764,so::ADV,so,tanto
765,noch::ADV,noch,ancora
766,nur::ADV,nur,solo
767,nur::ADV,nur,soltanto
768,schon::ADV,schon,già
769,wieder::ADV,wieder,di nuovo
770,vergebens::ADV,vergebens,invano
771,vor::PRP,vor,davanti a
772,hinter::PRP,hinter,dietro
773,unter::PRP,unter,sotto
774,durch::PRP,durch,per
775,durch::PRP,durch,attraverso
776,neben::PRP,neben,a accanto a
777,zwischen::PRP,zwischen,fra
778,wegen::PRP,wegen,a causa di
779,dies::PRN,dies,ciò
780,dies::PRN,dies,questo
781,das::PRN,das,ciò
782,das::PRN,das,quello
783,alles::PRN,alles,tutto
784,ich::PRN,ich,ìo
785,du::PRN,du,tu
786,er::PRN,er,lui
787,er::PRN,er,egli
788,wir::PRN,wir,noi
789,ihr::PRN,ihr,voi
790,sie::PRN,sie,loro
791,was::FPRN,was,che
792,was::FPRN,was,che cosa
793,wer::FPRN,wer,chi
794,wo::FADV,wo,dove
795,wohin::FADV,wohin,dove
796,wie::FADV,wie,come
797,warum::FADV,warum,perche
798,wieviel::FNUM,wieviel,quanto
799,eins::NUM,eins,uno
800,zwei::NUM,zwei,due
801,drei::NUM,drei,tre
802,vier::NUM,vier,quattro
803,fünf::NUM,fünf,cinque
804,sechs::NUM,sechs,sei
805,sieben::NUM,sieben,sette
806,acht::NUM,acht,otto
