,Concept_ID,be,tr
821,hinauf::ADV,угару,yukarı
822,hinauf::ADV,угару,yukarıya
823,überall::ADV,усюды,her yerde
824,nicht::ADV,не,-mi-
825,nicht::ADV,не,değil
826,ein wenig::ADV,трошкі,biraz
827,kaum::ADV,ледзьве,dar
828,kaum::ADV,ледзьве,hemen hemen değil
829,sehr::ADV,вельмі,pek
830,sehr::ADV,вельмі,gayet
831,so::ADV,так,öyle
832,so::ADV,так,böyle
833,noch::ADV,яшчэ,hâlâ
834,noch::ADV,яшчэ,henüz
835,nur::ADV,толькі,ancak
836,nur::ADV,толькі,yalnız
837,schon::ADV,ужо,çoktan
838,wieder::ADV,зноў,tekrar
839,wieder::ADV,зноў,yeniden
840,vergebens::ADV,дарма,boşuna
841,vergebens::ADV,дарэмна,boşuna
842,vor::PRP,перад,önünde
843,hinter::PRP,за,arkasında
844,hinter::PRP,ззаду,arkasında
845,unter::PRP,пад,altında
846,durch::PRP,праз,sayesinde
847,durch::PRP,праз,ortasından
848,neben::PRP,каля,yanında
849,zwischen::PRP,між,arasında
850,zwischen::PRP,паміж,arasında
851,wegen::PRP,з-за,dolayı
852,dies::PRN,гэта,bu
853,das::PRN,тое,o
854,das::PRN,тое,şu
855,alles::PRN,усё,hepsi
856,alles::PRN,усё,her şey
857,ich::PRN,я,ben
858,du::PRN,ты,sen
859,er::PRN,ён,o
860,wir::PRN,мы,biz
861,ihr::PRN,вы,siz
862,sie::PRN,яны,onlar
863,was::FPRN,што,ne
864,wer::FPRN,хто,kim
865,wo::FADV,дзе,nerede
866,wohin::FADV,куды,nereye
867,wie::FADV,як,nasıl
868,warum::FADV,чаму,neden
869,wieviel::FNUM,колькі,kaç
870,wieviel::FNUM,колькі,ne kadar
871,eins::NUM,адзін,bir
872,zwei::NUM,два,iki
873,drei::NUM,тры,üç
874,vier::NUM,чатыры,dört
875,fünf::NUM,пяць,beş
876,sechs::NUM,шесць,altı
877,sieben::NUM,сем,yedi
878,acht::NUM,восем,sekiz
879,neun::NUM,дзевяць,dokuz
880,zehn::NUM,дзесяць,on
881,elf::NUM,адзінаццаць,on bir
882,zwölf::NUM,дванаццаць,on iki
883,zwanzig::NUM,дваццаць,yirmi
884,dreißig::NUM,трыццаць,otuz
885,vierzig::NUM,сорак,kırk
886,fünfzig::NUM,пядзесят,elli
887,sechzig::NUM,шесдзесят,altmış
888,siebzig::NUM,семдзесят,yetmiş
889,achtzig::NUM,восемдзесят,seksen
890,neunzig::NUM,дзевяноста,doksan
891,hundert::NUM,сто,yüz
892,tausend::NUM,тысяча,bin
893,und::CNJ,і,ve
894,und::CNJ,і,ile
895,und::CNJ,ды,ve
896,und::CNJ,ды,ile
897,oder::CNJ,або,ya
898,oder::CNJ,або,yahut
899,stehen::V,стаяць,durmak
900,sitzen::V,сядзець,oturmak
901,liegen::V,ляжаць,yatmak
902,hängen::V,вісець,asılı olmak
903,werden::V,стаць,olmak
904,werden::V,стаць,olunmak
905,werden::V,зрабіцца,olmak
906,werden::V,зрабіцца,olunmak
907,passieren::V,трапіцца,olmak
908,beginnen::V,пачацца,başlamak
909,enden::V,кончыцца,bitmek
910,enden::V,кончыцца,sona ermek
911,wechseln::V,мяняцца,değişmek
912,aufgehen[Sonne]::V,узысці,doğmak
913,untergehen[Sonne]::V,зайсці,batmak
914,scheinen[Sonne]::V,свяціць,parlamak
915,donnern::V,грымець,gök gürlemek
916,wehen::V,дзьмуць,esmek
917,strömen::V,ліцца,akmak
918,fließen::V,цячы,akmak
919,sich drehen::V,круціцца,dönmek
920,sich drehen::V,варочацца,dönmek
921,schwanken::V,хістацца,sallanmak
922,schwingen::V,гайдацца,titremek
923,schwingen::V,калыхацца,titremek
924,fallen::V,падаць,düşmek
925,brennen::V,гарэць,yanmak
926,rauchen::V,дымець,tütmek
927,regnen::V,дажджыць,yağmak
928,gefrieren::V,замерзнуць,donmak
929,tauen::V,раставаць,erimek
930,schmelzen::V,плавіцца,erimek
931,trocknen::V,сохнуць,kurumak
932,sieden::V,кіпець,kaynamak
933,faulen::V,гнісці,çürümek
934,verfaulen::V,згнісці,çürümek
935,reißen::V,ірвацца,yırtılmak
936,versinken::V,тануць,batmak
937,vergehen::V,праходзіць,geçmek
938,erscheinen::V,зʼявіцца,görünmek
939,verschwinden::V,знікнуць,kaybolmak
940,sinken::V,спадаць,inmek
941,abnehmen::V,паменшыцца,azalmak
942,zunehmen::V,павялічвацца,artmak
943,zunehmen::V,павялічвацца,çoğalmak
944,steigen::V,паднімацца,artmak
945,steigen::V,паднімацца,yükselmek
946,wachsen::V,расці,büyümek
947,wachsen::V,расці,gelişmek
948,glänzen::V,блішчаць,parlamak
949,funkeln::V,бліскаць,parıldamak
950,lärmen::V,шумець,gürültü yapmak
951,läuten::V,званіць,çalmak
952,klingeln::V,званіць,zil çalmak
953,klirren::V,бразгаць,şakırdamak
954,klirren::V,бразгаць,zangırdamak
955,brausen::V,бушаваць,köpürmek
956,brausen::V,бушаваць,kükremek
957,rauschen::V,шастаць,fışırdamak
958,klingen::V,гучаць,tınlamak
959,bellen::V,брахаць,havlamak
960,heulen::V,выць,ulumak
961,blasen::V,дзьмухнуць,üflemek
962,pfeifen::V,свістаць,düdük çalmak
963,schreien::V,крычаць,bağırmak
964,schreien::V,крычаць,haykırmak
965,stöhnen::V,стагнаць,inlemek
966,zittern::V,дрыжаць,titremek
967,leben::V,жыць,yaşamak
968,leben::V,жыць,hayatta olmak
969,geboren werden::V,нарадзіцца,doğmak
970,atmen::V,дыхаць,solunmak
971,atmen::V,дыхаць,nefes almak
972,trinken::V,піць,içmek
973,essen::V,есці,yemek
974,schlucken::V,глытаць,yutmak
975,müde werden::V,стаміцца,yorulmak
976,einschlafen::V,заснуць,uykuya dalmak
977,schlafen::V,спаць,uyumak
978,aufwachen::V,рассыпацца,uyanmak
979,aufstehen::V,устаць,kalkmak
980,aufstehen::V,устаць,yataktan kalkmak
981,sich erholen::V,адпачываць,dinlenmek
982,krank werden::V,захварэць,hastalanmak
983,krank sein::V,хварэць,hasta olmak
984,schmerzen::V,балець,ağrımak
985,husten::V,кашляць,öksürmek
986,genesen::V,паправіцца,şifa bulmak
987,genesen::V,паздаравець,şifa bulmak
988,sterben::V,памерці,ölmek
989,sterben::V,памерці,vefat etmek
990,umkommen::V,загінуць,ölmek
991,sich bewegen::V,рухацца,hareket etmek
992,sich rühren::V,варушыцца,kımıldanmak
993,sich erheben::V,устаць,kalkmak
994,sich erheben::V,устаць,ayağa kalkmak
995,sich setzen::V,сесці,oturmak
996,hinfallen::V,упасці,yere düşmek
997,laufen::V,хадзіць,yürümek
998,schreiten::V,шагаць,yürümek
999,schreiten::V,шагаць,adım atmak
1000,schreiten::V,крочыць,yürümek
1001,schreiten::V,крочыць,adım atmak
1002,spazierengehen::V,гуляць,gezmek
1003,spazierengehen::V,гуляць,dolaşmak
1004,eilen::V,спяшацца,seğirtmek
1005,sich beeilen::V,спяшацца,acele etmek
1006,sausen::V,імчацца,hızla gitmek
1007,rennen::V,бегаць,koşmak
1008,springen::V,скакаць,atlamak
1009,springen::V,скакаць,sıçramak
1010,klettern::V,лазіць,tırmanmak
1011,schaukeln::V,гайдацца,sallanmak
1012,kriechen::V,поўзаць,sürünmek
1013,schwimmen::V,плаваць,yüzmek
1014,tauchen::V,ныраць,dalmak
1015,rudern::V,веславаць,kürek çekmek
1016,fahren::V,ехаць,gitmek
1017,fliegen::V,лятаць,uçmak
1018,gehen::V,ісці,gitmek
1019,weggehen::V,пайсці,gitmek
1020,abfahren::V,адʼяжджаць,kalkmak
1021,anhalten::V,спыніцца,durmak
1022,anhalten::V,затрымацца,durmak
1023,hineingehen::V,уваходзіць,içeri girmek
1024,eintreten::V,увайсці,girmek
1025,kommen::V,прыйсці,gelmek
1026,ankommen::V,прыбыць,varmak
1027,zurückkommen::V,вярнуцца,dönmek
1028,bleiben::V,застацца,kalmak
1029,warten::V,чакаць,beklemek
1030,erwarten::V,чакаць,beklemek
1031,suchen::V,шукаць,aramak
1032,finden::V,знайсці,bulmak
1033,versuchen::V,прабаваць,denemek
1034,vorbereiten::V,падрыхтаваць,hazırlamak
1035,lieben::V,кахаць,sevmek
1036,mögen::V,любіць,beğenmek
1037,lachen::V,смяяцца,gülmek
1038,rühren::V,расчуліць,dokunmak
1039,rühren::V,расчуліць,duygulandırmak
1040,weinen::V,плакаць,ağlamak
1041,schimpfen::V,лаяцца,küfretmek
1042,sich ärgern::V,сердаваць,kızmak
1043,sich fürchten::V,баяцца,korkmak
1044,fürchten::V,баяцца,korkmak
1045,fliehen::V,уцякаць,kaçmak
1046,flüchten::V,уцячы,kaçmak
1047,sehen::V,бачыць,görmek
1048,anschauen::V,паглядзець,seyretmek
1049,ansehen::V,глядзець,bakmak
1050,hören::V,чуць,duymak
1051,hören::V,чуць,işitmek
1052,zuhören::V,слухаць,dinlemek
1053,probieren::V,каштаваць,denemek
1054,probieren::V,каштаваць,tadına bakmak
1055,riechen::V,нюхаць,kokusunu almak
1056,fühlen::V,адчуваць,duymak
1057,fühlen::V,адчуваць,hissetmek
1058,scheinen::V,здавацца,görünmek
1059,zu sehen sein::V,віднецца,görünmek
1060,vernehmen::V,пачуць,haber almak
1061,frieren::V,мёрзнуць,üşümek
1062,tun::V,рабіць,etmek
1063,tun::V,рабіць,yapmak
1064,können::V,умець,bilmek
1065,wollen::V,хацець,istemek
1066,anfangen::V,пачаць,başlamak
1067,beenden::V,закончыць,bitirmek
1068,aufhören::V,перастаць,bitmek
1069,gelingen::V,удацца,başarmak
1070,geraten::V,аказацца,düşmek
1071,öffnen::V,адчыніць,açmak
1072,schließen::V,зачыніць,kapamak
1073,stellen::V,паставіць,koymak
1074,setzen::V,пасадзіць,koymak
1075,setzen::V,пасадзіць,oturtmak
1076,legen::V,класці,koymak
1077,legen::V,класці,yatırmak
1078,berühren::V,чапаць,dokunmak
1079,verbinden::V,звязаць,bağlamak
1080,verbinden::V,звязаць,birleştirmek
1081,bedecken::V,накрыць,örtmek
1082,bedecken::V,накрыць,kaplamak
1083,aufhängen::V,павесіць,asmak
1084,anzünden::V,запаліць,yakmak
1085,anzünden::V,запаліць,ateşlemek
1086,aufheben::V,падняць,kaldırmak
1087,zurücklassen::V,пакінуць,geride bırakmak
1088,verlieren::V,згубіць,yitirmek
1089,verlieren::V,згубіць,kaybetmek
1090,fallen lassen::V,упусціць,düşürmek
1091,machen::V,зрабіць,yapmak
1092,herstellen::V,вырабіць,yapmak
1093,herstellen::V,вырабіць,imal etmek
1094,bauen::V,будаваць,kurmak
1095,bauen::V,будаваць,inşa etmek
1096,reparieren::V,правіць,onarmak
1097,reparieren::V,правіць,tamir etmek
1098,verbessern::V,палепшыць,düzeltmek
1099,ändern::V,змяніць,değiştirmek
1100,graben::V,капаць,kazmak
1101,beugen::V,сагнуць,eğmek
1102,biegen::V,пагнуць,bükmek
1103,drehen::V,вярцець,çevirmek
1104,drehen::V,вярцець,döndürmek
1105,wenden::V,павярнуць,çevirmek
1106,umdrehen::V,перавярнуць,çevirmek
1107,heben::V,падымаць,kaldırmak
1108,hochheben::V,падняць,yukarı kaldırmak
1109,ergreifen::V,схапіць,tutmak
1110,ergreifen::V,схапіць,yakalamak
1111,ergreifen::V,схваціць,tutmak
1112,ergreifen::V,схваціць,yakalamak
1113,halten::V,трымаць,tutmak
1114,drücken::V,націскаць,sıkmak
1115,schieben::V,пхаць,itmek
1116,schieben::V,пхаць,sürmek
1117,schieben::V,штурхаць,itmek
1118,schieben::V,штурхаць,sürmek
1119,kratzen::V,скрэбці,kaşımak
1120,lecken::V,лізаць,yalamak
1121,beißen::V,кусаць,ısırmak
1122,abreißen::V,адарваць,koparmak
1123,abschneiden::V,адрэзаць,keserek ayırmak
1124,binden::V,вязаць,bağlamak
1125,stecken::V,уваткнуць,sokmak
1126,brechen::V,зламаць,kırmak
1127,klopfen::V,стукаць,çalmak
1128,hauen::V,біць,vurmak
1129,kleben::V,клеіць,yapıştırmak
1130,reiben::V,церці,ovmak
1131,reiben::V,церці,sürtmek
1132,streichen::V,намазаць,sürmek
1133,schleifen::V,тачыць,bilemek
1134,schneiden::V,рэзаць,kesmek
1135,rütteln::V,хістаць,sallamak
1136,schütteln::V,трэсці,sarsmak
1137,schütteln::V,трэсці,çalkamak
1138,schwenken::V,махаць,sallamak
1139,schütten::V,наліць,dökmek
1140,schütten::V,наліць,akıtmak
1141,füllen::V,напоўніць,doldurmak
1142,einwickeln::V,загарнуць,sarmak
1143,tragen::V,несці,taşımak
1144,schleppen::V,цягнуць,sürüklemek
1145,ziehen::V,цягнуць,çekmek
1146,aufbewahren::V,захоўваць,saklamak
1147,werfen::V,кідаць,atmak
1148,fangen::V,лавіць,tutmak
1149,fangen::V,лавіць,yakalamak
1150,packen::V,схапіць,tutmak
1151,packen::V,схапіць,yakalamak
1152,packen::V,схваціць,tutmak
1153,packen::V,схваціць,yakalamak
1154,verstecken::V,схаваць,saklamak
1155,teilen::V,раздзяліць,bölmek
1156,teilen::V,раздзяліць,ayırmak
1157,schicken::V,пасылаць,yollamak
1158,schicken::V,пасылаць,göndermek
1159,bringen::V,прынесці,getirmek
1160,hinzufügen::V,дабавіць,katmak
1161,hinzufügen::V,дабавіць,eklemek
1162,bekommen::V,дастаць,almak
1163,bekommen::V,дастаць,eline geçmek
1164,erhalten::V,атрымаць,almak
1165,nehmen::V,ўзяць,almak
1166,wählen::V,выбраць,seçmek
1167,auswählen::V,адабраць,seçmek
1168,auswählen::V,адабраць,ayırmak
1169,bewahren::V,захаваць,korumak
1170,behindern::V,перашкаджаць,engellemek
1171,verderben::V,сапсаваць,bozmak
1172,beschädigen::V,пашкодзіць,zedelemek
1173,beschädigen::V,пашкодзіць,ziyan vermek
1174,zerbrechen::V,разбіць,kırmak
1175,zerreißen::V,разадраць,yırtmak
1176,zerstören::V,разбурыць,yıkmak
1177,zerstören::V,разбурыць,tahrip etmek
1178,verbrennen::V,спаліць,yakmak
1179,geben::V,даць,vermek
1180,reichen::V,перадаць,uzatmak
1181,schenken::V,дарыць,hediye etmek
1182,versprechen::V,абяцаць,vaat etmek
1183,wünschen::V,жадаць,kutlamak
1184,loben::V,хваліць,övmek
1185,küssen::V,цалаваць,öpmek
1186,wiegen::V,гушкаць,sallamak
1187,wiegen::V,калыхаць,sallamak
1188,zudecken::V,накрыць,örtmek
1189,wecken::V,пабудзіць,uyandırmak
1190,zeigen::V,паказаць,göstermek
1191,führen::V,весці,gezdirmek
1192,führen::V,весці,yol göstermek
1193,lehren::V,вучыць,okutmak
1194,lehren::V,вучыць,öğretmek
1195,unterrichten::V,выкладаць,öğretmek
1196,aufziehen::V,выхаваць,yetiştirmek
1197,leiten::V,кіраваць,yönetmek
1198,leiten::V,кіраваць,idare etmek
1199,antreiben::V,падганяць,teşvik etmek
1200,lassen::V,прымусіць,-tırmak
1201,einladen::V,запрасіць,davet etmek
1202,vereinigen::V,абʼяднаць,birleştirmek
1203,besuchen::V,наведаць,uğramak
1204,besuchen::V,наведаць,ziyaret etmek
1205,besuchen::V,наведаць,görmeye gitmek
1206,treffen::V,сустрэць,rastlamak
1207,treffen::V,сустрэць,isabet etmek
1208,sich versammeln::V,сабрацца,toplanmak
1209,spielen::V,гуляць,oynamak
1210,singen::V,пець,söylemek
1211,singen::V,пець,şarkı söylemek
1212,singen::V,спяваць,söylemek
1213,singen::V,спяваць,şarkı söylemek
1214,tanzen::V,танцаваць,oynamak
1215,tanzen::V,танцаваць,dans etmek
1216,sich trennen::V,расстацца,ayrılmak
1217,verlassen::V,пакінуць,bırakmak
1218,verlassen::V,пакінуць,terk etmek
1219,retten::V,выратаваць,kurtarmak
1220,bewachen::V,ахоўваць,gözetmek
1221,schützen::V,уберагаць,korumak
1222,verteidigen::V,абараніць,savunmak
1223,sich schlagen::V,біцца,dövüşmek
1224,sich schlagen::V,драцца,dövüşmek
1225,schießen::V,страляць,ateş etmek
1226,siegen::V,перамагчы,yenmek
1227,ärgern::V,злаваць,kızdırmak
1228,schlagen::V,ударыць,dövmek
1229,treten::V,штурхаць,tepmek
1230,stechen::V,укалоць,sokmak
1231,stechen::V,укалоць,batırmak
1232,stoßen::V,папхнуць,itmek
1233,stehlen::V,украсці,çalmak
1234,stören::V,перашкодзіць,bozmak
1235,stören::V,перашкодзіць,etkilemek
1236,belästigen::V,дакучаць,rahatsız etmek
1237,verbergen::V,скрыць,saklamak
1238,verbergen::V,схаваць,saklamak
1239,täuschen::V,падмануць,aldatmak
1240,betrügen::V,змахляваць,aldatmak
1241,betrügen::V,змахляваць,dolandırmak
1242,töten::V,забіць,öldürmek
1243,wohnen::V,жыць,oturmak
1244,arbeiten::V,працаваць,çalışmak
1245,sammeln::V,сабраць,toplamak
1246,pflücken::V,зрываць,koparmak
1247,jagen::V,паляваць,avlanmak
1248,fischen::V,рыбачыць,balık tutmak
1249,fassen::V,злавіць,tutmak
1250,fassen::V,злавіць,yakalamak
1251,hüten::V,пасвіць,otlatmak
1252,treiben::V,гнаць,gütmek
1253,anbinden::V,прывязаць,bağlamak
1254,füttern::V,карміць,beslemek
1255,melken::V,даіць,sağmak
1256,hacken::V,сячы,yarmak
1257,gießen::V,паліць,sulamak
1258,reifen::V,паспець,olgunlaşmak
1259,zubereiten::V,зварыць,hazırlamak
1260,zubereiten::V,згатаваць,hazırlamak
1261,kochen::V,варыць,pişirmek
1262,kochen::V,варыць,kaynatmak
1263,backen::V,пячы,pişirmek
1264,backen::V,пячы,fırında pişirmek
1265,braten::V,смажыць,kızartmak
1266,umrühren::V,перамяшаць,karıştırmak
1267,stricken::V,вязаць,örmek
1268,nähen::V,шыць,dikmek
1269,färben::V,пафарбаваць,boyamak
1270,reinigen::V,ачысціць,temizlemek
1271,waschen::V,мыць,yıkamak
1272,abwischen::V,выцерці,silmek
1273,spülen::V,паласкаць,çalkamak
1274,fegen::V,падмятаць,süpürmek
1275,kehren::V,месці,süpürmek
1276,baden::V,купацца,yıkanmak
1277,baden::V,купацца,banyo yapmak
1278,sich waschen::V,мыцца,yıkanmak
1279,ausziehen::V,зняць,çıkarmak
1280,anziehen::V,надзець,giymek
1281,sich anziehen::V,адзецца,giyinmek
1282,kämmen::V,прычасаць,taramak
1283,schmücken::V,аздобіць,süslemek
1284,sagen::V,сказаць,demek
1285,sagen::V,сказаць,söylemek
1286,sprechen::V,гаварыць,konuşmak
1287,reden::V,размаўляць,konuşmak
1288,sich unterhalten::V,гутарыць,sohbet etmek
1289,fragen::V,спытаць,sormak
1290,bitten::V,прасіць,dilemek
1291,bitten::V,прасіць,rica etmek
1292,erzählen::V,расказаць,bahsetmek
1293,erzählen::V,расказаць,hikâye etmek
1294,mitteilen::V,паведаміць,bildirmek
1295,nennen::V,назваць,adlandırmak
1296,rufen::V,зваць,çağırmak
1297,prahlen::V,хваліцца,övünmek
1298,übersetzen::V,перакласці,çevirmek
1299,übersetzen::V,перакласці,tercüme etmek
1300,denken::V,думаць,düşünmek
1301,glauben::V,верыць,inanmak
1302,glauben::V,верыць,zannetmek
1303,bemerken::V,заўважыць,farkına varmak
1304,erkennen::V,пазнаць,tanımak
1305,begreifen::V,спасцігнуць,anlamak
1306,begreifen::V,спасцігнуць,kavramak
1307,verstehen::V,пачуць,duymak
1308,verstehen::V,пачуць,anlamak
1309,lernen::V,вучыцца,öğrenmek
1310,wissen::V,знаць,bilmek
1311,sich erinnern an::V,памятаць,hatırlamak
1312,vergessen::V,забыць,unutmak
1313,messen::V,мераць,ölçmek
1314,zählen::V,лічыць,saymak
1315,rechnen::V,лічыць,hesap etmek
1316,lesen::V,чытаць,okumak
1317,malen::V,маляваць,resmini yapmak
1318,zeichnen::V,рысаваць,çizmek
1319,schreiben::V,пісаць,yazmak
1320,besitzen::V,мець,haiz olmak
1321,besitzen::V,мець,sahip olmak
1322,kaufen::V,купіць,almak
1323,verkaufen::V,прадаць,satmak
1324,bezahlen::V,заплаціць,ödemek
1325,zahlen::V,плаціць,ödemek
1326,beherrschen::V,уладаць,hâkim olmak
1327,beherrschen::V,валодаць,hâkim olmak
1328,ertragen::V,выцерпець,dayanmak
1329,ertragen::V,выцерпець,katlanmak
