,Concept_ID,pt,hu
855,manchmal::ADV,às vezes,néha
856,manchmal::ADV,às vezes,olykor
857,oft::ADV,muitas vezes,sokszor
858,immer::ADV,sempre,mindig
859,niemals::ADV,nunca,sohasem
860,hier::ADV,cá,itt
861,hier::ADV,aqui,itt
862,hierhin::ADV,para cá,erre
863,von hier::ADV,daqui,innen
864,dort::ADV,lá,ott
865,dort::ADV,ali,ott
866,dorthin::ADV,lá,oda
867,dorthin::ADV,para lá,oda
868,geradeaus::ADV,em frente,egyenesen
869,vorwärts::ADV,avante,előre
870,rückwärts::ADV,para trás,hátrafelé
871,zurück::ADV,atrás,hátra
872,zurück::ADV,atrás,vissza
873,unten::ADV,debaixo,alul
874,unten::ADV,em baixo,alul
875,hinab::ADV,para baixo,le
876,hinab::ADV,para baixo,lefelé
877,oben::ADV,em cima,fenn
878,oben::ADV,em cima,felül
879,hinauf::ADV,para cima,fel
880,hinauf::ADV,para cima,felfelé
881,überall::ADV,em toda parte,mindenütt
882,nicht::ADV,não,nem
883,ein wenig::ADV,um pouco,egy kicsit
884,ein wenig::ADV,um bocado,egy kicsit
885,kaum::ADV,apenas,alig
886,sehr::ADV,muito,nagyon
887,so::ADV,tão,úgy
888,so::ADV,assim,úgy
889,noch::ADV,ainda,még
890,nur::ADV,só,csak
891,nur::ADV,só,csupán
892,nur::ADV,apenas,csak
893,nur::ADV,apenas,csupán
894,nur::ADV,somente,csak
895,nur::ADV,somente,csupán
896,schon::ADV,já,már
897,wieder::ADV,outra vez,ismét
898,wieder::ADV,outra vez,megint
899,vergebens::ADV,em vão,hiába
900,vor::PRP,diante de,előtt
901,hinter::PRP,atrás de,mögött
902,unter::PRP,sob,alatt
903,unter::PRP,debaixo de,alatt
904,durch::PRP,por,át
905,durch::PRP,por,keresztül
906,durch::PRP,através de,át
907,durch::PRP,através de,keresztül
908,neben::PRP,junto de,mellett
909,neben::PRP,ao lado de,mellett
910,zwischen::PRP,entre,között
911,wegen::PRP,por,miatt
912,wegen::PRP,por,végett
913,wegen::PRP,por causa de,miatt
914,wegen::PRP,por causa de,végett
915,dies::PRN,isto,ez
916,das::PRN,isso,az
917,das::PRN,aquilo,az
918,alles::PRN,todo,minden
919,ich::PRN,eu,én
920,du::PRN,tu,te
921,er::PRN,ele,ő
922,wir::PRN,nós,mi
923,ihr::PRN,vós,ti
924,ihr::PRN,vocês,ti
925,sie::PRN,eles,ők
926,was::FPRN,quê,mi
927,wer::FPRN,quem,ki
928,wo::FADV,onde,hol
929,wohin::FADV,aonde,hova
930,wohin::FADV,para onde,hova
931,wie::FADV,como,hogy
932,wie::FADV,como,hogyan
933,warum::FADV,porquê,miért
934,warum::FADV,por que,miért
935,wieviel::FNUM,quanto,hány
936,wieviel::FNUM,quanto,mennyi
937,eins::NUM,um,egy
938,zwei::NUM,dois,kettő
939,drei::NUM,três,három
940,vier::NUM,quatro,négy
941,fünf::NUM,cinco,öt
942,sechs::NUM,seis,hat
943,sieben::NUM,sete,hét
944,acht::NUM,oito,nyolc
945,neun::NUM,nove,kilenc
946,zehn::NUM,dez,tíz
947,elf::NUM,onze,tizenegy
948,zwölf::NUM,doze,tizenkettő
949,zwanzig::NUM,vinte,húsz
950,dreißig::NUM,trinta,harminc
951,vierzig::NUM,quarenta,negyven
952,fünfzig::NUM,cinquenta,ötven
953,sechzig::NUM,sessenta,hatvan
954,siebzig::NUM,setenta,hetven
955,achtzig::NUM,oitenta,nyolcvan
956,neunzig::NUM,noventa,kilencven
957,hundert::NUM,cem,száz
958,hundert::NUM,cento,száz
959,tausend::NUM,mil,ezer
960,und::CNJ,e,és
961,und::CNJ,e,meg
962,oder::CNJ,ou,vagy
963,stehen::V,estar em pé,áll
964,sitzen::V,estar sentado,ül
965,liegen::V,jazer,fekszik
966,liegen::V,estar deitado,fekszik
967,hängen::V,pender,függ
968,hängen::V,estar pendurado,függ
969,werden::V,tornar-se,lesz
970,passieren::V,acontecer,történik
971,beginnen::V,começar,kezdődik
972,enden::V,acabar,végződik
973,enden::V,acabar,befejeződik
974,enden::V,terminar,végződik
975,enden::V,terminar,befejeződik
976,wechseln::V,variar,változik
977,wechseln::V,alternar,változik
978,aufgehen[Sonne]::V,nascer,kel
979,untergehen[Sonne]::V,pôr-se,lemegy
980,scheinen[Sonne]::V,brilhar,süt
981,donnern::V,trovejar,dörög
982,wehen::V,soprar,fúj
983,strömen::V,correr,áramlik
984,fließen::V,fluir,folyik
985,sich drehen::V,girar,forog
986,schwanken::V,oscilar,inog
987,schwanken::V,oscilar,ingadozik
988,schwingen::V,vibrar,leng
989,fallen::V,cair,esik
990,brennen::V,arder,ég
991,rauchen::V,fumegar,füstöl
992,regnen::V,chover,esik
993,gefrieren::V,gelar,megfagy
994,gefrieren::V,congelar,megfagy
995,tauen::V,derreter,olvad
996,tauen::V,descongelar,olvad
997,schmelzen::V,fundir-se,olvad
998,schmelzen::V,fundir-se,elolvad
999,trocknen::V,secar,szárad
1000,sieden::V,ferver,forr
1001,faulen::V,estragar-se,rothad
1002,verfaulen::V,apodrecer,elrothad
1003,verfaulen::V,apodrecer,megrothad
1004,reißen::V,romper-se,szakad
1005,versinken::V,afundar-se,süllyed
1006,versinken::V,afundar-se,elsüllyed
1007,vergehen::V,passar,múlik
1008,vergehen::V,passar,elmúlik
1009,erscheinen::V,aparecer,feltűnik
1010,erscheinen::V,aparecer,megjelenik
1011,verschwinden::V,desaparecer,letűnik
1012,sinken::V,descer,süllyed
1013,abnehmen::V,diminuir,apad
1014,abnehmen::V,diminuir,csökken
1015,abnehmen::V,decrescer,apad
1016,abnehmen::V,decrescer,csökken
1017,zunehmen::V,crescer,növekszik
1018,zunehmen::V,crescer,gyarapszik
1019,zunehmen::V,aumentar,növekszik
1020,zunehmen::V,aumentar,gyarapszik
1021,steigen::V,subir,emelkedik
1022,wachsen::V,crescer,nő
1023,wachsen::V,crescer,terem
1024,wachsen::V,crescer,növekszik
1025,glänzen::V,brilhar,ragyog
1026,glänzen::V,brilhar,fénylik
1027,funkeln::V,cintilar,csillog
1028,funkeln::V,cintilar,tündöklik
1029,lärmen::V,fazer barulho,lármázik
1030,läuten::V,chocalhar,cseng
1031,klingeln::V,tocar,csenget
1032,klirren::V,tinir,csörömpöl
1033,brausen::V,bramar,zúg
1034,brausen::V,bramar,morajlik
1035,rauschen::V,murmurar,zúg
1036,rauschen::V,rumorejar,zúg
1037,klingen::V,soar,hangzik
1038,bellen::V,ladrar,ugat
1039,heulen::V,uivar,bőg
1040,heulen::V,uivar,üvölt
1041,blasen::V,soprar,fúj
1042,pfeifen::V,assobiar,fütyül
1043,schreien::V,gritar,kiált
1044,schreien::V,gritar,kiabál
1045,stöhnen::V,gemer,nyög
1046,zittern::V,tremer,remeg
1047,zittern::V,tremer,reszket
1048,leben::V,viver,él
1049,geboren werden::V,nascer,születik
1050,atmen::V,respirar,lélegzik
1051,trinken::V,beber,iszik
1052,essen::V,comer,eszik
1053,schlucken::V,engolir,nyel
1054,müde werden::V,cansar-se,elfárad
1055,müde werden::V,cansar-se,kifárad
1056,einschlafen::V,adormecer,elalszik
1057,schlafen::V,dormir,alszik
1058,aufwachen::V,acordar,felébred
1059,aufstehen::V,levantar-se,felkel
1060,sich erholen::V,descansar,pihen
1061,krank werden::V,adoecer,megbetegedik
1062,krank werden::V,adoecer,belebetegszik
1063,krank werden::V,ficar doente,megbetegedik
1064,krank werden::V,ficar doente,belebetegszik
1065,krank sein::V,estar doente,betegeskedik
1066,schmerzen::V,doer,fáj
1067,husten::V,tossir,köhög
1068,genesen::V,convalescer,meggyógyul
1069,sterben::V,morrer,hal
1070,umkommen::V,perecer,elpusztul
1071,sich bewegen::V,mover-se,mozog
1072,sich rühren::V,mexer-se,mozdul
1073,sich erheben::V,levantar-se,feláll
1074,sich erheben::V,levantar-se,felemelkedik
1075,sich setzen::V,sentar-se,ül
1076,sich setzen::V,sentar-se,leül
1077,hinfallen::V,cair,bukik
1078,hinfallen::V,cair,elesik
1079,laufen::V,andar,jár
1080,laufen::V,caminhar,jár
1081,schreiten::V,andar,lép
1082,schreiten::V,caminhar,lép
1083,spazierengehen::V,passear,sétál
1084,eilen::V,apressar-se,siet
1085,sich beeilen::V,apressar-se,siet
1086,sich beeilen::V,despachar-se,siet
1087,sausen::V,correr,robog
1088,rennen::V,correr,fut
1089,rennen::V,correr,szalad
1090,springen::V,saltar,ugrik
1091,klettern::V,trepar,kúszik
1092,schaukeln::V,baloiçar,hintázik
1093,kriechen::V,rastejar,kúszik
1094,kriechen::V,arrastar-se,kúszik
1095,schwimmen::V,nadar,úszik
1096,tauchen::V,mergulhar,merül
1097,rudern::V,remar,evez
1098,fahren::V,ir,jár
1099,fahren::V,ir,megy
1100,fahren::V,ir,utazik
1101,fliegen::V,voar,száll
1102,gehen::V,ir,megy
1103,gehen::V,andar,megy
1104,weggehen::V,partir,elmegy
1105,weggehen::V,ir-se embora,elmegy
1106,abfahren::V,sair,indul
1107,abfahren::V,partir,indul
1108,anhalten::V,parar,megáll
1109,hineingehen::V,entrar,bemegy
1110,eintreten::V,entrar,belép
1111,kommen::V,vir,jön
1112,ankommen::V,chegar,érkezik
1113,ankommen::V,chegar,megérkezik
1114,zurückkommen::V,voltar,visszajön
1115,zurückkommen::V,regressar,visszajön
1116,bleiben::V,ficar,marad
1117,bleiben::V,ficar,megmarad
1118,bleiben::V,permanecer,marad
1119,bleiben::V,permanecer,megmarad
1120,warten::V,esperar,vár
1121,warten::V,esperar,várakozik
1122,erwarten::V,esperar,vár
1123,erwarten::V,esperar,megvár
1124,erwarten::V,aguardar,vár
1125,erwarten::V,aguardar,megvár
1126,suchen::V,buscar,kutat
1127,suchen::V,procurar,kutat
1128,finden::V,achar,talál
1129,finden::V,encontrar,talál
1130,versuchen::V,tentar,megpróbál
1131,versuchen::V,tentar,megkísérel
1132,vorbereiten::V,preparar,előkészít
1133,lieben::V,amar,szeret
1134,lieben::V,querer,szeret
1135,mögen::V,gostar de,szeret
1136,lachen::V,rir,nevet
1137,lachen::V,rir-se,nevet
1138,rühren::V,comover,mozdít
1139,weinen::V,chorar,sír
1140,schimpfen::V,ralhar,szid
1141,schimpfen::V,ralhar,szitkozódik
1142,sich ärgern::V,zangar-se,mérgelődik
1143,sich ärgern::V,zangar-se,bosszankodik
1144,sich fürchten::V,ter medo de,fél
1145,sich fürchten::V,ter medo de,retteg
1146,sich fürchten::V,ter receio de,fél
1147,sich fürchten::V,ter receio de,retteg
1148,fürchten::V,temer,fél
1149,fürchten::V,recear,fél
1150,fliehen::V,fugir,menekül
1151,flüchten::V,refugiar-se,elmenekül
1152,sehen::V,ver,néz
1153,anschauen::V,olhar,megnéz
1154,ansehen::V,mirar,néz
1155,ansehen::V,mirar,ránéz
1156,ansehen::V,mirar,megnéz
1157,hören::V,ouvir,hall
1158,zuhören::V,escutar,hallgat
1159,zuhören::V,escutar,meghallgat
1160,probieren::V,provar,kóstol
1161,probieren::V,provar,megkóstol
1162,probieren::V,saborear,kóstol
1163,probieren::V,saborear,megkóstol
1164,riechen::V,cheirar,szagol
1165,fühlen::V,sentir,érez
1166,scheinen::V,parecer,tűnik
1167,scheinen::V,parecer,látszik
1168,zu sehen sein::V,estar à vista,mutatkozik
1169,vernehmen::V,ouvir,hall
1170,frieren::V,ter frio,fázik
1171,tun::V,fazer,csinál
1172,tun::V,fazer,cselekszik
1173,können::V,saber,tud
1174,wollen::V,querer,akar
1175,anfangen::V,iniciar,kezd
1176,beenden::V,acabar,befejez
1177,beenden::V,terminar,befejez
1178,aufhören::V,cessar,megszűnik
1179,aufhören::V,desistir,megszűnik
1180,gelingen::V,sair bem,sikerül
1181,gelingen::V,dar bom resultado,sikerül
1182,geraten::V,sair,kerül
1183,geraten::V,sair,jut
1184,geraten::V,dar resultado,kerül
1185,geraten::V,dar resultado,jut
1186,öffnen::V,abrir,nyit
1187,öffnen::V,abrir,kinyit
1188,schließen::V,fechar,csuk
1189,schließen::V,fechar,becsuk
1190,stellen::V,pôr,állít
1191,stellen::V,pôr,helyez
1192,stellen::V,colocar,állít
1193,stellen::V,colocar,helyez
1194,setzen::V,pôr,ültet
1195,setzen::V,pôr,helyez
1196,setzen::V,meter,ültet
1197,setzen::V,meter,helyez
1198,legen::V,pôr,tesz
1199,legen::V,pôr,fektet
1200,legen::V,meter,tesz
1201,legen::V,meter,fektet
1202,berühren::V,tocar,érint
1203,verbinden::V,unir,beköt
1204,verbinden::V,unir,összeköt
1205,verbinden::V,ligar,beköt
1206,verbinden::V,ligar,összeköt
1207,bedecken::V,cobrir,betakar
1208,bedecken::V,cobrir,beborít
1209,aufhängen::V,pendurar,felakaszt
1210,anzünden::V,acender,gyújt
1211,anzünden::V,acender,meggyújt
1212,aufheben::V,apanhar,felemel
1213,aufheben::V,levantar,felemel
1214,zurücklassen::V,deixar,hátrahagy
1215,verlieren::V,perder,veszít
1216,verlieren::V,perder,elveszít
1217,fallen lassen::V,deixar cair,elejt
1218,machen::V,fazer,tesz
1219,machen::V,fazer,csinál
1220,herstellen::V,produzir,gyárt
1221,herstellen::V,produzir,előállít
1222,bauen::V,edificar,épít
1223,bauen::V,construir,épít
1224,reparieren::V,reparar,javít
1225,reparieren::V,reparar,kijavít
1226,reparieren::V,reparar,megjavít
1227,reparieren::V,consertar,javít
1228,reparieren::V,consertar,kijavít
1229,reparieren::V,consertar,megjavít
1230,verbessern::V,melhorar,megjavít
1231,ändern::V,mudar,változtat
1232,ändern::V,mudar,megváltoztat
1233,ändern::V,alterar,változtat
1234,ändern::V,alterar,megváltoztat
1235,graben::V,cavar,ás
1236,beugen::V,curvar,meghajt
1237,biegen::V,vergar,hajlít
1238,drehen::V,girar,forgat
1239,wenden::V,virar,fordít
1240,wenden::V,virar,megfordít
1241,wenden::V,voltar,fordít
1242,wenden::V,voltar,megfordít
1243,umdrehen::V,virar,megfordít
1244,umdrehen::V,virar,megforgat
1245,umdrehen::V,revolver,megfordít
1246,umdrehen::V,revolver,megforgat
1247,heben::V,levantar,emel
1248,hochheben::V,erguer,felemel
1249,hochheben::V,levantar,felemel
1250,ergreifen::V,apanhar,megfog
1251,halten::V,segurar,tart
1252,drücken::V,apertar,nyom
1253,drücken::V,apertar,megnyom
1254,schieben::V,empurrar,tol
1255,kratzen::V,raspar,vakar
1256,lecken::V,lamber,nyal
1257,beißen::V,morder,harap
1258,abreißen::V,arrancar,letép
1259,abschneiden::V,talhar,levág
1260,binden::V,ligar,köt
1261,binden::V,ligar,kötöz
1262,stecken::V,meter,dug
1263,stecken::V,enfiar,dug
1264,brechen::V,romper,tör
1265,brechen::V,romper,eltör
1266,brechen::V,quebrar,tör
1267,brechen::V,quebrar,eltör
1268,klopfen::V,bater,kopogtat
1269,hauen::V,bater,vág
1270,hauen::V,bater,levág
1271,kleben::V,colar,tapaszt
1272,reiben::V,esfregar,dörzsöl
1273,reiben::V,esfregar,súrol
1274,streichen::V,barrar,simít
1275,schleifen::V,afiar,fen
1276,schleifen::V,afiar,csiszol
1277,schleifen::V,afiar,köszörül
1278,schneiden::V,cortar,vág
1279,schneiden::V,cortar,szel
1280,schneiden::V,cortar,metsz
1281,rütteln::V,sacudir,ráz
1282,schütteln::V,abanar,ráz
1283,schütteln::V,abanar,megráz
1284,schütteln::V,sacudir,ráz
1285,schütteln::V,sacudir,megráz
1286,schwenken::V,agitar,lóbál
1287,schwenken::V,agitar,lobogtat
1288,schütten::V,deitar,önt
1289,füllen::V,encher,tölt
1290,füllen::V,encher,megtölt
1291,einwickeln::V,envolver,becsavar
1292,einwickeln::V,embrulhar,becsavar
1293,tragen::V,levar,hord
1294,tragen::V,trazer,hord
1295,schleppen::V,arrastar,vonszol
1296,ziehen::V,puxar,húz
1297,aufbewahren::V,guardar,megőriz
1298,aufbewahren::V,conservar,megőriz
1299,werfen::V,lançar,dob
1300,werfen::V,lançar,hajít
1301,fangen::V,apanhar,fog
1302,packen::V,agarrar,megragad
1303,verstecken::V,esconder,eldug
1304,verstecken::V,esconder,elrejt
1305,teilen::V,partir,oszt
1306,teilen::V,partir,megoszt
1307,teilen::V,dividir,oszt
1308,teilen::V,dividir,megoszt
1309,schicken::V,enviar,küld
1310,bringen::V,trazer,hoz
1311,bringen::V,trazer,visz
1312,hinzufügen::V,acrescentar,hozzáad
1313,bekommen::V,obter,kap
1314,bekommen::V,obter,megkap
1315,erhalten::V,receber,kap
1316,erhalten::V,receber,megkap
1317,nehmen::V,tomar,vesz
1318,wählen::V,eleger,választ
1319,wählen::V,escolher,választ
1320,auswählen::V,escolher,kiválaszt
1321,auswählen::V,seleccionar,kiválaszt
1322,bewahren::V,guardar,megtart
1323,bewahren::V,conservar,megtart
1324,behindern::V,impedir,akadályoz
1325,behindern::V,impedir,gátol
1326,verderben::V,estragar,elront
1327,verderben::V,corromper,elront
1328,beschädigen::V,danificar,rongál
1329,zerbrechen::V,romper,eltör
1330,zerbrechen::V,romper,széttör
1331,zerbrechen::V,romper,kettétör
1332,zerbrechen::V,quebrar,eltör
1333,zerbrechen::V,quebrar,széttör
1334,zerbrechen::V,quebrar,kettétör
1335,zerreißen::V,rasgar,eltép
1336,zerreißen::V,rasgar,széttép
1337,zerstören::V,destruir,elpusztít
1338,verbrennen::V,queimar,éget
1339,verbrennen::V,queimar,eléget
1340,geben::V,dar,ad
1341,reichen::V,passar,nyújt
1342,schenken::V,oferecer,ajándékoz
1343,versprechen::V,prometer,ígér
1344,wünschen::V,desejar,kíván
1345,loben::V,louvar,dicsér
1346,küssen::V,beijar,csókol
1347,wiegen::V,embalar,ringat
1348,zudecken::V,tapar,betakar
1349,zudecken::V,cobrir,betakar
1350,wecken::V,acordar,kelt
1351,wecken::V,acordar,ébreszt
1352,wecken::V,despertar,kelt
1353,wecken::V,despertar,ébreszt
1354,zeigen::V,mostrar,mutat
1355,führen::V,guiar,visz
1356,führen::V,guiar,vezet
1357,führen::V,conduzir,visz
1358,führen::V,conduzir,vezet
1359,lehren::V,ensinar,tanít
1360,unterrichten::V,instruir,tanít
1361,aufziehen::V,criar,felnevel
1362,leiten::V,dirigir,vezet
1363,leiten::V,dirigir,vezérel
1364,leiten::V,conduzir,vezet
1365,leiten::V,conduzir,vezérel
1366,antreiben::V,impelir,hajt
1367,lassen::V,fazer,-tat
1368,lassen::V,fazer,-at
1369,einladen::V,convidar,meghív
1370,vereinigen::V,unir,egyesít
1371,vereinigen::V,reunir,egyesít
1372,besuchen::V,ir ver,látogat
1373,besuchen::V,visitar,látogat
1374,treffen::V,encontrar,talál
1375,sich versammeln::V,reunir-se,gyülekezik
1376,sich versammeln::V,reunir-se,összegyűlik
1377,spielen::V,jogar,játszik
1378,spielen::V,brincar,játszik
1379,singen::V,cantar,énekel
1380,tanzen::V,bailar,táncol
1381,sich trennen::V,apartar-se,elválik
1382,verlassen::V,deixar,elhagy
1383,verlassen::V,abandonar,elhagy
1384,retten::V,salvar,ment
1385,bewachen::V,vigiar,őriz
1386,bewachen::V,guardar,őriz
1387,schützen::V,proteger,óv
1388,schützen::V,proteger,véd
1389,verteidigen::V,defender,véd
1390,sich schlagen::V,brigar,verekszik
1391,sich schlagen::V,bater-se,verekszik
1392,schießen::V,disparar,lő
1393,siegen::V,vencer,győz
1394,ärgern::V,irritar,bosszant
1395,ärgern::V,aborrecer,bosszant
1396,schlagen::V,bater,üt
1397,schlagen::V,bater,ver
1398,treten::V,pisar,rúg
1399,stechen::V,picar,döf
1400,stechen::V,picar,szúr
1401,stoßen::V,empurrar,lök
1402,stehlen::V,furtar,lop
1403,stören::V,perturbar,zavar
1404,belästigen::V,incomodar,zaklat
1405,belästigen::V,importunar,zaklat
1406,verbergen::V,ocultar,rejt
1407,verbergen::V,ocultar,elrejt
1408,verbergen::V,esconder,rejt
1409,verbergen::V,esconder,elrejt
1410,täuschen::V,iludir,megtéveszt
1411,täuschen::V,enganar,megtéveszt
1412,betrügen::V,burlar,csal
1413,betrügen::V,enganar,csal
1414,töten::V,matar,öl
1415,wohnen::V,morar,lakik
1416,arbeiten::V,trabalhar,dolgozik
1417,sammeln::V,recolher,szed
1418,sammeln::V,recolher,gyűjt
1419,sammeln::V,coleccionar,szed
1420,sammeln::V,coleccionar,gyűjt
1421,pflücken::V,colher,szed
1422,jagen::V,caçar,vadászik
1423,fischen::V,pescar,halászik
1424,fassen::V,apanhar,fog
1425,hüten::V,guardar,őriz
1426,hüten::V,guardar,legeltet
1427,treiben::V,conduzir,hajt
1428,anbinden::V,atar,köt
1429,füttern::V,dar de comer a,etet
1430,melken::V,ordenhar,fej
1431,hacken::V,rachar,vág
1432,gießen::V,regar,öntöz
1433,reifen::V,amadurecer,érik
1434,zubereiten::V,preparar,elkészít
1435,kochen::V,cozer,főz
1436,backen::V,cozer,süt
1437,braten::V,assar,süt
1438,braten::V,fritar,süt
1439,umrühren::V,remexer,megkever
1440,stricken::V,tricotar,köt
1441,stricken::V,fazer malha,köt
1442,nähen::V,coser,varr
1443,nähen::V,costurar,varr
1444,färben::V,tingir,fest
1445,färben::V,colorir,fest
1446,reinigen::V,limpar,tisztít
1447,reinigen::V,purificar,tisztít
1448,waschen::V,lavar,mos
1449,abwischen::V,limpar,letöröl
1450,abwischen::V,esfregar,letöröl
1451,spülen::V,lavar,mosogat
1452,spülen::V,enxaguar,mosogat
1453,fegen::V,varrer,söpör
1454,kehren::V,varrer,söpör
1455,baden::V,banhar,fürdik
1456,baden::V,tomar banho,fürdik
1457,sich waschen::V,lavar-se,mosdik
1458,sich waschen::V,lavar-se,mosakszik
1459,ausziehen::V,despir,levesz
1460,anziehen::V,vestir,felölt
1461,anziehen::V,vestir,felvesz
1462,sich anziehen::V,vestir-se,öltözik
1463,sich anziehen::V,vestir-se,felöltözik
1464,kämmen::V,pentear,fésül
1465,schmücken::V,adornar,díszít
1466,sagen::V,dizer,mond
1467,sprechen::V,falar,beszél
1468,reden::V,falar,beszél
1469,sich unterhalten::V,conversar,beszélget
1470,fragen::V,perguntar,kérdez
1471,bitten::V,pedir,kér
1472,erzählen::V,contar,mesél
1473,erzählen::V,contar,elbeszél
1474,mitteilen::V,comunicar,közöl
1475,mitteilen::V,participar,közöl
1476,nennen::V,nomear,hív
1477,nennen::V,nomear,nevez
1478,nennen::V,apelidar,hív
1479,nennen::V,apelidar,nevez
1480,rufen::V,chamar,hív
1481,prahlen::V,gabar-se,dicsekszik
1482,prahlen::V,vangloriar-se,dicsekszik
1483,übersetzen::V,traduzir,fordít
1484,denken::V,pensar,gondol
1485,glauben::V,crer,hisz
1486,bemerken::V,notar,észrevesz
1487,bemerken::V,observar,észrevesz
1488,erkennen::V,reconhecer,ráismer
1489,erkennen::V,reconhecer,felismer
1490,begreifen::V,apreender,felfog
1491,begreifen::V,compreender,felfog
1492,verstehen::V,entender,ért
1493,verstehen::V,entender,megért
1494,verstehen::V,compreender,ért
1495,verstehen::V,compreender,megért
1496,lernen::V,aprender,tanul
1497,lernen::V,aprender,megtanul
1498,wissen::V,saber,tud
1499,sich erinnern an::V,lembrar-se de,emlékszik
1500,sich erinnern an::V,recordar-se de,emlékszik
1501,vergessen::V,esquecer,felejt
1502,vergessen::V,esquecer,elfelejt
1503,messen::V,medir,mér
1504,messen::V,medir,megmér
1505,zählen::V,contar,számol
1506,zählen::V,contar,megszámol
1507,rechnen::V,calcular,számít
1508,lesen::V,ler,olvas
1509,malen::V,pintar,fest
1510,zeichnen::V,desenhar,rajzol
1511,schreiben::V,escrever,ír
1512,besitzen::V,possuir,birtokol
1513,kaufen::V,comprar,vesz
1514,kaufen::V,comprar,megvesz
1515,verkaufen::V,vender,elad
1516,bezahlen::V,pagar,fizet
1517,bezahlen::V,pagar,kifizet
1518,zahlen::V,pagar,fizet
1519,zahlen::V,pagar,megfizet
1520,beherrschen::V,imperar,ural
1521,ertragen::V,suportar,elbír
1522,ertragen::V,suportar,elvisel
