,Concept_ID,ps,he
778,sehr::ADV,ډېر,מאוד
779,sehr::ADV,زيات,מאוד
780,so::ADV,داسې,כך
781,so::ADV,داسې,ככה
782,so::ADV,دومره,כך
783,so::ADV,دومره,ככה
784,noch::ADV,نور,עוד
785,noch::ADV,نور,עדין
786,nur::ADV,تش,רק
787,nur::ADV,صرف,רק
788,schon::ADV,دمخه,כבר
789,wieder::ADV,بیا,שוב
790,vergebens::ADV,عبث,לריק
791,vergebens::ADV,عبث,לשוא
792,vor::PRP,دمخه,מול
793,hinter::PRP,شاته,מאחורי
794,unter::PRP,لاندي,מתחת
795,durch::PRP,د مینځ نه,דרך
796,neben::PRP,نژدې,ליד
797,neben::PRP,نژدې,על-יד
798,zwischen::PRP,ترمینځ,בין
799,wegen::PRP,د ... له لاسه,בשל
800,wegen::PRP,د ... له لاسه,בגלל
801,dies::PRN,دا,זה
802,das::PRN,دا,זה
803,alles::PRN,هرڅهٔ,הכל
804,ich::PRN,زه,אני
805,du::PRN,ته,את
806,du::PRN,ته,אתה
807,er::PRN,دی,הוא
808,wir::PRN,مونږ,אנחנו
809,ihr::PRN,تاسې,לה
810,sie::PRN,هغوی,הם
811,was::FPRN,څهٔ,מה
812,wer::FPRN,چا,מי
813,wer::FPRN,څوک,מי
814,wo::FADV,چيری,איפה
815,wo::FADV,چېرته,איפה
816,wohin::FADV,چېرته,לאן
817,wie::FADV,څنګه,איך
818,warum::FADV,ولې,למה
819,wieviel::FNUM,څو,כמה
820,wieviel::FNUM,څومره,כמה
821,eins::NUM,یو,אחד
822,zwei::NUM,دوه,שתים
823,drei::NUM,درې,שלושה
824,vier::NUM,څلور,ארבעה
825,fünf::NUM,پنځه,חמשה
826,sechs::NUM,شپږ,ששה
827,sieben::NUM,اوه,שבעה
828,acht::NUM,اته,שמונה
829,neun::NUM,نهه,תשעה
830,zehn::NUM,لس,עשרה
831,elf::NUM,یوولس,אחת עשרה
832,zwölf::NUM,دولس,שתים עשרה
833,zwanzig::NUM,شل,עשרים
834,dreißig::NUM,دېرش,שלושים
835,vierzig::NUM,څلوېښت,ארבעים
836,fünfzig::NUM,پنځوس,חמשים
837,sechzig::NUM,شپېته,ששים
838,siebzig::NUM,اویا,שבעים
839,achtzig::NUM,اتیا,שמונים
840,neunzig::NUM,نوي,תשעים
841,hundert::NUM,سل,מאה
842,tausend::NUM,زر,אלף
843,und::CNJ,او,ו
844,oder::CNJ,ېا,או
845,stehen::V,درېدل,עמד
846,sitzen::V,کښېنستل,ישב
847,liegen::V,ملاستل,שכב
848,hängen::V,ځړېدل,היה תלוי
849,werden::V,کېدل,הפך ל
850,passieren::V,پېښېدل,קרה
851,beginnen::V,شروع کېدل,התחיל
852,enden::V,خلاصدل,הסתים
853,enden::V,تمامېدل,הסתים
854,wechseln::V,تغییر موندل,השתנה
855,aufgehen[Sonne]::V,ختل,זרח
856,untergehen[Sonne]::V,لوېدل,שקע
857,untergehen[Sonne]::V,پرېوتل,שקע
858,scheinen[Sonne]::V,رڼا کول,בהק
859,donnern::V,تنېدل,רעם
860,donnern::V,غړمبېدل,רעם
861,wehen::V,چلېدل,נשב
862,strömen::V,بهېدل,זרם
863,fließen::V,بهېدل,זרם
864,fließen::V,تویېدل,זרם
865,sich drehen::V,ګرځېدل,הסתובב
866,sich drehen::V,چورلېدل,הסתובב
867,schwanken::V,زنګېدل,התנודד
868,schwingen::V,زنګېدل,התנענע
869,fallen::V,ولېدل,נפל
870,brennen::V,سوځېدل,בער
871,rauchen::V,لوګی کول,עשן
872,regnen::V,باران اورېدل,ירד גשם
873,gefrieren::V,کنګل نيول,קפא
874,tauen::V,وېلې کېدل,נמס
875,schmelzen::V,وېلې کېدل,התיך
876,trocknen::V,وچېدل,התיבש
877,sieden::V,اېشېدل,רתח
878,faulen::V,خرابېدل,רקב
879,verfaulen::V,ورستېدل,רקב
880,reißen::V,شلېدل,נקרע
881,versinken::V,ډوېېدل,טבע
882,vergehen::V,تېرېدل,עבר
883,erscheinen::V,ښکارېدل,נגלה
884,erscheinen::V,ښکارېدل,הופיע
885,verschwinden::V,ورکېدل,נעלם
886,sinken::V,ښکته کېدل,ירד
887,abnehmen::V,کمېدل,הפחית
888,zunehmen::V,زیاتېدل,רבה
889,steigen::V,جګېدل,עלה
890,steigen::V,پورته کېدل,עלה
891,wachsen::V,وده کول,גדל
892,glänzen::V,ځلېدل,נצץ
893,glänzen::V,ځلېدل,בהק
894,funkeln::V,پړکېدل,נצנץ
895,lärmen::V,غال و غول کول,רעש
896,läuten::V,زنګ وهل,צלצל
897,klingeln::V,زنګ وهل,צלצל
898,klirren::V,کړنګېدل,קרקש
899,brausen::V,تلاطم کول,געש
900,rauschen::V,شڼهار کول,רשרש
901,klingen::V,آواز کول,נשמע
902,bellen::V,غپېدل,נבח
903,heulen::V,انګلل,ילל
904,blasen::V,پو کول,נשף
905,pfeifen::V,شپېلک وهل,שרק
906,schreien::V,ناره کول,צעק
907,stöhnen::V,زګېروی کول,נאנק
908,zittern::V,لړزېدل,רעד
909,leben::V,ژوند کول,חי
910,geboren werden::V,زېږېدل,נולד
911,atmen::V,ساه کښل,נשם
912,atmen::V,تنفس کول,נשם
913,trinken::V,څښل,שתה
914,essen::V,خوړل,אכל
915,schlucken::V,غړپول,בלע
916,müde werden::V,ستړی کېدل,התעיף
917,einschlafen::V,ویده کېدل,נרדם
918,schlafen::V,خوب کول,ישן
919,aufwachen::V,ویښېدل,התעורר
920,aufstehen::V,پاڅېدل,קם
921,sich erholen::V,استراحت کول,נפש
922,krank werden::V,رنځورېدل,חלה
923,krank sein::V,ناجوړېدل,היה חולה
924,schmerzen::V,خوږېدل,כאב
925,schmerzen::V,درد کول,כאב
926,husten::V,ټوخېدل,השתעל
927,genesen::V,رغېدل,הבריא
928,sterben::V,مړل,מת
929,umkommen::V,تلفېدل,נספה
930,sich bewegen::V,چلېدل,נע
931,sich bewegen::V,حرکت کول,נע
932,sich rühren::V,ښورېدل,זז
933,sich erheben::V,درېدل,קם
934,sich setzen::V,کښېنستل,התישב
935,hinfallen::V,لوېدل,נפל
936,laufen::V,منډې وهل,הלך ברגל
937,schreiten::V,قدم ایښودل,פסע
938,spazierengehen::V,چکر وهل,טיל
939,eilen::V,بېړه کول,אץ
940,eilen::V,بېړه کول,מהר
941,sich beeilen::V,عجله کول,מהר
942,sausen::V,ځغستل,אץ
943,rennen::V,زغلېدل,רץ
944,springen::V,ټوپ وهل,קפץ
945,klettern::V,ختل,טפס
946,schaukeln::V,زنګېدل,התנדנד
947,kriechen::V,خاپوړی وهل,זחל
948,schwimmen::V,لامبو وهل,שחה
949,tauchen::V,غوټه وهل,צלל
950,rudern::V,پارو وهل,חתר
951,fahren::V,تلل,נסע
952,fliegen::V,الوتل,עף
953,gehen::V,تلل,הלך
954,weggehen::V,بهر وتل,עזב
955,abfahren::V,تلل,יצא
956,anhalten::V,ودرېدل,עצר
957,hineingehen::V,داخلېدل,נכנס
958,eintreten::V,ننوتل,נכנס
959,kommen::V,راتلل,בא
960,ankommen::V,رسېدل,הגיע
961,zurückkommen::V,بېرته راتلل,שב
962,zurückkommen::V,بېرته راتلل,חזר
963,bleiben::V,پاتې کېدل,נשאר
964,warten::V,انتظار وېستل,חכה
965,warten::V,انتظار وېستل,המתין
966,erwarten::V,انتظار کول,צפה
967,suchen::V,لټول,חפש
968,finden::V,میندل,מצא
969,finden::V,پیدا کول,מצא
970,versuchen::V,هڅه کول,נסה
971,vorbereiten::V,چمتوکول,הכין
972,lieben::V,مینه لرل,אהב
973,mögen::V,خوښول,אהב
974,mögen::V,علاقه لرل,אהב
975,lachen::V,خندېدل,צחק
976,rühren::V,اغېزه کول,נגע ללב
977,weinen::V,ژړل,בכה
978,schimpfen::V,ښکنځا کول,גער
979,sich ärgern::V,قهر راتلل,זעם
980,sich ärgern::V,قهر راتلل,כעס
981,sich fürchten::V,ډارېدل,פחד
982,sich fürchten::V,ډارېدل,חשש
983,fürchten::V,ډارېدل,פחד מ
984,fürchten::V,ډارېدل,חשש מ
985,fliehen::V,تښتېدل,ברח
986,flüchten::V,تښتېدل,נמלט
987,sehen::V,لیدل,ראה
988,anschauen::V,کتل,הביט
989,ansehen::V,ننداره کول,התבונן
990,hören::V,اورېدل,שמע
991,zuhören::V,غوږ نیول,הקשיב
992,probieren::V,څکه کول,נסה
993,probieren::V,چاشنی کول,נסה
994,riechen::V,بويول,הריח
995,fühlen::V,حسول,חש
996,scheinen::V,ښکارېدل,נדמה
997,zu sehen sein::V,ښکارېدل,נראה
998,vernehmen::V,خبرېدل,נודע ל
999,frieren::V,ساړه کېتل,קר ל
1000,tun::V,کول,פעל
1001,können::V,کولای شول,יכל
1002,können::V,د لاسه کېدل,יכל
1003,wollen::V,غوښتل,רצה
1004,anfangen::V,شروع کول,התחיל
1005,beenden::V,ختمول,גמר
1006,beenden::V,پای ته رسول,גמר
1007,aufhören::V,بس کول,סים
1008,gelingen::V,موفق کېدل,הצליח
1009,gelingen::V,بریالی کېدل,הצליח
1010,geraten::V,کېدل,עלה
1011,öffnen::V,خلاصول,פתח
1012,öffnen::V,پرانیستل,פתח
1013,schließen::V,تړل,סגר
1014,stellen::V,ایښودل,העמיד
1015,setzen::V,کښېنول,הושיב
1016,legen::V,ایښودل,שם
1017,berühren::V,لاس وهل,נגע
1018,verbinden::V,تړل,קשר
1019,bedecken::V,پوښول,כסה
1020,aufhängen::V,ځوړندول,תלה
1021,anzünden::V,بلول,הצית
1022,aufheben::V,پورته کول,אסף
1023,zurücklassen::V,پرېښودل,השאיר
1024,verlieren::V,ورکول,אבד
1025,fallen lassen::V,له لاسه لوېدل,שמט
1026,fallen lassen::V,له لاسه لوېدل,הפיל
1027,machen::V,کول,עשה
1028,herstellen::V,جوړول,יצר
1029,herstellen::V,توليدول,יצר
1030,bauen::V,جوړول,בנה
1031,reparieren::V,ترمیمول,תקן
1032,verbessern::V,اصلاح کول,שפר
1033,ändern::V,تغیر ورکول,שנה
1034,graben::V,کيندل,חפר
1035,beugen::V,ټیټول,כפף
1036,biegen::V,کږول,כופף
1037,drehen::V,ګرځول,סובב
1038,wenden::V,اړول,הפך
1039,umdrehen::V,اړول,סובב
1040,heben::V,جګول,הרים
1041,heben::V,پورته کول,הרים
1042,hochheben::V,جګول,הרים
1043,ergreifen::V,نیول,אחז
1044,halten::V,نیول,החזיק
1045,drücken::V,کښېکښل,לחץ
1046,schieben::V,پوری وهل,הזיז
1047,kratzen::V,ګرول,שרט
1048,kratzen::V,ګرول,שפשף
1049,lecken::V,څټل,לקק
1050,beißen::V,چیچل,נשך
1051,abreißen::V,شکول,קרע
1052,abschneiden::V,پرېکول,חתך
1053,binden::V,تړل,קשר
1054,stecken::V,ټومبل,תקע
1055,brechen::V,ماتول,שבר
1056,klopfen::V,ټکول,נקש
1057,hauen::V,ټکول,הכה
1058,kleben::V,نښلول,הדביק
1059,kleben::V,سرېښول,הדביק
1060,reiben::V,مږل,שפשף
1061,streichen::V,مښل,מרח
1062,schleifen::V,تېره کول,השחיז
1063,schneiden::V,غوڅول,גזר
1064,schneiden::V,پرېکول,גזר
1065,rütteln::V,خوڅول,נענע
1066,schütteln::V,ښورول,נער
1067,schwenken::V,خوڅول,נופף
1068,schwenken::V,خوڅول,טלטל
1069,schütten::V,اچول,שפך
1070,schütten::V,تویول,שפך
1071,füllen::V,ډکول,מלא
1072,einwickeln::V,پېچل,עטף
1073,einwickeln::V,نغښتل,עטף
1074,tragen::V,وړل,נשא
1075,schleppen::V,وړل,סחב
1076,ziehen::V,کښل,משך
1077,aufbewahren::V,ساتل,שמר
1078,werfen::V,اچول,זרק
1079,werfen::V,غورځول,זרק
1080,fangen::V,نیول,תפס
1081,fangen::V,ګیرول,תפס
1082,packen::V,نیول,אחז
1083,verstecken::V,پټول,החביא
1084,teilen::V,وېشل,חלק
1085,teilen::V,تقسیمول,חלק
1086,schicken::V,لېږل,שלח
1087,schicken::V,استول,שלח
1088,bringen::V,راوړل,הביא
1089,hinzufügen::V,زیاتول,הוסיף
1090,bekommen::V,حاصلول,תפס
1091,erhalten::V,اخیستل,קבל
1092,nehmen::V,نیول,אחז
1093,nehmen::V,اخيستل,אחז
1094,wählen::V,خوښول,בחר
1095,auswählen::V,چنده کول,בחר ב
1096,bewahren::V,ساتل,קים
1097,behindern::V,مانع کېدل,מנע
1098,behindern::V,ممانعت کول,מנע
1099,verderben::V,خرابېدل,מנע
1100,beschädigen::V,ورانول,הזיק
1101,zerbrechen::V,ماتول,נשבר
1102,zerreißen::V,څیرې کول,קרע
1103,zerstören::V,ړنګول,הרס
1104,zerstören::V,ړنګول,השמיד
1105,zerstören::V,ورانول,הרס
1106,zerstören::V,ورانول,השמיד
1107,verbrennen::V,سوځول,שרף
1108,geben::V,ورکول,נתן
1109,reichen::V,ورکول,העביר
1110,schenken::V,بښل,נתן במתנה
1111,versprechen::V,لوز کول,הבטיח
1112,wünschen::V,غوښتل,אחל
1113,loben::V,ستایل,שבח
1114,loben::V,تمجید کول,שבח
1115,küssen::V,ښکلول,נשק
1116,wiegen::V,زنګول,נדנד
1117,zudecken::V,پوښول,כסה
1118,wecken::V,ويښول,עורר
1119,zeigen::V,ښودل,הראה
1120,führen::V,بیول,הביא
1121,führen::V,بیول,הוביל
1122,lehren::V,درس ورکول,למד
1123,lehren::V,تعلیم ورکول,למד
1124,unterrichten::V,درس ورکول,למד
1125,aufziehen::V,روزل,רומם
1126,leiten::V,رهبری کول,נהל
1127,leiten::V,لارښوونه کول,נהל
1128,antreiben::V,چټک کول,המרץ
1129,lassen::V,اړکول,נתן
1130,einladen::V,بلل,הזמין
1131,vereinigen::V,متحد کول,אחד
1132,vereinigen::V,متحد کول,לכד
1133,vereinigen::V,یوځای کول,אחד
1134,vereinigen::V,یوځای کول,לכד
1135,besuchen::V,کتنه کول,בקר
1136,treffen::V,ليدل,פגש
1137,treffen::V,تلقی کول,פגש
1138,sich versammeln::V,راغونډېدل,התאסף
1139,spielen::V,لوبه کول,שחק
1140,singen::V,سندرې وېل,שר
1141,tanzen::V,ګډېدل,רקד
1142,sich trennen::V,بېلېدل,נפרד
1143,verlassen::V,ترک کول,עזב
1144,retten::V,نجات ورکول,הציל
1145,bewachen::V,ساتل,שמר
1146,bewachen::V,حفاظت کول,שמר
1147,schützen::V,ژغورل,אבטח
1148,verteidigen::V,دفاع کول,הגן
1149,sich schlagen::V,جنګېدل,התכתש
1150,schießen::V,ویشتل,ירה
1151,siegen::V,غالبېدل,גבר
1152,siegen::V,غالبېدل,נצח
1153,ärgern::V,خپه کول,עצבן
1154,schlagen::V,وهل,הכה
1155,schlagen::V,وهل,הלקה
1156,treten::V,په لغته وهل,בעט
1157,stechen::V,ټومبل,דקר
1158,stoßen::V,ټېل وهل,דחק
1159,stoßen::V,پوری وهل,דחק
1160,stehlen::V,تښتول,גנב
1161,stehlen::V,غلا کول,גנב
1162,stören::V,ماتول,קטע
1163,stören::V,ماتول,הפריע
1164,belästigen::V,ځورول,הציק
1165,belästigen::V,ځورول,הטריד
1166,belästigen::V,تکلیف ورکول,הציק
1167,belästigen::V,تکلیف ورکول,הטריד
1168,verbergen::V,پټول,הצניע
1169,täuschen::V,تېرایستل,שגע
1170,täuschen::V,خطا ایستل,שגע
1171,betrügen::V,غولول,הונה
1172,töten::V,وژل,הרג
1173,töten::V,مړ کول,הרג
1174,wohnen::V,اوسېدل,גר
1175,arbeiten::V,کار کول,עבד
1176,sammeln::V,راټولول,אסף
1177,sammeln::V,راغونډول,אסף
1178,pflücken::V,شکول,קטף
1179,jagen::V,ښکار کول,צד
1180,fischen::V,کب نيول,דג
1181,fassen::V,نیول,תפס
1182,fassen::V,ګیرول,תפס
1183,hüten::V,پوول,רעה
1184,treiben::V,بیول,הוציא
1185,anbinden::V,تړل,קשר
1186,füttern::V,خوراک ورکول,הלעיט
1187,melken::V,لوشل,חלב
1188,hacken::V,پی کول,קצץ
1189,gießen::V,اوبه کول,השקה
1190,reifen::V,رسېدل,בשל
1191,zubereiten::V,تیارول,הכין
1192,kochen::V,پخول,בשל
1193,backen::V,پخول,אפה
1194,braten::V,وريتول,צלה
1195,braten::V,وريتول,טגן
1196,umrühren::V,لړل,ערבב
1197,stricken::V,اوبدل,סרג
1198,nähen::V,ګنډل,תפר
1199,färben::V,رنګول,צבע
1200,reinigen::V,صافول,נקה
1201,waschen::V,مینځل,רחץ
1202,waschen::V,مینځل,כבס
1203,abwischen::V,وچول,נגב
1204,spülen::V,کنګالول,שטף
1205,fegen::V,جارو کول,טאטא
1206,kehren::V,جارو کول,טאטא
1207,baden::V,لمبېدل,טבל
1208,baden::V,لمبېدل,שחה
1209,sich waschen::V,ځان مينځل,התרחץ
1210,ausziehen::V,کښل,הוריד
1211,ausziehen::V,ایستل,הוריד
1212,anziehen::V,اغوستل,לבש
1213,sich anziehen::V,کالی اغوستل,התלבש
1214,kämmen::V,ګمنځول,סרק
1215,schmücken::V,ښکلی کول,קשט
1216,sagen::V,وېل,אמר
1217,sprechen::V,وېل,דבר
1218,sprechen::V,غږېدل,דבר
1219,reden::V,ګړېدل,דבר
1220,reden::V,خبرې کول,דבר
1221,sich unterhalten::V,خبری کول,שוחח
1222,fragen::V,پوښتنه کول,שאל
1223,bitten::V,غوښتل,בקש
1224,erzählen::V,کيسه کول,ספר
1225,erzählen::V,حکايت کول,ספר
1226,mitteilen::V,خبرول,מסר
1227,mitteilen::V,خبرول,הודיע
1228,mitteilen::V,خبر ورکول,מסר
1229,mitteilen::V,خبر ورکول,הודיע
1230,nennen::V,نوم ايښودل,קרא בשם
1231,rufen::V,بلل,גיס
1232,rufen::V,بلل,הזמין לבוא
1233,prahlen::V,لاپې وهل,התרברב
1234,übersetzen::V,ژباړل,תרגם
1235,übersetzen::V,ترجمه کول,תרגם
1236,denken::V,فکر کول,חשב
1237,glauben::V,باور کول,האמין
1238,bemerken::V,لیدل,הבחין
1239,erkennen::V,پېژندل,זהה
1240,begreifen::V,رسېدل,קלט
1241,begreifen::V,رسېدل,הבין
1242,begreifen::V,پوهېدل,קלט
1243,begreifen::V,پوهېدل,הבין
1244,verstehen::V,پوهېدل,הבין
1245,lernen::V,زده کول,למד
1246,lernen::V,درس لوستل,למד
1247,wissen::V,پوهېدل,ידע
1248,sich erinnern an::V,یادول,זכר
1249,sich erinnern an::V,په یاد راوړل,זכר
1250,vergessen::V,هېرول,שכח
1251,messen::V,اندازه کول,מדד
1252,zählen::V,شمارل,ספר
1253,rechnen::V,حسابول,חשב
1254,lesen::V,لوستل,קרא
1255,malen::V,رسمول,ציר
1256,zeichnen::V,رسمول,שרטט
1257,schreiben::V,لیکل,כתב
1258,besitzen::V,لرل,היה בעל של
1259,kaufen::V,رانیول,קנה
1260,kaufen::V,رانیول,רכש
1261,verkaufen::V,خرڅول,מכר
1262,bezahlen::V,تأدیه کول,שלם
1263,zahlen::V,کسات اخيستل,שלם
1264,beherrschen::V,تسلط لرل,שלט
1265,ertragen::V,زغمل,סבל
1266,Barsch::N,,אוקונוס
1267,Hecht::N,,זאב הים
