,Concept_ID,eu,no
846,oben::ADV,goian,ovenpå
847,hinauf::ADV,gora,opp
848,hinauf::ADV,gora,oppover
849,hinauf::ADV,gorantz,opp
850,hinauf::ADV,gorantz,oppover
851,überall::ADV,edonon,overalt
852,nicht::ADV,ez,ikke
853,ein wenig::ADV,apur bat,litt
854,ein wenig::ADV,pixka bat,litt
855,kaum::ADV,ozta,neppe
856,kaum::ADV,nekez,neppe
857,sehr::ADV,oso,svært
858,so::ADV,hala,så
859,so::ADV,honela,så
860,noch::ADV,oraindik,enda
861,nur::ADV,bakarrik,bare
862,schon::ADV,ja,alt
863,schon::ADV,ja,allerede
864,schon::ADV,jada,alt
865,schon::ADV,jada,allerede
866,wieder::ADV,berriro,igjen
867,vergebens::ADV,alferrik,forgjeves
868,vor::PRP,aurrean,foran
869,vor::PRP,aurrean,utenfor
870,hinter::PRP,ostean,bak
871,hinter::PRP,ostean,bakom
872,hinter::PRP,gibelean,bak
873,hinter::PRP,gibelean,bakom
874,unter::PRP,pean,under
875,unter::PRP,azpian,under
876,durch::PRP,zehar,gjennom
877,durch::PRP,zehar,igjennom
878,neben::PRP,ondoan,ved siden av
879,neben::PRP,aldamenean,ved siden av
880,zwischen::PRP,artean,mellom
881,wegen::PRP,-gatik,på grunn av
882,dies::PRN,hau,dette
883,das::PRN,hura,det
884,alles::PRN,dena,alt
885,ich::PRN,ni,jeg
886,du::PRN,zu,du
887,er::PRN,bera,han
888,wir::PRN,gu,vi
889,ihr::PRN,zuek,dere
890,sie::PRN,berak,de
891,was::FPRN,zer,hva
892,wer::FPRN,nor,hvem
893,wo::FADV,non,hvor
894,wohin::FADV,nora,hvor ... hen
895,wie::FADV,nola,hvordan
896,wie::FADV,zelan,hvordan
897,warum::FADV,zeren,hvorfor
898,warum::FADV,zergatik,hvorfor
899,wieviel::FNUM,zenbat,hvor mye
900,eins::NUM,bat,en
901,eins::NUM,bat,ett
902,zwei::NUM,bi,to
903,zwei::NUM,biga,to
904,drei::NUM,hiru,tre
905,vier::NUM,lau,fire
906,fünf::NUM,bost,fem
907,sechs::NUM,sei,seks
908,sieben::NUM,zazpi,sju
909,acht::NUM,zortzi,åtte
910,neun::NUM,bederatzi,ni
911,zehn::NUM,hamar,ti
912,elf::NUM,hamaika,elleve
913,zwölf::NUM,hamabi,tolv
914,zwanzig::NUM,hogei,tjue
915,dreißig::NUM,hogeita hamar,tretti
916,vierzig::NUM,berrogei,førti
917,fünfzig::NUM,berrogeita hamar,femti
918,sechzig::NUM,hirurogei,seksti
919,siebzig::NUM,hirurogeita hamar,sytti
920,achtzig::NUM,laurogei,åtti
921,neunzig::NUM,laurogeita hamar,nitti
922,hundert::NUM,ehun,hundre
923,tausend::NUM,mila,tusen
924,und::CNJ,eta,og
925,oder::CNJ,edo,eller
926,stehen::V,zutik egon,stå
927,sitzen::V,eserita egon,sitte
928,liegen::V,etzan,ligge
929,hängen::V,eskegita egon,henge
930,hängen::V,zintzilik egon,henge
931,werden::V,bihurtu,bli
932,werden::V,bilakatu,bli
933,passieren::V,pasatu,skje
934,passieren::V,pasatu,hende
935,passieren::V,gertatu,skje
936,passieren::V,gertatu,hende
937,beginnen::V,hasi,begynne
938,enden::V,bukatu,ende
939,enden::V,bukatu,slutte
940,wechseln::V,aldatu,veksle
941,aufgehen[Sonne]::V,ilki,stå opp
942,aufgehen[Sonne]::V,sortu,stå opp
943,untergehen[Sonne]::V,sartu,gå ned
944,scheinen[Sonne]::V,eguzkia egon,skinne
945,donnern::V,trumoia jo,tordne
946,wehen::V,haizea ibili,blåse
947,strömen::V,zorrotadaka isuri,strømme
948,fließen::V,isuri,flyte
949,sich drehen::V,biratu,dreie seg
950,schwanken::V,zabuka ibili,svaie
951,schwingen::V,kulunkatu,svinge
952,fallen::V,erori,falle
953,brennen::V,sutan egon,brenne
954,rauchen::V,kea bota,ryke
955,regnen::V,euria ari izan,regne
956,gefrieren::V,izoztu,fryse
957,gefrieren::V,hormatu,fryse
958,tauen::V,gesaldu,tine
959,schmelzen::V,urtu,smelte
960,trocknen::V,idortu,tørre
961,trocknen::V,lehortu,tørre
962,sieden::V,irakin,koke
963,faulen::V,hirotu,råtne
964,faulen::V,usteldu,råtne
965,verfaulen::V,hirotu,råtne
966,verfaulen::V,usteldu,råtne
967,reißen::V,eten,briste
968,reißen::V,tarrat egin,briste
969,versinken::V,urperatu,synke
970,versinken::V,urperatu,synke ned
971,vergehen::V,iragan,forløpe
972,erscheinen::V,agertu,synes
973,verschwinden::V,desagertu,forsvinne
974,sinken::V,beheititu,synke
975,abnehmen::V,gutxitu,avta
976,abnehmen::V,gutxitu,minske
977,abnehmen::V,beheratu,avta
978,abnehmen::V,beheratu,minske
979,zunehmen::V,gora egin,tilta
980,steigen::V,igo,stige
981,wachsen::V,hazi,gro
982,wachsen::V,hazi,vokse
983,glänzen::V,distiratu,skinne
984,funkeln::V,izarniatu,tindre
985,lärmen::V,zarata atera,bråke
986,läuten::V,jo,ringe
987,läuten::V,hots egin,ringe
988,klingeln::V,txirrina jo,ringe
989,klirren::V,tintin egin,klirre
990,brausen::V,marru egin,bruse
991,rauschen::V,fir-fir egin,suse
992,klingen::V,soinu egin,lyde
993,klingen::V,soinu egin,klinge
994,bellen::V,zaunkatu,gjø
995,bellen::V,zaunkatu,bjeffe
996,heulen::V,ulu egin,ule
997,heulen::V,uhuri egin,ule
998,blasen::V,ufa egin,blåse
999,blasen::V,putz egin,blåse
1000,pfeifen::V,txistu egin,plystre
1001,schreien::V,oihu egin,skrike
1002,schreien::V,garrasi egin,skrike
1003,stöhnen::V,intziri egin,stønne
1004,zittern::V,ikara egin,dirre
1005,zittern::V,ikara egin,skjelve
1006,zittern::V,dar-dar egin,dirre
1007,zittern::V,dar-dar egin,skjelve
1008,leben::V,bizi izan,leve
1009,geboren werden::V,jaio,fødes
1010,atmen::V,hats egin,ånde
1011,atmen::V,hats egin,puste
1012,atmen::V,arnasa egin,ånde
1013,atmen::V,arnasa egin,puste
1014,trinken::V,edan,drikke
1015,essen::V,jan,spise
1016,schlucken::V,irentsi,svelge
1017,müde werden::V,unatu,bli trett
1018,müde werden::V,nekatu,bli trett
1019,einschlafen::V,lokartu,sovne
1020,schlafen::V,lo egin,sove
1021,aufwachen::V,esnatu,våkne
1022,aufwachen::V,atzarri,våkne
1023,aufstehen::V,jaiki,stå opp
1024,sich erholen::V,atseden egin,bli bra
1025,sich erholen::V,atseden egin,komme seg
1026,krank werden::V,gaixotu,bli syk
1027,krank sein::V,eri izan,være syk
1028,krank sein::V,gaixo izan,være syk
1029,schmerzen::V,min egin,gjøre vondt
1030,husten::V,eztul egin,hoste
1031,genesen::V,osatu,komme seg
1032,sterben::V,hil,dø
1033,sterben::V,zendu,dø
1034,umkommen::V,istripuz hil,omkomme
1035,sich bewegen::V,higitu,bevege seg
1036,sich rühren::V,zirkin egin,røre på seg
1037,sich erheben::V,zutitu,reise seg
1038,sich erheben::V,altxatu,reise seg
1039,sich setzen::V,eseri,sette sig
1040,sich setzen::V,jesarri,sette sig
1041,hinfallen::V,erori,falle over ende
1042,laufen::V,ibili,løpe
1043,schreiten::V,oinkatu,skride
1044,spazierengehen::V,paseatu,spasere
1045,spazierengehen::V,paseatu,gå en tur
1046,spazierengehen::V,ostera bat egin,spasere
1047,spazierengehen::V,ostera bat egin,gå en tur
1048,eilen::V,lasterkatu,ile
1049,sich beeilen::V,lehiatu,skynde seg
1050,sausen::V,ziztu bizian joan,suse
1051,rennen::V,lasterka egin,løpe
1052,springen::V,jauzi egin,hoppe
1053,springen::V,jauzi egin,springe
1054,klettern::V,igo,klatre
1055,schaukeln::V,zabu egin,huske
1056,schaukeln::V,zanbulu egin,huske
1057,kriechen::V,narras egin,krype
1058,schwimmen::V,igerikatu,svømme
1059,schwimmen::V,igeri egin,svømme
1060,tauchen::V,murgildu,dykke
1061,tauchen::V,pulunpatu,dykke
1062,rudern::V,bogatu,ro
1063,rudern::V,arraun egin,ro
1064,fahren::V,joan,kjøre
1065,fliegen::V,hegaldatu,fly
1066,fliegen::V,hegan egin,fly
1067,gehen::V,joan,gå
1068,weggehen::V,alde egin,gå bort
1069,abfahren::V,abiatu,reise
1070,anhalten::V,geratu,stanse
1071,anhalten::V,gelditu,stanse
1072,hineingehen::V,sartu,gå inn
1073,eintreten::V,sartu,tre inn
1074,kommen::V,etorri,komme
1075,ankommen::V,heldu,ankomme
1076,ankommen::V,heldu,komme til
1077,ankommen::V,iritsi,ankomme
1078,ankommen::V,iritsi,komme til
1079,zurückkommen::V,itzuli,komme tilbake
1080,bleiben::V,gelditu,bli
1081,bleiben::V,gelditu,forbli
1082,warten::V,itxaron,vente
1083,warten::V,zain egon,vente
1084,erwarten::V,iguriki,vente
1085,suchen::V,bilatu,søke
1086,finden::V,idoro,finne
1087,finden::V,aurkitu,finne
1088,versuchen::V,saiatu,prøve
1089,versuchen::V,saiatu,forsøke
1090,versuchen::V,ahalegindu,prøve
1091,versuchen::V,ahalegindu,forsøke
1092,vorbereiten::V,gertatu,forberede
1093,lieben::V,maitatu,elske
1094,lieben::V,maite izan,elske
1095,mögen::V,laket izan,like
1096,mögen::V,atsegin izan,like
1097,lachen::V,irri egin,le
1098,lachen::V,barre egin,le
1099,rühren::V,hunkitu,røre
1100,weinen::V,negar egin,gråte
1101,schimpfen::V,erneguka ari izan,skjelle
1102,sich ärgern::V,ernegatu,ergre seg
1103,sich ärgern::V,haserretu,ergre seg
1104,sich fürchten::V,beldur izan,være redd
1105,fürchten::V,beldur izan,være redd for
1106,fliehen::V,ihes egin,rømme
1107,fliehen::V,ihes egin,flykte
1108,flüchten::V,ihes egin,flykte
1109,sehen::V,ikusi,se
1110,anschauen::V,begietsi,se på
1111,anschauen::V,begietsi,betrakte
1112,ansehen::V,begiratu,anse
1113,hören::V,aditu,høre
1114,zuhören::V,entzun,tilhøre
1115,probieren::V,dastatu,smake
1116,probieren::V,dastatu,smake på
1117,riechen::V,usnatu,lukte
1118,riechen::V,usaindu,lukte
1119,fühlen::V,sentitu,føle
1120,scheinen::V,iruditu,se ut
1121,scheinen::V,begitandu,se ut
1122,zu sehen sein::V,azaldu,synes
1123,vernehmen::V,aditu,få vite
1124,frieren::V,hotz izan,fryse
1125,tun::V,egin,gjøre
1126,können::V,ahal izan,kunne
1127,wollen::V,nahi izan,ville
1128,anfangen::V,hasi,begynne
1129,beenden::V,bukatu,avslutte
1130,aufhören::V,utzi,slutte
1131,aufhören::V,utzi,holde opp
1132,gelingen::V,lortu,lykkes
1133,geraten::V,heldu,bli
1134,öffnen::V,ireki,åpne
1135,öffnen::V,zabaldu,åpne
1136,schließen::V,itxi,lukke
1137,schließen::V,itxi,stenge
1138,stellen::V,ipini,stille
1139,setzen::V,jesarri,sette
1140,legen::V,jarri,legge
1141,berühren::V,ukitu,berøre
1142,verbinden::V,uztartu,forbinde
1143,bedecken::V,estali,dekke
1144,aufhängen::V,eseki,henge
1145,aufhängen::V,eseki,henge opp
1146,aufhängen::V,eskegi,henge
1147,aufhängen::V,eskegi,henge opp
1148,anzünden::V,piztu,tenne
1149,anzünden::V,piztu,antenne
1150,anzünden::V,piztu,tenne på
1151,aufheben::V,jaso,løfte
1152,aufheben::V,jaso,ta opp
1153,zurücklassen::V,atzean utzi,slippe tilbake
1154,verlieren::V,galdu,miste
1155,fallen lassen::V,erortzen utzi,droppe
1156,fallen lassen::V,erortzen utzi,la falle
1157,machen::V,egin,lage
1158,machen::V,egin,gjøre
1159,herstellen::V,ekoiztu,fremstille
1160,bauen::V,eraiki,bygge
1161,reparieren::V,konpondu,reparere
1162,verbessern::V,hobetu,rette
1163,verbessern::V,hobetu,forbedre
1164,ändern::V,mudatu,forandre
1165,graben::V,aitzurtu,grave
1166,beugen::V,makurtu,bøye
1167,biegen::V,malgutu,bøye
1168,biegen::V,makolatu,bøye
1169,drehen::V,jiratu,dreie
1170,wenden::V,bihurtu,vende
1171,umdrehen::V,biratu,snu
1172,umdrehen::V,alderantzikatu,snu
1173,heben::V,jaso,heve
1174,heben::V,goratu,heve
1175,hochheben::V,goratu,løfte
1176,hochheben::V,altxatu,løfte
1177,ergreifen::V,oratu,gripe
1178,ergreifen::V,oratu,få tak i
1179,halten::V,eutsi,holde
1180,drücken::V,sakatu,trykke
1181,schieben::V,bultzatu,skyve
1182,kratzen::V,hatz egin,klø
1183,kratzen::V,hatz egin,klore
1184,kratzen::V,hazka egin,klø
1185,kratzen::V,hazka egin,klore
1186,lecken::V,miaztu,slikke
1187,lecken::V,lamikatu,slikke
1188,beißen::V,hozka egin,bite
1189,beißen::V,ausiki egin,bite
1190,abreißen::V,kendu,rive av
1191,abschneiden::V,moztu,skjære av
1192,abschneiden::V,pikatu,skjære av
1193,binden::V,lotu,binde
1194,binden::V,estekatu,binde
1195,stecken::V,sartu,stikke
1196,brechen::V,apurtu,bryte
1197,brechen::V,apurtu,briste
1198,klopfen::V,jo,banke
1199,hauen::V,jo,hogge
1200,kleben::V,itsatsi,klistre
1201,reiben::V,igurtzi,gni
1202,streichen::V,igurtzi,stryke
1203,schleifen::V,zorroztu,slipe
1204,schneiden::V,moztu,klippe
1205,rütteln::V,astindu,ruske
1206,rütteln::V,inarrosi,ruske
1207,schütteln::V,astindu,riste
1208,schütteln::V,inarrosi,riste
1209,schwenken::V,zabukatu,svinge
1210,schütten::V,isuri,helle
1211,füllen::V,bete,fylle
1212,einwickeln::V,bildu,vikle inn
1213,tragen::V,eroan,bære
1214,tragen::V,eraman,bære
1215,schleppen::V,narrastu,slepe
1216,schleppen::V,herrestatu,slepe
1217,ziehen::V,tira egin,dra
1218,ziehen::V,tira egin,trekke
1219,aufbewahren::V,gorde,oppbevare
1220,aufbewahren::V,gorde,ta vare på
1221,werfen::V,jaurti,kaste
1222,werfen::V,aurtiki,kaste
1223,fangen::V,atzeman,fange
1224,packen::V,heldu,gripe
1225,packen::V,heldu,gripe tak i
1226,verstecken::V,ostendu,gjemme
1227,verstecken::V,ezkutatu,gjemme
1228,teilen::V,zatitu,dele
1229,schicken::V,bidali,sende
1230,bringen::V,ekarri,bringe
1231,hinzufügen::V,eratxiki,tilføye
1232,hinzufügen::V,gaineratu,tilføye
1233,bekommen::V,jaso,få
1234,erhalten::V,jaso,få
1235,nehmen::V,hartu,ta
1236,wählen::V,hautatu,velge
1237,wählen::V,aukeratu,velge
1238,auswählen::V,hautatu,velge ut
1239,auswählen::V,aukeratu,velge ut
1240,bewahren::V,begiratu,bevare
1241,behindern::V,oztopatu,hindre
1242,behindern::V,oztopatu,forhindre
1243,verderben::V,hondatu,ødelegge
1244,beschädigen::V,akastu,skade
1245,zerbrechen::V,apurtu,brekke i stykker
1246,zerreißen::V,zarratatu,rive i stykker
1247,zerstören::V,suntsitu,ødelegge
1248,verbrennen::V,erre,brenne
1249,verbrennen::V,erre,brenne opp
1250,verbrennen::V,kiskali,brenne
1251,verbrennen::V,kiskali,brenne opp
1252,geben::V,eman,gi
1253,reichen::V,luzatu,rekke
1254,reichen::V,helarazi,rekke
1255,schenken::V,oparitu,forære
1256,schenken::V,oparitu,skjenke
1257,versprechen::V,agindu,love
1258,wünschen::V,opatu,ønske
1259,wünschen::V,opetsi,ønske
1260,loben::V,laudatu,rose
1261,loben::V,goraipatu,rose
1262,küssen::V,musu eman,kysse
1263,wiegen::V,kulunkatu,vogge
1264,zudecken::V,estali,dekke til
1265,wecken::V,esnatu,vekke
1266,wecken::V,iratzartu,vekke
1267,zeigen::V,erakutsi,vise
1268,führen::V,gidatu,føre
1269,lehren::V,irakatsi,lære
1270,unterrichten::V,eskolak eman,undervise
1271,aufziehen::V,hazi,oppdra
1272,leiten::V,arteztu,lede
1273,antreiben::V,bulkatu,drive på
1274,lassen::V,-arazi,få til å
1275,einladen::V,gonbidatu,be
1276,einladen::V,gonbidatu,invitere
1277,vereinigen::V,batu,forene
1278,vereinigen::V,bateratu,forene
1279,besuchen::V,ikustatu,besøke
1280,treffen::V,topatu,møte
1281,treffen::V,topatu,treffe
1282,sich versammeln::V,bildu,forsamles
1283,spielen::V,jolastu,leke
1284,spielen::V,jolastu,spille
1285,singen::V,abestu,synge
1286,singen::V,kantatu,synge
1287,tanzen::V,dantzatu,danse
1288,tanzen::V,dantzan egin,danse
1289,sich trennen::V,banandu,skilles
1290,verlassen::V,utzietsi,forlate
1291,retten::V,salbatu,redde
1292,retten::V,gaizkatu,redde
1293,bewachen::V,jagon,bevokte
1294,bewachen::V,zaindu,bevokte
1295,schützen::V,babestu,verne
1296,schützen::V,babestu,beskytte
1297,schützen::V,gerizatu,verne
1298,schützen::V,gerizatu,beskytte
1299,verteidigen::V,aldeztu,forsvare
1300,sich schlagen::V,elkar jo,slåss
1301,sich schlagen::V,elkar borrokatu,slåss
1302,schießen::V,tiro egin,skyte
1303,siegen::V,irabazi,seire
1304,ärgern::V,ernegatu,ergre
1305,ärgern::V,haserretu,ergre
1306,schlagen::V,jo,
1307,schlagen::V,erauntsi,
1308,treten::V,zapaldu,sparke
1309,treten::V,ostiaktu,sparke
1310,stechen::V,sastatu,stikke
1311,stoßen::V,bultzatu,støte
1312,stehlen::V,ostu,stjele
1313,stehlen::V,lapurtu,stjele
1314,stören::V,galarazi,forstyrre
1315,belästigen::V,gohaindu,plage
1316,belästigen::V,gohaindu,sjenere
1317,belästigen::V,alamena eman,plage
1318,belästigen::V,alamena eman,sjenere
1319,verbergen::V,ezkutatu,gjemme
1320,täuschen::V,tronpatu,villede
1321,täuschen::V,engainatu,villede
1322,betrügen::V,iruzurtu,bedra
1323,töten::V,hil,drepe
1324,töten::V,heriotza eman,drepe
1325,wohnen::V,bizi izan,bo
1326,arbeiten::V,lan egin,arbeide
1327,arbeiten::V,behar egin,arbeide
1328,sammeln::V,bildu,samle
1329,sammeln::V,bildumatu,samle
1330,pflücken::V,batu,plukke
1331,pflücken::V,bildu,plukke
1332,jagen::V,ehizatu,jage
1333,fischen::V,arrantzatu,fiske
1334,fischen::V,arrantza egin,fiske
1335,fassen::V,harrapatu,fange
1336,hüten::V,begiratu,vokte
1337,treiben::V,bultza egin,drive
1338,anbinden::V,estekatu,feste
1339,füttern::V,bazkatu,fore
1340,melken::V,jetzi,melke
1341,hacken::V,xehatu,hakke
1342,gießen::V,isuri,helle
1343,reifen::V,heldu,modne
1344,reifen::V,zoritu,modne
1345,zubereiten::V,prestatu,lage
1346,zubereiten::V,prestatu,tilberede
1347,kochen::V,egosi,koke
1348,backen::V,labean egin,bake
1349,braten::V,erregosi,steke
1350,umrühren::V,eragin,røre om
1351,stricken::V,trikotatu,strikke
1352,stricken::V,puntu egin,strikke
1353,nähen::V,josi,sy
1354,färben::V,tindatu,farge
1355,reinigen::V,ikuzi,rense
1356,reinigen::V,ikuzi,gjøre ren
1357,reinigen::V,garbitu,rense
1358,reinigen::V,garbitu,gjøre ren
1359,waschen::V,xahutu,vaske
1360,waschen::V,garbitu,vaske
1361,abwischen::V,xukatu,tørke av
1362,spülen::V,irakutzi,spyle
1363,spülen::V,irakutzi,skylle
1364,fegen::V,erraztatu,feie
1365,kehren::V,isastu,koste
1366,baden::V,bainatu,bade
1367,baden::V,bainua hartu,bade
1368,sich waschen::V,burua garbitu,vaske seg
1369,ausziehen::V,erantzi,ta av
1370,anziehen::V,jantzi,ta på
1371,sich anziehen::V,jantzi,kle på seg
1372,kämmen::V,orraztu,gre
1373,kämmen::V,orraztu,kjemme
1374,schmücken::V,apaindu,pynte
1375,schmücken::V,apaindu,smykke
1376,sagen::V,esan,si
1377,sprechen::V,mintzatu,snakke
1378,sprechen::V,hitz egin,snakke
1379,reden::V,hitz egin,tale
1380,reden::V,hitz egin,snakke
1381,sich unterhalten::V,solastu,samtale
1382,sich unterhalten::V,solas egin,samtale
1383,fragen::V,galdetu,spørre
1384,bitten::V,eskatu,be
1385,bitten::V,galdegin,be
1386,erzählen::V,edestu,fortelle
1387,erzählen::V,kontatu,fortelle
1388,mitteilen::V,jakinarazi,meddele
1389,nennen::V,izena eman,kalle
1390,rufen::V,dei egin,rope
1391,prahlen::V,harrokerian ibili,skryte
1392,prahlen::V,ahoberokeriak esan,skryte
1393,übersetzen::V,itzuli,oversette
1394,denken::V,pentsatu,tenke
1395,denken::V,gogoeta egin,tenke
1396,glauben::V,sinetsi,tro
1397,bemerken::V,ohartu,bemerke
1398,bemerken::V,ohartu,legge merke til
1399,bemerken::V,konturatu,bemerke
1400,bemerken::V,konturatu,legge merke til
1401,erkennen::V,ezagutu,gjenkjenne
1402,erkennen::V,antzeman,gjenkjenne
1403,begreifen::V,ulertu,begripe
1404,verstehen::V,aditu,forstå
1405,verstehen::V,aditu,skjønne
1406,lernen::V,ikasi,lære
1407,wissen::V,jakin,vite
1408,sich erinnern an::V,gogoratu,huske på
1409,sich erinnern an::V,gogoan izan,huske på
1410,vergessen::V,ahaztu,glemme
1411,vergessen::V,ahantzi,glemme
1412,messen::V,neurtu,måle
1413,zählen::V,zenbatu,telle
1414,zählen::V,kopuratu,telle
1415,rechnen::V,kalkulatu,regne
1416,lesen::V,irakurri,lese
1417,malen::V,margotu,male
1418,zeichnen::V,marraztu,tegne
1419,schreiben::V,idatzi,skrive
1420,besitzen::V,ukan,eie
1421,besitzen::V,ukan,inneha
1422,besitzen::V,eduki,eie
1423,besitzen::V,eduki,inneha
1424,kaufen::V,erosi,kjøpe
1425,verkaufen::V,saldu,selge
1426,bezahlen::V,ordaindu,betale
1427,zahlen::V,ordaindu,betale
1428,beherrschen::V,menpean izan,beherske
1429,ertragen::V,jasan,orke
1430,ertragen::V,pairatu,orke
