,Concept_ID,ab,lv
400,Apfel::N,аҵəа,яблӧг
401,Apfel::N,аҵəа,ābols
402,Pilz::N,акəкəбаа,тшак
403,Pilz::N,акəкəбаа,sēne
404,Zwiebel::N,аџьымшьы,луккок
405,Zwiebel::N,аџьымшьы,йӧнгыль
406,Zwiebel::N,аџьымшьы,sīpols
407,Zwiebel::N,аџьымшьхы,луккок
408,Zwiebel::N,аџьымшьхы,йӧнгыль
409,Zwiebel::N,аџьымшьхы,sīpols
410,Saat::N,ажəла,тусь
411,Saat::N,ажəла,кӧйдыс
412,Saat::N,ажəла,sēkla
413,Korn::N,арыц,тусь
414,Korn::N,арыц,grauds
415,Heu::N,аҭəа,турун
416,Heu::N,аҭəа,siens
417,Schale::N,ацəа,кор
418,Schale::N,ацəа,čaula
419,Schale::N,ацəа,čaumala
420,Grube::N,ажра,гу
421,Grube::N,ажра,bedre
422,Grube::N,атыша,гу
423,Grube::N,атыша,bedre
424,Falle::N,арыҧҟьа,лэч
425,Falle::N,арыҧҟьа,slazds
426,Falle::N,арыҧҟьа,lamatas
427,Schlinge::N,аҟəараҟəантə,лэч
428,Schlinge::N,аҟəараҟəантə,cilpa
429,Spur::N,ашьҭа,туй
430,Spur::N,ашьҭа,pēda
431,Asche::N,ахəа,пӧм
432,Asche::N,ахəа,pelni
433,Dreck::N,аҳəынҵəа,няйт
434,Dreck::N,аҳəынҵəа,dubļi
435,Dreck::N,аҟьамсар,няйт
436,Dreck::N,аҟьамсар,dubļi
437,Eisen::N,аиха,кӧрт
438,Eisen::N,аиха,dzelzs
439,Gold::N,ахьы,зарни
440,Gold::N,ахьы,zelts
441,Silber::N,аразны,эзысь
442,Silber::N,аразны,sudrabs
443,Kohle::N,арацəа,шом
444,Kohle::N,арацəа,ogle
445,Glas::N,асаркьа,стеклӧ
446,Glas::N,асаркьа,stikls
447,Lehm::N,анышəаҧшь,сёй
448,Lehm::N,анышəаҧшь,māls
449,Sand::N,аҧслымӡ,лыа
450,Sand::N,аҧслымӡ,smiltis
451,Mensch::N,ауаҩы,морт
452,Mensch::N,ауаҩы,cilvēks
453,Mann::N,ахаҵа,аймӧрт
454,Mann::N,ахаҵа,мужичӧй
455,Mann::N,ахаҵа,vīrietis
456,Frau::N,аҧҳəыс,ань
457,Frau::N,аҧҳəыс,нывбаба
458,Frau::N,аҧҳəыс,sieviete
459,Kind::N,ахəыҷы,кага
460,Kind::N,ахəыҷы,bērns
461,Junge::N,аҷкəын,пи
462,Junge::N,аҷкəын,zēns
463,Junge::N,аҷкəын,puika
464,Junge::N,аҷкəын,puisis
465,Junge::N,ахаҵарҧыс,пи
466,Junge::N,ахаҵарҧыс,zēns
467,Junge::N,ахаҵарҧыс,puika
468,Junge::N,ахаҵарҧыс,puisis
469,Mädchen::N,аӡӷаб,ныв
470,Mädchen::N,аӡӷаб,meiča
471,Mädchen::N,аӡӷаб,skuķis
472,Mädchen::N,аӡӷаб,meitene
473,Familie::N,аҭаацəа,семья
474,Familie::N,аҭаацəа,ģimene
475,Großvater::N,абду,пӧль
476,Großvater::N,абду,vecaistēvs
477,Großmutter::N,анду,баб
478,Großmutter::N,анду,vecāmāte
479,Eltern::N,ани аби,ай-мам
480,Eltern::N,ани аби,бать-мам
481,Eltern::N,ани аби,vecāki
482,Vater::N,аб,бать
483,Vater::N,аб,ай
484,Vater::N,аб,tēvs
485,Mutter::N,ан,мам
486,Mutter::N,ан,māte
487,Sohn::N,аҧа,пи
488,Sohn::N,аҧа,dēls
489,Tochter::N,аҧҳа,ныв
490,Tochter::N,аҧҳа,meita
491,Bruder::N,аиашьа,вок
492,Bruder::N,аиашьа,brālis
493,Schwester::N,Аҳəшьа,чой
494,Schwester::N,Аҳəшьа,māsa
495,Onkel::N,абиашьа,дядь
496,Onkel::N,абиашьа,tēvocis
497,Onkel::N,аншьа,дядь
498,Onkel::N,аншьа,tēvocis
499,Tante::N,абиаҳəшьа,тьӧт
500,Tante::N,абиаҳəшьа,tante
501,Ehemann::N,ахаҵа,верӧс
502,Ehemann::N,ахаҵа,vīrs
503,Ehemann::N,аҧшəма,верӧс
504,Ehemann::N,аҧшəма,vīrs
505,Ehefrau::N,аҧҳəыс,гӧтыр
506,Ehefrau::N,аҧҳəыс,sieva
507,Freude::N,агəырӷьара,радлун
508,Freude::N,агəырӷьара,prieks
509,Gelächter::N,ачча,серам
510,Gelächter::N,ачча,smiekli
511,Gelächter::N,аччара,серам
512,Gelächter::N,аччара,smiekli
513,Glück::N,аразҟы,шуд
514,Glück::N,аразҟы,laime
515,Kummer::N,агəырҩа,шог
516,Kummer::N,агəырҩа,bēdas
517,Kummer::N,агəырҩа,raizes
518,Wunsch::N,агəхəтəы,кӧсйӧм
519,Wunsch::N,агəхəтəы,vēlme
520,Wunsch::N,агəхəтəы,vēlējums
521,Wunsch::N,аҭахра,кӧсйӧм
522,Wunsch::N,аҭахра,vēlme
523,Wunsch::N,аҭахра,vēlējums
524,Lust::N,агəазыҳəара,кыскӧм
525,Lust::N,агəазыҳəара,радейтӧм
526,Lust::N,агəазыҳəара,kāre
527,Geist::N,аҧсы,лов
528,Geist::N,аҧсы,gars
529,Gedanke::N,ахəыцырҭа,мӧвп
530,Gedanke::N,ахəыцырҭа,doma
531,Gedächtnis::N,агəынкылара,паметь
532,Gedächtnis::N,агəынкылара,atmiņa
533,Verstand::N,ахшыҩ,вежӧр
534,Verstand::N,ахшыҩ,prāts
535,Sinn::N,аҵакы,мог
536,Sinn::N,аҵакы,вежӧртас
537,Sinn::N,аҵакы,nozīme
538,Grund::N,амзыз,помка
539,Grund::N,амзыз,pamats
540,Grund::N,амзыз,iemesls
541,Wahrheit::N,аиаша,збыль
542,Wahrheit::N,аиаша,збыльтор
543,Wahrheit::N,аиаша,taisnība
544,Wahrheit::N,аиаша,patiesība
545,Gespräch::N,аиҿцәажәара,сёрни
546,Gespräch::N,аиҿцәажәара,saruna
547,Märchen::N,алакə,мойд
548,Märchen::N,алакə,pasaka
549,Erzählung::N,ажәабжь,висьт
550,Erzählung::N,ажәабжь,stāsts
551,Erzählung::N,ажәабжь,nostāsts
552,Nachricht::N,адырраҭара,юӧртӧм
553,Nachricht::N,адырраҭара,ziņa
554,Neuigkeit::N,ажәабжь ҿыц,выльтор
555,Neuigkeit::N,ажәабжь ҿыц,jaunums
556,Name::N,ахьӡ,ним
557,Name::N,ахьӡ,vārds
558,Rätsel::N,ацуфара,нӧдкыв
559,Rätsel::N,ацуфара,mīkla
560,Rede::N,ажәа,сёрни
561,Rede::N,ажәа,runa
562,Sprache::N,абызшəа,кыв
563,Sprache::N,абызшəа,valoda
564,Stimme::N,абжьы,гӧлӧс
565,Stimme::N,абжьы,вом шы
566,Stimme::N,абжьы,balss
567,Wort::N,ажәа,кыв
568,Wort::N,ажәа,vārds
569,Zeichen::N,адырга,пас
570,Zeichen::N,адырга,zīme
571,Ruf::N,аҿҭы,чукӧстчӧм
572,Ruf::N,аҿҭы,корӧм
573,Ruf::N,аҿҭы,sauciens
574,Lärm::N,ашьҭыбжь,шы
575,Lärm::N,ашьҭыбжь,зык
576,Lärm::N,ашьҭыбжь,зычитӧм
577,Lärm::N,ашьҭыбжь,troksnis
578,Laut::N,ашьҭыбжь,шы
579,Laut::N,ашьҭыбжь,skaņa
580,Ton::N,атон,шы
581,Ton::N,атон,tonis
582,Lied::N,ашəа,сьылан
583,Lied::N,ашəа,сьыланкыв
584,Lied::N,ашəа,dziesma
585,Ruhe::N,аҭынчра,чӧв
586,Ruhe::N,аҭынчра,miers
587,Leute::N,ауаа,йӧз
588,Leute::N,ауаа,войтыр
589,Leute::N,ауаа,ļaudis
590,Leute::N,ауаа,cilvēki
591,Volk::N,ажəлар,йӧз
592,Volk::N,ажəлар,войтыр
593,Volk::N,ажəлар,tauta
594,Arbeit::N,аусура,удж
595,Arbeit::N,аусура,darbs
596,Gast::N,асас,гӧсть
597,Gast::N,асас,viešņa
598,Gast::N,асас,ciemiņš
599,Geschenk::N,аҳамҭа,козин
600,Geschenk::N,аҳамҭа,dāvana
601,Geschenk::N,аҿанҵа,козин
602,Geschenk::N,аҿанҵа,dāvana
603,Spiel::N,ахəмарра,ворсан
604,Spiel::N,ахəмарра,rotaļa
605,Gesellschaft::N,агəыҧ,котыр
606,Gesellschaft::N,агəыҧ,biedrība
607,Gesellschaft::N,агəыҧ,kompānija
608,Hilfe::N,ацхыраара,отсӧг
609,Hilfe::N,ацхыраара,palīdzība
610,Freund::N,аҩыза,ёрт
611,Freund::N,аҩыза,draugs
612,Kamerad::N,Аҧхнагьла,ёрт
613,Kamerad::N,Аҧхнагьла,biedrs
614,Angelegenheit::N,аус,мог
615,Angelegenheit::N,аус,делӧ
616,Angelegenheit::N,аус,darīšana
617,Anzahl::N,ахыҧхьаӡара,лыд
618,Anzahl::N,ахыҧхьаӡара,тшӧт
619,Anzahl::N,ахыҧхьаӡара,skaits
620,Anzahl::N,ахыҧхьаӡара,daudzums
621,Art::N,ахкы,сикас
622,Art::N,ахкы,suga
623,Art::N,ахкы,šķira
624,Stück::N,аҽыҭ,тор
625,Stück::N,аҽыҭ,gabals
626,Teil::N,ахəҭа,юкӧн
627,Teil::N,ахəҭа,daļa
628,Hälfte::N,абжа,пӧв
629,Hälfte::N,абжа,джын
630,Hälfte::N,абжа,puse
631,Kreis::N,агьагьа,кытш
632,Kreis::N,агьагьа,aplis
633,Kreis::N,агьагьа,riņķis
634,Kreuz::N,аџьар,перна
635,Kreuz::N,аџьар,крест
636,Kreuz::N,аџьар,krusts
637,Linie::N,аицтәар,визь
638,Linie::N,аицтәар,līnija
639,Strich::N,ацəаҳəа,визь
640,Strich::N,ацəаҳəа,svītra
641,Abstand::N,абжьара,кост
642,Abstand::N,абжьара,коласт
643,Abstand::N,абжьара,atstarpe
644,Entfernung::N,абжьара,ылна
645,Entfernung::N,абжьара,attālums
646,Entfernung::N,абжьара,atstatums
647,Gegend::N,аҭыҧ,му-ва
648,Gegend::N,аҭыҧ,apvidus
649,Gegend::N,аҭыҧ,apgabals
650,Platz::N,аҭыҧ,ылдӧс
651,Platz::N,аҭыҧ,йир
652,Platz::N,аҭыҧ,гӧгӧртас
653,Platz::N,аҭыҧ,vieta
654,Ort::N,аҭыҧ,ин
655,Ort::N,аҭыҧ,места
656,Ort::N,аҭыҧ,vieta
657,Seite::N,аган,бок
658,Seite::N,аган,ӧтарладор
659,Seite::N,аган,sāns
660,Mitte::N,агəҭа,шӧр
661,Mitte::N,агəҭа,vidus
662,Gegenstand::N,амаҭəар,кӧлуй
663,Gegenstand::N,амаҭəар,priekšmets
664,Rand::N,аҵкар,дор
665,Rand::N,аҵкар,mala
666,Rand::N,аҵкар,apmale
667,Kante::N,авардым,дор
668,Kante::N,авардым,šķautne
669,Ecke::N,акəакь,пельӧс
670,Ecke::N,акəакь,kakts
671,Ecke::N,акəакь,stūris
672,Spitze::N,аҧынҵа,йыв
673,Spitze::N,аҧынҵа,smaile
674,Spitze::N,аҧынҵа,galotne
675,Ende::N,анаӡара,пом
676,Ende::N,анаӡара,gals
677,Ende::N,анаӡара,uzgalis
678,Loch::N,акылҵəара,розь
679,Loch::N,акылҵəара,caurums
680,Winkel::N,агҿаҩра,пельӧс
681,Winkel::N,агҿаҩра,leņķis
682,Winkel::N,акəындхə,пельӧс
683,Winkel::N,акəындхə,leņķis
684,Winkel::N,акəакь,пельӧс
685,Winkel::N,акəакь,leņķis
686,Muster::N,аҟҟа,сер
687,Muster::N,аҟҟа,piemērs
688,Größe::N,изаҟароу,ыджда
689,Größe::N,изаҟароу,lielums
690,Länge::N,аура,кузьта
691,Länge::N,аура,garums
692,Höhe::N,агылара,джуджда
693,Höhe::N,агылара,augstums
694,Gewicht::N,акапан,сьӧкта
695,Gewicht::N,акапан,сьӧкталун
696,Gewicht::N,акапан,svars
697,Gewicht::N,акапан,smagums
698,Haufen::N,ачаҟəа,чукӧр
699,Haufen::N,ачаҟəа,čupa
700,Haufen::N,ачаҟəа,grēda
701,Haufen::N,ачаҟəа,kaudze
702,Reihe::N,ацəаҳəа,рад
703,Reihe::N,ацəаҳəа,rinda
704,Reihe::N,ацəаҳəа,virkne
