,Concept_ID,sk,bn
130,Kiefer[Baum]::N,sosna,পাইন গাছ
131,Kiefer[Baum]::N,borovica,পাইন গাছ
132,Weide[Baum]::N,vŕba,উইলো
133,Tanne::N,jedľa,দেবদারূ গাছ
134,Horn::N,roh,শিং
135,Feder::N,pero,পালক
136,Fell::N,koža,রোম
137,Fell::N,kožušina,রোম
138,Flügel::N,krídlo,ডানা
139,Klaue::N,paznecht,নখর
140,Kralle::N,pazúr,নখর
141,Schwanz::N,chvost,লেজ
142,Ei::N,vajce,ডিম
143,Ei::N,vajíčko,ডিম
144,Nest::N,hniezdo,কুলায়
145,Bau::N,nora,ডেরা
146,Tier::N,zviera,জন্তু
147,Herde::N,stádo,ঝাঁক
148,Kuh::N,krava,গোরু
149,Bulle::N,býk,বৃষ
150,Pferd::N,kôň,ঘোড়া
151,Schaf::N,ovca,ভেড়া
152,Schwein::N,sviňa,শূকর
153,Hund::N,pes,কুকুর
154,Katze::N,mačka,বেড়াল
155,Bär::N,medveď,ভল্লুক
156,Eichhörnchen::N,veverička,কাঠবিড়াল
157,Elch::N,los,হরিণবিশেষ
158,Fuchs::N,líška,পাঁতিশিয়াল
159,Hase::N,zajac,শশক
160,Maus::N,myš,নেংটি ইঁদুর
161,Wolf::N,vlk,নেকড়ে
162,Vogel::N,vták,পক্ষী
163,Schwarm::N,roj,ঝাঁক
164,Huhn::N,kurča,মোরগ
165,Huhn::N,sliepka,মোরগ
166,Hahn::N,kohút,কুক্কুট
167,Gans::N,hus,হংসী
168,Adler::N,orol,ইগল
169,Ente::N,kačka,হংসী
170,Ente::N,kačica,হংসী
171,Eule::N,sova,পেচক
172,Kranich::N,žeriav,সারস
173,Krähe::N,vrana,কাক
174,Kuckuck::N,kukučka,কোকিল
175,Schwan::N,labuť,মরাল
176,Fisch::N,ryba,মাছ
177,Barsch::N,ostriež,মৎন্যবিশেষ
178,Hecht::N,šťuka,বানমাছ
179,Schlange[Tier]::N,had,সর্প
180,Wurm::N,červ,কীট
181,Spinne::N,pavúk,মাকড়সা
182,Ameise::N,mravec,পিপীলিকা
183,Laus::N,voš,উকুন
184,Mücke::N,komár,মশা
185,Fliege::N,mucha,মাছি
186,Schmetterling::N,motýľ,প্রজাপতি
187,Beere::N,bobuľa,বেরি
188,Apfel::N,jablko,আপেল
189,Pilz::N,hríb,ছত্রক
190,Zwiebel::N,cibuľa,পিয়াজ
191,Saat::N,osivo,বীজ
192,Korn::N,zrno,শস্য
193,Heu::N,seno,খড়
194,Schale::N,šupa,খোসা
195,Schale::N,škrupina,খোসা
196,Grube::N,jama,গর্ত
197,Falle::N,pasca,ফাঁদ
198,Falle::N,klepec,ফাঁদ
199,Schlinge::N,slučka,পাশ
200,Spur::N,stopa,চিহ্ন
201,Asche::N,popol,ভস্ম
202,Dreck::N,kal,ময়লা
203,Dreck::N,blato,ময়লা
204,Eisen::N,železo,লোহা
205,Gold::N,zlato,স্বর্ণ
206,Silber::N,striebro,রৌপ্য
207,Kohle::N,uhlie,অঙ্গার
208,Glas::N,sklo,কাচ
209,Lehm::N,íl,মৃত্তিকা
210,Lehm::N,hlina,মৃত্তিকা
211,Sand::N,piesok,বালি
212,Mensch::N,človek,নর
213,Mensch::N,človek,মানুষ
214,Mann::N,muž,মানুষ
215,Mann::N,chlap,মানুষ
216,Frau::N,žena,নারী
217,Kind::N,dieťa,বাচ্চা
218,Junge::N,chlapec,ছেলে
219,Mädchen::N,dievka,মেয়ে
220,Familie::N,rodina,পরিবার
221,Großvater::N,dedo,মাতামহ
222,Großvater::N,starý otec,মাতামহ
223,Großmutter::N,babička,মাতামহী
224,Großmutter::N,stará mať,মাতামহী
225,Eltern::N,rodičia,মাতাপিতা
226,Vater::N,otec,পিতা
227,Mutter::N,mať,মাতা
228,Mutter::N,matka,মাতা
229,Sohn::N,syn,ছেলে
230,Tochter::N,dcéra,মেয়ে
231,Bruder::N,brat,দাদা
232,Schwester::N,sestra,বোন
233,Schwester::N,sestra,দিদি
234,Onkel::N,ujo,মামা
235,Onkel::N,strýko,মামা
236,Tante::N,teta,মাসী
237,Tante::N,tetka,মাসী
238,Ehemann::N,muž,স্বামী
239,Ehemann::N,manžel,স্বামী
240,Ehefrau::N,žena,পত্নী
241,Ehefrau::N,manželka,পত্নী
242,Freude::N,radosť,উল্লাস
243,Gelächter::N,smiech,হাসি
244,Glück::N,šťastie,সুখ
245,Kummer::N,žiaľ,দুঃখ
246,Kummer::N,zármutok,দুঃখ
247,Wunsch::N,prianie,আকাঙ্ক্ষা
248,Lust::N,chuť,বাসনা
249,Geist::N,duch,আত্না
250,Gedanke::N,myšlienka,চিন্তা
251,Gedächtnis::N,pamäť,স্মরণশক্তি
252,Verstand::N,rozum,মন
253,Sinn::N,zmysel,পদার্থ
254,Grund::N,dôvod,কারণ
255,Grund::N,príčina,কারণ
256,Wahrheit::N,pravda,সত্য
257,Gespräch::N,reč,কথাবার্তা
258,Gespräch::N,rozhovor,কথাবার্তা
259,Märchen::N,rozprávka,রূপকথা
260,Erzählung::N,poviedka,গল্প
261,Nachricht::N,správa,তথ্য
262,Neuigkeit::N,novinka,খবরাখবর
263,Name::N,meno,নাম
264,Rätsel::N,záhada,ধাঁধা
265,Rätsel::N,hádanka,ধাঁধা
266,Rede::N,reč,বক্তৃতা
267,Sprache::N,reč,ভাষা
268,Sprache::N,jazyk,ভাষা
269,Stimme::N,hlas,স্বর
270,Wort::N,slovo,শব্দ
271,Zeichen::N,znak,প্রতীক
272,Ruf::N,volanie,ডাক
273,Ruf::N,zavolanie,ডাক
274,Lärm::N,hluk,হৈচৈ
275,Lärm::N,hurhaj,হৈচৈ
276,Laut::N,zvuk,ধ্বনি
277,Ton::N,tón,স্বর
278,Ton::N,zvuk,স্বর
279,Lied::N,pieseň,গান
280,Ruhe::N,pokoj,শান্তি
281,Leute::N,ľudia,প্রজাপুঞ্জ
282,Volk::N,ľud,জাতি
283,Volk::N,národ,জাতি
284,Arbeit::N,práca,চাকরি
285,Arbeit::N,robota,চাকরি
286,Gast::N,hosť,অতিথি
287,Geschenk::N,dar,উপহার
288,Spiel::N,hra,খেলা
289,Gesellschaft::N,spoločnosť,সঙ্গিগণ
290,Hilfe::N,pomoc,সাহায্য
291,Freund::N,priateľ,বন্ধু
292,Kamerad::N,kamarát,সঙ্গী
293,Angelegenheit::N,vec,বিষয়
294,Angelegenheit::N,záležitosť,বিষয়
295,Anzahl::N,počet,পরিমাণ
296,Anzahl::N,množstvo,পরিমাণ
297,Art::N,druh,রকম
298,Stück::N,kus,টুকরো
299,Stück::N,kúsok,টুকরো
300,Teil::N,časť,অংশ
301,Hälfte::N,polka,অর্ধেক
302,Hälfte::N,polovica,অর্ধেক
303,Kreis::N,kruh,বৃত্ত
304,Kreuz::N,kríž,ক্রুশ
305,Linie::N,línia,রেখা
306,Strich::N,čiara,কষি
307,Abstand::N,vzdialenosť,ফাঁক
308,Entfernung::N,vzdialenosť,ব্যবধান
309,Gegend::N,kraj,ক্ষেত্র
310,Gegend::N,krajina,ক্ষেত্র
311,Platz::N,miesto,জায়গা
312,Ort::N,miesto,স্থান
313,Seite::N,bok,পার্শ্ব
314,Seite::N,strana,পার্শ্ব
315,Mitte::N,stred,মধ্য
316,Gegenstand::N,predmet,জিনিস
317,Sache::N,vec,বস্তু
318,Rand::N,kraj,কানা
319,Rand::N,okraj,কানা
320,Kante::N,hrana,ধার
321,Ecke::N,roh,কোণ
322,Spitze::N,hrot,ডগা
323,Spitze::N,špička,ডগা
324,Ende::N,koniec,প্রান্ত
325,Loch::N,diera,গর্ত
326,Winkel::N,kút,কোণ
327,Muster::N,vzor,নমুন্
328,Muster::N,vzorka,নমুন্
329,Größe::N,veľkosť,আয়তন
330,Länge::N,dĺžka,দৈর্ঘ্য
331,Höhe::N,výška,উচ্চতা
332,Gewicht::N,váha,ওজন
333,Menge::N,množstvo,পরিমাণ
334,Haufen::N,hŕba,পুঞ্জ
335,Reihe::N,rad,শ্রেণী
336,Boot::N,čln,নৌকা
337,Ruder::N,veslo,দাঁড়
338,Schlitten::N,sane,স্নেজ্-গাড়ি
339,Ski::N,lyža,শী
340,Lagerfeuer::N,táborák,অগ্নি
341,Last::N,ťarcha,বোঝা
342,Last::N,bremeno,বোঝা
343,Gang::N,chôdza,হণ্টন
344,Schritt::N,krok,পদ
345,Norden::N,sever,উত্তরদিক্
346,Süden::N,juh,দক্ষিণদিক
347,Westen::N,západ,পশ্চিমদিক্
348,Osten::N,východ,পূর্বদিক
349,Holz::N,drevo,কাঠ
350,Brett::N,doska,তক্তা
351,Platte::N,doska,ফলক
352,Platte::N,platňa,ফলক
353,Stütze::N,opora,নাগদণ্ড
354,Stange::N,tyč,দণ্ড
355,Stock::N,palica,ছড়ি
356,Stab::N,palica,যষ্টি
357,Rohr::N,rúra,নল
358,Haus::N,dom,ঘর
359,Heim::N,domov,বাসা
360,Ofen::N,pec,স্টোভ্
361,Ofen::N,kachle,স্টোভ্
362,Fußboden::N,dlážka,গহতল
363,Fußboden::N,podlaha,গহতল
364,Tisch::N,stôl,মেজ
365,Tisch::N,stôl,টেবিল
366,Stuhl::N,stolička,চেয়ার
367,Stuhl::N,stolička,কেদারা
368,Wiege::N,kolíska,দোলনা
369,Bett::N,lôžko,শয্যা
370,Bett::N,posteľ,শয্যা
371,Regal::N,regál,তাক
372,Regal::N,polica,তাক
373,Kiste::N,debna,বাক্স
374,Fenster::N,okno,জানালা
375,Fenster::N,oblok,জানালা
376,Tür::N,dvere,দ্বার
377,Tor::N,vráta,দ্বার
378,Zaun::N,plot,বেড়া
379,Zaun::N,ohrada,বেড়া
380,Dach::N,krov,ছাদ
381,Dach::N,strecha,ছাদ
382,Leiter::N,rebrík,মই
383,Leiter::N,rebrina,মই
384,Besen::N,metla,গুল্মবিশেষ
385,Spaten::N,rýľ,কোদাল
386,Schaufel::N,lopata,বেলচা
387,Gabel::N,vidlička,কাঁটা
388,Löffel::N,lyžica,চামচ
389,Messer::N,nôž,ছুরি
390,Nagel::N,klinec,পেরেক
391,Netz::N,sieť,জাল
392,Haken::N,hák,কাচি
393,Haken::N,háčik,কাচি
394,Griff::N,rukoväť,হাতল
395,Schloss::N,zámka,তালা
396,Bild::N,obraz,ছবি
397,Bild::N,obraz,চিত্র
398,Figur::N,figúra,আকার
399,Puppe::N,bábka,পুতুল
400,Puppe::N,bábika,পুতুল
401,Beutel::N,vrece,বটুয়া
402,Beutel::N,vrecko,বটুয়া
403,Bündel::N,uzlík,আঁটি
404,Bündel::N,zväzok,আঁটি
405,Tasche::N,taška,থলি
406,Tasche::N,kabelka,থলি
407,Eimer::N,vedro,বাল্তি
408,Deckel::N,vrchnák,আবরণ
409,Deckel::N,pokrývka,আবরণ
410,Geschirr::N,nádoba,থালা-বাসন
411,Sack::N,mech,বস্তা
412,Sack::N,vrece,বস্তা
413,Tasse::N,šálka,কাপ
414,Topf::N,hrniec,পাত্র
415,Kessel::N,kotol,কেটলি
416,Essen::N,jedlo,আহার
417,Nahrung::N,strava,খাদ্য
418,Nahrung::N,potrava,খাদ্য
419,Speise::N,jedlo,খাদ্য
420,Fleisch::N,mäso,মাংস
421,Getreide::N,obilie,শস্য
422,Brei::N,kaša,মণ্ড
423,Brot::N,chlieb,রুটি
424,Scheibe::N,kotúč,ফালি
425,Scheibe::N,krajec,ফালি
426,Fett::N,tuk,মেদ
427,Fett::N,masť,মেদ
428,Butter::N,maslo,মাখন
429,Öl::N,olej,তৈল
430,Salz::N,soľ,নুন
431,Suppe::N,polievka,শুরুয়া
432,Honig::N,med,মধু
433,Milch::N,mlieko,দুধ
434,Tee::N,čaj,চা
435,Leder::N,koža,পাকা চামড়া
436,Wolle::N,vlna,পশম
437,Stoff::N,súkno,বস্ত্র
438,Nadel::N,ihla,সুচ
439,Faden::N,niť,সূত্র
440,Faden::N,vlákno,সূত্র
441,Knopf::N,gombík,বোতাম
442,Knoten::N,uzol,গিঁট
443,Farbe::N,farba,রং
444,Kleidung::N,šaty,কাপড়
445,Kleidung::N,šatstvo,কাপড়
446,Hemd::N,košeľa,শার্ট
447,Kragen::N,golier,গলবন্ধ
448,Ärmel::N,rukáv,আস্তিন্
449,Hose::N,nohavice,ট্রাউজার
450,Gürtel::N,pás,কটিবন্ধ
451,Gürtel::N,opasok,কটিবন্ধ
452,Mütze::N,čiapka,টুপি
453,Schuh::N,obuv,জুতো
454,Schuh::N,topánka,জুতো
455,Stiefel::N,čižma,বুট
456,Ring::N,prsteň,আংটি
457,Band::N,stuha,ফিতা
458,Kamm::N,hrebeň,চিরুনি
459,Spiegel::N,zrkadlo,আয়না
460,Riemen::N,remeň,চাবুক
461,Schnur::N,šnúra,দড়ি
462,Leine::N,vodidlo,শিকল
463,Decke::N,deka,কম্বল
464,Decke::N,prikrývka,কম্বল
465,Kissen::N,poduška,উপাধান
466,Tuch::N,šatka,বস্ত্র
467,Handtuch::N,uterák,তোয়ালে
468,Kraft::N,moc,জোর
469,Stärke::N,sila,শক্তি
470,Gesundheit::N,zdravie,স্বাস্থ্য
471,Krankheit::N,nemoc,অসুখ
472,Krankheit::N,nemoc,ব্যামো
473,Krankheit::N,choroba,অসুখ
474,Krankheit::N,choroba,ব্যামো
475,Schmerz::N,bolesť,যন্ত্রণা
476,Wunde::N,rana,ক্ষত
477,Fieber::N,horúčka,জ্বর
478,Arznei::N,liek,ঔষধ
479,Brücke::N,most,সেতু
480,Brunnen::N,studňa,কূপ
481,Weide::N,pastva,পশুচারণভূমি
482,Pfad::N,chodník,পথ
483,Weg::N,cesta,পথ
484,Straße::N,hradská,রাস্তা
485,Dorf::N,dedina,গ্রাম
486,Stadt::N,mesto,শহর
487,Brief::N,list,চিঠি
488,Buch::N,kniha,বই
489,Buchstabe::N,litera,অক্ষর
490,Buchstabe::N,písmeno,অক্ষর
491,Zeitung::N,noviny,সংবাদপত্র
492,Leben::N,život,জীবন
493,Tod::N,smrť,মৃত্যু
494,Grab::N,hrob,কবর
495,Kirche::N,kostol,গির্জা
496,Sünde::N,hriech,পাপ
497,Gott::N,boh,দেবতা
498,Arbeiter::N,robotník,শ্রমিক
499,Arbeiter::N,pracnovík,শ্রমিক
500,Chef::N,šéf,নেতা
501,Chef::N,riaditeľ,নেতা
502,Meister::N,majster,ব্যক্তি
503,Arzt::N,lekár,চিকিৎসক
504,Lehrer::N,učiteľ,অধ্যাপক
505,Geld::N,peniaze,মুদ্রা
506,Geld::N,peniaze,টাকাপয়সা
507,Geschäft::N,obchod,ব্যস্ততা
508,Laden::N,obchod,দোকান
509,Preis::N,cena,মূল্য
510,Ware::N,tovar,পণ্যদ্রব্য
511,Nutzen::N,osoh,সুবিধা
512,Nutzen::N,úžitok,সুবিধা
513,Reichtum::N,bohatstvo,ধনদৌলত
514,Welt::N,svet,জগৎ
515,Land::N,územie,খেত
516,Land::N,krajina,খেত
517,Staat::N,štát,রাষ্ট্র
518,König::N,kráľ,রাজা
519,Macht::N,moc,প্রভাব
520,Macht::N,mocnosť,প্রভাব
521,Grenze::N,hranica,সীমা
522,Krieg::N,vojna,যুদ্ধ
523,Feind::N,nepriateľ,শত্রু
524,Gewalt::N,násilie,জোর
525,Kampf::N,boj,লড়াই
526,Bogen[Waffe]::N,luk,ধনুক
527,Pfeil::N,šíp,বাণ
528,Pfeil::N,strela,বাণ
529,Gewehr::N,puška,বন্দুক
530,Fehler::N,omyl,ভুল
531,Fehler::N,chyba,ভুল
532,Lüge::N,lož,মিথ্যা
533,Schaden::N,ujma,ক্ষতি
534,Schaden::N,škoda,ক্ষতি
535,Unglück::N,nešťastie,দুর্ভাগ্য
536,Schuld::N,vina,অপরাধ
537,Schuld::N,previnenie,অপরাধ
538,Alter::N,vek,আয়ু
539,Schluss::N,záver,শেষ
540,Schluss::N,koniec,শেষ
541,Zeit::N,čas,সময়
542,Tag::N,deň,দিন
543,Morgen::N,ráno,সকাল
544,Mittag::N,poludnie,মধ্যাহু
545,Abend::N,večer,সন্ধ্যা
546,Nacht::N,noc,রাত্রি
547,Woche::N,týždeň,সপ্তাহ
548,Monat::N,mesiac,মাস
549,Jahr::N,rok,সৌরবর্ষ
550,Frühling::N,jar,বসন্তকাল
551,Sommer::N,leto,গ্রীষ্মকাল
552,Herbst::N,jeseň,শরংঋতু
553,Winter::N,zima,শীতকাল
554,Januar::N,január,জানুয়ারী
555,Februar::N,február,ফেব্রুয়ারী
556,März::N,marec,মার্চ
557,April::N,apríl,এপ্রিল
558,Mai::N,máj,মে
559,Juni::N,jún,জুন
560,Juli::N,júl,জুলাই
561,August::N,august,অগাস্ট
562,September::N,september,সেপ্টেম্বর
563,Oktober::N,október,অক্টোবর
564,November::N,november,নভেম্বর
565,Dezember::N,december,ডিসেম্বর
566,Montag::N,pondelok,সোমবার
567,Dienstag::N,utorok,মঙ্গলবার
568,Mittwoch::N,streda,বুধবার
569,Donnerstag::N,štvrtok,বৃহম্পতিবার
570,Freitag::N,piatok,শুক্রবার
571,Samstag::N,sobota,শনিবার
572,Sonntag::N,nedeľa,রবিবার
573,groß::A,veľký,বৃহৎ
574,klein::A,malý,ছোট
575,lang::A,dlhý,দীর্ঘ
576,kurz::A,krátky,খর্ব
577,kurz::A,krátky,হ্রস্ব
578,breit::A,široký,চওড়া
579,schmal::A,úzky,সরু
580,dicht::A,hustý,ঘন
581,dick[Gegenstand]::A,tlstý,পুরু
582,dünn::A,tenký,কৃশ
583,fein::A,jemný,সূক্ষ্ম
584,fest::A,pevný,দৃঢ়
585,flach::A,rovný,সমতল
586,flach::A,plochý,সমতল
587,glatt::A,hladký,মসৃণ
588,hart::A,tvrdý,শক্ত
589,weich::A,mäkký,নরম
590,rund::A,guľatý,গোলাকার
591,rund::A,okrúhly,গোলাকার
592,spitz::A,končitý,তীক্ষ্ন
593,scharf::A,ostrý,শাণিত
594,stumpf::A,tupý,ভোঁতা
595,schwer::A,ťažký,ভারী
596,schön::A,pekný,সুন্দর
597,schön::A,krásny,সুন্দর
598,heiß::A,horúci,গরম
599,warm::A,teplý,ঈষদুষ্ণ
600,kalt::A,studený,ঠাণ্ডা
601,kühl::A,chladný,শীতল
602,frisch::A,svieži,তাজা
603,feucht::A,vlhký,ভিজা
604,feucht::A,zvlhnutý,ভিজা
605,nass::A,mokrý,ভিজা
606,trocken::A,suchý,শুষ্ক
607,voll::A,plný,পূর্ণ
608,leer::A,prázdny,খালি
609,offen::A,otvorený,খোলা
610,geschlossen::A,zavretý,বন্ধ
611,sauber::A,čistý,নির্মল
612,schmutzig::A,špinavý,নোংরা
613,roh::A,surový,কাঁচা
614,reif::A,zrelý,পাকা
615,lecker::A,chutný,সুস্বাদ
616,süß::A,sladký,মিষ্ট
617,bitter::A,horký,তিক্ত
618,sauer::A,kyslý,টক
619,hell::A,jasný,উজ্জ্বল
620,hell::A,svetlý,উজ্জ্বল
621,dunkel::A,temný,অন্ধকারময়
622,schwarz::A,čierny,কালো
623,weiß::A,biely,সাদা
624,rot::A,červený,লাল
625,gelb::A,žltý,হলদে
626,blau::A,modrý,নীল
627,blau::A,belasý,নীল
628,grün::A,zelený,সবুজ
629,grau::A,šedý,ছাই-রঙা
630,bunt::A,pestrý,রঙিন
631,billig::A,lacný,সস্তা
632,teuer::A,drahý,আক্রা
633,wertvoll::A,cenný,মহার্ঘ
634,blind::A,slepý,কানা
635,taub::A,hluchý,বধির
636,kräftig::A,silný,বিশাল
637,stark::A,silný,শক্তিশালী
638,schwach::A,slabý,দুর্বল
639,schwach::A,bezvládny,দুর্বল
640,fett::A,tučný,মোটা
641,schlank::A,štíhly,কৃশ
642,hübsch::A,šumný,সুন্দর
643,hübsch::A,švárny,সুন্দর
644,böse::A,zlý,খারাপ
645,dumm::A,hlúpy,মূর্খ
646,faul::A,lenivý,শ্রমবিমুখ
647,fleißig::A,snaživý,পরিশ্রমী
648,fleißig::A,usilovný,পরিশ্রমী
649,geizig::A,skupý,ব্যয়কুণ্ঠ
650,geizig::A,lakomý,ব্যয়কুণ্ঠ
651,klug::A,múdry,দক্ষ
652,klug::A,bystrý,দক্ষ
653,geschickt::A,zručný,পটু
654,geschickt::A,šikovný,পটু
655,lieb::A,milý,প্রেয়
656,lustig::A,veselý,প্রফুল্ল
657,sanft::A,nežný,নম্র
658,hungrig::A,lačný,ক্ষুধার্ত
659,hungrig::A,hladný,ক্ষুধার্ত
660,krank::A,chorý,অসুস্থ
661,krank::A,nemocný,অসুস্থ
662,nackt::A,nahý,উলঙ্গ
663,traurig::A,smutný,দুঃখিত
664,lebendig::A,živý,জীবিত
665,gut::A,dobrý,ভালো
666,schlecht::A,zlý,মন্দ
667,richtig::A,správny,ঠিক
668,schlimm::A,zlý,কদর্য
669,schlimm::A,nepríjemný,কদর্য
670,wahr::A,pravý,বাস্তব
671,wahr::A,pravdivý,বাস্তব
672,alt::A,starý,পুরাতন
673,neu::A,nový,নব
674,neu::A,nový,নূতন
675,ehemalig::A,bývalý,পূর্বকালীন
676,alt[Lebewesen]::A,starý,বৃদ্ধ
677,jung::A,mladý,তরুণ
678,arm::A,chudobný,ক্ষুদ্র
679,reich::A,bohatý,ধনবান্
680,bekannt::A,známy,সুপরিচিত
681,berühmt::A,slávny,বিখ্যাত
682,berühmt::A,povestný,বিখ্যাত
683,fremd::A,cudzí,বিদেশি
684,verschieden::A,rôzny,বিসদৃশ
685,verschieden::A,rozličný,বিসদৃশ
686,nah::A,blízky,নিকটবতী
687,fern::A,ďaleký,দুরবতী
688,linker::A,ľavý,বাম
689,rechter::A,pravý,ডান
690,rechter::A,pravý,ডাইন
691,anderer::A,iný,অন্যতর
692,anderer::A,druhý,অন্যতর
693,erster::A,prvý,প্রথম
694,zweiter::A,druhý,দ্বিতীয়
695,dritter::A,tretí,তৃতীয়
696,letzter::A,ostatný,সর্বশেষ
697,letzter::A,posledný,সর্বশেষ
698,allein::ADV,sám,একক
699,auf einmal::ADV,zároveň,জলদি
700,zusammen::ADV,spolu,একসঙ্গে
701,zusammen::ADV,spoločne,একসঙ্গে
702,lange::ADV,dlho,লম্বা
703,plötzlich::ADV,náhle,হঠাৎ
704,sofort::ADV,hneď,মুহ্ণর্তমধ্যে
705,sofort::ADV,ihneď,মুহ্ণর্তমধ্যে
706,später::ADV,neskoršie,পশ্চাতে
707,jetzt::ADV,teraz,এখন
708,heute::ADV,dnes,আজ
709,morgen::ADV,zajtra,আগামিকাল
710,bald::ADV,skoro,অস্পকালমধ্যে
711,dann::ADV,nato,তখন
712,dann::ADV,potom,তখন
713,gestern::ADV,včera,গতকাল
714,einst::ADV,kedysi,একবার মাত্র
715,einst::ADV,niekedy,একবার মাত্র
716,damals::ADV,vtedy,তখন
717,danach::ADV,potom,পরে
