,Concept_ID,hr,ba
782,fremd::A,tuđ,ят
783,fremd::A,tuđ,сит
784,fremd::A,stran,ят
785,fremd::A,stran,сит
786,verschieden::A,razan,төрлө
787,verschieden::A,različan,төрлө
788,nah::A,blizak,яҡын
789,fern::A,dalek,алыҫ
790,fern::A,dalek,йыраҡ
791,fern::A,daljnji,алыҫ
792,fern::A,daljnji,йыраҡ
793,linker::A,lijevi,һул
794,rechter::A,desni,уң
795,anderer::A,drugi,бутән
796,anderer::A,drugačiji,бутән
797,erster::A,prvi,тәүге
798,zweiter::A,drugi,икенсе
799,dritter::A,treći,өсөнсө
800,letzter::A,zadnji,һуңғы
801,allein::ADV,sam,бер үҙе
802,allein::ADV,sam,яңғыҙ
803,auf einmal::ADV,istodobno,бер юлы
804,zusammen::ADV,skupa,бергә
805,zusammen::ADV,zajedno,бергә
806,lange::ADV,dugo,оҙаҡ
807,plötzlich::ADV,naglo,ҡапыл
808,plötzlich::ADV,iznenada,ҡапыл
809,sofort::ADV,odmah,шунда уҡ
810,später::ADV,kasnije,һуңыраҡ
811,jetzt::ADV,sad,хәҙер
812,jetzt::ADV,sada,хәҙер
813,heute::ADV,danas,бөгөн
814,morgen::ADV,sutra,иртәгә
815,bald::ADV,skoro,тиҙҙән
816,bald::ADV,doskora,тиҙҙән
817,dann::ADV,zatim,һуңынан
818,gestern::ADV,juče,кисә
819,gestern::ADV,jučer,кисә
820,einst::ADV,negda,ҡасандыр
821,einst::ADV,negda,бер баҡыт
822,einst::ADV,nekada,ҡасандыр
823,einst::ADV,nekada,бер баҡыт
824,damals::ADV,tada,ул саҡта
825,damals::ADV,onda,ул саҡта
826,danach::ADV,poslije,һуңынан
827,danach::ADV,nakon toga,һуңынан
828,vorher::ADV,prije,элек
829,vorher::ADV,prije toga,элек
830,zuerst::ADV,prvo,башта
831,zuerst::ADV,najprije,башта
832,einmal::ADV,jednom,бер
833,einmal::ADV,jedanput,бер
834,manchmal::ADV,katkad,ҡайһы берҙә
835,manchmal::ADV,katkada,ҡайһы берҙә
836,oft::ADV,često,йыш
837,immer::ADV,vazda,һәр ҡасан
838,immer::ADV,uvijek,һәр ҡасан
839,niemals::ADV,nikad,бер ҡасан да
840,niemals::ADV,nikad,бер ваҡытта ла
841,niemals::ADV,nikada,бер ҡасан да
842,niemals::ADV,nikada,бер ваҡытта ла
843,hier::ADV,tu,бында
844,hier::ADV,ovdje,бында
845,hierhin::ADV,amo,бында
846,hierhin::ADV,ovamo,бында
847,von hier::ADV,odavde,бынан
848,von hier::ADV,odavde,ошонан
849,dort::ADV,ondje,шунда
850,dort::ADV,ondje,тегендә
851,dorthin::ADV,onamo,шунда
852,dorthin::ADV,onamo,тегеләй
853,geradeaus::ADV,ravno,тура
854,vorwärts::ADV,naprijed,алға
855,rückwärts::ADV,natrag,кирегә
856,zurück::ADV,nazad,кирегә
857,zurück::ADV,natrag,кирегә
858,unten::ADV,dolje,түбәндә
859,hinab::ADV,nizbrdo,түбәнгә
860,oben::ADV,gore,юғарыла
861,hinauf::ADV,uzbrdo,юғарыға
862,überall::ADV,svuda,бөтә урында
863,überall::ADV,svagdje,бөтә урында
864,nicht::ADV,ne,тугел
865,ein wenig::ADV,malo,аҙ
866,kaum::ADV,tek,көскә
867,kaum::ADV,tek,саҡ-саҡ
868,kaum::ADV,jedva,көскә
869,kaum::ADV,jedva,саҡ-саҡ
870,sehr::ADV,jako,ифат
871,sehr::ADV,veoma,ифат
872,so::ADV,tako,шулай
873,so::ADV,ovako,шулай
874,noch::ADV,još,йәнә
875,nur::ADV,samo,бары
876,schon::ADV,već,инде
877,wieder::ADV,opet,тағы
878,wieder::ADV,ponovo,тағы
879,vergebens::ADV,uzalud,бушҡа
880,vergebens::ADV,zabadava,бушҡа
881,vor::PRP,pred,алдында
882,vor::PRP,ispred,алдында
883,hinter::PRP,za,артында
884,hinter::PRP,iza,артында
885,unter::PRP,pod,аҫтында
886,unter::PRP,ispod,аҫтында
887,durch::PRP,po,үтә
888,durch::PRP,kroz,үтә
889,neben::PRP,kraj,эргәһендә
890,neben::PRP,pored,эргәһендә
891,neben::PRP,pokraj,эргәһендә
892,zwischen::PRP,među,араһында
893,zwischen::PRP,između,араһында
894,wegen::PRP,radi,өсөн
895,wegen::PRP,radi,сәбәпле
896,wegen::PRP,zbog,өсөн
897,wegen::PRP,zbog,сәбәпле
898,dies::PRN,ovo,был
899,dies::PRN,ovo,ошо
900,das::PRN,to,ул
901,das::PRN,ono,ул
902,alles::PRN,sve,бөтә
903,ich::PRN,ja,мин
904,du::PRN,ti,һин
905,er::PRN,on,ул
906,wir::PRN,mi,беҙ
907,ihr::PRN,vi,һеҙ
908,sie::PRN,oni,улар
909,was::FPRN,što,ә
910,was::FPRN,što,ни
911,was::FPRN,što,нәмә
912,wer::FPRN,tko,ҡем
913,wo::FADV,gdje,ҡайҙа
914,wohin::FADV,kuda,ҡайҙа
915,wohin::FADV,kamo,ҡайҙа
916,wie::FADV,kako,инидәй
917,warum::FADV,zašto,ин өсөн
918,wieviel::FNUM,koliko,күпме
919,eins::NUM,jedan,бер
920,zwei::NUM,dva,ике
921,zwei::NUM,dva,икәү
922,drei::NUM,tri,өс
923,vier::NUM,četiri,дүрт
924,fünf::NUM,pet,биш
925,sechs::NUM,šest,алты
926,sieben::NUM,sedam,ете
927,acht::NUM,osam,һигеҙ
928,neun::NUM,devet,туғыҙ
929,zehn::NUM,deset,ун
930,elf::NUM,jedanaest,ун бер
931,zwölf::NUM,dvanaest,ун ике
932,zwanzig::NUM,dvadeset,егерме
933,dreißig::NUM,trideset,утыҙ
934,vierzig::NUM,četrdeset,ҡырҡ
935,fünfzig::NUM,pedeset,илле
936,sechzig::NUM,šezdeset,алтмыш
937,siebzig::NUM,sedamdeset,етмеш
938,achtzig::NUM,osamdeset,һикһән
939,neunzig::NUM,devetdeset,туҡһан
940,hundert::NUM,sto,йөҙ
941,tausend::NUM,tisuća,мең
942,und::CNJ,i,да
943,und::CNJ,te,да
944,oder::CNJ,ili,йәки
945,stehen::V,stajati,тороу
946,sitzen::V,sjediti,ултырыу
947,liegen::V,ležati,ятыу
948,hängen::V,visiti,аҫылынып тороу
949,werden::V,postati,булыу
950,werden::V,činiti se,булыу
951,passieren::V,desiti se,булыу
952,passieren::V,dogoditi se,булыу
953,beginnen::V,početi,башлау
954,enden::V,prestati,бөтөү
955,enden::V,prestati,тамамланыү
956,enden::V,svršiti se,бөтөү
957,enden::V,svršiti se,тамамланыү
958,wechseln::V,mijenjati se,үҙгәреү
959,aufgehen[Sonne]::V,izići,ҡалҡыу
960,untergehen[Sonne]::V,zaći,байыу
961,scheinen[Sonne]::V,sijati,яҡтыртып тороу
962,donnern::V,grmjeti,күкрәү
963,wehen::V,duhati,иҫеү
964,strömen::V,strujati,ташыу
965,fließen::V,teći,ағыу
966,sich drehen::V,obrtati se,әйләнеү
967,sich drehen::V,vrtjeti se,әйләнеү
968,schwanken::V,teturati,тирбәлеү
969,schwanken::V,kolebati se,тирбәлеү
970,schwingen::V,njihati,бәүетеү
971,schwingen::V,titrati,бәүетеү
972,fallen::V,padati,йығылыу
973,brennen::V,gorjeti,яныу
974,rauchen::V,dimiti se,төтәү
975,regnen::V,kišiti,ямғыр яуа
976,regnen::V,daždjeti,ямғыр яуа
977,gefrieren::V,smrznuti se,туңыү
978,tauen::V,kopnjeti,иреү
979,tauen::V,kraviti se,иреү
980,schmelzen::V,topiti se,иреү
981,trocknen::V,sušiti se,кибеү
982,sieden::V,kipjeti,ҡайнау
983,sieden::V,ključati,ҡайнау
984,faulen::V,gnjiti,сереу
985,verfaulen::V,sagnjiti,сереу
986,reißen::V,otrgnuti se,өҙөү
987,reißen::V,otrgnuti se,йыртылыу
988,versinken::V,tonuti,батыу
989,versinken::V,propasti,батыу
990,vergehen::V,prolaziti,үтеү
991,erscheinen::V,pojaviti se,килеп сығыу
992,verschwinden::V,nestati,юғалыу
993,verschwinden::V,izgubiti se,юғалыу
994,sinken::V,trgnuti,түбәнәйеү
995,sinken::V,spustiti se,түбәнәйеү
996,abnehmen::V,opasti,кәметеү
997,zunehmen::V,povećati se,артыу
998,steigen::V,uzići,күтәрелеү
999,steigen::V,nadoći,күтәрелеү
1000,wachsen::V,rasti,үҫеү
1001,glänzen::V,blistati,ялтырау
1002,glänzen::V,sjati se,ялтырау
1003,funkeln::V,svjetlucati,баҙлау
1004,lärmen::V,bučati,шаулау
1005,lärmen::V,galamiti,шаулау
1006,läuten::V,zvoniti,ҡағыу
1007,klingeln::V,zvoniti,ҡағыу
1008,klingeln::V,zvoniti,шылтыратыу
1009,klirren::V,zvečati,шылтыратыу
1010,brausen::V,hujati,ҡотороноу
1011,rauschen::V,šumiti,шыптырлау
1012,rauschen::V,šuškati,шыптырлау
1013,klingen::V,zvučati,яңғырау
1014,bellen::V,lajati,өрөү
1015,heulen::V,zavijati,олоу
1016,blasen::V,puhati,өрөү
1017,pfeifen::V,fućkati,һызғырып ебәреү
1018,schreien::V,vikati,ҡысҡырыу
1019,schreien::V,kričati,ҡысҡырыу
1020,stöhnen::V,stenjati,уңғырашыу
1021,zittern::V,drhtati,ҡалтырау
1022,zittern::V,trepetati,ҡалтырау
1023,leben::V,živjeti,йәшәү
1024,geboren werden::V,roditi se,тыуыу
1025,atmen::V,disati,тын алыү
1026,trinken::V,piti,эсеү
1027,essen::V,jesti,ашау
1028,schlucken::V,gutati,йотоу
1029,müde werden::V,umoriti se,арыу
1030,einschlafen::V,usnuti,йоҡлап китеү
1031,einschlafen::V,zaspati,йоҡлап китеү
1032,schlafen::V,spati,йоҡлау
1033,aufwachen::V,probuditi se,уяныу
1034,aufstehen::V,ustati,тороу
1035,sich erholen::V,odmoriti se,ял итеү
1036,krank werden::V,oboljeti se,сирләү
1037,krank werden::V,razboljeti se,сирләү
1038,krank sein::V,bolovati,сирләү
1039,schmerzen::V,boljeti,ауыртыу
1040,husten::V,kašljati,йүтәлләү
1041,genesen::V,ozdraviti,һауығыу
1042,genesen::V,oporaviti se,һауығыу
1043,sterben::V,umrijeti,үлеү
1044,umkommen::V,skapati,һәләк булыу
1045,sich bewegen::V,gibati se,хәрәкәт итеү
1046,sich bewegen::V,kretati se,хәрәкәт итеү
1047,sich rühren::V,maknuti se,ҡуҙғалыу
1048,sich erheben::V,dići se,тороу
1049,sich setzen::V,sjesti,ултырыу
1050,hinfallen::V,pasti,ҡолау
1051,laufen::V,hodati,йөрөү
1052,schreiten::V,stupati,атлау
1053,spazierengehen::V,šetati se,ял итеп йороү
1054,eilen::V,hitati,ашығыу
1055,eilen::V,hitati,ҡабаланыу
1056,sich beeilen::V,požuriti se,ашығыу
1057,sich beeilen::V,požuriti se,ҡабаланыу
1058,sausen::V,juriti,елеү
1059,rennen::V,trčati,йүгеп йөрөү
1060,springen::V,skakati,һикереү
1061,klettern::V,popeti se,үрмәләү
1062,klettern::V,popeti se,үрмәләп менеү
1063,klettern::V,penjati se,үрмәләү
1064,klettern::V,penjati se,үрмәләп менеү
1065,schaukeln::V,ljuljati se,сайҡалыу
1066,kriechen::V,puzati,шыуышыу
1067,kriechen::V,gmizati,шыуышыу
1068,schwimmen::V,plivati,йоҙөү
1069,tauchen::V,roniti,сумыу
1070,tauchen::V,gnjuriti,сумыу
1071,rudern::V,veslati,ишеү
1072,fahren::V,voziti se,йөрөү
1073,fliegen::V,letjeti,осоу
1074,fliegen::V,lijetati,осоу
1075,gehen::V,ići,барыу
1076,weggehen::V,otići,китеү
1077,abfahren::V,krenuti,сығыу
1078,abfahren::V,otputovati,сығыу
1079,anhalten::V,stati,тукталыу
1080,anhalten::V,zaustaviti,тукталыу
1081,hineingehen::V,ulaziti,инеү
1082,eintreten::V,ući,инеү
1083,kommen::V,doći,килеү
1084,ankommen::V,stići,килеү
1085,zurückkommen::V,vratiti se,ҡайтыу
1086,zurückkommen::V,povratiti se,ҡайтыу
1087,bleiben::V,ostati,ҡалыу
1088,warten::V,čekati,көтөп тороу
1089,erwarten::V,očekivati,көтөү
1090,suchen::V,tražiti,эҙләү
1091,finden::V,naći,табыу
1092,versuchen::V,pokušati,тырышып ҡарау
1093,vorbereiten::V,spremiti,әҙерләү
1094,vorbereiten::V,pripremiti,әҙерләү
1095,lieben::V,voljeti,яратыу
1096,mögen::V,voljeti,һөйөү
1097,mögen::V,voljeti,яратыу
1098,lachen::V,smijati se,көлөү
1099,rühren::V,taknuti,ҡағылыу
1100,weinen::V,plakati,илау
1101,schimpfen::V,psovati,һүгенеү
1102,schimpfen::V,psovati,тиргәнеү
1103,schimpfen::V,psovati,һуҡраныу
1104,sich ärgern::V,ljutiti se,асыуланыу
1105,sich fürchten::V,bojati se,ҡурҡыу
1106,fürchten::V,bojati se,ҡурҡыу
1107,fliehen::V,pobjeći,ҡасыу
1108,flüchten::V,utjeći,ҡасыу
1109,sehen::V,vidjeti,күреү
1110,anschauen::V,ogledati,ҡарау
1111,ansehen::V,gledati,ҡарау
1112,ansehen::V,gledati,тикшереү
1113,hören::V,čuti,ишетеү
1114,zuhören::V,slušati,тыңлау
1115,probieren::V,probati,татыу
1116,riechen::V,osjećati miris,еҫкәү
1117,fühlen::V,osjećati,тойоу
1118,scheinen::V,činiti se,кеүек күренеү
1119,scheinen::V,činiti se,тойолоу
1120,zu sehen sein::V,biti vidljiv,күренеү
1121,vernehmen::V,saznati,ишетеү
1122,frieren::V,zima je,туңыү
1123,tun::V,raditi,яһау
1124,tun::V,raditi,әшләү
1125,können::V,moći,алыу
1126,können::V,moći,мөмкин булыу
1127,wollen::V,htjeti,теләү
1128,anfangen::V,početi,башлау
1129,beenden::V,svršiti,бөтөрөү
1130,beenden::V,svršiti,тамамлау
1131,beenden::V,dovršiti,бөтөрөү
1132,beenden::V,dovršiti,тамамлау
1133,aufhören::V,prestati,туктау
1134,gelingen::V,uspjeti,уңышлы булыу
1135,geraten::V,desiti se,булып сығыу
1136,öffnen::V,otvoriti,асыу
1137,schließen::V,zatvoriti,йомоу
1138,stellen::V,metnuti,ҡуйыу
1139,stellen::V,postaviti,ҡуйыу
1140,setzen::V,posaditi,урынлаштырыу
1141,legen::V,polagati,һалыу
1142,berühren::V,doticati,тейеү
1143,berühren::V,doticati,ҡағылыу
1144,berühren::V,dodirivati,тейеү
1145,berühren::V,dodirivati,ҡағылыу
1146,verbinden::V,spojiti,ҡушыу
1147,verbinden::V,spojiti,бәйләү
1148,verbinden::V,zavezati,ҡушыу
1149,verbinden::V,zavezati,бәйләү
1150,bedecken::V,pokriti,ҡаплау
1151,aufhängen::V,objesiti,элеү
1152,anzünden::V,upaliti,тоҡандырыу
1153,anzünden::V,zapaliti,тоҡандырыу
1154,aufheben::V,podići,мендереү
1155,aufheben::V,podignuti,мендереү
1156,zurücklassen::V,ostaviti,ҡалдырыу
1157,zurücklassen::V,pustiti natrag,ҡалдырыу
1158,verlieren::V,izgubiti,юғалтыу
1159,fallen lassen::V,ispustiti,төшөрөп ебәреү
1160,machen::V,uraditi,яһау
1161,machen::V,uraditi,эшләү
1162,machen::V,načiniti,яһау
1163,machen::V,načiniti,эшләү
1164,machen::V,napraviti,яһау
1165,machen::V,napraviti,эшләү
1166,herstellen::V,proizvesti,эшләп сығарыу
1167,bauen::V,graditi,төҙөү
1168,reparieren::V,popraviti,төҙәтеү
1169,verbessern::V,poboljšati,яҡшыртыу
1170,ändern::V,promijeniti,үҙгәртеү
1171,graben::V,kopati,ҡаҙыу
1172,graben::V,kopkati,ҡаҙыу
1173,beugen::V,saviti,бөгөү
1174,biegen::V,saviti,бөгөү
1175,biegen::V,sagnuti,бөгөү
1176,drehen::V,vrtjeti,өйрөлтөү
1177,drehen::V,vrtjeti,әйләндереү
1178,wenden::V,obrnuti,әйләндереү
1179,umdrehen::V,okrenuti,түңкәреү
1180,umdrehen::V,prevŕnuti,түңкәреү
1181,heben::V,dizati,күтәреү
1182,heben::V,dizati,мендереү
1183,hochheben::V,dignuti,күтәреү
1184,ergreifen::V,uhvatiti,тотоп алыу
1185,ergreifen::V,prihvatiti,тотоп алыу
1186,halten::V,držati,тотоу
1187,drücken::V,pritiskivati,ҡыҫыу
1188,schieben::V,gurati,этеү
1189,schieben::V,gurati,төртөү
1190,kratzen::V,česati,ҡырыу
1191,kratzen::V,grepsti,ҡырыу
1192,lecken::V,lizati,ялау
1193,beißen::V,ujesti,тешләү
1194,beißen::V,gristi,тешләү
1195,abreißen::V,otkinuti,өҙөү
1196,abschneiden::V,odrezati,ҡырҡыу
1197,binden::V,vezati,бәйләү
1198,stecken::V,turiti,ҡаҙау
1199,brechen::V,slomiti,боҙоу
1200,klopfen::V,lupati,шаҡылдау
1201,klopfen::V,kucati,шаҡылдау
1202,hauen::V,tući,туҡмау
1203,hauen::V,udarati,туҡмау
1204,kleben::V,lijepiti,йәбештереү
1205,reiben::V,trti,ыуыу
1206,reiben::V,trti,ышҡыу
1207,streichen::V,namazati,яғыу
1208,schleifen::V,brusiti,үткерләү
1209,schneiden::V,rezati,ҡырҡыу
1210,rütteln::V,drmati,һелкетеү
1211,schütteln::V,tresti,һелкетеү
1212,schwenken::V,mahati,болғау
1213,schütten::V,sipati,ҡойоу
1214,schütten::V,lijevati,ҡойоу
1215,füllen::V,napuniti,тултырыу
1216,einwickeln::V,umotati,төрөү
1217,einwickeln::V,zamotati,төрөү
1218,tragen::V,nositi,алып барыу
1219,schleppen::V,tegliti,һөйрәү
1220,ziehen::V,vući,тартыу
1221,aufbewahren::V,čuvati,һаҡлау
1222,werfen::V,bacati,ырғытыу
1223,fangen::V,loviti,тотоу
1224,fangen::V,hvatati,тотоу
1225,packen::V,ščepati,етеү
1226,packen::V,ščepati,тотоп алыу
1227,packen::V,zgrabiti,етеү
1228,packen::V,zgrabiti,тотоп алыу
1229,verstecken::V,sakriti,йәшереү
1230,teilen::V,podijeliti,бүлеү
1231,schicken::V,slati,ебәреү
1232,bringen::V,donijeti,килтереү
1233,hinzufügen::V,dodati,өтәү
1234,hinzufügen::V,pridati,өтәү
1235,bekommen::V,dobiti,алыу
1236,erhalten::V,primiti,алыу
1237,nehmen::V,uzeti,алыу
1238,wählen::V,izabrati,һайлаү
1239,auswählen::V,odabrati,һайлап алыу
1240,bewahren::V,sačuvati,һаҡлау
1241,behindern::V,smetati,тотҡарлыҡ яһау
1242,verderben::V,pokvariti,боҙоу
1243,beschädigen::V,oštetiti,боҙоу
1244,zerbrechen::V,razbiti,ҡыйратыу
1245,zerbrechen::V,prelomiti,ҡыйратыу
1246,zerreißen::V,poderati,йыртыу
1247,zerreißen::V,rastrgnuti,йыртыу
1248,zerstören::V,razoriti,емереү
1249,zerstören::V,razrušiti,емереү
1250,verbrennen::V,spaliti,үртәү
1251,verbrennen::V,sagorjeti,үртәү
1252,geben::V,dati,биреү
1253,reichen::V,pružiti,биреү
1254,schenken::V,darivati,бүләк итеү
1255,versprechen::V,obećati,вәғәҙә биреү
1256,wünschen::V,željeti,теләу
1257,loben::V,hvaliti,маҡтау
1258,küssen::V,ljubiti,үбеү
1259,wiegen::V,njihati,бәүетеү
1260,wiegen::V,njihati,тирбәтеү
1261,wiegen::V,ljuljati,бәүетеү
1262,wiegen::V,ljuljati,тирбәтеү
1263,zudecken::V,pokriti,ҡаплау
1264,wecken::V,probuditi,уятыу
1265,zeigen::V,pokazati,күрһәтеү
1266,führen::V,voditi,етәкләү
1267,lehren::V,učiti,уҡытыу
1268,lehren::V,učiti,өйрәтеү
1269,unterrichten::V,poučiti,уҡытыу
1270,aufziehen::V,uzgajati,тәрбиәле
1271,leiten::V,upravljati,етәкләү
1272,leiten::V,upravljati,етәкселек итеү
1273,antreiben::V,natjeravati,ашыҡтырыу
1274,lassen::V,dati,мәжбүр итеү
1275,einladen::V,pozvati,саҡырыу
1276,vereinigen::V,ujediniti,берләштереү
1277,besuchen::V,posjetiti,килеп сығыу
1278,treffen::V,sresti,тойоү
1279,treffen::V,sresti,осратыу
1280,treffen::V,sresti,ҡаршылау
1281,sich versammeln::V,okupiti se,йыйылыу
1282,spielen::V,igrati se,тартыу
1283,singen::V,pjevati,йырлау
1284,tanzen::V,plesati,бейеү
1285,sich trennen::V,razići se,айырылышыу
1286,verlassen::V,ostaviti,ташлау
1287,verlassen::V,ostaviti,ташлап китеү
1288,verlassen::V,napustiti,ташлау
1289,verlassen::V,napustiti,ташлап китеү
1290,retten::V,spasiti,ҡотҡарыу
1291,bewachen::V,čuvati,һаҡлау
1292,bewachen::V,stražariti,һаҡлау
1293,schützen::V,čuvati,һаҡлау
1294,verteidigen::V,obraniti,яҡлау
1295,sich schlagen::V,biti se,һуғышыу
1296,sich schlagen::V,udariti se,һуғышыу
1297,schießen::V,pucati,атыу
1298,schießen::V,strijeljati,атыу
1299,siegen::V,pobijediti,еңеү
1300,ärgern::V,ljutiti,асыуландырыу
1301,schlagen::V,biti,бәреү
1302,schlagen::V,biti,туҡмау
1303,schlagen::V,udariti,бәреү
1304,schlagen::V,udariti,туҡмау
1305,treten::V,šutnuti,тибеү
1306,treten::V,šutnuti,типкеләү
1307,stechen::V,ubosti,сәнсеү
1308,stoßen::V,gurnuti,этеү
1309,stoßen::V,gurnuti,төртөү
1310,stehlen::V,ukrasti,урлау
1311,stören::V,smetati,ҡамасаулау
1312,belästigen::V,smetati,бимазалау
1313,belästigen::V,smetati,ҡамасаулау
1314,belästigen::V,dosaditi,бимазалау
1315,belästigen::V,dosaditi,ҡамасаулау
1316,verbergen::V,skriti,йәшереү
1317,täuschen::V,obmanuti,ултыртыу
1318,betrügen::V,prevarati,алдау
1319,töten::V,ubiti,үлтереү
1320,wohnen::V,stanovati,йәшәү
1321,arbeiten::V,raditi,эшләү
1322,sammeln::V,sabrati,йыйыу
1323,pflücken::V,ubrati,өҙөү
1324,jagen::V,loviti,аулау
1325,fischen::V,ribati,аулау
1326,fischen::V,loviti ribu,аулау
1327,fassen::V,uloviti,тотоу
1328,hüten::V,pasti,көтөү
1329,treiben::V,goniti,ҡыуыу
1330,anbinden::V,privezati,бәйләү
1331,füttern::V,hraniti,ашатыу
1332,melken::V,musti,һауыү
1333,hacken::V,sjeckati,турау
1334,hacken::V,sjeckati,тапау
1335,gießen::V,politi,ҡойоу
1336,reifen::V,sazreti,өлғөрөү
1337,zubereiten::V,prigotoviti,бешереү
1338,kochen::V,kuhati,бешереү
1339,backen::V,peći,бешереү
1340,braten::V,peći,ҡурыу
1341,braten::V,pržiti,ҡурыу
1342,umrühren::V,promiješati,ҡатнаштырыу
1343,stricken::V,plesti,бәйләү
1344,nähen::V,šiti,тегеү
1345,färben::V,obojiti,буяу
1346,reinigen::V,očistiti,таҙартыу
1347,reinigen::V,počistiti,таҙартыу
1348,waschen::V,prati,йыуыу
1349,abwischen::V,otrti,һөртөү
1350,spülen::V,isprati,сайҡау
1351,spülen::V,oplakati,сайҡау
1352,fegen::V,mesti,һепереү
1353,fegen::V,pomesti,һепереү
1354,kehren::V,mesti,һепереү
1355,baden::V,kupati se,һыу инеү
1356,sich waschen::V,umiti se,йыуыныу
1357,sich waschen::V,prati se,йыуыныу
1358,ausziehen::V,svući,сисеү
1359,anziehen::V,obući,кейеү
1360,sich anziehen::V,obući se,кейенеү
1361,kämmen::V,češljati,тарау
1362,schmücken::V,uresiti,биҙәү
1363,schmücken::V,nakititi,биҙәү
1364,sagen::V,reći,әйтеү
1365,sagen::V,kazati,әйтеү
1366,sprechen::V,govoriti,әйтеү
1367,sprechen::V,govoriti,һөйләшеү
1368,reden::V,govoriti,һөйләшеү
1369,reden::V,besjediti,һөйләшеү
1370,sich unterhalten::V,razgovarati se,әңгәмәләшеү
1371,fragen::V,pitati,һорау
1372,bitten::V,moliti,үтенеү
1373,erzählen::V,ispričati,һөйләү
1374,erzählen::V,pripovjediti,һөйләү
1375,mitteilen::V,saopćiti,әйтеү
1376,nennen::V,nazvati,атау
1377,nennen::V,nazvati,исемләү
1378,rufen::V,zvati,саҡырыу
1379,rufen::V,dozvati,саҡырыу
1380,prahlen::V,hvalisati se,маҡтаныу
1381,prahlen::V,hvalisati se,шапырыныу
1382,übersetzen::V,prevesti,тәржемә итеү
1383,denken::V,misliti,уйлау
1384,glauben::V,vjerovati,ышаныу
1385,bemerken::V,zapaziti,күреү
1386,bemerken::V,primijetiti,күреү
1387,erkennen::V,prepoznati,таныу
1388,begreifen::V,pojmiti,аңлау
1389,begreifen::V,shvatiti,аңлау
1390,verstehen::V,razabrati,аңлау
1391,lernen::V,učiti se,өйрәнеү
1392,wissen::V,znati,белеү
1393,sich erinnern an::V,sjetiti se,хәтергә алыу
1394,vergessen::V,zaboraviti,онотоу
1395,messen::V,mjeriti,үлсәү
1396,zählen::V,brojiti,һанау
1397,rechnen::V,računati,һанау
1398,lesen::V,čitati,уҡыу
1399,malen::V,slikati,һүрәт яһау
1400,malen::V,slikati,рәсем төшөрөү
1401,zeichnen::V,crtati,һүрәт яһау
1402,zeichnen::V,crtati,рәсем төшөрөү
1403,schreiben::V,pisati,яҙыу
1404,besitzen::V,imati,биләү
1405,besitzen::V,posjedovati,биләү
1406,kaufen::V,kupiti,һатып алыу
1407,verkaufen::V,prodati,һатыу
1408,verkaufen::V,raspačati,һатыу
1409,bezahlen::V,platiti,түләү
1410,zahlen::V,plaćati,түләү
1411,beherrschen::V,vladati,биләү
1412,beherrschen::V,gospodariti,биләү
1413,ertragen::V,trpjeti,түҙеү
1414,ertragen::V,podnijeti,түҙеү
1415,Gehirn::N,,мейе
