,Concept_ID,av,kl
702,dumm::A,гьагаб,sikkilluppoq
703,dumm::A,гьагаб,qaatusimasaqanngilaq
704,dumm::A,гӏантаб,taqajak
705,dumm::A,гӏантаб,sikkilluppoq
706,dumm::A,гӏантаб,qaatusimasaqanngilaq
707,faul::A,кӏохӏалаб,eqiasuppoq
708,faul::A,кӏохӏалаб,eqiattortuvoq
709,faul::A,кӏухӏа́лаб,eqiasuppoq
710,faul::A,кӏухӏа́лаб,eqiattortuvoq
711,fleißig::A,хӏаракатаб,eqiasuippoq
712,geizig::A,къарумаб,iasilaarpoq
713,geizig::A,къарумаб,tukkuippoq
714,klug::A,лумияб,mallak
715,klug::A,лумияб,ittanneq
716,klug::A,лумияб,kutaappoq
717,klug::A,лумияб,kuttaappoq
718,klug::A,лумияб,qarasagippoq
719,geschickt::A,махщел бугев,
720,lieb::A,гӏазизаб,akisooq
721,lustig::A,кепаб,piikulavoq
722,sanft::A,хӏалимаб,isumagippoq
723,sanft::A,хӏере́наб,isumagippoq
724,hungrig::A,бакъараб,kaappoq
725,hungrig::A,бакъараб,perlilerpoq
726,krank::A,щокъаб,napparsimavoq
727,krank::A,унтараб,napparsimavoq
728,nackt::A,гӏицӏаб,
729,nackt::A,чӏанкӏараб,
730,traurig::A,пашманаб,aliasuppoq
731,lebendig::A,чӏагояб,uumavoq
732,gut::A,лъикӏаб,ajunngilaq
733,schlecht::A,къадараб,sualuppoq
734,richtig::A,битӏараб,iluarpoq
735,schlimm::A,нажасаб,amiilaarnarpoq
736,schlimm::A,къабихӏаб,amiilaarnarpoq
737,wahr::A,хӏакъаб,ilumoorpoq
738,wahr::A,битӏараб,ilumoorpoq
739,alt::A,басрияб,pisoqaq
740,neu::A,цӏияб,nutaavoq
741,ehemalig::A,цебе́госеб,
742,alt[Lebewesen]::A,хераб,utoqqaq
743,jung::A,тӏинчӏаб,inuusuppoq
744,jung::A,тӏинчӏаб,kingulliarsuk
745,jung::A,гӏолохъанаб,inuusuppoq
746,jung::A,гӏолохъанаб,kingulliarsuk
747,arm::A,пакъираб,piillasoq
748,arm::A,пакъираб,piitsuuvoq
749,reich::A,бечедаб,pisuuvoq
750,bekannt::A,лъалеб,
751,berühmt::A,машгьураб,tusaamasaq
752,fremd::A,чияр,ajasoornarpoq
753,verschieden::A,батӏи-батӏияб,allatut
754,verschieden::A,батӏи-батӏияб,tamalaat
755,nah::A,гӏагарда бугеб,qanippoq
756,fern::A,рикӏкӏадаб,ungasippoq
757,linker::A,квегӏаб,saamerleq
758,rechter::A,кваранаб,innarluissut
759,anderer::A,батӏияб,
760,erster::A,тӏоцебесеб,siulleq
761,zweiter::A,кӏиабилеб,qataatsup tullia
762,dritter::A,лъабабилеб,pingajorarterut
763,letzter::A,ахирисеб,kingulleq
764,allein::ADV,ялгъузго,kisimiippoq
765,auf einmal::ADV,цихӏинтӏаго,tassanngaannaq
766,zusammen::ADV,цойида,attaasa
767,zusammen::ADV,цойида,attarmik
768,plötzlich::ADV,цойидасанго,tassanngaannaq
769,sofort::ADV,гьебсагӏат,erniinnaq
770,jetzt::ADV,гьанже,maanna
771,jetzt::ADV,гьанже,massakkut
772,heute::ADV,жакъа,ullumi
773,morgen::ADV,метер,aqagu
774,bald::ADV,гьабсагӏаталъ,erniinnaq
775,dann::ADV,цинги,taava
776,gestern::ADV,сон,ippassaq
777,einst::ADV,цин,ataatsimik
778,einst::ADV,цин,ilaanni
779,damals::ADV,гьебмехалъ,taamani
780,damals::ADV,гьебмехалъ,taamanikkut
781,damals::ADV,гьебмехалъ,taassumuunakkut
782,damals::ADV,гьебмехалда,taamani
783,damals::ADV,гьебмехалда,taamanikkut
784,damals::ADV,гьебмехалда,taassumuunakkut
785,danach::ADV,цинги,taava
786,danach::ADV,хадуса,taava
787,vorher::ADV,цебе,siornagut
788,zuerst::ADV,тӏоцебе,
789,einmal::ADV,цинцӏул,ilaanni
790,einmal::ADV,цинцӏул,ataatsimik
791,einmal::ADV,цихӏин,ilaanni
792,einmal::ADV,цихӏин,ataatsimik
793,einmal::ADV,цоцӏул,ilaanni
794,einmal::ADV,цоцӏул,ataatsimik
795,manchmal::ADV,олоцӏул,qaqutigu
796,manchmal::ADV,олоцӏул,qaqutigut
797,oft::ADV,гӏемерго,akulikitsumik
798,immer::ADV,кидаго,tamatigut
799,niemals::ADV,киданиги,
800,hier::ADV,аниб,maani
801,hierhin::ADV,анибехун,maani
802,von hier::ADV,гьаниса,
803,dort::ADV,гьениб,
804,dorthin::ADV,гьадаба,ikuuna
805,geradeaus::ADV,битӏутӏа,narlumut
806,vorwärts::ADV,цебехун,pilangavoc
807,rückwärts::ADV,нахъ-нахъ,kingumut
808,rückwärts::ADV,нахъ-нахъ,tunumut or tunummut
809,zurück::ADV,нахъе,kingumut
810,zurück::ADV,нахъе,tunumut or tunummut
811,unten::ADV,ахакь,kana
812,unten::ADV,гъоркь,kana
813,hinab::ADV,эхебе,qiviu
814,oben::ADV,тӏад,
815,oben::ADV,тӏадехун,
816,hinauf::ADV,эхеде,
817,überall::ADV,кибго,tamaginni
818,überall::ADV,кибго,tamani tamaani
819,ein wenig::ADV,дагьабго,
820,kaum::ADV,хӏалалъ,qaqutigorsuaq
821,sehr::ADV,кутакалда,assut
822,so::ADV,гьедин,
823,noch::ADV,жеги,qeratavoq
824,nur::ADV,гӏӣцӏго,
825,wieder::ADV,на́хъеги,kingumut
826,vergebens::ADV,чӏалгӏаде,angiluk
827,vor::PRP,цебе,
828,hinter::PRP,хадуса,
829,unter::PRP,ахакь,
830,unter::PRP,гъоркь,
831,neben::PRP,аскӏо,
832,zwischen::PRP,гьоркьоб,
833,wegen::PRP,гьелда,
834,dies::PRN,гьаб,manna
835,dies::PRN,гьаб,matuma
836,dies::PRN,гьеб,manna
837,dies::PRN,гьеб,matuma
838,das::PRN,доб,ua
839,ich::PRN,дун,uanga
840,du::PRN,дуца,illit
841,er::PRN,доб,una
842,wir::PRN,ниж,uagut
843,ihr::PRN,нуж,ilissi
844,sie::PRN,дол,uku
845,sie::PRN,эл,uku
846,was::FPRN,щиб,aat?
847,wer::FPRN,щиб,kikkut
848,wo::FADV,киб,sumi
849,wo::FADV,кибехун,sumi
850,wohin::FADV,кибехун,sumut
851,wie::FADV,кин,qanoq
852,warum::FADV,щай,sooq
853,wieviel::FNUM,кигӏан,qassit
854,wieviel::FNUM,кигӏан,qanoq atsigisumik?
855,eins::NUM,цо,ataaseq
856,zwei::NUM,кӏиго,marluk
857,drei::NUM,лъабго,pingasut
858,vier::NUM,ункъо,sisamat
859,vier::NUM,ункъо,qajuusat
860,fünf::NUM,щуго,tallimat
861,sechs::NUM,анлъго,arfineq
862,sechs::NUM,анлъго,arfinillit
863,sieben::NUM,анкьго,arfineq-marluk
864,acht::NUM,микьго,arfineq pingasut
865,neun::NUM,ичӏго,qulingiluat
866,neun::NUM,ичӏго,arfineq sisamat
867,zehn::NUM,анцӏго,qulit
868,elf::NUM,анцӏила цо,aqqaneq
869,zwölf::NUM,кӏиго-анцӏила,aqqaneq-marluk
870,zwanzig::NUM,къого,tyve
871,dreißig::NUM,лъеберго,tredive
872,dreißig::NUM,лъеберго,pingasunik qulillit
873,vierzig::NUM,кӏикъого,fyrre
874,fünfzig::NUM,кӏикъо́ялда анцӏго,halvtreds
875,fünfzig::NUM,кӏикъо́ялда анцӏго,tallimanik qulillit
876,sechzig::NUM,лъабкъого,tres
877,siebzig::NUM,лъабкъо́ялда анцӏго,halvfjerds
878,achtzig::NUM,ункъого,firs
879,neunzig::NUM,ункъоялда а́нцӏила,halvfems
880,hundert::NUM,нусго,et hundrede
881,tausend::NUM,азарго,et tusinde
882,und::CNJ,ва,aamma
883,und::CNJ,-ги,aamma
884,oder::CNJ,ялъуни,imalluunnit
885,stehen::V,бахъунчӏезе,sikingavoq
886,sitzen::V,гӏодов чӏезе,ingippoq
887,liegen::V,бегизе,nalavoq
888,liegen::V,бегизе,aqupivoq
889,hängen::V,базе,nivinngarpaa
890,werden::V,бахъине,pinngorpoq
891,passieren::V,лъугьине,pivoq
892,passieren::V,лъугьа-бахъине,pivoq
893,beginnen::V,байбихьизе,aallarnerpaa
894,enden::V,лъугӏизе,naggaserpaa
895,wechseln::V,хиса-басизе,immikkut ilivoq
896,wechseln::V,хисизе,immikkut ilivoq
897,aufgehen[Sonne]::V,баккизе,
898,untergehen[Sonne]::V,щинкӏизе,ilioqqaasoq
899,scheinen[Sonne]::V,къалъ-къалъизе,qinnorpoq
900,scheinen[Sonne]::V,къалъ-къалъизе,qinngorpoq
901,donnern::V,гъугъазе,kalleq
902,wehen::V,пуйзе,timmivoq
903,strömen::V,чвахизе,
904,fließen::V,чвахизе,
905,sich drehen::V,сверизе,ipippaa
906,schwanken::V,хьвагӏезе,aalavoq
907,schwanken::V,багъа-бачаризе,aalavoq
908,schwingen::V,щвартӏезе,issakajaat or issakatsiaarut
909,fallen::V,бортизе,quasivaa
910,brennen::V,рекӏине,seerpoq
911,brennen::V,рекӏине,uuppaa
912,rauchen::V,кӏкӏуй буризе,pujoorpoq
913,regnen::V,базе,siallerpoq
914,gefrieren::V,гӏу́низе,qiulerpoq
915,tauen::V,биаризе,aappoq
916,schmelzen::V,биине,aappoq
917,schmelzen::V,биине,aatsippaa
918,trocknen::V,бакъвазе,panerserpaa
919,sieden::V,гьалдезе,qalappoq
920,faulen::V,махӏцине,
921,verfaulen::V,туризе,
922,reißen::V,бихъизе,qulli
923,reißen::V,бихъизе,alittorpaa
924,reißen::V,бихъизе,kimillanneq
925,versinken::V,гъанкъизе,kivivaa
926,versinken::V,гъанкъизе,apparpoq
927,vergehen::V,базе,qaangerpaa
928,vergehen::V,базе,sarsuppoq
929,vergehen::V,бахъизе,qaangerpaa
930,vergehen::V,бахъизе,sarsuppoq
931,vergehen::V,ине,qaangerpaa
932,vergehen::V,ине,sarsuppoq
933,erscheinen::V,баккизе,takutippoq
934,verschwinden::V,къине,
935,verschwinden::V,билизе,
936,sinken::V,гӏодо́бе ккезе,kivivaa
937,sinken::V,гӏодо́бе ккезе,apparpoq
938,abnehmen::V,тӏаса камизе,ikillipput
939,zunehmen::V,гӏемерлъизе,allisippaa
940,steigen::V,бахине,allisippaa
941,wachsen::V,кӏодолъизе,allivoq
942,glänzen::V,цӏвакизе,qinngorpoq
943,glänzen::V,цӏвакизе,qinnorpoq
944,funkeln::V,паркъезе,uisorilavoq
945,lärmen::V,хъудизе,
946,lärmen::V,чӏиргъдизе,
947,läuten::V,кьабизе,avilualaarpoq
948,klingeln::V,кьабизе,aviluarpoq
949,klingeln::V,кьабизе,aviluarpaluppoq
950,klirren::V,зваргъизе,
951,brausen::V,гьалаглъизе,ittuk
952,brausen::V,гьалаглъизе,ittuppoq
953,brausen::V,гьалаглъизе,ittuppaluppoq
954,rauschen::V,шуршудизе,
955,klingen::V,бахъине,
956,bellen::V,гъанчдезе,qiluppoq
957,heulen::V,рурудизе,maarpoq
958,heulen::V,рурудизе,maalavoq
959,heulen::V,рурудизе,miaggoorpoq
960,blasen::V,гьохьизе,aporneq
961,pfeifen::V,гьещтӏезе,siggartartitsivoq
962,pfeifen::V,гьещтӏезе,siorsulavoq
963,schreien::V,ахӏизе,suaarpoq
964,schreien::V,ахӏдезе,suaarpoq
965,stöhnen::V,зигардизе,nipiliorpoq
966,stöhnen::V,зигардизе,nipilliorpoq
967,zittern::V,дарран,qarsulivik
968,zittern::V,гьаргьадизе,qarsulivik
969,leben::V,бетӏербахъизе,inuuvoq
970,geboren werden::V,лъугьине,inuuvoq
971,geboren werden::V,лъугьине,inunngorpoq
972,atmen::V,хӏухьел биччазе,anersaarpoq
973,trinken::V,гьекъезе,imerpoq
974,essen::V,квине,tamorpoq
975,essen::V,кваназе,tamorpoq
976,schlucken::V,кӏкӏвине,tuluarnaq
977,schlucken::V,къулчӏизе,tuluarnaq
978,müde werden::V,сваказе,
979,einschlafen::V,кьижизе,sinippoq
980,einschlafen::V,гъапуллъизе,sinippoq
981,schlafen::V,кьижизе,sinik
982,aufwachen::V,бигьине,iterpoq
983,aufwachen::V,бигьине,eqqumavoq
984,aufstehen::V,бахъине,makippoq
985,aufstehen::V,тӏадебахъине,makippoq
986,sich erholen::V,хьи бахъизе,qasuerserpoq
987,sich erholen::V,хӏалхьи гьабизе,qasuerserpoq
988,krank werden::V,унтизе,
989,krank sein::V,унтизе,
990,schmerzen::V,унтизе,anneraa
991,schmerzen::V,унтизе,annernarpoq
992,husten::V,хъегӏизе,quersorpoq
993,genesen::V,лъилъизе,ajunngissivoq
994,genesen::V,лъилъизе,ilisimmarpoq
995,genesen::V,лъилъизе,ilorrippoq
996,sterben::V,хвезе,toquvoq
997,umkommen::V,гьалаглъизе,
998,sich bewegen::V,багъаризе,ingerlavoq
999,sich bewegen::V,багъаргъизе,ingerlavoq
1000,sich rühren::V,багъаризе,
1001,sich erheben::V,тӏадебахъине,
1002,sich erheben::V,бахъине,
1003,sich setzen::V,гӏодов чӏезе,ingippoq
1004,hinfallen::V,щапизе,
1005,laufen::V,хьвадизе,arpappoq
1006,schreiten::V,чӏезе,ingerlavoq
1007,spazierengehen::V,тира-сверизе,utertakajaarpoq
1008,spazierengehen::V,тира-сверизе,utertakattajaarpoq
1009,eilen::V,ракӏхӏалакине,qaa qaa
1010,eilen::V,ракӏхӏалакине,qiilasaarpoq
1011,eilen::V,ракӏхӏалакине,ingerlasaarpaa
1012,eilen::V,дуризе,qaa qaa
1013,eilen::V,дуризе,qiilasaarpoq
1014,eilen::V,дуризе,ingerlasaarpaa
1015,sich beeilen::V,дуризе,tuaviorpoq
1016,sich beeilen::V,гӏедегӏизе,tuaviorpoq
1017,sausen::V,тӏуризе,uiguut
1018,rennen::V,бекеризе,igivoq
1019,springen::V,кӏанцӏизе,upernassaq
1020,klettern::V,хархадизе,pilaakkeerpoq
1021,schaukeln::V,гьерщезе,aalavoq
1022,kriechen::V,хъурщизе,
1023,schwimmen::V,лъедезе,naluppoq
1024,tauchen::V,букъардизе,allorpoq
1025,rudern::V,хазе,ipuppaa
1026,fahren::V,ине,qimusserpoq
1027,fliegen::V,боржине,timmivoq
1028,gehen::V,ине,
1029,weggehen::V,ине,piiarpoq
1030,abfahren::V,къокъине,
1031,anhalten::V,чӏезе,unitsippaa
1032,anhalten::V,тархъизе,unitsippaa
1033,anhalten::V,лъалхъизе,unitsippaa
1034,hineingehen::V,тӏаделъугьине,timaappaa
1035,eintreten::V,лъугьине,allattorpaa
1036,kommen::V,бачӏине,qaa-
1037,kommen::V,бачӏине,pivaa
1038,ankommen::V,щвезе,tikippoq
1039,ankommen::V,тӏадебачӏине,tikippoq
1040,zurückkommen::V,тадбуссине,angerlarpoq
1041,zurückkommen::V,тӏадбуссине,angerlarpoq
1042,bleiben::V,чӏезе,uninngavoq
1043,bleiben::V,хутӏизе,uninngavoq
1044,warten::V,чӏезе,paavoq
1045,warten::V,чӏезе,utaqqivoq
1046,erwarten::V,балагьизе,
1047,suchen::V,балагьизе,nivivaa
1048,finden::V,батизе,nanivaa
1049,versuchen::V,хӏалбихьизе,uuppaa
1050,versuchen::V,хӏалбихьизе,ussersarpaa
1051,vorbereiten::V,хӏадурлъизабизе,piareersarpaa
1052,lieben::V,балай бегьизе,asavaa
1053,mögen::V,бокьизе,akaaraa
1054,lachen::V,белъизе,
1055,weinen::V,гӏодизе,qiavoq
1056,schimpfen::V,гъанчдезе,qatimaarpoq
1057,sich ärgern::V,вагъизе,ugguutigaa
1058,sich ärgern::V,ццида́хине,ugguutigaa
1059,sich fürchten::V,хӏинкъизе,eqqanaarpoq
1060,fürchten::V,беркъазе,ersigaa
1061,fürchten::V,хӏинкъа-къазе,ersigaa
1062,fliehen::V,лъутизе,qimaavoq
1063,flüchten::V,лъутизе,allikarfigaa
1064,sehen::V,бихьизе,isigaa
1065,anschauen::V,бертӏамизе,
1066,anschauen::V,балагьизе,
1067,ansehen::V,бала-гъалагьизе,alaatsinaappaa
1068,hören::V,рагӏизе,tusarpaa
1069,zuhören::V,гӏенеккизе,naalappoq
1070,probieren::V,кӏалдиб хъва́зе,
1071,probieren::V,чӏамизе,
1072,riechen::V,су́нтӏизе,tipippoq
1073,fühlen::V,чӏвазе,misigaa
1074,zu sehen sein::V,бихьизе,
1075,vernehmen::V,рагӏизе,
1076,frieren::V,цӏорозе,qiiavoq
1077,tun::V,гьабизе,iliorpoq
1078,können::V,кӏвезе,
1079,können::V,лъазе,
1080,wollen::V,бокьизе,piumavaa
1081,anfangen::V,байбихьизе,pilerpoq
1082,beenden::V,тӏубазабизе,naggaserpaa
1083,beenden::V,лъугӏизабизе,naggaserpaa
1084,aufhören::V,бахъизе,naammatsippaa
1085,gelingen::V,бахъизе,
1086,geraten::V,бахъизе,
1087,öffnen::V,рагьизе,ammarpaa
1088,schließen::V,къазе,matuaa
1089,stellen::V,чӏвазе,ilivaa
1090,stellen::V,чӏвазе,iliorarpai
1091,stellen::V,чӏвазе,ilioqqarpai
1092,setzen::V,рекӏинабизе,iliorarpai
1093,setzen::V,рекӏинабизе,ilioqqarpai
1094,setzen::V,гӏодор чӏезаризе,iliorarpai
1095,setzen::V,гӏодор чӏезаризе,ilioqqarpai
1096,legen::V,лъезе,ilivaa
1097,berühren::V,хъвазе,attorpaa
1098,verbinden::V,хьухьине,taperserpaa
1099,verbinden::V,бухьине,taperserpaa
1100,bedecken::V,кквезе,iikkerpaa
1101,bedecken::V,кквезе,iikkersorpaa
1102,aufhängen::V,базе,inivaa
1103,aufhängen::V,базе,iniorarpai
1104,anzünden::V,бакизе,saggaavoq
1105,anzünden::V,рекӏинабизе,saggaavoq
1106,zurücklassen::V,тезе,aallarpoq
1107,verlieren::V,билизабизе,annaavaa
1108,fallen lassen::V,бортизабизе,nakkaavaa
1109,machen::V,гьабизе,iliorpoq
1110,herstellen::V,гьабизе,anillatsippaa
1111,herstellen::V,хӏадурлъизабизе,anillatsippaa
1112,bauen::V,базе,marrarterpaa
1113,bauen::V,гьабизе,marrarterpaa
1114,reparieren::V,къачӏазе,iluarsaappaa
1115,verbessern::V,лъикӏлъизабизе,naqqippaa
1116,ändern::V,хисизабизе,
1117,graben::V,бухъизе,assappaa
1118,beugen::V,хьетӏизабизе,qappappoq
1119,biegen::V,гьетӏизабизе,qappappoq
1120,drehen::V,тиризабизе,
1121,drehen::V,свердизабизе,
1122,wenden::V,бегизе,assappaa
1123,wenden::V,бегизе,assakarpoq
1124,umdrehen::V,бегизе,assakartippaa
1125,umdrehen::V,бега-битӏизе,assakartippaa
1126,heben::V,борхизе,kivippaa
1127,hochheben::V,борхалъизабизе,kissumiarpaa
1128,hochheben::V,борхизе,kissumiarpaa
1129,ergreifen::V,кквезе,isaappaa
1130,ergreifen::V,кквезе,isaguppaa
1131,halten::V,кквезе,minarpaa
1132,drücken::V,къазе,naqittaat
1133,drücken::V,къанцӏу́зе,naqittaat
1134,drücken::V,къвал ба́зе,naqittaat
1135,schieben::V,хъилдизе,
1136,kratzen::V,хачазе,qitsuppaa
1137,lecken::V,чӏикӏизе,aluppaa
1138,beißen::V,хӏанчӏизе,kiivaa
1139,beißen::V,хӏанчӏизабизе,kiivaa
1140,abreißen::V,тӏезе,aqqarpaa
1141,abreißen::V,тӏезе,isaterpaa
1142,abreißen::V,тӏезабизе,aqqarpaa
1143,abreißen::V,тӏезабизе,isaterpaa
1144,abschneiden::V,къотӏизе,kipivaa
1145,binden::V,бухьине,kakkersarpaa
1146,stecken::V,къазабизе,kussunneq
1147,brechen::V,бекизе,nallorpaa
1148,klopfen::V,дванкезе,pattappaa
1149,hauen::V,базе,aqivaa
1150,kleben::V,бацӏцӏине,qaappoq
1151,reiben::V,хачазе,tagiarpaa
1152,reiben::V,хачазе,tangiarpaa
1153,streichen::V,бахине,erlerpoq
1154,streichen::V,жужазе,erlerpoq
1155,schleifen::V,лъухьизе,sequppaa
1156,schneiden::V,къотӏизе,uullivoq
1157,rütteln::V,багъа-бачаризабизе,
1158,schütteln::V,кӏобокӏизе,aalavoq
1159,schwenken::V,гьесадизе,issarpoq
1160,schwenken::V,хьвагӏезабизе,issarpoq
1161,schütten::V,тӏезе,
1162,füllen::V,цӏезабизе,immerpaa
1163,einwickeln::V,жемизе,immoqquserpaa
1164,tragen::V,баччизе,maqippaa
1165,tragen::V,баччизе,assartorpoq
1166,schleppen::V,бехъерхъизе,assartorpoq
1167,ziehen::V,цӏазе,kalippaa
1168,ziehen::V,цӏазе,kalissarpoq
1169,aufbewahren::V,цӏунизе,toqqorpaa
1170,werfen::V,рехизе,kuivaa
1171,fangen::V,кквезе,anguaa
1172,packen::V,кквезе,
1173,verstecken::V,бахчизе,anngigaa
1174,teilen::V,бикьизе,agguut
1175,teilen::V,бикьизе,agguusersorpaa
1176,schicken::V,битӏизе,nassiuppaa
1177,bringen::V,баччизе,aggiuppaa
1178,bringen::V,баччизе,nassataraa
1179,hinzufügen::V,жубазе,
1180,bekommen::V,щвезе,tiguaa
1181,erhalten::V,щвезе,tiguaa
1182,erhalten::V,босизе,tiguaa
1183,nehmen::V,босизе,pivoq
1184,nehmen::V,босизе,tiguaa
1185,wählen::V,бищизе,
1186,auswählen::V,тӏасабищизе,
1187,bewahren::V,цӏунизе,sukkunik simerserpaa
1188,behindern::V,квекӏен гьабизе,
1189,verderben::V,хвезабизе,asiutippaa
1190,verderben::V,хвезабизе,piuneerunnerit
1191,beschädigen::V,галгъазабизе,
1192,zerbrechen::V,щущазабизе,ukuvoq
1193,zerreißen::V,бихъизе,tisavaa
1194,zerreißen::V,бихъизе,alittorpaa
1195,zerstören::V,биххизабизе,aserorpaa
1196,verbrennen::V,бухӏизе,seerpoq
1197,geben::V,кьезе,pivoq
1198,reichen::V,кьезе,
1199,schenken::V,кьезе,
1200,versprechen::V,назру гьабизе,neriorsorpaa
1201,wünschen::V,бокьизе,kissaat
1202,loben::V,беццизе,nersorpaa
1203,loben::V,беццизе,nersornaat
1204,loben::V,бецца-бекъизе,nersorpaa
1205,loben::V,бецца-бекъизе,nersornaat
1206,küssen::V,баизе,kunippaa
1207,küssen::V,баизе,kunissorpaa
1208,wiegen::V,чӏучӏадизабизе,
1209,zudecken::V,тӏадбигъине,majorpaa
1210,wecken::V,бигьинабизе,itersarpaa
1211,zeigen::V,бихьизабизе,tikkuuppaa
1212,führen::V,бачине,tasissiuppaa
1213,führen::V,бачине,ilitsersorpaa
1214,führen::V,бачине,tasissersuuppaa
1215,lehren::V,малъизе,ilinniartippaa
1216,lehren::V,цӏализабизе,ilinniartippaa
1217,unterrichten::V,цӏализабизе,ajoqerpaa
1218,unterrichten::V,цӏализабизе,ajoqersorpaa
1219,unterrichten::V,цӏализабизе,ilinniartitsivoq
1220,aufziehen::V,гӏезабизе,inororsarpaa
1221,leiten::V,нухмалъи гьабизе,iluatsippaa
1222,antreiben::V,гӏедегӏизабизе,ikusimmippaa
1223,einladen::V,ахӏизе,qaaqquaa
1224,einladen::V,ахӏизе,qaasarpaa
1225,einladen::V,тӏадеахӏизе,qaaqquaa
1226,einladen::V,тӏадеахӏизе,qaasarpaa
1227,vereinigen::V,цолъизабизе,taperserpaa
1228,besuchen::V,баккизе,tikeraarpaa
1229,besuchen::V,хьвадизе,tikeraarpaa
1230,treffen::V,дандчӏвазе,aporappaa
1231,sich versammeln::V,данделъизе,majorpoq
1232,sich versammeln::V,бакӏаризе,majorpoq
1233,spielen::V,басандизе,pinnguarpoq
1234,singen::V,ахӏизе,erinarsorpoq
1235,tanzen::V,кьурдизе,qitippoq
1236,sich trennen::V,батӏалъизе,immikkoortippaa
1237,verlassen::V,тезе,
1238,verlassen::V,рехунтезе,
1239,retten::V,хвасар гьабизе,annaappaa
1240,retten::V,хвасарлъизабизе,annaappaa
1241,bewachen::V,цӏунизе,
1242,schützen::V,цӏунизе,eriagaa
1243,schützen::V,цӏунизе,pineqartaalivaa
1244,verteidigen::V,цӏунизе,
1245,sich schlagen::V,багъизе,
1246,schießen::V,речӏчӏизе,aallaavaa
1247,schießen::V,речӏчӏизе,piseriuppaa
1248,siegen::V,бергьине,
1249,ärgern::V,вагъизавизе,ninngassarpaa
1250,ärgern::V,вагъизавизе,ninngassaarpaa
1251,schlagen::V,кьабизе,unatarpaa
1252,treten::V,мал тункизе,tukerpoq
1253,stechen::V,къазабизе,iguppaa
1254,stechen::V,къазабизе,qasilippoq
1255,stoßen::V,тункизе,ikuserpaa
1256,stoßen::V,тункизе,ikusimmippaa
1257,stoßen::V,хъилдизе,ikuserpaa
1258,stoßen::V,хъилдизе,ikusimmippaa
1259,stehlen::V,щинкӏизабизе,tillippaa
1260,stören::V,квекӏен гьабизе,akornuserpaa
1261,stören::V,татубахъи гьабизе,akornuserpaa
1262,belästigen::V,рахӏатхвезабизе,
1263,verbergen::V,бахчизе,anngigaa
1264,verbergen::V,балъго тезе,anngigaa
1265,täuschen::V,божуда рекӏкӏ гьабизе,
1266,täuschen::V,гуккизе,
1267,betrügen::V,хӏилла гьабизе,peqquserluttuliorfigaa
1268,betrügen::V,сандирахълъи гьабизе,peqquserluttuliorfigaa
1269,töten::V,чӏвазе,maappaa
1270,töten::V,чӏвазе,toquppaa
1271,wohnen::V,яшав гьабизе,najugaqarpoq
1272,arbeiten::V,хӏалтӏизе,sulivoq
1273,sammeln::V,бакӏаризе,katersorpai
1274,pflücken::V,бетӏизе,
1275,jagen::V,чан гьабизе,piniarpoq
1276,fischen::V,ччугӏа кквезе,aalisarpoq
1277,fassen::V,кквезе,
1278,hüten::V,кваназабизе,
1279,treiben::V,гъезе,
1280,anbinden::V,бухьине,qilerut
1281,anbinden::V,бухьине,qilersorpaa
1282,anbinden::V,бухьине,ungerlatserpaa
1283,füttern::V,кваназабизе,nerlerpaa
1284,melken::V,бечӏчӏизе,
1285,hacken::V,чӏвазе,
1286,gießen::V,лъалъазе,imerterpaa
1287,reifen::V,барщизе,
1288,zubereiten::V,бежа-белъине,
1289,kochen::V,белъине,igavoq
1290,backen::V,базе,
1291,braten::V,бежизе,siappaa
1292,umrühren::V,багъаризе,qeerlerpaa
1293,stricken::V,хьухьине,
1294,nähen::V,букъизе,
1295,färben::V,кьер гьабизе,misuppaa
1296,reinigen::V,бацӏцӏине,sanniarpaa
1297,waschen::V,чуризе,asappaa
1298,abwischen::V,бацӏцӏине,saligarpaa
1299,abwischen::V,бацӏцӏине,saligartorpaa
1300,spülen::V,хулизе,
1301,fegen::V,лъухьизе,sanngiarpaa
1302,kehren::V,лъухьизе,
1303,baden::V,чордезе,uffarpoq
1304,ausziehen::V,бахъизе,annoraajarpaa
1305,anziehen::V,ретӏине,ativaa
1306,anziehen::V,ретӏине,atitippaa
1307,sich anziehen::V,ретӏине,atisalersorpoq
1308,kämmen::V,хазе,
1309,schmücken::V,чӏухӏизабизе,
1310,sagen::V,бицине,oqarpoq
1311,sprechen::V,бицине,oqaluttarpoq
1312,reden::V,гаргадизе,oqaluppoq
1313,sich unterhalten::V,гаргадизе,
1314,fragen::V,цӏехезе,aperaa
1315,fragen::V,гьикъизе,aperaa
1316,bitten::V,гьаризе,aperaa
1317,bitten::V,гьаризе,qinnuigaa
1318,erzählen::V,бицине,oqaluttuaraa
1319,mitteilen::V,лъазабизе,oqalualaarpoq
1320,nennen::V,цӏар лъезе,
1321,rufen::V,ахӏизе,qaaqquaa
1322,prahlen::V,беццаризе,oqqartuvoq
1323,prahlen::V,беццаризе,oqallortuvoq
1324,übersetzen::V,буссинабизе,ikaarpoq
1325,übersetzen::V,буссинабизе,nutserpaa
1326,denken::V,ургъизе,isumaqarpoq
1327,glauben::V,божизе,upperaa
1328,glauben::V,божизе,isumaqarpoq
1329,bemerken::V,берречӏчӏизе,
1330,erkennen::V,лъазе,ilisaraa
