,Concept_ID,da,az
826,trocknen::V,tørre,qurumaq
827,sieden::V,koge,qaynamaq
828,faulen::V,rådne,çürümək
829,verfaulen::V,rådne,çürümək
830,reißen::V,briste,yırtılmaq
831,versinken::V,synke,batmaq
832,versinken::V,synke ned,batmaq
833,vergehen::V,forløbe,ötmək
834,erscheinen::V,vise sig,görünmək
835,verschwinden::V,forsvinde,yox olmaq
836,sinken::V,synke,enmək
837,abnehmen::V,aftage,azalmaq
838,zunehmen::V,tiltage,artmaq
839,steigen::V,stige,yüksəlmək
840,wachsen::V,gro,böyümək
841,wachsen::V,vokse,böyümək
842,glänzen::V,glinse,parlamaq
843,funkeln::V,tindre,parıldamaq
844,lärmen::V,larme,səs-küy etmək
845,läuten::V,ringe,çalmaq
846,klingeln::V,ringe,zəng etmək
847,klirren::V,klirre,cingildəmək
848,brausen::V,bruse,gurlamaq
849,rauschen::V,suse,xışıldamaq
850,klingen::V,lyde,səslənmək
851,klingen::V,klinge,səslənmək
852,bellen::V,gø,hürmək
853,heulen::V,hyle,ulamaq
854,blasen::V,blæse,üfləmək
855,pfeifen::V,fløjte,fit vermek
856,schreien::V,skrige,bağırmaq
857,schreien::V,skrige,qışqırmaq
858,stöhnen::V,stønne,inləmək
859,zittern::V,dirre,titrəmək
860,zittern::V,skælve,titrəmək
861,leben::V,leve,yaşamaq
862,geboren werden::V,fødes,doğmaq
863,atmen::V,ånde,nəfəs almaq
864,trinken::V,drikke,içmek
865,essen::V,spise,yemək
866,schlucken::V,synke,udmaq
867,müde werden::V,blive træt,yorulmaq
868,einschlafen::V,falde i søvn,yuxuya getmək
869,schlafen::V,sove,uyumaq
870,aufwachen::V,vågne,oyanmaq
871,aufstehen::V,stå op,yuxudan durmaq
872,sich erholen::V,komme sig,dincəlmək
873,krank werden::V,blive syg,xəstə olmaq
874,krank sein::V,være syg,azarlanmaq
875,krank sein::V,være syg,xəstələnmək
876,schmerzen::V,smerte,ağrimaq
877,husten::V,hoste,öksürmək
878,genesen::V,komme sig,sağalmaq
879,sterben::V,dø,ölmək
880,sterben::V,dø,vəfat etmək
881,umkommen::V,omkomme,həlak olmaq
882,sich bewegen::V,bevæge sig,hərəkət etmək
883,sich rühren::V,røre på sig,tərpənmək
884,sich erheben::V,rejse sig,qalxmaq
885,sich setzen::V,sætte sig,oturmaq
886,laufen::V,løbe,yerimək
887,schreiten::V,skride,addım atmaq
888,spazierengehen::V,gå en tur,gəzmək
889,eilen::V,ile,atılmaq
890,sich beeilen::V,skynde sig,tələsmək
891,sausen::V,suse,çırpmaq
892,rennen::V,løbe,qaçmaq
893,rennen::V,rende,qaçmaq
894,springen::V,hoppe,sıçramaq
895,springen::V,springe,sıçramaq
896,klettern::V,klatre,dırmanmaq
897,schaukeln::V,gynge,sallanmaq
898,kriechen::V,krybe,sürünmək
899,schwimmen::V,svømme,üzmek
900,tauchen::V,dykke,dalmaq
901,rudern::V,ro,avarlamaq
902,fahren::V,køre,sürmək
903,fliegen::V,flyve,uçmaq
904,gehen::V,gå,getmək
905,weggehen::V,gå bort,getmək
906,abfahren::V,køre bort,yola düşmək
907,anhalten::V,standse,saxlamaq
908,hineingehen::V,gå ind,girmək
909,eintreten::V,træde ind,girmək
910,eintreten::V,træde ind,daxil olmaq
911,kommen::V,komme,gəlmək
912,ankommen::V,ankomme,gəlib çatmaq
913,zurückkommen::V,komme tilbage,qayıtmaq
914,bleiben::V,blive,qalmaq
915,bleiben::V,forblive,qalmaq
916,warten::V,vente,gözləmək
917,erwarten::V,vente,bəkləmək
918,erwarten::V,afvente,bəkləmək
919,suchen::V,søge,aramaq
920,suchen::V,søge,axtarmaq
921,finden::V,finde,tapmaq
922,versuchen::V,forsøge,çalışmaq
923,vorbereiten::V,forberede,hazırlamaq
924,lieben::V,elske,sevmək
925,mögen::V,holde af,xoşlamaq
926,mögen::V,kunne lide,xoşlamaq
927,lachen::V,le,gülmək
928,rühren::V,røre,həyəcanlandırmaq
929,weinen::V,græde,ağlamaq
930,schimpfen::V,skænde,küfr etmək
931,sich ärgern::V,ærgre sig,acıqlanmaq
932,sich fürchten::V,være bange,qorxmaq
933,fürchten::V,være bange for,qorxmaq
934,fliehen::V,flygte,qaçmaq
935,flüchten::V,flygte,qaçmaq
936,sehen::V,se,görmək
937,anschauen::V,se på,baxmaq
938,anschauen::V,betragte,baxmaq
939,ansehen::V,anse,baxmaq
940,hören::V,høre,duymaq
941,hören::V,høre,eşitmək
942,zuhören::V,høre til,dinləmək
943,probieren::V,smage,dadına baxmaq
944,probieren::V,smage på,dadına baxmaq
945,riechen::V,lugte,qoxlamaq
946,fühlen::V,føle,duymaq
947,scheinen::V,synes,görünmək
948,zu sehen sein::V,synes,görünmək
949,vernehmen::V,erfare,eşitmək
950,frieren::V,fryse,üşümək
951,tun::V,gøre,etmək
952,können::V,kunne,bilmək
953,können::V,kunne,bacarmaq
954,wollen::V,ville,istəmək
955,anfangen::V,begynde,başlamaq
956,beenden::V,afslutte,bitirmək
957,aufhören::V,ophøre,bitmək
958,aufhören::V,ophøre,qurtarmaq
959,aufhören::V,holde op,bitmək
960,aufhören::V,holde op,qurtarmaq
961,gelingen::V,lykkes,müvəffəq olmaq
962,geraten::V,blive,düşmək
963,öffnen::V,åbne,açmaq
964,schließen::V,lukke,qapamaq
965,stellen::V,stille,qoymaq
966,setzen::V,sætte,oturtmaq
967,legen::V,lægge,qoymaq
968,berühren::V,berøre,toxunmaq
969,verbinden::V,forbinde,bağlamaq
970,bedecken::V,dække,örtmək
971,bedecken::V,bedække,örtmək
972,aufhängen::V,hænge,asmaq
973,aufhängen::V,hænge op,asmaq
974,anzünden::V,tænde,yandırmaq
975,anzünden::V,antænde,yandırmaq
976,aufheben::V,løfte,qaldırmaq
977,aufheben::V,tage op,qaldırmaq
978,zurücklassen::V,lade tilbage,buraxmaq
979,verlieren::V,miste,itirmək
980,fallen lassen::V,tabe,düşürmək
981,fallen lassen::V,droppe,düşürmək
982,machen::V,gøre,etmək
983,herstellen::V,fremstille,istehsal etmək
984,bauen::V,bygge,tikmək
985,reparieren::V,reparere,təmir etmək
986,verbessern::V,rette,düzəltmək
987,verbessern::V,forbedre,düzəltmək
988,ändern::V,ændre,dəyişdirmək
989,graben::V,grave,qazımaq
990,beugen::V,bøje,əymək
991,biegen::V,bøje,bükmək
992,drehen::V,dreje,döndərmək
993,wenden::V,vende,çevirmək
994,umdrehen::V,dreje om,çevirmək
995,heben::V,hæve,qaldırmaq
996,hochheben::V,løfte,qaldırmaq
997,ergreifen::V,gribe fat i,tutmaq
998,halten::V,holde,saxlamaq
999,drücken::V,trykke,sıxmaq
1000,schieben::V,skyde,sürmək
1001,schieben::V,skubbe,sürmək
1002,kratzen::V,klø,qaşımaq
1003,kratzen::V,kradse,qaşımaq
1004,lecken::V,slikke,yalamaq
1005,beißen::V,bide,dişləmək
1006,abreißen::V,rive af,qoparmaq
1007,abschneiden::V,skære af,ayırmaq
1008,binden::V,binde,bağlamaq
1009,stecken::V,stikke,soxmaq
1010,brechen::V,brække,qırmaq
1011,klopfen::V,banke,sındırmaq
1012,hauen::V,hugge,vurmaq
1013,kleben::V,klistre,apışdırmaq
1014,reiben::V,gnide,ovmaq
1015,streichen::V,smøre,sürtmək
1016,schleifen::V,slibe,bülövləmək
1017,schneiden::V,skære,kəsmək
1018,schneiden::V,klippe,kəsmək
1019,rütteln::V,ruske,sirkələmək
1020,schütteln::V,ryste,çalxalamaq
1021,schwenken::V,svinge,yelləmək
1022,schütten::V,hælde,tökmək
1023,füllen::V,fylde,doldurmaq
1024,einwickeln::V,pakke ind,sarımaq
1025,tragen::V,bære,daşımaq
1026,schleppen::V,slæbe,sürükləmək
1027,ziehen::V,trække,çəkmək
1028,aufbewahren::V,opbevare,gizlətmək
1029,werfen::V,kaste,atmaq
1030,fangen::V,fange,tutmaq
1031,packen::V,gribe,yaxalamaq
1032,verstecken::V,gemme,gizlətmək
1033,teilen::V,dele,bölmək
1034,schicken::V,sende,yollamaq
1035,schicken::V,sende,göndərmək
1036,bringen::V,bringe,gətirmək
1037,hinzufügen::V,tilføje,əlavə etmək
1038,bekommen::V,få,almaq
1039,bekommen::V,få,əldə etmək
1040,erhalten::V,få,almaq
1041,nehmen::V,tage,almaq
1042,wählen::V,vælge,seçmək
1043,auswählen::V,udvælge,arımaq
1044,bewahren::V,bevare,qorumaq
1045,behindern::V,hindre,mane olmaq
1046,behindern::V,forhindre,mane olmaq
1047,verderben::V,ødelægge,pozmaq
1048,beschädigen::V,beskadige,zədələmək
1049,zerbrechen::V,brække itu,qırmaq
1050,zerbrechen::V,brække itu,sındırmaq
1051,zerreißen::V,rive itu,yırtmaq
1052,zerstören::V,ødelægge,dağıtmaq
1053,verbrennen::V,brænde,yandırmaq
1054,geben::V,give,vermək
1055,reichen::V,række,uzatmaq
1056,schenken::V,forære,vermək
1057,versprechen::V,love,vəd vermək
1058,wünschen::V,ønske,arzulamaq
1059,loben::V,rose,tərifləmək
1060,küssen::V,kysse,öpmək
1061,wiegen::V,vugge,tərpətmək
1062,zudecken::V,dække til,örtmək
1063,wecken::V,vække,oyatmaq
1064,zeigen::V,vise,göstərmək
1065,führen::V,føre,rəhbərlik etmək
1066,lehren::V,lære,öyrətmək
1067,unterrichten::V,undervise,öyrətmək
1068,unterrichten::V,undervise,dərs vermək
1069,aufziehen::V,opdrage,tərbiyə etmək
1070,leiten::V,lede,idarə etmək
1071,antreiben::V,skynde på,bizləmək
1072,lassen::V,få til at,-tırmaq
1073,einladen::V,indbyde,dəvət etmək
1074,einladen::V,invitere,dəvət etmək
1075,vereinigen::V,forene,birləşdirmək
1076,besuchen::V,besøge,baş çəkmək
1077,besuchen::V,besøge,ziyarət etmək
1078,treffen::V,møde,rastlaşmaq
1079,treffen::V,møde,rast gəlmək
1080,sich versammeln::V,forsamles,toplanmaq
1081,spielen::V,lege,oynamaq
1082,spielen::V,spille,oynamaq
1083,singen::V,synge,oxumaq
1084,tanzen::V,danse,oynamaq
1085,tanzen::V,danse,rəqs etmək
1086,sich trennen::V,skilles,ayrılmaq
1087,verlassen::V,forlade,tərk etmək
1088,retten::V,redde,xilas etmək
1089,bewachen::V,bevogte,gözətmək
1090,schützen::V,skærme,qorumaq
1091,schützen::V,beskytte,qorumaq
1092,verteidigen::V,forsvare,qorumaq
1093,sich schlagen::V,slås,döyüşmək
1094,schießen::V,skyde,atmaq
1095,schießen::V,skyde,atəş açmaq
1096,siegen::V,sejre,yenmək
1097,ärgern::V,ærgre,acışdırmaq
1098,schlagen::V,slå,döymək
1099,treten::V,sparke,təpmək
1100,stechen::V,stikke,soxmaq
1101,stoßen::V,støde,itələmək
1102,stehlen::V,stjæle,çalmaq
1103,stehlen::V,stjæle,oğurlamaq
1104,stören::V,forstyrre,pozmaq
1105,belästigen::V,genere,narahat etmək
1106,belästigen::V,ulejlige,narahat etmək
1107,verbergen::V,skjule,gizləmək
1108,täuschen::V,villede,aldatmaq
1109,betrügen::V,bedrage,aldatmaq
1110,töten::V,dræbe,öldürmək
1111,wohnen::V,bo,yaşamaq
1112,arbeiten::V,arbejde,işləmək
1113,arbeiten::V,arbejde,çalışmaq
1114,sammeln::V,samle,yığmaq
1115,sammeln::V,samle,toplamaq
1116,pflücken::V,plukke,qoparmaq
1117,jagen::V,jage,ovlamaq
1118,fischen::V,fiske,balıq tutmaq
1119,fassen::V,fange,tutmaq
1120,hüten::V,vogte,güdmək
1121,treiben::V,drive,haylamaq
1122,anbinden::V,binde fast,bağlamaq
1123,füttern::V,fodre,bəsləmək
1124,melken::V,malke,sağmaq
1125,hacken::V,hakke,yarmaq
1126,gießen::V,hælde,sulamaq
1127,reifen::V,modne,dəymək
1128,zubereiten::V,tilberede,bişirmək
1129,kochen::V,koge,qaynatmaq
1130,backen::V,bage,bişirmək
1131,braten::V,stege,qızartmaq
1132,umrühren::V,røre om,qarışdırmaq
1133,stricken::V,strikke,hörmək
1134,nähen::V,sy,tikmək
1135,färben::V,farve,boyamaq
1136,reinigen::V,rense,təmizləmək
1137,reinigen::V,gøre ren,təmizləmək
1138,waschen::V,vaske,yumaq
1139,abwischen::V,tørre af,silmək
1140,spülen::V,skylle,çalxamaq
1141,fegen::V,feje,süpürmək
1142,kehren::V,feje,süpürmək
1143,baden::V,bade,çimmək
1144,sich waschen::V,vaske sig,yuyunmaq
1145,ausziehen::V,tage af,soyunmaq
1146,anziehen::V,tage på,geymək
1147,sich anziehen::V,klæde sig på,geyinmək
1148,kämmen::V,rede,daramaq
1149,kämmen::V,frisere,daramaq
1150,schmücken::V,pynte,bəzəmək
1151,schmücken::V,smykke,bəzəmək
1152,sagen::V,sige,demək
1153,sagen::V,sige,söymek
1154,sprechen::V,snakke,danışmaq
1155,reden::V,tale,danışmaq
1156,reden::V,snakke,danışmaq
1157,sich unterhalten::V,snakke sammen,söhbət etmək
1158,fragen::V,spørge,soruşmaq
1159,bitten::V,bede,diləmək
1160,bitten::V,bede,xahiş etmək
1161,erzählen::V,berette,bəhs etmək
1162,erzählen::V,fortælle,bəhs etmək
1163,mitteilen::V,meddele,bildirmək
1164,nennen::V,nævne,adlandırmaq
1165,rufen::V,råbe,çağırmaq
1166,prahlen::V,prale,öyünmək
1167,übersetzen::V,oversætte,tərcümə etmək
1168,denken::V,tænke,düşünmək
1169,denken::V,tænke,fikirləşmək
1170,glauben::V,tro,inanmaq
1171,bemerken::V,bemærke,qeyd etmək
1172,bemerken::V,lægge mærke til,qeyd etmək
1173,erkennen::V,genkende,tanımaq
1174,begreifen::V,begribe,anlamaq
1175,verstehen::V,forstå,duymaq
1176,lernen::V,lære,öyrənmək
1177,wissen::V,vide,bilmək
1178,sich erinnern an::V,mindes,xatırlamaq
1179,sich erinnern an::V,huske på,xatırlamaq
1180,vergessen::V,glemme,unutmaq
1181,messen::V,måle,ölçmək
1182,zählen::V,tælle,saymaq
1183,rechnen::V,regne,hesablamaq
1184,lesen::V,læse,oxumaq
1185,malen::V,male,şəkil çəkmək
1186,zeichnen::V,tegne,cızmaq
1187,schreiben::V,skrive,yazmaq
1188,besitzen::V,eje,yiyələnmək
1189,besitzen::V,eje,malik olmaq
1190,besitzen::V,besidde,yiyələnmək
1191,besitzen::V,besidde,malik olmaq
1192,kaufen::V,købe,satın almaq
1193,verkaufen::V,sælge,satmaq
1194,bezahlen::V,betale,ödəmək
1195,zahlen::V,betale,ödəmək
1196,beherrschen::V,beherske,idarə etmək
1197,ertragen::V,tåle,dözmək
1198,ertragen::V,udholde,dözmək
1199,hinfallen::V,,yıxılmaq
