,Concept_ID,se,sv
174,Schulter::N,вуэллык,skuldra
175,Arm::N,gïete,arm
176,Arm::N,giehta,arm
177,Arm::N,giehta,arm
178,Arm::N,kietâ,arm
179,Arm::N,kie'tâkaaṿâ,arm
180,Arm::N,ǩiõtt,arm
181,Arm::N,кӣдт,arm
182,Ellenbogen::N,gernjere,armbåge
183,Ellenbogen::N,garŋŋel,armbåge
184,Ellenbogen::N,gargŋil,armbåge
185,Ellenbogen::N,käŋŋir,armbåge
186,Ellenbogen::N,kõõnjâr,armbåge
187,Ellenbogen::N,карьнэль,armbåge
188,Hand::N,gïete,hand
189,Hand::N,giehta,hand
190,Hand::N,giehta,hand
191,Hand::N,kietâ,hand
192,Hand::N,ǩiõtt,hand
193,Hand::N,кӣдт,hand
194,Handfläche::N,gïeten-låapoe,handflata
195,Handfläche::N,giehtavuodo,handflata
196,Handfläche::N,tjårmmåvuodo,handflata
197,Handfläche::N,giehtaloahpu,handflata
198,Handfläche::N,kiämád,handflata
199,Handfläche::N,kuámmir,handflata
200,Handfläche::N,kuä´m'mer,handflata
201,Handfläche::N,ǩiõttǩeä´m'men,handflata
202,Handfläche::N,ко̄а̄ллдэгк,handflata
203,Handfläche::N,кӣдткоалдэгк,handflata
204,Finger::N,soerme,finger
205,Finger::N,tjuvdde,finger
206,Finger::N,suorbma,finger
207,Finger::N,čuvde,finger
208,Finger::N,suor'mâ,finger
209,Finger::N,suõrmm,finger
210,Finger::N,це̄ххп,finger
211,Fingernagel::N,gadtse,fingernagel
212,Fingernagel::N,guehpere,fingernagel
213,Fingernagel::N,gadtsa,fingernagel
214,Fingernagel::N,gazza,fingernagel
215,Fingernagel::N,kozzâ,fingernagel
216,Fingernagel::N,kõʒʒ,fingernagel
217,Fingernagel::N,кэ̄ннц,fingernagel
218,Nagel[Anatomie]::N,gadtse,nagel
219,Nagel[Anatomie]::N,guehpere,nagel
220,Nagel[Anatomie]::N,gadtsa,nagel
221,Nagel[Anatomie]::N,gazza,nagel
222,Nagel[Anatomie]::N,kozzâ,nagel
223,Nagel[Anatomie]::N,kõʒʒ,nagel
224,Nagel[Anatomie]::N,кэ̄ннц,nagel
225,Zeh::N,tjiehtjere,tå
226,Zeh::N,juolggetjuvdde,tå
227,Zeh::N,juolgesuorbma,tå
228,Zeh::N,jyel'gisuor'mâ,tå
229,Zeh::N,jue´lǧǧsuõrmm,tå
230,Zeh::N,ю̄лльк-це̄һп,tå
231,Fuß::N,juelkie,fot
232,Fuß::N,juolgge,fot
233,Fuß::N,juolgi,fot
234,Fuß::N,jyel'gi,fot
235,Fuß::N,jue´lǧǧ,fot
236,Fuß::N,ла̄бпь,fot
237,Ferse::N,båetskie,häl
238,Ferse::N,boasske,häl
239,Ferse::N,šušmi,häl
240,Ferse::N,šušme,häl
241,Ferse::N,jue´lǧǧkädd,häl
242,Ferse::N,ка̄ннт,häl
243,Knie::N,boelve,knä
244,Knie::N,buolvva,knä
245,Knie::N,čibbi,knä
246,Knie::N,veaŋki,knä
247,Knie::N,iidâ,knä
248,Knie::N,puõlvv,knä
249,Knie::N,пуллв,knä
250,Oberschenkel::N,ruaksja,lår
251,Oberschenkel::N,tjibbe,lår
252,Oberschenkel::N,gassaváhkká,lår
253,Oberschenkel::N,badjeváhkáa,lår
254,Oberschenkel::N,čuár'bpeeḷi,lår
255,Oberschenkel::N,če´bb,lår
256,Oberschenkel::N,чуаррбе̄лль,lår
257,Bein::N,juelkie,ben
258,Bein::N,juolgge,ben
259,Bein::N,juolgi,ben
260,Bein::N,jyel'gi,ben
261,Bein::N,jue´lǧǧ,ben
262,Bein::N,ю̄лльк,ben
263,Körper::N,kråahpe,kropp
264,Körper::N,rumáj,kropp
265,Körper::N,rumaš,kropp
266,Körper::N,ruumâš,kropp
267,Körper::N,rå´pp,kropp
268,Körper::N,лышшьк,kropp
269,Körper::N,роаӈӈьк,kropp
270,Haut::N,njaltja,hud
271,Haut::N,njaltja,skinn
272,Haut::N,lijkke,hud
273,Haut::N,lijkke,skinn
274,Haut::N,tjuobma,hud
275,Haut::N,tjuobma,skinn
276,Haut::N,liiki,hud
277,Haut::N,liiki,skinn
278,Haut::N,liške,hud
279,Haut::N,liške,skinn
280,Haut::N,le´šǩǩ,hud
281,Haut::N,le´šǩǩ,skinn
282,Haut::N,лышшьк,hud
283,Haut::N,лышшьк,skinn
284,Blut::N,vïrre,blod
285,Blut::N,maelie,blod
286,Blut::N,varra,blod
287,Blut::N,varra,blod
288,Blut::N,vorrâ,blod
289,Blut::N,võrr,blod
290,Blut::N,вэ̄рр,blod
291,Ader::N,åerie,åder
292,Ader::N,aajroe,åder
293,Ader::N,suodna,åder
294,Ader::N,varrasuotna,åder
295,Ader::N,suoṇâ,åder
296,Ader::N,suõnn,åder
297,Ader::N,сӯнн,åder
298,Sehne::N,soene,sena
299,Sehne::N,gåårtenje,sena
300,Sehne::N,suodna,sena
301,Sehne::N,suotna,sena
302,Sehne::N,suoṇâ,sena
303,Sehne::N,suõnn,sena
304,Sehne::N,сӯнн,sena
305,Knochen::N,måara,ben
306,Knochen::N,måaroe,ben
307,Knochen::N,dákte,ben
308,Knochen::N,dákti,ben
309,Knochen::N,tähti,ben
310,Knochen::N,tä´htt,ben
311,Knochen::N,та̄ххт,ben
312,Knochen::N,та̄ффьт,ben
313,Gehirn::N,aajla,hjärna
314,Gehirn::N,vuojŋam,hjärna
315,Gehirn::N,vuoigŋašat,hjärna
316,Gehirn::N,vuoi'ŋâšeh,hjärna
317,Gehirn::N,vuo'ivâšneh,hjärna
318,Gehirn::N,vuõivâšn,hjärna
319,Gehirn::N,вуэййвэшна,hjärna
320,Herz::N,vaajmoe,hjärta
321,Herz::N,tsåhke,hjärta
322,Herz::N,váibmu,hjärta
323,Herz::N,váimu,hjärta
324,Herz::N,čââ´đ,hjärta
325,Herz::N,кӯттҌк,hjärta
326,Magen::N,tjåejjie,mage
327,Magen::N,tjoajvve,mage
328,Magen::N,čoavji,mage
329,Magen::N,čuáv'ji,mage
330,Magen::N,čåu´jj,mage
331,Magen::N,чо̄ввьй,mage
332,Leber::N,mueksie,lever
333,Leber::N,librre,lever
334,Leber::N,vuoivvas,lever
335,Leber::N,vuoivâs,lever
336,Leber::N,vuõivâs,lever
337,Leber::N,вуйвас,lever
338,Atem::N,voejngehtasse,anda
339,Atem::N,voejngehtasse,andedräkt
340,Atem::N,båssånis,anda
341,Atem::N,båssånis,andedräkt
342,Atem::N,vuojŋadahka,anda
343,Atem::N,vuojŋadahka,andedräkt
344,Atem::N,vuoiŋŋahat,anda
345,Atem::N,vuoiŋŋahat,andedräkt
346,Atem::N,vuo'iŋâstim,anda
347,Atem::N,vuo'iŋâstim,andedräkt
348,Atem::N,jiõg'g,anda
349,Atem::N,jiõg'g,andedräkt
350,Atem::N,вӯйнас,anda
351,Atem::N,вӯйнас,andedräkt
352,Atem::N,вӯййнмушш,anda
353,Atem::N,вӯййнмушш,andedräkt
354,Hunger::N,nielkie,svält
355,Hunger::N,nielkie,hunger
356,Hunger::N,nielgge,svält
357,Hunger::N,nielgge,hunger
358,Hunger::N,nealgi,svält
359,Hunger::N,nealgi,hunger
360,Hunger::N,nelgi,svält
361,Hunger::N,nelgi,hunger
362,Hunger::N,neä´lǧǧ,svält
363,Hunger::N,neä´lǧǧ,hunger
364,Hunger::N,не̄лльк,svält
365,Hunger::N,не̄лльк,hunger
366,Träne::N,gïknjele,tår
367,Träne::N,ganjál,tår
368,Träne::N,ganjal,tår
369,Träne::N,koonjâl,tår
370,Träne::N,kõõnjâl,tår
371,Träne::N,кэ̄нял,tår
372,Geschmack::N,aelmie,smak
373,Geschmack::N,muosse,smak
374,Geschmack::N,smáhkka,smak
375,Geschmack::N,máhku,smak
376,Geschmack::N,smáhkka,smak
377,Geschmack::N,mááhu,smak
378,Geschmack::N,smakkâ,smak
379,Geschmack::N,njõõd,smak
380,Geschmack::N,smääkk,smak
381,Geschmack::N,ня̄лльк,smak
382,Geruch::N,haaje,lukt
383,Geruch::N,habjja,lukt
384,Geruch::N,hádja,lukt
385,Geruch::N,opsâ,lukt
386,Geruch::N,haajâ,lukt
387,Geruch::N,õpss,lukt
388,Geruch::N,haajj,lukt
389,Geruch::N,апс,lukt
390,Geruch::N,лэ̄гк,lukt
391,Schlaf::N,nahkerh,sömn
392,Schlaf::N,nager,sömn
393,Schlaf::N,oados,sömn
394,Schlaf::N,nagir,sömn
395,Schlaf::N,naṿer,sömn
396,Schlaf::N,nââ´er,sömn
397,Schlaf::N,нагерь,sömn
398,Traum::N,nahkere,dröm
399,Traum::N,niehko,dröm
400,Traum::N,niehku,dröm
401,Traum::N,naṿer,dröm
402,Traum::N,nââ´er,dröm
403,Traum::N,нагерь,dröm
404,Himmel::N,elmie,himmel
405,Himmel::N,almme,himmel
406,Himmel::N,albmi,himmel
407,Himmel::N,alme,himmel
408,Himmel::N,â´lmm,himmel
409,Himmel::N,алльм,himmel
410,Sonne::N,biejjie,sol
411,Sonne::N,bæjvásj,sol
412,Sonne::N,beaivváš,sol
413,Sonne::N,peivi,sol
414,Sonne::N,piäiváš,sol
415,Sonne::N,pei´vv,sol
416,Sonne::N,пе̄ййв,sol
417,Mond::N,aske,måne
418,Mond::N,mánno,måne
419,Mond::N,mánnu,måne
420,Mond::N,máánu,måne
421,Mond::N,mään,måne
422,Mond::N,ма̄нн,måne
423,Stern::N,daasta,stjärna
424,Stern::N,naestie,stjärna
425,Stern::N,násste,stjärna
426,Stern::N,násti,stjärna
427,Stern::N,täsni,stjärna
428,Stern::N,tä´snn,stjärna
429,Stern::N,та̄ссьт,stjärna
430,Luft::N,elmie,luft
431,Luft::N,ájmmo,luft
432,Luft::N,áibmu,luft
433,Luft::N,áimu,luft
434,Luft::N,šõŋŋ,luft
435,Luft::N,вӯйнас,luft
436,Wind::N,bïegke,vind
437,Wind::N,biegga,vind
438,Wind::N,biegga,vind
439,Wind::N,pieg'gâ,vind
440,Wind::N,piõg'g,vind
441,Wind::N,пӣӈӈк,vind
442,Welle::N,baaroe,våg
443,Welle::N,baaroe,bölja
444,Welle::N,bárro,våg
445,Welle::N,bárro,bölja
446,Welle::N,bárru,våg
447,Welle::N,bárru,bölja
448,Welle::N,pááṛu,våg
449,Welle::N,pááṛu,bölja
450,Welle::N,päärr,våg
451,Welle::N,päärr,bölja
452,Welle::N,нэ̄ммп,våg
453,Welle::N,нэ̄ммп,bölja
454,Wasser::N,tjaetsie,vatten
455,Wasser::N,tjáhtje,vatten
456,Wasser::N,čáhci,vatten
457,Wasser::N,čääci,vatten
458,Wasser::N,čää´cc,vatten
459,Wasser::N,ча̄дзь,vatten
460,Stein::N,gierkie,sten
461,Stein::N,giergge,sten
462,Stein::N,geađgi,sten
463,Stein::N,keđgi,sten
464,Stein::N,ǩeä´dǧǧ,sten
465,Stein::N,ке̄ддҌк,sten
466,Boden::N,betnie,mark
467,Boden::N,ednam,mark
468,Boden::N,bodni,mark
469,Boden::N,vuođđu,mark
470,Boden::N,ponne,mark
471,Boden::N,vuáđ̣u,mark
472,Boden::N,vuâđđ,mark
473,Boden::N,лаввьн,mark
474,Boden::N,е̄ммьне,mark
475,Erde::N,jåarta,jord
476,Erde::N,mueltie,jord
477,Erde::N,ednam,jord
478,Erde::N,mållde,jord
479,Erde::N,eana,jord
480,Erde::N,eennâm,jord
481,Erde::N,mädd,jord
482,Erde::N,jânnam,jord
483,Erde::N,е̄ммьне,jord
484,Staub::N,heblie,damm
485,Staub::N,tsumhtsie,damm
486,Staub::N,dubme,damm
487,Staub::N,dopmu,damm
488,Staub::N,kovjâ,damm
489,Staub::N,põõ´l,damm
490,Staub::N,кэ̄ббьй,damm
491,Rauch::N,soeve,rök
492,Rauch::N,suovva,rök
493,Rauch::N,suovva,rök
494,Rauch::N,suoṿâ,rök
495,Rauch::N,suõvv,rök
496,Rauch::N,сӯвв,rök
497,Funke::N,naestie,gnista
498,Funke::N,tjuonam,gnista
499,Funke::N,čuotnan,gnista
500,Funke::N,čuođâlm,gnista
501,Funke::N,iiskâr,gnista
502,Funke::N,čuõzzâm,gnista
503,Funke::N,чӯссэм,gnista
504,Feuer::N,dålle,eld
505,Feuer::N,dållå,eld
506,Feuer::N,dolla,eld
507,Feuer::N,tullâ,eld
508,Feuer::N,toll,eld
509,Feuer::N,то̄лл,eld
510,Licht::N,tjoevke,ljus
511,Licht::N,tjuovgga,ljus
512,Licht::N,čuovga,ljus
513,Licht::N,čuovggas,ljus
514,Licht::N,čuoṿâ,ljus
515,Licht::N,toll,ljus
516,Licht::N,čuõvv,ljus
517,Licht::N,то̄лл,ljus
518,Schatten::N,skugkie,skugga
519,Schatten::N,soejvene,skugga
520,Schatten::N,irkes,skugga
521,Schatten::N,sieges,skugga
522,Schatten::N,itku,skugga
523,Schatten::N,suoivâ,skugga
524,Schatten::N,õõtt,skugga
525,Schatten::N,ǩeeu´niǩ,skugga
526,Schatten::N,кывьнэхь,skugga
527,Wetter::N,vïerhtse,väder
528,Wetter::N,dálkke,väder
529,Wetter::N,dálki,väder
530,Wetter::N,šoŋŋâ,väder
531,Wetter::N,šõŋŋ,väder
532,Wetter::N,шэ̄ӈӈ,väder
533,Nebel::N,såavla,dimma
534,Nebel::N,såavla,töcken
535,Nebel::N,mearhka,dimma
536,Nebel::N,mearhka,töcken
537,Nebel::N,murkko,dimma
538,Nebel::N,murkko,töcken
539,Nebel::N,mierkká,dimma
540,Nebel::N,mierkká,töcken
541,Nebel::N,mierká,dimma
542,Nebel::N,mierká,töcken
543,Nebel::N,miär'kká,dimma
544,Nebel::N,miär'kká,töcken
545,Nebel::N,oṃo,dimma
546,Nebel::N,oṃo,töcken
547,Nebel::N,sue´lnn,dimma
548,Nebel::N,sue´lnn,töcken
549,Nebel::N,цӣгк,dimma
550,Nebel::N,цӣгк,töcken
551,Nebel::N,сулльн,dimma
552,Nebel::N,сулльн,töcken
553,Wolke::N,balve,sky
554,Wolke::N,balve,moln
555,Wolke::N,balvva,sky
556,Wolke::N,balvva,moln
557,Wolke::N,balva,sky
558,Wolke::N,balva,moln
559,Wolke::N,polvâ,sky
560,Wolke::N,polvâ,moln
561,Wolke::N,põlvv,sky
562,Wolke::N,põlvv,moln
563,Wolke::N,пэллв,sky
564,Wolke::N,пэллв,moln
565,Regen::N,ebrie,regn
566,Regen::N,harvve,regn
567,Regen::N,arvi,regn
568,Regen::N,arve,regn
569,Regen::N,â´brr,regn
570,Regen::N,аббьр,regn
571,Schnee::N,lopme,snö
572,Schnee::N,moehtege,snö
573,Schnee::N,muohta,snö
574,Schnee::N,muohta,snö
575,Schnee::N,muotâ,snö
576,Schnee::N,muõtt,snö
577,Schnee::N,вэ̄дз,snö
578,Schnee::N,куэллт,snö
579,Eis::N,jïenge,is
580,Eis::N,jiegŋa,is
581,Eis::N,jiekŋa,is
582,Eis::N,jieŋ̣â,is
583,Eis::N,jiõŋŋ,is
584,Eis::N,ӣӈӈ,is
585,Frost::N,baajkoe,frost
586,Frost::N,tjoasskem,frost
587,Frost::N,buolaš,frost
588,Frost::N,puolâš,frost
589,Frost::N,puõlâš,frost
590,Frost::N,мӯнь,frost
591,Kälte::N,jueskie,köld
592,Kälte::N,tjåetskeme,köld
593,Kälte::N,tjoasskem,köld
594,Kälte::N,čoaskin,köld
595,Kälte::N,ko'lmâsvuotâ,köld
596,Kälte::N,ijss,köld
597,Kälte::N,čuä´cǩǩem,köld
598,Kälte::N,tuârggnjõs,köld
599,Kälte::N,кэ̄лмас,köld
600,Hitze::N,baahke,hetta
601,Hitze::N,báhkka,hetta
602,Hitze::N,báhkka,hetta
603,Hitze::N,pakkâ,hetta
604,Hitze::N,kuṃe,hetta
605,Hitze::N,paašt,hetta
606,Hitze::N,жоарр,hetta
607,Raureif::N,jyjse,rimfrost
608,Raureif::N,ridne,rimfrost
609,Raureif::N,goarre,rimfrost
610,Raureif::N,ritni,rimfrost
611,Raureif::N,suhči,rimfrost
612,Raureif::N,riṇe,rimfrost
613,Raureif::N,ай,rimfrost
614,Regenbogen::N,aatjan goengere,regnbåge
615,Regenbogen::N,aatjan joekse,regnbåge
616,Regenbogen::N,ádjájuoksa,regnbåge
617,Regenbogen::N,arvedávgi,regnbåge
618,Regenbogen::N,bajándávgi,regnbåge
619,Regenbogen::N,äijihtävgi,regnbåge
620,Regenbogen::N,teârmmazjohss,regnbåge
621,Regenbogen::N,тӣрмесью̄ккс,regnbåge
622,Donner::N,raejrie,åska
623,Donner::N,raejrie,dunder
624,Donner::N,átjek,åska
625,Donner::N,átjek,dunder
626,Donner::N,átjárájdde,åska
627,Donner::N,átjárájdde,dunder
628,Donner::N,áddjá,åska
629,Donner::N,áddjá,dunder
630,Donner::N,baján,åska
631,Donner::N,baján,dunder
632,Donner::N,juuṛâ,åska
633,Donner::N,juuṛâ,dunder
634,Donner::N,tie´rmes,åska
635,Donner::N,tie´rmes,dunder
636,Donner::N,тӣрмесь,åska
637,Donner::N,тӣрмесь,dunder
638,Donner::N,ча̄ркнэгк,åska
639,Donner::N,ча̄ркнэгк,dunder
640,Strömung::N,njuvvie,strömning
641,Strömung::N,ájggedáhpe,strömning
642,Strömung::N,rávdnji,strömning
643,Strömung::N,virde,strömning
644,Strömung::N,ve´rdd,strömning
645,Strömung::N,выррьт,strömning
646,Tropfen::N,gåajhkohts,dropper
647,Tropfen::N,gåjkudis,dropper
648,Tropfen::N,goaikkanas,dropper
649,Tropfen::N,čalme,dropper
650,Tropfen::N,čâ´lmm,dropper
651,Tropfen::N,ча̄лльм,dropper
652,Schaum::N,sapte,skum
653,Schaum::N,såpptå,skum
654,Schaum::N,sokta,skum
655,Schaum::N,suptâ,skum
656,Schaum::N,soptt,skum
657,Schaum::N,со̄ппт,skum
658,Schmutz::N,haaskoe,lort
659,Schmutz::N,haaskoe,smuts
660,Schmutz::N,duolvva,lort
661,Schmutz::N,duolvva,smuts
662,Schmutz::N,duolva,lort
663,Schmutz::N,duolva,smuts
664,Schmutz::N,durdi,lort
665,Schmutz::N,durdi,smuts
666,Schmutz::N,stänži,lort
667,Schmutz::N,stänži,smuts
668,Schmutz::N,sähss,lort
669,Schmutz::N,sähss,smuts
670,Schmutz::N,са̄ккьс,lort
671,Schmutz::N,са̄ккьс,smuts
672,Schmutz::N,не̄шшь,lort
673,Schmutz::N,не̄шшь,smuts
674,See::N,jaevrie,sjö
675,See::N,jávrre,sjö
676,See::N,jávri,sjö
677,See::N,jävri,sjö
678,See::N,jâu´rr,sjö
679,See::N,я̄ввьр,sjö
680,Sumpf::N,pluevie,träsk
681,Sumpf::N,áhpe,träsk
682,Sumpf::N,sæmssa,träsk
683,Sumpf::N,jeaggi,träsk
684,Sumpf::N,jeggi,träsk
685,Sumpf::N,jeä´ǧ'ǧ,träsk
686,Sumpf::N,ла̄ммьп,träsk
687,Moor::N,pluevie,myr
688,Moor::N,pluevie,mosse
689,Moor::N,jiegge,myr
690,Moor::N,jiegge,mosse
691,Moor::N,suotnju,myr
692,Moor::N,suotnju,mosse
693,Moor::N,karrii,myr
694,Moor::N,karrii,mosse
695,Moor::N,kä´rev,myr
696,Moor::N,kä´rev,mosse
697,Moor::N,veättaǩ,myr
698,Moor::N,veättaǩ,mosse
699,Moor::N,ла̄ммьп,myr
700,Moor::N,ла̄ммьп,mosse
701,Wiese::N,ïentje,äng
702,Wiese::N,giedde,äng
703,Wiese::N,gieddi,äng
704,Wiese::N,nijtto,äng
705,Wiese::N,пуэшенҍ,äng
706,Wald::N,skåake,skog
707,Wald::N,skåajje,skog
708,Wald::N,miehtsie,skog
709,Wald::N,vuovdde,skog
710,Wald::N,miehttse,skog
711,Wald::N,vuovdi,skog
712,Wald::N,meahcci,skog
713,Wald::N,mecci,skog
714,Wald::N,vyemi,skog
715,Wald::N,vue´mm,skog
716,Wald::N,meä´c'c,skog
717,Wald::N,ля̄ммт,skog
718,Hügel::N,deava,höjd
719,Hügel::N,deava,kulle
720,Hügel::N,dievvá,höjd
721,Hügel::N,dievvá,kulle
722,Hügel::N,dievvá,höjd
723,Hügel::N,dievvá,kulle
724,Hügel::N,čummâ,höjd
725,Hügel::N,čummâ,kulle
726,Hügel::N,pä´rcc,höjd
727,Hügel::N,pä´rcc,kulle
728,Hügel::N,teä´rmm,höjd
729,Hügel::N,teä´rmm,kulle
730,Hügel::N,ка̄ннҌт,höjd
731,Hügel::N,ка̄ннҌт,kulle
732,Anhöhe::N,deava,höjd
733,Anhöhe::N,deava,backe
734,Anhöhe::N,jalladahke,höjd
735,Anhöhe::N,jalladahke,backe
736,Anhöhe::N,dievásj,höjd
737,Anhöhe::N,dievásj,backe
738,Anhöhe::N,aláš,höjd
739,Anhöhe::N,aláš,backe
740,Anhöhe::N,luohkká,höjd
741,Anhöhe::N,luohkká,backe
742,Anhöhe::N,tiävá,höjd
743,Anhöhe::N,tiävá,backe
744,Anhöhe::N,poorááš,höjd
745,Anhöhe::N,poorááš,backe
746,Anhöhe::N,ču´lpp,höjd
747,Anhöhe::N,ču´lpp,backe
748,Anhöhe::N,škâu´ŋŋ,höjd
749,Anhöhe::N,škâu´ŋŋ,backe
750,Anhöhe::N,ка̄ннҌт,höjd
751,Anhöhe::N,ка̄ннҌт,backe
752,Berg::N,bïerje,berg
753,Berg::N,bïerje,fjäll
