,Concept_ID,ce,cs
802,brennen::V,дага,hořet
803,rauchen::V,оза,kouřit
804,regnen::V,догlа догlу,pršet
805,gefrieren::V,гӏоро,zamrznout
806,tauen::V,даша,tát
807,schmelzen::V,лала,tavit
808,trocknen::V,дакъо,schnout
809,sieden::V,кхехка,vřít
810,faulen::V,дахкадала,hnít
811,verfaulen::V,дахкадала,shnít
812,reißen::V,хеда,roztrhat se
813,versinken::V,хичудаха,topit se
814,versinken::V,хичудаха,ponořit se
815,vergehen::V,дlаэха,plynout
816,erscheinen::V,схьадала,objevit se
817,erscheinen::V,ӏоттадала,objevit se
818,verschwinden::V,къайладала,zmizet
819,sinken::V,лахдала,klesat
820,zunehmen::V,лакхадала,přibýt
821,steigen::V,хьаладала,stoupat
822,wachsen::V,кхиа,růst
823,glänzen::V,лепа,lesknout se
824,funkeln::V,къега,jiskřit se
825,lärmen::V,гӏовгӏаян,dělat hluk
826,läuten::V,детта,zvonit
827,klingeln::V,дека,zvonit
828,klirren::V,дека,řinčet
829,brausen::V,хьаьдда даха,hučet
830,rauschen::V,леста,šumět
831,klingen::V,дека,znít
832,bellen::V,лета,štěkat
833,heulen::V,угӏа,výt
834,blasen::V,хӏуп баха,foukat
835,pfeifen::V,шок етта,pískat
836,schreien::V,мохь бетта,křičet
837,stöhnen::V,узарш дан,sténat
838,zittern::V,дега,třást se
839,leben::V,даха,žít
840,geboren werden::V,хила,rodit se
841,atmen::V,садеӏа,dýchat
842,trinken::V,мала,pít
843,essen::V,кхалла,jíst
844,schlucken::V,къурдбан,polykat
845,müde werden::V,кӏаддала,unavit se
846,einschlafen::V,наб кхета,usnout
847,schlafen::V,вижа,spát
848,schlafen::V,наб ян,spát
849,schlafen::V,дижина хила,spát
850,aufwachen::V,самадала,probudit se
851,aufstehen::V,гӏатта,vstát
852,sich erholen::V,садаӏа,zotavovat se
853,krank werden::V,цомгуш хила,onemocnět
854,krank sein::V,цомгуш хила,být nemocný
855,schmerzen::V,лаза,bolet
856,schmerzen::V,ӏийжа,bolet
857,husten::V,йовхарш етта,kašlat
858,genesen::V,тадала,uzdravit se
859,sterben::V,дала,umřít
860,umkommen::V,хӏаллакхила,zahynout
861,sich bewegen::V,лела,pohnout se
862,sich rühren::V,меттахъхьен,hnout se
863,sich erheben::V,хьалагlатта,zdvihnout se
864,sich setzen::V,хаа,posadit se
865,hinfallen::V,дожа,upadnout
866,hinfallen::V,охьакхета,upadnout
867,laufen::V,вада,běžet
868,laufen::V,хьада,běžet
869,schreiten::V,болар дан,kráčet
870,schreiten::V,ког баккха,kráčet
871,spazierengehen::V,доладала,procházet se
872,eilen::V,сихдала,spěchat
873,sich beeilen::V,сихдала,pospíšit si
874,rennen::V,дада,pádit
875,springen::V,ирхкхийсадала,skákat
876,klettern::V,тӏедийла,lézt
877,klettern::V,тӏедийла,šplhat
878,schaukeln::V,техко,houpat
879,kriechen::V,такха,lézt
880,kriechen::V,такха,plazit se
881,schwimmen::V,некадан,plavat
882,tauchen::V,чулелха,nořit se
883,rudern::V,дига лело,veslovat
884,rudern::V,кема лело,veslovat
885,fahren::V,хахка,jet
886,fahren::V,хахка,jezdit
887,fliegen::V,тӏемадала,létat
888,gehen::V,лeла,jít
889,weggehen::V,дӏадаха,odejít
890,abfahren::V,дӏадаха,odjet
891,anhalten::V,саца,zastavit se
892,hineingehen::V,чудала,vcházet se
893,eintreten::V,чудала,vstoupit
894,kommen::V,кхача,přijít
895,kommen::V,дӏакхача,přijít
896,kommen::V,схьакхача,přijít
897,ankommen::V,кхача,dojít
898,ankommen::V,схьакхача,dojít
899,zurückkommen::V,юхада,vrátit se
900,bleiben::V,диса,zůstat
901,warten::V,хьежа,čekat
902,warten::V,cобар дан,čekat
903,erwarten::V,хьоьжуш ӏан,čekat na
904,suchen::V,леха,hledat
905,finden::V,каро,najít
906,versuchen::V,дан хьажа,zkoušet
907,vorbereiten::V,кечъян,připravit
908,lieben::V,деза,milovat
909,mögen::V,безамхила,mít rád
910,lachen::V,дела,smát se
911,rühren::V,хьедан,dojmout
912,weinen::V,делха,plakat
913,schimpfen::V,чехо,nadávat
914,sich ärgern::V,оьгӏазъэха,pohoršit se
915,sich fürchten::V,кхера,bát se
916,fürchten::V,кхера,bát se
917,fliehen::V,дӏадада,utéct
918,flüchten::V,дӏадада,prchnout
919,sehen::V,ган,vidět
920,anschauen::V,хьажа,podívat se na
921,anschauen::V,хьежа,podívat se na
922,ansehen::V,хьовса,sledovat
923,hören::V,хаза,slyšet
924,zuhören::V,ладогӏа,poslouchat
925,probieren::V,хьажа,ochutnávat
926,riechen::V,хьожа яха,cítit
927,fühlen::V,хаадала,cítit
928,scheinen::V,мотта,zdát se
929,zu sehen sein::V,гуш хила,moci být viděn
930,vernehmen::V,бартхатта,uslyšet
931,frieren::V,гӏоро,mrznout
932,tun::V,дан,dělat
933,können::V,дадала,moct
934,wollen::V,тӏергӏа,chtít
935,anfangen::V,доло,začít
936,beenden::V,довла,ukončit
937,aufhören::V,саца,přestat
938,gelingen::V,кадала,podařit se
939,geraten::V,хила,dařit se
940,öffnen::V,дӏаделла,otevřít
941,öffnen::V,схьаделла,otevřít
942,schließen::V,къовла,zavřít
943,schließen::V,дӏачӏагӏа,zavřít
944,stellen::V,хlотто,postavit
945,setzen::V,дийгӏа,posadit
946,legen::V,охьадилла,klást
947,legen::V,охьадилла,položit
948,berühren::V,хьедан,dotýkat se
949,verbinden::V,вовшахтаса,spojit
950,bedecken::V,тилла,pokrýt
951,bedecken::V,тӏетаса,pokrýt
952,aufhängen::V,хьалаолла,oběsit
953,aufhängen::V,хьалаолла,pověsit
954,anzünden::V,лато,zapálit
955,anzünden::V,лато,podpálit
956,aufheben::V,айа,zvednout
957,aufheben::V,айа,zdvihnout
958,zurücklassen::V,дита,zanechat
959,verlieren::V,дайа,ztratit
960,fallen lassen::V,охьадожо,upustit
961,machen::V,дан,udělat
962,herstellen::V,дан,vyrobit
963,bauen::V,гӏишлоян,stavět
964,bauen::V,гӏишлоян,budovat
965,reparieren::V,тадан,opravit
966,verbessern::V,нисдан,zlepšit
967,ändern::V,хийца,změnit
968,graben::V,ахка,rýt
969,graben::V,ахка,kopat
970,beugen::V,сатто,ohnout
971,biegen::V,сатто,ohnout
972,drehen::V,хьовзо,točit
973,umdrehen::V,хьовзo,obrátit
974,heben::V,айа,zdvihnout
975,heben::V,хьалаайа,zdvihnout
976,hochheben::V,хьалаайа,zvednout
977,ergreifen::V,дӏалаца,chopit se
978,halten::V,латто,držet
979,drücken::V,тӏетаӏо,stisknout
980,schieben::V,татта,posouvat
981,kratzen::V,мӏараш тийса,škrábat
982,lecken::V,мотт хьекха,lízat
983,beißen::V,катoха,kousat
984,abreißen::V,схьадаккха,utrhat
985,abreißen::V,схьадаккха,odtrhat
986,abschneiden::V,кхада,uřezat
987,abschneiden::V,кхада,ukrojit
988,binden::V,дӏадехка,přivázat
989,binden::V,вовшахтаса,přivázat
990,stecken::V,чудахийта,strčit
991,brechen::V,кагдан,lomit
992,klopfen::V,детта,ťukat
993,klopfen::V,детта,klepat
994,hauen::V,етта,bít
995,kleben::V,тӏелато,lepit
996,reiben::V,хьекхо,třít
997,streichen::V,тlехьакха,mazat
998,schleifen::V,ирдан,brousit
999,schneiden::V,ларга,řezat
1000,schneiden::V,ларга,střihat
1001,rütteln::V,лесто,třást
1002,rütteln::V,лесто,otřást
1003,schütteln::V,лесто,třást
1004,schütteln::V,лесто,zatřást
1005,schwenken::V,лесто,mávat
1006,schütten::V,дотта,nasypat
1007,füllen::V,дуза,naplnit
1008,einwickeln::V,хьарчо,zavinout
1009,tragen::V,дахьа,nést
1010,schleppen::V,ийзо,vléct
1011,ziehen::V,озо,tahat
1012,ziehen::V,озо,táhnout
1013,aufbewahren::V,ӏалашдан,schovat
1014,werfen::V,кхосса,házet
1015,fangen::V,леца,chytat
1016,packen::V,леца,uchvátit
1017,verstecken::V,къайладаккха,schovat
1018,teilen::V,декъа,rozdělit
1019,schicken::V,дӏадахьийта,posílat
1020,bringen::V,дан,přinést
1021,hinzufügen::V,тӏетоха,připojit
1022,bekommen::V,даккха,dostat
1023,erhalten::V,даккха,uchovat
1024,nehmen::V,схьаэца,vzít
1025,wählen::V,харжа,zvolit
1026,auswählen::V,харжа,vybrat
1027,bewahren::V,lалашдан,uchránit
1028,behindern::V,новкъарло ян,překážet
1029,verderben::V,талхо,zkazit
1030,beschädigen::V,дохо,porušit
1031,beschädigen::V,дохо,poškodit
1032,zerbrechen::V,дохо,rozlámat
1033,zerbrechen::V,кагдан,rozlámat
1034,zerreißen::V,хадо,roztrhnout
1035,zerstören::V,дохо,zničit
1036,zerstören::V,кагдан,zničit
1037,verbrennen::V,даго,spálit
1038,geben::V,яла,dát
1039,reichen::V,дӏадала,podat
1040,reichen::V,дӏакховдо,podat
1041,schenken::V,совгӏат дан,darovat
1042,versprechen::V,ваӏда дан,slíbit
1043,wünschen::V,лаа,přát
1044,loben::V,хасто,chválit
1045,küssen::V,оба яккха,líbat
1046,wiegen::V,тахка,chovat
1047,wiegen::V,тахка,kolébat
1048,zudecken::V,тӏетаса,přikrýt
1049,zudecken::V,тӏетаса,přiklopit
1050,wecken::V,самадаккха,vzbudit
1051,zeigen::V,гайта,ukázat
1052,führen::V,дига,vést
1053,lehren::V,ӏамо,učit
1054,unterrichten::V,хьеха,vyučovat
1055,aufziehen::V,кхио,vychovat
1056,leiten::V,урхалла дан,vodit
1057,antreiben::V,сихдан,nutit
1058,lassen::V,-йта,dát
1059,einladen::V,кхайкха,pozvat
1060,vereinigen::V,цхьаьнатоха,spojit
1061,besuchen::V,хьажахIотта,návštívit
1062,treffen::V,дуьхьалкхета,potkat
1063,sich versammeln::V,гулдан,shromáždit se
1064,spielen::V,ловза,hrát
1065,singen::V,лакха,zpívat
1066,tanzen::V,хелхадала,tančit
1067,sich trennen::V,къаста,rozejít se
1068,verlassen::V,дита,opustit
1069,retten::V,кӏелхьардаккха,zachránit
1070,bewachen::V,ха дан,hlídat
1071,schützen::V,лардан,chránit
1072,verteidigen::V,лардан,obhájit
1073,sich schlagen::V,етта,bít se
1074,schießen::V,детта,střílet
1075,siegen::V,тола,zvítězit
1076,ärgern::V,оьгӏаздахийта,zlobit
1077,ärgern::V,оьгӏаздахийта,pohoršit
1078,schlagen::V,тоха,udeřit
1079,schlagen::V,тоха,praštit
1080,treten::V,мийра тоха,kopnout
1081,stechen::V,ӏотта,bodnout
1082,stechen::V,ӏотта,píchnout
1083,stechen::V,къовзо,bodnout
1084,stechen::V,къовзо,píchnout
1085,stoßen::V,татта,strčit
1086,stehlen::V,лачкъо,ukrást
1087,stören::V,новкъарло ян,vyrušit
1088,belästigen::V,сагатдан,obtěžovat
1089,verbergen::V,къайладаккха,skrýt
1090,täuschen::V,ӏexo,klamat
1091,betrügen::V,ледан,podvést
1092,töten::V,ден,zabít
1093,wohnen::V,даха,bydlit
1094,arbeiten::V,къахьега,pracovat
1095,sammeln::V,гулдан,sebrat
1096,pflücken::V,даха,česat
1097,jagen::V,талла,uhonit
1098,fischen::V,чӏерий леца,chytat ryby
1099,fassen::V,лаца,ulovit
1100,fassen::V,схьалаца,ulovit
1101,hüten::V,лардан,pást
1102,treiben::V,лахка,hnát
1103,anbinden::V,дӏадехка,přivázat
1104,füttern::V,хӏума яла,krmit
1105,melken::V,оза,dojit
1106,gießen::V,хи тоха,zalít
1107,reifen::V,хьекъа,uzrát
1108,zubereiten::V,кечъян,připravit
1109,zubereiten::V,кхача бан,připravit
1110,kochen::V,кхача бан,vařit
1111,backen::V,датта,péct
1112,braten::V,кхарза,smažit
1113,umrühren::V,кего,zamíchat
1114,nähen::V,тега,šít
1115,färben::V,басардан,nabarvit
1116,reinigen::V,цӏандан,očistit
1117,waschen::V,йила,mýt
1118,waschen::V,йитта,mýt
1119,waschen::V,дӏадайа,mýt
1120,abwischen::V,дӏадайа,utřít
1121,spülen::V,хи кхарза,spláchnout
1122,fegen::V,нуй хьакха,zamést
1123,kehren::V,нуй хьакха,mést
1124,baden::V,лийча,koupat se
1125,sich waschen::V,юьхь йила,mýt se
1126,ausziehen::V,духар дӏадаккха,svléct
1127,sich anziehen::V,духа,oblékat se
1128,kämmen::V,ехк хьакха,učesat
1129,schmücken::V,хаздан,ozdobit
1130,sagen::V,ала,říct
1131,sprechen::V,баха,mluvit
1132,sprechen::V,мотт бийца,mluvit
1133,reden::V,къамел дан,hovořit
1134,sich unterhalten::V,къамел дан,povídat se
1135,fragen::V,хатта,zeptat se
1136,bitten::V,деха,prosit
1137,erzählen::V,дийца,povídat
1138,mitteilen::V,хаам бан,sdělit
1139,mitteilen::V,хаам бан,oznámit
1140,nennen::V,цӏе яккха,nazvat
1141,rufen::V,кхайкха,volat
1142,rufen::V,кхайкха,zavolat
1143,prahlen::V,куралла ян,chlubit se
1144,prahlen::V,дозалла дан,chlubit se
1145,übersetzen::V,гоч дан,přeložit
1146,denken::V,ойла ян,myslit
1147,glauben::V,теша,věřit
1148,bemerken::V,ган,zpozorovat
1149,erkennen::V,довза,poznat
1150,begreifen::V,кхета,pochopit
1151,verstehen::V,кхета,porozumět
1152,lernen::V,деша,učit se
1153,wissen::V,хаа,vědět
1154,sich erinnern an::V,дагадан,vzpomínat si na
1155,vergessen::V,дицдала,zapomínat
1156,messen::V,дуста,měřit
1157,zählen::V,дагардан,spočítat
1158,rechnen::V,лара,počítat
1159,lesen::V,еша,číst
1160,malen::V,сурт дилла,malovat
1161,zeichnen::V,сурт дилла,rýsovat
1162,schreiben::V,яздан,psát
1163,besitzen::V,доладан,mít
1164,besitzen::V,доладан,vlastnit
1165,kaufen::V,эца,koupit
1166,verkaufen::V,дохка,prodat
1167,bezahlen::V,мах бала,zaplatit
1168,zahlen::V,мах бала,platit
1169,beherrschen::V,собаре хила,ovládat
1170,ertragen::V,лан,snést
1171,ertragen::V,сатоха,snést
1172,ertragen::V,садетта,snést
1173,Schwarm::N,,roj
1174,Schwarm::N,,hejno
1175,Schlinge::N,,smyčka
1176,Art::N,,druh
1177,Entfernung::N,,vzdálenost
1178,Griff::N,,držadlo
1179,Figur::N,,figura
1180,Bogen[Waffe]::N,,luk
1181,so::ADV,,tak
1182,so::ADV,,takto
1183,abnehmen::V,,ubýt
1184,sausen::V,,fičet
1185,wenden::V,,obrátit
1186,hacken::V,,seknout
1187,stricken::V,,plést
1188,anziehen::V,,obléct
