,Concept_ID,ps,cy
309,Ruf::N,ږغ,galwad
310,Ruf::N,بلنه,galwad
311,Lärm::N,غالمغال,trwst
312,Laut::N,ږغ,sain
313,Ton::N,اواز,tôn
314,Lied::N,غزله,cân
315,Lied::N,سندره,cân
316,Ruhe::N,ارامي,tawelwch
317,Leute::N,خلک,pobl
318,Volk::N,ولس,pobl
319,Arbeit::N,کار,gwaith
320,Gast::N,مېلمه,gwestai
321,Geschenk::N,تحفه,rhodd
322,Geschenk::N,تحفه,anrheg
323,Geschenk::N,سوغات,rhodd
324,Geschenk::N,سوغات,anrheg
325,Spiel::N,لوبه,chwarae
326,Gesellschaft::N,ډله,cwmni
327,Hilfe::N,کومک,cymorth
328,Hilfe::N,مرسته,cymorth
329,Freund::N,ملګری,cyfaill
330,Kamerad::N,انډيوال,cydymaith
331,Angelegenheit::N,موضوع,pwnc
332,Anzahl::N,شمېر,cyfrif
333,Anzahl::N,تعداد,cyfrif
334,Art::N,ډول,bath
335,Stück::N,ټوټه,darn
336,Teil::N,برخه,rhan
337,Hälfte::N,نیم,hanner
338,Kreis::N,دایره,cylch
339,Kreuz::N,صلیب,croes
340,Linie::N,خط,llinell
341,Linie::N,لیکه,llinell
342,Strich::N,کرښه,strôc
343,Strich::N,کرښه,trawiad
344,Abstand::N,فاصله,bwlch
345,Abstand::N,فاصله,pellter
346,Entfernung::N,واټن,pellter
347,Gegend::N,سیمه,cylch
348,Gegend::N,منطقه,cylch
349,Platz::N,ځای,lle
350,Ort::N,ځای,lle
351,Seite::N,مخ,ochr
352,Seite::N,اړخ,ochr
353,Mitte::N,وسط,canol
354,Mitte::N,مینځ,canol
355,Gegenstand::N,شی,eitem
356,Sache::N,شی,peth
357,Sache::N,څيز,peth
358,Rand::N,څنډه,cwr
359,Rand::N,څنډه,ymyl
360,Rand::N,کناره,cwr
361,Rand::N,کناره,ymyl
362,Kante::N,اړخ,min
363,Kante::N,اړخ,ymyl
364,Ecke::N,ګوټ,cornel
365,Spitze::N,څوکه,blaen
366,Ende::N,څوکه,pen
367,Loch::N,سوری,twll
368,Winkel::N,کنج,congl
369,Winkel::N,کوتی,congl
370,Muster::N,نمونه,patrwm
371,Größe::N,قد,maint
372,Größe::N,قد,maintioli
373,Größe::N,لويوالی,maint
374,Größe::N,لويوالی,maintioli
375,Länge::N,طول,hyd
376,Länge::N,اوږد والی,hyd
377,Höhe::N,جګوالی,uchder
378,Gewicht::N,وزن,pwysau
379,Menge::N,اندازه,swm
380,Menge::N,اندازه,maint
381,Haufen::N,کوټه,pentwr
382,Reihe::N,صف,rhes
383,Reihe::N,کتار,rhes
384,Boot::N,قايق,cwch
385,Ruder::N,چپه,rhwyf
386,Schlitten::N,ښویېدونی,sled
387,Schlitten::N,ښویېدونی,car llusg
388,Ski::N,سکي,sgi
389,Lagerfeuer::N,اور,coelcerth
390,Last::N,بار,llwyth
391,Last::N,پېټی,llwyth
392,Gang::N,تګ,tro
393,Schritt::N,ګام,cam
394,Norden::N,شمال,gogledd
395,Süden::N,سوېل,de
396,Westen::N,لوېدېځ,gorllewin
397,Osten::N,شرق,dwyrain
398,Osten::N,ختیځ,dwyrain
399,Holz::N,لرګی,pren
400,Brett::N,تخته,bwrdd
401,Brett::N,تخته,astell
402,Platte::N,تخته,llech
403,Stütze::N,تکیوان,ateg
404,Stütze::N,تکیوان,cynhalydd
405,Stange::N,ډاګه,polyn
406,Stock::N,لرګی,ffon
407,Stock::N,لرګی,brigyn
408,Stab::N,چيخله,ffon
409,Rohr::N,نل,pibell
410,Haus::N,کور,tŷ
411,Heim::N,کور,cartref
412,Ofen::N,تودنۍ,stof
413,Fußboden::N,غولی,llawr
414,Tisch::N,مېز,bwrdd
415,Stuhl::N,چوکۍ,cadair
416,Wiege::N,زانګو,crud
417,Bett::N,کټ,gwely
418,Bett::N,چپرکټ,gwely
419,Regal::N,تاخچۍ,silff
420,Kiste::N,صندوق,bocs
421,Kiste::N,صندوق,blwch
422,Fenster::N,کړکۍ,ffenestr
423,Tür::N,دروازه,drws
424,Tor::N,دروازه,porth
425,Zaun::N,کټاره,ffens
426,Dach::N,بام,to
427,Leiter::N,زينه,ysgol
428,Besen::N,جارو,ysgub
429,Spaten::N,یوم,rhaw
430,Schaufel::N,بېلچه,rhaw
431,Gabel::N,پنجه,fforc
432,Löffel::N,کاشوغه,llwy
433,Messer::N,چاقو,cyllell
434,Nagel::N,ميخ,hoel
435,Netz::N,جال,gwe
436,Netz::N,جال,rhwyd
437,Haken::N,څنګک,bach
438,Griff::N,لاستی,carn
439,Schloss::N,کلپ,clo
440,Bild::N,رسم,llun
441,Bild::N,رسم,pictiwr
442,Figur::N,قدوقامت,ffigur
443,Puppe::N,ګوډۍ,dol
444,Beutel::N,کڅوړه,cwd
445,Bündel::N,دسته,bwndel
446,Bündel::N,دسته,coflaid
447,Tasche::N,بکس,cod
448,Tasche::N,توبره,cod
449,Eimer::N,سطل,bwced
450,Eimer::N,سطل,cunnog
451,Deckel::N,سرپوښ,caead
452,Geschirr::N,لوښی,llestri
453,Sack::N,جوال,sach
454,Tasse::N,پیاله,cwpan
455,Topf::N,دېګی,pot
456,Topf::N,دېګی,crochan
457,Kessel::N,دېګ,tegell
458,Essen::N,خوراک,pryd o fwyd
459,Nahrung::N,خوراک,bwyd
460,Speise::N,خواړه,saig
461,Fleisch::N,غوښه,cig
462,Getreide::N,غله,ŷd
463,Getreide::N,غله,llafur
464,Brei::N,اوګره,uwd
465,Brot::N,ډوډۍ,bara
466,Scheibe::N,مړۍ,tafell
467,Fett::N,غوړي,saim
468,Fett::N,غوړي,braster
469,Butter::N,کوچ,ymenyn
470,Öl::N,تېل,olew
471,Salz::N,مالګه,halen
472,Suppe::N,شوربا,cawl
473,Honig::N,شات,mêl
474,Milch::N,شوده,llaeth
475,Milch::N,شوده,llefrith
476,Tee::N,چای,te
477,Leder::N,څرمن,lledr
478,Wolle::N,پشم,gwlân
479,Stoff::N,ټوټه,lliain
480,Stoff::N,ټوټه,brethyn
481,Nadel::N,ستن,nodwydd
482,Faden::N,تار,edau
483,Faden::N,تار,edefyn
484,Knopf::N,تڼۍ,botwm
485,Knopf::N,تکمه,botwm
486,Knoten::N,غوټه,cwlwm
487,Farbe::N,رنګ,paent
488,Kleidung::N,کالي,dillad
489,Kleidung::N,کالي,gwisgoedd
490,Hemd::N,کميس,crys
491,Kragen::N,غاړه,coler
492,Ärmel::N,لستوڼی,llawes
493,Hose::N,پطلون,trowsus
494,Gürtel::N,کمربند,gwregys
495,Mütze::N,خولۍ,cap
496,Schuh::N,بوټ,esgid
497,Stiefel::N,موزه,botasen
498,Ring::N,ګوته,modrwy
499,Band::N,فيته,rhuban
500,Kamm::N,ګمنځ,crib
501,Spiegel::N,ایینه,drych
502,Spiegel::N,هنداره,drych
503,Riemen::N,تسمه,strap
504,Schnur::N,مزی,llinyn
505,Leine::N,رسۍ,tennyn
506,Decke::N,بړستن,blanced
507,Decke::N,بړستن,gwrthban
508,Kissen::N,بالښت,clustog
509,Kissen::N,بالښت,gobennydd
510,Tuch::N,ټیکری,sgarff
511,Handtuch::N,دسمال,tywel
512,Handtuch::N,دسمال,lliain sychu
513,Kraft::N,زور,grym
514,Kraft::N,توان,grym
515,Stärke::N,قوت,nerth
516,Stärke::N,قوت,cryfder
517,Gesundheit::N,صحت,iechyd
518,Gesundheit::N,روغتیا,iechyd
519,Krankheit::N,مرض,afiechyd
520,Krankheit::N,مرض,anhwylder
521,Krankheit::N,ناروغي,afiechyd
522,Krankheit::N,ناروغي,anhwylder
523,Schmerz::N,درد,poen
524,Schmerz::N,درد,gwayw
525,Wunde::N,ټپ,clwyf
526,Wunde::N,زخم,clwyf
527,Fieber::N,تبه,twymyn
528,Arznei::N,دوا,meddyginiaeth
529,Arznei::N,دارو,meddyginiaeth
530,Brücke::N,پول,pont
531,Brunnen::N,څاه,ffynnon
532,Brunnen::N,کوهی,ffynnon
533,Weide::N,وله,porfa
534,Pfad::N,تړه,llwybr
535,Weg::N,لیار,ffordd
536,Straße::N,سړک,heol
537,Straße::N,سړک,ffordd
538,Dorf::N,کلی,pentref
539,Stadt::N,ښار,tref
540,Brief::N,لیک,llythyr
541,Brief::N,مکتوب,llythyr
542,Buch::N,کتاب,llyfr
543,Buchstabe::N,حرف,llythyren
544,Buchstabe::N,توری,llythyren
545,Zeitung::N,اخبار,papur newydd
546,Leben::N,ژوند,bywyd
547,Tod::N,مرګ,marwolaeth
548,Tod::N,مړینه,marwolaeth
549,Grab::N,قبر,bedd
550,Grab::N,ډورۍ,bedd
551,Kirche::N,کلیسا,eglwys
552,Sünde::N,ګناه,pechod
553,Gott::N,خدای,duw
554,Arbeiter::N,کاریګر,gweithiwr
555,Chef::N,آمر,pennaeth
556,Meister::N,استاد,meistr
557,Arzt::N,طبیب,meddyg
558,Arzt::N,ډاکټر,meddyg
559,Lehrer::N,معلم,athro
560,Lehrer::N,ښوونکی,athro
561,Geld::N,پیسې,pres
562,Geld::N,پیسې,arian
563,Geschäft::N,سوداګري,busnes
564,Laden::N,دکان,siop
565,Laden::N,مغازه,siop
566,Preis::N,بیه,pris
567,Ware::N,مال,nwydd
568,Nutzen::N,ګټه,elw
569,Nutzen::N,ګټه,budd
570,Reichtum::N,شتمني,cyfoeth
571,Welt::N,نړۍ,byd
572,Welt::N,دنیا,byd
573,Land::N,هېواد,gwlad
574,Staat::N,دولت,gwladwriaeth
575,König::N,باچا,brenin
576,König::N,پادشاه,brenin
577,Macht::N,قدرت,grym
578,Macht::N,قدرت,awdurdod
579,Grenze::N,حد,ffin
580,Grenze::N,حد,goror
581,Grenze::N,سرحد,ffin
582,Grenze::N,سرحد,goror
583,Krieg::N,جګړه,rhyfel
584,Feind::N,دښمن,gelyn
585,Gewalt::N,زور,ffyrnigrwydd
586,Gewalt::N,تشدد,ffyrnigrwydd
587,Kampf::N,جنګ,brwydr
588,Kampf::N,مبارزه,brwydr
589,Bogen[Waffe]::N,لیندۍ,bwa
590,Pfeil::N,غشی,saeth
591,Gewehr::N,ټوپک,dryll
592,Fehler::N,خطا,gwall
593,Fehler::N,خطا,camgymeriad
594,Fehler::N,غلطي,gwall
595,Fehler::N,غلطي,camgymeriad
596,Lüge::N,دروغ,celwydd
597,Lüge::N,دروغ,anwiredd
598,Schaden::N,زیان,niwed
599,Schaden::N,زیان,difrod
600,Schaden::N,تاوان,niwed
601,Schaden::N,تاوان,difrod
602,Unglück::N,بدبختي,anffawd
603,Schuld::N,ګناه,bai
604,Alter::N,منګ,oed
605,Schluss::N,اخر,diwedd
606,Zeit::N,وخت,amser
607,Tag::N,ورځ,dydd
608,Tag::N,ورځ,diwrnod
609,Morgen::N,سبا,bore
610,Morgen::N,سهار,bore
611,Mittag::N,غرمه,nawn
612,Abend::N,ماښام,noswaith
613,Nacht::N,شپه,nos
614,Woche::N,اونۍ,wythnos
615,Monat::N,مياشت,mis
616,Jahr::N,کال,blwyddyn
617,Frühling::N,پسرلی,gwanwyn
618,Sommer::N,دوبی,haf
619,Herbst::N,منی,hydref
620,Herbst::N,خزان,hydref
621,Winter::N,ژمی,gaeaf
622,Januar::N,جنوري,Ionawr
623,Februar::N,فبروري,Chwefror
624,März::N,مارچ,Mawrth
625,April::N,اپریل,Ebrill
626,Mai::N,مې,Mai
627,Juni::N,جون,Mehefin
628,Juli::N,جولای,Gorffennaf
629,August::N,اګست,Awst
630,September::N,سپټامبر,Medi
631,Oktober::N,اکتوبر,Hydref
632,November::N,نومبر,Tachwedd
633,Dezember::N,دسمبر,Rhagfyr
634,Montag::N,دوشنبه,dydd Llun
635,Dienstag::N,سه شنبه,dydd Mawrth
636,Mittwoch::N,چارشنبه,dydd Mercher
637,Donnerstag::N,پنجشنبه,dydd Iau
638,Freitag::N,جمعه,dydd Gwener
639,Samstag::N,خالي,dydd Sadwrn
640,Sonntag::N,یکشنبه,dydd Sul
641,groß::A,لوی,mawr
642,klein::A,وړوکی,bach
643,lang::A,اوړد,hir
644,kurz::A,لنډ,byr
645,kurz::A,لنډ,cwta
646,breit::A,پراخه,llydan
647,schmal::A,تنګ,cul
648,dicht::A,ګڼ,dwys
649,dick[Gegenstand]::A,پنډ,trwchus
650,dünn::A,نری,tenau
651,fein::A,نازک,main
652,fest::A,کلک,cadarn
653,fest::A,ټینګ,cadarn
654,flach::A,هوار,gwastad
655,glatt::A,ښوی,llyfn
656,hart::A,کلک,caled
657,weich::A,نرم,meddal
658,weich::A,پوست,meddal
659,rund::A,ګرد,crwn
660,spitz::A,تېره,pigfain
661,scharf::A,تېز,miniog
662,scharf::A,تېره,miniog
663,stumpf::A,پڅ,pŵl
664,schwer::A,دروند,trwm
665,schön::A,ښکلی,teg
666,schön::A,ښکلی,hardd
667,schön::A,ښکلی,prydferth
668,heiß::A,تود,poeth
669,warm::A,تود,twym
670,warm::A,تود,cynnes
671,kalt::A,ېخ,oer
672,kalt::A,سوړ,oer
673,kühl::A,ېخ,oeraidd
674,kühl::A,سوړ,oeraidd
675,frisch::A,تازه,iach
676,feucht::A,مرطوب,llaith
677,nass::A,لوند,gwlyb
678,trocken::A,وچ,sych
679,voll::A,ډک,llawn
680,leer::A,خالی,gwag
681,offen::A,خلاص,agored
682,offen::A,پرانیستی,agored
683,geschlossen::A,تړلی,caead
684,geschlossen::A,تړلی,caeëdig
685,sauber::A,پاک,glân
686,schmutzig::A,چټل,budr
687,schmutzig::A,چټل,brwnt
688,roh::A,خام,amrwd
689,reif::A,پوخ,aeddfed
690,reif::A,رسېدلی,aeddfed
691,lecker::A,خوندور,blasus
692,lecker::A,خوندور,danteithiol
693,lecker::A,مزه دار,blasus
694,lecker::A,مزه دار,danteithiol
695,süß::A,خوږ,melys
696,süß::A,شیرین,melys
697,bitter::A,تریخ,chwerw
698,sauer::A,ټاک,sur
699,sauer::A,تريو,sur
700,hell::A,روڼ,disglair
701,hell::A,روښان,disglair
702,dunkel::A,تیاره,tywyll
703,schwarz::A,تور,du
704,weiß::A,سپين,gwyn
705,rot::A,سور,coch
706,gelb::A,زېړ,melyn
707,blau::A,شین,glas
708,blau::A,اسماني رنګه,glas
709,grün::A,زرغون,gwyrdd
710,grau::A,خړ,llwyd
711,bunt::A,رنګارنګ,lliwgar
712,billig::A,ارزان,rhad
713,teuer::A,ګران,drud
714,wertvoll::A,قیمتي,gwerthfawr
715,blind::A,ړوند,dall
716,taub::A,کوڼ,byddar
717,kräftig::A,قوی,nerthol
718,kräftig::A,قوی,grymus
719,stark::A,قوی,cryf
720,stark::A,قوی,cadarn
721,stark::A,تکړه,cryf
722,stark::A,تکړه,cadarn
723,schwach::A,ضعیف,gwan
724,schwach::A,کمزوری,gwan
725,fett::A,چاغ,tew
726,schlank::A,خوش اندام,main
727,hübsch::A,ښکلی,tlws
728,hübsch::A,ښایسته,tlws
729,böse::A,شریر,drwg
730,böse::A,قهرناک,drwg
731,dumm::A,احمق,twp
732,faul::A,لټ,diog
733,faul::A,تنبل,diog
734,fleißig::A,زحمت کښ,dyfal
735,geizig::A,بخیل,crintach
736,geizig::A,بخیل,cybyddlyd
737,klug::A,عاقل,deallus
738,klug::A,هوښیار,deallus
739,geschickt::A,ماهر,medrus
740,geschickt::A,ماهر,deheuig
741,lieb::A,عزیز,hoff
742,lieb::A,عزیز,annwyl
743,lieb::A,محبوب,hoff
744,lieb::A,محبوب,annwyl
745,lustig::A,خوشحال,llon
746,sanft::A,پوست,mwyn
747,sanft::A,ملایم,mwyn
748,hungrig::A,وږی,newynog
749,krank::A,مريض,sâl
750,krank::A,مريض,gwael
751,krank::A,ناروغ,sâl
752,krank::A,ناروغ,gwael
753,nackt::A,لوڅ,noeth
754,traurig::A,غمجن,trist
755,lebendig::A,ژوندی,yn fyw
756,gut::A,ښه,da
757,schlecht::A,بد,drwg
758,schlecht::A,بد,gwael
759,schlecht::A,خراب,drwg
760,schlecht::A,خراب,gwael
761,richtig::A,سم,cywir
762,richtig::A,صحیح,cywir
763,schlimm::A,بد,enbyd
764,schlimm::A,مخوف,enbyd
765,wahr::A,واقعي,gwir
766,alt::A,زوړ,hen
767,neu::A,نوی,newydd
768,ehemalig::A,پخوانی,blaenorol
769,alt[Lebewesen]::A,زوړ,oedrannus
770,jung::A,ځوان,ifanc
771,arm::A,غریب,tlawd
772,arm::A,بې وزله,tlawd
773,reich::A,شتمن,cyfoethog
774,reich::A,دولتمند,cyfoethog
775,bekannt::A,اشنا,cynefin
776,bekannt::A,اشنا,cyfarwydd
777,berühmt::A,مشهور,enwog
778,fremd::A,پردی,estron
779,fremd::A,بېګانه,estron
780,verschieden::A,مختلف,gwahanol
781,nah::A,نژدې,agos
