,Concept_ID,en,pl
109,Anhöhe::N,elevation,wzgórze
110,Berg::N,mountain,góra
111,Gipfel::N,summit,szczyt
112,Gipfel::N,summit,wierzchołek
113,Höhle::N,cave,pieczara
114,Abhang::N,slope,stok
115,Abhang::N,slope,zbocze
116,Quelle::N,source,zdrój
117,Quelle::N,source,źródło
118,Bach::N,brook,potok
119,Bach::N,brook,strumień
120,Fluss::N,river,rzeka
121,Ufer::N,shore,brzeg
122,Küste::N,coast,wybrzeże
123,Festland::N,land,ląd
124,Meer::N,sea,morze
125,Bucht::N,cove,zatoka
126,Insel::N,island,wyspa
127,Blume::N,flower,kwiat
128,Gras::N,grass,trawa
129,Wurzel::N,root,korzeń
130,Baum::N,tree,drzewo
131,Stamm::N,trunk,pień
132,Rinde::N,bark,kora
133,Ast::N,limb,gałąź
134,Zweig::N,branch,gałąź
135,Blatt::N,leaf,liść
136,Birke::N,birch,brzoza
137,Kiefer[Baum]::N,pine,sosna
138,Weide[Baum]::N,willow,wierzba
139,Tanne::N,fir,jodła
140,Horn::N,horn,róg
141,Feder::N,feather,pióro
142,Fell::N,fur,futro
143,Flügel::N,wing,skrzydło
144,Klaue::N,claw,szpon
145,Kralle::N,claw,pazur
146,Schwanz::N,tail,ogon
147,Ei::N,egg,jajko
148,Nest::N,nest,gniazdo
149,Bau::N,lair,nora
150,Tier::N,animal,zwierzę
151,Herde::N,flock,stado
152,Herde::N,flock,trzoda
153,Kuh::N,cow,krowa
154,Bulle::N,bull,byk
155,Pferd::N,horse,koń
156,Schaf::N,sheep,owca
157,Schwein::N,pig,świnia
158,Hund::N,dog,pies
159,Katze::N,cat,kot
160,Katze::N,cat,kotka
161,Bär::N,bear,niedźwiedż
162,Eichhörnchen::N,squirrel,wiewiórka
163,Elch::N,elk,łóś
164,Fuchs::N,fox,lis
165,Hase::N,hare,zając
166,Maus::N,mouse,mysz
167,Wolf::N,wolf,wilk
168,Vogel::N,bird,ptak
169,Schwarm::N,swarm,stado
170,Huhn::N,chicken,kura
171,Hahn::N,cock,kogut
172,Gans::N,goose,gęś
173,Adler::N,eagle,orzeł
174,Ente::N,duck,kaczka
175,Eule::N,owl,sowa
176,Kranich::N,crane,żuraw
177,Krähe::N,crow,wrona
178,Kuckuck::N,cuckoo,kukułka
179,Schwan::N,swan,łabędż
180,Fisch::N,fish,ryba
181,Barsch::N,perch,okoń
182,Hecht::N,pike,szczupak
183,Schlange[Tier]::N,snake,wąż
184,Schlange[Tier]::N,snake,żmija
185,Wurm::N,worm,robak
186,Spinne::N,spider,pająk
187,Ameise::N,ant,mrówka
188,Laus::N,louse,wesz
189,Mücke::N,midge,komar
190,Fliege::N,fly,mucha
191,Schmetterling::N,butterfly,motyl
192,Beere::N,berry,jagoda
193,Apfel::N,apple,jabłko
194,Pilz::N,mushroom,grzyb
195,Zwiebel::N,onion,cebula
196,Saat::N,seed,siew
197,Korn::N,grain,ziarno
198,Heu::N,hay,siano
199,Schale::N,husk,łupina
200,Grube::N,pit,dół
201,Grube::N,pit,jama
202,Falle::N,trap,pułapka
203,Schlinge::N,noose,sidła
204,Spur::N,track,ślad
205,Asche::N,ashes,popiół
206,Dreck::N,filth,brud
207,Eisen::N,iron,żelazo
208,Gold::N,gold,złoto
209,Silber::N,silver,srebro
210,Kohle::N,coal,węgiel
211,Glas::N,glass,szkło
212,Lehm::N,clay,glina
213,Sand::N,sand,piasek
214,Mensch::N,human,człowiek
215,Mann::N,man,mężczyzna
216,Frau::N,woman,kobieta
217,Kind::N,child,dziecko
218,Junge::N,boy,chłopak
219,Junge::N,boy,chłopiec
220,Mädchen::N,girl,dziewczynka
221,Familie::N,family,rodzina
222,Großvater::N,grandfather,dziadek
223,Großmutter::N,grandmother,babka
224,Eltern::N,parents,rodzice
225,Vater::N,father,ojciec
226,Mutter::N,mother,matka
227,Sohn::N,son,syn
228,Tochter::N,daughter,córka
229,Bruder::N,brother,brat
230,Schwester::N,sister,siostra
231,Onkel::N,uncle,wuj
232,Onkel::N,uncle,stryj
233,Tante::N,aunt,ciotka
234,Ehemann::N,husband,mąż
235,Ehefrau::N,wife,żona
236,Freude::N,joy,radość
237,Gelächter::N,laughter,śmiech
238,Glück::N,happiness,szczęście
239,Kummer::N,grief,zmartwienie
240,Wunsch::N,wish,życzenie
241,Lust::N,desire,chęć
242,Lust::N,desire,ochota
243,Geist::N,spirit,duch
244,Gedanke::N,thought,myśl
245,Gedächtnis::N,memory,pamięć
246,Verstand::N,mind,rozum
247,Sinn::N,meaning,zmysł
248,Grund::N,reason,powód
249,Wahrheit::N,truth,prawda
250,Gespräch::N,talk,rozmowa
251,Märchen::N,fairy tale,bajka
252,Erzählung::N,story,opowiadanie
253,Nachricht::N,message,wiadomość
254,Neuigkeit::N,news,nowina
255,Name::N,name,imię
256,Rätsel::N,puzzle,zagadka
257,Rede::N,speech,mowa
258,Sprache::N,language,język
259,Stimme::N,voice,głos
260,Wort::N,word,słowo
261,Zeichen::N,sign,znak
262,Ruf::N,call,wołanie
263,Lärm::N,noise,hałas
264,Lärm::N,noise,zgiełk
265,Laut::N,sound,dźwięk
266,Ton::N,tone,ton
267,Ton::N,tone,dźwięk
268,Lied::N,song,pieśń
269,Lied::N,song,piosenka
270,Ruhe::N,calm,spokój
271,Leute::N,people,ludzie
272,Volk::N,nation,naród
273,Arbeit::N,work,praca
274,Arbeit::N,work,robota
275,Gast::N,guest,gość
276,Geschenk::N,gift,prezent
277,Geschenk::N,gift,podarunek
278,Spiel::N,game,gra
279,Spiel::N,game,zabawa
280,Gesellschaft::N,company,towarzystwo
281,Hilfe::N,help,pomoc
282,Freund::N,friend,przyjaciel
283,Kamerad::N,companion,kolega
284,Angelegenheit::N,matter,sprawa
285,Anzahl::N,count,ilość
286,Art::N,sort,rodzaj
287,Stück::N,piece,kawałek
288,Teil::N,part,część
289,Hälfte::N,half,połowa
290,Kreis::N,circle,krąg
291,Kreuz::N,cross,krzyż
292,Linie::N,line,linia
293,Strich::N,stroke,kreska
294,Abstand::N,gap,odstęp
295,Entfernung::N,distance,odległość
296,Gegend::N,area,okolica
297,Platz::N,space,miejsce
298,Ort::N,place,miejsce
299,Seite::N,side,bok
300,Seite::N,side,strona
301,Mitte::N,middle,środek
302,Gegenstand::N,item,przedmiot
303,Sache::N,thing,rzecz
304,Rand::N,fringe,skraj
305,Rand::N,fringe,krawędź
306,Kante::N,edge,kant
307,Kante::N,edge,krawędź
308,Ecke::N,corner,róg
309,Spitze::N,tip,ostrze
310,Ende::N,end,koniec
311,Loch::N,hole,dziura
312,Winkel::N,angle,kąt
313,Winkel::N,angle,kącik
314,Muster::N,pattern,wzór
315,Größe::N,size,rozmiar
316,Größe::N,size,wielkość
317,Länge::N,length,długość
318,Höhe::N,height,wysokość
319,Gewicht::N,weight,ciężar
320,Menge::N,amount,ilość
321,Haufen::N,heap,kupa
322,Reihe::N,row,rząd
323,Reihe::N,row,szereg
324,Boot::N,boat,łódź
325,Boot::N,boat,łódka
326,Ruder::N,oar,wiosło
327,Schlitten::N,sleigh,sanki
328,Ski::N,ski,narta
329,Lagerfeuer::N,campfire,ognisko
330,Last::N,load,ciężar
331,Last::N,load,brzemię
332,Gang::N,walk,chód
333,Schritt::N,step,krok
334,Norden::N,north,północ
335,Süden::N,south,południe
336,Westen::N,west,zachód
337,Osten::N,east,wschód
338,Holz::N,wood,drzewo
339,Brett::N,board,deska
340,Platte::N,slab,płyta
341,Stütze::N,bracket,podpora
342,Stange::N,pole,drąg
343,Stange::N,pole,żerdź
344,Stock::N,stick,kij
345,Stock::N,stick,laska
346,Stab::N,staff,pręt
347,Rohr::N,pipe,rura
348,Haus::N,house,dom
349,Heim::N,home,dom
350,Ofen::N,stove,piec
351,Fußboden::N,floor,podłoga
352,Tisch::N,table,stół
353,Stuhl::N,chair,krzesło
354,Wiege::N,cradle,kołyska
355,Bett::N,bed,łóżko
356,Bett::N,bed,pościel
357,Regal::N,shelf,regał
358,Kiste::N,box,skrzynia
359,Fenster::N,window,okno
360,Tür::N,door,drzwi
361,Tor::N,gate,brama
362,Zaun::N,fence,płot
363,Zaun::N,fence,parkan
364,Dach::N,roof,dach
365,Leiter::N,ladder,drabina
366,Besen::N,broom,miotła
367,Spaten::N,spade,rydel
368,Schaufel::N,shovel,łopata
369,Gabel::N,fork,widelec
370,Löffel::N,spoon,łyżka
371,Messer::N,knife,nóż
372,Nagel::N,nail,gwóźdź
373,Netz::N,net,sieć
374,Haken::N,hook,hak
375,Griff::N,handle,chwyt
376,Schloss::N,lock,zamek
377,Bild::N,picture,obraz
378,Figur::N,figure,figura
379,Puppe::N,doll,lalka
380,Beutel::N,pouch,torba
381,Bündel::N,bundle,wiązka
382,Tasche::N,bag,torba
383,Eimer::N,bucket,kubeł
384,Eimer::N,bucket,wiadro
385,Deckel::N,cover,przykrywka
386,Geschirr::N,dishes,statki
387,Geschirr::N,dishes,naczynia
388,Sack::N,sack,worek
389,Tasse::N,cup,filiżanka
390,Topf::N,pot,garnek
391,Kessel::N,kettle,kocioł
392,Essen::N,meal,jedzenie
393,Nahrung::N,food,pokarm
394,Nahrung::N,food,pożywienie
395,Speise::N,dish,potrawa
396,Speise::N,dish,jedzenie
397,Fleisch::N,meat,mięso
398,Getreide::N,corn,zboże
399,Brei::N,mush,kasza
400,Brot::N,bread,chleb
401,Scheibe::N,slice,kromka
402,Fett::N,fat,tłuszcz
403,Butter::N,butter,masło
404,Öl::N,oil,olej
405,Salz::N,salt,sól
406,Suppe::N,soup,zupa
407,Honig::N,honey,miód
408,Milch::N,milk,mleko
409,Tee::N,tea,herbata
410,Leder::N,leather,skóra
411,Wolle::N,wool,wełna
412,Stoff::N,cloth,tkanina
413,Stoff::N,cloth,materiał
414,Nadel::N,needle,igła
415,Faden::N,thread,nić
416,Faden::N,thread,nitka
417,Knopf::N,button,guzik
418,Knoten::N,knot,węzeł
419,Farbe::N,paint,farba
420,Kleidung::N,clothes,odzież
421,Hemd::N,shirt,koszula
422,Kragen::N,collar,kołnierz
423,Ärmel::N,sleeve,rękaw
424,Hose::N,trousers,spodnie
425,Gürtel::N,belt,pasek
426,Mütze::N,cap,czapka
427,Schuh::N,shoe,but
428,Schuh::N,shoe,bucik
429,Stiefel::N,boot,but
430,Stiefel::N,boot,kozak
431,Ring::N,ring,pierścień
432,Band::N,ribbon,wstęga
433,Kamm::N,comb,grzebień
434,Spiegel::N,mirror,lustro
435,Riemen::N,strap,rzemień
436,Schnur::N,string,sznur
437,Leine::N,leash,smycz
438,Decke::N,blanket,kołdra
439,Kissen::N,pillow,poduszka
440,Tuch::N,scarf,chustka
441,Handtuch::N,towel,ręcznik
442,Kraft::N,force,moc
443,Kraft::N,force,siła
444,Stärke::N,strength,moc
445,Stärke::N,strength,siła
446,Gesundheit::N,health,zdrowie
447,Krankheit::N,illness,choroba
448,Schmerz::N,pain,ból
449,Wunde::N,wound,rana
450,Fieber::N,fever,gorączka
451,Arznei::N,medicine,lekarstwo
452,Brücke::N,bridge,most
453,Brunnen::N,well,studnia
454,Weide::N,pasture,pastwisko
455,Pfad::N,path,ścieżka
456,Weg::N,way,droga
457,Straße::N,road,ulica
458,Dorf::N,village,wieś
459,Stadt::N,town,miasto
460,Brief::N,letter,list
461,Buch::N,book,książka
462,Buchstabe::N,character,litera
463,Zeitung::N,newspaper,gazeta
464,Zeitung::N,newspaper,dziennik
465,Leben::N,life,życie
466,Tod::N,death,śmierć
467,Grab::N,grave,grób
468,Kirche::N,church,kościół
469,Sünde::N,sin,grzech
470,Gott::N,god,bóg
471,Arbeiter::N,worker,robotnik
472,Chef::N,boss,szef
473,Meister::N,master,mistrz
474,Meister::N,master,majster
475,Arzt::N,doctor,lekarz
476,Lehrer::N,teacher,nauczyciel
477,Geld::N,money,pieniądze
478,Geschäft::N,business,sprawa
479,Geschäft::N,business,interes
480,Laden::N,shop,sklep
481,Preis::N,price,cena
482,Ware::N,ware,towar
483,Nutzen::N,profit,pożytek
484,Reichtum::N,wealth,bogactwo
485,Welt::N,world,świat
486,Land::N,country,kraj
487,Staat::N,state,państwo
488,König::N,king,król
489,Macht::N,power,władza
490,Grenze::N,border,granica
491,Krieg::N,war,wojna
492,Feind::N,enemy,wróg
493,Gewalt::N,violence,władza
494,Kampf::N,fight,bój
495,Kampf::N,fight,walka
496,Bogen[Waffe]::N,bow,łuk
497,Pfeil::N,arrow,strzała
498,Gewehr::N,gun,karabin
499,Fehler::N,mistake,błąd
500,Lüge::N,lie,kłamstwo
501,Schaden::N,damage,szkoda
502,Unglück::N,misfortune,nieszczęście
503,Schuld::N,fault,wina
504,Alter::N,age,wiek
505,Schluss::N,conclusion,koniec
506,Schluss::N,conclusion,zakończenie
507,Zeit::N,time,czas
508,Tag::N,day,dzień
509,Morgen::N,morning,ranek
510,Morgen::N,morning,poranek
511,Mittag::N,noon,południe
512,Abend::N,evening,wieczór
513,Nacht::N,night,noc
514,Woche::N,week,tydzień
515,Monat::N,month,miesiąc
516,Jahr::N,year,rok
517,Frühling::N,spring,wiosna
518,Sommer::N,summer,lato
519,Herbst::N,autumn,jesień
520,Winter::N,winter,zima
521,Januar::N,January,styczeń
522,Februar::N,February,luty
523,März::N,March,marzec
524,April::N,April,kwiecień
525,Mai::N,May,maj
526,Juni::N,June,czerwiec
527,Juli::N,July,lipiec
528,August::N,August,sierpień
529,September::N,September,wrzesień
530,Oktober::N,October,październik
531,November::N,November,listopad
532,Dezember::N,December,grudzień
533,Montag::N,Monday,poniedziałek
534,Dienstag::N,Tuesday,wtorek
535,Mittwoch::N,Wednesday,środa
536,Donnerstag::N,Thursday,czwartek
537,Freitag::N,Friday,piątek
538,Samstag::N,Saturday,sobota
539,Sonntag::N,Sunday,niedziela
540,groß::A,big,duży
541,groß::A,big,wielki
542,klein::A,little,mały
543,lang::A,long,długi
544,kurz::A,short,krótki
545,breit::A,wide,szeroki
546,schmal::A,narrow,wąski
547,dicht::A,dense,gęsty
548,dick[Gegenstand]::A,thick,gruby
549,dünn::A,thin,cienki
550,fein::A,delicate,drobny
551,fest::A,firm,mocny
552,fest::A,firm,twardy
553,flach::A,flat,płaski
554,glatt::A,smooth,gładki
555,hart::A,hard,twardy
556,weich::A,soft,miękki
557,rund::A,round,okrągły
558,spitz::A,pointed,spiczasty
559,scharf::A,sharp,ostry
560,stumpf::A,blunt,tępy
561,schwer::A,heavy,ciężki
562,schön::A,beautiful,ładny
563,schön::A,beautiful,piękny
564,heiß::A,hot,gorący
565,warm::A,warm,ciepły
566,kalt::A,cold,zimny
567,kühl::A,cool,chłodny
568,frisch::A,fresh,świeży
569,feucht::A,damp,wilgotny
570,nass::A,wet,mokry
571,trocken::A,dry,suchy
572,voll::A,full,pełny
573,leer::A,empty,pusty
574,leer::A,empty,próżny
575,offen::A,open,otwarty
576,geschlossen::A,closed,zamknięty
577,sauber::A,clean,czysty
578,schmutzig::A,dirty,brudny
579,roh::A,raw,surowy
580,reif::A,ripe,dojrzały
581,lecker::A,delicious,smaczny
582,süß::A,sweet,słodki
583,bitter::A,bitter,gorzki
584,sauer::A,sour,kwaśny
585,hell::A,bright,jasny
586,dunkel::A,dark,ciemny
587,schwarz::A,black,czarny
588,weiß::A,white,biały
589,rot::A,red,czerwony
590,gelb::A,yellow,żółty
591,blau::A,blue,błękitny
592,blau::A,blue,niebieski
593,grün::A,green,zielony
594,grau::A,grey,szary
595,bunt::A,colourful,barwny
596,bunt::A,colorful,barwny
597,billig::A,cheap,tani
598,teuer::A,dear,drogi
599,wertvoll::A,precious,cenny
600,blind::A,blind,ślepy
601,taub::A,deaf,głuchy
602,kräftig::A,powerful,mocny
603,stark::A,strong,silny
604,schwach::A,weak,słaby
605,fett::A,fat,tłusty
606,schlank::A,slim,smukły
607,hübsch::A,pretty,ładny
608,böse::A,evil,zły
609,dumm::A,stupid,głupi
610,faul::A,lazy,leniwy
611,fleißig::A,diligent,pilny
612,geizig::A,stingy,skąpy
613,klug::A,clever,mądry
614,geschickt::A,skilful,zręczny
615,geschickt::A,skillful,zręczny
616,lieb::A,dear,miły
617,lustig::A,merry,wesoły
618,sanft::A,gentle,łagodny
619,hungrig::A,hungry,głodny
620,krank::A,sick,chory
621,nackt::A,naked,nagi
622,traurig::A,sad,smutny
623,lebendig::A,living,żywy
624,gut::A,good,dobry
625,schlecht::A,bad,zły
626,richtig::A,correct,słuszny
627,richtig::A,correct,właściwy
628,schlimm::A,nasty,zły
629,wahr::A,true,prawdziwy
630,alt::A,old,stary
631,neu::A,new,nowy
632,ehemalig::A,former,były
633,alt[Lebewesen]::A,aged,stary
634,jung::A,young,młody
635,arm::A,poor,ubogi
636,arm::A,poor,biedny
637,reich::A,rich,bogaty
638,bekannt::A,familiar,znany
639,berühmt::A,famous,słynny
640,fremd::A,foreign,obcy
641,fremd::A,foreign,cudzy
642,verschieden::A,different,różny
643,nah::A,near,bliski
644,fern::A,far,daleki
645,linker::A,left,lewy
646,rechter::A,right,prawy
647,anderer::A,other,inny
648,erster::A,first,pierwszy
649,zweiter::A,second,drugi
650,dritter::A,third,trzeci
651,letzter::A,last,ostatni
652,allein::ADV,alone,sam
653,auf einmal::ADV,at once,naraz
654,zusammen::ADV,together,razem
655,lange::ADV,long,długo
656,plötzlich::ADV,suddenly,nagle
657,sofort::ADV,instantly,natychmiast
658,später::ADV,later,później
659,jetzt::ADV,now,teraz
660,jetzt::ADV,now,obecnie
661,heute::ADV,today,dziś
662,heute::ADV,today,dzisiaj
663,morgen::ADV,tomorrow,jutro
664,bald::ADV,soon,wkrótce
665,dann::ADV,then,potem
666,gestern::ADV,yesterday,wczoraj
667,einst::ADV,once,kiedyś
668,einst::ADV,once,niegdyś
669,damals::ADV,at that time,wtedy
670,damals::ADV,at that time,wówczas
671,danach::ADV,afterwards,następnie
672,vorher::ADV,before,przedtem
673,zuerst::ADV,at first,naprzód
674,zuerst::ADV,at first,najpierw
675,einmal::ADV,once,raz
676,manchmal::ADV,sometimes,czasem
677,oft::ADV,often,często
678,immer::ADV,always,zawsze
679,niemals::ADV,never,nigdy
680,hier::ADV,here,tu
681,hier::ADV,here,tutaj
682,hierhin::ADV,hither,tu
683,hierhin::ADV,to here,tu
684,hierhin::ADV,here,tu
685,von hier::ADV,hence,stąd
686,dort::ADV,there,tam
687,dorthin::ADV,thither,tam
688,dorthin::ADV,there,tam
689,dorthin::ADV,to there,tam
690,geradeaus::ADV,ahead,prosto
691,vorwärts::ADV,forward,naprzód
692,rückwärts::ADV,backward,wstecz
693,zurück::ADV,back,z powrotem
694,unten::ADV,below,u dołu
695,unten::ADV,below,na dole
696,hinab::ADV,down,na_dół
697,hinab::ADV,down,w_dół
698,oben::ADV,above,w górze
699,oben::ADV,above,na górze
700,hinauf::ADV,up,w górę
701,hinauf::ADV,up,na górę
702,überall::ADV,everywhere,wszędzie
703,nicht::ADV,not,nie
704,ein wenig::ADV,a little,trochę
705,kaum::ADV,hardly,ledwie
706,kaum::ADV,hardly,prawie nie
707,sehr::ADV,very,bardzo
708,so::ADV,so,tak
709,noch::ADV,still,jeszcze
710,nur::ADV,only,tylko
711,schon::ADV,already,już
712,wieder::ADV,again,znów
713,wieder::ADV,again,znowu
714,vergebens::ADV,in vain,na próżno
715,vor::PRP,in front of,przed
716,hinter::PRP,behind,za
717,unter::PRP,under,pod
718,durch::PRP,through,przez
719,neben::PRP,next to,obok
720,zwischen::PRP,between,między
721,wegen::PRP,because of,z powodu
722,dies::PRN,this,to
723,das::PRN,that,to
724,alles::PRN,everything,wszystko
725,ich::PRN,I,ja
726,du::PRN,you,ty
727,du::PRN,thou,ty
728,er::PRN,he,on
729,wir::PRN,we,my
730,ihr::PRN,you,wy
731,sie::PRN,they,oni
732,was::FPRN,what,co
733,wer::FPRN,who,kto
734,wo::FADV,where,gdzie
735,wohin::FADV,where ... to,dokąd
736,wohin::FADV,where to,dokąd
737,wohin::FADV,where,dokąd
738,wie::FADV,how,jak
739,warum::FADV,why,dlaczego
740,wieviel::FNUM,how much,ile
741,eins::NUM,one,jeden
742,zwei::NUM,two,dwa
743,drei::NUM,three,trzy
744,vier::NUM,four,cztery
745,fünf::NUM,five,pięć
746,sechs::NUM,six,sześć
747,sieben::NUM,seven,siedem
748,acht::NUM,eight,osiem
749,neun::NUM,nine,dziewięć
750,zehn::NUM,ten,dziesięć
751,elf::NUM,eleven,jedenaście
752,zwölf::NUM,twelve,dwanaście
753,zwanzig::NUM,twenty,dwadzieścia
754,dreißig::NUM,thirty,trzydzieści
755,vierzig::NUM,forty,czterdzieści
756,fünfzig::NUM,fifty,pięćdziesiąt
757,sechzig::NUM,sixty,sześćdziesiąt
758,siebzig::NUM,seventy,siedemdziesiąt
759,achtzig::NUM,eighty,osiemdziesiąt
760,neunzig::NUM,ninety,dziewięćdziesiąt
761,hundert::NUM,a hundred,sto
762,tausend::NUM,a thousand,tysiąc
763,und::CNJ,and,i
764,oder::CNJ,or,lub
765,oder::CNJ,or,albo
766,stehen::V,stand,stać
767,sitzen::V,sit,siedzieć
768,liegen::V,lie,leżeć
769,hängen::V,hang,wisieć
770,werden::V,become,zostać
771,werden::V,become,stać się
772,passieren::V,happen,dziać się
773,passieren::V,happen,zdarzyć się
774,beginnen::V,begin,zacząć się
775,enden::V,end,kończyć się
776,wechseln::V,change,zmienić się
777,aufgehen[Sonne]::V,rise,wzejść
778,untergehen[Sonne]::V,set,zajść
779,scheinen[Sonne]::V,shine,świecić
780,donnern::V,thunder,grzmieć
781,wehen::V,blow,wiać
782,strömen::V,stream,płynąć
783,strömen::V,stream,lać się
784,fließen::V,flow,ciec
785,fließen::V,flow,płynąć
786,sich drehen::V,revolve,obracać się
787,schwanken::V,sway,chwiać się
788,schwingen::V,swing,wahać się
789,fallen::V,fall,padać
790,brennen::V,burn,palić się
791,rauchen::V,smoke,dymić
792,rauchen::V,smoke,dymić się
793,regnen::V,rain,padać
794,gefrieren::V,freeze,zamarznąć
795,tauen::V,thaw,tajać
796,schmelzen::V,melt,topnieć
797,trocknen::V,dry,schnąć
798,sieden::V,boil,wrzeć
799,sieden::V,boil,kipieć
800,faulen::V,rot,gnić
801,verfaulen::V,decay,zgnić
802,reißen::V,snap,urywać się
803,versinken::V,sink,tonąć
804,vergehen::V,pass,przechodzić
805,erscheinen::V,appear,zjawiać się
806,verschwinden::V,disappear,zniknąć
807,sinken::V,drop,spadać
808,abnehmen::V,decrease,spadać
809,zunehmen::V,increase,wzrosnąć
810,steigen::V,rise,wzrastać
811,wachsen::V,grow,rosnąć
812,glänzen::V,shine,błyszczeć
813,funkeln::V,sparkle,zabłyszczeć
814,lärmen::V,be noisy,hałasować
815,läuten::V,chime,dzwonić
816,klingeln::V,ring,dzwonić
817,klirren::V,tinkle,brzęczeć
818,brausen::V,roar,huczeć
819,rauschen::V,rustle,szumieć
820,rauschen::V,rustle,szeleścić
821,klingen::V,sound,brzmieć
822,klingen::V,sound,dźwięczeć
823,bellen::V,bark,szczekać
824,heulen::V,howl,wyć
825,blasen::V,blow,dmuchnąć
826,pfeifen::V,whistle,gwizdać
827,schreien::V,shout,krzyczeć
828,stöhnen::V,groan,stękać
829,zittern::V,tremble,drżeć
830,leben::V,be alive,żyć
831,geboren werden::V,be born,urodzić się
832,atmen::V,breathe,oddychać
833,trinken::V,drink,pić
834,essen::V,eat,jeść
835,schlucken::V,swallow,połknąć
836,müde werden::V,get tired,zmęczyć się
837,einschlafen::V,fall asleep,zasnąć
838,schlafen::V,sleep,spać
839,aufwachen::V,wake up,obudzić się
840,aufstehen::V,get up,wstać
841,sich erholen::V,relax,wypoczywać
842,krank werden::V,fall ill,zachorować
843,krank sein::V,be ill,chorować
844,schmerzen::V,ache,boleć
845,husten::V,cough,kaszlać
846,genesen::V,recover,wyzdrowieć
847,sterben::V,die,umrzeć
848,umkommen::V,perish,zginąć
849,sich bewegen::V,move,poruszać się
850,sich rühren::V,budge,ruszyć się
851,sich erheben::V,stand up,podnieść się
852,sich setzen::V,sit down,usiąść
853,hinfallen::V,tumble,upaść
854,laufen::V,walk,chodzić
855,schreiten::V,pace,kroczyć
856,spazierengehen::V,go for a walk,iść na spacer
857,eilen::V,rush,pospieszać
858,sich beeilen::V,hurry,pospieszyć się
859,sausen::V,dash,pędzić
