,Concept_ID,lbe,sv
163,Bulle::N,ниц,tjur
164,Pferd::N,чу,häst
165,Schaf::N,тта,får
166,Schwein::N,дунгъуз,svin
167,Hund::N,ккаччи,hund
168,Katze::N,ччиту,katt
169,Bär::N,цуша,björn
170,Eichhörnchen::N,бюрхттукку,ekorre
171,Elch::N,ниц-бюрин,älg
172,Fuchs::N,цулчӏа,räv
173,Fuchs::N,куча цулчӏа,räv
174,Hase::N,бюрх,hare
175,Maus::N,кӏулу,mus
176,Wolf::N,барцӏ,varg
177,Vogel::N,лелуххи,fågel
178,Schwarm::N,гьухъала,svärm
179,Huhn::N,аьнакӏи,höns
180,Hahn::N,ажари,tupp
181,Gans::N,къаз,gås
182,Adler::N,барзу,örn
183,Ente::N,урдак,anka
184,Eule::N,ису,uggla
185,Eule::N,ччиккумяв,uggla
186,Kranich::N,кьурукь,trana
187,Krähe::N,хъатӏу,kråka
188,Kuckuck::N,ччикку,gök
189,Schwan::N,урттил къаз,svan
190,Fisch::N,чавахъ,fisk
191,Schlange[Tier]::N,шатта,orm
192,Wurm::N,кьюнукьай шатта,mask
193,Spinne::N,ххялцу,spindel
194,Ameise::N,митӏикьукьу,myra
195,Mücke::N,мичӏак,mygga
196,Fliege::N,зимиз,fluga
197,Schmetterling::N,чӏимучӏали,fjäril
198,Beere::N,хӏаллил ахъулсса,bär
199,Apfel::N,гьивч,äpple
200,Pilz::N,ттуккул иис,svamp
201,Zwiebel::N,лаччул чсмусул бакӏ,lök
202,Saat::N,гьанна,sådd
203,Korn::N,къама,korn
204,Heu::N,ххулув,hö
205,Schale::N,ккиртту,skal
206,Grube::N,кӏаланг,grop
207,Falle::N,къатӏа,fälla
208,Schlinge::N,хӏатӏ,snara
209,Spur::N,ша,spår
210,Asche::N,лах,aska
211,Dreck::N,кьяркьи,lort
212,Dreck::N,венп,lort
213,Eisen::N,мах,järn
214,Gold::N,муси,guld
215,Silber::N,арцу,silver
216,Kohle::N,кӏалаш,kol
217,Kohle::N,хъуручӏ,kol
218,Glas::N,пюрун,glas
219,Lehm::N,сина аьрщи,lera
220,Sand::N,къун,sand
221,Mensch::N,инсан,människa
222,Mann::N,чув,man
223,Mann::N,адимина,man
224,Frau::N,щарсса,kvinna
225,Frau::N,хъамитайпа,kvinna
226,Kind::N,чӏиви оьрчӏ,barn
227,Junge::N,оьрчӏ,pojke
228,Junge::N,бурхьин оьрчӏ,pojke
229,Mädchen::N,душ,flicka
230,Familie::N,кулпат,familj
231,Großvater::N,ттатта,morfar
232,Großvater::N,ниттил ппу,morfar
233,Großmutter::N,буттал нину,farmor
234,Eltern::N,нину-ппу,föräldrar
235,Vater::N,ппу,far
236,Mutter::N,нину,mor
237,Sohn::N,арс,son
238,Tochter::N,душ,dotter
239,Bruder::N,уссу,bror
240,Schwester::N,ссу,syster
241,Onkel::N,буттауссу,morbror
242,Tante::N,буттал ссу,tant
243,Ehemann::N,лас,äkta man
244,Ehefrau::N,щар,hustru
245,Ehefrau::N,щарсса,hustru
246,Freude::N,шадшиву,fröjd
247,Freude::N,шадшиву,glädje
248,Freude::N,ххаришиву,fröjd
249,Freude::N,ххаришиву,glädje
250,Gelächter::N,хъяхъаву,åtlöje
251,Glück::N,талихӏ,lycka
252,Kummer::N,дард,sorg
253,Wunsch::N,мурад,önskan
254,Lust::N,гьавас,lust
255,Lust::N,ччаву,lust
256,Geist::N,рухӏ,ande
257,Gedanke::N,пикри,tanke
258,Gedächtnis::N,дакӏний личӏаву,minne
259,Verstand::N,аькьлу,förstånd
260,Sinn::N,мяъна,mening
261,Sinn::N,мяъна,betydelse
262,Grund::N,багьана,skäl
263,Grund::N,багьана,grund
264,Wahrheit::N,тӏайламур,sanning
265,Wahrheit::N,хӏакьмур,sanning
266,Gespräch::N,ихтилат,samtal
267,Märchen::N,магьа,saga
268,Erzählung::N,хавар,berättelse
269,Nachricht::N,хавар,meddelande
270,Neuigkeit::N,хавар,nyhet
271,Name::N,цӏа,namn
272,Rätsel::N,ссигьа,gåta
273,Rede::N,гъалгъа,tal
274,Sprache::N,маз,språk
275,Stimme::N,чӏу,stämma
276,Stimme::N,чӏукӏа,stämma
277,Wort::N,махъ,ord
278,Zeichen::N,лишан,tecken
279,Lärm::N,чӏу,bråk
280,Lärm::N,чӏу,oväsen
281,Laut::N,чӏу,ljud
282,Ton::N,чӏу,ton
283,Lied::N,балай,sång
284,Ruhe::N,дигьалагру,ro
285,Ruhe::N,дигьалагру,lugn
286,Leute::N,инсантал,folk
287,Volk::N,ил,folk
288,Volk::N,халкь,folk
289,Arbeit::N,заву,arbete
290,Gast::N,хъамаличу,gäst
291,Geschenk::N,бухчакарши,gåva
292,Geschenk::N,бухчакарши,present
293,Geschenk::N,лажинккакку,gåva
294,Geschenk::N,лажинккакку,present
295,Spiel::N,тӏуркӏу,lek
296,Spiel::N,тӏуркӏу,spel
297,Gesellschaft::N,жямат,sällskap
298,Gesellschaft::N,ккуран,sällskap
299,Hilfe::N,кумаг,hjälp
300,Freund::N,дус,vän
301,Kamerad::N,хӏаласу,kamrat
302,Angelegenheit::N,иш,ärende
303,Angelegenheit::N,иш,angelägenhet
304,Anzahl::N,аьдад,antal
305,Art::N,жинс,art
306,Art::N,жинс,slag
307,Stück::N,касак,stycke
308,Teil::N,бутӏа,del
309,Hälfte::N,дачӏи,halva
310,Kreis::N,кюрщан,krets
311,Kreis::N,кюрщан,cirkel
312,Kreuz::N,ххач,kors
313,Kreuz::N,ххач,kryss
314,Linie::N,щва,linje
315,Strich::N,щва,streck
316,Abstand::N,манзил,avstånd
317,Entfernung::N,манзил,avstånd
318,Gegend::N,кӏану,trakt
319,Ort::N,кӏану,plats
320,Ort::N,кӏану,ställe
321,Seite::N,чул,sida
322,Seite::N,чулухалу,sida
323,Mitte::N,дя,mitt
324,Gegenstand::N,зат,föremål
325,Sache::N,зат,sak
326,Rand::N,зума,rand
327,Ecke::N,мурцӏу,vrå
328,Ecke::N,мурцӏу,hörn
329,Spitze::N,мицӏ,spets
330,Ende::N,зума,ända
331,Loch::N,ккутӏ,hål
332,Winkel::N,мурцӏу,vinkel
333,Muster::N,накьич,mönster
334,Länge::N,лахъишиву,längd
335,Höhe::N,лахъшиву,höjd
336,Gewicht::N,дуццин,tyngd
337,Gewicht::N,кӏушиву,tyngd
338,Haufen::N,бакӏу,hög
339,Reihe::N,кьюкьа,rad
340,Boot::N,луткка,båt
341,Ruder::N,весло,åra
342,Ruder::N,чӏатӏа,åra
343,Schlitten::N,чана,släde
344,Schlitten::N,санкка,släde
345,Ski::N,лижарду,skida
346,Lagerfeuer::N,къавтӏн,lägereld
347,Last::N,гьиву,last
348,Last::N,гьиву,börda
349,Gang::N,нанаву,gång
350,Schritt::N,ша,steg
351,Norden::N,ухссав,norr
352,Norden::N,ухссавнил чулухалу,norr
353,Süden::N,кьилва,söder
354,Westen::N,баргълагавал,väster
355,Westen::N,баргълагавал чул,väster
356,Osten::N,баргъбуккай чулухалу,öster
357,Holz::N,тӏама,trä
358,Brett::N,тахта,bräda
359,Platte::N,гъуни,platta
360,Stütze::N,гьалакӏу,stöd
361,Stütze::N,гьалакӏу,stötta
362,Stange::N,къазихъ,stång
363,Stock::N,ттархь,käpp
364,Stock::N,ттархь,pinne
365,Stab::N,ччантӏакъу,stav
366,Rohr::N,бургъу,rör
367,Haus::N,къатта,hus
368,Heim::N,къатта,hem
369,Ofen::N,пач,ugn
370,Fußboden::N,чӏанкъатта,golv
371,Tisch::N,усттул,bord
372,Stuhl::N,кӏану,stol
373,Wiege::N,оьрчӏал кӏану,vagga
374,Bett::N,тах,säng
375,Regal::N,чӏаму,hylla
376,Kiste::N,яшикӏ,låda
377,Kiste::N,къурши,låda
378,Fenster::N,чӏавахьулу,fönster
379,Tür::N,нуз,dörr
380,Tür::N,нузкьун,dörr
381,Tor::N,къапу,port
382,Tor::N,дарваза,port
383,Zaun::N,дайгьузанну,staket
384,Zaun::N,дайгьузанну,stängsel
385,Dach::N,магъи,tak
386,Dach::N,цӏиялу,tak
387,Leiter::N,чуртту,stege
388,Besen::N,чӏатлу,kvast
389,Spaten::N,бил,spade
390,Schaufel::N,чӏатӏа,skovel
391,Schaufel::N,чӏатӏа,skyffel
392,Gabel::N,гьиссилу,gaffel
393,Löffel::N,къуса,sked
394,Messer::N,чӏила,kniv
395,Nagel::N,мяр,spik
396,Netz::N,къери,nät
397,Haken::N,къича,krok
398,Griff::N,куяму,tag
399,Griff::N,куяму,handtag
400,Schloss::N,кьункьула,las
401,Bild::N,сурат,bild
402,Puppe::N,ссихьу,docka
403,Beutel::N,чантай,påse
404,Bündel::N,гьи,bunt
405,Bündel::N,гьи,knippa
406,Bündel::N,къар,bunt
407,Bündel::N,къар,knippa
408,Eimer::N,бадра,hink
409,Eimer::N,бадра,ämbar
410,Deckel::N,къапаза,lock
411,Geschirr::N,пюрунчӏул,servis
412,Geschirr::N,пюрунчӏул,porslin
413,Geschirr::N,тӏахӏникӏичӏу,servis
414,Geschirr::N,тӏахӏникӏичӏу,porslin
415,Sack::N,къап,säck
416,Sack::N,дарваг,säck
417,Tasse::N,пижан,kopp
418,Tasse::N,пинжан,kopp
419,Tasse::N,инкираччатӏи,kopp
420,Tasse::N,цинцилттал бушкъап,kopp
421,Topf::N,кӏункӏур,gryta
422,Topf::N,кӏункӏур,kastrull
423,Kessel::N,чаг,kittel
424,Kessel::N,кӏункӏур,kittel
425,Essen::N,дукия,mål
426,Essen::N,дукин,mål
427,Nahrung::N,дукра,näring
428,Speise::N,дукра,maträtt
429,Fleisch::N,дикӏ,kött
430,Getreide::N,къама,säd
431,Getreide::N,къама,spannmål
432,Brei::N,ккурч,gröt
433,Brot::N,ччатӏ,bröd
434,Scheibe::N,парча,skiva
435,Fett::N,аьгъушиву,fett
436,Butter::N,нагь,smör
437,Butter::N,лагаву,smör
438,Salz::N,цӏву,salt
439,Suppe::N,накь,soppa
440,Honig::N,ницӏ,honung
441,Milch::N,накӏ,mjölk
442,Tee::N,чяй,te
443,Leder::N,бурчу,läder
444,Wolle::N,ппал,ull
445,Wolle::N,ппал,ylle
446,Stoff::N,янна,tyg
447,Stoff::N,янна,stoff
448,Nadel::N,ххалаххи,nål
449,Faden::N,ххал,tråd
450,Knopf::N,банд,knapp
451,Knoten::N,къурхъ,knut
452,Farbe::N,сир,färg
453,Kleidung::N,янна,klädsel
454,Kleidung::N,лаххия,klädsel
455,Hemd::N,гьухъа,skjorta
456,Kragen::N,дарвач,krage
457,Ärmel::N,кахха,ärm
458,Hose::N,хӏажак,byxor
459,Gürtel::N,мухӏлу,bälte
460,Mütze::N,кьяпа,mössa
461,Stiefel::N,чакма,stövel
462,Ring::N,кӏисса,ring
463,Band::N,линт,band
464,Kamm::N,ттарал,kam
465,Spiegel::N,дагьани,spegel
466,Riemen::N,эн,rem
467,Schnur::N,хьхьа,snöre
468,Decke::N,виргъан,täcke
469,Kissen::N,кӏаралу,dyna
470,Kissen::N,кӏаралу,kudde
471,Tuch::N,карщи,sjal
472,Handtuch::N,калихьу,handduk
473,Handtuch::N,лажинлихьу,handduk
474,Kraft::N,эллаж,kraft
475,Stärke::N,гуж,styrka
476,Gesundheit::N,цӏуллу-сагъшиву,hälsa
477,Krankheit::N,къашайшиву,sjukdom
478,Schmerz::N,къюву,smärta
479,Wunde::N,щаву,sår
480,Fieber::N,кӏиришиву,feber
481,Arznei::N,дару,medicin
482,Arznei::N,дару,läkemedel
483,Brücke::N,ламу,bro
484,Brunnen::N,къуй,brunn
485,Weide::N,бизантту,bete
486,Pfad::N,жегъир ххуллу,stig
487,Weg::N,ххуллу,väg
488,Straße::N,ххуллу,gata
489,Dorf::N,щар,by
490,Dorf::N,шяравалу,by
491,Stadt::N,шагьру,stad
492,Brief::N,чагъар,brev
493,Buch::N,лу,bok
494,Buchstabe::N,хӏарп,bokstav
495,Zeitung::N,кказит,tidning
496,Leben::N,оьрму,liv
497,Tod::N,ажал,död
498,Tod::N,бивкӏу,död
499,Tod::N,ивчӏаву,död
500,Grab::N,гьав,grav
501,Kirche::N,килиса,kyrka
502,Sünde::N,бунагъ,synd
503,Gott::N,зал,gud
504,Arbeiter::N,зузала,arbetare
505,Chef::N,ялувма,chef
506,Meister::N,усттар,mästare
507,Arzt::N,хӏакин,läkare
508,Lehrer::N,учитель,lärare
509,Geld::N,арцу,pengar
510,Geschäft::N,даву,rörelse
511,Laden::N,ттучан,affär
512,Preis::N,багъа,pris
513,Ware::N,хъус,vara
514,Nutzen::N,хайр,gagn
515,Nutzen::N,хайр,nytta
516,Nutzen::N,мюнпат,gagn
517,Nutzen::N,мюнпат,nytta
518,Reichtum::N,давлат,rikedom
519,Reichtum::N,аваданшиву,rikedom
520,Welt::N,дуниял,värld
521,Land::N,билаят,land
522,Staat::N,паччахӏлугъ,stat
523,Macht::N,власть,makt
524,Grenze::N,дазу,gräns
525,Krieg::N,дяъви,krig
526,Feind::N,душман,fiende
527,Gewalt::N,къия,våld
528,Kampf::N,лачӏуи уккаву,kamp
529,Kampf::N,лачӏуи уккаву,strid
530,Bogen[Waffe]::N,ккуртта,båge
531,Pfeil::N,чӏатӏаракӏ,pil
532,Gewehr::N,ттупанг,gevär
533,Fehler::N,гъалатӏ,fel
534,Lüge::N,щялмахъ,lögn
535,Schaden::N,зарал,skada
536,Unglück::N,бала,otur
537,Unglück::N,бала,olycka
538,Schuld::N,тахсир,skuld
539,Alter::N,оьрму,ålder
540,Schluss::N,ахир,slut
541,Zeit::N,чӏун,tid
542,Tag::N,кьини,dag
543,Morgen::N,кӏюрх,morgon
544,Mittag::N,ахттайн,middag
545,Mittag::N,дяахттайн,middag
546,Mittag::N,ахттайн чӏун,middag
547,Abend::N,маркӏачӏан,kväll
548,Nacht::N,хьхьу,natt
549,Woche::N,нюжмар,vecka
550,Monat::N,барз,månad
551,Jahr::N,шин,år
552,Frühling::N,инт,vår
553,Sommer::N,гъи,sommar
554,Herbst::N,ссут,höst
555,Winter::N,кӏи,vinter
556,Januar::N,цалчинмур барз,januari
557,Februar::N,кӏилчинмур барз,februari
558,März::N,шамилчинмур барз,mars
559,April::N,апрель,april
560,April::N,мукьилчинмур барз,april
561,Mai::N,май,maj
562,Mai::N,ххюлчинмур барз,maj
563,Juni::N,июнь,juni
564,Juni::N,ряххилчинмур барз,juni
565,Juli::N,июль,juli
566,Juli::N,Арулчинмур барз,juli
567,August::N,мяйлчинмур барз,augusti
568,September::N,урчӏилчинмур барз,september
569,Oktober::N,ацӏилчинмур барз,oktober
570,November::N,ацӏния цалчинмур барз,november
571,Dezember::N,ацӏния кӏилчинмур барз,december
572,Montag::N,итин,måndag
573,Montag::N,итин кьини,måndag
574,Dienstag::N,тталат,tisdag
575,Dienstag::N,тталат кьини,tisdag
576,Mittwoch::N,арвахӏ,onsdag
577,Donnerstag::N,хамис,torsdag
578,Freitag::N,нюжмар,fredag
579,Freitag::N,нюжмар кьини,fredag
580,Samstag::N,ххуллун,lördag
581,Samstag::N,ххуллун кьини,lördag
582,Sonntag::N,алхӏат,söndag
583,Sonntag::N,алхӏат кьини,söndag
584,groß::A,бугъарасса,stor
585,klein::A,чӏивисса,liten
586,lang::A,лахъисса,lång
587,kurz::A,кутӏасса,kort
588,breit::A,уттасса,bred
589,schmal::A,уттакӏюласса,smal
590,dicht::A,ццунсса,tät
591,dick[Gegenstand]::A,ганзсса,tjock
592,dünn::A,кӏюласса,tunn
593,fest::A,цӏакьсса,fast
594,fest::A,кьянкьасса,fast
595,flach::A,баягъисса,platt
596,flach::A,цӏубакъасса,platt
597,flach::A,куртӏ дакъасса,platt
598,glatt::A,дюрчӏусса,glatt
599,hart::A,кьянкьасса,hård
600,weich::A,кӏукӏлусса,mjuk
601,rund::A,ккурккисса,rund
602,spitz::A,ярксса,toppig
603,spitz::A,ярксса,spetsig
604,spitz::A,дайлсса,toppig
605,spitz::A,дайлсса,spetsig
606,spitz::A,мицӏ бусса,toppig
607,spitz::A,мицӏ бусса,spetsig
608,scharf::A,ярксса,vass
609,scharf::A,ярксса,skarp
610,scharf::A,дайлсса,vass
611,scharf::A,дайлсса,skarp
612,scharf::A,мицӏ бусса,vass
613,scharf::A,мицӏ бусса,skarp
614,stumpf::A,къуркъасса,slö
615,schwer::A,кӏусса,tung
616,schön::A,аьнтӏикӏасса,skön
617,schön::A,аьнтӏикӏасса,vacker
618,heiß::A,кӏирисса,het
619,warm::A,гъелисса,varm
620,kalt::A,дяркъусса,kall
621,kühl::A,дюхлулсса,sval
622,kühl::A,дюхлулсса,kylig
623,frisch::A,цӏусса,färsk
624,feucht::A,атилсса,fuktig
625,feucht::A,хъавтусса,fuktig
626,nass::A,атилсса,våt
627,nass::A,хъавтусса,våt
628,trocken::A,кьавкьсса,torr
629,trocken::A,кьакьан бувсса,torr
630,voll::A,бувцӏусса,full
631,leer::A,бачӏвасса,tom
632,offen::A,тӏивтӏусса,öppen
633,geschlossen::A,лавкьусса,stängd
634,sauber::A,марцӏсса,ren
635,schmutzig::A,чапалсса,snuskig
636,roh::A,шакъавхьсса,rå
637,reif::A,дирсса,mogen
638,lecker::A,нахӏусса,läcker
639,lecker::A,тӏааьнсса,läcker
640,süß::A,нацӏусса,söt
641,bitter::A,кьурчӏисса,besk
642,bitter::A,кьурчӏисса,bitter
643,sauer::A,туршсса,sur
644,hell::A,чаннасса,ljus
645,dunkel::A,цӏансса,mörk
646,schwarz::A,лухӏисса,svart
647,weiß::A,кӏяласса,vit
648,rot::A,ятӏулсса,röd
649,gelb::A,хъахъисса,gul
650,blau::A,някӏсса,blå
651,grün::A,щюлисса,grön
652,grau::A,оьрусса,grå
653,bunt::A,оьрчӏикӏурисса,brokig
654,billig::A,кьювкьусса,billig
655,teuer::A,ххирасса,dyr
656,wertvoll::A,багьасса,värdefull
657,blind::A,мурчӏисса,blind
658,taub::A,къюкӏсса,döv
659,kräftig::A,гужсса,kraftig
660,stark::A,кьянкьасса,stark
661,schwach::A,заэвсса,svag
662,fett::A,бучсса,fet
663,schlank::A,бювхъусса,slank
664,hübsch::A,янусса,snygg
665,hübsch::A,янусса,vacker
666,böse::A,оьсса,ond
667,böse::A,оьсса,elak
668,dumm::A,ахӏмакьсса,dum
669,faul::A,танмалсса,lat
670,faul::A,курчӏилсса,lat
671,fleißig::A,хӏарачат бусса,flitig
672,geizig::A,янттарцӏансса,snål
673,geizig::A,янттарцӏансса,girig
674,klug::A,аькьлу бусса,klok
675,geschickt::A,паргалсса,händig
676,geschickt::A,паргалсса,skicklig
677,lieb::A,аьзизсса,kär
678,lieb::A,аьзизсса,snäll
679,lustig::A,тяхъасса,rolig
680,lustig::A,тяхъасса,lustig
681,sanft::A,иминсса,mild
682,hungrig::A,ккашилсса,hungrig
683,krank::A,къашавайсса,sjuk
684,nackt::A,кӏачӏасса,naken
685,traurig::A,пашмансса,ledsen
686,traurig::A,пашмансса,sorgsen
687,lebendig::A,уттавасса,levande
688,gut::A,ххуйсса,bra
689,schlecht::A,оьккисса,dålig
690,richtig::A,саргъунсса,riktig
691,schlimm::A,оьккисса,illa
692,wahr::A,хӏакьсса,sann
693,alt::A,кугьнасса,gammal
694,neu::A,цӏусса,ny
695,ehemalig::A,хъхъичӏвасса,forn
696,ehemalig::A,хъхъичӏвасса,tidigare
697,alt[Lebewesen]::A,агьилсса,gammal
698,jung::A,чӏавасса,ung
699,jung::A,жагьилсса,ung
700,arm::A,мискинсса,fattig
701,reich::A,авадансса,rik
702,bekannt::A,дусъсса,känd
703,berühmt::A,машгьурсса,berömd
704,fremd::A,чил,främmande
705,verschieden::A,личӏи-личӏисса,åtskillig
706,nah::A,гъансса,nära
707,fern::A,архсса,fjärran
708,linker::A,кияхсса,vänster
709,linker::A,кюччахсса,vänster
710,rechter::A,урчӏахсса,höger
711,anderer::A,цамур,annan
712,erster::A,цалчинмур,första
713,erster::A,цалчиннсса,första
714,zweiter::A,кӏилчиимур,andra
715,dritter::A,шамулчинмур,tredje
716,letzter::A,махъва-махъмур,sist
717,allein::ADV,ялгъузну,allena
718,zusammen::ADV,цачӏу,tillsammans
719,zusammen::ADV,архӏал,tillsammans
720,lange::ADV,батӏи къабуклай,länge
721,lange::ADV,хъунмасса хӏаллай,länge
722,plötzlich::ADV,цакуну,plötsligt
723,sofort::ADV,мугьлат бакъа,strax
724,sofort::ADV,мугьлат бакъа,genast
725,später::ADV,махъ,senare
726,jetzt::ADV,утти,nu
727,jetzt::ADV,цӏана,nu
728,heute::ADV,хӏакьину,i dag
729,morgen::ADV,гьуит,i morgon
730,morgen::ADV,гьунттий,i morgon
731,dann::ADV,яла,då
732,gestern::ADV,лахьхьу,i går
733,damals::ADV,та чӏумал,då
734,damals::ADV,та чӏумал,den gången
735,danach::ADV,яла,därefter
736,vorher::ADV,хьхьнчӏ,före
737,vorher::ADV,хьхьнчӏ,förut
738,vorher::ADV,хьхьичӏва,före
739,vorher::ADV,хьхьичӏва,förut
740,zuerst::ADV,бакӏрай,först
741,zuerst::ADV,цӏу бутӏуй,först
742,einmal::ADV,цал,en gång
743,manchmal::ADV,ваксса-таксса,ibland
744,oft::ADV,чӏявуну,ofta
745,immer::ADV,мудан,alltid
746,immer::ADV,даиман,alltid
747,niemals::ADV,тачӏав,aldrig
748,hier::ADV,шикку,här
749,hierhin::ADV,шиккун,hit
750,von hier::ADV,шичча,härifrån
751,dort::ADV,гикку,där
752,dorthin::ADV,тиккун,dit
753,geradeaus::ADV,тӏайланм,rätt fram
754,vorwärts::ADV,хьхьичӏунмай,fram
755,vorwärts::ADV,хьхьичӏунмай,framåt
756,rückwärts::ADV,махъа-хьхьичӏунмай,baklänges
757,zurück::ADV,махъунмай,tillbaka
758,unten::ADV,лув,nere
759,unten::ADV,лув,nedanför
760,hinab::ADV,бакӏ-ялавай,ned
761,hinab::ADV,бакӏ-ялавай,nedåt
