,Concept_ID,la,sv
858,erscheinen::V,apparere,synas
859,erscheinen::V,apparere,visa sig
860,verschwinden::V,discedere,försvinna
861,sinken::V,labi,sjunka
862,abnehmen::V,deminui,avta
863,abnehmen::V,deminui,minskas
864,zunehmen::V,augeri,tilltaga
865,steigen::V,augescere,stiga
866,wachsen::V,crescere,växa
867,glänzen::V,splendere,glimma
868,funkeln::V,micare,tindra
869,funkeln::V,micare,gnistra
870,lärmen::V,strepere,bråka
871,lärmen::V,strepere,väsnas
872,läuten::V,sonare,ringa
873,klingeln::V,tinnire,ringa
874,klirren::V,crepare,klirra
875,brausen::V,saevire,brusa
876,rauschen::V,crepare,susa
877,klingen::V,sonare,låta
878,klingen::V,sonare,klinga
879,bellen::V,latrare,skälla
880,heulen::V,ululare,yla
881,heulen::V,ululare,tjuta
882,blasen::V,flare,blåsa
883,pfeifen::V,sibilare,vissla
884,schreien::V,clamare,skrika
885,stöhnen::V,gemere,stöna
886,zittern::V,tremere,darra
887,zittern::V,tremere,skälva
888,zittern::V,trepidare,darra
889,zittern::V,trepidare,skälva
890,leben::V,vivere,leva
891,geboren werden::V,nasci,födas
892,atmen::V,spirare,andas
893,trinken::V,bibere,dricka
894,essen::V,edere,äta
895,schlucken::V,devorare,svälja
896,müde werden::V,fatigari,tröttna
897,einschlafen::V,obdormiscere,somna
898,schlafen::V,dormire,sova
899,aufwachen::V,expergisci,vakna
900,aufstehen::V,exsurgere,stiga upp
901,sich erholen::V,se reficere,repa sig
902,sich erholen::V,se reficere,hämta sig
903,krank werden::V,aegrescere,insjukna
904,krank sein::V,aegrotare,vara sjuk
905,schmerzen::V,dolere,smärta
906,schmerzen::V,dolere,göra ont
907,husten::V,tussire,hosta
908,genesen::V,convalescere,tillfriskna
909,sterben::V,mori,dö
910,umkommen::V,perire,omkomma
911,sich bewegen::V,se movere,röra sig
912,sich rühren::V,micare,röra på sig
913,sich erheben::V,surgere,resa sig
914,sich setzen::V,considere,sätta sig
915,hinfallen::V,cadere,falla omkull
916,laufen::V,vadere,löpa
917,schreiten::V,gradi,skrida
918,spazierengehen::V,ambulare,promenera
919,eilen::V,properare,ila
920,sich beeilen::V,festinare,skynda sig
921,sausen::V,currere,susa
922,rennen::V,currere,löpa
923,rennen::V,currere,springa
924,springen::V,salire,hoppa
925,klettern::V,niti,klättra
926,schaukeln::V,oscillare,gunga
927,kriechen::V,repere,kräla
928,kriechen::V,serpere,kräla
929,schwimmen::V,nare,simma
930,schwimmen::V,natare,simma
931,tauchen::V,mergere,dyka
932,rudern::V,remigare,ro
933,fahren::V,vehi,köra
934,fliegen::V,volare,flyga
935,gehen::V,ire,gå
936,gehen::V,vadere,gå
937,weggehen::V,abire,gå bort
938,weggehen::V,discedere,gå bort
939,abfahren::V,proficisci,resa
940,abfahren::V,proficisci,avresa
941,anhalten::V,consistere,stanna
942,hineingehen::V,inire,gå in
943,hineingehen::V,ingredi,gå in
944,eintreten::V,intrare,träda in
945,kommen::V,venire,komma
946,ankommen::V,advenire,ankomma
947,zurückkommen::V,revenire,återkomma
948,bleiben::V,manere,bli
949,bleiben::V,manere,förbli
950,warten::V,opperiri,vänta
951,erwarten::V,opperiri,vänta
952,erwarten::V,expectare,vänta
953,suchen::V,quaerere,leta
954,finden::V,reperire,finna
955,versuchen::V,conari,försöka
956,versuchen::V,temptare,försöka
957,vorbereiten::V,parare,förbereda
958,lieben::V,amare,älska
959,mögen::V,amare,tycka om
960,lachen::V,ridere,skratta
961,rühren::V,commovere,röra
962,weinen::V,flere,gråta
963,schimpfen::V,increpare,skälla
964,sich ärgern::V,indignari,förargas
965,sich fürchten::V,vereri,vara rädd
966,fürchten::V,timere,frukta
967,fliehen::V,fugere,fly
968,fliehen::V,fugere,rymma
969,flüchten::V,effugere,fly
970,sehen::V,videre,se
971,anschauen::V,aspectare,se på
972,anschauen::V,aspectare,betrakta
973,ansehen::V,spectare,åse
974,hören::V,audire,höra
975,zuhören::V,auscultare,höra på
976,zuhören::V,auscultare,lyssna till
977,probieren::V,gustare,smaka
978,probieren::V,gustare,smaka på
979,riechen::V,olfacere,lukta
980,fühlen::V,sentire,känna
981,scheinen::V,videri,verka
982,scheinen::V,videri,tyckas
983,zu sehen sein::V,conspici,synas
984,zu sehen sein::V,conspici,kunna ses
985,vernehmen::V,comperire,få veta
986,vernehmen::V,comperire,förnimma
987,frieren::V,algere,frysa
988,tun::V,facere,göra
989,können::V,posse,kunna
990,wollen::V,velle,vilja
991,anfangen::V,incipere,börja
992,beenden::V,finire,avsluta
993,aufhören::V,desistere,sluta
994,aufhören::V,desistere,upphöra
995,gelingen::V,contingere,lyckas
996,geraten::V,evenire,bli
997,öffnen::V,aperire,öppna
998,schließen::V,claudere,låsa
999,schließen::V,claudere,stänga
1000,stellen::V,sistere,ställa
1001,setzen::V,ponere,sätta
1002,legen::V,ponere,lägga
1003,berühren::V,tangere,beröra
1004,verbinden::V,iungere,förbinda
1005,bedecken::V,tegere,täcka
1006,bedecken::V,tegere,betäcka
1007,bedecken::V,operire,täcka
1008,bedecken::V,operire,betäcka
1009,aufhängen::V,suspendere,hänga
1010,aufhängen::V,suspendere,hänga upp
1011,anzünden::V,accendere,tända
1012,anzünden::V,accendere,antända
1013,anzünden::V,accendere,tända på
1014,anzünden::V,inflammare,tända
1015,anzünden::V,inflammare,antända
1016,anzünden::V,inflammare,tända på
1017,aufheben::V,tollere,lyfta
1018,zurücklassen::V,relinquere,lämna
1019,zurücklassen::V,relinquere,efterlämna
1020,verlieren::V,perdere,mista
1021,verlieren::V,perdere,förlora
1022,verlieren::V,amittere,mista
1023,verlieren::V,amittere,förlora
1024,fallen lassen::V,dimittere,tappa
1025,fallen lassen::V,dimittere,släppa
1026,machen::V,facere,göra
1027,herstellen::V,fabricare,tillverka
1028,herstellen::V,fabricare,framställa
1029,bauen::V,construere,bygga
1030,reparieren::V,reparare,reparera
1031,verbessern::V,emendare,rätta
1032,verbessern::V,emendare,förbättra
1033,ändern::V,mutare,ändra
1034,ändern::V,mutare,förändra
1035,graben::V,fodere,gräva
1036,beugen::V,flectere,böja
1037,biegen::V,curvare,böja
1038,biegen::V,curvare,kröka
1039,drehen::V,torquere,vrida
1040,wenden::V,vertere,vända
1041,umdrehen::V,convertere,vrida om
1042,heben::V,tollere,häva
1043,hochheben::V,levare,lyfta
1044,ergreifen::V,capessere,gripa
1045,halten::V,tenere,hålla
1046,drücken::V,premere,trycka
1047,schieben::V,promovere,skjuta
1048,kratzen::V,radere,riva
1049,kratzen::V,radere,skrapa
1050,lecken::V,lambere,slicka
1051,beißen::V,mordere,bita
1052,abreißen::V,avellere,slita_av
1053,abreißen::V,avellere,riva_av
1054,abschneiden::V,desecare,skära av
1055,binden::V,ligare,binda
1056,stecken::V,inserere,sticka
1057,brechen::V,rumpere,bryta
1058,brechen::V,rumpere,brista
1059,klopfen::V,pultare,banka
1060,klopfen::V,pultare,klappa
1061,hauen::V,ferire,hugga
1062,kleben::V,agglutinare,klistra
1063,reiben::V,terere,gnida
1064,streichen::V,oblinere,smörja
1065,schleifen::V,acuere,slipa
1066,schneiden::V,secare,skära
1067,schneiden::V,secare,klippa
1068,rütteln::V,quassare,skaka
1069,schütteln::V,quatere,rista
1070,schwenken::V,ventilare,svänga
1071,schütten::V,fundere,hälla
1072,füllen::V,complere,fylla
1073,einwickeln::V,involvere,slå in
1074,einwickeln::V,involvere,veckla in
1075,tragen::V,ferre,bära
1076,tragen::V,portare,bära
1077,schleppen::V,pertrahere,släpa
1078,ziehen::V,trahere,dra
1079,aufbewahren::V,asservare,förvara
1080,aufbewahren::V,asservare,ta vara på
1081,werfen::V,iacere,kasta
1082,fangen::V,capere,fånga
1083,packen::V,capessere,gripa
1084,packen::V,capessere,gripa tag
1085,verstecken::V,abdere,gömma
1086,teilen::V,partiri,dela
1087,teilen::V,dividere,dela
1088,schicken::V,mittere,skicka
1089,bringen::V,apportare,bringa
1090,hinzufügen::V,addere,tillägga
1091,bekommen::V,adipisci,få
1092,bekommen::V,adipisci,erhålla
1093,erhalten::V,accipere,få
1094,erhalten::V,accipere,erhålla
1095,nehmen::V,sumere,ta
1096,nehmen::V,sumere,taga
1097,wählen::V,eligere,välja
1098,auswählen::V,deligere,utvälja
1099,bewahren::V,conservare,bevara
1100,behindern::V,impedire,hindra
1101,behindern::V,impedire,förhindra
1102,verderben::V,corrumpere,förstöra
1103,beschädigen::V,laedere,skada
1104,zerbrechen::V,rumpere,bryta isär
1105,zerbrechen::V,rumpere,bryta sönder
1106,zerbrechen::V,frangere,bryta isär
1107,zerbrechen::V,frangere,bryta sönder
1108,zerreißen::V,discindere,riva sönder
1109,zerreißen::V,discindere,slita sönder
1110,zerstören::V,delere,förstöra
1111,verbrennen::V,urere,bränna
1112,verbrennen::V,urere,bränna upp
1113,verbrennen::V,cremare,bränna
1114,verbrennen::V,cremare,bränna upp
1115,geben::V,dare,ge
1116,reichen::V,praebere,räcka
1117,schenken::V,donare,skänka
1118,schenken::V,largiri,skänka
1119,versprechen::V,polliceri,lova
1120,versprechen::V,promittere,lova
1121,loben::V,laudare,lova
1122,loben::V,laudare,beröma
1123,küssen::V,osculari,pussa
1124,zudecken::V,tegere,täcka
1125,wecken::V,excitare,väcka
1126,zeigen::V,monstrare,visa
1127,führen::V,ducere,föra
1128,lehren::V,docere,lära
1129,unterrichten::V,instituere,undervisa
1130,aufziehen::V,nutrire,uppfostra
1131,leiten::V,ducere,leda
1132,antreiben::V,incitare,driva på
1133,lassen::V,iubere,få att
1134,einladen::V,invitare,bjuda
1135,einladen::V,invitare,inbjuda
1136,vereinigen::V,coniungere,förena
1137,besuchen::V,visere,besöka
1138,treffen::V,convenire,möta
1139,treffen::V,convenire,träffa
1140,sich versammeln::V,convenire,församla sig
1141,spielen::V,ludere,leka
1142,spielen::V,ludere,spela
1143,singen::V,cantare,sjunga
1144,tanzen::V,saltare,dansa
1145,sich trennen::V,digredi,skiljas
1146,sich trennen::V,discedere,skiljas
1147,verlassen::V,deserere,lämna
1148,verlassen::V,deserere,överge
1149,verlassen::V,relinquere,lämna
1150,verlassen::V,relinquere,överge
1151,retten::V,servare,rädda
1152,bewachen::V,custodire,bevaka
1153,schützen::V,tueri,skydda
1154,schützen::V,tueri,beskydda
1155,schützen::V,tutari,skydda
1156,schützen::V,tutari,beskydda
1157,verteidigen::V,defendere,försvara
1158,sich schlagen::V,luctari,slåss
1159,schießen::V,iaculari,skjuta
1160,siegen::V,vincere,segra
1161,ärgern::V,irritare,förarga
1162,schlagen::V,ferire,slå
1163,treten::V,calcare,sparka
1164,stechen::V,pungere,sticka
1165,stoßen::V,tundere,stöta
1166,stehlen::V,furari,stjäla
1167,stören::V,turbare,störa
1168,belästigen::V,obtundere,genera
1169,belästigen::V,obtundere,besvära
1170,verbergen::V,celare,dölja
1171,verbergen::V,occultare,dölja
1172,täuschen::V,fallere,vilseleda
1173,betrügen::V,fraudare,bedra
1174,töten::V,necare,döda
1175,töten::V,caedere,döda
1176,wohnen::V,habitare,bo
1177,arbeiten::V,laborare,arbeta
1178,sammeln::V,colligere,samla
1179,pflücken::V,carpere,plocka
1180,jagen::V,venari,jaga
1181,fischen::V,piscari,fiska
1182,fassen::V,capere,fånga
1183,hüten::V,custodire,vakta
1184,treiben::V,agere,driva
1185,anbinden::V,alligare,binda fast
1186,füttern::V,nutrire,fodra
1187,melken::V,mulgere,mjölka
1188,hacken::V,findere,hacka
1189,gießen::V,rigare,hälla
1190,gießen::V,rigare,vattna
1191,reifen::V,maturescere,mogna
1192,zubereiten::V,apparare,tillaga
1193,zubereiten::V,apparare,tillreda
1194,kochen::V,coquere,koka
1195,backen::V,coquere,baka
1196,braten::V,torrere,steka
1197,umrühren::V,commovere,röra om
1198,stricken::V,texere,sticka
1199,nähen::V,suere,sy
1200,färben::V,tingere,färga
1201,reinigen::V,purgare,rensa
1202,reinigen::V,purgare,rengöra
1203,waschen::V,lavare,tvätta
1204,abwischen::V,abstergere,torka av
1205,spülen::V,perluere,spola
1206,spülen::V,perluere,skölja
1207,fegen::V,verrere,feja
1208,kehren::V,purgare,sopa
1209,baden::V,lavari,bada
1210,sich waschen::V,lavari,tvätta sig
1211,ausziehen::V,exuere,ta av
1212,anziehen::V,induere,ta på
1213,sich anziehen::V,vestiri,klä på sig
1214,kämmen::V,pectere,kamma
1215,schmücken::V,ornare,pynta
1216,schmücken::V,ornare,smycka
1217,schmücken::V,decorare,pynta
1218,schmücken::V,decorare,smycka
1219,sagen::V,dicere,säga
1220,sprechen::V,fari,tala
1221,reden::V,loqui,tala
1222,reden::V,loqui,prata
1223,sich unterhalten::V,colloqui,prata
1224,sich unterhalten::V,disputare,prata
1225,fragen::V,rogare,fråga
1226,fragen::V,rogare,spörja
1227,fragen::V,quaerere,fråga
1228,fragen::V,quaerere,spörja
1229,bitten::V,orare,be
1230,bitten::V,rogare,be
1231,erzählen::V,narrare,berätta
1232,mitteilen::V,communicare,meddela
1233,nennen::V,appellare,kalla
1234,rufen::V,vocare,ropa
1235,prahlen::V,gloriari,pråla
1236,prahlen::V,gloriari,skryta
1237,übersetzen::V,vertere,tolka
1238,übersetzen::V,vertere,översätta
1239,denken::V,cogitare,tänka
1240,glauben::V,credere,tro
1241,bemerken::V,animadvertere,uppmärksamma
1242,bemerken::V,animadvertere,lägga märke till
1243,erkennen::V,cognoscere,känna igen
1244,begreifen::V,comprehendere,begripa
1245,verstehen::V,intellegere,förstå
1246,lernen::V,discere,lära sig
1247,wissen::V,scire,veta
1248,sich erinnern an::V,meminisse,minnas
1249,sich erinnern an::V,meminisse,komma ihåg
1250,vergessen::V,oblivisci,glömma
1251,messen::V,metiri,mäta
1252,zählen::V,numerare,räkna
1253,rechnen::V,reri,räkna
1254,rechnen::V,calculare,räkna
1255,lesen::V,legere,läsa
1256,malen::V,pingere,måla
1257,zeichnen::V,scribere,teckna
1258,schreiben::V,scribere,skriva
1259,besitzen::V,possidere,äga
1260,besitzen::V,possidere,besitta
1261,kaufen::V,emere,köpa
1262,verkaufen::V,vendere,sälja
1263,bezahlen::V,pendere,betala
1264,zahlen::V,solvere,betala
1265,beherrschen::V,regere,behärska
1266,beherrschen::V,imperare,behärska
1267,ertragen::V,tolerare,tåla
1268,ertragen::V,tolerare,uthärda
1269,ertragen::V,sustinere,tåla
1270,ertragen::V,sustinere,uthärda
1271,wünschen::V,,önska
1272,wiegen::V,,vagga
