,Concept_ID,kn,myv
566,heiß::A,ಬಿಸಿ,пси
567,warm::A,ಬಿಸಿ,лембе
568,kalt::A,ತಣ್ಣನೆಯ,якшамо
569,kühl::A,ತಂಪಾದ,экше
570,frisch::A,ನಿರ್ಮಲ,свежа
571,feucht::A,ಒದ್ದೆಯಾದ,летьке
572,nass::A,ಒದ್ದೆಯಾದ,начко
573,trocken::A,ಶುಷ್ಕ,коське
574,voll::A,ತುಂಬಿದ,пешксе
575,leer::A,ಖಾಲಿ,чаво
576,offen::A,ಮುಚ್ಚಲ್ಲದ,панжадо
577,offen::A,ಮುಚ್ಚಲ್ಲದ,виде
578,geschlossen::A,ಮುಚ್ಚಿದ,пекстазь
579,geschlossen::A,ಮುಚ್ಚಿದ,сёлгозь
580,sauber::A,ಶುದ್ಧ,ванькс
581,schmutzig::A,ಅಶುದ್ಧ,ливезев
582,roh::A,ಹಸಿ,верек
583,reif::A,ಹಣ್ಣಾದ,кенерезь
584,lecker::A,ಗುಚಿಕರ,тантей
585,süß::A,ಸಿಹಿ,ламбамо
586,bitter::A,ಕಹಿ,сэпей
587,sauer::A,ಹುಳಿಯಾದ,чапамо
588,hell::A,ಹೊಳೆಯುವ,валдо
589,dunkel::A,ಮಬ್ಬಾದ,чопода
590,schwarz::A,ಕಪ್ಪು,раужо
591,weiß::A,ಬಿಳಿಯ,ашо
592,rot::A,ಕೆಂಪು,якстере
593,gelb::A,ಹಳದಯ,ожо
594,blau::A,ನೀಲ,сэнь
595,grün::A,ಕಾಯಾದ,пиже
596,grau::A,ಬೂದುಬಣ್ಣದ,шержев
597,bunt::A,ವರ್ಣರಂಜಿತ,сёрмав
598,billig::A,ಅಗ್ಗ,аволь питней
599,teuer::A,ದುಬಾರಿಯಾದ,питней
600,wertvoll::A,ಅಮೂಲ್ಯ,питней
601,blind::A,ಅಂಧ,сокор
602,taub::A,ಕಿವುಡಾದ,амариця
603,kräftig::A,ಪ್ರಬಲ,пек виев
604,stark::A,ಶಕ್ತಿವಂತ,виев
605,schwach::A,ದುರ್ಬಲ,лавшо
606,fett::A,ಕೊಬ್ಬಿದ,куя
607,schlank::A,ತೆಳ್ಳಗಿನ,виде ронга
608,hübsch::A,ಅಂದವಾದ,мазый
609,böse::A,ಕೆಟ್ಟ,кежей
610,dumm::A,ಮಂದ,чавола
611,dumm::A,ಮಂದ,превтеме
612,faul::A,ಆಲಸ,нузякс
613,fleißig::A,ಕಡಗುವ,мелень путыця
614,geizig::A,ಜುಗ್ಗ,скупой
615,klug::A,ಚತುರ,превей
616,geschickt::A,ದಕ್ಷ,маштозь теезь
617,lieb::A,ಪ್ರಿಯ,вадря
618,lustig::A,ಖುಷಿಯಾದ,весёла
619,sanft::A,ಸೌಮ್ಯ,сэтьме
620,hungrig::A,ಹಸಿದ,вачо
621,krank::A,ಅಸ್ವಸ್ಥ,сэредиця
622,nackt::A,ನಗ್ನ,штапо
623,traurig::A,ದುಃಖಿತ,нусманя
624,lebendig::A,ಜೀವಂತ,эриця
625,gut::A,ಒಳ್ಳೆಯ,паро
626,schlecht::A,ದುಷ್ಟ,берянь
627,richtig::A,ಸರಿ,виде
628,schlimm::A,ಅಸಹ್ಯ,берянь
629,wahr::A,ನಿಜ,алкуксонь
630,alt::A,ಮುದಿ,ташто
631,neu::A,ಹೊಸ,од
632,ehemalig::A,ಮಾಜೀ,икелень
633,alt[Lebewesen]::A,ವೃದ್ಧ,сыре
634,jung::A,ಎಳ,од
635,arm::A,ಬಡ,кажов
636,reich::A,ಶ್ರೀಮಂತ,сюпав
637,bekannt::A,ಅಪ್ತ,содавикс
638,berühmt::A,ಪ್ರಸಿದ್ಧ,содавикс
639,fremd::A,ಪರಕೀಯ,лия
640,fremd::A,ಪರಕೀಯ,асодавикс
641,verschieden::A,ಬೇರೆ,эрьва
642,nah::A,ಹತ್ತಿರವಾದ,а васолонь
643,fern::A,ದೂರದ,умонь
644,fern::A,ದೂರದ,кезэрень
645,linker::A,ಎಡ,керш
646,rechter::A,ಬಲ,вить
647,anderer::A,ಇತರ,лия
648,erster::A,ಪ್ರಥಮ,васень
649,erster::A,ಪ್ರಥಮ,васенце
650,zweiter::A,ದ್ವಿತೀಯ,омбоце
651,dritter::A,ಮೂರನೆಯಜಗತ್ತು,колмоце
652,letzter::A,ಅಂತ್ಯ,меельце
653,allein::ADV,ಒಬ್ಬನೇ,башка
654,allein::ADV,ಒಬ್ಬನೇ,ськамонзо
655,auf einmal::ADV,ಒಡನೆ,вейсэ
656,zusammen::ADV,ಒಟ್ಟಿಗೆ,вейс
657,zusammen::ADV,ಒಟ್ಟಿಗೆ,вейсэ
658,lange::ADV,ದೀರ್ಘ,кувать
659,plötzlich::ADV,ಅನಾಮತ್ತು,апак учо
660,sofort::ADV,ಜಾಗ್ರತೆ,курок
661,sofort::ADV,ಜಾಗ್ರತೆ,нейке
662,später::ADV,ತರುವಾಯ,мейле
663,jetzt::ADV,ಈಗ,ней
664,heute::ADV,ಇಂದು,течи
665,morgen::ADV,ನಾಳೆ,ванды
666,bald::ADV,ಬೇಗ,курок
667,dann::ADV,ಆಗ,мейле
668,dann::ADV,ಆಗ,седе мейле
669,gestern::ADV,ನಿನ್ನೆ,исяк
670,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,весть
671,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,зярдо-бути
672,damals::ADV,ಆಗ,сестэ
673,danach::ADV,ಆಮೇಲೆ,мейле
674,danach::ADV,ಆಮೇಲೆ,седе мейле
675,vorher::ADV,ಮುಂಚೆ,васняяк
676,zuerst::ADV,ಮೊದಲಿಗೆ,васня
677,einmal::ADV,ಒಮ್ಮೆ,весть
678,manchmal::ADV,ಆಗಾಗ,лиясто
679,oft::ADV,ಅನೇಕಸಲ,сеетьстэ
680,immer::ADV,ಯಾವಾಗಲೂ,свал
681,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,а зярдояк
682,hier::ADV,ಇಲ್ಲಿ,тесэ
683,hierhin::ADV,ಇತ್ತ,тей
684,von hier::ADV,ಇಲ್ಲಿಂದ,тестэ
685,dort::ADV,ಅಲ್ಲಿ,тосо
686,dorthin::ADV,ಅಲ್ಲಿಗೆ,тов
687,geradeaus::ADV,ಸೀದಾ,витьстэ
688,vorwärts::ADV,ಮುನ್ನೆಡೆವ,икелев
689,rückwärts::ADV,ಹಿಂದುಗಡೆಗೆ,мекев
690,zurück::ADV,ಹಿಂದಕ್ಕೆ,мекев
691,unten::ADV,ಕೆಳಗೆ,ало
692,hinab::ADV,ಕೆಳಕ್ಕೆ,алов
693,oben::ADV,ಮೇಲೆ,вере
694,hinauf::ADV,ಮೇಲಕ್ಕೆ,верев
695,überall::ADV,ಎಲ್ಲಸ್ಥಳಗಳು,эрьва косо
696,nicht::ADV,ಇಲ್ಲ,а
697,nicht::ADV,ಅಲ್ಲ,а
698,ein wenig::ADV,ತುಸು,аламошка
699,kaum::ADV,ಕಠಿನವಾಗಿ,ансяк
700,sehr::ADV,ಬಹು,пек
701,sehr::ADV,ಬಹು,вельть
702,so::ADV,ಅಷ್ಟು,истя
703,noch::ADV,ಇನ್ನು,таго
704,nur::ADV,ಕೇವಲ,ансяк
705,schon::ADV,ಆಗಲೇ,уш
706,wieder::ADV,ಪುನಃ,таго
707,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,стяко
708,vor::PRP,ಮುಂದೆ,икеле
709,hinter::PRP,ಹಿಂದ,вельде
710,unter::PRP,ಕೆಳ,ало
711,durch::PRP,ನೇರವಾಗಿ,пачк
712,neben::PRP,ಅಧರ ಬಲಿಕ,вакссо
713,zwischen::PRP,ನಡುವೆ,ютксо
714,wegen::PRP,ಅಧಕ್ಕಗಿ,кис
715,wegen::PRP,ಅಧಕ್ಕಗಿ,коряс
716,wegen::PRP,ಅಧಕ್ಕಗಿ,кувалт
717,dies::PRN,ಈ,те
718,das::PRN,ಅದು,те
719,das::PRN,ಅದು,тона
720,alles::PRN,ಎಲ್ಲ,весе
721,alles::PRN,ಎಲ್ಲ,весемесь
722,ich::PRN,ನಾನು,мон
723,du::PRN,ನೀನು,тон
724,er::PRN,ಅವನು,сон
725,er::PRN,ಇವನು,сон
726,wir::PRN,ನಾವು,минь
727,ihr::PRN,ನೀವು,тынь
728,sie::PRN,ಅವರು,сынь
729,was::FPRN,ಏನು,мезе
730,wer::FPRN,ಯಾರಿಗೆ,ки
731,wo::FADV,ಎಲ್ಲಿ,косо
732,wohin::FADV,ಎಲ್ಲಿಗೆ,ков
733,wohin::FADV,ಎಲ್ಲಿಗೆ,козо
734,wie::FADV,ಹೇಗೆ,кода
735,warum::FADV,ಏಕೆ,мекс
736,wieviel::FNUM,ಎಷ್ಟು,зяро
737,eins::NUM,ಒಂದು,вейке
738,zwei::NUM,ಎರಡು,кавто
739,drei::NUM,ಮೂರು,колмо
740,vier::NUM,ನಾಲ್ಕು,ниле
741,fünf::NUM,ಅಯ್ದು,вете
742,sechs::NUM,ಆರು,кото
743,sieben::NUM,ಏಳು,сисем
744,acht::NUM,ಎಂಟು,кавксо
745,neun::NUM,ಒಂಭಬತ್ತು,вейксэ
746,zehn::NUM,ಹತ್ತು,кемень
747,elf::NUM,ಹನ್ನೊಂದು,кевейкее
748,zwölf::NUM,ಹನ್ನೆರಡು,кемгавтово
749,zwanzig::NUM,ಇಪ್ಪತ್ತು,комсь
750,dreißig::NUM,ಮೂವತ್ತು,колоньгемень
751,vierzig::NUM,ನಲವತ್ತು,ниленьгемень
752,fünfzig::NUM,ಐವತ್ತು,ведьгемень
753,sechzig::NUM,ಅರುವತ್ತು,кодгемень
754,siebzig::NUM,ಎಪ್ಪತ್ತು,сизьгемень
755,achtzig::NUM,ಎಂಬತ್ತು,кавксоньгемень
756,neunzig::NUM,ತೊಂಬತ್ತು,вейксэньгемень
757,hundert::NUM,ನೂರು,сядо
758,tausend::NUM,ಸಾವಿರ,тыща
759,und::CNJ,ಮತ್ತು,ды
760,oder::CNJ,ಅಥವಾ,или
761,stehen::V,ನಿಲ್ಲು,аштемс стядо
762,sitzen::V,ಕುಳ್ಳಿರು,аштемс озадо
763,liegen::V,ಮಲಗಿಕೊ,мадезь аштемс
764,hängen::V,ಇಳಿಯಬಿಡು,нурьгемс
765,werden::V,ಆಗು,арамс
766,passieren::V,ಆಗು,лисэмс
767,beginnen::V,ಆರಂಭಿಸು,ушодомс
768,enden::V,ಕೊನೆಗಾಣು,лоткамс
769,wechseln::V,ಮಾರ್ಪಡಿಸು,полавтнемс
770,aufgehen[Sonne]::V,ಮೂಡು,лисемс
771,aufgehen[Sonne]::V,ಮೂಡು,стямс
772,untergehen[Sonne]::V,ಮುಳುಗು,валгомс
773,scheinen[Sonne]::V,ಹೊಳೆ,валдомтомс
774,donnern::V,ಗುಡುಗಾಗು,цярномс
775,donnern::V,ಗುಡುಗಾಗು,галдордомс
776,wehen::V,ತೀಡು,пувамс
777,strömen::V,ಹರಿ,чудемс
778,fließen::V,ಹರಿ,чудемс
779,sich drehen::V,ಸುತ್ತು,велямс
780,schwanken::V,ಓಲಾಡು,лыкамс
781,schwanken::V,ಓಲಾಡು,якамс
782,schwingen::V,ತೂಗು,нурсемс
783,schwingen::V,ತೂಗು,лыкамс
784,fallen::V,ಉದುರು,прамс
785,fallen::V,ಉದುರು,сяворемс
786,brennen::V,ಉರಿ,паломс
787,rauchen::V,ಹೊಗೆಬಿಡು,качадомс
788,regnen::V,ಸುರಿ,пиземс
789,gefrieren::V,ಹೆಪ್ಪುಗಟ್ಟು,кельмемс
790,tauen::V,ಬೆಚ್ಚಗಾಗು,соламс
791,schmelzen::V,ಕರಗು,соламс
792,trocknen::V,ಒಣಗು,коськемс
793,sieden::V,ಕುದಿ,лакамс
794,sieden::V,ಕುದಿ,пиксемс
795,faulen::V,ಕೊಳೆ,наксадомс
796,verfaulen::V,ನಶಿಸು,наксадомс
797,reißen::V,ಒಡೆ,сезневемс
798,versinken::V,ಮುಳುಗು,ваямс
799,vergehen::V,ಸಾಗು,ютамс
800,erscheinen::V,ತೋರು,лисемс
801,verschwinden::V,ಮಾಯವಾಗು,ёмамс
802,sinken::V,ಕುಸಿ,явамс
803,abnehmen::V,ತಗ್ಗು,киремемс
804,zunehmen::V,ಬೆಳೆ,ламолгадомс
805,zunehmen::V,ಬೆಳೆ,раштамс
806,steigen::V,ಉಬ್ಬು,куземс
807,steigen::V,ಉಬ್ಬು,кепсевемс
808,wachsen::V,ಬೆಳೆ,касомс
809,glänzen::V,ಮಿರುಗು,цитнемс
810,funkeln::V,ಮಿನುಗು,пиндолдомс
811,funkeln::V,ಮಿನುಗು,цивтёрдомс
812,lärmen::V,ಶಬ್ದ ಮಾಡಲು,шалномс
813,läuten::V,ಬಾರಿಸು,гайгезевемс
814,klingeln::V,ಅನುರಣಿಸು,чавомс баягас
815,klirren::V,ಕಿಣಿಕಿಣಿಸು,калдордомс
816,klirren::V,ಕಿಣಿಕಿಣಿಸು,кальцяемс
817,brausen::V,ಅಬ್ಬರಿಸು,лакамс
818,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,лажномс
819,klingen::V,ಉಸಿರು,гайгемс
820,bellen::V,ಬಗುಳು,онгомс
821,heulen::V,ಅರಚು,урномс
822,blasen::V,ಗಾಳಿ ಊದು,пувамс
823,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,вешкемс
824,schreien::V,ಕರೆ,пижнемс
825,stöhnen::V,ನರಳು,кувсемс
826,zittern::V,ನಡುಗು,тарномс
827,leben::V,ಇರು,эрямс
828,geboren werden::V,ಉಂಟಾಗು,чачомс
829,atmen::V,ಉಸಿರು,лексемс
830,trinken::V,ಕುಡಿ,симемс
831,essen::V,ತಿನ್ನು,ярсамс
832,schlucken::V,ನುಂಗು,нилемс
833,schlucken::V,ನುಂಗು,порнемс
834,müde werden::V,ಬಳಲು,сиземс
835,einschlafen::V,ನಿದ್ಧೆಹೋಗು,матедевемс
836,schlafen::V,ನಿದ್ರಿಸು,удомс
837,aufwachen::V,ಏಳು,сыргоземс
838,aufstehen::V,ಏಳು,стямс
839,sich erholen::V,ಸುಧಾರಿಸು,оймсемс
840,krank werden::V,ಬೇನೆಬೀಳು,сэредезевемс
841,krank sein::V,ಕೆಟ್ಟ ಎಂದು,сэредемс
842,schmerzen::V,ಕಚ್ಚು,сэредемс
843,husten::V,ಕೆಮ್ಮು,козомс
844,genesen::V,ಮತ್ತೆಹೊದಿಸು,пичкамс
845,sterben::V,ಮೃತಪಡು,куломс
846,umkommen::V,ಹಾಳಾಗು,чавовомс
847,umkommen::V,ಹಾಳಾಗು,ёмамс
848,sich bewegen::V,ಚಲಿಸು,шаштомс
849,sich rühren::V,ಕದಲು,сыргамс
850,sich erheben::V,ಏಳು,куземс
851,sich setzen::V,ಕೂರು,озамс
852,hinfallen::V,ಬೀಳು,прамс
853,hinfallen::V,ಬೀಳು,сяворемс
854,laufen::V,ನಡೆ,якамс
855,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,эскелямс
856,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,молемс
857,spazierengehen::V,ವಿಹರಿಸು,якамс
858,eilen::V,ಮುನ್ನುಗ್ಗು,эрзкалемс
859,eilen::V,ಮುನ್ನುಗ್ಗು,капшамс
860,sich beeilen::V,ಆತುರಪಡು,капшамс
861,sausen::V,ಒಗೆ,ливтямс
862,rennen::V,ಓಡು,чийнемс
863,rennen::V,ಓಡು,ардтнемс
864,springen::V,ಜಿಗಿ,кирнявтнемс
865,klettern::V,ಏರು,куземс
866,schaukeln::V,ತೂಗು,нурямс
867,kriechen::V,ತೆವಳು,ёзмолдомс
868,schwimmen::V,ಈಜು,уемс
869,tauchen::V,ಕೆಳಗಿಳಿ,чопавтомс
870,tauchen::V,ಕೆಳಗಿಳಿ,чопавтнемс
871,rudern::V,ಸಾಗಿಸು,миледемс
872,fahren::V,ನಡೆಸು,ардомс
873,fliegen::V,ಹಾರು,ливтямс
874,gehen::V,ಹೋಗು,туемс
875,gehen::V,ಹೋಗು,молемс
876,weggehen::V,ಹೊರಡು,туемс
877,abfahren::V,ತೆರಳು,туемс
878,anhalten::V,ನಿಲ್ಲು,лоткамс
879,hineingehen::V,ಒಳಹೊಗು,совамс
880,eintreten::V,ಒಳಹೊಗು,совамс
881,eintreten::V,ಒಳಹೊಗು,эскельдямс
882,kommen::V,ಬರು,самс
883,ankommen::V,ಬರು,самс
884,ankommen::V,ಬರು,пачкодемс
885,zurückkommen::V,ಹಿಂದಿರುಗು,велявтомс
886,bleiben::V,ಇರು,кадовомс
887,warten::V,ಇರು,учомс
888,erwarten::V,ನಿರೀಕ್ಷಿಸು,учомс
889,suchen::V,ಹುಡುಕು,вешнемс
890,finden::V,ಕಂಡುಕೊ,муемс
891,versuchen::V,ಪ್ರಯತ್ನಿಸು,варштамс
892,vorbereiten::V,ಸಿದ್ಧವಾಗು,анокстамс
893,lieben::V,ಪ್ರೀತಿಸು,вечкемс
894,mögen::V,ಇಷ್ಟಪಡು,вечкемс
895,lachen::V,ನಗು,пейдемс
896,rühren::V,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ,токамс седейс
897,weinen::V,ಅಳು,авардемс
898,schimpfen::V,ಗೊಣಗು,сёвномс
899,sich ärgern::V,ಗಣಗಾಡು,кежиявтнемс
900,sich fürchten::V,ನಡುಗು,пелемс
901,fürchten::V,ಹೆದರು,пелемс
902,fliehen::V,ಓಡಿಹೋಗು,оргодемс
903,flüchten::V,ಪಾರಾಗು,ворьгодемс
904,flüchten::V,ಪಾರಾಗು,чадомс
905,sehen::V,ಕಾಣು,неемс
906,anschauen::V,ನೋಡು,ваномс
907,ansehen::V,ನಿರೀಕ್ಷಿಸು,ваномс
908,hören::V,ಕೇಳು,марямс
909,zuhören::V,ಆಲಿಸು,кунсоломс
910,probieren::V,ರುಚಿ ನೋಡು,варшамс
911,riechen::V,ಮೂಸು,никсемс
912,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,марямс
913,scheinen::V,ತೋರು,марявомс
914,zu sehen sein::V,ಕಾಣಿಸು,неявомс
915,vernehmen::V,ಕೇಳು,марямс
916,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,кельмемс
917,tun::V,ಮಾಡು,теемс
918,können::V,ಮಾಡಬಲ್ಲ,маштомс
919,wollen::V,ಬಯಸು,бажамс
920,anfangen::V,ಪ್ರಾರಂಭಿಸು,кармамс
921,beenden::V,ನಿಲ್ಲಿಸು,прядомс
922,aufhören::V,ಮುಗಿಸು,лоткамс
923,gelingen::V,ಯಶಸ್ವಿಯಾಗು,удаламс
924,geraten::V,ಉತ್ಪತ್ತಿಮಾಡು,лисемс
925,öffnen::V,ತೆರೆ,панжомс
926,schließen::V,ಮುಚ್ಚು,пекстамс
927,schließen::V,ಮುಚ್ಚು,сёлгомс
928,schließen::V,ಮುಚ್ಚು,конямс
929,stellen::V,ಇಕ್ಕು,аравтомс
930,setzen::V,ಇಡು,ойсевтемс
931,setzen::V,ಇಡು,озавтнемс
932,legen::V,ಇಡು,путомс
933,berühren::V,ತಾಕು,токамс
934,verbinden::V,ಕೂಡಿಸು,содомс
935,bedecken::V,ಮುಚ್ಚು,вельтямс
936,aufhängen::V,ತೂಗುಹಾಕು,понгавтомс
937,anzünden::V,ಹತ್ತಿಸು,кирвастемс
938,aufheben::V,ಆಯಿ,кепедемс
939,zurücklassen::V,ಬಿಡು,кадомс
940,verlieren::V,ಕಳೆ,ёмавтомс
941,fallen lassen::V,ಬೀಳಿಸು,правтомс
942,machen::V,ಮಾಡು,теемс
943,herstellen::V,ತಯಾರಿಸು,анокстамс
944,bauen::V,ಕಟ್ಟು,путомс
945,reparieren::V,ಸರಿಪಡಿಸು,витемс
946,verbessern::V,ತಿದ್ದು,паролгавтомс
947,verbessern::V,ತಿದ್ದು,вадрялгавтомс
948,ändern::V,ಬದಲಾಯಿಸು,полавтомс
949,graben::V,ಅಗೆ,чувомс
950,graben::V,ಅಗೆ,таргамс
951,beugen::V,ಬಗ್ಗಿಸು,мендемс
952,biegen::V,ಬಗ್ಗಿಸು,комавтомс
953,drehen::V,ತಿರುಗು,чаравтомс
954,drehen::V,ತಿರುಗು,велявтнемс
955,wenden::V,ತಿರುಗು,велявтомс
956,umdrehen::V,ತಿರುಗಿಸು,велявтомс
957,heben::V,ಎತ್ತು,кепедемс
958,hochheben::V,ಎತ್ತು,кепедемс
959,ergreifen::V,ಆಕ್ರಮಿಸು,кундамс
960,halten::V,ಹಿಡಿ,кирдемс
961,drücken::V,ಒತ್ತು,нуемс
962,schieben::V,ನೂಕು,шаштомс
963,kratzen::V,ತರಚಿಕೊಳ್ಳು,ангордамс
964,lecken::V,ನೆಕ್ಕು,нолсемс
965,beißen::V,ಕಚ್ಚು,сускомс
966,abreißen::V,ಹರಿ,сеземс
967,abschneiden::V,ಕತ್ತರಿಸು,печкемс
968,binden::V,ಕಟ್ಟು,кодамс
969,binden::V,ಕಟ್ಟು,сюлмамс
970,stecken::V,ಸಿಕ್ಕಿಸು,сялгомс
971,brechen::V,ಮುರಿ,синдемс
972,brechen::V,ಮುರಿ,калавтомс
973,klopfen::V,ತಟ್ಟು,калтаямс
974,hauen::V,ಹೊಡೆ,чавомс
975,kleben::V,ಅಂಟಿಸು,педявтнемс
976,reiben::V,ಉಜ್ಜು,ёзамс
977,streichen::V,ಹರಡು,вадемс
978,schleifen::V,ಮಸೆ,човамс
979,schneiden::V,ಕತ್ತರಿಸು,керямс
980,rütteln::V,ಕುಲುಕಿಸು,чукамс
981,rütteln::V,ಕುಲುಕಿಸು,лыкавтомс
982,schütteln::V,ಅಲುಗಿಸು,чукамс
983,schwenken::V,ತೂಗಾಡು,яхолемс
984,schütten::V,ಎರೆ,каямс
985,füllen::V,ತುಂಬಿಸು,пештямс
986,einwickeln::V,ಹೊದಿಸು,тапарямс
987,tragen::V,ಹೊರು,кандомс
988,schleppen::V,ಜಗ್ಗು,ускомс
989,ziehen::V,ಎಳೆ,ускомс
990,aufbewahren::V,ಇಟ್ಟುಕೊ,ванстомс
991,werfen::V,ಎಸೆ,ёртомс
992,fangen::V,ಹಿಡಿ,кундамс
993,packen::V,ಸೆಳೆ,кундамс
994,verstecken::V,ಮುಚ್ಚಿಡು,кекшемс
995,teilen::V,ವಿಭಜಿಸು,явомс
996,schicken::V,ಕಳುಹಿಸು,кучомс
997,bringen::V,ತರು,кандомс
998,hinzufügen::V,ಕೂಡಿಸು,путомс
999,hinzufügen::V,ಕೂಡಿಸು,максомс
1000,bekommen::V,ಸಂಪಾದಿಸು,саемс
1001,erhalten::V,ಪಡೆ,саемс
1002,nehmen::V,ಹಿಡಿ,саемс
1003,wählen::V,ಆರಿಸು,кочкамс
1004,auswählen::V,ಆಯಿ,кочкамс
1005,bewahren::V,ರಕ್ಷಿಸಿಡು,ванстомс
1006,behindern::V,ಅಡ್ಡಿಮಾಡು,кирдемс
1007,verderben::V,ಕೆಡಿಸು,коламс
1008,beschädigen::V,ಹಾಳುಮಾಡು,теемс зыян
1009,zerbrechen::V,ಮುರಿ,коламс
1010,zerreißen::V,ಸೀಳು,сеземс
1011,zerstören::V,ಅಳಿಸು,калавтомс
1012,verbrennen::V,ಸುಡು,пултамс
1013,geben::V,ಕೊಡು,максомс
1014,reichen::V,ಕೊಡು,максомс
1015,schenken::V,ಅರ್ಪಿಸು,каземс
1016,versprechen::V,ವಾಗ್ದಾನಮಾಡು,алтамс
1017,wünschen::V,ಬಯಸು,арсемс
1018,loben::V,ಹೊಗಳು,шнамс
1019,küssen::V,ಚುಂಬಿಸು,палсемс
1020,wiegen::V,ತೂಗು,нурсемс
1021,zudecken::V,ಹಾಸು,тавадомс
1022,zudecken::V,ಹಾಸು,вельтямс
1023,wecken::V,ಎಬ್ಬಿಸು,стявтомс
1024,zeigen::V,ತೋರಿಸು,невтемс
1025,führen::V,ದಾರಿತೋರಿಸು,ветямс
1026,lehren::V,ಕಲಿಸು,тонавтомс
1027,unterrichten::V,ಬೋಧಿಸು,тонавтомс
1028,aufziehen::V,ಸಲಹು,трямс
1029,aufziehen::V,ಸಲಹು,кастомс
1030,leiten::V,ಮುಂದಾಳಾಗಿರು ,ветямс
1031,leiten::V,ಮುಂದಾಳಾಗಿರು ,азоркстамс
1032,antreiben::V,ಓಡಿಸು,ветямс
1033,lassen::V,ಮಾಡಲುಬಿಡು,кармавтомс
1034,einladen::V,ಆಹ್ವಾನಿಸು,тердемс
1035,vereinigen::V,ಒಂದಾಗು,вейсэндямс
1036,vereinigen::V,ಒಂದಾಗು,вейс путомс
1037,vereinigen::V,ಒಂದಾಗು,вейс пурнамс
1038,besuchen::V,ಭೇಟಿಯಾಗು,варштамс
1039,treffen::V,ಸಂಧಿಸು,вастомс
1040,sich versammeln::V,ನೆರೆ,промокшномс
1041,spielen::V,ಆಡು,налксемс
1042,singen::V,ಹಾಡು,морамс
1043,tanzen::V,ಕುಣಿ,киштемс
1044,sich trennen::V,ಪ್ರತ್ಯೇಮಾಡು,явомс
1045,verlassen::V,ಕಳೆ,кадомс
1046,retten::V,ರಕ್ಷಿಸು,идемс
1047,bewachen::V,ಕಾಪಾಡು,ванстомс
1048,schützen::V,ಸಂರಕ್ಷಿಸು,аштемс
1049,verteidigen::V,ಕಾಪಿಡು,ваномс
1050,sich schlagen::V,ಕಿತ್ತಾಟ,тюремс
1051,schießen::V,ಎಸೆ,ледемс
1052,siegen::V,ಗೆಲ್ಲು,изнямс
1053,ärgern::V,ರೇಗಿಸು,кежейгавтомс
1054,schlagen::V,ಹೊಡೆ,токамс
1055,treten::V,ಒದೆ,тапамс
1056,stechen::V,ಚುಚ್ಚು,пупамс
1057,stoßen::V,ತಳ್ಳು,тулкадемс
1058,stehlen::V,ಕದಿ,саламс
1059,stören::V,ಕತಕು,пирямс ки
1060,belästigen::V,ತೊಂದರೆ,а максомс
1061,belästigen::V,ತೊಂದರೆ,а кадомс оймамо
1062,verbergen::V,ಮರೆಮಾಜು,сёпомс
1063,verbergen::V,ಮರೆಮಾಜು,кекшемс
1064,täuschen::V,ಠಕ್ಕಿಸು,манямс
1065,betrügen::V,ವಂಚಿಸು,манчемс
1066,töten::V,ಕೊಲ್ಲು,чавномс
1067,töten::V,ಕೊಲ್ಲು,маштнемс
1068,wohnen::V,ವಾಸಿಸು,эрямс
1069,arbeiten::V,ಕೆಲಸ ಮಾಡು,важодемс
1070,sammeln::V,ಸಂಚಯಿಸು,пурнамс
1071,pflücken::V,ಬಿಡಿಸು,ноцковтнемс
1072,jagen::V,ಬೇಟೆಯಾಡು,кундамс
1073,fischen::V,ಮೀನು ಹಿಡಿ,калонь кундамс
1074,fassen::V,ಹಿಡಿ,кундамс
1075,hüten::V,ಗುಂಪುಸೇರಿಸು,ваномс
1076,treiben::V,ದಬ್ಬು,панемс
1077,anbinden::V,ಬಿಗಿ,сюлмамс
1078,füttern::V,ಮೇಯಿಸು,андомс
1079,melken::V,ಹಾಲು ಕರೆ,потявтомс
1080,hacken::V,ತುಂಡರಿಸು,лазномс
1081,gießen::V,ನೀರುಹಾಕು,валомс
1082,reifen::V,ಕಳಿ,кенеремс
1083,zubereiten::V,ಅಡಿಗೆಮಾಡು,анокстамс
1084,kochen::V,ಅಡು,пидемс
1085,backen::V,ಬೇಯಿಸು,пидемс
1086,braten::V,ಕರಿ,пуштамс
1087,umrühren::V,ಕಲಕು,човорямс
1088,stricken::V,ಹೆಣೆ,кодамс
1089,nähen::V,ಹೊಲಿ,стамс
1090,färben::V,ಬಣ್ಣ ಹತ್ತು,артомс
1091,reinigen::V,ಸ್ವಚ್ಛಮಾಡು,урядамс
1092,waschen::V,ತೊಳೆ,муськемс
