,Concept_ID,he,be
804,vergehen::V,עבר,праходзіць
805,erscheinen::V,נגלה,зʼявіцца
806,erscheinen::V,הופיע,зʼявіцца
807,verschwinden::V,נעלם,знікнуць
808,sinken::V,ירד,спадаць
809,abnehmen::V,הפחית,паменшыцца
810,zunehmen::V,רבה,павялічвацца
811,steigen::V,עלה,паднімацца
812,wachsen::V,גדל,расці
813,glänzen::V,נצץ,блішчаць
814,glänzen::V,בהק,блішчаць
815,funkeln::V,נצנץ,бліскаць
816,lärmen::V,רעש,шумець
817,läuten::V,צלצל,званіць
818,klingeln::V,צלצל,званіць
819,klirren::V,קרקש,бразгаць
820,brausen::V,געש,бушаваць
821,rauschen::V,רשרש,шастаць
822,klingen::V,נשמע,гучаць
823,bellen::V,נבח,брахаць
824,heulen::V,ילל,выць
825,blasen::V,נשף,дзьмухнуць
826,pfeifen::V,שרק,свістаць
827,schreien::V,צעק,крычаць
828,stöhnen::V,נאנק,стагнаць
829,zittern::V,רעד,дрыжаць
830,leben::V,חי,жыць
831,geboren werden::V,נולד,нарадзіцца
832,atmen::V,נשם,дыхаць
833,trinken::V,שתה,піць
834,essen::V,אכל,есці
835,schlucken::V,בלע,глытаць
836,müde werden::V,התעיף,стаміцца
837,einschlafen::V,נרדם,заснуць
838,schlafen::V,ישן,спаць
839,aufwachen::V,התעורר,рассыпацца
840,aufstehen::V,קם,устаць
841,sich erholen::V,נפש,адпачываць
842,krank werden::V,חלה,захварэць
843,krank sein::V,היה חולה,хварэць
844,schmerzen::V,כאב,балець
845,husten::V,השתעל,кашляць
846,genesen::V,הבריא,паправіцца
847,genesen::V,הבריא,паздаравець
848,sterben::V,מת,памерці
849,umkommen::V,נספה,загінуць
850,sich bewegen::V,נע,рухацца
851,sich rühren::V,זז,варушыцца
852,sich erheben::V,קם,устаць
853,sich setzen::V,התישב,сесці
854,hinfallen::V,נפל,упасці
855,laufen::V,הלך ברגל,хадзіць
856,schreiten::V,פסע,шагаць
857,schreiten::V,פסע,крочыць
858,spazierengehen::V,טיל,гуляць
859,eilen::V,אץ,спяшацца
860,eilen::V,מהר,спяшацца
861,sich beeilen::V,מהר,спяшацца
862,sausen::V,אץ,імчацца
863,rennen::V,רץ,бегаць
864,springen::V,קפץ,скакаць
865,klettern::V,טפס,лазіць
866,schaukeln::V,התנדנד,гайдацца
867,kriechen::V,זחל,поўзаць
868,schwimmen::V,שחה,плаваць
869,tauchen::V,צלל,ныраць
870,rudern::V,חתר,веславаць
871,fahren::V,נסע,ехаць
872,fliegen::V,עף,лятаць
873,gehen::V,הלך,ісці
874,weggehen::V,עזב,пайсці
875,abfahren::V,יצא,адʼяжджаць
876,anhalten::V,עצר,спыніцца
877,anhalten::V,עצר,затрымацца
878,hineingehen::V,נכנס,уваходзіць
879,eintreten::V,נכנס,увайсці
880,kommen::V,בא,прыйсці
881,ankommen::V,הגיע,прыбыць
882,zurückkommen::V,שב,вярнуцца
883,zurückkommen::V,חזר,вярнуцца
884,bleiben::V,נשאר,застацца
885,warten::V,חכה,чакаць
886,warten::V,המתין,чакаць
887,erwarten::V,צפה,чакаць
888,suchen::V,חפש,шукаць
889,finden::V,מצא,знайсці
890,versuchen::V,נסה,прабаваць
891,vorbereiten::V,הכין,падрыхтаваць
892,lieben::V,אהב,кахаць
893,mögen::V,אהב,любіць
894,lachen::V,צחק,смяяцца
895,rühren::V,נגע ללב,расчуліць
896,weinen::V,בכה,плакаць
897,schimpfen::V,גער,лаяцца
898,sich ärgern::V,זעם,сердаваць
899,sich ärgern::V,כעס,сердаваць
900,sich fürchten::V,פחד,баяцца
901,sich fürchten::V,חשש,баяцца
902,fürchten::V,פחד מ,баяцца
903,fürchten::V,חשש מ,баяцца
904,fliehen::V,ברח,уцякаць
905,flüchten::V,נמלט,уцячы
906,sehen::V,ראה,бачыць
907,anschauen::V,הביט,паглядзець
908,ansehen::V,התבונן,глядзець
909,hören::V,שמע,чуць
910,zuhören::V,הקשיב,слухаць
911,probieren::V,נסה,каштаваць
912,riechen::V,הריח,нюхаць
913,fühlen::V,חש,адчуваць
914,scheinen::V,נדמה,здавацца
915,zu sehen sein::V,נראה,віднецца
916,vernehmen::V,נודע ל,пачуць
917,frieren::V,קר ל,мёрзнуць
918,tun::V,פעל,рабіць
919,können::V,יכל,умець
920,wollen::V,רצה,хацець
921,anfangen::V,התחיל,пачаць
922,beenden::V,גמר,закончыць
923,aufhören::V,סים,перастаць
924,gelingen::V,הצליח,удацца
925,geraten::V,עלה,аказацца
926,öffnen::V,פתח,адчыніць
927,schließen::V,סגר,зачыніць
928,stellen::V,העמיד,паставіць
929,setzen::V,הושיב,пасадзіць
930,legen::V,שם,класці
931,berühren::V,נגע,чапаць
932,verbinden::V,קשר,звязаць
933,bedecken::V,כסה,накрыць
934,aufhängen::V,תלה,павесіць
935,anzünden::V,הצית,запаліць
936,aufheben::V,אסף,падняць
937,zurücklassen::V,השאיר,пакінуць
938,verlieren::V,אבד,згубіць
939,fallen lassen::V,שמט,упусціць
940,fallen lassen::V,הפיל,упусціць
941,machen::V,עשה,зрабіць
942,herstellen::V,יצר,вырабіць
943,bauen::V,בנה,будаваць
944,reparieren::V,תקן,правіць
945,verbessern::V,שפר,палепшыць
946,ändern::V,שנה,змяніць
947,graben::V,חפר,капаць
948,beugen::V,כפף,сагнуць
949,biegen::V,כופף,пагнуць
950,drehen::V,סובב,вярцець
951,wenden::V,הפך,павярнуць
952,umdrehen::V,סובב,перавярнуць
953,heben::V,הרים,падымаць
954,hochheben::V,הרים,падняць
955,ergreifen::V,אחז,схапіць
956,ergreifen::V,אחז,схваціць
957,halten::V,החזיק,трымаць
958,drücken::V,לחץ,націскаць
959,schieben::V,הזיז,пхаць
960,schieben::V,הזיז,штурхаць
961,kratzen::V,שרט,скрэбці
962,kratzen::V,שפשף,скрэбці
963,lecken::V,לקק,лізаць
964,beißen::V,נשך,кусаць
965,abreißen::V,קרע,адарваць
966,abschneiden::V,חתך,адрэзаць
967,binden::V,קשר,вязаць
968,stecken::V,תקע,уваткнуць
969,brechen::V,שבר,зламаць
970,klopfen::V,נקש,стукаць
971,hauen::V,הכה,біць
972,kleben::V,הדביק,клеіць
973,reiben::V,שפשף,церці
974,streichen::V,מרח,намазаць
975,schleifen::V,השחיז,тачыць
976,schneiden::V,גזר,рэзаць
977,rütteln::V,נענע,хістаць
978,schütteln::V,נער,трэсці
979,schwenken::V,נופף,махаць
980,schwenken::V,טלטל,махаць
981,schütten::V,שפך,наліць
982,füllen::V,מלא,напоўніць
983,einwickeln::V,עטף,загарнуць
984,tragen::V,נשא,несці
985,schleppen::V,סחב,цягнуць
986,ziehen::V,משך,цягнуць
987,aufbewahren::V,שמר,захоўваць
988,werfen::V,זרק,кідаць
989,fangen::V,תפס,лавіць
990,packen::V,אחז,схапіць
991,packen::V,אחז,схваціць
992,verstecken::V,החביא,схаваць
993,teilen::V,חלק,раздзяліць
994,schicken::V,שלח,пасылаць
995,bringen::V,הביא,прынесці
996,hinzufügen::V,הוסיף,дабавіць
997,bekommen::V,תפס,дастаць
998,erhalten::V,קבל,атрымаць
999,nehmen::V,אחז,ўзяць
1000,wählen::V,בחר,выбраць
1001,auswählen::V,בחר ב,адабраць
1002,bewahren::V,קים,захаваць
1003,behindern::V,מנע,перашкаджаць
1004,verderben::V,מנע,сапсаваць
1005,beschädigen::V,הזיק,пашкодзіць
1006,zerbrechen::V,נשבר,разбіць
1007,zerreißen::V,קרע,разадраць
1008,zerstören::V,הרס,разбурыць
1009,zerstören::V,השמיד,разбурыць
1010,verbrennen::V,שרף,спаліць
1011,geben::V,נתן,даць
1012,reichen::V,העביר,перадаць
1013,schenken::V,נתן במתנה,дарыць
1014,versprechen::V,הבטיח,абяцаць
1015,wünschen::V,אחל,жадаць
1016,loben::V,שבח,хваліць
1017,küssen::V,נשק,цалаваць
1018,wiegen::V,נדנד,гушкаць
1019,wiegen::V,נדנד,калыхаць
1020,zudecken::V,כסה,накрыць
1021,wecken::V,עורר,пабудзіць
1022,zeigen::V,הראה,паказаць
1023,führen::V,הביא,весці
1024,führen::V,הוביל,весці
1025,lehren::V,למד,вучыць
1026,unterrichten::V,למד,выкладаць
1027,aufziehen::V,רומם,выхаваць
1028,leiten::V,נהל,кіраваць
1029,antreiben::V,המרץ,падганяць
1030,lassen::V,נתן,прымусіць
1031,einladen::V,הזמין,запрасіць
1032,vereinigen::V,אחד,абʼяднаць
1033,vereinigen::V,לכד,абʼяднаць
1034,besuchen::V,בקר,наведаць
1035,treffen::V,פגש,сустрэць
1036,sich versammeln::V,התאסף,сабрацца
1037,spielen::V,שחק,гуляць
1038,singen::V,שר,пець
1039,singen::V,שר,спяваць
1040,tanzen::V,רקד,танцаваць
1041,sich trennen::V,נפרד,расстацца
1042,verlassen::V,עזב,пакінуць
1043,retten::V,הציל,выратаваць
1044,bewachen::V,שמר,ахоўваць
1045,schützen::V,אבטח,уберагаць
1046,verteidigen::V,הגן,абараніць
1047,sich schlagen::V,התכתש,біцца
1048,sich schlagen::V,התכתש,драцца
1049,schießen::V,ירה,страляць
1050,siegen::V,גבר,перамагчы
1051,siegen::V,נצח,перамагчы
1052,ärgern::V,עצבן,злаваць
1053,schlagen::V,הכה,ударыць
1054,schlagen::V,הלקה,ударыць
1055,treten::V,בעט,штурхаць
1056,stechen::V,דקר,укалоць
1057,stoßen::V,דחק,папхнуць
1058,stehlen::V,גנב,украсці
1059,stören::V,קטע,перашкодзіць
1060,stören::V,הפריע,перашкодзіць
1061,belästigen::V,הציק,дакучаць
1062,belästigen::V,הטריד,дакучаць
1063,verbergen::V,הצניע,скрыць
1064,verbergen::V,הצניע,схаваць
1065,täuschen::V,שגע,падмануць
1066,betrügen::V,הונה,змахляваць
1067,töten::V,הרג,забіць
1068,wohnen::V,גר,жыць
1069,arbeiten::V,עבד,працаваць
1070,sammeln::V,אסף,сабраць
1071,pflücken::V,קטף,зрываць
1072,jagen::V,צד,паляваць
1073,fischen::V,דג,рыбачыць
1074,fassen::V,תפס,злавіць
1075,hüten::V,רעה,пасвіць
1076,treiben::V,הוציא,гнаць
1077,anbinden::V,קשר,прывязаць
1078,füttern::V,הלעיט,карміць
1079,melken::V,חלב,даіць
1080,hacken::V,קצץ,сячы
1081,gießen::V,השקה,паліць
1082,reifen::V,בשל,паспець
1083,zubereiten::V,הכין,зварыць
1084,zubereiten::V,הכין,згатаваць
1085,kochen::V,בשל,варыць
1086,backen::V,אפה,пячы
1087,braten::V,צלה,смажыць
1088,braten::V,טגן,смажыць
1089,umrühren::V,ערבב,перамяшаць
1090,stricken::V,סרג,вязаць
1091,nähen::V,תפר,шыць
1092,färben::V,צבע,пафарбаваць
1093,reinigen::V,נקה,ачысціць
1094,waschen::V,רחץ,мыць
1095,waschen::V,כבס,мыць
1096,abwischen::V,נגב,выцерці
1097,spülen::V,שטף,паласкаць
1098,fegen::V,טאטא,падмятаць
1099,kehren::V,טאטא,месці
1100,baden::V,טבל,купацца
1101,baden::V,שחה,купацца
1102,sich waschen::V,התרחץ,мыцца
1103,ausziehen::V,הוריד,зняць
1104,anziehen::V,לבש,надзець
1105,sich anziehen::V,התלבש,адзецца
1106,kämmen::V,סרק,прычасаць
1107,schmücken::V,קשט,аздобіць
1108,sagen::V,אמר,сказаць
1109,sprechen::V,דבר,гаварыць
1110,reden::V,דבר,размаўляць
1111,sich unterhalten::V,שוחח,гутарыць
1112,fragen::V,שאל,спытаць
1113,bitten::V,בקש,прасіць
1114,erzählen::V,ספר,расказаць
1115,mitteilen::V,מסר,паведаміць
1116,mitteilen::V,הודיע,паведаміць
1117,nennen::V,קרא בשם,назваць
1118,rufen::V,גיס,зваць
1119,rufen::V,הזמין לבוא,зваць
1120,prahlen::V,התרברב,хваліцца
1121,übersetzen::V,תרגם,перакласці
1122,denken::V,חשב,думаць
1123,glauben::V,האמין,верыць
1124,bemerken::V,הבחין,заўважыць
1125,erkennen::V,זהה,пазнаць
1126,begreifen::V,קלט,спасцігнуць
1127,begreifen::V,הבין,спасцігнуць
1128,verstehen::V,הבין,пачуць
1129,lernen::V,למד,вучыцца
1130,wissen::V,ידע,знаць
1131,sich erinnern an::V,זכר,памятаць
1132,vergessen::V,שכח,забыць
1133,messen::V,מדד,мераць
1134,zählen::V,ספר,лічыць
1135,rechnen::V,חשב,лічыць
1136,lesen::V,קרא,чытаць
1137,malen::V,ציר,маляваць
1138,zeichnen::V,שרטט,рысаваць
1139,schreiben::V,כתב,пісаць
1140,besitzen::V,היה בעל של,мець
1141,kaufen::V,קנה,купіць
1142,kaufen::V,רכש,купіць
1143,verkaufen::V,מכר,прадаць
1144,bezahlen::V,שלם,заплаціць
1145,zahlen::V,שלם,плаціць
1146,beherrschen::V,שלט,уладаць
1147,beherrschen::V,שלט,валодаць
1148,ertragen::V,סבל,выцерпець
