,Concept_ID,mrj,myv
132,Rinde::N,каргыж,суд
133,Rinde::N,каргыж,керь
134,Ast::N,укш,морго
135,Zweig::N,укш,тарад
136,Blatt::N,листӹ,лопа
137,Birke::N,куги,килей
138,Kiefer[Baum]::N,йӓктӹ,пиче
139,Weide[Baum]::N,уа,каль
140,Tanne::N,кож,куз
141,Horn::N,шур,сюро
142,Feder::N,пын,толга
143,Fell::N,кавашты,пона
144,Flügel::N,шылдыр,сёлмо
145,Klaue::N,кӹч,кенже
146,Kralle::N,лапа,кенже
147,Schwanz::N,пач,пуло
148,Ei::N,мыны,ал
149,Nest::N,пӹжӓш,пизэ
150,Bau::N,ыраж,варя
151,Bau::N,ыраж,пизе
152,Tier::N,во́льык,ракша
153,Herde::N,кӹтö,стада
154,Kuh::N,ышкал,скал
155,Bulle::N,ӱшкӱж,бука
156,Pferd::N,имни,лишме
157,Schaf::N,шарык,реве
158,Schwein::N,сасна,туво
159,Hund::N,пи,пине
160,Hund::N,пи,киска
161,Katze::N,коти,псака
162,Bär::N,мöскӓ,овто
163,Eichhörnchen::N,ур,ур
164,Elch::N,шарды,сярдо
165,Fuchs::N,рӹвӹж,ривезь
166,Hase::N,морен,нумоло
167,Maus::N,каля,чеерь
168,Wolf::N,пирӹ,верьгиз
169,Vogel::N,кек,нармунь
170,Schwarm::N,цуца,полк
171,Schwarm::N,цуца,стада
172,Huhn::N,цӹвӹ,сараз
173,Hahn::N,ӓптӓн,атякш
174,Gans::N,комбы,гала
175,Gans::N,комбы,мацей
176,Adler::N,кучкыж,куцькан
177,Adler::N,кучкыж,тумоатякш
178,Ente::N,лыды,яксярго
179,Eule::N,тымана,корж
180,Kranich::N,тырня,карго
181,Kranich::N,тыртня,карго
182,Krähe::N,лудыгарак,варака
183,Kuckuck::N,куку,куко
184,Schwan::N,йӱксӹ,локсей
185,Fisch::N,кол,кал
186,Barsch::N,алангы,окунь
187,Hecht::N,нуж,щука
188,Hecht::N,нужгол,щука
189,Schlange[Tier]::N,кӹшкы,гуй
190,Wurm::N,шукш,сукс
191,Spinne::N,ӓнгӹремшӹ,шанжав
192,Ameise::N,кыткы,коткудав
193,Laus::N,ти,сий
194,Mücke::N,кужнер,сеське
195,Mücke::N,кужынер,сеське
196,Fliege::N,шӹнгӓ,карво
197,Schmetterling::N,лӹпӹ,нимиляв
198,Beere::N,мöр,умарь
199,Apfel::N,олма,умарь
200,Pilz::N,понгы,панго
201,Zwiebel::N,охыра,чурька
202,Saat::N,нӱшмӹ,видьметь
203,Saat::N,нӱшмӱ,видьметь
204,Korn::N,пӹрцӹ,сюро
205,Heu::N,шуды,тикше
206,Schale::N,аваха,кедь
207,Schale::N,аваха,ваткавкс
208,Schale::N,карлангы,кедь
209,Schale::N,карлангы,ваткавкс
210,Grube::N,йӓм,латко
211,Falle::N,лӱдӹ,тувор
212,Falle::N,лӱдӹ,кундамка
213,Falle::N,лӱдӹш,тувор
214,Falle::N,лӱдӹш,кундамка
215,Schlinge::N,онгы,килькш
216,Spur::N,кишӓ,челькс
217,Spur::N,кишӓ,пильгеки
218,Asche::N,ломых,кулов
219,Asche::N,ломпыж,кулов
220,Dreck::N,лявӹрӓ,рудаз
221,Eisen::N,кӹртни,кшни
222,Gold::N,шöртни,сырне
223,Gold::N,шöртньӹ,сырне
224,Silber::N,ши,сия
225,Kohle::N,шӱ,сэдь
226,Kohle::N,шӱ,уголия
227,Glas::N,охоница,сулика
228,Lehm::N,шун,сёвонь
229,Sand::N,ошма,човар
230,Mensch::N,эдем,ломань
231,Mann::N,пӱэргӹ,аля
232,Mann::N,пӱэргӹ,цёраломань
233,Frau::N,ӹдӹрӓмӓш,ава
234,Kind::N,ӓзӓ,эйкакш
235,Kind::N,шачшы,эйкакш
236,Junge::N,рвезӹ,цёрыне
237,Junge::N,ӹрвезӹ,цёрыне
238,Mädchen::N,ӹдӹрӓш,тейтерне
239,Familie::N,йиш,семия
240,Familie::N,семня,семия
241,Großvater::N,тьоти,покштя
242,Großmutter::N,папа,баба
243,Eltern::N,ӓтя-ӓвӓ,тетят-ават
244,Vater::N,ӓтя,тетя
245,Mutter::N,ӓвӓ,ава
246,Sohn::N,эргӹ,цёра
247,Tochter::N,ӹдӹр,тейтерь
248,Bruder::N,ӹза,леля
249,Bruder::N,ӹза,ялакс
250,Schwester::N,ӓкӓ,сазор
251,Onkel::N,кугуза,леля
252,Tante::N,куака,патя
253,Ehemann::N,мары,мирде
254,Ehefrau::N,вӓтӹ,ни
255,Freude::N,ӹвӹртӹмӓш,кеняркс
256,Gelächter::N,ваштылмаш,ракамо
257,Gelächter::N,ваштылмаш,пейдема
258,Glück::N,пиӓл,уцяска
259,Kummer::N,ясы,рискс
260,Kummer::N,ясы,мелявкс
261,Wunsch::N,охата,мель
262,Wunsch::N,охата,бажамо
263,Wunsch::N,шанымаш,мель
264,Wunsch::N,шанымаш,бажамо
265,Lust::N,шӓр,бажамо
266,Lust::N,охата,бажамо
267,Lust::N,шанымаш,бажамо
268,Geist::N,тух,ойме
269,Gedanke::N,шанымаш,мель
270,Gedächtnis::N,ӓш,мель
271,Verstand::N,ыш,прев
272,Sinn::N,кын,толк
273,Sinn::N,кын,смысла
274,Grund::N,вир,тувтал
275,Wahrheit::N,тöр,видечи
276,Gespräch::N,хытырымаш,кортнема
277,Märchen::N,ямак,ёвкс
278,Erzählung::N,шайыштмаш,ёвтнема
279,Nachricht::N,увертӓрӹмӓш,куля
280,Neuigkeit::N,увер,куля
281,Name::N,лӹм,лем
282,Rätsel::N,тышты,содамоёвкс
283,Rede::N,шая,кортамо
284,Rede::N,шамак,кортамо
285,Sprache::N,йӹлмӹ,кель
286,Stimme::N,юк,ваигель
287,Wort::N,шамак,вал
288,Zeichen::N,палӹ,теште
289,Ruf::N,сӹгӹрӹмӓш,тердема
290,Lärm::N,юкланымащ,шалнома
291,Laut::N,юк,вайгель
292,Ton::N,юк,гайнема
293,Lied::N,мыры,моро
294,Ruhe::N,тыр,оймамо
295,Leute::N,эдемвлӓ,ломанть
296,Volk::N,халык,народ
297,Arbeit::N,пӓшӓ,тев
298,Gast::N,хына,инже
299,Geschenk::N,подарка,казне
300,Spiel::N,мадыш,налксема
301,Gesellschaft::N,йӓл,община
302,Gesellschaft::N,йӓлвлӓ,община
303,Hilfe::N,палшык,лездамо
304,Freund::N,тӓнг,оя
305,Freund::N,тӓнг,ялга
306,Kamerad::N,тос,оя
307,Kamerad::N,тос,ялга
308,Angelegenheit::N,дела,тев
309,Angelegenheit::N,йела,тев
310,Angelegenheit::N,йыла,тев
311,Angelegenheit::N,пӓшӓ,тев
312,Anzahl::N,шот,ламоксчи
313,Art::N,цӹре,вид
314,Stück::N,лаштык,пакш
315,Stück::N,лаштык,пелькс
316,Teil::N,пай,часть
317,Teil::N,пай,пелькс
318,Teil::N,часть,часть
319,Teil::N,часть,пелькс
320,Hälfte::N,пел,пель
321,Hälfte::N,пел,пелькс
322,Kreis::N,тӹртӹш,кирькс
323,Kreuz::N,крестӹ,крёст
324,Abstand::N,ло,ютко
325,Entfernung::N,ло,ютко
326,Gegend::N,вӓр,тарка
327,Gegend::N,вӓр,пертьпелькс
328,Platz::N,вӓр,васолкс
329,Ort::N,вӓр,тарка
330,Seite::N,öрдӹж,ён
331,Seite::N,öрдӹж,чире
332,Mitte::N,ло,куншка
333,Gegenstand::N,хӓдӹр,предмет
334,Sache::N,хӓдӹр,тев
335,Sache::N,хӓдӹр,веща
336,Rand::N,шöр,пе
337,Rand::N,шöр,чире
338,Kante::N,шöр,ирдез
339,Ecke::N,лык,ужо
340,Spitze::N,вуй,пряне
341,Spitze::N,вуй,пе
342,Ende::N,вуй,пе
343,Ende::N,мычаш,пе
344,Loch::N,ыраж,варя
345,Winkel::N,лык,ужо
346,Muster::N,тӹрлец,сёрма
347,Größe::N,кӱкшӹц,сэрь
348,Größe::N,кӱкшӹц,покшолма
349,Länge::N,кыт,кувалмо
350,Höhe::N,кӱкшӹц,сэрь
351,Höhe::N,кӱкшӹц,пандо
352,Gewicht::N,нелӹц,сталмо
353,Menge::N,шот,лововкс
354,Haufen::N,ара,мар
355,Haufen::N,ара,валявкс
356,Reihe::N,ряд,ряд
357,Boot::N,пыш,венч
358,Ruder::N,вешлӓ,милё
359,Schlitten::N,тир,нурдт
360,Ski::N,ечӹ,сокс
361,Lagerfeuer::N,тыл,толбандя
362,Last::N,нелӹц,сталмо
363,Last::N,нелӹц,кандома
364,Gang::N,ход,молема
365,Gang::N,ход,якамо
366,Schritt::N,ашкыл,эскелькс
367,Norden::N,йыдпелвел,якшамо ёнкс
368,Süden::N,кечӹвӓлвел,лембе ёнкс
369,Westen::N,кечӹ шӹцмӹ,чивалгома
370,Osten::N,ирвел,чилисема
371,Osten::N,кечӹ лӱлтмӹ,чилисема
372,Holz::N,пушӓнгӹ,чувто
373,Brett::N,ханга,лаз
374,Platte::N,плитӓ,плита
375,Stütze::N,цӓрӓк,неже
376,Stange::N,равы,олга
377,Stange::N,намаш,олга
378,Stock::N,панды,мандо
379,Stab::N,равы,олога
380,Rohr::N,пыч,турба
381,Haus::N,пöрт,кудо
382,Heim::N,пöрт,кудо
383,Ofen::N,камака,каштомо
384,Fußboden::N,седӹрӓ,киякс
385,Tisch::N,стöл,столь
386,Stuhl::N,пöкен,стул
387,Wiege::N,шипкӓ,лавсь
388,Wiege::N,шипкӓ,нурямот
389,Bett::N,койка,ацамо
390,Bett::N,кравать,ацамо
391,Regal::N,полицӓ,лався
392,Regal::N,полицӓ,лавсяланго
393,Kiste::N,шӱ́ндӹк,горобия
394,Kiste::N,шӱ́ндӹк,сундук
395,Fenster::N,окня,вальма
396,Tür::N,амаса,кенкш
397,Tor::N,хапка,ортат
398,Zaun::N,забор,пирявт
399,Zaun::N,забор,пирвякс
400,Dach::N,левӓш,кудопря
401,Leiter::N,ташкалтыш,кузтема
402,Besen::N,сало,тенсть
403,Besen::N,салко,тенсть
404,Spaten::N,кольмы,койме
405,Schaufel::N,лоток,кече
406,Schaufel::N,лоток,келей койме
407,Gabel::N,ви́лка,сянгине
408,Löffel::N,савала,пенч
409,Messer::N,кӹзӹ,пеель
410,Nagel::N,пыда,эске
411,Netz::N,вӓпш,алтыма
412,Haken::N,крӱк,кечказ
413,Haken::N,кагак,кечказ
414,Griff::N,кычем,кедне
415,Schloss::N,замок,замок
416,Schloss::N,замок,панжома
417,Schloss::N,сыравач,замок
418,Schloss::N,сыравач,панжома
419,Bild::N,картин,картина
420,Figur::N,кӓн,рунго
421,Puppe::N,поханя,няка
422,Beutel::N,мешӓк,кескав
423,Bündel::N,топ,керькс
424,Bündel::N,пидӹш,керькс
425,Bündel::N,кӹлдӹш,керькс
426,Tasche::N,сумкы,юдма
427,Eimer::N,ведӹрӓ,ведра
428,Deckel::N,комдыш,велькс
429,Geschirr::N,ӓтӹ,кедьге
430,Sack::N,мешӓк,кескав
431,Tasse::N,цӓшкӓ,чакш
432,Topf::N,ми́ска,кастрюля
433,Kessel::N,пад,котёл
434,Essen::N,качкыш,ярсамо
435,Essen::N,качкыш-йӱш,ярсамо
436,Nahrung::N,качкыш,ярсамопель
437,Nahrung::N,качкыш-йӱш,ярсамопель
438,Speise::N,няня,ярсамопель
439,Fleisch::N,пай,сывель
440,Getreide::N,киндӹ,сюро
441,Brei::N,шӹрӓш,каша
442,Brot::N,сыкыр,кши
443,Scheibe::N,ламыт,кочом
444,Scheibe::N,ламыт,сускомо
445,Scheibe::N,лаштык,кочом
446,Scheibe::N,лаштык,сускомо
447,Fett::N,кая,куя
448,Butter::N,ӱ,ой
449,Öl::N,ӱ,ой
450,Salz::N,санзал,сал
451,Suppe::N,лем,ям
452,Honig::N,мӱ,медь
453,Milch::N,шӹшер,ловсо
454,Tee::N,чӓй,чай
455,Leder::N,шарга,киське
456,Leder::N,кавашты,киське
457,Wolle::N,миж,пона
458,Stoff::N,матер,коцт
459,Stoff::N,матери,коцт
460,Nadel::N,им,салмукс
461,Faden::N,шӹртӹ,суре
462,Knopf::N,полдыш,пов
463,Knoten::N,пӱкшем,сюлмо
464,Farbe::N,чиӓ,артомапель
465,Farbe::N,крӓскӓ,артомапель
466,Kleidung::N,выргем,оршамот
467,Hemd::N,тыгыр,панар
468,Kragen::N,шӱ,сиве
469,Ärmel::N,шокш,ожа
470,Hose::N,ялаш,понкст
471,Gürtel::N,ӹштӹ,каркс
472,Mütze::N,упш,чапка
473,Schuh::N,ту́фльы,туфля
474,Stiefel::N,кем,кем
475,Ring::N,шӓргӓш,суркс
476,Band::N,лемтӓ,лента
477,Kamm::N,шерге,сурсеме
478,Spiegel::N,тӹгӹр,чавачамо
479,Riemen::N,прӓжӓ,кшнань каркс
480,Schnur::N,кӓндӹра,пикс
481,Leine::N,керем,ведьме
482,Decke::N,одеял,вельтямо
483,Kissen::N,кӹпцӹк,тодов
484,Tuch::N,савыц,паця
485,Handtuch::N,шӹргӹсавыц,нардамо
486,Handtuch::N,шӹргӹмсавыц,нардамо
487,Kraft::N,ви,вий
488,Stärke::N,ви,виевчи
489,Gesundheit::N,шу,шумбрачи
490,Gesundheit::N,шулык,шумбрачи
491,Krankheit::N,мыж,орма
492,Krankheit::N,мыж,сэредема
493,Schmerz::N,карштыш,сэредькс
494,Wunde::N,шушыр,керявкс
495,Fieber::N,ӱштӹмыж,маштыкс
496,Arznei::N,лекӓрцӹ,ормаменькс
497,Brücke::N,кӹвер,сэдь
498,Brücke::N,кӹвер,мадамо
499,Brunnen::N,вӹдсӹнзӓ,лисьма
500,Weide::N,ныр,ракшань ванома тарка
501,Pfad::N,ялгорны,ян
502,Weg::N,корны,ки
503,Straße::N,корны,ки
504,Dorf::N,сола,веле
505,Stadt::N,города,ош
506,Brief::N,сирмӓш,сёрма
507,Buch::N,книгӓ,книга
508,Buchstabe::N,буква́,буква
509,Zeitung::N,газет,газета
510,Zeitung::N,кайзет,газета
511,Leben::N,житя,эрямо
512,Tod::N,смöрт,кулома
513,Grab::N,шӹгер,калмо
514,Grab::N,мыгилӓ,калмо
515,Grab::N,шӹгерлӓ,калмо
516,Kirche::N,церкӹ,церькова
517,Sünde::N,сулык,чумочи
518,Gott::N,йымы,паз
519,Arbeiter::N,пӓшӓзӹ,робочей
520,Chef::N,вуй,прявт
521,Meister::N,мастар,кол тевень тенця
522,Arzt::N,доктор,врач
523,Lehrer::N,тымдышы,учитель
524,Lehrer::N,тымдышы,тонавтыця
525,Geld::N,окса,ярмак
526,Geschäft::N,торге́йӹмӓш,ладязь тев
527,Laden::N,лапка,лавка
528,Laden::N,магазин,лавка
529,Preis::N,ӓк,питне
530,Ware::N,товар,миевкс
531,Ware::N,товар,рамавкс
532,Nutzen::N,пайда,паро
533,Nutzen::N,пайда,лезэ
534,Reichtum::N,перке,сюпавчи
535,Welt::N,сӓндӓлӹк,мир
536,Welt::N,сӓндӓлӹк,мастор ланго
537,Welt::N,свет,мир
538,Welt::N,свет,мастор ланго
539,Land::N,сӓндӓлӹк,мастор
540,Staat::N,кугижӓншӹ,государства
541,König::N,король,король
542,Macht::N,власть,азорксчи
543,Grenze::N,пӹсмӓн,буен тешкс
544,Krieg::N,вырсы,война
545,Feind::N,тышман,душман
546,Gewalt::N,ви,нарьгамо
547,Kampf::N,кредӓлмӓш,тюрема
548,Bogen[Waffe]::N,янгеж,нал
549,Pfeil::N,пикш,нал
550,Gewehr::N,пичӓл,ружия
551,Gewehr::N,пичӓл,винтовка
552,Fehler::N,самынь,ильведькс
553,Fehler::N,самынь,ильведевкс
554,Lüge::N,шая,манчема
555,Lüge::N,шая,кенгелема
556,Schaden::N,вре́дӓ,зыян
557,Unglück::N,пёда,зыян
558,Unglück::N,тымаша,зыян
559,Schuld::N,вуйнамат,чумочи
560,Alter::N,иӓш,шка
561,Alter::N,игечӹ,шка
562,Schluss::N,пӹтӓртӹш,пе
563,Zeit::N,веремӓ,шка
564,Zeit::N,веремӓ,пинге
565,Tag::N,кечӹ,чи
566,Morgen::N,ир,валске
567,Morgen::N,ирок,валске
568,Mittag::N,кечӹвӓл,чикуншка
569,Abend::N,вады,чокшнэ
570,Nacht::N,йыд,ве
571,Woche::N,ӓрня,недля
572,Monat::N,тӹ́лзӹ,ков
573,Jahr::N,год,ие
574,Frühling::N,шошым,тундо
575,Sommer::N,кӓнгӹж,кизэ
576,Herbst::N,шӹжӹ,сёксь
577,Winter::N,тел,теле
578,Winter::N,телӹ,теле
579,Januar::N,январ,якшамков
580,Januar::N,январь,якшамков
581,Februar::N,февраль,февраль
582,März::N,март,март
583,April::N,апрель,апрель
584,Mai::N,май,май
585,Juni::N,июнь,июнь
586,Juli::N,июль,июль
587,August::N,август,август
588,September::N,сентябрь,сентября
589,Oktober::N,октябрь,октября
590,November::N,ноябрь,ноября
591,Dezember::N,декавыр,декабря
592,Montag::N,шачмы,пондельник
593,Dienstag::N,кышкыжмы,овторник
594,Mittwoch::N,вӹрчегӹ,серёда
595,Donnerstag::N,изӓрня,цетьверьг
596,Freitag::N,когарня,пеця
597,Samstag::N,кукшыгечӹ,субута
598,Samstag::N,кукшыгечӹ,шлямочи
599,Sonntag::N,рушӓрня,недлячи
600,groß::A,кого,ине
601,groß::A,кого,покш
602,klein::A,изи,вишка
603,lang::A,кужы,кувака
604,kurz::A,кӹтӹк,нурькине
605,breit::A,кымда,келей
606,schmal::A,ӓнгӹсӹр,теине
607,dicht::A,шӹре,тусто
608,dick[Gegenstand]::A,кӹжгӹ,эчке
609,dünn::A,вӹцкӹж,човине
610,fein::A,пыльга,човине
611,fest::A,цаткыды,кеме
612,flach::A,тӓлякӓ,лапужа
613,glatt::A,ягылгы,валаня
614,hart::A,пингӹдӹ,калгодо
615,weich::A,пышкыды,чевте
616,rund::A,тӹртӹш,кеверь
617,spitz::A,кашар,пшти
618,scharf::A,кашар,пшти
619,stumpf::A,нӹшкӹ,ношка
620,schwer::A,нелӹ,стака
621,schön::A,цевер,мазый
622,schön::A,олмыдшы,мазый
623,heiß::A,шокшы,пси
624,warm::A,шокшы,лембе
625,kalt::A,ӱштӹ,якшамо
626,kühl::A,юалгы,экше
627,kühl::A,йонгата,экше
628,frisch::A,йонгата,свежа
629,feucht::A,ӹлӹкшӹ,летьке
630,feucht::A,вӹдӹжгӹ,летьке
631,nass::A,начкы,начко
632,trocken::A,кукшы,коське
633,voll::A,темшӹ,пешксе
634,voll::A,темыман,пешксе
635,leer::A,йӓрӓ,чаво
636,offen::A,виш,панжадо
637,offen::A,виш,виде
638,geschlossen::A,чӱчмӹ,пекстазь
639,geschlossen::A,чӱчмӹ,сёлгозь
640,geschlossen::A,тӹкӹлӓлтшӹ,пекстазь
641,geschlossen::A,тӹкӹлӓлтшӹ,сёлгозь
642,sauber::A,ире,ванькс
643,schmutzig::A,шоран,ливезев
644,schmutzig::A,лявӹрӓн,ливезев
645,schmutzig::A,шорангшы,ливезев
646,roh::A,пеле кӱшӹ,верек
647,reif::A,кӱшӹ,кенерезь
648,lecker::A,тотан,тантей
649,süß::A,мӱӓн,ламбамо
650,bitter::A,качы,сэпей
651,sauer::A,шапы,чапамо
652,hell::A,соты,валдо
653,hell::A,валгыды,валдо
654,dunkel::A,пӹц,чопода
655,dunkel::A,пӹцкемӹш,чопода
656,schwarz::A,шим,раужо
657,weiß::A,ош,ашо
658,weiß::A,ошы,ашо
659,rot::A,якшаргы,якстере
660,gelb::A,сар,ожо
661,gelb::A,сары,ожо
662,blau::A,симсӹ,сэнь
663,grün::A,ыжар,пиже
664,grau::A,луды,шержев
665,bunt::A,ала,сёрмав
666,billig::A,шулдаш,аволь питней
667,teuer::A,шергӹ,питней
668,teuer::A,шергӓкӓн,питней
669,wertvoll::A,ӓкӓн,питней
670,blind::A,слöпöй,сокор
671,blind::A,сльöпöй,сокор
672,taub::A,тӱтӱк,амариця
673,kräftig::A,виӓн,пек виев
674,stark::A,виӓн,виев
675,schwach::A,шава,лавшо
676,schwach::A,лӹпкӓ,лавшо
677,schwach::A,слабка,лавшо
678,fett::A,таза,куя
679,schlank::A,яштака,виде ронга
680,hübsch::A,сӹлнӹ,мазый
681,hübsch::A,олмыдшы,мазый
682,böse::A,шӹдӓн,кежей
683,dumm::A,окмак,чавола
684,dumm::A,окмак,превтеме
685,faul::A,ялахай,нузякс
686,fleißig::A,пӓшам яратышы,мелень путыця
687,geizig::A,шык,скупой
688,klug::A,ышан,превей
689,geschickt::A,мастар,маштозь теезь
690,lieb::A,тыри,вадря
691,lustig::A,мындыр,весёла
692,lustig::A,сусу,весёла
693,sanft::A,йӹвӹжӓ,сэтьме
694,hungrig::A,шужышы,вачо
695,krank::A,церлӹ,сэредиця
696,krank::A,хворой,сэредиця
697,nackt::A,цӓрӓ,штапо
698,traurig::A,сы́лыкан,нусманя
699,traurig::A,кымы́лдымы,нусманя
700,lebendig::A,живой,эриця
701,gut::A,яжо,паро
702,schlecht::A,уда,берянь
703,schlecht::A,худа,берянь
704,richtig::A,вургамла,виде
705,schlimm::A,йӹрнык,берянь
706,wahr::A,настоящий,алкуксонь
707,wahr::A,настояшый,алкуксонь
708,alt::A,шонгы,ташто
709,neu::A,у,од
710,ehemalig::A,тошты,икелень
711,alt[Lebewesen]::A,ӹлалшӹ,сыре
712,jung::A,нöргӹ,од
713,jung::A,молода,од
714,arm::A,укеӓн,кажов
715,reich::A,паян,сюпав
716,reich::A,пурлыкан,сюпав
717,bekannt::A,палӹмӹ,содавикс
718,berühmt::A,лӹмлы,содавикс
719,fremd::A,эдемӹн,лия
720,fremd::A,эдемӹн,асодавикс
721,verschieden::A,тӹрлӹ,эрьва
722,nah::A,лишӹл,а васолонь
723,fern::A,мӹндӹр,умонь
724,fern::A,мӹндӹр,кезэрень
725,linker::A,шалахай,керш
726,rechter::A,вургамла,вить
727,anderer::A,вес,лия
728,anderer::A,весӹ,лия
729,erster::A,икшӹ,васень
730,erster::A,икшӹ,васенце
731,erster::A,икӹмшӹ,васень
732,erster::A,икӹмшӹ,васенце
733,zweiter::A,кокшы,омбоце
734,dritter::A,кымшы,колмоце
735,letzter::A,остатка,меельце
736,allein::ADV,иктӹ,башка
737,allein::ADV,иктӹ,ськамонзо
738,allein::ADV,иктӹт,башка
739,allein::ADV,иктӹт,ськамонзо
740,auf einmal::ADV,тöрöк,вейсэ
741,zusammen::ADV,икараш,вейс
742,zusammen::ADV,икараш,вейсэ
743,zusammen::ADV,цымырын,вейс
744,zusammen::ADV,цымырын,вейсэ
745,lange::ADV,кужын,кувать
746,plötzlich::ADV,трӱк,апак учо
747,sofort::ADV,полт,курок
748,sofort::ADV,полт,нейке
749,sofort::ADV,тöрöк,курок
750,sofort::ADV,тöрöк,нейке
751,sofort::ADV,тӹшӓкок,курок
752,sofort::ADV,тӹшӓкок,нейке
