,Concept_ID,ro,mdf
137,Küste::N,coastă,ляйтърва́
138,Festland::N,uscat,мода
139,Meer::N,mare,моря
140,Bucht::N,golf,ведьуське
141,Insel::N,insulă,цёнга
142,Blume::N,floare,панчф
143,Gras::N,iarbă,тише
144,Wurzel::N,rădăcină,юр
145,Wurzel::N,rădăcină,ункс
146,Baum::N,copac,шуфта
147,Baum::N,arbore,шуфта
148,Stamm::N,tulpină,ро́нга
149,Rinde::N,scoarță,кер
150,Ast::N,cracă,морга
151,Ast::N,creangă,морга
152,Zweig::N,ramură,тарад
153,Zweig::N,creangă,тарад
154,Blatt::N,frunză,лопа
155,Birke::N,mesteacăn,ке́лу
156,Kiefer[Baum]::N,pin,пиче
157,Weide[Baum]::N,salcie,каль
158,Weide[Baum]::N,răchită,каль
159,Tanne::N,brad,куз
160,Horn::N,corn,сюра
161,Feder::N,pană,толга
162,Fell::N,piele,кедь
163,Flügel::N,aripă,паця
164,Klaue::N,gheară,кенже
165,Kralle::N,labă,кенже
166,Kralle::N,gheară,кенже
167,Schwanz::N,coadă,пула
168,Ei::N,ou,ал
169,Nest::N,cuib,пиза
170,Bau::N,bârlog,пиза
171,Bau::N,vizuină,пиза
172,Tier::N,animal,жува́та
173,Herde::N,turmă,нал
174,Herde::N,turmă,стада
175,Herde::N,cireadă,нал
176,Herde::N,cireadă,стада
177,Kuh::N,vacă,скал
178,Kuh::N,vacă,тракс
179,Bulle::N,taur,бука
180,Pferd::N,cal,лишме
181,Schaf::N,oaie,уча́
182,Schwein::N,porc,тува
183,Hund::N,câine,пине
184,Katze::N,pisică,катоня
185,Katze::N,pisică,аваката
186,Bär::N,urs,офта
187,Eichhörnchen::N,veveriță,ур
188,Elch::N,elan,ся́рда
189,Fuchs::N,vulpe,келазь
190,Hase::N,iepure,ну́мол
191,Maus::N,șoarece,шеер
192,Wolf::N,lup,върьгаз
193,Vogel::N,pasăre,нармонь
194,Schwarm::N,cârd,ко́вол
195,Schwarm::N,cârd,ме́швеле
196,Huhn::N,găină,сараз
197,Hahn::N,cocoș,а́тякш
198,Gans::N,gâscă,маци
199,Adler::N,vultur,куцькан
200,Ente::N,rață,яксярга
201,Eule::N,bufniță,ко́рож
202,Kranich::N,cocor,ка́рга
203,Krähe::N,cioară,ва́рси
204,Kuckuck::N,cuc,ку́ку
205,Schwan::N,lebădă,ло́ксти
206,Fisch::N,pește,кал
207,Barsch::N,biban,о́кунь
208,Hecht::N,știucă,щу́ка
209,Schlange[Tier]::N,șarpe,куй
210,Wurm::N,vierme,сукс
211,Spinne::N,păianjen,унжа́
212,Ameise::N,furnică,панжам
213,Laus::N,păduche,си
214,Mücke::N,țânțar,ся́ське
215,Fliege::N,muscă,кару
216,Schmetterling::N,fluture,ме́лав
217,Beere::N,boabă,и́мож
218,Apfel::N,măr,марь
219,Pilz::N,burete,панга
220,Pilz::N,ciupercă,панга
221,Zwiebel::N,ceapă,шурьхкя́
222,Saat::N,semănătură,видьмот
223,Korn::N,grâu,сёра
224,Heu::N,fân,тише
225,Schale::N,coajă,кедь
226,Grube::N,groapă,лотка
227,Falle::N,cursă,туфкс
228,Falle::N,cursă,кунда́ма
229,Falle::N,capcană,туфкс
230,Falle::N,capcană,кунда́ма
231,Schlinge::N,laț,килькш
232,Spur::N,dâră,пильгоки́
233,Asche::N,cenușă,кулу
234,Dreck::N,noroi,ърда́з
235,Dreck::N,murdărie,ърда́з
236,Eisen::N,fier,кшни
237,Gold::N,aur,ока
238,Gold::N,aur,золота
239,Silber::N,argint,сия́
240,Kohle::N,cărbune,седь
241,Kohle::N,cărbune,седьвальмя
242,Glas::N,sticlă,кля́нцек
243,Lehm::N,lut,сёвонь
244,Lehm::N,humă,сёвонь
245,Sand::N,nisip,шува́р
246,Mensch::N,om,ломань
247,Mensch::N,persoană,ломань
248,Mann::N,om,аля
249,Mann::N,om,цёраломань
250,Mann::N,bărbat,аля
251,Mann::N,bărbat,цёраломань
252,Frau::N,femeie,ава
253,Kind::N,copil,идь
254,Kind::N,copil,шаба
255,Junge::N,băiat,цёраня
256,Junge::N,flăcău,цёраня
257,Mädchen::N,fată,стирня́
258,Familie::N,familie,тнал
259,Familie::N,familie,семья
260,Großvater::N,bunic,атя
261,Großvater::N,bunic,щя́тя
262,Großvater::N,tată mare,атя
263,Großvater::N,tată mare,щя́тя
264,Großmutter::N,bunică,баба
265,Großmutter::N,mamă mare,баба
266,Eltern::N,părinți,тя́дят-а́лят
267,Vater::N,tată,аля
268,Vater::N,părinte,аля
269,Mutter::N,mamă,ава
270,Mutter::N,mamă,тядя
271,Sohn::N,fiu,цёра
272,Sohn::N,fecior,цёра
273,Tochter::N,fiică,стирь
274,Bruder::N,frate,дуган
275,Bruder::N,frate,пяльне
276,Schwester::N,soră,ака
277,Schwester::N,soră,сазор
278,Onkel::N,unchi,оця
279,Onkel::N,unchi,патя
280,Onkel::N,unchi,щеня́
281,Tante::N,mătușă,ака
282,Tante::N,mătușă,щака
283,Ehemann::N,soț,мирде
284,Ehemann::N,bărbat,мирде
285,Ehefrau::N,soție,ърьвя́
286,Freude::N,bucurie,ке́нярдема
287,Gelächter::N,râset,рахсема
288,Glück::N,fericire,паваз
289,Kummer::N,mâhnire,ризф
290,Kummer::N,mâhnire,пичефкс
291,Wunsch::N,dorință,мяль
292,Wunsch::N,dorință,таколдома
293,Wunsch::N,deziderat,мяль
294,Wunsch::N,deziderat,таколдома
295,Lust::N,poftă,таколдома
296,Lust::N,înclinare,таколдома
297,Geist::N,duh,вайме
298,Geist::N,minte,вайме
299,Geist::N,suflet,вайме
300,Gedanke::N,gând,мяль
301,Gedanke::N,cuget,мяль
302,Gedächtnis::N,memorie,прявий
303,Verstand::N,minte,прявий
304,Verstand::N,intelect,прявий
305,Sinn::N,sens,ён
306,Sinn::N,înțeles,ён
307,Grund::N,cauză,туфта́л
308,Grund::N,pricină,туфта́л
309,Wahrheit::N,adevăr,ви́де
310,Wahrheit::N,adevăr,видеши́
311,Gespräch::N,convorbire,корхтама
312,Gespräch::N,conversație,корхтама
313,Märchen::N,basm,ёфкс
314,Märchen::N,poveste,ёфкс
315,Erzählung::N,poveste,азкс
316,Nachricht::N,veste,куля́
317,Neuigkeit::N,noutate,куля́
318,Neuigkeit::N,actualitate,куля́
319,Name::N,nume,лем
320,Rätsel::N,ghicitoare,со́дама ёфкс
321,Rede::N,discurs,вал
322,Rede::N,discurs,корхтама
323,Sprache::N,limbă,кяль
324,Sprache::N,limbaj,кяль
325,Stimme::N,glas,вайгяль
326,Wort::N,cuvânt,вал
327,Zeichen::N,semn,тя́ште
328,Zeichen::N,semn,тя́штькс
329,Zeichen::N,semnal,тя́ште
330,Zeichen::N,semnal,тя́штькс
331,Ruf::N,chemare,тердема
332,Lärm::N,zgomot,гайф
333,Lärm::N,zgomot,жалакодома
334,Lärm::N,tărăboi,гайф
335,Lärm::N,tărăboi,жалакодома
336,Laut::N,sunet,вайгяль
337,Ton::N,ton,вайгяль
338,Lied::N,cântec,мора
339,Ruhe::N,odihnă,сетьме
340,Ruhe::N,liniște,сетьме
341,Leute::N,lume,ломатть
342,Leute::N,oameni,ломатть
343,Volk::N,popor,наро́д
344,Volk::N,națiune,наро́д
345,Arbeit::N,lucru,тев
346,Gast::N,musafir,и́нжи
347,Gast::N,musafir,ко́нак
348,Geschenk::N,dar,казне
349,Geschenk::N,cadou,казне
350,Spiel::N,joc,налхкома
351,Spiel::N,joc,налхксема
352,Gesellschaft::N,societate,кружок
353,Hilfe::N,ajutor,лездома
354,Freund::N,amic,я́лга
355,Freund::N,prieten,я́лга
356,Kamerad::N,tovarăș,я́лга
357,Angelegenheit::N,afacere,тев
358,Anzahl::N,număr,лувкс
359,Anzahl::N,cantitate,лувкс
360,Art::N,fel,вид
361,Art::N,specie,вид
362,Stück::N,bucată,пакш
363,Teil::N,parte,часть
364,Teil::N,parte,пялькс
365,Teil::N,porție,часть
366,Teil::N,porție,пялькс
367,Hälfte::N,jumătate,пяле
368,Kreis::N,cerc,шаркс
369,Kreuz::N,cruce,крёз
370,Linie::N,linie,межа
371,Linie::N,linie,китькс
372,Strich::N,linie,межа
373,Strich::N,trăsătură,межа
374,Abstand::N,distanță,ётка
375,Abstand::N,depărtare,ётка
376,Entfernung::N,distanță,ётка
377,Entfernung::N,depărtare,ётка
378,Gegend::N,regiune,ва́ста
379,Gegend::N,regiune,перьфпя́ль
380,Platz::N,loc,ва́ста
381,Ort::N,loc,ва́ста
382,Seite::N,latură,пяле
383,Mitte::N,centru,кучка́
384,Gegenstand::N,obiect,веща
385,Sache::N,lucru,тев
386,Sache::N,lucru,веща
387,Sache::N,chestie,тев
388,Sache::N,chestie,веща
389,Rand::N,bordură,пе
390,Kante::N,muchie,и́рдез
391,Kante::N,bordură,и́рдез
392,Ecke::N,colț,ужа
393,Spitze::N,vârf,пря
394,Spitze::N,creștet,пря
395,Ende::N,capăt,пе
396,Loch::N,gaură,варя
397,Winkel::N,colț,ужа
398,Muster::N,desen,сёрма
399,Größe::N,mărime,серь
400,Länge::N,lungime,кува́лма
401,Höhe::N,înălțime,серь
402,Gewicht::N,greutate,сталма
403,Menge::N,cantitate,лувкс
404,Haufen::N,grămadă,мар
405,Reihe::N,șir,ряд
406,Reihe::N,rând,ряд
407,Boot::N,barcă,венеж
408,Boot::N,luntre,венеж
409,Ruder::N,vâslă,миле
410,Ruder::N,lopată,миле
411,Schlitten::N,sanie,ну́рда
412,Ski::N,schi,сокс
413,Lagerfeuer::N,foc de tabără,то́лмар
414,Last::N,povară,канкс
415,Last::N,povară,сталма
416,Last::N,sarcină,канкс
417,Last::N,sarcină,сталма
418,Gang::N,mers,молема
419,Gang::N,umblet,молема
420,Schritt::N,pas,аськолкс
421,Norden::N,nord,якшама шире
422,Norden::N,miazănoapte,якшама шире
423,Süden::N,sud,ля́мбе ши́ре
424,Süden::N,miazăzi,ля́мбе ши́ре
425,Westen::N,apus,ши валгома шире
426,Osten::N,est,шинь стяма шире
427,Osten::N,răsărit,шинь стяма шире
428,Holz::N,lemn,вирь
429,Holz::N,lemn,шуфта
430,Brett::N,scândură,лавця
431,Platte::N,placă,плита́
432,Stütze::N,proptea,неже
433,Stange::N,bară,олга
434,Stange::N,prăjină,олга
435,Stock::N,băț,байдек
436,Stock::N,baston,байдек
437,Stab::N,baston,олгоня
438,Stab::N,prăjină,олгоня
439,Rohr::N,tub,турама
440,Rohr::N,țeavă,турама
441,Haus::N,casă,куд
442,Heim::N,casă,куд
443,Heim::N,cămin,куд
444,Ofen::N,sobă,пянакуд
445,Fußboden::N,podea,кия́кс
446,Fußboden::N,dușumea,кия́кс
447,Tisch::N,masă,шра
448,Tisch::N,masă,моркш
449,Stuhl::N,scaun,стул
450,Wiege::N,leagăn,нюря́м
451,Bett::N,pat,ацам
452,Regal::N,rafturi,лавцяланга
453,Kiste::N,ladă,парга
454,Kiste::N,cutie,парга
455,Fenster::N,fereastră,валмья
456,Tür::N,ușă,кенкш
457,Tor::N,poartă,ортат
458,Zaun::N,gard,перяфкс
459,Dach::N,acoperiș,кудпря
460,Leiter::N,scară,куцема
461,Besen::N,mătură,тяльме
462,Spaten::N,cazma,ка́йме
463,Spaten::N,hârleț,ка́йме
464,Schaufel::N,lopată,ко́поня
465,Schaufel::N,lopată,ця́рдом
466,Gabel::N,furculiță,ця́нгоня
467,Löffel::N,lingură,куцю
468,Messer::N,cuțit,пеель
469,Nagel::N,cui,эска
470,Netz::N,plasă,
471,Haken::N,cârlig,кя́чказ
472,Griff::N,mâner,недь
473,Griff::N,mâner,кунда́мка
474,Schloss::N,lacăt,замо́к
475,Bild::N,tablou,карти́на
476,Bild::N,imagine,карти́на
477,Figur::N,chip,ронга-понда
478,Figur::N,figură,ронга-понда
479,Puppe::N,păpușă,ня́ка
480,Beutel::N,pungă,кяскав
481,Beutel::N,săculeț,кяскав
482,Bündel::N,mănunchi,кярьме
483,Tasche::N,geantă,кошяльня
484,Eimer::N,găleată,ве́дарка
485,Deckel::N,capac,тавадкс
486,Deckel::N,capac,вельхкс
487,Geschirr::N,vase,кядьге
488,Geschirr::N,tacâmuri,кядьге
489,Sack::N,sac,кяскав
490,Tasse::N,ceașcă,ша́ваня
491,Topf::N,oală,кавозь
492,Kessel::N,cazan,сргавозь
493,Kessel::N,căldare,сргавозь
494,Essen::N,mâncare,ярхцама
495,Nahrung::N,hrană,ярхцампяль
496,Nahrung::N,aliment,ярхцампяль
497,Speise::N,bucate,ярхцама
498,Speise::N,fel de bucate,ярхцама
499,Fleisch::N,carne,пал
500,Fleisch::N,carne,сиволь
501,Getreide::N,cereale,сёра
502,Brei::N,pireu,ям
503,Brot::N,pâine,кши
504,Scheibe::N,felie,кочам
505,Scheibe::N,bucată,кочам
506,Fett::N,untură,куя́
507,Fett::N,grăsime,куя́
508,Butter::N,unt,вай
509,Öl::N,ulei,вай
510,Salz::N,sare,сал
511,Suppe::N,supă,шонгарям
512,Suppe::N,supă,коршампяль
513,Suppe::N,ciorbă,шонгарям
514,Suppe::N,ciorbă,коршампяль
515,Honig::N,miere,медь
516,Milch::N,lapte,лофца
517,Tee::N,ceai,чай
518,Leder::N,piele,кедь
519,Wolle::N,lână,пона
520,Stoff::N,stofă,котф
521,Nadel::N,ac,салмокс
522,Faden::N,ață,сюре
523,Knopf::N,buton,пуня
524,Knoten::N,nod,сюлма
525,Farbe::N,vopsea,архтомбяль
526,Kleidung::N,haine,щам
527,Kleidung::N,îmbrăcăminte,щам
528,Hemd::N,cămașă,па́нар
529,Kragen::N,guler,сиве
530,Ärmel::N,mânecă,ожа
531,Hose::N,pantaloni,понкст
532,Gürtel::N,cordon,каркс
533,Mütze::N,șapcă,вазь
534,Schuh::N,gheată,башма́к
535,Stiefel::N,cizmă,кя́ме
536,Ring::N,inel,суркс
537,Ring::N,verigă,суркс
538,Band::N,panglică,керькс
539,Band::N,panglică,лента
540,Band::N,șiret,керькс
541,Band::N,șiret,лента
542,Kamm::N,pieptene,сюрьхцем
543,Spiegel::N,oglindă,ванома
544,Riemen::N,curea,шнань каркс
545,Schnur::N,funie,пикс
546,Schnur::N,funie,карькскя
547,Schnur::N,sfoară,пикс
548,Schnur::N,sfoară,карькскя
549,Leine::N,lesă,вядьме
550,Leine::N,curea,вядьме
551,Decke::N,pătură,вельхкс
552,Kissen::N,pernă,тоду
553,Tuch::N,batic,руця́
554,Handtuch::N,prosop,на́рдама
555,Handtuch::N,ștergar,на́рдама
556,Kraft::N,forță,вий
557,Kraft::N,putere,вий
558,Stärke::N,tărie,вииши
559,Stärke::N,vigoare,вииши
560,Gesundheit::N,sănătate,шумбраши́
561,Krankheit::N,boală,урма́
562,Krankheit::N,boală,сярядема
563,Krankheit::N,maladie,урма́
564,Krankheit::N,maladie,сярядема
565,Schmerz::N,durere,маряма
566,Wunde::N,rană,керф
567,Fieber::N,febră,маштыкс
568,Arznei::N,leac,надо́бья
569,Arznei::N,leac,пъчка́фтома
570,Arznei::N,medicament,надо́бья
571,Arznei::N,medicament,пъчка́фтома
572,Brücke::N,pod,седь
573,Brücke::N,punte,седь
574,Brunnen::N,puț,эши
575,Weide::N,izlaz,ванома васта
576,Weide::N,pășune,ванома васта
577,Pfad::N,cărare,ян
578,Pfad::N,cărare,киня́
579,Weg::N,drum,ки
580,Straße::N,cale,ки
581,Straße::N,stradă,ки
582,Dorf::N,sat,веле
583,Stadt::N,oraș,ош
584,Brief::N,scrisoare,сёрма
585,Buch::N,carte,книга
586,Buchstabe::N,literă,бу́ква
587,Buchstabe::N,caracter,бу́ква
588,Zeitung::N,ziar,газе́та
589,Zeitung::N,gazetă,газе́та
590,Leben::N,viață,эряф
591,Leben::N,viață,эряма
592,Tod::N,moarte,кулома́
593,Grab::N,groapă,калма
594,Grab::N,mormânt,калма
595,Kirche::N,biserică,це́рькав
596,Sünde::N,păcat,пежеть
597,Sünde::N,păcat,муворкс
598,Gott::N,zeu,шкай
599,Arbeiter::N,muncitor,трудендай
600,Arbeiter::N,muncitor,работник
601,Chef::N,șef,азор
602,Chef::N,șef,оцюня
603,Meister::N,meșter,мастяр
604,Meister::N,maestru,мастяр
605,Arzt::N,medic,врач
606,Arzt::N,medic,доктор
607,Arzt::N,doctor,врач
608,Arzt::N,doctor,доктор
609,Lehrer::N,profesor,учи́тель
610,Lehrer::N,învățător,учи́тель
611,Geld::N,bani,ярмакт
612,Geld::N,parale,ярмакт
613,Geschäft::N,treabă,ладяфкс
614,Geschäft::N,treabă,ладяф тев
615,Geschäft::N,afacere,ладяфкс
616,Geschäft::N,afacere,ладяф тев
617,Laden::N,magazin,ла́вка
618,Laden::N,prăvălie,ла́вка
619,Preis::N,preț,питне
620,Ware::N,marfă,миф
621,Ware::N,marfă,ра́маф
622,Nutzen::N,folos,пара
623,Nutzen::N,folos,лезкс
624,Nutzen::N,profit,пара
625,Nutzen::N,profit,лезкс
626,Reichtum::N,avuție,ко́зяши
627,Reichtum::N,bogăție,ко́зяши
628,Welt::N,lume,свет
629,Land::N,țară,мастор
630,Staat::N,stat,государства
631,König::N,rege,король
632,Macht::N,putere,азорондама
633,Macht::N,putere,азорксши
634,Macht::N,putință,азорондама
635,Macht::N,putință,азорксши
636,Grenze::N,hotar,ёткаян
637,Grenze::N,graniță,ёткаян
638,Grenze::N,frontieră,ёткаян
639,Krieg::N,război,война́
640,Feind::N,dușman,душман
641,Feind::N,dușman,каршек тюри
642,Gewalt::N,violență,наругама
643,Kampf::N,luptă,тюрема́
644,Bogen[Waffe]::N,arc,нал
645,Pfeil::N,săgeată,нал
646,Gewehr::N,armă,винто́вка
647,Gewehr::N,pușcă,винто́вка
648,Fehler::N,eroare,эльбядькс
649,Fehler::N,greșeală,эльбядькс
650,Lüge::N,minciună,васькафнема
651,Schaden::N,daună,зия́н
652,Schaden::N,pagubă,зия́н
653,Unglück::N,nenorocire,зия́н
654,Schuld::N,vină,муворши
655,Alter::N,etate,эряф кизот
656,Alter::N,etate,эряфонь пинге
657,Alter::N,vârstă,эряф кизот
658,Alter::N,vârstă,эряфонь пинге
659,Schluss::N,sfârșit,пе
660,Zeit::N,timp,пинге
661,Zeit::N,vreme,пинге
662,Tag::N,zi,ши
663,Morgen::N,dimineață,шобдава
664,Mittag::N,prânz,шикучка
665,Mittag::N,amiază,шикучка
666,Abend::N,seară,иля́дь
667,Nacht::N,noapte,ве
668,Woche::N,săptămână,недя́ля
669,Monat::N,lună,ков
670,Jahr::N,an,киза
671,Frühling::N,primăvară,тунда́
672,Sommer::N,vară,киза
673,Herbst::N,toamnă,сёксе
674,Winter::N,iarnă,тяла
675,Januar::N,ianuarie,кельмеков
676,Februar::N,februarie,уфайков
677,März::N,martie,марайков
678,April::N,aprilie,шудиков
679,Mai::N,mai,панжиков
680,Juni::N,iunie,лямбеков
681,Juli::N,iulie,псиков
682,August::N,august,сёроньков
683,September::N,septembrie,тюжягов
684,Oktober::N,octombrie,кельмазаков
685,November::N,noiembrie,эйндамков
686,Dezember::N,decembrie,кучкаков
687,Montag::N,luni,одговши
688,Dienstag::N,marți,ша́вши
689,Mittwoch::N,miercuri,вержи
690,Donnerstag::N,joi,шува́ланя
691,Freitag::N,vineri,пя́денця
692,Samstag::N,sâmbătă,ёткши
693,Sonntag::N,duminică,таргоши
694,groß::A,mare,оцю
695,klein::A,mic,ёмла
696,lang::A,lung,кува́ка
697,kurz::A,scurt,нюрьхкя́ня
698,breit::A,lat,кели
699,breit::A,larg,кели
700,schmal::A,strâmt,тяйня
701,dicht::A,des,сиде
702,dicht::A,des,туста
703,dick[Gegenstand]::A,gros,эчке
704,dünn::A,subțire,шува́ня
705,fein::A,fin,шува́ня
706,fein::A,subțire,шува́ня
707,fest::A,tare,кеме
708,fest::A,solid,кеме
709,flach::A,șes,лапш
710,flach::A,plan,лапш
711,glatt::A,lins,вадяв
712,glatt::A,lins,такор
713,hart::A,dur,калгода
714,weich::A,moale,ляпе
715,rund::A,rotund,кру́глай
716,rund::A,circular,кру́глай
717,spitz::A,ascuțit,ботаз
718,spitz::A,ascuțit,оржа
719,scharf::A,tăios,оржа
720,scharf::A,ascuțit,оржа
721,stumpf::A,tocit,ношка
722,schwer::A,greu,стака
723,schön::A,frumos,мазы
724,heiß::A,cald,пси
725,heiß::A,fierbinte,пси
726,warm::A,cald,лямбе
727,warm::A,fierbinte,лямбе
728,kalt::A,rece,кельме
729,kühl::A,rece,эше
730,kühl::A,răcoros,эше
731,frisch::A,răcoros,свежай
732,frisch::A,proaspăt,свежай
733,feucht::A,umed,летьке
734,feucht::A,jilav,летьке
735,nass::A,ud,начка
736,trocken::A,sec,коське
737,trocken::A,uscat,коське
738,voll::A,plin,пяшксе
739,leer::A,gol,шава
740,offen::A,deschis,панжада
741,offen::A,deschis,виде
742,geschlossen::A,închis,пякстаф
743,geschlossen::A,închis,сёлгф
744,sauber::A,curat,ару
745,schmutzig::A,murdar,рда́зу
746,schmutzig::A,murdar,пя́ндра
747,roh::A,crud,верок
748,reif::A,copt,ке́нерьф
749,lecker::A,gustos,танцти
750,süß::A,dulce,ламбама
751,bitter::A,amar,сяпи
752,sauer::A,acru,шапама
753,hell::A,clar,валда
754,hell::A,luminos,валда
755,dunkel::A,obscur,шобда
756,dunkel::A,întunecos,шобда
757,schwarz::A,negru,равжа
758,weiß::A,alb,акша
759,rot::A,roșu,якстерь
760,gelb::A,galben,тюжя́
761,blau::A,albastru,сенем
762,grün::A,verde,пиже
763,grün::A,verde,сянгяря
764,grau::A,gri,уле
765,grau::A,cenușiu,уле
766,bunt::A,colorat,сёрмав
767,billig::A,ieftin,у́цез
768,billig::A,ieftin,аф пи́тни
769,teuer::A,scump,пи́тни
770,wertvoll::A,prețios,питни
771,blind::A,orb,сокор
772,taub::A,surd,пярав
773,kräftig::A,tare,пяк вии
774,kräftig::A,forte,пяк вии
775,kräftig::A,robust,пяк вии
776,stark::A,viguros,вии
777,stark::A,puternic,вии
778,schwach::A,slab,лафча
779,schwach::A,debil,лафча
780,fett::A,gras,куя́
781,schlank::A,zvelt,виде ронга
782,hübsch::A,drăguț,мазы
783,böse::A,rău,кяжи
784,böse::A,răutăcios,кяжи
785,dumm::A,nerod,аф ёню
786,dumm::A,nerod,шава пря
787,dumm::A,tâmpit,аф ёню
788,dumm::A,tâmpit,шава пря
789,faul::A,leneș,нола
790,fleißig::A,harnic,ку́лхцонды
791,fleißig::A,sârguincios,ку́лхцонды
792,geizig::A,calic,кирьжя
793,geizig::A,calic,жаднай
794,geizig::A,zgârcit,кирьжя
795,geizig::A,zgârcit,жаднай
796,klug::A,isteț,ёню
797,klug::A,isteț,пря́ви
798,klug::A,deștept,ёню
799,klug::A,deștept,пря́ви
800,geschickt::A,dibaci,маштозь тиф
801,lieb::A,drag,цебярь
802,lieb::A,iubit,цебярь
803,lustig::A,vesel,ра́хси
804,sanft::A,blând,сетьме
805,sanft::A,blajin,сетьме
806,hungrig::A,flămând,вача
807,hungrig::A,flămând,вачеда
808,krank::A,bolnav,сяряди
809,nackt::A,gol,штада
810,nackt::A,gol,кърхтапа
