,Concept_ID,tt,eu
817,fern::A,ерак,urrun
818,linker::A,сул,ezker
819,rechter::A,уң,eskuin
820,anderer::A,бүтән,beste
821,erster::A,беренче,lehen
822,erster::A,беренче,aurren
823,zweiter::A,икенче,bigarren
824,dritter::A,өченче,hirugarren
825,letzter::A,ахыргы,azken
826,letzter::A,ахыргы,hondar
827,allein::ADV,ялгыз,bakarrik
828,auf einmal::ADV,бердән,batera
829,zusammen::ADV,бергә,elkarrekin
830,lange::ADV,озак,luzaro
831,plötzlich::ADV,искәрмәстән,bat-batean
832,sofort::ADV,хәзер,berehala
833,später::ADV,соңрак,gero
834,jetzt::ADV,хәзер,orain
835,heute::ADV,бүген,gaur
836,morgen::ADV,иртәгә,bihar
837,bald::ADV,тиздән,aurki
838,bald::ADV,тиздән,laster
839,dann::ADV,аннары,ondoren
840,gestern::ADV,кичә,atzo
841,einst::ADV,берчак,antzina
842,damals::ADV,ул вакытта,orduan
843,damals::ADV,ул чакта,orduan
844,danach::ADV,да,gerora
845,danach::ADV,да,ondoren
846,vorher::ADV,элек,lehenago
847,zuerst::ADV,башта,aurrena
848,zuerst::ADV,башта,lehenbizi
849,einmal::ADV,бер,behin
850,einmal::ADV,бер,aldi bat
851,einmal::ADV,бер мәртәбә,behin
852,einmal::ADV,бер мәртәбә,aldi bat
853,manchmal::ADV,кайчакта,batzuetan
854,manchmal::ADV,кайчакта,zenbaitetan
855,oft::ADV,еш,maiz
856,oft::ADV,еш,askotan
857,immer::ADV,һәркайчан,beti
858,niemals::ADV,hичбер вакыт,inoiz ez
859,niemals::ADV,hичбер вакыт,sekula ez
860,hier::ADV,монда,hemen
861,hier::ADV,биредә,hemen
862,hierhin::ADV,монда,hona
863,von hier::ADV,моннан,hemendik
864,von hier::ADV,моннан,honetatik
865,dort::ADV,анда,han
866,dorthin::ADV,тегеләй,hara
867,geradeaus::ADV,турыдан-туры,artez
868,vorwärts::ADV,алга,aurrera
869,rückwärts::ADV,кире,atzera
870,rückwärts::ADV,кире,atzerantz
871,zurück::ADV,кире,atzera
872,unten::ADV,түбәндә,behean
873,hinab::ADV,аска,behera
874,hinab::ADV,аска,beherantz
875,oben::ADV,өстә,goian
876,oben::ADV,югарыда,goian
877,hinauf::ADV,өскә,gora
878,hinauf::ADV,өскә,gorantz
879,überall::ADV,hәркайда,edonon
880,nicht::ADV,түгел,ez
881,ein wenig::ADV,бераз,apur bat
882,ein wenig::ADV,бераз,pixka bat
883,kaum::ADV,көчкә,ozta
884,kaum::ADV,көчкә,nekez
885,sehr::ADV,бик,oso
886,so::ADV,алай,hala
887,so::ADV,алай,honela
888,noch::ADV,янә,oraindik
889,noch::ADV,тагын,oraindik
890,nur::ADV,фәкать,bakarrik
891,schon::ADV,инде,ja
892,schon::ADV,инде,jada
893,wieder::ADV,янә,berriro
894,wieder::ADV,тагын,berriro
895,vergebens::ADV,юкка,alferrik
896,vor::PRP,алдыннан,aurrean
897,hinter::PRP,арттан,ostean
898,hinter::PRP,арттан,gibelean
899,unter::PRP,астында,pean
900,unter::PRP,астында,azpian
901,durch::PRP,аша,zehar
902,neben::PRP,тирәсендә,ondoan
903,neben::PRP,тирәсендә,aldamenean
904,zwischen::PRP,арасында,artean
905,wegen::PRP,сәбәпле,-gatik
906,dies::PRN,бу,hau
907,das::PRN,ул,hura
908,alles::PRN,һәммә,dena
909,ich::PRN,мин,ni
910,du::PRN,син,zu
911,er::PRN,ул,bera
912,wir::PRN,без,gu
913,ihr::PRN,сез,zuek
914,sie::PRN,ул,berak
915,was::FPRN,ни,zer
916,was::FPRN,нәрсә,zer
917,wer::FPRN,кем,nor
918,wo::FADV,кайда,non
919,wohin::FADV,кая,nora
920,wie::FADV,ничек,nola
921,wie::FADV,ничек,zelan
922,warum::FADV,нигә,zeren
923,warum::FADV,нигә,zergatik
924,wieviel::FNUM,ничә,zenbat
925,eins::NUM,бер,bat
926,zwei::NUM,ике,bi
927,zwei::NUM,ике,biga
928,drei::NUM,өч,hiru
929,vier::NUM,дүрт,lau
930,fünf::NUM,биш,bost
931,sechs::NUM,алты,sei
932,sieben::NUM,җиде,zazpi
933,acht::NUM,сигез,zortzi
934,neun::NUM,тугыз,bederatzi
935,zehn::NUM,ун,hamar
936,elf::NUM,унбер,hamaika
937,zwölf::NUM,унике,hamabi
938,zwanzig::NUM,егерме,hogei
939,dreißig::NUM,утыз,hogeita hamar
940,vierzig::NUM,кырык,berrogei
941,fünfzig::NUM,илле,berrogeita hamar
942,sechzig::NUM,алтмыш,hirurogei
943,siebzig::NUM,җитмеш,hirurogeita hamar
944,achtzig::NUM,сиксән,laurogei
945,neunzig::NUM,туксан,laurogeita hamar
946,hundert::NUM,йөз,ehun
947,tausend::NUM,мең,mila
948,und::CNJ,вә,eta
949,oder::CNJ,яки,edo
950,oder::CNJ,яисә,edo
951,stehen::V,тору,zutik egon
952,sitzen::V,утыру,eserita egon
953,liegen::V,яту,etzan
954,hängen::V,эленү,eskegita egon
955,hängen::V,эленү,zintzilik egon
956,werden::V,булу,bihurtu
957,werden::V,булу,bilakatu
958,passieren::V,булу,pasatu
959,passieren::V,булу,gertatu
960,beginnen::V,башлану,hasi
961,enden::V,бетү,bukatu
962,wechseln::V,үзгәртү,aldatu
963,aufgehen[Sonne]::V,чыгу,ilki
964,aufgehen[Sonne]::V,чыгу,sortu
965,untergehen[Sonne]::V,бату,sartu
966,scheinen[Sonne]::V,яктырту,eguzkia egon
967,donnern::V,күкрәү,trumoia jo
968,wehen::V,исү,haizea ibili
969,strömen::V,агу,zorrotadaka isuri
970,fließen::V,агу,isuri
971,sich drehen::V,бөтерелү,biratu
972,schwanken::V,икеләнү,zabuka ibili
973,schwingen::V,тирбәлү,kulunkatu
974,fallen::V,егылу,erori
975,brennen::V,яну,sutan egon
976,rauchen::V,төтәү,kea bota
977,rauchen::V,төтенләү,kea bota
978,regnen::V,яву,euria ari izan
979,gefrieren::V,кату,izoztu
980,gefrieren::V,кату,hormatu
981,tauen::V,эрү,gesaldu
982,tauen::V,эретү,gesaldu
983,schmelzen::V,эрү,urtu
984,schmelzen::V,эретү,urtu
985,trocknen::V,кибү,idortu
986,trocknen::V,кибү,lehortu
987,sieden::V,ургылу,irakin
988,faulen::V,черү,hirotu
989,faulen::V,черү,usteldu
990,verfaulen::V,черү,hirotu
991,verfaulen::V,черү,usteldu
992,reißen::V,өзелү,eten
993,reißen::V,өзелү,tarrat egin
994,versinken::V,бату,urperatu
995,vergehen::V,авышу,iragan
996,erscheinen::V,пәйда булу,agertu
997,verschwinden::V,югалу,desagertu
998,verschwinden::V,юк булу,desagertu
999,sinken::V,кимү,beheititu
1000,sinken::V,кайту,beheititu
1001,abnehmen::V,азаю,gutxitu
1002,abnehmen::V,азаю,beheratu
1003,zunehmen::V,арту,gora egin
1004,zunehmen::V,күбәю,gora egin
1005,zunehmen::V,ишәю,gora egin
1006,steigen::V,үсү,igo
1007,wachsen::V,үсү,hazi
1008,glänzen::V,ялкылдау,distiratu
1009,funkeln::V,ялтырау,izarniatu
1010,lärmen::V,шаулау,zarata atera
1011,läuten::V,шалтырату,jo
1012,läuten::V,шалтырату,hots egin
1013,klingeln::V,шалтырату,txirrina jo
1014,klirren::V,чылтырау,tintin egin
1015,brausen::V,давыллау,marru egin
1016,brausen::V,дулау,marru egin
1017,rauschen::V,кыштырдау,fir-fir egin
1018,klingen::V,ишетелү,soinu egin
1019,bellen::V,өрү,zaunkatu
1020,heulen::V,улау,ulu egin
1021,heulen::V,улау,uhuri egin
1022,blasen::V,өрү,ufa egin
1023,blasen::V,өрү,putz egin
1024,pfeifen::V,сызгырту,txistu egin
1025,schreien::V,кычкыру,oihu egin
1026,schreien::V,кычкыру,garrasi egin
1027,stöhnen::V,ыңгырашу,intziri egin
1028,zittern::V,калтырау,ikara egin
1029,zittern::V,калтырау,dar-dar egin
1030,zittern::V,калтырану,ikara egin
1031,zittern::V,калтырану,dar-dar egin
1032,leben::V,яшәү,bizi izan
1033,leben::V,гомер итү,bizi izan
1034,geboren werden::V,туу,jaio
1035,atmen::V,сулау,hats egin
1036,atmen::V,сулау,arnasa egin
1037,trinken::V,эчү,edan
1038,essen::V,ашау,jan
1039,schlucken::V,йоту,irentsi
1040,müde werden::V,ялыгу,unatu
1041,müde werden::V,ялыгу,nekatu
1042,müde werden::V,йөгенү,unatu
1043,müde werden::V,йөгенү,nekatu
1044,einschlafen::V,йокыга китү,lokartu
1045,schlafen::V,йоклау,lo egin
1046,aufwachen::V,уяну,esnatu
1047,aufwachen::V,уяну,atzarri
1048,aufstehen::V,тору,jaiki
1049,sich erholen::V,ял алу,atseden egin
1050,sich erholen::V,истирахәт итү,atseden egin
1051,krank werden::V,чирләү,gaixotu
1052,krank sein::V,чирләү,eri izan
1053,krank sein::V,чирләү,gaixo izan
1054,schmerzen::V,авырту,min egin
1055,husten::V,ютәлләү,eztul egin
1056,genesen::V,савыгу,osatu
1057,genesen::V,сәламәтләнү,osatu
1058,sterben::V,үлү,hil
1059,sterben::V,үлү,zendu
1060,sterben::V,дөнья кую,hil
1061,sterben::V,дөнья кую,zendu
1062,sterben::V,вафат булу,hil
1063,sterben::V,вафат булу,zendu
1064,umkommen::V,үлү,istripuz hil
1065,sich bewegen::V,йөрү,higitu
1066,sich rühren::V,кыймылдау,zirkin egin
1067,sich erheben::V,басу,zutitu
1068,sich erheben::V,басу,altxatu
1069,sich setzen::V,утыру,eseri
1070,sich setzen::V,утыру,jesarri
1071,hinfallen::V,егылу,erori
1072,laufen::V,җәяүләү,ibili
1073,schreiten::V,атлау,oinkatu
1074,spazierengehen::V,йөрү,paseatu
1075,spazierengehen::V,йөрү,ostera bat egin
1076,spazierengehen::V,йөргенү,paseatu
1077,spazierengehen::V,йөргенү,ostera bat egin
1078,eilen::V,ашыгу,lasterkatu
1079,sich beeilen::V,ашыгу,lehiatu
1080,sich beeilen::V,кызулау,lehiatu
1081,sausen::V,җилдерү,ziztu bizian joan
1082,rennen::V,йөгерү,lasterka egin
1083,springen::V,сикерү,jauzi egin
1084,klettern::V,үрмәләү,igo
1085,schaukeln::V,атыну,zabu egin
1086,schaukeln::V,атыну,zanbulu egin
1087,kriechen::V,шуышу,narras egin
1088,kriechen::V,үрмәләү,narras egin
1089,schwimmen::V,йөзү,igerikatu
1090,schwimmen::V,йөзү,igeri egin
1091,tauchen::V,чуму,murgildu
1092,tauchen::V,чуму,pulunpatu
1093,rudern::V,ишү,bogatu
1094,rudern::V,ишү,arraun egin
1095,fahren::V,бару,joan
1096,fliegen::V,очу,hegaldatu
1097,fliegen::V,очу,hegan egin
1098,gehen::V,йөрү,joan
1099,weggehen::V,китү,alde egin
1100,abfahren::V,кузгалу,abiatu
1101,anhalten::V,тукталу,geratu
1102,anhalten::V,тукталу,gelditu
1103,hineingehen::V,инү,sartu
1104,eintreten::V,инү,sartu
1105,kommen::V,килү,etorri
1106,ankommen::V,бару,heldu
1107,ankommen::V,бару,iritsi
1108,zurückkommen::V,кире кайту,itzuli
1109,bleiben::V,калу,gelditu
1110,warten::V,көтү,itxaron
1111,warten::V,көтү,zain egon
1112,erwarten::V,көтү,iguriki
1113,suchen::V,эзләү,bilatu
1114,finden::V,табу,idoro
1115,finden::V,табу,aurkitu
1116,versuchen::V,маташу,saiatu
1117,versuchen::V,маташу,ahalegindu
1118,vorbereiten::V,хәзерләү,gertatu
1119,lieben::V,сөю,maitatu
1120,lieben::V,сөю,maite izan
1121,lieben::V,ярату,maitatu
1122,lieben::V,ярату,maite izan
1123,mögen::V,өнәү,laket izan
1124,mögen::V,өнәү,atsegin izan
1125,lachen::V,көлү,irri egin
1126,lachen::V,көлү,barre egin
1127,rühren::V,дулкынландыру,hunkitu
1128,weinen::V,елау,negar egin
1129,schimpfen::V,сүгү,erneguka ari izan
1130,schimpfen::V,сүгенү,erneguka ari izan
1131,sich ärgern::V,ачулану,ernegatu
1132,sich ärgern::V,ачулану,haserretu
1133,sich fürchten::V,курку,beldur izan
1134,fürchten::V,калтырау,beldur izan
1135,fürchten::V,калтырану,beldur izan
1136,fliehen::V,арка бирү,ihes egin
1137,flüchten::V,качу,ihes egin
1138,sehen::V,күрү,ikusi
1139,anschauen::V,карау,begietsi
1140,ansehen::V,карау,begiratu
1141,ansehen::V,күзәтү,begiratu
1142,hören::V,ишетү,aditu
1143,zuhören::V,тыңлау,entzun
1144,probieren::V,тату,dastatu
1145,riechen::V,иснәү,usnatu
1146,riechen::V,иснәү,usaindu
1147,fühlen::V,тою,sentitu
1148,fühlen::V,сизү,sentitu
1149,scheinen::V,күренү,iruditu
1150,scheinen::V,күренү,begitandu
1151,zu sehen sein::V,күренү,azaldu
1152,vernehmen::V,ишетү,aditu
1153,frieren::V,өшү,hotz izan
1154,frieren::V,күшегү,hotz izan
1155,tun::V,итү,egin
1156,können::V,алу,ahal izan
1157,wollen::V,теләү,nahi izan
1158,anfangen::V,керешү,hasi
1159,beenden::V,бетерү,bukatu
1160,beenden::V,тәмамлау,bukatu
1161,aufhören::V,бетү,utzi
1162,gelingen::V,уңу,lortu
1163,geraten::V,сабышу,heldu
1164,öffnen::V,ачу,ireki
1165,öffnen::V,ачу,zabaldu
1166,schließen::V,ябу,itxi
1167,stellen::V,кую,ipini
1168,setzen::V,утырту,jesarri
1169,legen::V,яткыру,jarri
1170,berühren::V,тию,ukitu
1171,verbinden::V,ялгау,uztartu
1172,bedecken::V,өрту,estali
1173,bedecken::V,каплау,estali
1174,bedecken::V,томалау,estali
1175,aufhängen::V,асу,eseki
1176,aufhängen::V,асу,eskegi
1177,anzünden::V,кабызу,piztu
1178,aufheben::V,күтәрү,jaso
1179,zurücklassen::V,калдыру,atzean utzi
1180,verlieren::V,югалту,galdu
1181,fallen lassen::V,төшерү,erortzen utzi
1182,machen::V,ясау,egin
1183,machen::V,эшләү,egin
1184,herstellen::V,ясау,ekoiztu
1185,bauen::V,кору,eraiki
1186,reparieren::V,төзәтү,konpondu
1187,verbessern::V,яхшырту,hobetu
1188,ändern::V,үзгәртү,mudatu
1189,graben::V,казу,aitzurtu
1190,beugen::V,ию,makurtu
1191,biegen::V,бөгү,malgutu
1192,biegen::V,бөгү,makolatu
1193,drehen::V,бору,jiratu
1194,drehen::V,бөтерү,jiratu
1195,wenden::V,бору,bihurtu
1196,umdrehen::V,түнтәрү,biratu
1197,umdrehen::V,түнтәрү,alderantzikatu
1198,heben::V,күтәрү,jaso
1199,heben::V,күтәрү,goratu
1200,hochheben::V,күтәрү,goratu
1201,hochheben::V,күтәрү,altxatu
1202,ergreifen::V,эләктерү,oratu
1203,halten::V,тоту,eutsi
1204,drücken::V,кысу,sakatu
1205,schieben::V,кузгату,bultzatu
1206,kratzen::V,тырнау,hatz egin
1207,kratzen::V,тырнау,hazka egin
1208,lecken::V,ялау,miaztu
1209,lecken::V,ялау,lamikatu
1210,beißen::V,тешләү,hozka egin
1211,beißen::V,тешләү,ausiki egin
1212,abreißen::V,өзү,kendu
1213,abschneiden::V,кыю,moztu
1214,abschneiden::V,кыю,pikatu
1215,abschneiden::V,кисү,moztu
1216,abschneiden::V,кисү,pikatu
1217,binden::V,бәйләү,lotu
1218,binden::V,бәйләү,estekatu
1219,stecken::V,төртү,sartu
1220,stecken::V,тыгу,sartu
1221,brechen::V,сындыру,apurtu
1222,klopfen::V,шаку,jo
1223,klopfen::V,шакылдау,jo
1224,hauen::V,кыйнау,jo
1225,kleben::V,ябыштыру,itsatsi
1226,reiben::V,ышку,igurtzi
1227,streichen::V,ягу,igurtzi
1228,schleifen::V,кайрау,zorroztu
1229,schneiden::V,кисү,moztu
1230,rütteln::V,селкетү,astindu
1231,rütteln::V,селкетү,inarrosi
1232,schütteln::V,селкетү,astindu
1233,schütteln::V,селкетү,inarrosi
1234,schwenken::V,болгау,zabukatu
1235,schütten::V,кою,isuri
1236,füllen::V,тутыру,bete
1237,einwickeln::V,төрү,bildu
1238,tragen::V,ташу,eroan
1239,tragen::V,ташу,eraman
1240,schleppen::V,сөйрәү,narrastu
1241,schleppen::V,сөйрәү,herrestatu
1242,schleppen::V,өстерәү,narrastu
1243,schleppen::V,өстерәү,herrestatu
1244,ziehen::V,тарту,tira egin
1245,aufbewahren::V,саклау,gorde
1246,werfen::V,ыргыту,jaurti
1247,werfen::V,ыргыту,aurtiki
1248,fangen::V,тоту,atzeman
1249,packen::V,эләктерү,heldu
1250,verstecken::V,яшерү,ostendu
1251,verstecken::V,яшерү,ezkutatu
1252,teilen::V,бүлү,zatitu
1253,schicken::V,җибәрү,bidali
1254,bringen::V,китерү,ekarri
1255,hinzufügen::V,өстәү,eratxiki
1256,hinzufügen::V,өстәү,gaineratu
1257,bekommen::V,алу,jaso
1258,erhalten::V,алу,jaso
1259,nehmen::V,алу,hartu
1260,wählen::V,сайлау,hautatu
1261,wählen::V,сайлау,aukeratu
1262,auswählen::V,сайлау,hautatu
1263,auswählen::V,сайлау,aukeratu
1264,bewahren::V,саклау,begiratu
1265,behindern::V,комачаулау,oztopatu
1266,verderben::V,бозу,hondatu
1267,beschädigen::V,бозу,akastu
1268,zerbrechen::V,вату,apurtu
1269,zerreißen::V,өзү,zarratatu
1270,zerreißen::V,ерту,zarratatu
1271,zerstören::V,җимерү,suntsitu
1272,verbrennen::V,яндыру,erre
1273,verbrennen::V,яндыру,kiskali
1274,verbrennen::V,көйдерү,erre
1275,verbrennen::V,көйдерү,kiskali
1276,geben::V,бирү,eman
1277,reichen::V,тапшыру,luzatu
1278,reichen::V,тапшыру,helarazi
1279,schenken::V,бүләкләү,oparitu
1280,versprechen::V,вәгъдә бирү,agindu
1281,wünschen::V,котлау,opatu
1282,wünschen::V,котлау,opetsi
1283,loben::V,мактау,laudatu
1284,loben::V,мактау,goraipatu
1285,küssen::V,үбү,musu eman
1286,wiegen::V,тирбәтү,kulunkatu
1287,zudecken::V,ябу,estali
1288,zudecken::V,бөркәү,estali
1289,wecken::V,уяту,esnatu
1290,wecken::V,уяту,iratzartu
1291,zeigen::V,күрсәтү,erakutsi
1292,führen::V,йөртү,gidatu
1293,lehren::V,өйрәтү,irakatsi
1294,unterrichten::V,укыту,eskolak eman
1295,aufziehen::V,асрау,hazi
1296,leiten::V,җитәкләү,arteztu
1297,antreiben::V,куалау,bulkatu
1298,antreiben::V,әйдәләү,bulkatu
1299,antreiben::V,ашыктыру,bulkatu
1300,lassen::V,мәҗбүр итү,-arazi
1301,einladen::V,чакыру,gonbidatu
1302,vereinigen::V,берләштерү,batu
1303,vereinigen::V,берләштерү,bateratu
1304,besuchen::V,керешү,ikustatu
1305,treffen::V,очрату,topatu
1306,sich versammeln::V,җыелышу,bildu
1307,spielen::V,уйнау,jolastu
1308,singen::V,җырлау,abestu
1309,singen::V,җырлау,kantatu
1310,tanzen::V,бию,dantzatu
1311,tanzen::V,бию,dantzan egin
1312,sich trennen::V,аерылу,banandu
1313,sich trennen::V,ташлашу,banandu
1314,verlassen::V,ташлау,utzietsi
1315,verlassen::V,калдыру,utzietsi
1316,retten::V,коткару,salbatu
1317,retten::V,коткару,gaizkatu
1318,bewachen::V,каравыллау,jagon
1319,bewachen::V,каравыллау,zaindu
1320,schützen::V,ышыклау,babestu
1321,schützen::V,ышыклау,gerizatu
1322,verteidigen::V,яклау,aldeztu
1323,verteidigen::V,саклау,aldeztu
1324,sich schlagen::V,сугышу,elkar jo
1325,sich schlagen::V,сугышу,elkar borrokatu
1326,schießen::V,ату,tiro egin
1327,siegen::V,җиңү,irabazi
1328,ärgern::V,ачуландыру,ernegatu
1329,ärgern::V,ачуландыру,haserretu
1330,schlagen::V,ору,jo
1331,schlagen::V,ору,erauntsi
1332,schlagen::V,бәрү,jo
1333,schlagen::V,бәрү,erauntsi
1334,schlagen::V,тукмау,jo
1335,schlagen::V,тукмау,erauntsi
1336,treten::V,тибү,zapaldu
1337,treten::V,тибү,ostiaktu
1338,stechen::V,кадау,sastatu
1339,stoßen::V,этү,bultzatu
1340,stehlen::V,урлау,ostu
1341,stehlen::V,урлау,lapurtu
1342,stören::V,комачаулау,galarazi
1343,belästigen::V,борчу,gohaindu
1344,belästigen::V,борчу,alamena eman
1345,belästigen::V,билмазалау,gohaindu
1346,belästigen::V,билмазалау,alamena eman
1347,verbergen::V,яшерү,ezkutatu
1348,täuschen::V,алдату,tronpatu
1349,täuschen::V,алдату,engainatu
1350,betrügen::V,хәрәмләшү,iruzurtu
1351,töten::V,үтерү,hil
1352,töten::V,үтерү,heriotza eman
1353,wohnen::V,яшәү,bizi izan
1354,arbeiten::V,эшләү,lan egin
1355,arbeiten::V,эшләү,behar egin
1356,sammeln::V,туплау,bildu
1357,sammeln::V,туплау,bildumatu
1358,pflücken::V,өзү,batu
1359,pflücken::V,өзү,bildu
1360,jagen::V,аулау,ehizatu
1361,fischen::V,балык тоту,arrantzatu
1362,fischen::V,балык тоту,arrantza egin
1363,fassen::V,тоту,harrapatu
1364,hüten::V,көтү,begiratu
1365,treiben::V,куалау,bultza egin
1366,anbinden::V,бәйләү,estekatu
1367,füttern::V,туйдыру,bazkatu
1368,melken::V,саву,jetzi
1369,hacken::V,чабу,xehatu
1370,gießen::V,сугару,isuri
1371,reifen::V,җитешү,heldu
1372,reifen::V,җитешү,zoritu
1373,zubereiten::V,пешеренү,prestatu
1374,kochen::V,пешерү,egosi
1375,kochen::V,кайнату,egosi
1376,backen::V,пешерү,labean egin
1377,braten::V,куыру,erregosi
1378,braten::V,кыздыру,erregosi
1379,umrühren::V,бутау,eragin
1380,umrühren::V,болгату,eragin
1381,stricken::V,бәйләү,trikotatu
1382,stricken::V,бәйләү,puntu egin
1383,nähen::V,тегү,josi
1384,färben::V,ману,tindatu
1385,reinigen::V,чистарту,ikuzi
1386,reinigen::V,чистарту,garbitu
1387,waschen::V,юу,xahutu
1388,waschen::V,юу,garbitu
1389,abwischen::V,сөртү,xukatu
1390,spülen::V,чайкау,irakutzi
1391,fegen::V,себерү,erraztatu
1392,kehren::V,себерү,isastu
1393,baden::V,коену,bainatu
1394,baden::V,коену,bainua hartu
1395,sich waschen::V,юыну,burua garbitu
1396,ausziehen::V,чишенү,erantzi
1397,anziehen::V,кию,jantzi
1398,sich anziehen::V,киенү,jantzi
1399,kämmen::V,тарау,orraztu
1400,schmücken::V,бизәү,apaindu
1401,schmücken::V,бизәкләү,apaindu
1402,sagen::V,дию,esan
1403,sagen::V,әйтү,esan
1404,sprechen::V,сөйләү,mintzatu
1405,sprechen::V,сөйләү,hitz egin
1406,sprechen::V,сөйләшү,mintzatu
1407,sprechen::V,сөйләшү,hitz egin
1408,reden::V,сөйләү,hitz egin
1409,sich unterhalten::V,сөйләшү,solastu
1410,sich unterhalten::V,сөйләшү,solas egin
1411,fragen::V,сорау,galdetu
1412,fragen::V,сорашу,galdetu
1413,bitten::V,үтенү,eskatu
1414,bitten::V,үтенү,galdegin
1415,erzählen::V,сөйләү,edestu
1416,erzählen::V,сөйләү,kontatu
1417,mitteilen::V,белдерү,jakinarazi
1418,nennen::V,дию,izena eman
1419,rufen::V,дәшү,dei egin
1420,prahlen::V,мактану,harrokerian ibili
1421,prahlen::V,мактану,ahoberokeriak esan
1422,prahlen::V,шапырыну,harrokerian ibili
1423,prahlen::V,шапырыну,ahoberokeriak esan
1424,übersetzen::V,күчерү,itzuli
1425,denken::V,уйлау,pentsatu
1426,denken::V,уйлау,gogoeta egin
1427,glauben::V,инану,sinetsi
1428,bemerken::V,искәрү,ohartu
1429,bemerken::V,искәрү,konturatu
1430,erkennen::V,тану,ezagutu
1431,erkennen::V,тану,antzeman
1432,begreifen::V,аңлау,ulertu
1433,begreifen::V,төшенү,ulertu
1434,verstehen::V,аңлау,aditu
1435,verstehen::V,төшенү,aditu
1436,lernen::V,уку,ikasi
1437,lernen::V,өйрәнү,ikasi
1438,wissen::V,белү,jakin
1439,sich erinnern an::V,хәтерләү,gogoratu
1440,sich erinnern an::V,хәтерләү,gogoan izan
1441,vergessen::V,оныту,ahaztu
1442,vergessen::V,оныту,ahantzi
1443,messen::V,үлчәү,neurtu
1444,zählen::V,санау,zenbatu
1445,zählen::V,санау,kopuratu
1446,rechnen::V,исәпләү,kalkulatu
1447,lesen::V,уку,irakurri
1448,malen::V,рәсем ясау,margotu
1449,malen::V,сурәт ясау,margotu
1450,malen::V,сурәтләү,margotu
1451,zeichnen::V,язу-сызу,marraztu
1452,zeichnen::V,сурәт ясау,marraztu
1453,schreiben::V,язу,idatzi
1454,besitzen::V,биләү,ukan
1455,besitzen::V,биләү,eduki
1456,kaufen::V,алу,erosi
1457,verkaufen::V,сату,saldu
1458,bezahlen::V,түләү,ordaindu
1459,zahlen::V,түләү,ordaindu
1460,beherrschen::V,ия булу,menpean izan
1461,ertragen::V,чыдау,jasan
1462,ertragen::V,чыдау,pairatu
