,Concept_ID,mhr,el
222,Saat::N,нӧ́шмӧ,σπόρος
223,Saat::N,туш,σπόρος
224,Korn::N,шу́рно,σπυρί
225,Heu::N,шу́до,σανός
226,Schale::N,шӱм,τσόφλι
227,Grube::N,выне́м,λάκκος
228,Falle::N,лӧ́дӧ,παγίδα
229,Schlinge::N,о́птыш,θηλειά
230,Schlinge::N,шӧрга́лтыш,θηλειά
231,Spur::N,кыша́,ίχνος
232,Asche::N,ло́мыж,στάχτη
233,Dreck::N,лавыра́,βρωμιά
234,Eisen::N,кӱ́ртньӧ,σίδερο
235,Gold::N,шӧ́ртньӧ,μάλαμα
236,Gold::N,шӧ́ртньӧ,χρυσάφι
237,Silber::N,ший,ασήμι
238,Silber::N,ший,άργυρος
239,Kohle::N,мландышӱ́й,κάρβουνο
240,Glas::N,янда́,γυαλί
241,Lehm::N,шун,πηλός
242,Sand::N,ошма́,άμμος
243,Mensch::N,еҥ,άνθρωπος
244,Mensch::N,айде́ме,άνθρωπος
245,Mann::N,пӧръе́ҥ,άνδρας
246,Frau::N,ӱдырама́ш,γυναίκα
247,Kind::N,аза́,παιδί
248,Junge::N,рве́зе,αγόρι
249,Mädchen::N,ӱдыра́ш,κοπέλα
250,Mädchen::N,ӱдыра́ш,κορίτσι
251,Familie::N,еш,οικογένεια
252,Großvater::N,коча́,παππούς
253,Großmutter::N,кова́,γιαγιά
254,Eltern::N,ача́-ава́,γονείς
255,Vater::N,ача́,πατέρας
256,Mutter::N,ава́,μητέρα
257,Sohn::N,э́рге,γιος
258,Tochter::N,ӱ́дыр,κόρη
259,Bruder::N,иза́,αδελφός
260,Bruder::N,шо́льо,αδελφός
261,Schwester::N,ака́,αδελφή
262,Onkel::N,иза́,θείος
263,Tante::N,кока́,θεία
264,Ehemann::N,мари́й,σύζυγος
265,Ehefrau::N,ва́те,σύζυγος
266,Freude::N,куа́н,χαρά
267,Freude::N,куаныма́ш,χαρά
268,Gelächter::N,во́штылтыш,γέλια
269,Glück::N,пиа́л,ευτυχία
270,Kummer::N,о́йго,έγνοια
271,Wunsch::N,ку́мыл,επιθυμία
272,Lust::N,ку́мыл,όρεξη
273,Geist::N,ӧрт,πνέυμα
274,Geist::N,чон,πνέυμα
275,Gedanke::N,ой,σκέψη
276,Gedanke::N,шоныма́ш,σκέψη
277,Gedächtnis::N,шарныма́ш,μνήμη
278,Verstand::N,уш,νους
279,Sinn::N,смысл,νόημα
280,Grund::N,ама́л,λόγος
281,Wahrheit::N,чын,αλήθεια
282,Gespräch::N,мутланыма́ш,συνομιλία
283,Märchen::N,йома́к,παραμύθι
284,Erzählung::N,ойлыма́ш,διήγημα
285,Nachricht::N,увертарыма́ш,είδηση
286,Neuigkeit::N,уве́р,νέο
287,Name::N,лӱм,όνομα
288,Rätsel::N,ту́што,αίνιγμα
289,Rede::N,ойлыма́ш,λόγος
290,Rede::N,ойлыма́ш,ομιλία
291,Sprache::N,йы́лме,γλώσσα
292,Stimme::N,йӱк,φωνή
293,Wort::N,ой,λέξη
294,Wort::N,мут,λέξη
295,Zeichen::N,ти́ште,σημείο
296,Zeichen::N,знак,σημείο
297,Ruf::N,ӱжма́ш,κραυγή
298,Lärm::N,лӱшкыма́ш,θόρυβος
299,Lärm::N,йӱк-йӱа́н,θόρυβος
300,Laut::N,йӱк,ήχος
301,Ton::N,йӱксе́м,ήχος
302,Ton::N,йӱксе́м,τόνος
303,Lied::N,му́ро,τραγούδι
304,Ruhe::N,ты́мык,ησυχία
305,Leute::N,еҥ-влак,κόσμος
306,Leute::N,еҥ-влак,άνθρωποι
307,Volk::N,ка́лык,λαός
308,Arbeit::N,паша́,εργασία
309,Gast::N,уна́,επισκέπτης
310,Geschenk::N,пӧле́к,δώρο
311,Spiel::N,мо́дыш,παιχνίδι
312,Spiel::N,модма́ш,παιχνίδι
313,Gesellschaft::N,тӱшка́,κοινωνία
314,Hilfe::N,по́лыш,βοήθεια
315,Freund::N,таҥ,φίλος
316,Freund::N,йолта́ш,φίλος
317,Kamerad::N,таҥ,σύντροφος
318,Angelegenheit::N,паша́,υπόθεση
319,Anzahl::N,чот,αριθμός
320,Art::N,вид,είδος
321,Stück::N,ка́тыш,κομμάτι
322,Stück::N,ла́стык,κομμάτι
323,Teil::N,ужа́ш,μέρος
324,Hälfte::N,пел,μισό
325,Hälfte::N,пе́ле,μισό
326,Kreis::N,ты́ртыш,κύκλος
327,Kreuz::N,ыре́с,σταυρός
328,Linie::N,ли́ний,γραμμή
329,Strich::N,коре́ш,γραμμή
330,Abstand::N,кокла́,απόσταση
331,Entfernung::N,тора́,απόσταση
332,Entfernung::N,ку́жыт,απόσταση
333,Gegend::N,кунде́м,περιοχή
334,Gegend::N,кунде́м,τοποθεσία
335,Platz::N,ку́мдык,χώρος
336,Ort::N,вер,τόπος
337,Ort::N,о́лмо,τόπος
338,Seite::N,ӧ́рдыж,πλευρά
339,Mitte::N,покше́л,μέση
340,Gegenstand::N,наста́,αντικείμενο
341,Sache::N,наста́,πράγμα
342,Rand::N,тӱр,άκρη
343,Rand::N,тӱр,χείλος
344,Kante::N,тӱр,άκρη
345,Ecke::N,лук,γωνιά
346,Spitze::N,вуй,μύτη
347,Ende::N,муча́ш,άκρη
348,Loch::N,рож,τρύπα
349,Winkel::N,лук,γωνία
350,Muster::N,пеза́к,σχέδιο
351,Muster::N,узо́р,σχέδιο
352,Muster::N,ӱ́лгӧ,σχέδιο
353,Größe::N,кӱ́кшыт,μέγεθος
354,Länge::N,ку́тыш,μήκος
355,Höhe::N,кӱ́кшыт,ύψος
356,Gewicht::N,не́лыт,βάρος
357,Menge::N,чот,ποσότητα
358,Haufen::N,кы́шыл,σωρός
359,Reihe::N,рада́м,αράδα
360,Boot::N,пуш,βάρκα
361,Ruder::N,эшка́к,κουπί
362,Schlitten::N,тер,έλκηθρο
363,Schlitten::N,изде́р,έλκηθρο
364,Ski::N,е́че,σκι
365,Lagerfeuer::N,туло́то,φωτιά
366,Last::N,нӧ́лтыш,φορτίο
367,Gang::N,ошкылма́ш,δρόμος
368,Schritt::N,о́шкыл,βήμα
369,Norden::N,йӱдйыма́л,βορράς
370,Süden::N,кечывалве́л,νότος
371,Westen::N,касве́л,δύση
372,Osten::N,эрве́л,ανατολή
373,Holz::N,пу,ξύλο
374,Brett::N,оҥа́,σανίδι
375,Platte::N,аста́р,πλάκα
376,Stütze::N,чара́к,στήριγμα
377,Stange::N,лома́ш,ραβδί
378,Stange::N,лома́ш,κοντός
379,Stock::N,тоя́,ξύλο
380,Stock::N,тоя́,μπαστούνι
381,Stab::N,вара́,ραβδί
382,Stab::N,кашта́,ραβδί
383,Rohr::N,пуч,σωλήνας
384,Haus::N,пӧрт,σπίτι
385,Heim::N,мӧ́ҥгӧ,σπίτι
386,Ofen::N,комака́,σόμπα
387,Ofen::N,комака́,θερμάστρα
388,Fußboden::N,кӱва́р,πάτωμα
389,Tisch::N,ӱсте́л,τραπέζι
390,Stuhl::N,пӱке́н,καρέκλα
391,Wiege::N,шепка́,κούνια
392,Bett::N,ва́кшыш,κρεβάτι
393,Regal::N,шӧ́рлык,ράφι
394,Kiste::N,шо́ндык,κιβώτιο
395,Kiste::N,я́шлык,κιβώτιο
396,Fenster::N,окна́,παράθυρο
397,Tür::N,омса́,πόρτα
398,Tor::N,капка́,πύλη
399,Zaun::N,сава́р,φράχτης
400,Dach::N,леве́дыш,στέγη
401,Leiter::N,тошка́лтыш,σκάλα
402,Leiter::N,тошка́лтыш,κλίμακα
403,Besen::N,ӱштерво́штыр,σκούπα
404,Spaten::N,ко́льмо,φτυάρι
405,Schaufel::N,сово́к,φτυάρι
406,Schaufel::N,су́ско,φτυάρι
407,Gabel::N,ви́лке,πιρούνι
408,Löffel::N,па́не,κουτάλι
409,Löffel::N,совла́,κουτάλι
410,Messer::N,кӱ́зӧ,μαχαίρι
411,Nagel::N,пуда́,καρφί
412,Netz::N,вапш,δίχτυ
413,Haken::N,са́гыле,γάντζος
414,Haken::N,са́гыле,αγκίστρι
415,Griff::N,кыл,λαβή
416,Schloss::N,кӧгӧ́н,κλειδαριά
417,Bild::N,сӱре́т,εικόνα
418,Figur::N,фигу́р,ανάστημα
419,Puppe::N,курча́к,κούκλα
420,Beutel::N,меша́к,πουγγί
421,Bündel::N,арша́ш,δεμάτι
422,Tasche::N,сумка́,τσάντα
423,Eimer::N,ведра́,κουβάς
424,Deckel::N,ко́мдыш,καπάκι
425,Geschirr::N,а́те,σκεύη
426,Sack::N,куль,σάκος
427,Sack::N,меша́к,σάκος
428,Tasse::N,чу́кыр,φλιτζάνι
429,Tasse::N,чашка́,φλιτζάνι
430,Topf::N,ми́ске,χύτρα
431,Kessel::N,под,καζάνι
432,Essen::N,ко́чкыш,φαγητό
433,Nahrung::N,ку́рго,τροφή
434,Speise::N,ко́чкыш,φαγητό
435,Fleisch::N,шыл,κρέας
436,Getreide::N,шу́рно,σιτάρι
437,Brei::N,пу́чымыш,χυλός
438,Brot::N,ки́нде,ψωμί
439,Brot::N,ки́нде,άρτος
440,Scheibe::N,ка́тыш,φέτα
441,Fett::N,коя́,πάχος
442,Butter::N,ӱй,βούτυρο
443,Öl::N,ӱй,λάδι
444,Salz::N,шинча́л,αλάτι
445,Suppe::N,шӱр,σούπα
446,Honig::N,мӱй,μέλι
447,Milch::N,шӧр,γάλα
448,Tee::N,чай,τσάι
449,Leder::N,сура́н,πετσί
450,Leder::N,шӱ́штӧ,πετσί
451,Wolle::N,пун,μαλλί
452,Stoff::N,куэ́м,ύφασμα
453,Stoff::N,посто́,ύφασμα
454,Nadel::N,и́ме,βελόνα
455,Faden::N,шӱ́ртӧ,κλωστή
456,Knopf::N,по́лдыш,κουμπί
457,Knoten::N,пышке́м,κόμπος
458,Farbe::N,чия́,μπογιά
459,Kleidung::N,чие́м,ρούχα
460,Kleidung::N,чие́м,ενδυμασία
461,Kleidung::N,вурге́м,ρούχα
462,Kleidung::N,вурге́м,ενδυμασία
463,Hemd::N,ту́выр,πουκάμισο
464,Kragen::N,сога́,κολάρο
465,Ärmel::N,шокш,μανίκι
466,Hose::N,йола́ш,πανταλόνι
467,Gürtel::N,ӱ́штӧ,ζώνη
468,Mütze::N,упш,σκούφος
469,Schuh::N,боти́нке,παπούτσι
470,Stiefel::N,кем,μπότα
471,Ring::N,шерга́ш,δαχτυλίδι
472,Band::N,тасма́,κορδέλα
473,Band::N,ле́нте,κορδέλα
474,Kamm::N,шерге́,χτένα
475,Spiegel::N,вошто́нчыш,καθρέφτης
476,Riemen::N,кӱзанӱ́штӧ,λουρί
477,Schnur::N,кере́м,κορδόνι
478,Schnur::N,кандыра́,κορδόνι
479,Leine::N,вӱра́ҥ,σχοινί
480,Decke::N,леве́дыш,κουβέρτα
481,Decke::N,одея́л,κουβέρτα
482,Kissen::N,кӱ́пчык,μαξιλάρι
483,Tuch::N,шо́выч,πανί
484,Tuch::N,шо́выч,μαντήλι
485,Handtuch::N,со́лык,πετσέτα
486,Kraft::N,вий,δύναμη
487,Kraft::N,куа́т,δύναμη
488,Stärke::N,куа́т,ισχύς
489,Stärke::N,куа́т,δύναμη
490,Stärke::N,карма́н,ισχύς
491,Stärke::N,карма́н,δύναμη
492,Gesundheit::N,таза́лык,υγεία
493,Krankheit::N,чер,αρρώστια
494,Schmerz::N,ко́рштыш,πόνος
495,Wunde::N,су́сыр,πληγή
496,Fieber::N,йӱштыму́ж,πυρετός
497,Fieber::N,лихора́дке,πυρετός
498,Arznei::N,эм,φάρμακο
499,Brücke::N,кӱва́р,γέφυρα
500,Brunnen::N,вӱдвыне́м,πηγάδι
501,Weide::N,нурше́р,βοσκή
502,Pfad::N,йолго́рно,μονοπάτι
503,Pfad::N,сокма́к,μονοπάτι
504,Weg::N,ко́рно,δρόμος
505,Straße::N,ко́рно,οδός
506,Straße::N,ко́рно,δρόμος
507,Dorf::N,ял,χωριό
508,Stadt::N,ола́,πόλη
509,Brief::N,се́рыш,γράμμα
510,Brief::N,се́рыш,επιστολή
511,Buch::N,книга́,βιβλίο
512,Buchstabe::N,буква́,γράμμα
513,Zeitung::N,газе́т,εφημερίδα
514,Leben::N,и́лыш,ζωή
515,Leben::N,и́лыш,βίος
516,Tod::N,колыма́ш,θάνατος
517,Grab::N,шӱга́р,τάφος
518,Kirche::N,че́рке,εκκλησία
519,Sünde::N,су́лык,αμαρτία
520,Gott::N,ю́мо,θεός
521,Arbeiter::N,паша́зе,εργάτης
522,Chef::N,тӧра́,προϊστάμενος
523,Meister::N,маста́р,μάστορας
524,Meister::N,маста́р,αρχιτεχνίτης
525,Arzt::N,врач,γιατρός
526,Lehrer::N,ту́ныктышо,δάσκαλος
527,Geld::N,окса́,λεφτά
528,Geld::N,окса́,χρήματα
529,Geschäft::N,сатулыма́ш,συναλλαγή
530,Laden::N,ке́выт,μαγαζί
531,Laden::N,ке́выт,κατάστημα
532,Preis::N,ак,τιμή
533,Ware::N,сату́,εμπόρευμα
534,Nutzen::N,пайда́,όφελος
535,Reichtum::N,поя́нлык,πλούτος
536,Welt::N,тӱня́,κόσμος
537,Land::N,эл,χώρα
538,Staat::N,кугыжа́ныш,κράτος
539,Staat::N,кугыжа́ныш,πολιτεία
540,König::N,кугыжа́,βασιλιάς
541,Macht::N,власть,εξουσία
542,Grenze::N,грани́ца,σύνορα
543,Krieg::N,сар,πόλεμος
544,Feind::N,тушма́н,εχθρός
545,Gewalt::N,виешлыма́ш,βία
546,Kampf::N,кредалма́ш,αγώνας
547,Bogen[Waffe]::N,юҥе́ж,τόξο
548,Pfeil::N,пикш,σαΐτα
549,Gewehr::N,пыча́л,τουφέκι
550,Fehler::N,йо́ҥылыш,λάθος
551,Fehler::N,йо́ҥылыш,σφάλμα
552,Lüge::N,шоя́к,ψέμα
553,Lüge::N,шоя́к,ψεύδος
554,Schaden::N,зия́н,ζημία
555,Unglück::N,эҥге́к,δυστυχία
556,Schuld::N,тита́к,ενοχή
557,Schuld::N,тита́к,φταίξιμο
558,Schuld::N,йола́,ενοχή
559,Schuld::N,йола́,φταίξιμο
560,Alter::N,ийго́т,ηλικία
561,Schluss::N,муча́ш,τέλος
562,Zeit::N,жап,χρόνος
563,Zeit::N,па́гыт,χρόνος
564,Tag::N,ке́че,μέρα
565,Tag::N,ке́че,ημέρα
566,Morgen::N,эр,πρωί
567,Mittag::N,кечыва́л,μεσημέρι
568,Abend::N,кас,βράδυ
569,Nacht::N,йӱд,νύχτα
570,Woche::N,арня́,εβδομάδα
571,Monat::N,ты́лзе,μήνας
572,Jahr::N,ий,έτος
573,Jahr::N,ий,χρόνος
574,Frühling::N,шо́шо,άνοιξη
575,Sommer::N,кеҥе́ж,καλοκαίρι
576,Herbst::N,шы́же,φθινόπωρο
577,Winter::N,те́ле,χειμώνας
578,Januar::N,шоркыйол,Ιανουάριος
579,Januar::N,идалыкву́й,Ιανουάριος
580,Januar::N,янва́рь,Ιανουάριος
581,Februar::N,пургыж,Φεβρουάριος
582,Februar::N,февра́ль,Φεβρουάριος
583,März::N,ӱярня,Μάρτιος
584,März::N,март,Μάρτιος
585,April::N,апре́ль,Απρίλιος
586,Mai::N,ага,Μάιος
587,Mai::N,май,Μάιος
588,Juni::N,пеледыш,Ιούνιος
589,Juni::N,ию́нь,Ιούνιος
590,Juli::N,сӱрем,Ιούλιος
591,Juli::N,ию́ль,Ιούλιος
592,August::N,сорла,Αύγουστος
593,August::N,агарма́н,Αύγουστος
594,August::N,а́вгуст,Αύγουστος
595,September::N,идым,Σεπτέμβριος
596,September::N,сентя́брь,Σεπτέμβριος
597,Oktober::N,шыжа,Οκτώβριος
598,Oktober::N,октя́брь,Οκτώβριος
599,November::N,кылме тылзе,Νοέμβριος
600,November::N,ноя́брь,Νοέμβριος
601,Dezember::N,дека́брь,Δεκέμβριος
602,Montag::N,шо́чмо,Δευτέρα
603,Dienstag::N,ку́шкыжмо,Τρίτη
604,Mittwoch::N,вӱрге́че,Τετάρτη
605,Donnerstag::N,изарня́,Πέμπτη
606,Freitag::N,кугарня́,Παρασκευή
607,Samstag::N,шуматке́че,Σάββατο
608,Sonntag::N,рушарня́,Κυριακή
609,groß::A,кугу́,μεγάλος
610,klein::A,изи́,μικρός
611,lang::A,кужу́,μακρύς
612,kurz::A,кӱ́чык,κοντός
613,breit::A,кумда́,φαρδύς
614,schmal::A,а́ҥысыр,στενός
615,dicht::A,ну́гыдо,πυκνός
616,dick[Gegenstand]::A,кӱ́жгӧ,παχύς
617,dick[Gegenstand]::A,кӱ́жгӧ,χοντρός
618,dünn::A,ви́чкыж,ψιλός
619,dünn::A,ви́чкыж,λεπτός
620,fein::A,ты́гыде,ψιλός
621,fest::A,чо́ткыдо,στερεός
622,flach::A,лапка́,επίπεδος
623,glatt::A,яклака́,λείος
624,glatt::A,яклака́,ομαλός
625,hart::A,пе́ҥгыде,σκληρός
626,weich::A,пу́шкыдо,μαλακός
627,rund::A,йырге́шке,στρογγυλός
628,spitz::A,коша́р,μυτερός
629,scharf::A,пӱ́сӧ,κοφτερός
630,stumpf::A,токма́к,αμβλύς
631,schwer::A,не́ле,βαρύς
632,schön::A,сы́лне,ωραίος
633,schön::A,сы́лне,όμορφος
634,heiß::A,шо́кшо,ζεστός
635,warm::A,ле́ве,θερμός
636,kalt::A,йӱ́штӧ,κρύος
637,kalt::A,йӱ́штӧ,ψυχρός
638,kühl::A,юа́лге,δροσερός
639,kühl::A,южгата́,δροσερός
640,frisch::A,свежа́,νωπός
641,frisch::A,свежа́,φρέσκος
642,feucht::A,вӱ́дыжгӧ,υγρός
643,nass::A,нӧ́рӧ,βρεγμένος
644,trocken::A,ку́кшо,ξηρός
645,trocken::A,ку́кшо,στεγνός
646,voll::A,тич,γεμάτος
647,leer::A,яра́,άδειος
648,offen::A,виш,ανοιχτός
649,geschlossen::A,пе́тырыме,κλειστός
650,geschlossen::A,тӱ́чмӧ,κλειστός
651,sauber::A,ару́,καθαρός
652,sauber::A,янда́р,καθαρός
653,schmutzig::A,лавыра́н,βρώμικος
654,schmutzig::A,лавыра́н,λερωμένος
655,schmutzig::A,ла́выргыше,βρώμικος
656,schmutzig::A,ла́выргыше,λερωμένος
657,roh::A,кӱ́чымӧ,ωμός
658,reif::A,лӧза́,ώριμος
659,lecker::A,ту́тло,νόστιμος
660,süß::A,ше́ре,γλυκός
661,bitter::A,ко́чо,πικρός
662,sauer::A,шо́по,ξινός
663,hell::A,во́лгыдо,φωτεινός
664,dunkel::A,пычке́мыш,σκοτεινός
665,schwarz::A,шола́,μαύρος
