,Concept_ID,pl,av
757,dorthin::ADV,tam,гьадаба
758,geradeaus::ADV,prosto,битӏутӏа
759,vorwärts::ADV,naprzód,цебехун
760,rückwärts::ADV,wstecz,нахъ-нахъ
761,zurück::ADV,z powrotem,нахъе
762,unten::ADV,u dołu,ахакь
763,unten::ADV,u dołu,гъоркь
764,unten::ADV,na dole,ахакь
765,unten::ADV,na dole,гъоркь
766,hinab::ADV,na_dół,эхебе
767,hinab::ADV,w_dół,эхебе
768,oben::ADV,w górze,тӏад
769,oben::ADV,w górze,тӏадехун
770,oben::ADV,na górze,тӏад
771,oben::ADV,na górze,тӏадехун
772,hinauf::ADV,w górę,эхеде
773,hinauf::ADV,na górę,эхеде
774,überall::ADV,wszędzie,кибго
775,nicht::ADV,nie,
776,ein wenig::ADV,trochę,дагьабго
777,kaum::ADV,ledwie,хӏалалъ
778,kaum::ADV,prawie nie,хӏалалъ
779,sehr::ADV,bardzo,кутакалда
780,so::ADV,tak,гьедин
781,noch::ADV,jeszcze,жеги
782,nur::ADV,tylko,гӏӣцӏго
783,schon::ADV,już,
784,wieder::ADV,znów,на́хъеги
785,wieder::ADV,znowu,на́хъеги
786,vergebens::ADV,na próżno,чӏалгӏаде
787,vor::PRP,przed,цебе
788,hinter::PRP,za,хадуса
789,unter::PRP,pod,ахакь
790,unter::PRP,pod,гъоркь
791,durch::PRP,przez,
792,neben::PRP,obok,аскӏо
793,zwischen::PRP,między,гьоркьоб
794,wegen::PRP,z powodu,гьелда
795,dies::PRN,to,гьаб
796,dies::PRN,to,гьеб
797,das::PRN,to,доб
798,alles::PRN,wszystko,
799,ich::PRN,ja,дун
800,du::PRN,ty,дуца
801,er::PRN,on,доб
802,wir::PRN,my,ниж
803,ihr::PRN,wy,нуж
804,sie::PRN,oni,дол
805,sie::PRN,oni,эл
806,was::FPRN,co,щиб
807,wer::FPRN,kto,щиб
808,wo::FADV,gdzie,киб
809,wo::FADV,gdzie,кибехун
810,wohin::FADV,dokąd,кибехун
811,wie::FADV,jak,кин
812,warum::FADV,dlaczego,щай
813,wieviel::FNUM,ile,кигӏан
814,eins::NUM,jeden,цо
815,zwei::NUM,dwa,кӏиго
816,drei::NUM,trzy,лъабго
817,vier::NUM,cztery,ункъо
818,fünf::NUM,pięć,щуго
819,sechs::NUM,sześć,анлъго
820,sieben::NUM,siedem,анкьго
821,acht::NUM,osiem,микьго
822,neun::NUM,dziewięć,ичӏго
823,zehn::NUM,dziesięć,анцӏго
824,elf::NUM,jedenaście,анцӏила цо
825,zwölf::NUM,dwanaście,кӏиго-анцӏила
826,zwanzig::NUM,dwadzieścia,къого
827,dreißig::NUM,trzydzieści,лъеберго
828,vierzig::NUM,czterdzieści,кӏикъого
829,fünfzig::NUM,pięćdziesiąt,кӏикъо́ялда анцӏго
830,sechzig::NUM,sześćdziesiąt,лъабкъого
831,siebzig::NUM,siedemdziesiąt,лъабкъо́ялда анцӏго
832,achtzig::NUM,osiemdziesiąt,ункъого
833,neunzig::NUM,dziewięćdziesiąt,ункъоялда а́нцӏила
834,hundert::NUM,sto,нусго
835,tausend::NUM,tysiąc,азарго
836,und::CNJ,i,ва
837,und::CNJ,i,-ги
838,oder::CNJ,lub,ялъуни
839,oder::CNJ,albo,ялъуни
840,stehen::V,stać,бахъунчӏезе
841,sitzen::V,siedzieć,гӏодов чӏезе
842,liegen::V,leżeć,бегизе
843,hängen::V,wisieć,базе
844,werden::V,zostać,бахъине
845,werden::V,stać się,бахъине
846,passieren::V,dziać się,лъугьине
847,passieren::V,dziać się,лъугьа-бахъине
848,passieren::V,zdarzyć się,лъугьине
849,passieren::V,zdarzyć się,лъугьа-бахъине
850,beginnen::V,zacząć się,байбихьизе
851,enden::V,kończyć się,лъугӏизе
852,wechseln::V,zmienić się,хиса-басизе
853,wechseln::V,zmienić się,хисизе
854,aufgehen[Sonne]::V,wzejść,баккизе
855,untergehen[Sonne]::V,zajść,щинкӏизе
856,scheinen[Sonne]::V,świecić,къалъ-къалъизе
857,donnern::V,grzmieć,гъугъазе
858,wehen::V,wiać,пуйзе
859,strömen::V,płynąć,чвахизе
860,strömen::V,lać się,чвахизе
861,fließen::V,ciec,чвахизе
862,fließen::V,płynąć,чвахизе
863,sich drehen::V,obracać się,сверизе
864,schwanken::V,chwiać się,хьвагӏезе
865,schwanken::V,chwiać się,багъа-бачаризе
866,schwingen::V,wahać się,щвартӏезе
867,fallen::V,padać,бортизе
868,brennen::V,palić się,рекӏине
869,rauchen::V,dymić,кӏкӏуй буризе
870,rauchen::V,dymić się,кӏкӏуй буризе
871,regnen::V,padać,базе
872,gefrieren::V,zamarznąć,гӏу́низе
873,tauen::V,tajać,биаризе
874,schmelzen::V,topnieć,биине
875,trocknen::V,schnąć,бакъвазе
876,sieden::V,wrzeć,гьалдезе
877,sieden::V,kipieć,гьалдезе
878,faulen::V,gnić,махӏцине
879,verfaulen::V,zgnić,туризе
880,reißen::V,urywać się,бихъизе
881,versinken::V,tonąć,гъанкъизе
882,vergehen::V,przechodzić,базе
883,vergehen::V,przechodzić,бахъизе
884,vergehen::V,przechodzić,ине
885,erscheinen::V,zjawiać się,баккизе
886,verschwinden::V,zniknąć,къине
887,verschwinden::V,zniknąć,билизе
888,sinken::V,spadać,гӏодо́бе ккезе
889,abnehmen::V,spadać,тӏаса камизе
890,zunehmen::V,wzrosnąć,гӏемерлъизе
891,steigen::V,wzrastać,бахине
892,wachsen::V,rosnąć,кӏодолъизе
893,glänzen::V,błyszczeć,цӏвакизе
894,funkeln::V,zabłyszczeć,паркъезе
895,lärmen::V,hałasować,хъудизе
896,lärmen::V,hałasować,чӏиргъдизе
897,läuten::V,dzwonić,кьабизе
898,klingeln::V,dzwonić,кьабизе
899,klirren::V,brzęczeć,зваргъизе
900,brausen::V,huczeć,гьалаглъизе
901,rauschen::V,szumieć,шуршудизе
902,rauschen::V,szeleścić,шуршудизе
903,klingen::V,brzmieć,бахъине
904,klingen::V,dźwięczeć,бахъине
905,bellen::V,szczekać,гъанчдезе
906,heulen::V,wyć,рурудизе
907,blasen::V,dmuchnąć,гьохьизе
908,pfeifen::V,gwizdać,гьещтӏезе
909,schreien::V,krzyczeć,ахӏизе
910,schreien::V,krzyczeć,ахӏдезе
911,stöhnen::V,stękać,зигардизе
912,zittern::V,drżeć,дарран
913,zittern::V,drżeć,гьаргьадизе
914,leben::V,żyć,бетӏербахъизе
915,geboren werden::V,urodzić się,лъугьине
916,atmen::V,oddychać,хӏухьел биччазе
917,trinken::V,pić,гьекъезе
918,essen::V,jeść,квине
919,essen::V,jeść,кваназе
920,schlucken::V,połknąć,кӏкӏвине
921,schlucken::V,połknąć,къулчӏизе
922,müde werden::V,zmęczyć się,сваказе
923,einschlafen::V,zasnąć,кьижизе
924,einschlafen::V,zasnąć,гъапуллъизе
925,schlafen::V,spać,кьижизе
926,aufwachen::V,obudzić się,бигьине
927,aufstehen::V,wstać,бахъине
928,aufstehen::V,wstać,тӏадебахъине
929,sich erholen::V,wypoczywać,хьи бахъизе
930,sich erholen::V,wypoczywać,хӏалхьи гьабизе
931,krank werden::V,zachorować,унтизе
932,krank sein::V,chorować,унтизе
933,schmerzen::V,boleć,унтизе
934,husten::V,kaszlać,хъегӏизе
935,genesen::V,wyzdrowieć,лъилъизе
936,sterben::V,umrzeć,хвезе
937,umkommen::V,zginąć,гьалаглъизе
938,sich bewegen::V,poruszać się,багъаризе
939,sich bewegen::V,poruszać się,багъаргъизе
940,sich rühren::V,ruszyć się,багъаризе
941,sich erheben::V,podnieść się,тӏадебахъине
942,sich erheben::V,podnieść się,бахъине
943,sich setzen::V,usiąść,гӏодов чӏезе
944,hinfallen::V,upaść,щапизе
945,laufen::V,chodzić,хьвадизе
946,schreiten::V,kroczyć,чӏезе
947,spazierengehen::V,iść na spacer,тира-сверизе
948,eilen::V,pospieszać,ракӏхӏалакине
949,eilen::V,pospieszać,дуризе
950,sich beeilen::V,pospieszyć się,дуризе
951,sich beeilen::V,pospieszyć się,гӏедегӏизе
952,sausen::V,pędzić,тӏуризе
953,rennen::V,biec,бекеризе
954,rennen::V,biegać,бекеризе
955,springen::V,skakać,кӏанцӏизе
956,klettern::V,wspinać się,хархадизе
957,schaukeln::V,huśtać,гьерщезе
958,schaukeln::V,kołysać,гьерщезе
959,kriechen::V,pełzać,хъурщизе
960,kriechen::V,czołgać się,хъурщизе
961,schwimmen::V,pływać,лъедезе
962,tauchen::V,zanurzać się,букъардизе
963,rudern::V,wiosłować,хазе
964,fahren::V,jechać,ине
965,fliegen::V,latać,боржине
966,fliegen::V,lecieć,боржине
967,gehen::V,iść,ине
968,weggehen::V,odejść,ине
969,abfahren::V,odjechać,къокъине
970,anhalten::V,zatrzymać się,чӏезе
971,anhalten::V,zatrzymać się,тархъизе
972,anhalten::V,zatrzymać się,лъалхъизе
973,hineingehen::V,wchodzić,тӏаделъугьине
974,eintreten::V,wejść,лъугьине
975,eintreten::V,nastąpić,лъугьине
976,kommen::V,przyjść,бачӏине
977,ankommen::V,przybyć,щвезе
978,ankommen::V,przybyć,тӏадебачӏине
979,zurückkommen::V,wrócić,тадбуссине
980,zurückkommen::V,wrócić,тӏадбуссине
981,bleiben::V,zostać,чӏезе
982,bleiben::V,zostać,хутӏизе
983,warten::V,czekać,чӏезе
984,erwarten::V,oczekiwać,балагьизе
985,suchen::V,szukać,балагьизе
986,finden::V,znaleźć,батизе
987,versuchen::V,próbować,хӏалбихьизе
988,vorbereiten::V,przygotować,хӏадурлъизабизе
989,lieben::V,kochać,балай бегьизе
990,mögen::V,lubić,бокьизе
991,lachen::V,śmiać się,белъизе
992,rühren::V,wzruszyć,
993,weinen::V,płakać,гӏодизе
994,schimpfen::V,kląć,гъанчдезе
995,sich ärgern::V,gniewać się,вагъизе
996,sich ärgern::V,gniewać się,ццида́хине
997,sich fürchten::V,bać się,хӏинкъизе
998,fürchten::V,bać się,беркъазе
999,fürchten::V,bać się,хӏинкъа-къазе
1000,fliehen::V,uciekać,лъутизе
1001,flüchten::V,uciec,лъутизе
1002,sehen::V,widzieć,бихьизе
1003,sehen::V,zobaczyć,бихьизе
1004,anschauen::V,oglądać,бертӏамизе
1005,anschauen::V,oglądać,балагьизе
1006,ansehen::V,popatrzeć na,бала-гъалагьизе
1007,hören::V,słyszeć,рагӏизе
1008,zuhören::V,słuchać,гӏенеккизе
1009,probieren::V,kosztować,кӏалдиб хъва́зе
1010,probieren::V,kosztować,чӏамизе
1011,riechen::V,wąchać,су́нтӏизе
1012,fühlen::V,czuć,чӏвазе
1013,fühlen::V,odczuwać,чӏвазе
1014,scheinen::V,wydawać się,
1015,zu sehen sein::V,widnieć,бихьизе
1016,vernehmen::V,usłyszeć,рагӏизе
1017,frieren::V,marznąć,цӏорозе
1018,tun::V,czynić,гьабизе
1019,können::V,móc,кӏвезе
1020,können::V,móc,лъазе
1021,können::V,umieć,кӏвезе
1022,können::V,umieć,лъазе
1023,wollen::V,chcieć,бокьизе
1024,anfangen::V,zacząć,байбихьизе
1025,beenden::V,zakończyć,тӏубазабизе
1026,beenden::V,zakończyć,лъугӏизабизе
1027,aufhören::V,przestać,бахъизе
1028,gelingen::V,udać się,бахъизе
1029,geraten::V,udać się,бахъизе
1030,öffnen::V,otworzyć,рагьизе
1031,schließen::V,zamknąć,къазе
1032,stellen::V,postawić,чӏвазе
1033,setzen::V,posadzić,рекӏинабизе
1034,setzen::V,posadzić,гӏодор чӏезаризе
1035,legen::V,kłaść,лъезе
1036,berühren::V,dotykać,хъвазе
1037,verbinden::V,łączyć,хьухьине
1038,verbinden::V,łączyć,бухьине
1039,bedecken::V,przykryć,кквезе
1040,aufhängen::V,powiesić,базе
1041,anzünden::V,zapalić,бакизе
1042,anzünden::V,zapalić,рекӏинабизе
1043,aufheben::V,podnieść,
1044,zurücklassen::V,zostawić,тезе
1045,verlieren::V,zgubić,билизабизе
1046,fallen lassen::V,upuścić,бортизабизе
1047,machen::V,zrobić,гьабизе
1048,herstellen::V,wytworzyć,гьабизе
1049,herstellen::V,wytworzyć,хӏадурлъизабизе
1050,bauen::V,budować,базе
1051,bauen::V,budować,гьабизе
1052,reparieren::V,naprawiać,къачӏазе
1053,verbessern::V,ulepszyć,лъикӏлъизабизе
1054,ändern::V,zmienić,хисизабизе
1055,graben::V,kopać,бухъизе
1056,beugen::V,zagiąć,хьетӏизабизе
1057,biegen::V,zgiąć,гьетӏизабизе
1058,drehen::V,obracać,тиризабизе
1059,drehen::V,obracać,свердизабизе
1060,wenden::V,obrocić,бегизе
1061,umdrehen::V,obrocić,бегизе
1062,umdrehen::V,obrocić,бега-битӏизе
1063,heben::V,podnosić,борхизе
1064,hochheben::V,podnieść,борхалъизабизе
1065,hochheben::V,podnieść,борхизе
1066,ergreifen::V,chwycić,кквезе
1067,halten::V,trzymać,кквезе
1068,drücken::V,naciskać,къазе
1069,drücken::V,naciskać,къанцӏу́зе
1070,drücken::V,naciskać,къвал ба́зе
1071,schieben::V,pchać,хъилдизе
1072,schieben::V,posuwać,хъилдизе
1073,kratzen::V,drapać,хачазе
1074,lecken::V,lizać,чӏикӏизе
1075,beißen::V,kąsać,хӏанчӏизе
1076,beißen::V,kąsać,хӏанчӏизабизе
1077,abreißen::V,oderwać,тӏезе
1078,abreißen::V,oderwać,тӏезабизе
1079,abschneiden::V,odciąć,къотӏизе
1080,binden::V,wiązać,бухьине
1081,stecken::V,wetknąć,къазабизе
1082,brechen::V,złamać,бекизе
1083,klopfen::V,pukać,дванкезе
1084,klopfen::V,stukać,дванкезе
1085,hauen::V,bić,базе
1086,kleben::V,kleić,бацӏцӏине
1087,reiben::V,trzeć,хачазе
1088,streichen::V,smarować,бахине
1089,streichen::V,smarować,жужазе
1090,schleifen::V,ostrzyć,лъухьизе
1091,schneiden::V,ciąć,къотӏизе
1092,schneiden::V,krajać,къотӏизе
1093,rütteln::V,trząść,багъа-бачаризабизе
1094,schütteln::V,trząść,кӏобокӏизе
1095,schwenken::V,machać,гьесадизе
1096,schwenken::V,machać,хьвагӏезабизе
1097,schütten::V,nasypać,тӏезе
1098,füllen::V,napełnić,цӏезабизе
1099,einwickeln::V,zawinąć,жемизе
1100,tragen::V,nieść,баччизе
1101,schleppen::V,wlec,бехъерхъизе
1102,ziehen::V,ciągnąć,цӏазе
1103,aufbewahren::V,przechowywać,цӏунизе
1104,werfen::V,rzucać,рехизе
1105,fangen::V,łowić,кквезе
1106,packen::V,chwycić,кквезе
1107,verstecken::V,ukryć,бахчизе
1108,verstecken::V,schować,бахчизе
1109,teilen::V,podzielić,бикьизе
1110,schicken::V,posyłać,битӏизе
1111,bringen::V,przynieść,баччизе
1112,hinzufügen::V,dodać,жубазе
1113,bekommen::V,dostać,щвезе
1114,erhalten::V,otrzymać,щвезе
1115,erhalten::V,otrzymać,босизе
1116,nehmen::V,wziąć,босизе
1117,wählen::V,wybrać,бищизе
1118,auswählen::V,wybrać,тӏасабищизе
1119,bewahren::V,zachować,цӏунизе
1120,behindern::V,utrudnić,квекӏен гьабизе
1121,behindern::V,przeszkadzać,квекӏен гьабизе
1122,verderben::V,zepsuć,хвезабизе
1123,beschädigen::V,uszkodzić,галгъазабизе
1124,zerbrechen::V,złamać,щущазабизе
1125,zerreißen::V,drzeć,бихъизе
1126,zerreißen::V,rozdzierać,бихъизе
1127,zerstören::V,zniszczyć,биххизабизе
1128,verbrennen::V,spalić,бухӏизе
1129,geben::V,dać,кьезе
1130,reichen::V,podać,кьезе
1131,schenken::V,darować,кьезе
1132,versprechen::V,obiecać,назру гьабизе
1133,wünschen::V,życzyć,бокьизе
1134,loben::V,chwalić,беццизе
1135,loben::V,chwalić,бецца-бекъизе
1136,küssen::V,całować,баизе
1137,wiegen::V,kołysać,чӏучӏадизабизе
1138,zudecken::V,przykryć,тӏадбигъине
1139,wecken::V,zbudzić,бигьинабизе
1140,zeigen::V,pokazać,бихьизабизе
1141,führen::V,wieść,бачине
1142,führen::V,prowadzić,бачине
1143,lehren::V,uczyć,малъизе
1144,lehren::V,uczyć,цӏализабизе
1145,unterrichten::V,nauczać,цӏализабизе
1146,aufziehen::V,wychować,гӏезабизе
1147,leiten::V,kierować,нухмалъи гьабизе
1148,antreiben::V,popędzić,гӏедегӏизабизе
1149,lassen::V,zostawić,
1150,einladen::V,zaprosić,ахӏизе
1151,einladen::V,zaprosić,тӏадеахӏизе
1152,vereinigen::V,zjednoczyć,цолъизабизе
1153,besuchen::V,odwiedzić,баккизе
1154,besuchen::V,odwiedzić,хьвадизе
1155,treffen::V,trafić,дандчӏвазе
1156,treffen::V,spotkać,дандчӏвазе
1157,sich versammeln::V,zebrać się,данделъизе
1158,sich versammeln::V,zebrać się,бакӏаризе
1159,sich versammeln::V,zgromadzić się,данделъизе
1160,sich versammeln::V,zgromadzić się,бакӏаризе
1161,spielen::V,grać,басандизе
1162,spielen::V,bawić się,басандизе
1163,singen::V,śpiewać,ахӏизе
1164,tanzen::V,pląsać,кьурдизе
1165,tanzen::V,tańczyć,кьурдизе
1166,sich trennen::V,rozstać się,батӏалъизе
1167,verlassen::V,opuścić,тезе
1168,verlassen::V,opuścić,рехунтезе
1169,retten::V,ocalić,хвасар гьабизе
1170,retten::V,ocalić,хвасарлъизабизе
1171,retten::V,uratować,хвасар гьабизе
1172,retten::V,uratować,хвасарлъизабизе
1173,bewachen::V,pilnować,цӏунизе
1174,schützen::V,ochronić,цӏунизе
1175,verteidigen::V,bronić,цӏунизе
1176,sich schlagen::V,pobić się,багъизе
1177,schießen::V,strzelać,речӏчӏизе
1178,siegen::V,zwycziężyć,бергьине
1179,ärgern::V,gniewać,вагъизавизе
1180,schlagen::V,bić,кьабизе
1181,schlagen::V,uderzyć,кьабизе
1182,treten::V,kopnąć,мал тункизе
1183,stechen::V,ukłuć,къазабизе
1184,stoßen::V,popchnąć,тункизе
1185,stoßen::V,popchnąć,хъилдизе
1186,stehlen::V,ukraść,щинкӏизабизе
1187,stören::V,zakłócić,квекӏен гьабизе
1188,stören::V,zakłócić,татубахъи гьабизе
1189,stören::V,przeszkodzić,квекӏен гьабизе
1190,stören::V,przeszkodzić,татубахъи гьабизе
1191,belästigen::V,dokuczać,рахӏатхвезабизе
1192,verbergen::V,ukryć,бахчизе
1193,verbergen::V,ukryć,балъго тезе
1194,täuschen::V,łudzić,божуда рекӏкӏ гьабизе
1195,täuschen::V,łudzić,гуккизе
1196,betrügen::V,oszukać,хӏилла гьабизе
1197,betrügen::V,oszukać,сандирахълъи гьабизе
1198,töten::V,zabić,чӏвазе
1199,wohnen::V,mieszkać,яшав гьабизе
1200,arbeiten::V,pracować,хӏалтӏизе
1201,sammeln::V,zebrać,бакӏаризе
1202,pflücken::V,zerwać,бетӏизе
1203,jagen::V,polować,чан гьабизе
1204,fischen::V,łowić ryby,ччугӏа кквезе
1205,fassen::V,złapać,кквезе
1206,hüten::V,paść,кваназабизе
1207,treiben::V,pędzić,гъезе
1208,anbinden::V,przywiązać,бухьине
1209,füttern::V,karmić,кваназабизе
1210,melken::V,doić,бечӏчӏизе
1211,hacken::V,rąbać,чӏвазе
1212,gießen::V,lać,лъалъазе
1213,gießen::V,podlać,лъалъазе
1214,reifen::V,dojrzeć,барщизе
1215,zubereiten::V,przyrządzić,бежа-белъине
1216,kochen::V,gotować,белъине
1217,backen::V,piec,базе
1218,braten::V,piec,бежизе
1219,braten::V,smażyć,бежизе
1220,umrühren::V,przemieszać,багъаризе
1221,stricken::V,dziać,хьухьине
1222,nähen::V,szyć,букъизе
1223,färben::V,pofarbować,кьер гьабизе
1224,reinigen::V,oczyścić,бацӏцӏине
1225,waschen::V,prać,чуризе
1226,abwischen::V,obetrzeć,бацӏцӏине
1227,spülen::V,płukać,хулизе
1228,fegen::V,zamiatać,лъухьизе
1229,kehren::V,zamieść,лъухьизе
1230,baden::V,kąpać się,чордезе
1231,sich waschen::V,myć się,
1232,ausziehen::V,zdjąć,бахъизе
1233,anziehen::V,włożyć,ретӏине
1234,sich anziehen::V,ubrać się,ретӏине
1235,kämmen::V,uczesać,хазе
1236,schmücken::V,ozdabiać,чӏухӏизабизе
1237,sagen::V,powiedzieć,бицине
1238,sprechen::V,mówić,бицине
1239,reden::V,mówić,гаргадизе
1240,sich unterhalten::V,rozmawiać,гаргадизе
1241,fragen::V,zapytać,цӏехезе
1242,fragen::V,zapytać,гьикъизе
1243,bitten::V,prosić,гьаризе
1244,erzählen::V,opowiedzieć,бицине
1245,mitteilen::V,zawiadomić o,лъазабизе
1246,nennen::V,nazwać,цӏар лъезе
1247,rufen::V,wołać,ахӏизе
1248,prahlen::V,chełpić się,беццаризе
1249,übersetzen::V,tłumaczyć,буссинабизе
1250,denken::V,myśleć,ургъизе
1251,glauben::V,sądzić,божизе
1252,glauben::V,wierzyć,божизе
1253,bemerken::V,zauważyć,берречӏчӏизе
1254,erkennen::V,poznać,лъазе
1255,erkennen::V,poznać,батӏаго бахъизе
1256,begreifen::V,zrozumieć,бичӏчӏизе
1257,verstehen::V,rozumieć,
1258,verstehen::V,dosłyszeć,
1259,lernen::V,uczyć się,цӏализе
1260,wissen::V,wiedzieć,лъазе
1261,sich erinnern an::V,przypomnieć sobie,ракӏалде щвезе
1262,vergessen::V,zapomnieć,кӏочене
1263,messen::V,mierzyć,борцине
1264,zählen::V,liczyć,рикӏкӏине
1265,rechnen::V,rachować,рикӏкӏине
1266,lesen::V,czytać,цӏализе
1267,malen::V,malować,бахъизе
1268,zeichnen::V,rysować,бахъизе
1269,schreiben::V,pisać,хъвазе
1270,besitzen::V,posiadać,щвезе
1271,besitzen::V,posiadać,бу́кӏине
1272,kaufen::V,kupić,босизе
1273,verkaufen::V,sprzedać,бичизе
1274,bezahlen::V,zapłacić,кьезе
1275,zahlen::V,płacić,кьезе
1276,beherrschen::V,opanować,
1277,ertragen::V,znieść,баччизе
