,Concept_ID,ady,hu
699,plötzlich::ADV,зэкӏэм,egyszerre
700,sofort::ADV,ардэдэм,rögtön
701,sofort::ADV,ардэдэм,tüstént
702,sofort::ADV,асыхьатым,rögtön
703,sofort::ADV,асыхьатым,tüstént
704,später::ADV,нэужым,későn
705,jetzt::ADV,джы,most
706,heute::ADV,непэ́,ma
707,morgen::ADV,неу́щы,holnap
708,bald::ADV,псынкӏэу,majd
709,bald::ADV,псынкӏэу,nemsokára
710,dann::ADV,нэужым,akkor
711,gestern::ADV,тыгъуа́с,tegnap
712,einst::ADV,зэгорэ́м,hajdan
713,damals::ADV,армэ,akkor
714,damals::ADV,армэ,akkoriban
715,damals::ADV,ащыгъум,akkor
716,damals::ADV,ащыгъум,akkoriban
717,danach::ADV,нэужым,azután
718,vorher::ADV,нахьыпэм,előbb
719,einmal::ADV,зэ,egyszer
720,oft::ADV,бэрэ,sokszor
721,immer::ADV,ренэ́у,mindig
722,dort::ADV,модэ,ott
723,dorthin::ADV,модэ́,oda
724,geradeaus::ADV,занкӏэу,egyenesen
725,vorwärts::ADV,ыпэкӏэ,előre
726,rückwärts::ADV,ыужыкӏэ́,hátrafelé
727,zurück::ADV,ыужыкӏэ́,hátra
728,zurück::ADV,ыужыкӏэ́,vissza
729,unten::ADV,ычӏэкӏэ́,alul
730,hinab::ADV,ычӏэгъы́,le
731,hinab::ADV,ычӏэгъы́,lefelé
732,hinab::ADV,ычӏэкӏэ́,le
733,hinab::ADV,ычӏэкӏэ́,lefelé
734,oben::ADV,ышъхьагъы,fenn
735,oben::ADV,ышъхьагъы,felül
736,hinauf::ADV,ышъхьагъыкӏэ,fel
737,hinauf::ADV,ышъхьагъыкӏэ,felfelé
738,überall::ADV,тыди́,mindenütt
739,überall::ADV,тыдэкӏи́,mindenütt
740,nicht::ADV,-п,nem
741,nicht::ADV,мы-,nem
742,ein wenig::ADV,тӏэкӏу,egy kicsit
743,kaum::ADV,къоды́й,alig
744,sehr::ADV,дэд,nagyon
745,so::ADV,ащ фэд,úgy
746,so::ADV,мыщ фэд,úgy
747,so::ADV,джащ фэд,úgy
748,noch::ADV,джыри,még
749,nur::ADV,ныӏэ́п,csak
750,nur::ADV,ныӏэ́п,csupán
751,wieder::ADV,джыри,ismét
752,wieder::ADV,джыри,megint
753,vergebens::ADV,пкӏэнчъэ́у,hiába
754,vor::PRP,пашъхьэ́,előtt
755,hinter::PRP,кӏы́б,mögött
756,unter::PRP,чӏэ-,alatt
757,durch::PRP,пхыры-,át
758,durch::PRP,пхыры-,keresztül
759,neben::PRP,дэжь,mellett
760,zwischen::PRP,азыфа́гу,között
761,wegen::PRP,къы-,miatt
762,wegen::PRP,къы-,végett
763,dies::PRN,ар,ez
764,das::PRN,а,az
765,das::PRN,мо,az
766,alles::PRN,зэкӏэ́,minden
767,ich::PRN,сэ,én
768,du::PRN,о,te
769,er::PRN,ар,ő
770,wir::PRN,тэ,mi
771,ihr::PRN,шъо,ti
772,sie::PRN,ахэр,ők
773,was::FPRN,сыд,mi
774,wer::FPRN,хэт,ki
775,wo::FADV,тыдэ́,hol
776,wohin::FADV,тыдэ́,hova
777,wie::FADV,сыдэущтэ́у,hogy
778,wie::FADV,сыдэущтэ́у,hogyan
779,warum::FADV,сыд пае́,miért
780,wieviel::FNUM,тхьапш,hány
781,wieviel::FNUM,тхьапш,mennyi
782,wieviel::FNUM,сыд фэди́з,hány
783,wieviel::FNUM,сыд фэди́з,mennyi
784,eins::NUM,зы,egy
785,zwei::NUM,тӏу,kettő
786,drei::NUM,щы,három
787,vier::NUM,плӏы,négy
788,fünf::NUM,тфы,öt
789,sechs::NUM,хы,hat
790,sieben::NUM,блы,hét
791,acht::NUM,и,nyolc
792,neun::NUM,бгъу,kilenc
793,zehn::NUM,пшӏы,tíz
794,elf::NUM,пшӏыкӏузы́,tizenegy
795,zwölf::NUM,пшӏыкӏутӏу,tizenkettő
796,zwanzig::NUM,тӏокӏы́,húsz
797,dreißig::NUM,щэкӏы,harminc
798,vierzig::NUM,тӏокӏи́тӏу,negyven
799,fünfzig::NUM,шъэны́ыкъу,ötven
800,sechzig::NUM,тӏокӏи́щ,hatvan
801,siebzig::NUM,тӏокӏищырэ́ пшӏырэ́,hetven
802,achtzig::NUM,тӏокӏи́пӏ,nyolcvan
803,neunzig::NUM,тӏокӏиилӏырэ́ пшӏырэ́,kilencven
804,hundert::NUM,шъэ,száz
805,tausend::NUM,мин,ezer
806,und::CNJ,ыкӏи,és
807,und::CNJ,ыкӏи,meg
808,oder::CNJ,е,vagy
809,stehen::V,ущытын,áll
810,stehen::V,умыхъыен,áll
811,sitzen::V,уисын,ül
812,sitzen::V,утесын,ül
813,liegen::V,телъы́н,fekszik
814,hängen::V,къыщылэлын,függ
815,hängen::V,къыщылэлын щыгъын быхъур,függ
816,werden::V,хъун,lesz
817,passieren::V,къэхъун,történik
818,beginnen::V,къежьэн,kezdődik
819,beginnen::V,къыублэн,kezdődik
820,enden::V,ухы́н,végződik
821,enden::V,ухы́н,befejeződik
822,wechseln::V,зэхъожьы́н,változik
823,aufgehen[Sonne]::V,къыкъокӏы́н,kel
824,untergehen[Sonne]::V,къохьан,lemegy
825,scheinen[Sonne]::V,къепсыи,süt
826,donnern::V,гъогъон,dörög
827,wehen::V,епщэ́н,fúj
828,strömen::V,чъэн,áramlik
829,fließen::V,чъэн,folyik
830,sich drehen::V,зыгъэчэрэгъу́н,forog
831,schwanken::V,хъые́н,inog
832,schwanken::V,хъые́н,ingadozik
833,schwingen::V,зыгъэхъые́н,leng
834,fallen::V,къефэхы́н,esik
835,brennen::V,стын,ég
836,rauchen::V,ӏугъо къикӏын,füstöl
837,regnen::V,къещхы́н,esik
838,gefrieren::V,дыкъын,megfagy
839,tauen::V,жъун,olvad
840,schmelzen::V,ткӏун,olvad
841,schmelzen::V,ткӏун,elolvad
842,trocknen::V,гъушъы́н,szárad
843,trocknen::V,чъэпхъу́н,szárad
844,sieden::V,жъон,forr
845,faulen::V,шъун,rothad
846,verfaulen::V,шъун,elrothad
847,verfaulen::V,шъун,megrothad
848,reißen::V,зэӏэтхъы́н,szakad
849,versinken::V,чӏихьан,süllyed
850,versinken::V,чӏихьан,elsüllyed
851,vergehen::V,блэкӏы́н,múlik
852,vergehen::V,блэкӏы́н,elmúlik
853,erscheinen::V,къэлъэгъон,feltűnik
854,erscheinen::V,къэлъэгъон,megjelenik
855,verschwinden::V,кӏодыжьы́н,letűnik
856,abnehmen::V,къыкӏичын,apad
857,abnehmen::V,къыкӏичын,csökken
858,zunehmen::V,хэхъо́н,növekszik
859,zunehmen::V,хэхъо́н,gyarapszik
860,steigen::V,къежьэн,emelkedik
861,wachsen::V,хэхъо́н,nő
862,wachsen::V,хэхъо́н,terem
863,wachsen::V,хэхъо́н,növekszik
864,wachsen::V,къэкӏы́н,nő
865,wachsen::V,къэкӏы́н,terem
866,wachsen::V,къэкӏы́н,növekszik
867,glänzen::V,цӏыу́н,ragyog
868,glänzen::V,цӏыу́н,fénylik
869,funkeln::V,жъыу́н,csillog
870,funkeln::V,жъыу́н,tündöklik
871,lärmen::V,бырсыры́н,lármázik
872,läuten::V,теон,cseng
873,klingeln::V,теон,csenget
874,brausen::V,шъуин,zúg
875,brausen::V,шъуин,morajlik
876,rauschen::V,макъэ гъэӏун,zúg
877,klingen::V,къыхэӏукӏын,hangzik
878,bellen::V,хьакъу́н,ugat
879,heulen::V,быун,bőg
880,heulen::V,быун,üvölt
881,blasen::V,епщэ́н,fúj
882,pfeifen::V,шъуин,fütyül
883,schreien::V,куо́н,kiált
884,schreien::V,куо́н,kiabál
885,schreien::V,кӏыи́н,kiált
886,schreien::V,кӏыи́н,kiabál
887,stöhnen::V,щэӏун,nyög
888,zittern::V,кӏэзэзын,remeg
889,zittern::V,кӏэзэзын,reszket
890,leben::V,псэу́н,él
891,geboren werden::V,къэхъун,születik
892,atmen::V,жьы къэщэ́н,lélegzik
893,trinken::V,ешъо́н,iszik
894,essen::V,шхын,eszik
895,schlucken::V,бдырыин,nyel
896,müde werden::V,пшъын,elfárad
897,müde werden::V,пшъын,kifárad
898,einschlafen::V,хэчъыен,elalszik
899,schlafen::V,чъые́н,alszik
900,aufwachen::V,къэущы́н,felébred
901,aufstehen::V,уцу́н,felkel
902,sich erholen::V,зыгъэпсэфын,pihen
903,krank werden::V,сымаджэ́ хъун,megbetegedik
904,krank werden::V,сымаджэ́ хъун,belebetegszik
905,krank sein::V,сымэджэ́н,betegeskedik
906,schmerzen::V,сымэджэ́н,fáj
907,husten::V,пскэ́н,köhög
908,genesen::V,хъужьын,meggyógyul
909,sterben::V,лӏэн,hal
910,umkommen::V,хэкӏодэн,elpusztul
911,sich bewegen::V,хъые́н,mozog
912,sich rühren::V,хъые́н,mozdul
913,sich erheben::V,къэтэджын,feláll
914,sich erheben::V,къэтэджын,felemelkedik
915,sich setzen::V,тӏысы́н,ül
916,sich setzen::V,тӏысы́н,leül
917,hinfallen::V,ебэджы́н,bukik
918,hinfallen::V,ебэджы́н,elesik
919,laufen::V,кӏон,jár
920,schreiten::V,кӏон,lép
921,spazierengehen::V,къэкӏухьэн,sétál
922,eilen::V,гузэжъон,siet
923,sich beeilen::V,гуӏэ́н,siet
924,sausen::V,псынкӏэ́у чъэн,robog
925,rennen::V,чъэн,fut
926,rennen::V,чъэн,szalad
927,springen::V,пкӏэн,ugrik
928,klettern::V,дэцохъоен,kúszik
929,schaukeln::V,уешӏэн,hintázik
930,kriechen::V,цохъо́н,kúszik
931,schwimmen::V,есы́н,úszik
932,tauchen::V,зычӏэгъэо́н,merül
933,rudern::V,къошъо бэщкӏэ фын,evez
934,fahren::V,кӏон,jár
935,fahren::V,кӏон,megy
936,fahren::V,кӏон,utazik
937,fliegen::V,быбы́н,száll
938,gehen::V,кӏон,megy
939,weggehen::V,ӏукӏын,elmegy
940,abfahren::V,ежьэн,indul
941,anhalten::V,къэуцу́н,megáll
942,hineingehen::V,ихьан,bemegy
943,eintreten::V,чӏэхьан,belép
944,kommen::V,къэкӏо́н,jön
945,ankommen::V,къэсы́н,érkezik
946,ankommen::V,къэсы́н,megérkezik
947,zurückkommen::V,гъэзэжьын,visszajön
948,bleiben::V,къэнэ́н,marad
949,bleiben::V,къэнэ́н,megmarad
950,warten::V,пэплъэ́н,vár
951,warten::V,пэплъэ́н,várakozik
952,erwarten::V,ежэн,vár
953,erwarten::V,ежэн,megvár
954,suchen::V,лъыхъу́н,kutat
955,finden::V,къэгъоты́н,talál
956,finden::V,къыхэгъэщы́н,talál
957,versuchen::V,пылъы́н,megpróbál
958,versuchen::V,пылъы́н,megkísérel
959,vorbereiten::V,гъэхьазыры́н,előkészít
960,lieben::V,шӏу плъэгъу́н,szeret
961,mögen::V,шӏу плъэгъу́н,szeret
962,lachen::V,щхын,nevet
963,rühren::V,гур гъэузын,mozdít
964,weinen::V,гъын,sír
965,schimpfen::V,хъонэн,szid
966,schimpfen::V,хъонэн,szitkozódik
967,sich ärgern::V,губжы́н,mérgelődik
968,sich ärgern::V,губжы́н,bosszankodik
969,sich fürchten::V,щынэ́н,fél
970,sich fürchten::V,щынэ́н,retteg
971,fürchten::V,щынэ́н,fél
972,sehen::V,льэгъу́н,néz
973,anschauen::V,плъэн,megnéz
974,anschauen::V,еплъы́н,megnéz
975,ansehen::V,плъэн,néz
976,ansehen::V,плъэн,ránéz
977,ansehen::V,плъэн,megnéz
978,hören::V,зэхэхын,hall
979,zuhören::V,дэӏо́н,hallgat
980,zuhören::V,дэӏо́н,meghallgat
981,probieren::V,хэӏэн,kóstol
982,probieren::V,хэӏэн,megkóstol
983,riechen::V,пэмэ́н,szagol
984,fühlen::V,зэхэпшӏэн,érez
985,scheinen::V,уащыхъу́н,tűnik
986,scheinen::V,уащыхъу́н,látszik
987,scheinen::V,уашӏошӏы́н,tűnik
988,scheinen::V,уашӏошӏы́н,látszik
989,zu sehen sein::V,зэрэлъэгъу́н,mutatkozik
990,vernehmen::V,зэхэхын,hall
991,frieren::V,дыкъын,fázik
992,frieren::V,пӏыкӏэн,fázik
993,frieren::V,чъыӏэ́ лӏэн,fázik
994,tun::V,шӏын,csinál
995,tun::V,шӏын,cselekszik
996,können::V,лъэкӏы́н,tud
997,wollen::V,фэе́н,akar
998,anfangen::V,ублэн,kezd
999,beenden::V,ухы́н,befejez
1000,aufhören::V,щыгъэтын,megszűnik
1001,gelingen::V,хъун,sikerül
1002,öffnen::V,ӏухы́н,nyit
1003,öffnen::V,ӏухы́н,kinyit
1004,schließen::V,игъэсэн,csuk
1005,schließen::V,игъэсэн,becsuk
1006,stellen::V,бгъэуцун,állít
1007,stellen::V,бгъэуцун,helyez
1008,setzen::V,гъэтӏысы́н,ültet
1009,setzen::V,гъэтӏысы́н,helyez
1010,legen::V,хэлъхьа́н,tesz
1011,legen::V,хэлъхьа́н,fektet
1012,berühren::V,эӏэн,érint
1013,berühren::V,нэсын,érint
1014,verbinden::V,зэхэпхэ́н,beköt
1015,verbinden::V,зэхэпхэ́н,összeköt
1016,verbinden::V,пхын,beköt
1017,verbinden::V,пхын,összeköt
1018,bedecken::V,техъо́н,betakar
1019,bedecken::V,техъо́н,beborít
1020,aufhängen::V,пылъэ́н,felakaszt
1021,anzünden::V,хэгъэнэ́н,gyújt
1022,anzünden::V,хэгъэнэ́н,meggyújt
1023,zurücklassen::V,къэгъэнэ́н,hátrahagy
1024,verlieren::V,чӏэ́нэн,veszít
1025,verlieren::V,чӏэ́нэн,elveszít
1026,verlieren::V,шӏокӏоды́н,veszít
1027,verlieren::V,шӏокӏоды́н,elveszít
1028,fallen lassen::V,чӏэунэн,elejt
1029,fallen lassen::V,пӏэпызын,elejt
1030,machen::V,шӏын,tesz
1031,machen::V,шӏын,csinál
1032,herstellen::V,шӏы́н,gyárt
1033,herstellen::V,шӏы́н,előállít
1034,bauen::V,шӏы́н,épít
1035,reparieren::V,дыжьы́н,javít
1036,reparieren::V,дыжьы́н,kijavít
1037,reparieren::V,дыжьы́н,megjavít
1038,verbessern::V,нахьышӏу пшӏын,megjavít
1039,verbessern::V,нахь дэгъу пшӏын,megjavít
1040,ändern::V,зэблэхъу́н,változtat
1041,ändern::V,зэблэхъу́н,megváltoztat
1042,graben::V,тӏын,ás
1043,biegen::V,уфэн,hajlít
1044,drehen::V,гъэчэрегъу́,forgat
1045,wenden::V,пӏонтӏэн,fordít
1046,wenden::V,пӏонтӏэн,megfordít
1047,wenden::V,бгъэзэн,fordít
1048,wenden::V,бгъэзэн,megfordít
1049,wenden::V,уӏубын,fordít
1050,wenden::V,уӏубын,megfordít
1051,heben::V,ӏэты́н,emel
1052,hochheben::V,ӏэты́н,felemel
1053,ergreifen::V,къэубыты́н,megfog
1054,halten::V,ӏыгъы́н,tart
1055,drücken::V,тэӏункӏэн,nyom
1056,drücken::V,тэӏункӏэн,megnyom
1057,schieben::V,уеӏункӏын,tol
1058,schieben::V,уетӏыргун,tol
1059,kratzen::V,цӏэнтхъун,vakar
1060,lecken::V,бзэи́н,nyal
1061,beißen::V,ецэкъэ́н,harap
1062,abreißen::V,къичын,letép
1063,abreißen::V,пытхъын,letép
1064,abschneiden::V,пыупкӏын,levág
1065,abschneiden::V,гобзыкӏын,levág
1066,binden::V,епхын,köt
1067,binden::V,епхын,kötöz
1068,stecken::V,хэсэн,dug
1069,brechen::V,зэпыпкӏын,tör
1070,brechen::V,зэпыпкӏын,eltör
1071,klopfen::V,теон,kopogtat
1072,hauen::V,теон,vág
1073,hauen::V,теон,levág
1074,kleben::V,щхэн,tapaszt
1075,reiben::V,пӏотын,dörzsöl
1076,reiben::V,пӏотын,súrol
1077,streichen::V,щыфэн,simít
1078,schleifen::V,гъэчаны́н,fen
1079,schleifen::V,гъэчаны́н,csiszol
1080,schleifen::V,гъэчаны́н,köszörül
1081,schleifen::V,кӏэлыкӏы́н,fen
1082,schleifen::V,кӏэлыкӏы́н,csiszol
1083,schleifen::V,кӏэлыкӏы́н,köszörül
1084,schneiden::V,бзын,vág
1085,schneiden::V,бзын,szel
1086,schneiden::V,бзын,metsz
1087,rütteln::V,гъэсысын,ráz
1088,schütteln::V,гъэсысын,ráz
1089,schütteln::V,гъэсысын,megráz
1090,schwenken::V,ӏэ шӏын,lóbál
1091,schwenken::V,ӏэ шӏын,lobogtat
1092,schütten::V,икӏэ́н,önt
1093,füllen::V,из шӏын,tölt
1094,füllen::V,из шӏын,megtölt
1095,einwickeln::V,кӏоцӏыщыхьа́н,becsavar
1096,tragen::V,хьын,hord
1097,schleppen::V,пхьын,vonszol
1098,schleppen::V,плъэшъун,vonszol
1099,ziehen::V,пкъудыин,húz
1100,ziehen::V,пщэн,húz
1101,ziehen::V,плъэшъун,húz
1102,aufbewahren::V,пӏыгъын,megőriz
1103,aufbewahren::V,уухъумэн,megőriz
1104,werfen::V,дзын,dob
1105,werfen::V,дзын,hajít
1106,fangen::V,къэубыты́н,fog
1107,packen::V,къэубыты́н,megragad
1108,verstecken::V,бгъэбылъын,eldug
1109,verstecken::V,бгъэбылъын,elrejt
1110,teilen::V,гощы́н,oszt
1111,teilen::V,гощы́н,megoszt
1112,schicken::V,гъахьы́н,küld
1113,bringen::V,къэхьы́н,hoz
1114,bringen::V,къэхьы́н,visz
1115,hinzufügen::V,хэгъэхъо́н,hozzáad
1116,nehmen::V,къытехы́н,vesz
1117,wählen::V,къыхэхы́н,választ
1118,auswählen::V,къыхэхы́н,kiválaszt
1119,bewahren::V,къэухъумэн,megtart
1120,behindern::V,пэрыохъу хъун,akadályoz
1121,behindern::V,пэрыохъу хъун,gátol
1122,verderben::V,къутэн,elront
1123,beschädigen::V,къутэн,rongál
1124,zerbrechen::V,къутэн,eltör
1125,zerbrechen::V,къутэн,széttör
1126,zerbrechen::V,къутэн,kettétör
1127,zerreißen::V,зэӏэтхъы́н,eltép
1128,zerreißen::V,зэӏэтхъы́н,széttép
1129,zerstören::V,къутэ́н,elpusztít
1130,verbrennen::V,гъэсты́н,éget
1131,verbrennen::V,гъэсты́н,eléget
1132,geben::V,еты́н,ad
1133,reichen::V,еты́н,nyújt
1134,schenken::V,еты́н,ajándékoz
1135,versprechen::V,гъэгугъэ́н,ígér
1136,wünschen::V,шӏоигъо́н,kíván
1137,loben::V,щытхъун,dicsér
1138,küssen::V,ебэу́н,csókol
1139,wiegen::V,гъэхъыен,ringat
1140,zudecken::V,техъо́н,betakar
1141,wecken::V,къэгъэущы́н,kelt
1142,wecken::V,къэгъэущы́н,ébreszt
1143,zeigen::V,гъэлъэгъо́н,mutat
1144,führen::V,щэн,visz
1145,führen::V,щэн,vezet
1146,lehren::V,егъэджэ́н,tanít
1147,lehren::V,егъэшӏэн,tanít
1148,unterrichten::V,егъэджэ́н,tanít
1149,aufziehen::V,пӏун,felnevel
1150,leiten::V,гъэзекӏон,vezet
1151,leiten::V,гъэзекӏон,vezérel
1152,antreiben::V,къепфылӏэн,hajt
1153,lassen::V,еты́н,-tat
1154,lassen::V,еты́н,-at
1155,einladen::V,къегъэблэгъэн,meghív
1156,vereinigen::V,зэгогъэхьан,egyesít
1157,besuchen::V,щыӏэ́н,látogat
1158,treffen::V,ӏукӏэ́н,talál
1159,treffen::V,пэгъокӏы́н,talál
1160,sich versammeln::V,зэхэхьан,gyülekezik
1161,sich versammeln::V,зэхэхьан,összegyűlik
1162,spielen::V,джэгу́н,játszik
1163,singen::V,орэ́д къэӏо́н,énekel
1164,tanzen::V,къэшъо́н,táncol
1165,sich trennen::V,зэгокӏыжьы́ных,elválik
1166,verlassen::V,бгынэн,elhagy
1167,verlassen::V,хэкӏыжьын,elhagy
1168,retten::V,къыхэпхыжьын,ment
1169,retten::V,къэбгъэнэжьын,ment
1170,bewachen::V,къэгъэгъунэн,őriz
1171,schützen::V,ухъумэ́н,óv
1172,schützen::V,ухъумэ́н,véd
1173,verteidigen::V,къэухъумэн,véd
1174,sich schlagen::V,эзэон,verekszik
1175,schießen::V,он,lő
1176,siegen::V,текӏо́н,győz
1177,ärgern::V,бгъэгубжын,bosszant
1178,schlagen::V,ео́н,üt
1179,schlagen::V,ео́н,ver
1180,stechen::V,хэӏун,döf
1181,stechen::V,хэӏун,szúr
1182,stoßen::V,тӏыро́н,lök
1183,stoßen::V,уеӏункӏын,lök
1184,stehlen::V,тыгъу́н,lop
1185,stören::V,бгъэгумэкӏын,zavar
1186,belästigen::V,бгъэгумэкӏын,zaklat
1187,verbergen::V,ушъэфын,rejt
1188,verbergen::V,ушъэфын,elrejt
1189,täuschen::V,гъэпцӏэ́н,megtéveszt
1190,betrügen::V,гъэпцӏэ́н,csal
1191,töten::V,уикӏын,öl
1192,wohnen::V,дэсын,lakik
1193,arbeiten::V,лэжьэ́н,dolgozik
1194,sammeln::V,угъои́н,szed
1195,sammeln::V,угъои́н,gyűjt
1196,pflücken::V,къыпычы́н,szed
1197,jagen::V,шэкӏон,vadászik
1198,jagen::V,ешэкӏон,vadászik
1199,fischen::V,пцэжъые уешэн,halászik
1200,fassen::V,къэубыты́н,fog
1201,hüten::V,хэхъо́н,őriz
1202,hüten::V,хэхъо́н,legeltet
1203,treiben::V,пфын,hajt
1204,anbinden::V,епхын,köt
1205,füttern::V,гъэшхэ́н,etet
1206,melken::V,щын,fej
1207,hacken::V,упкӏэтэн,vág
1208,gießen::V,тепкӏэн,öntöz
1209,reifen::V,игъо хъун,érik
1210,zubereiten::V,бгъэхьазырын,elkészít
1211,kochen::V,шӏы́н,főz
1212,backen::V,гъэжъэ́н,süt
1213,braten::V,гъэжъэ́н,süt
1214,umrühren::V,зэхэгъэкӏухьан,megkever
1215,stricken::V,хъын,köt
1216,nähen::V,дэн,varr
1217,färben::V,бгъэлэн,fest
1218,reinigen::V,укъэбзы́н,tisztít
1219,waschen::V,бгыкӏын,mos
1220,abwischen::V,лъэкӏы́н,letöröl
1221,spülen::V,дэгъэчъыхьан,mosogat
1222,fegen::V,пхъэнкӏы́н,söpör
1223,kehren::V,пхъэнкӏы́н,söpör
1224,baden::V,зыгъэпскӏын,fürdik
1225,sich waschen::V,зытхьакӏы́н,mosdik
1226,sich waschen::V,зытхьакӏы́н,mosakszik
1227,ausziehen::V,къытехы́н,levesz
1228,anziehen::V,щылъэ́н,felölt
1229,anziehen::V,щылъэ́н,felvesz
1230,sich anziehen::V,зыфэпэн,öltözik
1231,sich anziehen::V,зыфэпэн,felöltözik
1232,kämmen::V,жьын,fésül
1233,schmücken::V,гъэдэхэ́н,díszít
1234,sagen::V,къэӏон,mond
1235,sprechen::V,псэлъэ́н,beszél
1236,reden::V,гущыӏэ́н,beszél
1237,sich unterhalten::V,зэдэгущыӏэн,beszélget
1238,fragen::V,упчӏэ́н,kérdez
1239,bitten::V,лъэӏо́н,kér
1240,erzählen::V,къэпӏотэ́н,mesél
1241,erzählen::V,къэпӏотэ́н,elbeszél
1242,mitteilen::V,макъэ егъэӏун,közöl
1243,nennen::V,цӏэ фэусы́н,hív
1244,nennen::V,цӏэ фэусы́н,nevez
1245,rufen::V,джэн,hív
1246,prahlen::V,узыщытхъужьы́н,dicsekszik
1247,übersetzen::V,бгъэкӏотэн,fordít
1248,denken::V,егупшысэ́н,gondol
1249,glauben::V,уивыхъэ́ телъы́н,hisz
1250,bemerken::V,гу лъыптэ́н,észrevesz
1251,erkennen::V,зэхэпхын,ráismer
1252,erkennen::V,зэхэпхын,felismer
1253,erkennen::V,зэбгъэшӏэн,ráismer
1254,erkennen::V,зэбгъэшӏэн,felismer
1255,begreifen::V,гурыӏо́н,felfog
1256,verstehen::V,зэхэхын,ért
1257,verstehen::V,зэхэхын,megért
1258,lernen::V,еджэ́н,tanul
1259,lernen::V,еджэ́н,megtanul
1260,wissen::V,шӏэн,tud
1261,sich erinnern an::V,къэшӏэжьын,emlékszik
1262,vergessen::V,пщыгъупшэжьы́н,felejt
1263,vergessen::V,пщыгъупшэжьы́н,elfelejt
1264,messen::V,шын,mér
1265,messen::V,шын,megmér
1266,zählen::V,плъытэ́н,számol
1267,zählen::V,плъытэ́н,megszámol
1268,rechnen::V,плъытэ́н,számít
1269,rechnen::V,угугъэ́н,számít
1270,lesen::V,еджэ́н,olvas
1271,malen::V,шӏын,fest
1272,zeichnen::V,шӏын,rajzol
1273,schreiben::V,тхын,ír
1274,besitzen::V,иӏэн,birtokol
1275,kaufen::V,щэфы́н,vesz
1276,kaufen::V,щэфы́н,megvesz
1277,verkaufen::V,щэн,elad
1278,bezahlen::V,птын,fizet
1279,bezahlen::V,птын,kifizet
1280,bezahlen::V,лъыптын,fizet
1281,bezahlen::V,лъыптын,kifizet
1282,bezahlen::V,птыжьы́н,fizet
1283,bezahlen::V,птыжьы́н,kifizet
1284,zahlen::V,птын,fizet
1285,zahlen::V,птын,megfizet
1286,zahlen::V,лъыптын,fizet
1287,zahlen::V,лъыптын,megfizet
1288,beherrschen::V,иунаеу иӏэн,ural
1289,ertragen::V,щэчы́н,elbír
1290,ertragen::V,щэчы́н,elvisel
1291,Schnurrbart::N,,bajusz
1292,Nabel::N,,köldök
1293,Wetter::N,,idő
1294,Wetter::N,,időjárás
1295,Frost::N,,fagy
1296,Raureif::N,,zúzmara
1297,Adler::N,,sas
1298,Schwan::N,,hattyú
1299,Ton::N,,hang
1300,Sache::N,,dolog
1301,Schlitten::N,,szánkó
1302,Last::N,,teher
1303,Figur::N,,alak
1304,Bündel::N,,köteg
1305,Schuh::N,,cipő
1306,Arzt::N,,orvos
1307,lebendig::A,,élő
1308,zuerst::ADV,,először
1309,manchmal::ADV,,néha
1310,manchmal::ADV,,olykor
1311,niemals::ADV,,sohasem
1312,hier::ADV,,itt
1313,hierhin::ADV,,erre
1314,von hier::ADV,,innen
1315,schon::ADV,,már
1316,sinken::V,,süllyed
1317,klirren::V,,csörömpöl
1318,fliehen::V,,menekül
1319,flüchten::V,,elmenekül
1320,geraten::V,,kerül
1321,geraten::V,,jut
1322,aufheben::V,,felemel
1323,beugen::V,,meghajt
1324,umdrehen::V,,megfordít
1325,umdrehen::V,,megforgat
1326,bekommen::V,,kap
1327,bekommen::V,,megkap
1328,erhalten::V,,kap
1329,erhalten::V,,megkap
1330,treten::V,,rúg
