,Concept_ID,ca,eu
850,einst::ADV,anteriorment,antzina
851,damals::ADV,llavōrs,orduan
852,damals::ADV,aleshores,orduan
853,danach::ADV,després,gerora
854,danach::ADV,després,ondoren
855,vorher::ADV,abāns,lehenago
856,zuerst::ADV,primer,aurrena
857,zuerst::ADV,primer,lehenbizi
858,einmal::ADV,una vegada,behin
859,einmal::ADV,una vegada,aldi bat
860,manchmal::ADV,de vegades,batzuetan
861,manchmal::ADV,de vegades,zenbaitetan
862,oft::ADV,sovint,maiz
863,oft::ADV,sovint,askotan
864,immer::ADV,sempre,beti
865,niemals::ADV,no ... mai,inoiz ez
866,niemals::ADV,no ... mai,sekula ez
867,hier::ADV,aquí,hemen
868,hierhin::ADV,per aquí,hona
869,von hier::ADV,des d'aquí,hemendik
870,von hier::ADV,des d'aquí,honetatik
871,dort::ADV,allí,han
872,dorthin::ADV,hi,hara
873,geradeaus::ADV,tot dret,artez
874,vorwärts::ADV,endavānt,aurrera
875,rückwärts::ADV,endarrera,atzera
876,rückwärts::ADV,endarrera,atzerantz
877,zurück::ADV,darrere,atzera
878,unten::ADV,a baix,behean
879,hinab::ADV,cap avall,behera
880,hinab::ADV,cap avall,beherantz
881,oben::ADV,dalt,goian
882,hinauf::ADV,cap amunt,gora
883,hinauf::ADV,cap amunt,gorantz
884,überall::ADV,pertot,edonon
885,überall::ADV,per tot arreu,edonon
886,nicht::ADV,no,ez
887,ein wenig::ADV,una mica,apur bat
888,ein wenig::ADV,una mica,pixka bat
889,kaum::ADV,a penes,ozta
890,kaum::ADV,a penes,nekez
891,sehr::ADV,molt,oso
892,so::ADV,així,hala
893,so::ADV,així,honela
894,noch::ADV,encara,oraindik
895,nur::ADV,només,bakarrik
896,schon::ADV,ja,ja
897,schon::ADV,ja,jada
898,wieder::ADV,de nou,berriro
899,vergebens::ADV,en va,alferrik
900,vor::PRP,davānt,aurrean
901,vor::PRP,enfront de,aurrean
902,hinter::PRP,darrera,ostean
903,hinter::PRP,darrera,gibelean
904,unter::PRP,sota,pean
905,unter::PRP,sota,azpian
906,durch::PRP,per,zehar
907,neben::PRP,al costāt de,ondoan
908,neben::PRP,al costāt de,aldamenean
909,zwischen::PRP,entre,artean
910,wegen::PRP,a causa de,-gatik
911,dies::PRN,aquest,hau
912,das::PRN,això,hura
913,alles::PRN,tot,dena
914,ich::PRN,jo,ni
915,du::PRN,tu,zu
916,er::PRN,ell,bera
917,wir::PRN,nosaltres,gu
918,ihr::PRN,vosaltres,zuek
919,sie::PRN,ells,berak
920,sie::PRN,elles,berak
921,was::FPRN,què,zer
922,wer::FPRN,qui,nor
923,wo::FADV,on,non
924,wohin::FADV,cap a on,nora
925,wie::FADV,com,nola
926,wie::FADV,com,zelan
927,warum::FADV,per què,zeren
928,warum::FADV,per què,zergatik
929,wieviel::FNUM,quant,zenbat
930,eins::NUM,u,bat
931,zwei::NUM,dos,bi
932,zwei::NUM,dos,biga
933,drei::NUM,tres,hiru
934,vier::NUM,quatre,lau
935,fünf::NUM,cinc,bost
936,sechs::NUM,sis,sei
937,sieben::NUM,set,zazpi
938,acht::NUM,vuit,zortzi
939,neun::NUM,nou,bederatzi
940,zehn::NUM,deu,hamar
941,elf::NUM,onze,hamaika
942,zwölf::NUM,dotze,hamabi
943,zwanzig::NUM,vint,hogei
944,dreißig::NUM,trenta,hogeita hamar
945,vierzig::NUM,quaranta,berrogei
946,fünfzig::NUM,cinquanta,berrogeita hamar
947,sechzig::NUM,seixanta,hirurogei
948,siebzig::NUM,setanta,hirurogeita hamar
949,achtzig::NUM,vuitanta,laurogei
950,neunzig::NUM,noranta,laurogeita hamar
951,hundert::NUM,cent,ehun
952,tausend::NUM,mil,mila
953,und::CNJ,i,eta
954,oder::CNJ,o,edo
955,stehen::V,estar de peu,zutik egon
956,sitzen::V,seure,eserita egon
957,liegen::V,jeure,etzan
958,hängen::V,penjar,eskegita egon
959,hängen::V,penjar,zintzilik egon
960,werden::V,fer-se,bihurtu
961,werden::V,fer-se,bilakatu
962,werden::V,posar-se,bihurtu
963,werden::V,posar-se,bilakatu
964,passieren::V,succeir,pasatu
965,passieren::V,succeir,gertatu
966,beginnen::V,iniciar-se,hasi
967,enden::V,acabar-se,bukatu
968,enden::V,terminar-se,bukatu
969,wechseln::V,canviar,aldatu
970,aufgehen[Sonne]::V,sortir,ilki
971,aufgehen[Sonne]::V,sortir,sortu
972,untergehen[Sonne]::V,posar-se,sartu
973,scheinen[Sonne]::V,brillar,eguzkia egon
974,donnern::V,tronar,trumoia jo
975,wehen::V,bufar,haizea ibili
976,strömen::V,afluir,zorrotadaka isuri
977,fließen::V,fluir,isuri
978,sich drehen::V,girar,biratu
979,schwanken::V,vacil·lar,zabuka ibili
980,schwingen::V,oscil·lar,kulunkatu
981,fallen::V,caure,erori
982,fallen::V,tombar,erori
983,brennen::V,cremar,sutan egon
984,rauchen::V,fumejar,kea bota
985,regnen::V,ploure,euria ari izan
986,gefrieren::V,gelar-se,izoztu
987,gefrieren::V,gelar-se,hormatu
988,tauen::V,fondre's,gesaldu
989,schmelzen::V,fondre's,urtu
990,trocknen::V,assecar-se,idortu
991,trocknen::V,assecar-se,lehortu
992,sieden::V,bullir,irakin
993,faulen::V,podrir-se,hirotu
994,faulen::V,podrir-se,usteldu
995,verfaulen::V,podrir-se,hirotu
996,verfaulen::V,podrir-se,usteldu
997,reißen::V,trencar-se,eten
998,reißen::V,trencar-se,tarrat egin
999,versinken::V,enfonsar-se,urperatu
1000,vergehen::V,passar,iragan
1001,erscheinen::V,aparèixer,agertu
1002,verschwinden::V,desaparèixer,desagertu
1003,sinken::V,baixar,beheititu
1004,sinken::V,descendir,beheititu
1005,abnehmen::V,decréixer,gutxitu
1006,abnehmen::V,decréixer,beheratu
1007,zunehmen::V,augmentar,gora egin
1008,steigen::V,pujar,igo
1009,wachsen::V,créixer,hazi
1010,glänzen::V,brillar,distiratu
1011,glänzen::V,resplendir,distiratu
1012,funkeln::V,espurnejar,izarniatu
1013,lärmen::V,fer soroll,zarata atera
1014,läuten::V,sonar,jo
1015,läuten::V,sonar,hots egin
1016,klingeln::V,trucar,txirrina jo
1017,klirren::V,dringar,tintin egin
1018,brausen::V,rugir,marru egin
1019,rauschen::V,murmurar,fir-fir egin
1020,klingen::V,sonar,soinu egin
1021,bellen::V,lladrar,zaunkatu
1022,heulen::V,udolar,ulu egin
1023,heulen::V,udolar,uhuri egin
1024,blasen::V,bufar,ufa egin
1025,blasen::V,bufar,putz egin
1026,pfeifen::V,xiular,txistu egin
1027,schreien::V,cridar,oihu egin
1028,schreien::V,cridar,garrasi egin
1029,stöhnen::V,gemegar,intziri egin
1030,zittern::V,tremolar,ikara egin
1031,zittern::V,tremolar,dar-dar egin
1032,leben::V,vīure,bizi izan
1033,geboren werden::V,néixer,jaio
1034,atmen::V,respirar,hats egin
1035,atmen::V,respirar,arnasa egin
1036,trinken::V,beure,edan
1037,essen::V,menjar,jan
1038,schlucken::V,empassar-se,irentsi
1039,müde werden::V,cansar-se,unatu
1040,müde werden::V,cansar-se,nekatu
1041,einschlafen::V,adormir-se,lokartu
1042,schlafen::V,dormir,lo egin
1043,aufwachen::V,despertar-se,esnatu
1044,aufwachen::V,despertar-se,atzarri
1045,aufstehen::V,llevar-se,jaiki
1046,sich erholen::V,descansar,atseden egin
1047,krank werden::V,posar-se malalt,gaixotu
1048,krank sein::V,estar malalt,eri izan
1049,krank sein::V,estar malalt,gaixo izan
1050,schmerzen::V,doldre,min egin
1051,husten::V,tossir,eztul egin
1052,genesen::V,recuperar-se,osatu
1053,sterben::V,morir,hil
1054,sterben::V,morir,zendu
1055,umkommen::V,perir,istripuz hil
1056,sich bewegen::V,moure's,higitu
1057,sich rühren::V,moure's,zirkin egin
1058,sich erheben::V,aixecar-se,zutitu
1059,sich erheben::V,aixecar-se,altxatu
1060,sich setzen::V,asseure's,eseri
1061,sich setzen::V,asseure's,jesarri
1062,hinfallen::V,caure's,erori
1063,laufen::V,caminar,ibili
1064,schreiten::V,procedir,oinkatu
1065,spazierengehen::V,passejar,paseatu
1066,spazierengehen::V,passejar,ostera bat egin
1067,eilen::V,anar corrent,lasterkatu
1068,sich beeilen::V,afanyar-se,lehiatu
1069,sausen::V,córrer,ziztu bizian joan
1070,rennen::V,córrer,lasterka egin
1071,springen::V,saltar,jauzi egin
1072,klettern::V,escalar,igo
1073,schaukeln::V,gronxar-se,zabu egin
1074,schaukeln::V,gronxar-se,zanbulu egin
1075,schaukeln::V,balancejar-se,zabu egin
1076,schaukeln::V,balancejar-se,zanbulu egin
1077,kriechen::V,reptar,narras egin
1078,kriechen::V,arrossegar-se,narras egin
1079,schwimmen::V,nadar,igerikatu
1080,schwimmen::V,nadar,igeri egin
1081,tauchen::V,bussejar,murgildu
1082,tauchen::V,bussejar,pulunpatu
1083,tauchen::V,submergir-se,murgildu
1084,tauchen::V,submergir-se,pulunpatu
1085,rudern::V,remar,bogatu
1086,rudern::V,remar,arraun egin
1087,fahren::V,anar,joan
1088,fliegen::V,volar,hegaldatu
1089,fliegen::V,volar,hegan egin
1090,gehen::V,caminar,joan
1091,weggehen::V,anar-se'n,alde egin
1092,abfahren::V,partir,abiatu
1093,anhalten::V,aturar-se,geratu
1094,anhalten::V,aturar-se,gelditu
1095,hineingehen::V,entrar,sartu
1096,eintreten::V,entrar,sartu
1097,kommen::V,venir,etorri
1098,ankommen::V,arribar,heldu
1099,ankommen::V,arribar,iritsi
1100,zurückkommen::V,tornar,itzuli
1101,bleiben::V,quedar-se,gelditu
1102,warten::V,esperar,itxaron
1103,warten::V,esperar,zain egon
1104,erwarten::V,esperar,iguriki
1105,suchen::V,buscar,bilatu
1106,finden::V,trobar,idoro
1107,finden::V,trobar,aurkitu
1108,versuchen::V,intentar,saiatu
1109,versuchen::V,intentar,ahalegindu
1110,vorbereiten::V,preparar,gertatu
1111,lieben::V,estimar,maitatu
1112,lieben::V,estimar,maite izan
1113,mögen::V,agradar a,laket izan
1114,mögen::V,agradar a,atsegin izan
1115,lachen::V,riure,irri egin
1116,lachen::V,riure,barre egin
1117,rühren::V,commoure,hunkitu
1118,rühren::V,emocionar,hunkitu
1119,weinen::V,plorar,negar egin
1120,schimpfen::V,renyar,erneguka ari izan
1121,sich ärgern::V,enfadar-se,ernegatu
1122,sich ärgern::V,enfadar-se,haserretu
1123,sich fürchten::V,tenir por,beldur izan
1124,fürchten::V,témer,beldur izan
1125,fliehen::V,fugir,ihes egin
1126,flüchten::V,refugiar-se,ihes egin
1127,sehen::V,veure,ikusi
1128,anschauen::V,mirar,begietsi
1129,ansehen::V,mirar,begiratu
1130,hören::V,oir,aditu
1131,zuhören::V,escoltar,entzun
1132,probieren::V,provar,dastatu
1133,riechen::V,olorar,usnatu
1134,riechen::V,olorar,usaindu
1135,fühlen::V,sentīr,sentitu
1136,scheinen::V,semblar,iruditu
1137,scheinen::V,semblar,begitandu
1138,zu sehen sein::V,poder-se veure,azaldu
1139,vernehmen::V,percebre,aditu
1140,frieren::V,tenir fred,hotz izan
1141,tun::V,fer,egin
1142,können::V,poder,ahal izan
1143,wollen::V,voler,nahi izan
1144,anfangen::V,iniciar,hasi
1145,beenden::V,acabar,bukatu
1146,aufhören::V,deixar,utzi
1147,gelingen::V,sortir bé,lortu
1148,geraten::V,sortir,heldu
1149,öffnen::V,obrir,ireki
1150,öffnen::V,obrir,zabaldu
1151,schließen::V,tancar,itxi
1152,stellen::V,posar,ipini
1153,stellen::V,col·locar,ipini
1154,setzen::V,assentar,jesarri
1155,legen::V,posar,jarri
1156,berühren::V,tocar,ukitu
1157,verbinden::V,unir,uztartu
1158,verbinden::V,connectar,uztartu
1159,bedecken::V,tapar,estali
1160,bedecken::V,cobrir,estali
1161,aufhängen::V,penjar,eseki
1162,aufhängen::V,penjar,eskegi
1163,anzünden::V,encendre,piztu
1164,aufheben::V,aixecar,jaso
1165,zurücklassen::V,deixar,atzean utzi
1166,verlieren::V,pērdre,galdu
1167,fallen lassen::V,deixar caure,erortzen utzi
1168,machen::V,fer,egin
1169,herstellen::V,producir,ekoiztu
1170,bauen::V,construir,eraiki
1171,reparieren::V,reparar,konpondu
1172,verbessern::V,millorar,hobetu
1173,ändern::V,canviar,mudatu
1174,graben::V,cavar,aitzurtu
1175,beugen::V,doblegar,makurtu
1176,biegen::V,corbar,malgutu
1177,biegen::V,corbar,makolatu
1178,biegen::V,arquejar,malgutu
1179,biegen::V,arquejar,makolatu
1180,drehen::V,girar,jiratu
1181,wenden::V,girar,bihurtu
1182,umdrehen::V,voltar,biratu
1183,umdrehen::V,voltar,alderantzikatu
1184,heben::V,pujar,jaso
1185,heben::V,pujar,goratu
1186,heben::V,aixecar,jaso
1187,heben::V,aixecar,goratu
1188,hochheben::V,aixecar,goratu
1189,hochheben::V,aixecar,altxatu
1190,ergreifen::V,agafar,oratu
1191,halten::V,mantenir,eutsi
1192,drücken::V,prémer,sakatu
1193,drücken::V,estrènyer,sakatu
1194,schieben::V,empènyer,bultzatu
1195,kratzen::V,raspar,hatz egin
1196,kratzen::V,raspar,hazka egin
1197,lecken::V,llepar,miaztu
1198,lecken::V,llepar,lamikatu
1199,beißen::V,mossegar,hozka egin
1200,beißen::V,mossegar,ausiki egin
1201,abreißen::V,arrencar,kendu
1202,abschneiden::V,tallar,moztu
1203,abschneiden::V,tallar,pikatu
1204,binden::V,lligar,lotu
1205,binden::V,lligar,estekatu
1206,stecken::V,ficar,sartu
1207,brechen::V,trencar,apurtu
1208,klopfen::V,trucar,jo
1209,hauen::V,picar,jo
1210,hauen::V,colpejar,jo
1211,kleben::V,enganxar,itsatsi
1212,reiben::V,fregar,igurtzi
1213,streichen::V,untar,igurtzi
1214,schleifen::V,afilar,zorroztu
1215,schleifen::V,esmolar,zorroztu
1216,schneiden::V,tallar,moztu
1217,rütteln::V,sacsejar,astindu
1218,rütteln::V,sacsejar,inarrosi
1219,schütteln::V,agitar,astindu
1220,schütteln::V,agitar,inarrosi
1221,schütteln::V,sacsejar,astindu
1222,schütteln::V,sacsejar,inarrosi
1223,schwenken::V,agitar,zabukatu
1224,schütten::V,abocar,isuri
1225,füllen::V,omplir,bete
1226,einwickeln::V,embolicar,bildu
1227,tragen::V,dur,eroan
1228,tragen::V,dur,eraman
1229,tragen::V,portar,eroan
1230,tragen::V,portar,eraman
1231,schleppen::V,arrossegar,narrastu
1232,schleppen::V,arrossegar,herrestatu
1233,ziehen::V,tirar,tira egin
1234,ziehen::V,estirar,tira egin
1235,aufbewahren::V,conservar,gorde
1236,werfen::V,llançar,jaurti
1237,werfen::V,llançar,aurtiki
1238,fangen::V,agafar,atzeman
1239,fangen::V,atrapar,atzeman
1240,packen::V,engrapar,heldu
1241,verstecken::V,amagar,ostendu
1242,verstecken::V,amagar,ezkutatu
1243,teilen::V,dividir,zatitu
1244,schicken::V,enviar,bidali
1245,bringen::V,portar,ekarri
1246,hinzufügen::V,afegir,eratxiki
1247,hinzufügen::V,afegir,gaineratu
1248,bekommen::V,obtenir,jaso
1249,erhalten::V,rebre,jaso
1250,nehmen::V,prendre,hartu
1251,wählen::V,triar,hautatu
1252,wählen::V,triar,aukeratu
1253,wählen::V,elegir,hautatu
1254,wählen::V,elegir,aukeratu
1255,auswählen::V,escollir,hautatu
1256,auswählen::V,escollir,aukeratu
1257,auswählen::V,seleccionar,hautatu
1258,auswählen::V,seleccionar,aukeratu
1259,bewahren::V,conservar,begiratu
1260,behindern::V,impedir,oztopatu
1261,behindern::V,obstaculitzar,oztopatu
1262,verderben::V,espatllar,hondatu
1263,beschädigen::V,danyar,akastu
1264,beschädigen::V,destrossar,akastu
1265,zerbrechen::V,trencar,apurtu
1266,zerreißen::V,estripar,zarratatu
1267,zerstören::V,destruir,suntsitu
1268,verbrennen::V,cremar,erre
1269,verbrennen::V,cremar,kiskali
1270,geben::V,donar,eman
1271,reichen::V,passar,luzatu
1272,reichen::V,passar,helarazi
1273,schenken::V,regalar,oparitu
1274,versprechen::V,prometre,agindu
1275,wünschen::V,desitjar,opatu
1276,wünschen::V,desitjar,opetsi
1277,loben::V,elogiar,laudatu
1278,loben::V,elogiar,goraipatu
1279,küssen::V,fer un petó a,musu eman
1280,wiegen::V,bressolar,kulunkatu
1281,zudecken::V,tapar,estali
1282,zudecken::V,cobrir,estali
1283,wecken::V,despertar,esnatu
1284,wecken::V,despertar,iratzartu
1285,zeigen::V,mostrar,erakutsi
1286,zeigen::V,ensenyar,erakutsi
1287,führen::V,guiar,gidatu
1288,führen::V,conduir,gidatu
1289,lehren::V,ensenyar,irakatsi
1290,unterrichten::V,ensenyar,eskolak eman
1291,aufziehen::V,criar,hazi
1292,leiten::V,dirigir,arteztu
1293,antreiben::V,impel·lir,bulkatu
1294,lassen::V,fer,-arazi
1295,einladen::V,invitar,gonbidatu
1296,einladen::V,convidar,gonbidatu
1297,vereinigen::V,unir,batu
1298,vereinigen::V,unir,bateratu
1299,besuchen::V,visitar,ikustatu
1300,besuchen::V,anar a veure,ikustatu
1301,treffen::V,trobar,topatu
1302,sich versammeln::V,reunir-se,bildu
1303,spielen::V,jugar,jolastu
1304,singen::V,cantār,abestu
1305,singen::V,cantār,kantatu
1306,tanzen::V,ballar,dantzatu
1307,tanzen::V,ballar,dantzan egin
1308,sich trennen::V,separar-se,banandu
1309,verlassen::V,deixar,utzietsi
1310,verlassen::V,abandonar,utzietsi
1311,retten::V,salvar,salbatu
1312,retten::V,salvar,gaizkatu
1313,bewachen::V,vigilar,jagon
1314,bewachen::V,vigilar,zaindu
1315,schützen::V,protegir,babestu
1316,schützen::V,protegir,gerizatu
1317,verteidigen::V,defensar,aldeztu
1318,sich schlagen::V,barallar-se,elkar jo
1319,sich schlagen::V,barallar-se,elkar borrokatu
1320,schießen::V,tirar,tiro egin
1321,schießen::V,disparar,tiro egin
1322,siegen::V,vèncer,irabazi
1323,ärgern::V,enfadar,ernegatu
1324,ärgern::V,enfadar,haserretu
1325,schlagen::V,pegar,jo
1326,schlagen::V,pegar,erauntsi
1327,schlagen::V,colpejar,jo
1328,schlagen::V,colpejar,erauntsi
1329,treten::V,donar un cop de peu a,zapaldu
1330,treten::V,donar un cop de peu a,ostiaktu
1331,stechen::V,punxar,sastatu
1332,stechen::V,apunyalar,sastatu
1333,stoßen::V,empènyer,bultzatu
1334,stehlen::V,robar,ostu
1335,stehlen::V,robar,lapurtu
1336,stören::V,molestar,galarazi
1337,belästigen::V,importunar,gohaindu
1338,belästigen::V,importunar,alamena eman
1339,verbergen::V,amagar,ezkutatu
1340,verbergen::V,ocultar,ezkutatu
1341,täuschen::V,enganyar,tronpatu
1342,täuschen::V,enganyar,engainatu
1343,betrügen::V,estafar,iruzurtu
1344,töten::V,matar,hil
1345,töten::V,matar,heriotza eman
1346,wohnen::V,vīure,bizi izan
1347,wohnen::V,habitar,bizi izan
1348,arbeiten::V,treballar,lan egin
1349,arbeiten::V,treballar,behar egin
1350,sammeln::V,col·leccionar,bildu
1351,sammeln::V,col·leccionar,bildumatu
1352,pflücken::V,collir,batu
1353,pflücken::V,collir,bildu
1354,jagen::V,caçar,ehizatu
1355,fischen::V,pescar,arrantzatu
1356,fischen::V,pescar,arrantza egin
1357,fassen::V,atrapar,harrapatu
1358,hüten::V,pasturar,begiratu
1359,treiben::V,arriar,bultza egin
1360,anbinden::V,lligar,estekatu
1361,füttern::V,donar menjar a,bazkatu
1362,melken::V,munyir,jetzi
1363,hacken::V,picar,xehatu
1364,hacken::V,tallar,xehatu
1365,gießen::V,regar,isuri
1366,reifen::V,madurar,heldu
1367,reifen::V,madurar,zoritu
1368,zubereiten::V,preparar,prestatu
1369,kochen::V,coure,egosi
1370,backen::V,coure al forn,labean egin
1371,braten::V,rostir,erregosi
1372,umrühren::V,remenar,eragin
1373,stricken::V,tricotar,trikotatu
1374,stricken::V,tricotar,puntu egin
1375,stricken::V,fer punt de mitja,trikotatu
1376,stricken::V,fer punt de mitja,puntu egin
1377,nähen::V,cosir,josi
1378,färben::V,tenyir,tindatu
1379,reinigen::V,netejar,ikuzi
1380,reinigen::V,netejar,garbitu
1381,waschen::V,rentār,xahutu
1382,waschen::V,rentār,garbitu
1383,abwischen::V,eixugar,xukatu
1384,spülen::V,esbandir,irakutzi
1385,fegen::V,escombrar,erraztatu
1386,kehren::V,escombrar,isastu
1387,baden::V,banyar-se,bainatu
1388,baden::V,banyar-se,bainua hartu
1389,sich waschen::V,rentār-se,burua garbitu
1390,ausziehen::V,treure's,erantzi
1391,anziehen::V,posar-se,jantzi
1392,sich anziehen::V,vestir-se,jantzi
1393,kämmen::V,pentinar,orraztu
1394,schmücken::V,adornar,apaindu
1395,sagen::V,dir,esan
1396,sprechen::V,parlar,mintzatu
1397,sprechen::V,parlar,hitz egin
1398,reden::V,parlar,hitz egin
1399,sich unterhalten::V,conversar,solastu
1400,sich unterhalten::V,conversar,solas egin
1401,fragen::V,preguntar,galdetu
1402,bitten::V,demanar,eskatu
1403,bitten::V,demanar,galdegin
1404,erzählen::V,contar,edestu
1405,erzählen::V,contar,kontatu
1406,erzählen::V,explicar,edestu
1407,erzählen::V,explicar,kontatu
1408,mitteilen::V,comunicar,jakinarazi
1409,nennen::V,nomenar,izena eman
1410,rufen::V,cridar,dei egin
1411,prahlen::V,lloar-se,harrokerian ibili
1412,prahlen::V,lloar-se,ahoberokeriak esan
1413,prahlen::V,jactar-se,harrokerian ibili
1414,prahlen::V,jactar-se,ahoberokeriak esan
1415,übersetzen::V,traduir,itzuli
1416,denken::V,pensar,pentsatu
1417,denken::V,pensar,gogoeta egin
1418,glauben::V,creure,sinetsi
1419,bemerken::V,notar,ohartu
1420,bemerken::V,notar,konturatu
1421,erkennen::V,reconèixer,ezagutu
1422,erkennen::V,reconèixer,antzeman
1423,begreifen::V,comprendre,ulertu
1424,verstehen::V,entendre,aditu
1425,lernen::V,aprendre,ikasi
1426,wissen::V,saber,jakin
1427,sich erinnern an::V,recordar,gogoratu
1428,sich erinnern an::V,recordar,gogoan izan
1429,vergessen::V,oblidar,ahaztu
1430,vergessen::V,oblidar,ahantzi
1431,messen::V,mesurar,neurtu
1432,zählen::V,comptar,zenbatu
1433,zählen::V,comptar,kopuratu
1434,rechnen::V,calcular,kalkulatu
1435,lesen::V,llegir,irakurri
1436,malen::V,pintar,margotu
1437,zeichnen::V,dibuixar,marraztu
1438,schreiben::V,escrīure,idatzi
1439,besitzen::V,posseir,ukan
1440,besitzen::V,posseir,eduki
1441,kaufen::V,comprar,erosi
1442,verkaufen::V,vendre,saldu
1443,bezahlen::V,pagar,ordaindu
1444,zahlen::V,pagar per,ordaindu
1445,beherrschen::V,dominar,menpean izan
1446,ertragen::V,aguantar,jasan
1447,ertragen::V,aguantar,pairatu
