,Concept_ID,es,pl
831,das::PRN,eso,to
832,das::PRN,esto,to
833,alles::PRN,todo,wszystko
834,ich::PRN,yo,ja
835,du::PRN,tú,ty
836,er::PRN,él,on
837,wir::PRN,nosotros,my
838,ihr::PRN,vosotros,wy
839,sie::PRN,ellos,oni
840,was::FPRN,qué,co
841,wer::FPRN,quién,kto
842,wo::FADV,dónde,gdzie
843,wohin::FADV,adónde,dokąd
844,wohin::FADV,hacia dónde,dokąd
845,wie::FADV,cómo,jak
846,warum::FADV,por qué,dlaczego
847,wieviel::FNUM,cuánto,ile
848,eins::NUM,uno,jeden
849,zwei::NUM,dos,dwa
850,drei::NUM,tres,trzy
851,vier::NUM,cuatro,cztery
852,fünf::NUM,cinco,pięć
853,sechs::NUM,seis,sześć
854,sieben::NUM,siete,siedem
855,acht::NUM,ocho,osiem
856,neun::NUM,nueve,dziewięć
857,zehn::NUM,diez,dziesięć
858,elf::NUM,once,jedenaście
859,zwölf::NUM,doce,dwanaście
860,zwanzig::NUM,veinte,dwadzieścia
861,dreißig::NUM,treinta,trzydzieści
862,vierzig::NUM,cuarenta,czterdzieści
863,fünfzig::NUM,cincuenta,pięćdziesiąt
864,sechzig::NUM,sesenta,sześćdziesiąt
865,siebzig::NUM,setenta,siedemdziesiąt
866,achtzig::NUM,ochenta,osiemdziesiąt
867,neunzig::NUM,noventa,dziewięćdziesiąt
868,hundert::NUM,cien,sto
869,hundert::NUM,ciento,sto
870,tausend::NUM,mil,tysiąc
871,und::CNJ,y,i
872,oder::CNJ,o,lub
873,oder::CNJ,o,albo
874,stehen::V,estar de pie,stać
875,sitzen::V,estar sentado,siedzieć
876,liegen::V,yacer,leżeć
877,liegen::V,estar acostado,leżeć
878,hängen::V,pender,wisieć
879,werden::V,hacerse,zostać
880,werden::V,hacerse,stać się
881,passieren::V,suceder,dziać się
882,passieren::V,suceder,zdarzyć się
883,beginnen::V,iniciarse,zacząć się
884,beginnen::V,principiar,zacząć się
885,enden::V,acabar,kończyć się
886,enden::V,terminar,kończyć się
887,wechseln::V,variar,zmienić się
888,wechseln::V,alternar,zmienić się
889,aufgehen[Sonne]::V,salir,wzejść
890,untergehen[Sonne]::V,ponerse,zajść
891,untergehen[Sonne]::V,descender,zajść
892,scheinen[Sonne]::V,brillar,świecić
893,donnern::V,tronar,grzmieć
894,wehen::V,soplar,wiać
895,strömen::V,afluir,płynąć
896,strömen::V,afluir,lać się
897,fließen::V,fluir,ciec
898,fließen::V,fluir,płynąć
899,fließen::V,correr,ciec
900,fließen::V,correr,płynąć
901,sich drehen::V,girar,obracać się
902,schwanken::V,vacilar,chwiać się
903,schwingen::V,oscilar,wahać się
904,fallen::V,caer,padać
905,brennen::V,arder,palić się
906,brennen::V,quemar,palić się
907,rauchen::V,humear,dymić
908,rauchen::V,humear,dymić się
909,rauchen::V,echar humo,dymić
910,rauchen::V,echar humo,dymić się
911,regnen::V,llover,padać
912,gefrieren::V,helarse,zamarznąć
913,tauen::V,deshelarse,tajać
914,schmelzen::V,fundirse,topnieć
915,schmelzen::V,derretirse,topnieć
916,trocknen::V,secarse,schnąć
917,sieden::V,hervir,wrzeć
918,sieden::V,hervir,kipieć
919,faulen::V,pudrirse,gnić
920,verfaulen::V,pudrirse,zgnić
921,reißen::V,romperse,urywać się
922,versinken::V,hundirse,tonąć
923,vergehen::V,pasar,przechodzić
924,erscheinen::V,aparecer,zjawiać się
925,verschwinden::V,desaparecer,zniknąć
926,sinken::V,bajar,spadać
927,abnehmen::V,decrecer,spadać
928,abnehmen::V,disminuir,spadać
929,zunehmen::V,crecer,wzrosnąć
930,zunehmen::V,aumentar,wzrosnąć
931,steigen::V,subir,wzrastać
932,steigen::V,ascender,wzrastać
933,wachsen::V,crecer,rosnąć
934,glänzen::V,brillar,błyszczeć
935,glänzen::V,resplandecer,błyszczeć
936,funkeln::V,chispear,zabłyszczeć
937,lärmen::V,hacer ruido,hałasować
938,läuten::V,sonar,dzwonić
939,läuten::V,repicar,dzwonić
940,klingeln::V,tocar el timbre,dzwonić
941,klirren::V,tintinear,brzęczeć
942,brausen::V,zumbar,huczeć
943,rauschen::V,murmurar,szumieć
944,rauschen::V,murmurar,szeleścić
945,klingen::V,sonar,brzmieć
946,klingen::V,sonar,dźwięczeć
947,bellen::V,ladrar,szczekać
948,heulen::V,ulular,wyć
949,blasen::V,soplar,dmuchnąć
950,pfeifen::V,silbar,gwizdać
951,schreien::V,gritar,krzyczeć
952,stöhnen::V,gemir,stękać
953,zittern::V,temblar,drżeć
954,leben::V,vivir,żyć
955,geboren werden::V,nacer,urodzić się
956,atmen::V,respirar,oddychać
957,trinken::V,beber,pić
958,essen::V,comer,jeść
959,schlucken::V,tragar,połknąć
960,müde werden::V,cansarse,zmęczyć się
961,müde werden::V,fatigarse,zmęczyć się
962,einschlafen::V,dormirse,zasnąć
963,schlafen::V,dormir,spać
964,aufwachen::V,despertarse,obudzić się
965,aufstehen::V,levantarse,wstać
966,sich erholen::V,reposar,wypoczywać
967,sich erholen::V,descansar,wypoczywać
968,krank werden::V,caer enfermo,zachorować
969,krank sein::V,estar enfermo,chorować
970,schmerzen::V,doler,boleć
971,husten::V,toser,kaszlać
972,genesen::V,convalecer,wyzdrowieć
973,genesen::V,restablecerse,wyzdrowieć
974,sterben::V,morir,umrzeć
975,umkommen::V,perecer,zginąć
976,sich bewegen::V,moverse,poruszać się
977,sich rühren::V,rebullir,ruszyć się
978,sich erheben::V,levantarse,podnieść się
979,sich setzen::V,sentarse,usiąść
980,hinfallen::V,caerse,upaść
981,laufen::V,andar,chodzić
982,schreiten::V,proceder,kroczyć
983,spazierengehen::V,pasear,iść na spacer
984,spazierengehen::V,pasearse,iść na spacer
985,eilen::V,correr prisa,pospieszać
986,sich beeilen::V,darse prisa,pospieszyć się
987,sausen::V,correr,pędzić
988,rennen::V,correr,biec
989,rennen::V,correr,biegać
990,springen::V,saltar,skakać
991,klettern::V,trepar,wspinać się
992,klettern::V,escalar,wspinać się
993,schaukeln::V,bambolearse,huśtać
994,schaukeln::V,bambolearse,kołysać
995,kriechen::V,reptar,pełzać
996,kriechen::V,reptar,czołgać się
997,kriechen::V,arrastrarse,pełzać
998,kriechen::V,arrastrarse,czołgać się
999,schwimmen::V,nadar,pływać
1000,tauchen::V,bucear,zanurzać się
1001,tauchen::V,sumergirse,zanurzać się
1002,rudern::V,remar,wiosłować
1003,fahren::V,ir,jechać
1004,fliegen::V,volar,latać
1005,fliegen::V,volar,lecieć
1006,gehen::V,ir,iść
1007,gehen::V,andar,iść
1008,weggehen::V,irse,odejść
1009,weggehen::V,marcharse,odejść
1010,abfahren::V,salir,odjechać
1011,abfahren::V,partir,odjechać
1012,anhalten::V,parar,zatrzymać się
1013,anhalten::V,pararse,zatrzymać się
1014,hineingehen::V,entrar,wchodzić
1015,eintreten::V,entrar,wejść
1016,eintreten::V,entrar,nastąpić
1017,kommen::V,venir,przyjść
1018,ankommen::V,llegar,przybyć
1019,zurückkommen::V,volver,wrócić
1020,zurückkommen::V,regresar,wrócić
1021,bleiben::V,quedarse,zostać
1022,warten::V,esperar,czekać
1023,erwarten::V,esperar,oczekiwać
1024,suchen::V,buscar,szukać
1025,finden::V,hallar,znaleźć
1026,finden::V,encontrar,znaleźć
1027,versuchen::V,intentar,próbować
1028,vorbereiten::V,preparar,przygotować
1029,lieben::V,amar,kochać
1030,lieben::V,querer,kochać
1031,mögen::V,querer,lubić
1032,lachen::V,reír,śmiać się
1033,rühren::V,conmover,wzruszyć
1034,weinen::V,llorar,płakać
1035,schimpfen::V,regañar,kląć
1036,sich ärgern::V,enfadarse,gniewać się
1037,sich fürchten::V,tener miedo,bać się
1038,fürchten::V,temer,bać się
1039,fürchten::V,tener miedo a,bać się
1040,fliehen::V,huir,uciekać
1041,flüchten::V,escaparse,uciec
1042,sehen::V,ver,widzieć
1043,sehen::V,ver,zobaczyć
1044,anschauen::V,mirar,oglądać
1045,ansehen::V,mirar,popatrzeć na
1046,hören::V,oír,słyszeć
1047,zuhören::V,escuchar,słuchać
1048,probieren::V,probar,kosztować
1049,probieren::V,degustar,kosztować
1050,riechen::V,oler,wąchać
1051,fühlen::V,sentir,czuć
1052,fühlen::V,sentir,odczuwać
1053,scheinen::V,parecer,wydawać się
1054,zu sehen sein::V,poder verse,widnieć
1055,vernehmen::V,oír,usłyszeć
1056,vernehmen::V,percibir,usłyszeć
1057,frieren::V,tener frío,marznąć
1058,tun::V,hacer,czynić
1059,können::V,poder,móc
1060,können::V,poder,umieć
1061,wollen::V,querer,chcieć
1062,anfangen::V,iniciar,zacząć
1063,beenden::V,acabar,zakończyć
1064,beenden::V,terminar,zakończyć
1065,aufhören::V,cesar,przestać
1066,gelingen::V,salir bien,udać się
1067,geraten::V,salir,udać się
1068,geraten::V,dar resultado,udać się
1069,öffnen::V,abrir,otworzyć
1070,schließen::V,cerrar,zamknąć
1071,stellen::V,poner,postawić
1072,stellen::V,colocar,postawić
1073,setzen::V,poner,posadzić
1074,setzen::V,colocar,posadzić
1075,legen::V,poner,kłaść
1076,berühren::V,tocar,dotykać
1077,verbinden::V,unir,łączyć
1078,verbinden::V,juntar,łączyć
1079,bedecken::V,tapar,przykryć
1080,bedecken::V,cubrir,przykryć
1081,aufhängen::V,colgar,powiesić
1082,anzünden::V,encender,zapalić
1083,aufheben::V,recoger,podnieść
1084,zurücklassen::V,dejar,zostawić
1085,verlieren::V,perder,zgubić
1086,fallen lassen::V,dejar caer,upuścić
1087,machen::V,hacer,zrobić
1088,herstellen::V,fabricar,wytworzyć
1089,bauen::V,construir,budować
1090,reparieren::V,reparar,naprawiać
1091,verbessern::V,mejorar,ulepszyć
1092,ändern::V,mudar,zmienić
1093,ändern::V,modificar,zmienić
1094,graben::V,cavar,kopać
1095,beugen::V,doblar,zagiąć
1096,beugen::V,inclinar,zagiąć
1097,biegen::V,doblar,zgiąć
1098,drehen::V,volver,obracać
1099,drehen::V,hacer girar,obracać
1100,wenden::V,volver,obrocić
1101,umdrehen::V,revolver,obrocić
1102,heben::V,levantar,podnosić
1103,hochheben::V,alzar,podnieść
1104,ergreifen::V,coger,chwycić
1105,halten::V,tener,trzymać
1106,drücken::V,apretar,naciskać
1107,schieben::V,empujar,pchać
1108,schieben::V,empujar,posuwać
1109,kratzen::V,rascar,drapać
1110,lecken::V,lamer,lizać
1111,beißen::V,morder,kąsać
1112,abreißen::V,arrancar,oderwać
1113,abschneiden::V,cortar,odciąć
1114,binden::V,atar,wiązać
1115,stecken::V,meter,wetknąć
1116,brechen::V,romper,złamać
1117,brechen::V,quebrar,złamać
1118,klopfen::V,golpear,pukać
1119,klopfen::V,golpear,stukać
1120,hauen::V,pegar,bić
1121,kleben::V,pegar,kleić
1122,kleben::V,encolar,kleić
1123,reiben::V,frotar,trzeć
1124,streichen::V,untar,smarować
1125,streichen::V,recubrir,smarować
1126,schleifen::V,afilar,ostrzyć
1127,schneiden::V,cortar,ciąć
1128,schneiden::V,cortar,krajać
1129,rütteln::V,agitar,trząść
1130,schütteln::V,agitar,trząść
1131,schütteln::V,sacudir,trząść
1132,schwenken::V,menear,machać
1133,schütten::V,verter,nasypać
1134,füllen::V,llenar,napełnić
1135,einwickeln::V,envolver,zawinąć
1136,tragen::V,llevar,nieść
1137,schleppen::V,arrastrar,wlec
1138,ziehen::V,tirar,ciągnąć
1139,aufbewahren::V,conservar,przechowywać
1140,werfen::V,echar,rzucać
1141,werfen::V,lanzar,rzucać
1142,fangen::V,coger,łowić
1143,packen::V,agarrar,chwycić
1144,verstecken::V,esconder,ukryć
1145,verstecken::V,esconder,schować
1146,teilen::V,partir,podzielić
1147,teilen::V,dividir,podzielić
1148,schicken::V,enviar,posyłać
1149,bringen::V,traer,przynieść
1150,hinzufügen::V,añadir,dodać
1151,bekommen::V,obtener,dostać
1152,bekommen::V,conseguir,dostać
1153,erhalten::V,recibir,otrzymać
1154,nehmen::V,tomar,wziąć
1155,wählen::V,elegir,wybrać
1156,auswählen::V,escoger,wybrać
1157,auswählen::V,seleccionar,wybrać
1158,bewahren::V,guardar,zachować
1159,bewahren::V,preservar,zachować
1160,behindern::V,estorbar,utrudnić
1161,behindern::V,estorbar,przeszkadzać
1162,behindern::V,obstaculizar,utrudnić
1163,behindern::V,obstaculizar,przeszkadzać
1164,verderben::V,estropear,zepsuć
1165,beschädigen::V,deteriorar,uszkodzić
1166,zerbrechen::V,romper,złamać
1167,zerbrechen::V,quebrar,złamać
1168,zerreißen::V,desgarrar,drzeć
1169,zerreißen::V,desgarrar,rozdzierać
1170,zerreißen::V,despedazar,drzeć
1171,zerreißen::V,despedazar,rozdzierać
1172,zerstören::V,destruir,zniszczyć
1173,zerstören::V,destrozar,zniszczyć
1174,verbrennen::V,quemar,spalić
1175,geben::V,dar,dać
1176,reichen::V,pasar,podać
1177,schenken::V,regalar,darować
1178,versprechen::V,prometer,obiecać
1179,wünschen::V,desear,życzyć
1180,loben::V,alabar,chwalić
1181,küssen::V,besar,całować
1182,wiegen::V,mecer,kołysać
1183,zudecken::V,tapar,przykryć
1184,zudecken::V,cubrir,przykryć
1185,wecken::V,despertar,zbudzić
1186,zeigen::V,mostrar,pokazać
1187,führen::V,guiar,wieść
1188,führen::V,guiar,prowadzić
1189,führen::V,conducir,wieść
1190,führen::V,conducir,prowadzić
1191,lehren::V,enseñar,uczyć
1192,lehren::V,instruir,uczyć
1193,unterrichten::V,enseñar,nauczać
1194,aufziehen::V,criar,wychować
1195,leiten::V,guiar,kierować
1196,leiten::V,dirigir,kierować
1197,antreiben::V,impeler,popędzić
1198,antreiben::V,impulsar,popędzić
1199,lassen::V,hacer,zostawić
1200,einladen::V,invitar,zaprosić
1201,vereinigen::V,unir,zjednoczyć
1202,besuchen::V,visitar,odwiedzić
1203,besuchen::V,ir a ver,odwiedzić
1204,treffen::V,encontrar,trafić
1205,treffen::V,encontrar,spotkać
1206,sich versammeln::V,reunirse,zebrać się
1207,sich versammeln::V,reunirse,zgromadzić się
1208,sich versammeln::V,congregarse,zebrać się
1209,sich versammeln::V,congregarse,zgromadzić się
1210,spielen::V,jugar,grać
1211,spielen::V,jugar,bawić się
1212,singen::V,cantar,śpiewać
1213,tanzen::V,bailar,pląsać
1214,tanzen::V,bailar,tańczyć
1215,sich trennen::V,separarse,rozstać się
1216,verlassen::V,dejar,opuścić
1217,verlassen::V,abandonar,opuścić
1218,retten::V,salvar,ocalić
1219,retten::V,salvar,uratować
1220,bewachen::V,vigilar,pilnować
1221,schützen::V,proteger,ochronić
1222,verteidigen::V,defender,bronić
1223,sich schlagen::V,batirse,pobić się
1224,schießen::V,tirar,strzelać
1225,schießen::V,disparar,strzelać
1226,siegen::V,vencer,zwycziężyć
1227,ärgern::V,enojar,gniewać
1228,ärgern::V,enfadar,gniewać
1229,schlagen::V,pegar,bić
1230,schlagen::V,pegar,uderzyć
1231,schlagen::V,golpear,bić
1232,schlagen::V,golpear,uderzyć
1233,treten::V,dar una patada a,kopnąć
1234,stechen::V,pinchar,ukłuć
1235,stoßen::V,empujar,popchnąć
1236,stehlen::V,robar,ukraść
1237,stehlen::V,hurtar,ukraść
1238,stören::V,molestar,zakłócić
1239,stören::V,molestar,przeszkodzić
1240,belästigen::V,molestar,dokuczać
1241,belästigen::V,importunar,dokuczać
1242,verbergen::V,ocultar,ukryć
1243,verbergen::V,esconder,ukryć
1244,täuschen::V,engañar,łudzić
1245,betrügen::V,engañar,oszukać
1246,töten::V,matar,zabić
1247,wohnen::V,vivir,mieszkać
1248,wohnen::V,habitar,mieszkać
1249,arbeiten::V,trabajar,pracować
1250,sammeln::V,recoger,zebrać
1251,sammeln::V,coleccionar,zebrać
1252,pflücken::V,coger,zerwać
1253,jagen::V,cazar,polować
1254,fischen::V,pescar,łowić ryby
1255,fassen::V,atrapar,złapać
1256,fassen::V,capturar,złapać
1257,hüten::V,guardar,paść
1258,treiben::V,aballar,pędzić
1259,anbinden::V,atar,przywiązać
1260,füttern::V,echar de comer,karmić
1261,melken::V,ordeñar,doić
1262,hacken::V,picar,rąbać
1263,hacken::V,cortar,rąbać
1264,gießen::V,regar,lać
1265,gießen::V,regar,podlać
1266,reifen::V,madurar,dojrzeć
1267,zubereiten::V,preparar,przyrządzić
1268,kochen::V,cocer,gotować
1269,kochen::V,guisar,gotować
1270,backen::V,hornear,piec
1271,backen::V,cocer al horno,piec
1272,braten::V,asar,piec
1273,braten::V,asar,smażyć
1274,braten::V,freír,piec
1275,braten::V,freír,smażyć
1276,umrühren::V,remover,przemieszać
1277,stricken::V,hacer punto,dziać
1278,stricken::V,hacer calceta,dziać
1279,nähen::V,coser,szyć
1280,färben::V,teñir,pofarbować
1281,färben::V,colorear,pofarbować
1282,reinigen::V,limpiar,oczyścić
1283,waschen::V,lavar,prać
1284,abwischen::V,fregar,obetrzeć
1285,abwischen::V,limpiar,obetrzeć
1286,spülen::V,aclarar,płukać
1287,spülen::V,enjuagar,płukać
1288,fegen::V,barrer,zamiatać
1289,fegen::V,pasar la escoba,zamiatać
1290,kehren::V,barrer,zamieść
1291,baden::V,bañarse,kąpać się
1292,sich waschen::V,lavarse,myć się
1293,ausziehen::V,quitar,zdjąć
1294,ausziehen::V,quitarse,zdjąć
1295,anziehen::V,ponerse,włożyć
1296,sich anziehen::V,vestirse,ubrać się
1297,kämmen::V,peinar,uczesać
1298,schmücken::V,adornar,ozdabiać
1299,sagen::V,decir,powiedzieć
1300,sprechen::V,hablar,mówić
1301,reden::V,hablar,mówić
1302,reden::V,conversar,mówić
1303,sich unterhalten::V,charlar,rozmawiać
1304,sich unterhalten::V,conversar,rozmawiać
1305,fragen::V,preguntar,zapytać
1306,bitten::V,rogar,prosić
1307,erzählen::V,contar,opowiedzieć
1308,mitteilen::V,comunicar,zawiadomić o
1309,mitteilen::V,participar,zawiadomić o
1310,nennen::V,llamar,nazwać
1311,nennen::V,nombrar,nazwać
1312,rufen::V,llamar,wołać
1313,prahlen::V,jactarse,chełpić się
1314,übersetzen::V,traducir,tłumaczyć
1315,denken::V,pensar,myśleć
1316,glauben::V,creer,sądzić
1317,glauben::V,creer,wierzyć
1318,bemerken::V,notar,zauważyć
1319,erkennen::V,reconocer,poznać
1320,begreifen::V,concebir,zrozumieć
1321,verstehen::V,entender,rozumieć
1322,verstehen::V,entender,dosłyszeć
1323,verstehen::V,comprender,rozumieć
1324,verstehen::V,comprender,dosłyszeć
1325,lernen::V,aprender,uczyć się
1326,wissen::V,saber,wiedzieć
1327,sich erinnern an::V,recordar,przypomnieć sobie
1328,sich erinnern an::V,acordarse de,przypomnieć sobie
1329,vergessen::V,olvidar,zapomnieć
1330,messen::V,medir,mierzyć
1331,zählen::V,contar,liczyć
1332,rechnen::V,contar,rachować
1333,rechnen::V,calcular,rachować
1334,lesen::V,leer,czytać
1335,malen::V,pintar,malować
1336,zeichnen::V,dibujar,rysować
1337,schreiben::V,escribir,pisać
1338,besitzen::V,poseer,posiadać
1339,kaufen::V,comprar,kupić
1340,verkaufen::V,vender,sprzedać
1341,bezahlen::V,pagar,zapłacić
1342,zahlen::V,pagar,płacić
1343,beherrschen::V,dominar,opanować
1344,ertragen::V,soportar,znieść
