,Concept_ID,be,udm
164,Bär::N,мядзведзь,гондыр
165,Eichhörnchen::N,вавёрка,коньы
166,Elch::N,лось,койык
167,Fuchs::N,ліса,ӟичы
168,Hase::N,заяц,кеч
169,Maus::N,мыш,шыр
170,Wolf::N,воўк,кион
171,Vogel::N,птах,тылобурдо
172,Vogel::N,птушка,тылобурдо
173,Schwarm::N,чарада,уллё
174,Huhn::N,курыца,курег
175,Hahn::N,певень,атас
176,Gans::N,гусь,ӟазег
177,Adler::N,арол,ӧрзи
178,Ente::N,качка,ӵӧж
179,Eule::N,сава,кучыран
180,Kranich::N,жораў,тури
181,Kranich::N,журавель,тури
182,Krähe::N,варона,куака
183,Kuckuck::N,зязюля,кикы
184,Schwan::N,лебедзь,юсь
185,Fisch::N,рыба,чорыг
186,Barsch::N,акунь,юш
187,Hecht::N,шчупак,чипей
188,Schlange[Tier]::N,змяя,кый
189,Wurm::N,чарвяк,нумыр
190,Spinne::N,павук,чонари
191,Ameise::N,мурашка,кузьыли
192,Laus::N,вош,тэй
193,Mücke::N,камар,нымы
194,Mücke::N,камар,чибинь
195,Fliege::N,муха,кут
196,Schmetterling::N,матыль,бубыли
197,Beere::N,ягада,узы-боры
198,Apfel::N,яблык,яблок
199,Pilz::N,грыб,губи
200,Zwiebel::N,цыбуля,сугон
201,Saat::N,семя,кидыс
202,Korn::N,зерне,тысь
203,Heu::N,сена,турын
204,Schale::N,шалупінне,кыд
205,Grube::N,яма,гу
206,Grube::N,яма,гоп
207,Falle::N,пастка,налик
208,Schlinge::N,сіло,гиӟ
209,Schlinge::N,сіло,герд
210,Spur::N,след,пытьы
211,Spur::N,след,бервыл
212,Asche::N,попел,пень
213,Dreck::N,бруд,дэри
214,Eisen::N,жалеза,корт
215,Gold::N,золата,зарни
216,Silber::N,сребра,азвесь
217,Kohle::N,вугаль,эгыр
218,Glas::N,шкло,стекло
219,Glas::N,шкло,пияла
220,Lehm::N,гліна,сюй
221,Sand::N,пясок,луо
222,Mensch::N,чалавек,мурт
223,Mensch::N,чалавек,адями
224,Mann::N,мужчына,воргорон
225,Frau::N,жанчына,кышномурт
226,Kind::N,дзіця,нуны
227,Kind::N,дзіця,пинал
228,Junge::N,хлопчык,пи
229,Mädchen::N,дзяўчынка,ныл
230,Familie::N,сямʼя,семья
231,Großvater::N,дзядуля,песятай
232,Großvater::N,дзядуля,пересь атай
233,Großmutter::N,бабуля,песянай
234,Großmutter::N,бабуля,пересь анай
235,Eltern::N,бацькі,атай-анай
236,Eltern::N,бацькі,бубы-мумы
237,Vater::N,бацька,айы
238,Vater::N,бацька,атай
239,Mutter::N,маці,мумы
240,Sohn::N,сын,пи
241,Tochter::N,дачка,ныл
242,Bruder::N,брат,агай
243,Schwester::N,сястра,апа
244,Schwester::N,сястра,сузэр
245,Onkel::N,дзядзька,агай
246,Tante::N,цётка,апа
247,Tante::N,цётка,кенак
248,Ehemann::N,муж,карт
249,Ehefrau::N,жонка,кышно
250,Freude::N,радасць,шумпотон
251,Gelächter::N,смех,горем
252,Glück::N,шчасце,шуд
253,Kummer::N,гора,кайгу
254,Kummer::N,гора,куректон
255,Wunsch::N,жаданне,мылпотон
256,Lust::N,цяга,потон
257,Geist::N,дух,лул
258,Gedanke::N,думка,малпан
259,Gedächtnis::N,памяць,йырсазь
260,Gedächtnis::N,памяць,тодэваён
261,Verstand::N,розум,йырвизь
262,Sinn::N,сэнс,смысл
263,Grund::N,зачэпка,муг
264,Grund::N,зачэпка,ньӧм
265,Wahrheit::N,праўда,зэм
266,Wahrheit::N,праўда,шонер
267,Gespräch::N,размова,вераськон
268,Märchen::N,казка,выжыкыл
269,Erzählung::N,расказ,верос
270,Erzählung::N,апавяданне,верос
271,Nachricht::N,вестка,ивор
272,Nachricht::N,паведамленне,ивор
273,Neuigkeit::N,навіна,выльивор
274,Name::N,імя,ним
275,Rätsel::N,загадка,мадькыл
276,Rede::N,прамова,верам
277,Sprache::N,мова,кыл
278,Stimme::N,голас,куара
279,Wort::N,слова,кыл
280,Zeichen::N,знак,пус
281,Zeichen::N,знак,тодмет
282,Ruf::N,кліч,ӧтён
283,Ruf::N,кліч,чортон
284,Lärm::N,шум,ӵашетон
285,Laut::N,гук,куара
286,Ton::N,гучанне,куара
287,Lied::N,песня,кырӟан
288,Ruhe::N,спакой,чалмыт улон
289,Leute::N,людзі,адямиос
290,Volk::N,народ,калык
291,Arbeit::N,праца,уж
292,Arbeit::N,работа,уж
293,Gast::N,госць,куно
294,Geschenk::N,падарунак,салам
295,Geschenk::N,падарунак,кузьым
296,Spiel::N,гульня,шудон
297,Gesellschaft::N,таварыства,калык
298,Hilfe::N,дапамога,юрттон
299,Freund::N,друг,эш
300,Freund::N,друг,юлтош
301,Freund::N,сябар,эш
302,Freund::N,сябар,юлтош
303,Kamerad::N,прыяцель,тодмо
304,Angelegenheit::N,справа,уж
305,Anzahl::N,колькасць,лыд
306,Art::N,від,тус
307,Stück::N,кусок,юдэс
308,Stück::N,кавалак,юдэс
309,Teil::N,частка,люкет
310,Hälfte::N,палова,ӝыны
311,Hälfte::N,палавіна,ӝыны
312,Kreis::N,круг,котырес
313,Kreuz::N,крыж,крест
314,Linie::N,лінія,гож
315,Strich::N,рыса,гож
316,Abstand::N,прамежак,вис
317,Abstand::N,прамежак,кусып
318,Entfernung::N,адлегласць,кусып
319,Gegend::N,мясцовасць,инты
320,Platz::N,месца,инты
321,Ort::N,месца,инты
322,Ort::N,месца,места
323,Seite::N,бок,пал
324,Mitte::N,сярэдзіна,шор
325,Gegenstand::N,прадмет,арбери
326,Sache::N,рэч,котыр
327,Rand::N,край,дур
328,Rand::N,край,шаер
329,Kante::N,руб,дур
330,Kante::N,кант,дур
331,Ecke::N,вугал,сэрег
332,Spitze::N,кончык,йыл
333,Ende::N,канец,пум
334,Loch::N,дзірка,пась
335,Winkel::N,вугал,сэрег
336,Muster::N,узор,пужы
337,Größe::N,памер,быдӟала
338,Länge::N,даўжыня,кузьдала
339,Höhe::N,вышыня,ӝуждала
340,Gewicht::N,вага,сектала
341,Gewicht::N,вага,секытлык
342,Menge::N,колькасць,лыд
343,Menge::N,колькасць,лыдпус
344,Haufen::N,куча,люк
345,Reihe::N,рад,чур
346,Boot::N,лодка,пыж
347,Boot::N,лодка,лодка
348,Ruder::N,вясло,полыс
349,Schlitten::N,сані,додьы
350,Ski::N,лыжа,куас
351,Lagerfeuer::N,вогнішча,тылскем
352,Last::N,цяжар,секыт
353,Gang::N,ход,ветлон
354,Schritt::N,шаг,вамыш
355,Schritt::N,крок,вамыш
356,Norden::N,поўнач,уйпал
357,Süden::N,поўдзень,лымшор
358,Westen::N,захад,шунды пуксён
359,Osten::N,усход,шунды ӝужан
360,Holz::N,дрэва,пу
361,Holz::N,драўніна,пу
362,Brett::N,дошка,пул
363,Platte::N,пліта,плита
364,Stütze::N,падпорка,пыкет
365,Stange::N,жэрдка,пуӵ
366,Stock::N,палка,боды
367,Stab::N,шост,пуӵ
368,Stab::N,шост,боды
369,Rohr::N,труба,труба
370,Haus::N,дом,юрт
371,Heim::N,дом,корка
372,Heim::N,хата,корка
373,Ofen::N,печ,гур
374,Fußboden::N,падлога,выж
375,Tisch::N,стол,ӝӧк
376,Stuhl::N,стул,пукон
377,Stuhl::N,крэсла,пукон
378,Wiege::N,калыска,кӧкы
379,Wiege::N,калыска,зыбка
380,Bett::N,ложак,валес
381,Bett::N,пасцель,валес
382,Regal::N,паліца,ӝажы
383,Kiste::N,скрынка,ящик
384,Fenster::N,акно,укно
385,Fenster::N,акно,косяк
386,Tür::N,дзверы,ӧс
387,Tor::N,вароты,ӟезьы
388,Zaun::N,агароджа,забор
389,Dach::N,дах,липет
390,Leiter::N,лесвіца,падӟа
391,Besen::N,мятла,ӵужон
392,Besen::N,мятла,исьнер
393,Spaten::N,лапата,лопатка
394,Spaten::N,жалязняк,лопатка
395,Schaufel::N,шуфлік,ютырон
396,Schaufel::N,лапатка,ютырон
397,Gabel::N,відэлец,тэчы
398,Gabel::N,відэлец,вилка
399,Löffel::N,лыжка,пуньы
400,Messer::N,нож,пурт
401,Nagel::N,цвік,кортӵог
402,Netz::N,сетка,сеть
403,Haken::N,крук,курик
404,Griff::N,ручка,ныд
405,Schloss::N,замок,тунгон
406,Bild::N,карціна,суред
407,Figur::N,фігура,фигура
408,Puppe::N,лялька,мунё
409,Beutel::N,мяшок,пуйы
410,Bündel::N,вязка,керттэт
411,Tasche::N,торба,пуйы
412,Tasche::N,торба,сумка
413,Eimer::N,вядро,ведра
414,Deckel::N,накрыўка,ӵоксэт
415,Geschirr::N,пасуда,тусьты-пуньы
416,Sack::N,мех,пуйы
417,Tasse::N,кубак,ӵаша
418,Topf::N,каструля,миска
419,Kessel::N,кацёл,пурты
420,Essen::N,ежа,сиськон
421,Nahrung::N,харч,сион
422,Speise::N,страва,сиён
423,Fleisch::N,мяса,сӥль
424,Getreide::N,збожжа,ю тысь
425,Brei::N,каша,ӝук
426,Brot::N,хлеб,нянь
427,Scheibe::N,луста,шорем
428,Scheibe::N,скібка,шорем
429,Fett::N,тлушч,кӧй
430,Butter::N,масла,вӧй
431,Öl::N,алей,вӧй
432,Salz::N,соль,сылал
433,Suppe::N,суп,шыд
434,Honig::N,мёд,чечы
435,Milch::N,малако,йӧл
436,Tee::N,чай,чай
437,Tee::N,гарбата,чай
438,Leder::N,скура,сурон
439,Wolle::N,воўна,гон
440,Wolle::N,воўна,ыжгон
441,Stoff::N,тканіна,куэм
442,Nadel::N,іголка,вень
443,Faden::N,нітка,сӥньыс
444,Knopf::N,гузік,бирды
445,Knoten::N,вузел,герд
446,Farbe::N,фарба,буёл
447,Kleidung::N,адзенне,дӥсь
448,Hemd::N,кашуля,дэрем
449,Kragen::N,каўнер,сирес
450,Ärmel::N,рукаў,саес
451,Hose::N,штаны,брюки
452,Hose::N,штаны,штань
453,Gürtel::N,пояс,кускерттон
454,Mütze::N,шапка,ызьы
455,Schuh::N,чаравік,ботинка
456,Stiefel::N,бот,сапег
457,Ring::N,кольца,зундэс
458,Band::N,стужка,лента
459,Kamm::N,расчоска,сын
460,Spiegel::N,люстра,синучкон
461,Riemen::N,рэмень,е
462,Schnur::N,вяроўка,гозы
463,Leine::N,павадок,думет
464,Decke::N,коўдра,шобрет
465,Kissen::N,падушка,миндэр
466,Tuch::N,хустка,кышет
467,Handtuch::N,ручнік,ӵушкон
468,Kraft::N,сіла,кать
469,Kraft::N,сіла,ӟигар
470,Stärke::N,моц,юнлык
471,Gesundheit::N,здароўе,тазалык
472,Krankheit::N,хвароба,висён
473,Schmerz::N,боль,висён
474,Wunde::N,рана,яра
475,Fieber::N,гарачка,кезег
476,Fieber::N,ліхаманка,кезег
477,Arznei::N,лекі,эмъюм
478,Brücke::N,мост,выж
479,Brunnen::N,калодзеж,колдэч
480,Weide::N,паша,возь
481,Pfad::N,сцежка,сюрес
482,Weg::N,шлях,сюрес
483,Weg::N,дарога,сюрес
484,Straße::N,вуліца,сюрес
485,Dorf::N,вёска,гурт
486,Stadt::N,горад,кар
487,Stadt::N,горад,город
488,Brief::N,ліст,гожтэт
489,Brief::N,пісьмо,гожтэт
490,Buch::N,кніга,книга
491,Buchstabe::N,літара,буква
492,Zeitung::N,газета,газет
493,Leben::N,жыццё,улон
494,Tod::N,смерць,кулон
495,Grab::N,магіла,шайгу
496,Kirche::N,касцёл,черк
497,Kirche::N,царква,черк
498,Sünde::N,грэх,сьӧлык
499,Gott::N,бог,ӥнмар
500,Arbeiter::N,рабочы,рабочий
501,Chef::N,начальнік,начальник
502,Meister::N,майстар,кибашлы
503,Arzt::N,урач,врач
504,Lehrer::N,настаўнік,дышетӥсь
505,Geld::N,грошы,уксё
506,Geld::N,грошы,коньдон
507,Geschäft::N,заняцце,уж
508,Laden::N,крама,магазин
509,Laden::N,магазін,магазин
510,Preis::N,цана,дун
511,Ware::N,тавар,вуз
512,Nutzen::N,выгада,пайда
513,Reichtum::N,багацце,узырлык
514,Welt::N,свет,дунне
515,Land::N,краіна,шаер
516,Staat::N,дзяржава,кун
517,König::N,кароль,эксэй
518,Macht::N,улада,власть
519,Grenze::N,граніца,кунгож
520,Krieg::N,вайна,ож
521,Feind::N,вораг,тушмон
522,Gewalt::N,насілле,эриктэман
523,Kampf::N,барацьба,нюръяськон
524,Bogen[Waffe]::N,лук,пукыӵ
525,Pfeil::N,страла,пукыӵ вень
526,Gewehr::N,ружжо,пыӵал
527,Fehler::N,памылка,янгыш
528,Lüge::N,хлусня,пӧян
529,Lüge::N,хлусня,алдан
530,Lüge::N,хлусня,ӧрекчан
531,Schaden::N,шкода,изъян
532,Unglück::N,ліха,куректон
533,Unglück::N,ліха,шудтэме усён
534,Unglück::N,бядота,куректон
535,Unglück::N,бядота,шудтэме усён
536,Schuld::N,віна,янгыш
537,Alter::N,узрост,арлыд
538,Schluss::N,канец,пум
539,Zeit::N,час,дыр
540,Tag::N,дзень,нунал
541,Morgen::N,ранак,ӵукна
542,Morgen::N,раніца,ӵукна
543,Mittag::N,паўдня,лымшор
544,Mittag::N,поўдзень,лымшор
545,Abend::N,вечар,ӝыт
546,Abend::N,вечар,акшан
547,Nacht::N,ноч,уй
548,Woche::N,тыдзень,арня
549,Monat::N,месяц,толэзь
550,Jahr::N,год,ар
551,Frühling::N,вясна,тулыс
552,Sommer::N,лета,гужем
553,Herbst::N,восень,сӥзьыл
554,Winter::N,зіма,тол
555,Januar::N,студзень,выльартолэзь
556,Februar::N,люты,тулыспал
557,März::N,сакавік,южтолэзь
558,April::N,красавік,оштолэзь
559,Mai::N,май,куартолэзь
560,Mai::N,травень,куартолэзь
561,Juni::N,чэрвень,вожотолэзь
562,Juli::N,ліпень,пӧсьтолэзь
563,August::N,жнівень,гудырикошкон
564,September::N,верасень,куарусён
565,Oktober::N,кастрычнік,выльӝуктолэзь
566,November::N,лістапад,шуркынмон
567,Dezember::N,снежань,толсур
568,Montag::N,панядзелак,вордӥськон
569,Dienstag::N,аўторак,вторник
570,Mittwoch::N,серада,вирнунал
571,Donnerstag::N,чацвер,покчиарня
572,Freitag::N,пятніца,удмуртарня
573,Samstag::N,субота,кӧснунал
574,Sonntag::N,нядзеля,арня
575,groß::A,вялікі,бадӟым
576,klein::A,маленькі,пичи
577,lang::A,доўгі,кузь
578,kurz::A,кароткі,вакчи
579,breit::A,шырокі,паськыт
580,schmal::A,вузкі,сюлэг
581,dicht::A,густы,ӵем
582,dick[Gegenstand]::A,тоўсты,зӧк
583,dünn::A,тонкі,векчи
584,fein::A,тонкі,векчи
585,fest::A,моцны,юн
586,fest::A,моцны,чурыт
587,flach::A,плоскі,ӵошкыт
588,glatt::A,гладкі,гылыт
589,glatt::A,гладкі,вольыт
590,hart::A,цвёрды,чурыт
591,weich::A,мяккі,небыт
592,rund::A,круглы,котырес
593,spitz::A,спічасты,йылсо
594,spitz::A,востраканцовы,йылсо
595,scharf::A,востры,лэчыт
596,stumpf::A,тупы,ныж
597,schwer::A,цяжкі,секыт
598,schön::A,прыгожы,чебер
599,heiß::A,гарачы,пӧсь
600,warm::A,цёплы,шуныт
601,kalt::A,холадны,кезьыт
602,kühl::A,халаднаваты,юзмыт
603,kühl::A,халаднаваты,салкым
604,frisch::A,свежы,выль
605,feucht::A,вільготны,мускыт
606,nass::A,мокры,котмем
607,trocken::A,сухі,кӧс
608,voll::A,поўны,тыр
609,leer::A,пусты,буш
610,leer::A,пусты,тырттэм
611,offen::A,адкрыты,усьтэм
612,offen::A,адчынены,усьтэм
613,geschlossen::A,закрыты,ӵогам
614,geschlossen::A,закрыты,пунням
615,geschlossen::A,зачынены,ӵогам
616,geschlossen::A,зачынены,пунням
617,sauber::A,чысты,ӝикыт
618,sauber::A,чысты,чылкыт
619,schmutzig::A,брудны,нӧд
620,roh::A,сыры,ыль
621,reif::A,спелы,вуэм
622,lecker::A,смачны,ческыт
623,süß::A,салодкі,ческыт
624,bitter::A,горкі,курыт
625,sauer::A,кіслы,чырс
626,hell::A,светлы,югыт
627,dunkel::A,цёмны,пеймыт
628,schwarz::A,чорны,сьӧд
629,weiß::A,белы,тӧдьы
630,rot::A,чырвоны,горд
631,gelb::A,жоўты,ӵуж
632,blau::A,сіні,лыз
633,grün::A,зялёны,вож
634,grau::A,шэры,пурысь
635,bunt::A,пяресты,куӵо
636,billig::A,танны,дунтэм
637,teuer::A,дарагі,дуно
638,wertvoll::A,цэнны,дуно
639,wertvoll::A,каштоўны,дуно
640,blind::A,сляпы,сукыр
641,blind::A,сляпы,синтэм
642,taub::A,глухі,пельтэм
643,kräftig::A,магутны,кужмо
644,stark::A,сільны,юн
645,stark::A,сільны,кужмо
646,schwach::A,слабы,ляб
647,schwach::A,слабы,начар
648,fett::A,тлусты,кӧй
649,schlank::A,стройны,веськыт
650,schlank::A,стройны,веськрес
651,hübsch::A,чароўны,чебер
652,hübsch::A,чароўны,синмаськымон
653,böse::A,злы,лек
654,dumm::A,дурны,шузи
655,dumm::A,дурны,визьтэм
656,faul::A,лянівы,азьтэм
657,fleißig::A,руплівы,сюлмо
658,geizig::A,прагны,сук
659,klug::A,разумны,визьмо
660,geschickt::A,умелы,усто
661,geschickt::A,умелы,быгатӥсь
662,lieb::A,мілы,мусо
663,lustig::A,вясёлы,шулдыр
664,sanft::A,ласкавы,мусо
665,sanft::A,ласкавы,эрке
666,hungrig::A,галодны,сютэм
667,krank::A,хворы,висись
668,nackt::A,голы,гольык
669,traurig::A,сумны,мӧзмыт
670,lebendig::A,жывы,улэп
671,gut::A,добры,ӟеч
672,gut::A,добры,умой
673,schlecht::A,кепскі,урод
674,schlecht::A,кепскі,алама
675,richtig::A,правільны,шонер
676,schlimm::A,агідны,алама
677,wahr::A,сапраўдны,зэмос
678,alt::A,стары,вуж
679,neu::A,новы,выль
680,ehemalig::A,былы,азьвылэз
681,alt[Lebewesen]::A,стары,пересь
682,jung::A,малады,егит
683,jung::A,малады,пинал
684,arm::A,бедны,начар
685,arm::A,бедны,куанер
686,reich::A,багаты,узыр
687,bekannt::A,знаёмы,тодмо
688,berühmt::A,славуты,дано
689,fremd::A,чужы,ят
690,verschieden::A,розны,пӧртэм
691,nah::A,блізкі,матысь
692,fern::A,далёкі,кыдёкысь
693,linker::A,левы,паллян
694,rechter::A,правы,бур
695,rechter::A,правы,бурпал
696,anderer::A,іншы,мукет
697,anderer::A,другі,мукет
698,erster::A,першы,нырысетӥез
699,zweiter::A,другі,кыктэтӥез
700,dritter::A,трэці,кунньметӥез
701,letzter::A,апошні,берло
702,letzter::A,апошні,берпум
703,allein::ADV,сам,огназ
704,allein::ADV,адзін,огназ
705,auf einmal::ADV,адразу,огдыре
706,zusammen::ADV,разам,ӵош
707,zusammen::ADV,разам,валче
708,lange::ADV,доўга,кема
709,plötzlich::ADV,раптам,мапламтэ шорысь
710,sofort::ADV,зараз,али ик
711,später::ADV,пазней,бергес
712,später::ADV,пазней,берлогес
713,jetzt::ADV,цяпер,али
714,jetzt::ADV,цяпер,табере
715,heute::ADV,сёння,туннэ
716,morgen::ADV,заўтра,ӵуказе
717,bald::ADV,хутка,ӝоген
718,bald::ADV,неўзабаве,ӝоген
719,dann::ADV,потым,берло
720,gestern::ADV,учора,толон
721,einst::ADV,аднойчы,огпол
722,einst::ADV,аднойчы,одӥг пол
723,damals::ADV,тады,соку
724,danach::ADV,затым,собере
725,vorher::ADV,раней,азьло
726,vorher::ADV,раней,азьвыл
727,zuerst::ADV,спярша,азьло
728,zuerst::ADV,спачатку,азьло
729,einmal::ADV,адзін раз,огпол
730,manchmal::ADV,часам,куддыръя
731,oft::ADV,часта,ӵем
732,immer::ADV,заўсёды,пыр
733,immer::ADV,заўсёды,котьку
734,niemals::ADV,ніколі,уз ноку
735,hier::ADV,тут,татын
736,hierhin::ADV,сюды,татчы
737,von hier::ADV,адсюль,татысь
738,von hier::ADV,адгэтуль,татысь
739,dort::ADV,там,отӥ
740,dort::ADV,там,отын
741,dorthin::ADV,туды,отчы
742,geradeaus::ADV,прама,меӵак
743,vorwärts::ADV,наперад,азьлань
744,rückwärts::ADV,назад,берлань
745,zurück::ADV,назад,берен
746,zurück::ADV,назад,берлань
747,unten::ADV,унізе,улын
748,hinab::ADV,уніз,улэ
749,oben::ADV,угары,вылын
750,oben::ADV,угары,вылӥын
751,oben::ADV,наверсе,вылын
752,oben::ADV,наверсе,вылӥын
753,hinauf::ADV,угару,вылэ
754,hinauf::ADV,угару,вылӥе
755,hinauf::ADV,угару,выллань
756,überall::ADV,усюды,котькытын
757,überall::ADV,усюды,пасьтана
758,nicht::ADV,не,уз
759,ein wenig::ADV,трошкі,ичи
760,ein wenig::ADV,трошкі,ӧжыт
761,ein wenig::ADV,трошкі,огшап
762,kaum::ADV,ледзьве,муртса
763,sehr::ADV,вельмі,туж
764,sehr::ADV,вельмі,лекос
765,so::ADV,так,озьы
766,so::ADV,так,тазьы
767,noch::ADV,яшчэ,на
768,nur::ADV,толькі,гинэ
769,schon::ADV,ужо,ни
770,schon::ADV,ужо,ини
771,wieder::ADV,зноў,нош
772,wieder::ADV,зноў,кайта
773,vergebens::ADV,дарма,юнме
774,vergebens::ADV,дарэмна,юнме
775,vor::PRP,перад,азьын
776,hinter::PRP,за,берын
777,hinter::PRP,за,бӧрсьы
778,hinter::PRP,ззаду,берын
779,hinter::PRP,ззаду,бӧрсьы
780,unter::PRP,пад,улын
781,durch::PRP,праз,пыр
782,durch::PRP,праз,пыртӥ
783,neben::PRP,каля,бордын
784,zwischen::PRP,між,вискын
785,zwischen::PRP,паміж,вискын
786,wegen::PRP,з-за,сэрен
787,dies::PRN,гэта,та
788,das::PRN,тое,со
789,alles::PRN,усё,ваньмыз
790,ich::PRN,я,мон
791,du::PRN,ты,тон
792,er::PRN,ён,со
793,wir::PRN,мы,ми
794,ihr::PRN,вы,тӥ
795,sie::PRN,яны,соос
796,was::FPRN,што,ма
797,wer::FPRN,хто,кин
798,wo::FADV,дзе,кытын
799,wohin::FADV,куды,кытчы
800,wie::FADV,як,кызьы
801,warum::FADV,чаму,малы
802,wieviel::FNUM,колькі,кӧня
803,eins::NUM,адзін,одӥг
