,Concept_ID,se,be
285,Haut::N,liiki,скура
286,Haut::N,liške,скура
287,Haut::N,le´šǩǩ,скура
288,Haut::N,лышшьк,скура
289,Blut::N,vïrre,кроў
290,Blut::N,maelie,кроў
291,Blut::N,varra,кроў
292,Blut::N,varra,кроў
293,Blut::N,vorrâ,кроў
294,Blut::N,võrr,кроў
295,Blut::N,вэ̄рр,кроў
296,Ader::N,åerie,вена
297,Ader::N,åerie,сасуд
298,Ader::N,aajroe,вена
299,Ader::N,aajroe,сасуд
300,Ader::N,suodna,вена
301,Ader::N,suodna,сасуд
302,Ader::N,varrasuotna,вена
303,Ader::N,varrasuotna,сасуд
304,Ader::N,suoṇâ,вена
305,Ader::N,suoṇâ,сасуд
306,Ader::N,suõnn,вена
307,Ader::N,suõnn,сасуд
308,Ader::N,сӯнн,вена
309,Ader::N,сӯнн,сасуд
310,Sehne::N,soene,жыла
311,Sehne::N,soene,цеціва
312,Sehne::N,soene,сухажылле
313,Sehne::N,gåårtenje,жыла
314,Sehne::N,gåårtenje,цеціва
315,Sehne::N,gåårtenje,сухажылле
316,Sehne::N,suodna,жыла
317,Sehne::N,suodna,цеціва
318,Sehne::N,suodna,сухажылле
319,Sehne::N,suotna,жыла
320,Sehne::N,suotna,цеціва
321,Sehne::N,suotna,сухажылле
322,Sehne::N,suoṇâ,жыла
323,Sehne::N,suoṇâ,цеціва
324,Sehne::N,suoṇâ,сухажылле
325,Sehne::N,suõnn,жыла
326,Sehne::N,suõnn,цеціва
327,Sehne::N,suõnn,сухажылле
328,Sehne::N,сӯнн,жыла
329,Sehne::N,сӯнн,цеціва
330,Sehne::N,сӯнн,сухажылле
331,Knochen::N,måara,косць
332,Knochen::N,måaroe,косць
333,Knochen::N,dákte,косць
334,Knochen::N,dákti,косць
335,Knochen::N,tähti,косць
336,Knochen::N,tä´htt,косць
337,Knochen::N,та̄ххт,косць
338,Knochen::N,та̄ффьт,косць
339,Gehirn::N,aajla,мозг
340,Gehirn::N,vuojŋam,мозг
341,Gehirn::N,vuoigŋašat,мозг
342,Gehirn::N,vuoi'ŋâšeh,мозг
343,Gehirn::N,vuo'ivâšneh,мозг
344,Gehirn::N,vuõivâšn,мозг
345,Gehirn::N,вуэййвэшна,мозг
346,Herz::N,vaajmoe,сэрца
347,Herz::N,tsåhke,сэрца
348,Herz::N,váibmu,сэрца
349,Herz::N,váimu,сэрца
350,Herz::N,čââ´đ,сэрца
351,Herz::N,кӯттҌк,сэрца
352,Magen::N,tjåejjie,страўнік
353,Magen::N,tjoajvve,страўнік
354,Magen::N,čoavji,страўнік
355,Magen::N,čuáv'ji,страўнік
356,Magen::N,čåu´jj,страўнік
357,Magen::N,чо̄ввьй,страўнік
358,Leber::N,mueksie,печань
359,Leber::N,librre,печань
360,Leber::N,vuoivvas,печань
361,Leber::N,vuoivâs,печань
362,Leber::N,vuõivâs,печань
363,Leber::N,вуйвас,печань
364,Atem::N,voejngehtasse,дыханне
365,Atem::N,båssånis,дыханне
366,Atem::N,vuojŋadahka,дыханне
367,Atem::N,vuoiŋŋahat,дыханне
368,Atem::N,vuo'iŋâstim,дыханне
369,Atem::N,jiõg'g,дыханне
370,Atem::N,вӯйнас,дыханне
371,Atem::N,вӯййнмушш,дыханне
372,Hunger::N,nielkie,голад
373,Hunger::N,nielgge,голад
374,Hunger::N,nealgi,голад
375,Hunger::N,nelgi,голад
376,Hunger::N,neä´lǧǧ,голад
377,Hunger::N,не̄лльк,голад
378,Träne::N,gïknjele,сляза
379,Träne::N,ganjál,сляза
380,Träne::N,ganjal,сляза
381,Träne::N,koonjâl,сляза
382,Träne::N,kõõnjâl,сляза
383,Träne::N,кэ̄нял,сляза
384,Geschmack::N,aelmie,смак
385,Geschmack::N,muosse,смак
386,Geschmack::N,smáhkka,смак
387,Geschmack::N,máhku,смак
388,Geschmack::N,smáhkka,смак
389,Geschmack::N,mááhu,смак
390,Geschmack::N,smakkâ,смак
391,Geschmack::N,njõõd,смак
392,Geschmack::N,smääkk,смак
393,Geschmack::N,ня̄лльк,смак
394,Geruch::N,haaje,пах
395,Geruch::N,habjja,пах
396,Geruch::N,hádja,пах
397,Geruch::N,opsâ,пах
398,Geruch::N,haajâ,пах
399,Geruch::N,õpss,пах
400,Geruch::N,haajj,пах
401,Geruch::N,апс,пах
402,Geruch::N,лэ̄гк,пах
403,Schlaf::N,nahkerh,сон
404,Schlaf::N,nager,сон
405,Schlaf::N,oados,сон
406,Schlaf::N,nagir,сон
407,Schlaf::N,naṿer,сон
408,Schlaf::N,nââ´er,сон
409,Schlaf::N,нагерь,сон
410,Traum::N,nahkere,сон
411,Traum::N,niehko,сон
412,Traum::N,niehku,сон
413,Traum::N,naṿer,сон
414,Traum::N,nââ´er,сон
415,Traum::N,нагерь,сон
416,Himmel::N,elmie,неба
417,Himmel::N,almme,неба
418,Himmel::N,albmi,неба
419,Himmel::N,alme,неба
420,Himmel::N,â´lmm,неба
421,Himmel::N,алльм,неба
422,Sonne::N,biejjie,сонца
423,Sonne::N,bæjvásj,сонца
424,Sonne::N,beaivváš,сонца
425,Sonne::N,peivi,сонца
426,Sonne::N,piäiváš,сонца
427,Sonne::N,pei´vv,сонца
428,Sonne::N,пе̄ййв,сонца
429,Mond::N,aske,месяц
430,Mond::N,mánno,месяц
431,Mond::N,mánnu,месяц
432,Mond::N,máánu,месяц
433,Mond::N,mään,месяц
434,Mond::N,ма̄нн,месяц
435,Stern::N,daasta,зорка
436,Stern::N,naestie,зорка
437,Stern::N,násste,зорка
438,Stern::N,násti,зорка
439,Stern::N,täsni,зорка
440,Stern::N,tä´snn,зорка
441,Stern::N,та̄ссьт,зорка
442,Luft::N,elmie,паветра
443,Luft::N,ájmmo,паветра
444,Luft::N,áibmu,паветра
445,Luft::N,áimu,паветра
446,Luft::N,šõŋŋ,паветра
447,Luft::N,вӯйнас,паветра
448,Wind::N,bïegke,вецер
449,Wind::N,biegga,вецер
450,Wind::N,biegga,вецер
451,Wind::N,pieg'gâ,вецер
452,Wind::N,piõg'g,вецер
453,Wind::N,пӣӈӈк,вецер
454,Welle::N,baaroe,хваля
455,Welle::N,bárro,хваля
456,Welle::N,bárru,хваля
457,Welle::N,pááṛu,хваля
458,Welle::N,päärr,хваля
459,Welle::N,нэ̄ммп,хваля
460,Wasser::N,tjaetsie,вада
461,Wasser::N,tjáhtje,вада
462,Wasser::N,čáhci,вада
463,Wasser::N,čääci,вада
464,Wasser::N,čää´cc,вада
465,Wasser::N,ча̄дзь,вада
466,Stein::N,gierkie,камень
467,Stein::N,giergge,камень
468,Stein::N,geađgi,камень
469,Stein::N,keđgi,камень
470,Stein::N,ǩeä´dǧǧ,камень
471,Stein::N,ке̄ддҌк,камень
472,Boden::N,betnie,глеба
473,Boden::N,ednam,глеба
474,Boden::N,bodni,глеба
475,Boden::N,vuođđu,глеба
476,Boden::N,ponne,глеба
477,Boden::N,vuáđ̣u,глеба
478,Boden::N,vuâđđ,глеба
479,Boden::N,лаввьн,глеба
480,Boden::N,е̄ммьне,глеба
481,Erde::N,jåarta,зямля
482,Erde::N,mueltie,зямля
483,Erde::N,ednam,зямля
484,Erde::N,mållde,зямля
485,Erde::N,eana,зямля
486,Erde::N,eennâm,зямля
487,Erde::N,mädd,зямля
488,Erde::N,jânnam,зямля
489,Erde::N,е̄ммьне,зямля
490,Staub::N,heblie,пыл
491,Staub::N,tsumhtsie,пыл
492,Staub::N,dubme,пыл
493,Staub::N,dopmu,пыл
494,Staub::N,kovjâ,пыл
495,Staub::N,põõ´l,пыл
496,Staub::N,кэ̄ббьй,пыл
497,Rauch::N,soeve,дым
498,Rauch::N,suovva,дым
499,Rauch::N,suovva,дым
500,Rauch::N,suoṿâ,дым
501,Rauch::N,suõvv,дым
502,Rauch::N,сӯвв,дым
503,Funke::N,naestie,іскра
504,Funke::N,tjuonam,іскра
505,Funke::N,čuotnan,іскра
506,Funke::N,čuođâlm,іскра
507,Funke::N,iiskâr,іскра
508,Funke::N,čuõzzâm,іскра
509,Funke::N,чӯссэм,іскра
510,Feuer::N,dålle,агонь
511,Feuer::N,dållå,агонь
512,Feuer::N,dolla,агонь
513,Feuer::N,tullâ,агонь
514,Feuer::N,toll,агонь
515,Feuer::N,то̄лл,агонь
516,Licht::N,tjoevke,святло
517,Licht::N,tjuovgga,святло
518,Licht::N,čuovga,святло
519,Licht::N,čuovggas,святло
520,Licht::N,čuoṿâ,святло
521,Licht::N,toll,святло
522,Licht::N,čuõvv,святло
523,Licht::N,то̄лл,святло
524,Schatten::N,skugkie,цень
525,Schatten::N,soejvene,цень
526,Schatten::N,irkes,цень
527,Schatten::N,sieges,цень
528,Schatten::N,itku,цень
529,Schatten::N,suoivâ,цень
530,Schatten::N,õõtt,цень
531,Schatten::N,ǩeeu´niǩ,цень
532,Schatten::N,кывьнэхь,цень
533,Wetter::N,vïerhtse,пагода
534,Wetter::N,vïerhtse,надворʼе
535,Wetter::N,dálkke,пагода
536,Wetter::N,dálkke,надворʼе
537,Wetter::N,dálki,пагода
538,Wetter::N,dálki,надворʼе
539,Wetter::N,šoŋŋâ,пагода
540,Wetter::N,šoŋŋâ,надворʼе
541,Wetter::N,šõŋŋ,пагода
542,Wetter::N,šõŋŋ,надворʼе
543,Wetter::N,шэ̄ӈӈ,пагода
544,Wetter::N,шэ̄ӈӈ,надворʼе
545,Nebel::N,såavla,туман
546,Nebel::N,mearhka,туман
547,Nebel::N,murkko,туман
548,Nebel::N,mierkká,туман
549,Nebel::N,mierká,туман
550,Nebel::N,miär'kká,туман
551,Nebel::N,oṃo,туман
552,Nebel::N,sue´lnn,туман
553,Nebel::N,цӣгк,туман
554,Nebel::N,сулльн,туман
555,Wolke::N,balve,воблака
556,Wolke::N,balvva,воблака
557,Wolke::N,balva,воблака
558,Wolke::N,polvâ,воблака
559,Wolke::N,põlvv,воблака
560,Wolke::N,пэллв,воблака
561,Regen::N,ebrie,дождж
562,Regen::N,harvve,дождж
563,Regen::N,arvi,дождж
564,Regen::N,arve,дождж
565,Regen::N,â´brr,дождж
566,Regen::N,аббьр,дождж
567,Schnee::N,lopme,снег
568,Schnee::N,moehtege,снег
569,Schnee::N,muohta,снег
570,Schnee::N,muohta,снег
571,Schnee::N,muotâ,снег
572,Schnee::N,muõtt,снег
573,Schnee::N,вэ̄дз,снег
574,Schnee::N,куэллт,снег
575,Eis::N,jïenge,лёд
576,Eis::N,jiegŋa,лёд
577,Eis::N,jiekŋa,лёд
578,Eis::N,jieŋ̣â,лёд
579,Eis::N,jiõŋŋ,лёд
580,Eis::N,ӣӈӈ,лёд
581,Frost::N,baajkoe,мароз
582,Frost::N,tjoasskem,мароз
583,Frost::N,buolaš,мароз
584,Frost::N,puolâš,мароз
585,Frost::N,puõlâš,мароз
586,Frost::N,мӯнь,мароз
587,Kälte::N,jueskie,холад
588,Kälte::N,tjåetskeme,холад
589,Kälte::N,tjoasskem,холад
590,Kälte::N,čoaskin,холад
591,Kälte::N,ko'lmâsvuotâ,холад
592,Kälte::N,ijss,холад
593,Kälte::N,čuä´cǩǩem,холад
594,Kälte::N,tuârggnjõs,холад
595,Kälte::N,кэ̄лмас,холад
596,Hitze::N,baahke,спёка
597,Hitze::N,báhkka,спёка
598,Hitze::N,báhkka,спёка
599,Hitze::N,pakkâ,спёка
600,Hitze::N,kuṃe,спёка
601,Hitze::N,paašt,спёка
602,Hitze::N,жоарр,спёка
603,Raureif::N,jyjse,іней
604,Raureif::N,ridne,іней
605,Raureif::N,goarre,іней
606,Raureif::N,ritni,іней
607,Raureif::N,suhči,іней
608,Raureif::N,riṇe,іней
609,Raureif::N,ай,іней
610,Regenbogen::N,aatjan goengere,вясёлка
611,Regenbogen::N,aatjan joekse,вясёлка
612,Regenbogen::N,ádjájuoksa,вясёлка
613,Regenbogen::N,arvedávgi,вясёлка
614,Regenbogen::N,bajándávgi,вясёлка
615,Regenbogen::N,äijihtävgi,вясёлка
616,Regenbogen::N,teârmmazjohss,вясёлка
617,Regenbogen::N,тӣрмесью̄ккс,вясёлка
618,Donner::N,raejrie,гром
619,Donner::N,átjek,гром
620,Donner::N,átjárájdde,гром
621,Donner::N,áddjá,гром
622,Donner::N,baján,гром
623,Donner::N,juuṛâ,гром
624,Donner::N,tie´rmes,гром
625,Donner::N,тӣрмесь,гром
626,Donner::N,ча̄ркнэгк,гром
627,Strömung::N,njuvvie,цячэнне
628,Strömung::N,ájggedáhpe,цячэнне
629,Strömung::N,rávdnji,цячэнне
630,Strömung::N,virde,цячэнне
631,Strömung::N,ve´rdd,цячэнне
632,Strömung::N,выррьт,цячэнне
633,Tropfen::N,gåajhkohts,кропля
634,Tropfen::N,gåjkudis,кропля
635,Tropfen::N,goaikkanas,кропля
636,Tropfen::N,čalme,кропля
637,Tropfen::N,čâ´lmm,кропля
638,Tropfen::N,ча̄лльм,кропля
639,Schaum::N,sapte,пена
640,Schaum::N,såpptå,пена
641,Schaum::N,sokta,пена
642,Schaum::N,suptâ,пена
643,Schaum::N,soptt,пена
644,Schaum::N,со̄ппт,пена
645,Schmutz::N,haaskoe,гразь
646,Schmutz::N,duolvva,гразь
647,Schmutz::N,duolva,гразь
648,Schmutz::N,durdi,гразь
649,Schmutz::N,stänži,гразь
650,Schmutz::N,sähss,гразь
651,Schmutz::N,са̄ккьс,гразь
652,Schmutz::N,не̄шшь,гразь
653,See::N,jaevrie,возера
654,See::N,jávrre,возера
655,See::N,jávri,возера
656,See::N,jävri,возера
657,See::N,jâu´rr,возера
658,See::N,я̄ввьр,возера
659,Sumpf::N,pluevie,багна
660,Sumpf::N,áhpe,багна
661,Sumpf::N,sæmssa,багна
662,Sumpf::N,jeaggi,багна
663,Sumpf::N,jeggi,багна
664,Sumpf::N,jeä´ǧ'ǧ,багна
665,Sumpf::N,ла̄ммьп,багна
666,Moor::N,pluevie,балота
667,Moor::N,jiegge,балота
668,Moor::N,suotnju,балота
669,Moor::N,karrii,балота
670,Moor::N,kä´rev,балота
671,Moor::N,veättaǩ,балота
672,Moor::N,ла̄ммьп,балота
673,Wiese::N,ïentje,луг
674,Wiese::N,giedde,луг
675,Wiese::N,gieddi,луг
676,Wiese::N,nijtto,луг
677,Wiese::N,пуэшенҍ,луг
678,Wald::N,skåake,лес
679,Wald::N,skåajje,лес
680,Wald::N,miehtsie,лес
681,Wald::N,vuovdde,лес
682,Wald::N,miehttse,лес
683,Wald::N,vuovdi,лес
684,Wald::N,meahcci,лес
685,Wald::N,mecci,лес
686,Wald::N,vyemi,лес
687,Wald::N,vue´mm,лес
688,Wald::N,meä´c'c,лес
689,Wald::N,ля̄ммт,лес
690,Hügel::N,deava,узгорак
691,Hügel::N,dievvá,узгорак
692,Hügel::N,dievvá,узгорак
693,Hügel::N,čummâ,узгорак
694,Hügel::N,pä´rcc,узгорак
695,Hügel::N,teä´rmm,узгорак
696,Hügel::N,ка̄ннҌт,узгорак
697,Anhöhe::N,deava,узвышша
698,Anhöhe::N,jalladahke,узвышша
699,Anhöhe::N,dievásj,узвышша
700,Anhöhe::N,aláš,узвышша
701,Anhöhe::N,luohkká,узвышша
702,Anhöhe::N,tiävá,узвышша
703,Anhöhe::N,poorááš,узвышша
704,Anhöhe::N,ču´lpp,узвышша
705,Anhöhe::N,škâu´ŋŋ,узвышша
706,Anhöhe::N,ка̄ннҌт,узвышша
707,Berg::N,bïerje,гара
708,Berg::N,várre,гара
709,Berg::N,várri,гара
710,Berg::N,vääṛi,гара
711,Berg::N,vää´rr,гара
712,Berg::N,те̄ррьм,гара
713,Gipfel::N,dalvese,вяршыня
714,Gipfel::N,tjåhkkå,вяршыня
715,Gipfel::N,čohkka,вяршыня
716,Gipfel::N,čokke,вяршыня
717,Gipfel::N,čå´ǩǩ,вяршыня
718,Gipfel::N,ла̄ддҍв,вяршыня
719,Höhle::N,beajoe,пячора
720,Höhle::N,rájgge,пячора
721,Höhle::N,sluoggo,пячора
722,Höhle::N,biedju,пячора
723,Höhle::N,kuovđâšm,пячора
724,Höhle::N,skuõrr,пячора
725,Höhle::N,вуэӈӈк,пячора
726,Abhang::N,boelte,схіл
727,Abhang::N,brijrie,схіл
728,Abhang::N,bállte,схіл
729,Abhang::N,vielti,схіл
730,Abhang::N,luohkká,схіл
731,Abhang::N,viel'tti,схіл
732,Abhang::N,vie´ltt,схіл
733,Abhang::N,луэххк,схіл
734,Quelle::N,aajege,крыніца
735,Quelle::N,gaaltije,крыніца
736,Quelle::N,ája,крыніца
737,Quelle::N,ája,крыніца
738,Quelle::N,gáldu,крыніца
739,Quelle::N,aajâ,крыніца
740,Quelle::N,käldee,крыніца
741,Quelle::N,lädd,крыніца
742,Quelle::N,käivv,крыніца
