,Concept_ID,tr,mrj
332,Freund::N,dost,тӓнг
333,Freund::N,arkadaş,тӓнг
334,Kamerad::N,arkadaş,тос
335,Angelegenheit::N,iş,дела
336,Angelegenheit::N,iş,йела
337,Angelegenheit::N,iş,йыла
338,Angelegenheit::N,iş,пӓшӓ
339,Angelegenheit::N,husus,дела
340,Angelegenheit::N,husus,йела
341,Angelegenheit::N,husus,йыла
342,Angelegenheit::N,husus,пӓшӓ
343,Anzahl::N,sayı,шот
344,Art::N,çeşit,цӹре
345,Stück::N,tane,лаштык
346,Stück::N,parça,лаштык
347,Teil::N,kısım,пай
348,Teil::N,kısım,часть
349,Hälfte::N,yarı,пел
350,Kreis::N,daire,тӹртӹш
351,Kreuz::N,haç,крестӹ
352,Linie::N,hat,
353,Linie::N,çizgi,
354,Strich::N,çizgi,
355,Abstand::N,aralık,ло
356,Entfernung::N,mesafe,ло
357,Entfernung::N,uzaklık,ло
358,Gegend::N,yöre,вӓр
359,Platz::N,yer,вӓр
360,Ort::N,yer,вӓр
361,Seite::N,yan,öрдӹж
362,Seite::N,taraf,öрдӹж
363,Mitte::N,orta,ло
364,Mitte::N,merkez,ло
365,Gegenstand::N,şey,хӓдӹр
366,Sache::N,iş,хӓдӹр
367,Sache::N,şey,хӓдӹр
368,Rand::N,kenar,шöр
369,Kante::N,kenar,шöр
370,Ecke::N,köşe,лык
371,Spitze::N,uç,вуй
372,Spitze::N,baş,вуй
373,Ende::N,uç,вуй
374,Ende::N,uç,мычаш
375,Loch::N,oyuk,ыраж
376,Loch::N,delik,ыраж
377,Winkel::N,köşe,лык
378,Muster::N,örnek,тӹрлец
379,Größe::N,büyüklük,кӱкшӹц
380,Länge::N,uzunluk,кыт
381,Höhe::N,yükseklik,кӱкшӹц
382,Gewicht::N,ağırlık,нелӹц
383,Menge::N,miktar,шот
384,Haufen::N,küme,ара
385,Haufen::N,yığın,ара
386,Reihe::N,sıra,ряд
387,Boot::N,kayık,пыш
388,Boot::N,sandal,пыш
389,Ruder::N,kürek,вешлӓ
390,Schlitten::N,kızak,тир
391,Ski::N,kayak,ечӹ
392,Lagerfeuer::N,kamp ateşi,тыл
393,Last::N,yük,нелӹц
394,Gang::N,gidiş,ход
395,Gang::N,yürüyüş,ход
396,Schritt::N,adım,ашкыл
397,Norden::N,kuzey,йыдпелвел
398,Süden::N,güney,кечӹвӓлвел
399,Westen::N,batı,кечӹ шӹцмӹ
400,Osten::N,doğu,ирвел
401,Osten::N,doğu,кечӹ лӱлтмӹ
402,Holz::N,ağaç,пушӓнгӹ
403,Holz::N,tahta,пушӓнгӹ
404,Brett::N,tahta,ханга
405,Platte::N,levha,плитӓ
406,Stütze::N,dayak,цӓрӓк
407,Stütze::N,destek,цӓрӓк
408,Stange::N,çubuk,равы
409,Stange::N,çubuk,намаш
410,Stock::N,sopa,панды
411,Stock::N,değnek,панды
412,Stab::N,sırık,равы
413,Stab::N,baston,равы
414,Rohr::N,boru,пыч
415,Haus::N,ev,пöрт
416,Heim::N,ev,пöрт
417,Heim::N,yurt,пöрт
418,Ofen::N,soba,камака
419,Fußboden::N,taban,седӹрӓ
420,Fußboden::N,döşeme,седӹрӓ
421,Tisch::N,masa,стöл
422,Stuhl::N,iskemle,пöкен
423,Stuhl::N,sandalye,пöкен
424,Wiege::N,beşik,шипкӓ
425,Bett::N,yatak,койка
426,Bett::N,yatak,кравать
427,Regal::N,raf,полицӓ
428,Kiste::N,sandık,шӱ́ндӹк
429,Fenster::N,pencere,окня
430,Tür::N,kapı,амаса
431,Tor::N,kapı,хапка
432,Zaun::N,çit,забор
433,Dach::N,dam,левӓш
434,Dach::N,çatı,левӓш
435,Leiter::N,merdiven,ташкалтыш
436,Besen::N,süpürge,сало
437,Besen::N,süpürge,салко
438,Spaten::N,bel,кольмы
439,Schaufel::N,kürek,лоток
440,Gabel::N,çatal,ви́лка
441,Löffel::N,kaşık,савала
442,Messer::N,bıçak,кӹзӹ
443,Nagel::N,çivi,пыда
444,Netz::N,ağ,вӓпш
445,Haken::N,çengel,крӱк
446,Haken::N,çengel,кагак
447,Griff::N,kulp,кычем
448,Griff::N,tutamak,кычем
449,Schloss::N,kilit,замок
450,Schloss::N,kilit,сыравач
451,Bild::N,imaj,картин
452,Bild::N,resim,картин
453,Figur::N,şekil,кӓн
454,Figur::N,heykel,кӓн
455,Puppe::N,kukla,поханя
456,Beutel::N,kese,мешӓк
457,Beutel::N,torba,мешӓк
458,Bündel::N,deste,топ
459,Bündel::N,deste,пидӹш
460,Bündel::N,deste,кӹлдӹш
461,Tasche::N,çanta,сумкы
462,Eimer::N,kova,ведӹрӓ
463,Deckel::N,kapak,комдыш
464,Geschirr::N,kap kacak,ӓтӹ
465,Sack::N,torba,мешӓк
466,Tasse::N,fincan,цӓшкӓ
467,Topf::N,tencere,ми́ска
468,Kessel::N,kazan,пад
469,Essen::N,yemek,качкыш
470,Essen::N,yemek,качкыш-йӱш
471,Nahrung::N,gıda,качкыш
472,Nahrung::N,gıda,качкыш-йӱш
473,Nahrung::N,besin,качкыш
474,Nahrung::N,besin,качкыш-йӱш
475,Speise::N,yemek,няня
476,Fleisch::N,et,пай
477,Getreide::N,tahıl,киндӹ
478,Getreide::N,hububat,киндӹ
479,Brei::N,ezme,шӹрӓш
480,Brot::N,ekmek,сыкыр
481,Scheibe::N,dilim,ламыт
482,Scheibe::N,dilim,лаштык
483,Fett::N,yağ,кая
484,Butter::N,tereyağı,ӱ
485,Öl::N,yağ,ӱ
486,Öl::N,akar yağ,ӱ
487,Salz::N,tuz,санзал
488,Suppe::N,çorba,лем
489,Honig::N,bal,мӱ
490,Milch::N,süt,шӹшер
491,Tee::N,çay,чӓй
492,Leder::N,deri,шарга
493,Leder::N,deri,кавашты
494,Leder::N,meşin,шарга
495,Leder::N,meşin,кавашты
496,Wolle::N,yün,миж
497,Stoff::N,kumaş,матер
498,Stoff::N,kumaş,матери
499,Nadel::N,iğne,им
500,Faden::N,tire,шӹртӹ
501,Faden::N,iplik,шӹртӹ
502,Knopf::N,düğme,полдыш
503,Knoten::N,düğüm,пӱкшем
504,Farbe::N,boya,чиӓ
505,Farbe::N,boya,крӓскӓ
506,Kleidung::N,giyim,выргем
507,Hemd::N,gömlek,тыгыр
508,Kragen::N,yaka,шӱ
509,Ärmel::N,yen,шокш
510,Ärmel::N,elbise kolu,шокш
511,Hose::N,pantolon,ялаш
512,Gürtel::N,kuşak,ӹштӹ
513,Mütze::N,bere,упш
514,Mütze::N,kasket,упш
515,Schuh::N,kundura,ту́фльы
516,Schuh::N,ayakkabı,ту́фльы
517,Stiefel::N,çizme,кем
518,Ring::N,yüzük,шӓргӓш
519,Band::N,bağ,лемтӓ
520,Band::N,şerit,лемтӓ
521,Kamm::N,tarak,шерге
522,Spiegel::N,ayna,тӹгӹр
523,Riemen::N,kayış,прӓжӓ
524,Schnur::N,ip,кӓндӹра
525,Schnur::N,sicim,кӓндӹра
526,Leine::N,kayış,керем
527,Decke::N,örtü,одеял
528,Decke::N,yorgan,одеял
529,Kissen::N,yastık,кӹпцӹк
530,Tuch::N,bez,савыц
531,Handtuch::N,havlu,шӹргӹсавыц
532,Handtuch::N,havlu,шӹргӹмсавыц
533,Kraft::N,güç,ви
534,Kraft::N,kuvvet,ви
535,Stärke::N,kuvvet,ви
536,Gesundheit::N,sağlık,шу
537,Gesundheit::N,sağlık,шулык
538,Krankheit::N,hastalık,мыж
539,Schmerz::N,ağrı,карштыш
540,Schmerz::N,sancı,карштыш
541,Wunde::N,yara,шушыр
542,Fieber::N,ateş,ӱштӹмыж
543,Arznei::N,ilâç,лекӓрцӹ
544,Brücke::N,köprü,кӹвер
545,Brunnen::N,kuyu,вӹдсӹнзӓ
546,Brunnen::N,çeşme,вӹдсӹнзӓ
547,Weide::N,otlak,ныр
548,Pfad::N,patika,ялгорны
549,Pfad::N,keçiyolu,ялгорны
550,Weg::N,yol,корны
551,Straße::N,yol,корны
552,Straße::N,cadde,корны
553,Dorf::N,köy,сола
554,Stadt::N,kent,города
555,Stadt::N,şehir,города
556,Brief::N,mektup,сирмӓш
557,Buch::N,kitap,книгӓ
558,Buchstabe::N,harf,буква́
559,Zeitung::N,gazete,газет
560,Zeitung::N,gazete,кайзет
561,Leben::N,hayat,житя
562,Tod::N,ölüm,смöрт
563,Grab::N,kabir,шӹгер
564,Grab::N,kabir,мыгилӓ
565,Grab::N,kabir,шӹгерлӓ
566,Kirche::N,kilise,церкӹ
567,Sünde::N,günah,сулык
568,Gott::N,tanrı,йымы
569,Arbeiter::N,işçi,пӓшӓзӹ
570,Chef::N,şef,вуй
571,Chef::N,müdür,вуй
572,Meister::N,usta,мастар
573,Arzt::N,hekim,доктор
574,Arzt::N,doktor,доктор
575,Lehrer::N,hoca,тымдышы
576,Lehrer::N,öğretmen,тымдышы
577,Geld::N,para,окса
578,Geschäft::N,ticaret,торге́йӹмӓш
579,Laden::N,dükkân,лапка
580,Laden::N,dükkân,магазин
581,Preis::N,fiyat,ӓк
582,Ware::N,mal,товар
583,Nutzen::N,fayda,пайда
584,Reichtum::N,servet,перке
585,Reichtum::N,zenginlik,перке
586,Welt::N,dünya,сӓндӓлӹк
587,Welt::N,dünya,свет
588,Land::N,ülke,сӓндӓлӹк
589,Staat::N,devlet,кугижӓншӹ
590,König::N,kral,король
591,Macht::N,kudret,власть
592,Macht::N,iktidar,власть
593,Grenze::N,had,пӹсмӓн
594,Grenze::N,sınır,пӹсмӓн
595,Krieg::N,savaş,вырсы
596,Feind::N,düşman,тышман
597,Gewalt::N,zor,ви
598,Gewalt::N,cebir,ви
599,Kampf::N,savaş,кредӓлмӓш
600,Bogen[Waffe]::N,yay,янгеж
601,Pfeil::N,ok,пикш
602,Gewehr::N,tüfek,пичӓл
603,Fehler::N,hata,самынь
604,Fehler::N,yanlış,самынь
605,Lüge::N,yalan,шая
606,Schaden::N,zarar,вре́дӓ
607,Unglück::N,felâket,пёда
608,Unglück::N,felâket,тымаша
609,Unglück::N,talihsizlik,пёда
610,Unglück::N,talihsizlik,тымаша
611,Schuld::N,suç,вуйнамат
612,Schuld::N,kabahat,вуйнамат
613,Alter::N,yaş,иӓш
614,Alter::N,yaş,игечӹ
615,Schluss::N,son,пӹтӓртӹш
616,Zeit::N,zaman,веремӓ
617,Tag::N,gün,кечӹ
618,Morgen::N,sabah,ир
619,Morgen::N,sabah,ирок
620,Mittag::N,öğle,кечӹвӓл
621,Abend::N,akşam,вады
622,Nacht::N,gece,йыд
623,Woche::N,hafta,ӓрня
624,Monat::N,ay,тӹ́лзӹ
625,Jahr::N,yıl,год
626,Jahr::N,sene,год
627,Frühling::N,ilkbahar,шошым
628,Sommer::N,yaz,кӓнгӹж
629,Herbst::N,güz,шӹжӹ
630,Herbst::N,sonbahar,шӹжӹ
631,Winter::N,kış,тел
632,Winter::N,kış,телӹ
633,Januar::N,ocak,январ
634,Januar::N,ocak,январь
635,Februar::N,şubat,февраль
636,März::N,mart,март
637,April::N,nisan,апрель
638,Mai::N,mayıs,май
639,Juni::N,haziran,июнь
640,Juli::N,temmuz,июль
641,August::N,ağustos,август
642,September::N,eylül,сентябрь
643,Oktober::N,ekim,октябрь
644,November::N,kasım,ноябрь
645,Dezember::N,aralık,декавыр
646,Montag::N,pazartesi,шачмы
647,Dienstag::N,salı,кышкыжмы
648,Mittwoch::N,çarşamba,вӹрчегӹ
649,Donnerstag::N,perşembe,изӓрня
650,Freitag::N,cuma,когарня
651,Samstag::N,cumartesi,кукшыгечӹ
652,Sonntag::N,pazar,рушӓрня
653,groß::A,büyük,кого
654,klein::A,ufak,изи
655,klein::A,küçük,изи
656,lang::A,uzun,кужы
657,kurz::A,kısa,кӹтӹк
658,breit::A,enli,кымда
659,breit::A,geniş,кымда
660,schmal::A,dar,ӓнгӹсӹр
661,dicht::A,sık,шӹре
662,dicht::A,yoğun,шӹре
663,dick[Gegenstand]::A,kalın,кӹжгӹ
664,dick[Gegenstand]::A,iri,кӹжгӹ
665,dünn::A,ince,вӹцкӹж
666,fein::A,ince,пыльга
667,fein::A,narin,пыльга
668,fest::A,sabit,цаткыды
669,fest::A,sağlam,цаткыды
670,flach::A,düz,тӓлякӓ
671,flach::A,yassı,тӓлякӓ
672,glatt::A,düz,ягылгы
673,hart::A,katı,пингӹдӹ
674,weich::A,yumuşak,пышкыды
675,rund::A,yuvarlak,тӹртӹш
676,spitz::A,sivri,кашар
677,scharf::A,keskin,кашар
678,stumpf::A,kör,нӹшкӹ
679,schwer::A,ağır,нелӹ
680,schön::A,güzel,цевер
681,schön::A,güzel,олмыдшы
682,heiß::A,kızgın,шокшы
683,warm::A,sıcak,шокшы
684,kalt::A,soğuk,ӱштӹ
685,kühl::A,serin,юалгы
686,kühl::A,serin,йонгата
687,frisch::A,taze,йонгата
688,feucht::A,nemli,ӹлӹкшӹ
689,feucht::A,nemli,вӹдӹжгӹ
690,feucht::A,rutubetli,ӹлӹкшӹ
691,feucht::A,rutubetli,вӹдӹжгӹ
692,nass::A,yaş,начкы
693,nass::A,ıslak,начкы
694,trocken::A,kuru,кукшы
695,voll::A,dolu,темшӹ
696,voll::A,dolu,темыман
697,voll::A,dolmuş,темшӹ
698,voll::A,dolmuş,темыман
699,leer::A,boş,йӓрӓ
700,offen::A,açık,виш
701,geschlossen::A,kapalı,чӱчмӹ
702,geschlossen::A,kapalı,тӹкӹлӓлтшӹ
703,sauber::A,pak,ире
704,sauber::A,temiz,ире
705,schmutzig::A,pis,шоран
706,schmutzig::A,pis,лявӹрӓн
707,schmutzig::A,pis,шорангшы
708,schmutzig::A,kirli,шоран
709,schmutzig::A,kirli,лявӹрӓн
710,schmutzig::A,kirli,шорангшы
711,roh::A,çiğ,пеле кӱшӹ
712,reif::A,olgun,кӱшӹ
713,lecker::A,lezzetli,тотан
714,süß::A,tatlı,мӱӓн
715,süß::A,şekerli,мӱӓн
716,bitter::A,acı,качы
717,sauer::A,ekşi,шапы
718,hell::A,aydınlık,соты
719,hell::A,aydınlık,валгыды
720,dunkel::A,karanlık,пӹц
721,dunkel::A,karanlık,пӹцкемӹш
722,schwarz::A,kara,шим
723,schwarz::A,siyah,шим
724,weiß::A,ak,ош
725,weiß::A,ak,ошы
726,weiß::A,beyaz,ош
727,weiß::A,beyaz,ошы
728,rot::A,kırmızı,якшаргы
729,gelb::A,sarı,сар
730,gelb::A,sarı,сары
731,blau::A,mavi,симсӹ
732,grün::A,yeşil,ыжар
733,grau::A,boz,луды
734,bunt::A,renkli,ала
735,billig::A,ucuz,шулдаш
736,teuer::A,pahalı,шергӹ
737,teuer::A,pahalı,шергӓкӓн
738,wertvoll::A,değerli,ӓкӓн
739,blind::A,kör,слöпöй
740,blind::A,kör,сльöпöй
741,taub::A,sağır,тӱтӱк
742,kräftig::A,dinç,виӓн
743,kräftig::A,kuvvetli,виӓн
744,stark::A,güçlü,виӓн
745,stark::A,kuvvetli,виӓн
746,schwach::A,zayıf,шава
747,schwach::A,zayıf,лӹпкӓ
748,schwach::A,zayıf,слабка
749,schwach::A,güçsüz,шава
750,schwach::A,güçsüz,лӹпкӓ
751,schwach::A,güçsüz,слабка
752,fett::A,şişman,таза
753,schlank::A,narin,яштака
754,hübsch::A,güzel,сӹлнӹ
755,hübsch::A,güzel,олмыдшы
756,hübsch::A,sevimli,сӹлнӹ
757,hübsch::A,sevimli,олмыдшы
758,böse::A,kötü,шӹдӓн
759,dumm::A,aptal,окмак
