,Concept_ID,ja,sl
836,trocknen::V,乾く,sušíti se
837,sieden::V,沸く,kipéti
838,faulen::V,腐る,gníti
839,verfaulen::V,朽ちる,zgníti
840,reißen::V,切れる,tŕgati se
841,versinken::V,沈む,pogrézniti se
842,vergehen::V,経つ,miníti
843,erscheinen::V,現れる,pojáviti se
844,verschwinden::V,消える,izgíniti
845,sinken::V,下がる,péšati
846,abnehmen::V,減る,pojémati
847,zunehmen::V,増える,véčati se
848,zunehmen::V,増える,množíti se
849,steigen::V,上がる,dvígati se
850,wachsen::V,伸びる,rásti
851,glänzen::V,輝く,sijáti
852,funkeln::V,ぴかぴか光る,ískriti se
853,lärmen::V,騒ぐ,ropotáti
854,lärmen::V,騒ぐ,razgrájati
855,läuten::V,鳴る,zvoníti
856,klingeln::V,鳴る,zvončkljáti
857,klirren::V,がらんがらんと鳴る,žvenketáti
858,brausen::V,逆巻く,šuméti
859,rauschen::V,戦ぐ,šuštéti
860,rauschen::V,戦ぐ,šelestéti
861,klingen::V,鳴る,zvenéti
862,bellen::V,吠える,lájati
863,heulen::V,きゃんきゃん鳴く,zavíjati
864,blasen::V,吹く,píhniti
865,pfeifen::V,口笛を吹く,pískati
866,pfeifen::V,口笛を吹く,žvížgati
867,schreien::V,叫ぶ,kričáti
868,stöhnen::V,うめく,stókati
869,zittern::V,震える,drgetáti
870,leben::V,生きている,živéti
871,geboren werden::V,生まれる,rodíti se
872,atmen::V,呼吸する,díhati
873,trinken::V,飲む,píti
874,essen::V,食べる,jésti
875,schlucken::V,飲み込む,požírati
876,müde werden::V,眠くなる,péšati
877,müde werden::V,眠くなる,utrúditi se
878,einschlafen::V,寝付く,zaspáti
879,schlafen::V,眠る,spáti
880,aufwachen::V,目が覚める,zbudíti se
881,aufstehen::V,起きる,vstáti
882,sich erholen::V,休養する,oddahníti se
883,krank werden::V,病気になる,oboléti
884,krank sein::V,病気である,bíti bolán
885,schmerzen::V,痛む,boléti
886,husten::V,咳をする,kášljati
887,genesen::V,元気になる,okrévati
888,sterben::V,死ぬ,umréti
889,sterben::V,亡くなる,umréti
890,umkommen::V,死亡する,pogíniti
891,sich bewegen::V,移動する,zganíti se
892,sich rühren::V,動く,premakníti se
893,sich erheben::V,立ち上がる,vstájati
894,sich erheben::V,立ち上がる,vzdígniti se
895,sich setzen::V,座る,sésti
896,hinfallen::V,転ぶ,pásti dôl
897,laufen::V,歩く,hodíti
898,schreiten::V,跨ぐ,stópati
899,spazierengehen::V,散歩する,na sprehòd íti
900,eilen::V,急ぐ,drvéti
901,sich beeilen::V,焦る,hitéti
902,sausen::V,疾駆する,dírkati
903,rennen::V,走る,dírjati
904,springen::V,跳ぶ,skákati
905,klettern::V,よじ登る,plézati
906,schaukeln::V,ぶらんこに乗る,kolébati
907,kriechen::V,這う,pláziti se
908,schwimmen::V,泳ぐ,plávati
909,tauchen::V,潜る,potápljati se
910,rudern::V,漕ぐ,vesláti
911,fahren::V,行く,vozíti se
912,fahren::V,行く,peljáti se
913,fahren::V,乗車する,vozíti se
914,fahren::V,乗車する,peljáti se
915,fliegen::V,飛ぶ,létati
916,gehen::V,行く,íti
917,weggehen::V,立ち去る,odíti
918,abfahren::V,出発する,odpeljáti se
919,anhalten::V,止まる,ustáviti se
920,hineingehen::V,入る,íti nóter
921,eintreten::V,中に入る,vstopíti
922,kommen::V,来る,príti
923,ankommen::V,着く,prispéti
924,ankommen::V,着く,prihájati
925,ankommen::V,到着する,prispéti
926,ankommen::V,到着する,prihájati
927,zurückkommen::V,帰る,vrníti se
928,bleiben::V,留まる,ostáti
929,warten::V,待つ,čákati
930,erwarten::V,期待する,pričakováti
931,suchen::V,探る,iskáti
932,finden::V,見つける,nájti
933,versuchen::V,試す,poskúšati
934,vorbereiten::V,準備する,pripráviti
935,lieben::V,愛する,ljubíti
936,mögen::V,好きである,márati
937,lachen::V,笑う,smejáti se
938,rühren::V,感情を動かす,ganíti
939,weinen::V,泣く,jókati
940,weinen::V,泣く,plákati
941,schimpfen::V,叱る,psováti
942,schimpfen::V,叱る,zmérjati
943,sich ärgern::V,怒る,jezíti se
944,sich ärgern::V,腹を立てる,jezíti se
945,sich fürchten::V,怖がる,báti se
946,fürchten::V,恐れる,báti se
947,fliehen::V,逃げる,bežáti
948,flüchten::V,逃亡する,pobégniti
949,sehen::V,見る,vídeti
950,anschauen::V,眺める,oglédati
951,ansehen::V,見る,glédati
952,hören::V,聞く,slíšati
953,zuhören::V,聴く,poslúšati
954,probieren::V,食べてみる,poskúšati
955,riechen::V,気取る,dúhati
956,fühlen::V,感じる,čutíti
957,scheinen::V,ように見える,zdéti se
958,zu sehen sein::V,見える,vídeti se
959,vernehmen::V,承る,čúti
960,frieren::V,寒気がする,zébsti
961,tun::V,する,délati
962,können::V,出来る,môči
963,wollen::V,-たい,hotéti
964,anfangen::V,始める,začéti
965,beenden::V,終える,dokončáti
966,aufhören::V,止める,prenéhati
967,gelingen::V,成功する,uspéti
968,gelingen::V,成功する,posréčiti se
969,geraten::V,当たる,obnêsti se
970,öffnen::V,開く,odpréti
971,öffnen::V,開ける,odpréti
972,schließen::V,閉める,zapréti
973,stellen::V,置く,postáviti
974,stellen::V,据える,postáviti
975,setzen::V,座らせる,posadíti
976,legen::V,置く,položíti
977,berühren::V,触る,dotíkati se
978,berühren::V,触れる,dotíkati se
979,verbinden::V,結びつける,obvézati
980,bedecken::V,覆う,pokríti
981,aufhängen::V,掛ける,obésiti
982,anzünden::V,燃やす,zažgáti
983,anzünden::V,火をつける,zažgáti
984,aufheben::V,拾う,vzdígniti
985,zurücklassen::V,残す,zapustíti
986,verlieren::V,無くす,izgubíti
987,fallen lassen::V,落とす,navréči
988,machen::V,作る,naredíti
989,machen::V,作る,napráviti
990,herstellen::V,製造する,izdélati
991,bauen::V,建設する,gradíti
992,reparieren::V,直す,popráviti
993,reparieren::V,修理する,popráviti
994,verbessern::V,改良する,izbóljšati
995,ändern::V,変える,spremeníti
996,graben::V,掘る,kopáti
997,graben::V,掘る,grêbsti
998,beugen::V,折る,upogníti
999,biegen::V,曲げる,zavíjati
1000,drehen::V,回す,vrtéti
1001,wenden::V,裏返す,obrníti
1002,umdrehen::V,裏返す,zasúkati
1003,heben::V,挙げる,dvígati
1004,hochheben::V,持ち上げる,privzdígniti
1005,ergreifen::V,取り上げる,zgrábiti
1006,halten::V,持つ,držáti
1007,drücken::V,押す,tiščáti
1008,schieben::V,ずらす,ríniti
1009,kratzen::V,引っ掻く,práskati
1010,lecken::V,なめる,lízati
1011,beißen::V,噛む,grísti
1012,abreißen::V,剝ぎ取る,odtŕgati
1013,abschneiden::V,切り取る,odrézati
1014,binden::V,縛る,vézati
1015,stecken::V,差し込む,vtakníti
1016,brechen::V,破る,lomíti
1017,klopfen::V,とんとん叩く,tólči
1018,hauen::V,叩く,séči
1019,kleben::V,貼る,lépiti
1020,kleben::V,くっ付ける,lépiti
1021,reiben::V,擦る,tréti
1022,reiben::V,擦る,dŕgniti
1023,streichen::V,塗る,namázati
1024,schleifen::V,研ぐ,brúsiti
1025,schneiden::V,切る,rézati
1026,rütteln::V,揺さぶる,strésti
1027,schütteln::V,振る,majáti
1028,schütteln::V,揺さぶる,majáti
1029,schwenken::V,振る,obrníti
1030,schütten::V,注ぐ,sípati
1031,füllen::V,いっぱいにする,napolníti
1032,einwickeln::V,包む,zavíti
1033,tragen::V,運ぶ,nêsti
1034,schleppen::V,引きずる,vláčiti
1035,ziehen::V,引く,vléči
1036,aufbewahren::V,預かる,shranjeváti
1037,werfen::V,投げる,lúčati
1038,fangen::V,受ける,ujéti
1039,packen::V,掴む,prijéti
1040,verstecken::V,隠す,skríti
1041,teilen::V,分ける,razdelíti
1042,schicken::V,送る,pošíljati
1043,bringen::V,持って行く,prinêsti
1044,hinzufügen::V,加える,pristáviti
1045,bekommen::V,得る,dobíti
1046,erhalten::V,受ける,prejéti
1047,nehmen::V,取る,vzéti
1048,wählen::V,選ぶ,izbírati
1049,auswählen::V,選ぶ,izbráti
1050,bewahren::V,保存する,ohraníti
1051,behindern::V,妨害する,ovírati
1052,verderben::V,台無しにする,pokváriti
1053,beschädigen::V,損傷する,poškodováti
1054,zerbrechen::V,割る,razlomíti
1055,zerreißen::V,引き裂く,raztŕgati
1056,zerstören::V,破壊する,razrúšiti
1057,verbrennen::V,焼く,sežgáti
1058,geben::V,上げる,dáti
1059,reichen::V,渡す,séči
1060,reichen::V,渡す,molíti
1061,schenken::V,贈る,podáriti
1062,versprechen::V,約束する,obljubíti
1063,wünschen::V,望む,vóščiti
1064,loben::V,褒める,hváliti
1065,küssen::V,キスする,poljubováti
1066,wiegen::V,揺する,zíbati
1067,zudecken::V,覆う,pokríti
1068,wecken::V,起こす,zbudíti
1069,zeigen::V,見せる,pokázati
1070,führen::V,案内する,vêsti
1071,lehren::V,教える,učíti
1072,unterrichten::V,通知する,poučeváti
1073,aufziehen::V,育てる,vzgojíti
1074,leiten::V,導く,uprávljati
1075,antreiben::V,励ます,goníti
1076,lassen::V,～させる,povzročíti
1077,einladen::V,誘う,povábiti
1078,einladen::V,招待する,povábiti
1079,vereinigen::V,一つにする,zdrúžiti
1080,besuchen::V,訪ねる,obiskáti
1081,treffen::V,出会う,pogodíti
1082,sich versammeln::V,集まる,zbráti se
1083,spielen::V,遊ぶ,igráti se
1084,singen::V,歌う,péti
1085,tanzen::V,踊る,plésati
1086,sich trennen::V,別れる,ločíti se
1087,verlassen::V,別れる,zapustíti
1088,retten::V,救う,réšiti
1089,retten::V,助ける,réšiti
1090,bewachen::V,見張る,strážiti
1091,bewachen::V,軽微する,strážiti
1092,schützen::V,保護する,sčítiti
1093,verteidigen::V,守る,braníti
1094,sich schlagen::V,殴る,têpsti se
1095,schießen::V,撃つ,stréljati
1096,siegen::V,勝つ,zmágati
1097,ärgern::V,怒らせる,jezíti
1098,ärgern::V,怒らせる,razbúriti
1099,schlagen::V,殴る,têpsti
1100,schlagen::V,殴る,udáriti
1101,treten::V,蹴る,teptáti
1102,stechen::V,突く,ubôsti
1103,stoßen::V,突く,peháti
1104,stoßen::V,突く,drégniti
1105,stehlen::V,盗る,ukrásti
1106,stehlen::V,盗る,pokrásti
1107,stören::V,構う,motíti
1108,belästigen::V,邪魔する,nadlegováti
1109,verbergen::V,隠す,skríti
1110,täuschen::V,だます,slepíti
1111,betrügen::V,だます,várati
1112,betrügen::V,だます,ogoljufáti
1113,töten::V,殺す,ubíti
1114,wohnen::V,住む,prebívati
1115,arbeiten::V,働く,délati
1116,sammeln::V,集める,zbráti
1117,sammeln::V,収集する,zbráti
1118,pflücken::V,摘む,obráti
1119,jagen::V,狩りをする,lovíti
1120,fischen::V,釣る,ribáriti
1121,fassen::V,捕る,zajéti
1122,hüten::V,放牧する,pásti
1123,treiben::V,追う,pogánjati
1124,anbinden::V,繋ぐ,privézati
1125,füttern::V,餌をやる,kŕmiti
1126,melken::V,搾乳する,mólsti
1127,hacken::V,刻む,sékati
1128,gießen::V,水をやる,ulíti
1129,reifen::V,熟す,zoréti
1130,zubereiten::V,調理する,pripráviti
1131,kochen::V,煮る,kúhati
1132,backen::V,焼く,cvréti
1133,braten::V,焼く,pêči
1134,braten::V,炒める,pêči
1135,umrühren::V,混ぜる,preméšati
1136,stricken::V,編む,plêsti
1137,nähen::V,縫う,šívati
1138,färben::V,染める,bárvati
1139,reinigen::V,掃除する,očístiti
1140,waschen::V,洗う,opráti
1141,waschen::V,洗濯する,opráti
1142,abwischen::V,拭く,obrísati
1143,spülen::V,洗う,splakováti
1144,spülen::V,すすぐ,splakováti
1145,fegen::V,掃除する,pométati
1146,kehren::V,掃く,mésti
1147,baden::V,入浴する,kópati se
1148,sich waschen::V,洗う,umíti se
1149,ausziehen::V,脱ぐ,izvléči
1150,anziehen::V,着る,obléči
1151,sich anziehen::V,着る,obléči se
1152,kämmen::V,梳く,česáti
1153,schmücken::V,飾る,okrasíti
1154,sagen::V,言う,dejáti
1155,sprechen::V,話す,govoríti
1156,reden::V,話す,rêči
1157,sich unterhalten::V,話をする,razgovárjati se
1158,fragen::V,聞く,vprášati
1159,bitten::V,頼む,prosíti
1160,bitten::V,お願いする,prosíti
1161,erzählen::V,物語る,práviti
1162,mitteilen::V,伝える,naznániti
1163,nennen::V,名づける,imenováti
1164,rufen::V,呼ぶ,klícati
1165,prahlen::V,自慢する,baháti se
1166,übersetzen::V,訳す,prevêsti
1167,denken::V,考える,mísliti
1168,glauben::V,信じる,verjéti
1169,bemerken::V,気が付く,opáziti
1170,erkennen::V,認識する,spoznáti
1171,begreifen::V,分かる,pôjmiti
1172,verstehen::V,聞き取る,razuméti
1173,lernen::V,学ぶ,učíti se
1174,lernen::V,勉強する,učíti se
1175,wissen::V,知っている,znáti
1176,wissen::V,知っている,védeti
1177,sich erinnern an::V,思い出す,spómniti se
1178,vergessen::V,忘れる,pozábiti
1179,messen::V,計る,mériti
1180,messen::V,測定する,mériti
1181,zählen::V,数える,štéti
1182,rechnen::V,計算する,račúnati
1183,lesen::V,読む,bráti
1184,lesen::V,読む,čítati
1185,malen::V,描く,slíkati
1186,zeichnen::V,写生する,rísati
1187,schreiben::V,書く,písati
1188,besitzen::V,所持する,iméti
1189,kaufen::V,買う,kupíti
1190,verkaufen::V,売る,prodáti
1191,bezahlen::V,払う,pláčati
1192,zahlen::V,支払う,plačeváti
1193,beherrschen::V,支配する,obvládati
1194,ertragen::V,耐える,prenêsti
