,Concept_ID,cy,is
377,Westen::N,gorllewin,vestur
378,Osten::N,dwyrain,austur
379,Holz::N,pren,viður
380,Brett::N,bwrdd,fjöl
381,Brett::N,astell,fjöl
382,Platte::N,llech,flötur
383,Stütze::N,ateg,stoð
384,Stütze::N,cynhalydd,stoð
385,Stange::N,polyn,stöng
386,Stock::N,ffon,prik
387,Stock::N,ffon,stafur
388,Stock::N,brigyn,prik
389,Stock::N,brigyn,stafur
390,Stab::N,ffon,prik
391,Stab::N,ffon,stafur
392,Rohr::N,pibell,rör
393,Rohr::N,pibell,pípa
394,Haus::N,tŷ,hús
395,Heim::N,cartref,heimili
396,Ofen::N,stof,ofn
397,Fußboden::N,llawr,gólf
398,Tisch::N,bwrdd,borð
399,Stuhl::N,cadair,stóll
400,Wiege::N,crud,vagga
401,Bett::N,gwely,rúm
402,Bett::N,gwely,hvíla
403,Regal::N,silff,hilla
404,Kiste::N,bocs,kassi
405,Kiste::N,blwch,kassi
406,Fenster::N,ffenestr,gluggi
407,Tür::N,drws,dyr
408,Tür::N,drws,hurð
409,Tor::N,porth,hlið
410,Zaun::N,ffens,girðing
411,Zaun::N,ffens,limgarður
412,Dach::N,to,þak
413,Leiter::N,ysgol,stigi
414,Besen::N,ysgub,sópur
415,Spaten::N,rhaw,spaði
416,Schaufel::N,rhaw,skófla
417,Gabel::N,fforc,gaffall
418,Löffel::N,llwy,skeið
419,Messer::N,cyllell,hnífur
420,Nagel::N,hoel,nögl
421,Netz::N,gwe,net
422,Netz::N,rhwyd,net
423,Haken::N,bach,krókur
424,Griff::N,carn,tak
425,Schloss::N,clo,lás
426,Bild::N,llun,mynd
427,Bild::N,pictiwr,mynd
428,Figur::N,ffigur,stytta
429,Puppe::N,dol,brúða
430,Beutel::N,cwd,poki
431,Beutel::N,cwd,baggi
432,Bündel::N,bwndel,böggull
433,Bündel::N,coflaid,böggull
434,Tasche::N,cod,veski
435,Eimer::N,bwced,fata
436,Eimer::N,cunnog,fata
437,Deckel::N,caead,lok
438,Geschirr::N,llestri,leirtau
439,Sack::N,sach,sekkur
440,Tasse::N,cwpan,bolli
441,Topf::N,pot,pottur
442,Topf::N,crochan,pottur
443,Kessel::N,tegell,ketill
444,Essen::N,pryd o fwyd,matur
445,Nahrung::N,bwyd,fæða
446,Speise::N,saig,réttur
447,Speise::N,saig,matarréttur
448,Fleisch::N,cig,kjöt
449,Getreide::N,ŷd,korn
450,Getreide::N,llafur,korn
451,Brei::N,uwd,grautur
452,Brot::N,bara,brauð
453,Scheibe::N,tafell,sneið
454,Fett::N,saim,fita
455,Fett::N,braster,fita
456,Butter::N,ymenyn,smjör
457,Öl::N,olew,olía
458,Salz::N,halen,salt
459,Suppe::N,cawl,súpa
460,Honig::N,mêl,hunang
461,Milch::N,llaeth,mjólk
462,Milch::N,llefrith,mjólk
463,Tee::N,te,te
464,Leder::N,lledr,skinn
465,Wolle::N,gwlân,ull
466,Stoff::N,lliain,dúkur
467,Stoff::N,brethyn,dúkur
468,Nadel::N,nodwydd,nál
469,Faden::N,edau,þráður
470,Faden::N,edefyn,þráður
471,Knopf::N,botwm,tala
472,Knopf::N,botwm,hnappur
473,Knoten::N,cwlwm,hnútur
474,Farbe::N,paent,málning
475,Kleidung::N,dillad,búningur
476,Kleidung::N,dillad,klæðnaður
477,Kleidung::N,gwisgoedd,búningur
478,Kleidung::N,gwisgoedd,klæðnaður
479,Hemd::N,crys,skyrta
480,Kragen::N,coler,kragi
481,Kragen::N,coler,flibbi
482,Ärmel::N,llawes,ermi
483,Hose::N,trowsus,buxur
484,Gürtel::N,gwregys,belti
485,Mütze::N,cap,húfa
486,Schuh::N,esgid,skór
487,Stiefel::N,botasen,stígvél
488,Ring::N,modrwy,hringur
489,Band::N,rhuban,band
490,Kamm::N,crib,greiða
491,Spiegel::N,drych,spegill
492,Riemen::N,strap,ól
493,Riemen::N,strap,reim
494,Schnur::N,llinyn,snúra
495,Leine::N,tennyn,band
496,Decke::N,blanced,teppi
497,Decke::N,gwrthban,teppi
498,Kissen::N,clustog,koddi
499,Kissen::N,gobennydd,koddi
500,Tuch::N,sgarff,klútur
501,Handtuch::N,tywel,þurrka
502,Handtuch::N,tywel,handklæði
503,Handtuch::N,lliain sychu,þurrka
504,Handtuch::N,lliain sychu,handklæði
505,Kraft::N,grym,afl
506,Kraft::N,grym,kraftur
507,Stärke::N,nerth,styrkur
508,Stärke::N,cryfder,styrkur
509,Gesundheit::N,iechyd,heilsa
510,Gesundheit::N,iechyd,heilbrigði
511,Krankheit::N,afiechyd,sjúkdómur
512,Krankheit::N,anhwylder,sjúkdómur
513,Schmerz::N,poen,sársauki
514,Schmerz::N,gwayw,sársauki
515,Wunde::N,clwyf,sár
516,Fieber::N,twymyn,hitasótt
517,Arznei::N,meddyginiaeth,lyf
518,Brücke::N,pont,brú
519,Brunnen::N,ffynnon,brunnur
520,Weide::N,porfa,hagi
521,Pfad::N,llwybr,stígur
522,Weg::N,ffordd,vegur
523,Straße::N,heol,gata
524,Straße::N,heol,stræti
525,Straße::N,ffordd,gata
526,Straße::N,ffordd,stræti
527,Dorf::N,pentref,þorp
528,Stadt::N,tref,borg
529,Brief::N,llythyr,bréf
530,Buch::N,llyfr,bók
531,Buchstabe::N,llythyren,bókstafur
532,Zeitung::N,papur newydd,dagblað
533,Leben::N,bywyd,líf
534,Tod::N,marwolaeth,dauði
535,Grab::N,bedd,gröf
536,Kirche::N,eglwys,kirkja
537,Sünde::N,pechod,synd
538,Gott::N,duw,guð
539,Arbeiter::N,gweithiwr,verkamaður
540,Chef::N,pennaeth,yfirmaður
541,Meister::N,meistr,meistari
542,Arzt::N,meddyg,læknir
543,Lehrer::N,athro,kennari
544,Geld::N,pres,peningar
545,Geld::N,arian,peningar
546,Geschäft::N,busnes,viðskipti
547,Laden::N,siop,búð
548,Laden::N,siop,verslun
549,Preis::N,pris,verð
550,Ware::N,nwydd,vara
551,Nutzen::N,elw,gagn
552,Nutzen::N,budd,gagn
553,Reichtum::N,cyfoeth,auður
554,Welt::N,byd,veröld
555,Land::N,gwlad,land
556,Staat::N,gwladwriaeth,ríki
557,König::N,brenin,konungur
558,Macht::N,grym,vald
559,Macht::N,awdurdod,vald
560,Grenze::N,ffin,landamæri
561,Grenze::N,goror,landamæri
562,Krieg::N,rhyfel,stríð
563,Feind::N,gelyn,fjandmaður
564,Gewalt::N,ffyrnigrwydd,ofbeldi
565,Kampf::N,brwydr,bardagi
566,Bogen[Waffe]::N,bwa,bogi
567,Pfeil::N,saeth,ör
568,Gewehr::N,dryll,byssa
569,Fehler::N,gwall,villa
570,Fehler::N,camgymeriad,villa
571,Lüge::N,celwydd,lygi
572,Lüge::N,anwiredd,lygi
573,Schaden::N,niwed,skemmd
574,Schaden::N,difrod,skemmd
575,Unglück::N,anffawd,óhamingja
576,Schuld::N,bai,sök
577,Alter::N,oed,aldur
578,Schluss::N,diwedd,lok
579,Schluss::N,diwedd,endir
580,Zeit::N,amser,tími
581,Tag::N,dydd,dagur
582,Tag::N,diwrnod,dagur
583,Morgen::N,bore,morgunn
584,Mittag::N,nawn,hádegi
585,Abend::N,noswaith,kvöld
586,Nacht::N,nos,nótt
587,Woche::N,wythnos,vika
588,Monat::N,mis,mánuður
589,Jahr::N,blwyddyn,ár
590,Frühling::N,gwanwyn,vor
591,Sommer::N,haf,sumar
592,Herbst::N,hydref,haust
593,Winter::N,gaeaf,vetur
594,Januar::N,Ionawr,janúar
595,Februar::N,Chwefror,február
596,März::N,Mawrth,mars
597,April::N,Ebrill,apríl
598,Mai::N,Mai,maí
599,Juni::N,Mehefin,júní
600,Juli::N,Gorffennaf,júlí
601,August::N,Awst,ágúst
602,September::N,Medi,september
603,Oktober::N,Hydref,október
604,November::N,Tachwedd,nóvember
605,Dezember::N,Rhagfyr,desember
606,Montag::N,dydd Llun,mánudagur
607,Dienstag::N,dydd Mawrth,þriðjudagur
608,Mittwoch::N,dydd Mercher,miðvikudagur
609,Donnerstag::N,dydd Iau,fimmtudagur
610,Freitag::N,dydd Gwener,föstudagur
611,Samstag::N,dydd Sadwrn,laugardagur
612,Sonntag::N,dydd Sul,sunnudagur
613,groß::A,mawr,stór
614,klein::A,bach,lítill
615,lang::A,hir,langur
616,kurz::A,byr,stuttur
617,kurz::A,cwta,stuttur
618,breit::A,llydan,breiður
619,schmal::A,cul,mjór
620,dicht::A,dwys,þéttur
621,dick[Gegenstand]::A,trwchus,þykkur
622,dünn::A,tenau,þunnur
623,fein::A,main,fíngerður
624,fest::A,cadarn,fastur
625,flach::A,gwastad,flatur
626,glatt::A,llyfn,háll
627,glatt::A,llyfn,sléttur
628,hart::A,caled,harður
629,weich::A,meddal,mjúkur
630,rund::A,crwn,kringlóttur
631,spitz::A,pigfain,oddhvass
632,scharf::A,miniog,beittur
633,stumpf::A,pŵl,bitlaus
634,schwer::A,trwm,þungur
635,schön::A,teg,fagur
636,schön::A,teg,fallegur
637,schön::A,hardd,fagur
638,schön::A,hardd,fallegur
639,schön::A,prydferth,fagur
640,schön::A,prydferth,fallegur
641,heiß::A,poeth,heitur
642,warm::A,twym,hlýr
643,warm::A,twym,heitur
644,warm::A,cynnes,hlýr
645,warm::A,cynnes,heitur
646,kalt::A,oer,kaldur
647,kühl::A,oeraidd,svalur
648,frisch::A,iach,frískur
649,feucht::A,llaith,rakur
650,feucht::A,llaith,þvalur
651,nass::A,gwlyb,votur
652,nass::A,gwlyb,blautur
653,trocken::A,sych,þurr
654,voll::A,llawn,fullur
655,leer::A,gwag,tómur
656,offen::A,agored,opinn
657,geschlossen::A,caead,lokaður
658,geschlossen::A,caeëdig,lokaður
659,sauber::A,glân,þrifinn
660,schmutzig::A,budr,óhreinn
661,schmutzig::A,budr,sóðalegur
662,schmutzig::A,brwnt,óhreinn
663,schmutzig::A,brwnt,sóðalegur
664,roh::A,amrwd,hrár
665,reif::A,aeddfed,þroskaður
666,lecker::A,blasus,ljúffengur
667,lecker::A,danteithiol,ljúffengur
668,süß::A,melys,sætur
669,bitter::A,chwerw,beiskur
670,sauer::A,sur,súr
671,hell::A,disglair,bjartur
672,dunkel::A,tywyll,dimmur
673,schwarz::A,du,svartur
674,weiß::A,gwyn,hvítur
675,rot::A,coch,rauður
676,gelb::A,melyn,gulur
677,blau::A,glas,blár
678,grün::A,gwyrdd,grænn
679,grau::A,llwyd,grár
680,bunt::A,lliwgar,marglitur
681,billig::A,rhad,ódýr
682,teuer::A,drud,dýr
683,wertvoll::A,gwerthfawr,verðmætur
684,blind::A,dall,blindur
685,taub::A,byddar,heyrnarlaus
686,kräftig::A,nerthol,öflugur
687,kräftig::A,grymus,öflugur
688,stark::A,cryf,sterkur
689,stark::A,cadarn,sterkur
690,schwach::A,gwan,veill
691,fett::A,tew,feitur
692,schlank::A,main,grannur
693,schlank::A,main,spengilegur
694,hübsch::A,tlws,snotur
695,hübsch::A,tlws,laglegur
696,böse::A,drwg,illur
697,böse::A,drwg,vondur
698,dumm::A,twp,heimskur
699,faul::A,diog,latur
700,fleißig::A,dyfal,iðinn
701,geizig::A,crintach,nískur
702,geizig::A,cybyddlyd,nískur
703,klug::A,deallus,hygginn
704,geschickt::A,medrus,fimur
705,geschickt::A,medrus,laginn
706,geschickt::A,deheuig,fimur
707,geschickt::A,deheuig,laginn
708,lieb::A,hoff,kær
709,lieb::A,hoff,ljúfur
710,lieb::A,annwyl,kær
711,lieb::A,annwyl,ljúfur
712,lustig::A,llon,kátur
713,sanft::A,mwyn,blíður
714,hungrig::A,newynog,soltinn
715,hungrig::A,newynog,hungraður
716,krank::A,sâl,sjúkur
717,krank::A,gwael,sjúkur
718,nackt::A,noeth,nakinn
719,traurig::A,trist,dapur
720,traurig::A,trist,hryggur
721,lebendig::A,yn fyw,lifandi
722,gut::A,da,góður
723,schlecht::A,drwg,slæmur
724,schlecht::A,drwg,lélegur
725,schlecht::A,gwael,slæmur
726,schlecht::A,gwael,lélegur
727,richtig::A,cywir,réttur
728,schlimm::A,enbyd,slæmur
729,wahr::A,gwir,sannur
730,alt::A,hen,gamall
731,neu::A,newydd,nýr
732,ehemalig::A,blaenorol,fyrrverandi
733,alt[Lebewesen]::A,oedrannus,gamall
734,jung::A,ifanc,ungur
735,arm::A,tlawd,vesall
736,arm::A,tlawd,fátækur
737,reich::A,cyfoethog,ríkur
738,reich::A,cyfoethog,auðugur
739,bekannt::A,cynefin,kunnugur
740,bekannt::A,cyfarwydd,kunnugur
741,berühmt::A,enwog,frægur
742,fremd::A,estron,framandi
743,fremd::A,estron,ókunnugur
744,verschieden::A,gwahanol,ýmis
745,nah::A,agos,nálægur
746,fern::A,pell,fjarri
747,fern::A,pell,fjarlægur
748,linker::A,aswy,vinstri
749,linker::A,chwith,vinstri
750,rechter::A,de,hægri
751,rechter::A,deau,hægri
752,anderer::A,arall,annar
753,erster::A,cyntaf,fyrsti
754,zweiter::A,ail,annar
755,dritter::A,trydydd,þriðji
756,letzter::A,olaf,síðasti
757,allein::ADV,unig,einn
758,allein::ADV,unig,aleinn
759,allein::ADV,ar ei ben ei hun,einn
760,allein::ADV,ar ei ben ei hun,aleinn
761,auf einmal::ADV,ar yr un pryd,allt í einu
762,zusammen::ADV,ynghyd,saman
763,zusammen::ADV,gyda'i gilydd,saman
764,lange::ADV,amser hir,lengi
765,plötzlich::ADV,yn sydyn,skyndilega
766,sofort::ADV,ar unwaith,strax
767,sofort::ADV,ar unwaith,þegar í stað
768,später::ADV,yn ddiweddarach,seinna
769,jetzt::ADV,yn awr,nú
770,jetzt::ADV,yn awr,núna
771,heute::ADV,heddiw,í dag
772,morgen::ADV,yfory,á morgun
773,bald::ADV,yn fuan,brátt
774,bald::ADV,yn fuan,bráðum
775,bald::ADV,gyda hyn,brátt
776,bald::ADV,gyda hyn,bráðum
777,dann::ADV,yna,svo
778,dann::ADV,yna,síðan
779,dann::ADV,y pryd hwnnw,svo
780,dann::ADV,y pryd hwnnw,síðan
781,gestern::ADV,ddoe,í gær
782,einst::ADV,gynt,forðum
783,damals::ADV,ar y pryd,þá
784,damals::ADV,ar y pryd,á þeim tímum
785,damals::ADV,bryd hynny,þá
786,damals::ADV,bryd hynny,á þeim tímum
787,danach::ADV,wedyn,á eftir því
788,vorher::ADV,o'r blaen,áður
789,zuerst::ADV,yn gyntaf,fyrst
790,einmal::ADV,unwaith,einu sinni
791,manchmal::ADV,weithiau,stundum
792,manchmal::ADV,ar brydiau,stundum
793,oft::ADV,yn aml,oft
794,oft::ADV,yn fynych,oft
795,immer::ADV,bob amser,alltaf
796,immer::ADV,bob amser,sífellt
797,niemals::ADV,ni ... byth,aldrei
798,niemals::ADV,ni ... erioed,aldrei
799,hier::ADV,yma,hér
800,hierhin::ADV,hyd yma,hingað
801,von hier::ADV,oddi yma,héðan
802,dort::ADV,acw,þar
