,Concept_ID,ab,fr
749,nah::A,ааигəа,lié
750,nah::A,ааигəа,proche
751,fern::A,ахара,éloigné
752,fern::A,ахара,lointain
753,linker::A,арма,gauche
754,rechter::A,арҕьа,droit
755,anderer::A,даҽа,autre
756,anderer::A,даҽакы,autre
757,erster::A,актәи,premier
758,zweiter::A,аҩбатəи,second
759,zweiter::A,аҩбатəи,deuxième
760,dritter::A,ахҕатәи,troisième
761,letzter::A,аҵыхəтəантəи,dernier
762,allein::ADV,мацара,seul
763,auf einmal::ADV,зныкала,à la fois
764,auf einmal::ADV,зныкҟьара,à la fois
765,zusammen::ADV,аиц...,ensemble
766,lange::ADV,акыраамҭа,longtemps
767,plötzlich::ADV,иаалырҟьаны,tout à coup
768,sofort::ADV,иаразнакҵәҟьа,immédiatement
769,später::ADV,уажəшьҭаншəа,plus tard
770,jetzt::ADV,уажәы,maintenant
771,heute::ADV,иахьа,aujourd'hui
772,morgen::ADV,уаҵәы,demain
773,bald::ADV,иласны,bientôt
774,dann::ADV,нас,puis
775,dann::ADV,нас,ensuite
776,gestern::ADV,иацы,hier
777,einst::ADV,зны,jadis
778,einst::ADV,зны,autrefois
779,damals::ADV,усҟан,alors
780,damals::ADV,усҟан,à l'époque
781,danach::ADV,нас,après
782,danach::ADV,нас,ensuite
783,vorher::ADV,уаанӡа,auparavant
784,zuerst::ADV,азнаказы,d'abord
785,zuerst::ADV,азнаказы,premièrement
786,zuerst::ADV,аҧхьа,d'abord
787,zuerst::ADV,аҧхьа,premièrement
788,einmal::ADV,зны,une fois
789,manchmal::ADV,зны-зынла,parfois
790,manchmal::ADV,зны-зынла,quelquefois
791,oft::ADV,лассы-лассы,souvent
792,immer::ADV,енагь,toujours
793,immer::ADV,еснагь,toujours
794,niemals::ADV,ианакəызаалак,ne ... jamais
795,hier::ADV,ара,ici
796,hier::ADV,абра,ici
797,hier::ADV,араҟа,ici
798,hierhin::ADV,ара,par ici
799,hierhin::ADV,араҟа,par ici
800,von hier::ADV,арантә,d'ici
801,dort::ADV,уа,là
802,dort::ADV,уа,là-bas
803,dorthin::ADV,уахь,y
804,dorthin::ADV,уахь,par là
805,dorthin::ADV,анахь,y
806,dorthin::ADV,анахь,par là
807,geradeaus::ADV,ишиашоу,tout droit
808,vorwärts::ADV,ҕхьаҟа,en avant
809,rückwärts::ADV,шьҭахьла,en arrière
810,zurück::ADV,шьҭахьҟа,de retour
811,unten::ADV,лбаа,en bas
812,unten::ADV,лбаа,au-dessous
813,hinab::ADV,алада,en bas
814,hinab::ADV,алада,vers le bas
815,oben::ADV,хыхь,dessus
816,oben::ADV,хыхь,en haut
817,hinauf::ADV,аҩада,en haut
818,hinauf::ADV,аҩада,vers le haut
819,überall::ADV,зегьынцьара,partout
820,nicht::ADV,-м,ne ... pas
821,ein wenig::ADV,ҕыҭк,un peu
822,kaum::ADV,аарлаҳәа,à peine
823,kaum::ADV,афергьҳәа,à peine
824,sehr::ADV,даара,très
825,so::ADV,ас,si
826,so::ADV,ас,ainsi
827,so::ADV,абас,si
828,so::ADV,абас,ainsi
829,noch::ADV,макьана,encore
830,nur::ADV,заҵәык,seulement
831,nur::ADV,заҵәык,ne ... que
832,schon::ADV,уажәшьҭа,déjà
833,schon::ADV,аиҳа ипоу,déjà
834,wieder::ADV,ҿыц,de nouveau
835,wieder::ADV,дырҩегь,de nouveau
836,wieder::ADV,дырҩегьых,de nouveau
837,vergebens::ADV,баша,en vain
838,vor::PRP,аҕхьа,devant
839,hinter::PRP,нхыҵ,derrière
840,unter::PRP,амҵа,sous
841,unter::PRP,амҵа,au-dessous de
842,unter::PRP,амҵан,sous
843,unter::PRP,амҵан,au-dessous de
844,neben::PRP,ааигуара,à côté de
845,zwischen::PRP,абжьара,entre
846,wegen::PRP,-иззы,à cause de
847,wegen::PRP,-ҟнытә,à cause de
848,dies::PRN,ари,ceci
849,dies::PRN,абри,ceci
850,das::PRN,Абни,ce
851,das::PRN,Абни,cela
852,das::PRN,убри,ce
853,das::PRN,убри,cela
854,alles::PRN,зегьы,tout
855,ich::PRN,са,je
856,ich::PRN,са,moi
857,ich::PRN,сара,je
858,ich::PRN,сара,moi
859,du::PRN,бара,tu
860,du::PRN,бара,toi
861,er::PRN,иара,il
862,er::PRN,иара,lui
863,wir::PRN,ҳара,nous
864,ihr::PRN,шәара,vous
865,sie::PRN,дара,ils
866,sie::PRN,дара,elles
867,wer::FPRN,дарбан,qui
868,wo::FADV,иабыкуу,où
869,wo::FADV,аба-,où
870,wo::FADV,ахь-,où
871,wohin::FADV,иабыкуу,où
872,wohin::FADV,аба-,où
873,wohin::FADV,ахь-,où
874,wie::FADV,-шҕа,comment
875,warum::FADV,избан,pourquoi
876,wieviel::FNUM,заҟа,combien
877,eins::NUM,акы,un
878,eins::NUM,аӡәы,un
879,zwei::NUM,ҩба,deux
880,drei::NUM,хҕа,trois
881,vier::NUM,ҕшьба,quatre
882,fünf::NUM,хəба,cinq
883,sechs::NUM,фба,six
884,sieben::NUM,Бжьба,sept
885,acht::NUM,ааба,huit
886,neun::NUM,жәба,neuf
887,zehn::NUM,жәаба,dix
888,elf::NUM,жәеизатәи,onze
889,zwölf::NUM,жәаҩа,douze
890,zwanzig::NUM,ҩажәа,vingt
891,dreißig::NUM,ҩажәижәабатәи,trente
892,vierzig::NUM,ҩынҩажәа,quarante
893,fünfzig::NUM,ҩынҩажәеижәаба,cinquante
894,sechzig::NUM,хынҩажәа,soixante
895,siebzig::NUM,хынҩажәижәаба,soixante-dix
896,achtzig::NUM,ҕшьынҩажәа,quatre-vingt
897,neunzig::NUM,ҕшьынҩажәижәаба,quatre-vingt-dix
898,hundert::NUM,шәкы,cent
899,tausend::NUM,зқьы,mille
900,und::CNJ,-и,et
901,oder::CNJ,ма,ou
902,stehen::V,агылазаара,être debout
903,sitzen::V,атəара,être assis
904,sitzen::V,атəа(заа)ра,être assis
905,liegen::V,аиара,être couché
906,hängen::V,акнаҳара,pendre
907,werden::V,аҟалара,devenir
908,passieren::V,аҟалара,se passer
909,beginnen::V,алагара,commencer
910,enden::V,алгара,finir
911,enden::V,алгара,se terminer
912,wechseln::V,аҽыҧсахра,changer
913,wechseln::V,аҽыҧсахра,alterner
914,aufgehen[Sonne]::V,агылара,se lever
915,aufgehen[Sonne]::V,ахашлара,se lever
916,aufgehen[Sonne]::V,аҩаҵхахара,se lever
917,untergehen[Sonne]::V,аҭашəара,se coucher
918,scheinen[Sonne]::V,акаҧхара,briller
919,donnern::V,адыдра,tonner
920,wehen::V,асра,souffler
921,strömen::V,акаҭəара,affluer
922,fließen::V,ацара,couler
923,sich drehen::V,ахагьежьра,tourner
924,schwanken::V,аҵысра,osciller
925,schwanken::V,аҵысра,chanceler
926,schwingen::V,ахызазара,vibrer
927,schwingen::V,ахызазара,osciller
928,schwingen::V,акьаандара,vibrer
929,schwingen::V,акьаандара,osciller
930,fallen::V,акаҳара,tomber
931,brennen::V,абылра,brûler
932,brennen::V,абылра,flamber
933,rauchen::V,ахылҵра,fumer
934,regnen::V,аура,pleuvoir
935,gefrieren::V,аҵаара,geler
936,tauen::V,аӡҭра,dégeler
937,schmelzen::V,ақəӡыҭра,fondre
938,schmelzen::V,аҭəара,fondre
939,trocknen::V,абара,sécher
940,sieden::V,ашра,bouillir
941,faulen::V,абаара,pourrir
942,faulen::V,абаара,se putréfier
943,verfaulen::V,абаара,pourrir
944,verfaulen::V,аилашра,pourrir
945,reißen::V,аҧжəара,rompre
946,reißen::V,аҧжəара,se déchirer
947,versinken::V,аӡааҟəрылара,s'enfoncer
948,vergehen::V,ацара,passer
949,erscheinen::V,ацəырҵра,apparaître
950,verschwinden::V,аҵашəкəара,disparaître
951,sinken::V,атəара,descendre
952,sinken::V,атəара,s'abaisser
953,sinken::V,алаҟəра,descendre
954,sinken::V,алаҟəра,s'abaisser
955,abnehmen::V,ацӡаара,diminuer
956,abnehmen::V,аиҵалара,diminuer
957,zunehmen::V,аҽырҭбаара,augmenter
958,zunehmen::V,аиҵыҵра,augmenter
959,zunehmen::V,арацəахара,augmenter
960,steigen::V,азҳара,monter
961,steigen::V,ашьҭыҵра,monter
962,steigen::V,адухара,monter
963,steigen::V,ацлара,monter
964,wachsen::V,азҳара,croître
965,glänzen::V,ацыр-цырра,briller
966,glänzen::V,ацыҩ-цыҩра,briller
967,glänzen::V,аказказра,briller
968,funkeln::V,ашап-шапра,étinceler
969,funkeln::V,ацым-цымра,étinceler
970,lärmen::V,ашьҭыбжьгара,faire du bruit
971,lärmen::V,аҕьҕьаҳәа аилалара,faire du bruit
972,läuten::V,аҵəҵəасра,sonner
973,klingeln::V,аҵəҵəасра,sonner
974,klirren::V,ахьархьарра,cliqueter
975,klirren::V,архьархьарра,cliqueter
976,brausen::V,аилаҽҽара,mugir
977,brausen::V,еилашуера,mugir
978,klingen::V,агара,sonner
979,klingen::V,ашьҭыбжь гара,sonner
980,bellen::V,ашра,aboyer
981,heulen::V,ауура,hurler
982,blasen::V,аҭəҳəара,souffler
983,pfeifen::V,ашəшəра,siffler
984,schreien::V,аҳəҳəара,crier
985,schreien::V,ахəаара,crier
986,schreien::V,аҟаара,crier
987,stöhnen::V,ақьра,gémir
988,zittern::V,аҵыс-ҵысра,trembler
989,leben::V,аҟазаара,vivre
990,geboren werden::V,Аира,naître
991,atmen::V,аҕсыҕ лагаҩагара,respirer
992,trinken::V,ажəра,boire
993,essen::V,акрыфара,manger
994,schlucken::V,албаадара,avaler
995,müde werden::V,ааҕсара,se lasser
996,müde werden::V,ааҕсара,se fatiguer
997,einschlafen::V,ацəара,s'endormir
998,schlafen::V,ацəазаара,dormir
999,aufwachen::V,аҿыхара,se réveiller
1000,aufstehen::V,Агəылҵра,se lever
1001,sich erholen::V,аҧсшьара,se reposer
1002,sich erholen::V,аҧсшьара,se détendre
1003,krank werden::V,ачмазаҩхара,tomber malade
1004,krank sein::V,аҳəарҧсарра,être malade
1005,schmerzen::V,ахьра,faire mal
1006,husten::V,аимҳәара,tousser
1007,genesen::V,абзиахара,guérir
1008,genesen::V,абзиахара,se remettre
1009,genesen::V,аӷəӷəахара,guérir
1010,genesen::V,аӷəӷəахара,se remettre
1011,sterben::V,аҧсра,mourir
1012,umkommen::V,аҭахара,périr
1013,sich bewegen::V,аиҭаҵра,bouger
1014,sich rühren::V,ақəацара,broncher
1015,sich erheben::V,аҩагылара,se lever
1016,sich setzen::V,атəара,s'asseoir
1017,hinfallen::V,акаҳара,tomber
1018,laufen::V,аныҟəара,marcher
1019,laufen::V,аныҟəара,aller à pied
1020,schreiten::V,ашьаҿа еихгара,marcher
1021,spazierengehen::V,анеи-ааира,se promener
1022,eilen::V,аццакра,courir
1023,sich beeilen::V,аццакра,se hâter
1024,sich beeilen::V,аццакра,se dépêcher
1025,sausen::V,аҧырра,filer
1026,sausen::V,иҭрысны,filer
1027,sausen::V,ишьҭҟьаны ацара,filer
1028,rennen::V,аҩра,courir
1029,springen::V,аҧара,sauter
1030,klettern::V,ақəлара,grimper
1031,schaukeln::V,аҟəараҟəанҽара,se balancer
1032,kriechen::V,аҳəазара,ramper
1033,schwimmen::V,аӡсара,nager
1034,tauchen::V,ахəӡааҵəира,plonger
1035,rudern::V,аҵшьра,ramer
1036,fahren::V,акала,aller
1037,fahren::V,акала,rouler
1038,fliegen::V,аҧырра,voler
1039,gehen::V,аиҭаҵра,aller
1040,weggehen::V,ацара,s'en aller
1041,abfahren::V,адəықəлара,partir
1042,abfahren::V,ацара,partir
1043,anhalten::V,ааныргылара,s'arrêter
1044,hineingehen::V,аҭалара,entrer
1045,eintreten::V,аҩналара,entrer
1046,kommen::V,аара,venir
1047,kommen::V,ааира,venir
1048,ankommen::V,ааира,arriver
1049,ankommen::V,аара,arriver
1050,ankommen::V,анеира,arriver
1051,zurückkommen::V,азыхынҳəра,revenir
1052,bleiben::V,аанхара,rester
1053,bleiben::V,аанхара,demeurer
1054,bleiben::V,анхара,rester
1055,bleiben::V,анхара,demeurer
1056,bleiben::V,аангылара,rester
1057,bleiben::V,аангылара,demeurer
1058,warten::V,азҧшзаара,attendre
1059,erwarten::V,азҧшра,attendre
1060,suchen::V,ашьҭазаара,chercher
1061,finden::V,аҧшаара,trouver
1062,versuchen::V,аҽазкра,essayer
1063,vorbereiten::V,армазеира,préparer
1064,lieben::V,абзиабара,aimer
1065,mögen::V,агəаҧхара,aimer
1066,mögen::V,агəаҧхара,vouloir
1067,lachen::V,аччара,rire
1068,rühren::V,арҵəуара,toucher
1069,rühren::V,арҵəуара,attendrir
1070,weinen::V,аҵəуара,pleurer
1071,schimpfen::V,ацəҳара,gronder
1072,sich ärgern::V,агəаара,se fâcher
1073,sich fürchten::V,аӡыӡара,avoir peur
1074,fürchten::V,ацəшəара,craindre
1075,fürchten::V,ацəшəара,avoir peur de
1076,fliehen::V,абналара,fuir
1077,fliehen::V,ацəцара,fuir
1078,flüchten::V,абналара,s'enfuir
1079,flüchten::V,ацəцара,s'enfuir
1080,sehen::V,абара,voir
1081,anschauen::V,ахəаҧшра,regarder
1082,ansehen::V,ахəаҧшра,regarder
1083,hören::V,аҳара,entendre
1084,zuhören::V,азыӡырҩра,écouter
1085,probieren::V,аҧышəара,goûter
1086,riechen::V,афыҩра,sentir
1087,fühlen::V,анырра,sentir
1088,fühlen::V,ацәакырра,sentir
1089,scheinen::V,шәа,sembler
1090,scheinen::V,шәа,paraître
1091,scheinen::V,аацәырҵа,sembler
1092,scheinen::V,аацәырҵа,paraître
1093,vernehmen::V,аҳара,entendre
1094,vernehmen::V,аҳара,percevoir
1095,frieren::V,ашəра,avoir froid
1096,frieren::V,аҵаара,avoir froid
1097,tun::V,аҟаҵара,faire
1098,können::V,алшара,savoir
1099,können::V,алшара,pouvoir
1100,wollen::V,аҭахра,vouloir
1101,anfangen::V,алагара,commencer
1102,beenden::V,алгара,finir
1103,beenden::V,алгара,terminer
1104,aufhören::V,аҟəыҵра,cesser
1105,aufhören::V,аҟəыҵра,arrêter
1106,gelingen::V,аура,réussir
1107,gelingen::V,аманшəалахара,réussir
1108,gelingen::V,алҵра,réussir
1109,geraten::V,нзаарын,réussir
1110,öffnen::V,аартра,ouvrir
1111,schließen::V,аркра,fermer
1112,stellen::V,аргылара,poser
1113,stellen::V,аргылара,mettre
1114,setzen::V,артəара,placer
1115,legen::V,ақəҵара,placer
1116,berühren::V,акьысра,toucher
1117,berühren::V,алакьысра,toucher
1118,verbinden::V,аҿаҳəара,lier
1119,bedecken::V,ақəршəра,couvrir
1120,aufhängen::V,акнаҳара,accrocher
1121,anzünden::V,аркра,allumer
1122,aufheben::V,ашьҭыхра,ramasser
1123,zurücklassen::V,аныжьра,laisser
1124,verlieren::V,ацəыӡра,perdre
1125,fallen lassen::V,ацəкаҳара,lâcher
1126,fallen lassen::V,ацəкаҳара,laisser tomber
1127,machen::V,ачаҧара,faire
1128,herstellen::V,аиҵдара,produire
1129,herstellen::V,аиҵдара,fabriquer
1130,bauen::V,аргылара,bâtir
1131,bauen::V,аргылара,construire
1132,reparieren::V,арҽеира,réparer
1133,verbessern::V,аиҕьтəра,améliorer
1134,ändern::V,аҧсахра,changer
1135,ändern::V,аҧсахра,modifier
1136,graben::V,ажра,creuser
1137,beugen::V,арҟəра,plier
1138,beugen::V,арҟəра,ployer
1139,beugen::V,архəара,plier
1140,beugen::V,архəара,ployer
1141,biegen::V,арҟəра,courber
1142,biegen::V,архəара,courber
1143,drehen::V,аргьежьра,tordre
1144,drehen::V,аргьежьра,tourner
1145,umdrehen::V,аарҳәра,tourner
1146,heben::V,аҩахара,soulever
1147,heben::V,араҳара,soulever
1148,hochheben::V,ахагалара,lever
1149,hochheben::V,ашьҭҳəара,lever
1150,halten::V,акра,tenir
1151,drücken::V,ақəрӷəӷəара,presser
1152,schieben::V,аҵгəара,pousser
1153,schieben::V,агəара,pousser
1154,kratzen::V,ацəҟьара,gratter
1155,kratzen::V,ацəҟьара,égratigner
1156,lecken::V,арбзара,lécher
1157,beißen::V,ацҳара,mordre
1158,abreißen::V,амжəара,arracher
1159,abschneiden::V,ахҵəара,couper
1160,abschneiden::V,аҿахҵəара,couper
1161,binden::V,аҿаҳəара,lier
1162,binden::V,аҿаҳəара,attacher
1163,stecken::V,алаҵара,enfoncer
1164,brechen::V,аҧҵəара,rompre
1165,klopfen::V,асра,frapper
1166,hauen::V,ақəкшара,frapper
1167,kleben::V,аҷабра,coller
1168,reiben::V,арҟəыҷра,frotter
1169,streichen::V,ахьшьра,empâter
1170,schleifen::V,ахра,affiler
1171,schleifen::V,ахра,aiguiser
1172,schneiden::V,аҧҟара,couper
1173,schneiden::V,аҧҟара,trancher
1174,rütteln::V,арҵысра,cahoter
1175,schütteln::V,аршəшəара,secouer
1176,schwenken::V,аҟьара,agiter
1177,schütten::V,аҭаҭəара,verser
1178,füllen::V,арҭəра,remplir
1179,einwickeln::V,алаҳəара,envelopper
1180,tragen::V,аҩагара,porter
1181,schleppen::V,арҳəазара,traîner
1182,ziehen::V,ахара,tirer
1183,aufbewahren::V,аҵəахра,garder
1184,aufbewahren::V,аҵəахра,conserver
1185,werfen::V,аршəра,jeter
1186,werfen::V,аршəра,lancer
1187,fangen::V,акра,attraper
1188,packen::V,анкра,agripper
1189,packen::V,аҵкаара,agripper
1190,verstecken::V,аҵəахра,cacher
1191,teilen::V,ашара,diviser
1192,schicken::V,ашьҭра,envoyer
1193,bringen::V,аагара,apporter
1194,hinzufügen::V,ацҵара,ajouter
1195,bekommen::V,аҧшаара,obtenir
1196,bekommen::V,архиара,obtenir
1197,bekommen::V,аура,obtenir
1198,erhalten::V,аиура,recevoir
1199,nehmen::V,агара,prendre
1200,wählen::V,алҧшаара,choisir
1201,auswählen::V,алхра,choisir
1202,auswählen::V,алхра,sélectionner
1203,behindern::V,аҧырхагахара,gêner
1204,verderben::V,алгара,gâter
1205,verderben::V,алгара,corrompre
1206,verderben::V,абжьыхра,gâter
1207,verderben::V,абжьыхра,corrompre
1208,verderben::V,аҧхасҭатəра,gâter
1209,verderben::V,аҧхасҭатəра,corrompre
1210,beschädigen::V,аҧхасҭатəра,endommager
1211,zerbrechen::V,аҧҽра,casser
1212,zerreißen::V,аҧжəара,déchirer
1213,zerstören::V,аилаҧыххаара,détruire
1214,verbrennen::V,абылра,brûler
1215,geben::V,аҭара,donner
1216,reichen::V,аҭара,tendre
1217,schenken::V,аҩгара,offrir
1218,versprechen::V,ақəргəыӷра,promettre
1219,loben::V,арҽхəара,louer
1220,küssen::V,агəӡра,embrasser
1221,zudecken::V,аҵахҩара,couvrir
1222,zudecken::V,ақəршəра,couvrir
1223,wecken::V,арҿыхара,éveiller
1224,wecken::V,арҿыхара,réveiller
1225,zeigen::V,арбара,montrer
1226,zeigen::V,арбара,faire voir
1227,führen::V,аныҟəгара,guider
1228,lehren::V,арҵара,apprendre
1229,unterrichten::V,арҧхьара,instruire
1230,aufziehen::V,ааӡара,élever
1231,leiten::V,ахагылазаара,diriger
1232,leiten::V,ахагылазаара,conduire
1233,antreiben::V,арццакра,pousser
1234,lassen::V,арҟаҵара,faire
1235,einladen::V,ааҕхьара,inviter
1236,einladen::V,анаҧхьара,inviter
1237,vereinigen::V,аилаҵара,unir
1238,vereinigen::V,аилаҵара,réunir
1239,besuchen::V,абара,visiter
1240,besuchen::V,абара,aller voir
1241,treffen::V,аҧылара,rencontrer
1242,sich versammeln::V,аизара,s'assembler
1243,spielen::V,ахəмарра,jouer
1244,singen::V,ашəаҳəара,chanter
1245,tanzen::V,акəашара,danser
1246,sich trennen::V,аилыҵра,se séparer
1247,verlassen::V,акажьра,quitter
1248,retten::V,Аиқəрхара,sauver
1249,bewachen::V,ахьчара,garder
1250,schützen::V,ацəыхьчара,protéger
1251,verteidigen::V,ахьчара,défendre
1252,sich schlagen::V,аисра,se taper
1253,schießen::V,ахысра,tirer
1254,siegen::V,аиааира,vaincre
1255,ärgern::V,аргəаара,agacer
1256,schlagen::V,асра,battre
1257,schlagen::V,асра,frapper
1258,schlagen::V,аҭасра,battre
1259,schlagen::V,аҭасра,frapper
1260,stechen::V,алакшара,piquer
1261,stoßen::V,агəҭасра,heurter
1262,stehlen::V,аӡара,voler
1263,stören::V,аҧырхагахара,gêner
1264,stören::V,аҧырхагахара,déranger
1265,belästigen::V,аргəамҵра,molester
1266,belästigen::V,аргəамҵра,importuner
1267,verbergen::V,аӡара,cacher
1268,verbergen::V,аӡара,dissimuler
1269,täuschen::V,ажьара,abuser
1270,täuschen::V,ажьара,tromper
1271,betrügen::V,ажьара,duper
1272,betrügen::V,ажьара,frauder
1273,töten::V,ашьра,tuer
1274,wohnen::V,анхара,habiter
1275,wohnen::V,анхара,demeurer
1276,arbeiten::V,аусура,travailler
1277,sammeln::V,аҟəшəара,collectionner
1278,pflücken::V,аҿыршəара,cueillir
1279,pflücken::V,аҿыхра,cueillir
1280,jagen::V,ашəарыцара,chasser
1281,fischen::V,аҧсыӡ икуеит,pêcher
1282,fassen::V,акра,capturer
1283,hüten::V,арҳəра,garder
1284,hüten::V,ахьчара,garder
1285,treiben::V,акацара,mener
1286,anbinden::V,адҳəалара,attacher
1287,füttern::V,акырҿаҵара,faire manger
1288,melken::V,ахьара,traire
1289,hacken::V,аҟəаҟəара,fendre
1290,gießen::V,аҵаҭəара,arroser
1291,reifen::V,ашəра,mûrir
1292,reifen::V,аҟалара,mûrir
1293,zubereiten::V,ацура,préparer
1294,kochen::V,ажəра,cuire
1295,backen::V,аӡра,cuire
1296,braten::V,аӡра,rôtir
1297,umrühren::V,аилрыхра,remuer
1298,stricken::V,аҧара,tricoter
1299,nähen::V,аӡахра,coudre
1300,färben::V,ашəра,teindre
1301,reinigen::V,арыцқьара,nettoyer
1302,waschen::V,аӡәӡәара,laver
1303,abwischen::V,арбара,essuyer
1304,spülen::V,аҭыршара,rincer
1305,fegen::V,аҧссара,balayer
1306,baden::V,аҽыкəабара,se baigner
1307,sich waschen::V,аҽыӡəӡəара,se laver
1308,ausziehen::V,ашəыхра,ôter
1309,ausziehen::V,ашəыхра,enlever
1310,anziehen::V,ашəҵара,mettre
1311,sich anziehen::V,аҽеилаҳəара,s'habiller
1312,kämmen::V,аҳəара,peigner
1313,schmücken::V,арҧшӡара,orner
1314,schmücken::V,арҧшӡара,décorer
1315,sagen::V,аҳəара,dire
1316,sprechen::V,ацəажəара,parler
1317,reden::V,ацəажəара,parler
1318,reden::V,аицәажәара,parler
1319,sich unterhalten::V,аицәажәара,bavarder
1320,sich unterhalten::V,аицәажәара,s'entretenir
1321,fragen::V,азҵаара,demander
1322,bitten::V,аҳəара,prier
1323,erzählen::V,аҳəара,raconter
1324,mitteilen::V,азыцҳара,communiquer
1325,nennen::V,ахьӡҵара,nommer
1326,nennen::V,ахьӡҵара,appeler
1327,rufen::V,азҿыҭра,appeler
1328,prahlen::V,аҽхəара,se vanter
1329,übersetzen::V,аиҭагара,traduire
1330,denken::V,азхəыцра,penser
1331,glauben::V,ахаҵара,croire
1332,bemerken::V,агəаҭара,remarquer
1333,bemerken::V,агəаҭара,apercevoir
1334,erkennen::V,адырра,reconnaître
1335,begreifen::V,аилкаара,concevoir
1336,verstehen::V,аҳара,entendre
1337,verstehen::V,аҳара,comprendre
1338,lernen::V,аҵара,apprendre
1339,wissen::V,адырра,savoir
1340,sich erinnern an::V,агəаларшəара,se souvenir de
1341,vergessen::V,ахашҭра,oublier
1342,messen::V,ашəара,mesurer
1343,zählen::V,аҧхьаӡара,compter
1344,rechnen::V,аҳасабра,calculer
1345,lesen::V,аҧхьара,lire
1346,besitzen::V,амазаара,posséder
1347,kaufen::V,Аахəара,acheter
1348,verkaufen::V,аҭира,vendre
1349,bezahlen::V,ахҭынҵара,payer
1350,bezahlen::V,ашəара,payer
1351,zahlen::V,ашəара,payer
1352,ertragen::V,ачҳара,tolérer
1353,ertragen::V,ачҳара,supporter
1354,Moor::N,,tourbière
1355,Kralle::N,,ongle
1356,Kralle::N,,griffe
1357,Schwarm::N,,nuée
1358,Schwarm::N,,volée
1359,Sache::N,,chose
1360,Menge::N,,quantité
1361,Essen::N,,repas
1362,Essen::N,,manger
1363,Geschäft::N,,affaire
1364,Geschäft::N,,commerce
1365,Monat::N,,mois
1366,Jahr::N,,an
1367,Jahr::N,,année
1368,dünn::A,,mince
1369,roh::A,,cru
1370,roh::A,,brut
1371,durch::PRP,,par
1372,durch::PRP,,à travers
1373,was::FPRN,,que
1374,was::FPRN,,quoi
1375,rauschen::V,,bruire
1376,zu sehen sein::V,,se voir
1377,zu sehen sein::V,,être visible
1378,wenden::V,,retourner
1379,ergreifen::V,,saisir
1380,ergreifen::V,,prendre
1381,bewahren::V,,préserver
1382,wünschen::V,,souhaiter
1383,wiegen::V,,bercer
1384,treten::V,,botter
1385,treten::V,,donner un coup de pied à
1386,kehren::V,,balayer
1387,malen::V,,peindre
1388,zeichnen::V,,dessiner
1389,schreiben::V,,écrire
1390,beherrschen::V,,dominer
1391,beherrschen::V,,maîtriser
