,Concept_ID,mn,ko
810,zurück::ADV,гэдрэг,제자리로
811,unten::ADV,дор,아래에
812,hinab::ADV,уруу,아래쪽으로
813,oben::ADV,дээр,위에
814,hinauf::ADV,өөд,위쪽으로
815,hinauf::ADV,дээш,위쪽으로
816,überall::ADV,хааяагүй,도처에
817,überall::ADV,энд тэндгүй,도처에
818,nicht::ADV,эс,안
819,nicht::ADV,-гүй,안
820,ein wenig::ADV,жаахан,적음
821,kaum::ADV,арай,가의
822,kaum::ADV,арай гэж,가의
823,sehr::ADV,тун,자주
824,so::ADV,тэгж,그와같이
825,so::ADV,ингээд,그와같이
826,noch::ADV,дахин,아직
827,noch::ADV,дахиад,아직
828,nur::ADV,зөвхөн,다만
829,nur::ADV,гагцхүү,다만
830,schon::ADV,нэгэнт,이미
831,wieder::ADV,дахин,다시
832,wieder::ADV,дахиад,다시
833,vergebens::ADV,хий,헛되이
834,vor::PRP,өмнө,앞에
835,hinter::PRP,ард,뒤에
836,unter::PRP,доор,잍에
837,durch::PRP,дундуур,통고하여
838,neben::PRP,хажууд,와나란히
839,zwischen::PRP,завсар,의사이로
840,zwischen::PRP,хооронд,의사이로
841,wegen::PRP,төлөө,때문에
842,wegen::PRP,дээрээс,때문에
843,dies::PRN,энэ,이
844,das::PRN,тэр,저
845,alles::PRN,цөм,모든것
846,alles::PRN,бүгд,모든것
847,ich::PRN,би,나
848,du::PRN,чи,너
849,er::PRN,тэр,그
850,er::PRN,тэр хүн,그
851,wir::PRN,бид,우리
852,ihr::PRN,та нар,너희들
853,sie::PRN,тэд,그들
854,was::FPRN,юу,뭣
855,wer::FPRN,хэн,누구
856,wo::FADV,хаа,어디
857,wo::FADV,хаана,어디
858,wohin::FADV,хааш,어디로
859,wohin::FADV,хаана,어디로
860,wie::FADV,яаж,어떻게
861,wie::FADV,хэрхэн,어떻게
862,warum::FADV,юунд,왜
863,warum::FADV,яагаад,왜
864,wieviel::FNUM,хэдий,얼마만큰
865,wieviel::FNUM,хэд,얼마만큰
866,eins::NUM,нэг,하나
867,zwei::NUM,хоёр,둘
868,drei::NUM,гурав,셋
869,vier::NUM,дөрөв,넷
870,fünf::NUM,тав,다섯
871,sechs::NUM,зургаа,여섯
872,sieben::NUM,долоо,일곱
873,acht::NUM,найм,여덟
874,neun::NUM,ес,아홉
875,zehn::NUM,арав,열
876,elf::NUM,арван нэг,열하나
877,zwölf::NUM,арван хоёр,열둘
878,zwanzig::NUM,хорь,스물
879,dreißig::NUM,гуч,서름
880,vierzig::NUM,дөч,마흔
881,fünfzig::NUM,тавь,숸
882,sechzig::NUM,жар,에순
883,siebzig::NUM,дал,일흔
884,achtzig::NUM,ная,여든
885,neunzig::NUM,ер,아흔
886,hundert::NUM,зуу,백
887,tausend::NUM,мянга,천
888,und::CNJ,ч,와
889,und::CNJ,болон,와
890,oder::CNJ,буюу,아니면
891,stehen::V,зогсох,서다
892,sitzen::V,суух,앉다
893,liegen::V,хэвтэх,눕다
894,hängen::V,өлгөөтэй байх,달다
895,hängen::V,дүүжлээтэй байх,달다
896,werden::V,болох,되다
897,passieren::V,тохиох,지장옶다
898,beginnen::V,эхлэх,시작되다
899,enden::V,дүүрэх,큳내다
900,wechseln::V,хувирах,병경하다
901,aufgehen[Sonne]::V,мандах,뜨다
902,untergehen[Sonne]::V,жаргах,지다
903,scheinen[Sonne]::V,гэрэлтэх,빛나다
904,donnern::V,дуугарах,천둥치다
905,wehen::V,салхилах,풀다
906,wehen::V,хөөрөгдөх,풀다
907,strömen::V,гүйх,흐르다
908,strömen::V,урсах,흐르다
909,fließen::V,урсах,흐르다
910,sich drehen::V,эргэлдэх,돌다
911,schwanken::V,хэлбэлзэх,동요하다
912,schwingen::V,ганхах,흔들다
913,schwingen::V,хэлбэлзэх,흔들다
914,fallen::V,унах,떨어지다
915,brennen::V,шатах,타다
916,rauchen::V,баагих,김이나다
917,regnen::V,бороо орно,비가오다
918,gefrieren::V,хөлдөх,얼다
919,tauen::V,хайлах,녹다
920,schmelzen::V,уярах,녹다
921,trocknen::V,хатах,홈치다
922,sieden::V,буцлах,끓다
923,sieden::V,даргилах,끓다
924,faulen::V,үжрэх,부패하다
925,faulen::V,өмхийрөх,부패하다
926,verfaulen::V,бээх,썩다
927,verfaulen::V,өгрөх,썩다
928,reißen::V,цуурах,지바찢다
929,versinken::V,живэх,가라앉다
930,vergehen::V,нөгчих,지나가다
931,vergehen::V,өнгөрөх,지나가다
932,erscheinen::V,гарах,나타나다
933,erscheinen::V,бултайх,나타나다
934,verschwinden::V,далд орох,사라지다
935,verschwinden::V,алга болох,사라지다
936,sinken::V,татрах,가라앉다
937,sinken::V,доошлох,가라앉다
938,abnehmen::V,багасах,떼어내다
939,abnehmen::V,хорогдох,떼어내다
940,zunehmen::V,ихсэх,증가하다
941,steigen::V,нэмэгдэх,상승하다
942,wachsen::V,өсөх,생기하다
943,wachsen::V,ургах,생기하다
944,glänzen::V,гилгэнэх,뛰오나다
945,glänzen::V,гилбэгнэх,뛰오나다
946,funkeln::V,гялжах,불티가잍어나다
947,funkeln::V,гялалзах,불티가잍어나다
948,lärmen::V,шуугих,떠들다
949,läuten::V,цохих,울시다
950,klingeln::V,хонхдох,초닌총을울리다
951,klingeln::V,дуугарах,초닌총을울리다
952,klirren::V,хангир жингэр хийх,탁탁울리다
953,brausen::V,бургилах,쏴쏴소리내다
954,rauschen::V,сэржигнэх,솨솨
955,klingen::V,хангинах,반향하다
956,bellen::V,хуцах,짖다
957,heulen::V,улих,포효하다
958,blasen::V,үлзэх,불다
959,pfeifen::V,исгэрэх,피리를불다
960,schreien::V,хашгирах,절규하다
961,stöhnen::V,ёолох,신음하다
962,stöhnen::V,гэнгэнэх,신음하다
963,zittern::V,дагжих,저뉼하다
964,leben::V,амьдрах,살다
965,geboren werden::V,төрөх,태어난
966,atmen::V,амьсгалах,숨쉬다
967,trinken::V,уух,마시다
968,essen::V,идэх,먹다
969,schlucken::V,залгих,들이켜다
970,müde werden::V,ядрах,
971,einschlafen::V,унтчих,잠들다
972,schlafen::V,унтах,자다
973,aufwachen::V,сэрэх,눈트다
974,aufstehen::V,босох,서다
975,sich erholen::V,амрах,회복하다
976,krank werden::V,өвдөж эхлэх,
977,krank sein::V,өвдөх,
978,schmerzen::V,өвдөх,아프다
979,schmerzen::V,шархирах,아프다
980,husten::V,ханиах,잔기침하다
981,genesen::V,засрах,낫다
982,sterben::V,үхэх,죽다
983,sterben::V,нас барах,죽다
984,umkommen::V,үхэх,못쓰게되다
985,sich bewegen::V,хөдлөх,움직이다
986,sich rühren::V,хөдлөх,움직이다
987,sich erheben::V,босох,이러서다
988,sich setzen::V,суух,앉히다
989,hinfallen::V,ойчих,넘어지다
990,laufen::V,явган явах,걷다
991,schreiten::V,алхах,보행하다
992,spazierengehen::V,зугаалах,산보하다
993,eilen::V,хурдлах,서둘다
994,sich beeilen::V,яарах,서둘게하다
995,sich beeilen::V,шамдах,서둘게하다
996,sausen::V,давхих,서들러 떠나다
997,rennen::V,гүйх,달리다
998,springen::V,харайх,도약하다
999,springen::V,дэвхрэх,도약하다
1000,klettern::V,авирах,갑겨오르다
1001,schaukeln::V,ганхалзах,흔들리게하다
1002,kriechen::V,мөлхөх,기다
1003,schwimmen::V,сэлэх,헤엄치다
1004,tauchen::V,шунгах,잠기다
1005,rudern::V,сэлүүрдэх,물을헤치다
1006,fahren::V,явах,가다
1007,fahren::V,явах,나르다
1008,fliegen::V,нисэх,날다
1009,gehen::V,явах,가다
1010,weggehen::V,явах,팔리다
1011,abfahren::V,одох,출발하다
1012,abfahren::V,хөдлөх,출발하다
1013,anhalten::V,зогсох,멈추다
1014,hineingehen::V,орох,(그리로)가다
1015,eintreten::V,орох,들러가다
1016,kommen::V,ирэх,오다
1017,ankommen::V,хүрэх,고챀하다
1018,zurückkommen::V,харих,보기
1019,zurückkommen::V,буцаж ирэх,보기
1020,bleiben::V,үлдэх,체류
1021,warten::V,хүлээх,기다리다
1022,erwarten::V,хүлээх,기대하다
1023,suchen::V,эрэх,찾다
1024,suchen::V,эрэх,구하다
1025,suchen::V,бэдрэх,찾다
1026,suchen::V,бэдрэх,구하다
1027,finden::V,олох,찾아내다
1028,versuchen::V,оролдох,시험하다
1029,vorbereiten::V,бэлтгэх,재비하다
1030,lieben::V,янаглах,사랑하다
1031,mögen::V,таалах,줗아하다
1032,lachen::V,инээх,웃다
1033,rühren::V,сэтгэл уяруулах,건드리다
1034,weinen::V,уйлах,울다
1035,schimpfen::V,хараах,꾸짖다
1036,sich ärgern::V,уурлах,화를내게 하다
1037,sich fürchten::V,айх,두려원하다
1038,fürchten::V,айх,두려원하다
1039,fliehen::V,зугтах,도망치다
1040,fliehen::V,гүйж очих,도망치다
1041,flüchten::V,оргох,도주하다
1042,sehen::V,үзэх,보다
1043,anschauen::V,харах,바라보다
1044,ansehen::V,харах,바라보다
1045,hören::V,дуулах,듣다
1046,zuhören::V,чагнах,듣다
1047,probieren::V,амсаж үзэх,시식하다
1048,riechen::V,үнэрлэх,내새를맡다
1049,fühlen::V,мэдрэх,느끼다
1050,scheinen::V,шиг үзэгдэх,...것같다
1051,zu sehen sein::V,үзэгдэх,보이는
1052,zu sehen sein::V,харагдах,보이는
1053,vernehmen::V,дуулах,듣다
1054,vernehmen::V,дуулах,들어서일다
1055,frieren::V,даарах,춥다
1056,tun::V,хийх,하다
1057,tun::V,үйлдэх,하다
1058,können::V,болох,할주릴다
1059,wollen::V,хүсэх,바라다
1060,anfangen::V,эхлэх,시작하다
1061,beenden::V,дуусгах,다하다
1062,aufhören::V,болих,그만두다
1063,aufhören::V,зогсох,그만두다
1064,gelingen::V,бүтэх,성국하다
1065,geraten::V,илрэх,잘되어가다
1066,öffnen::V,нээх,열다
1067,öffnen::V,тайлах,열다
1068,schließen::V,хаах,추측하다
1069,stellen::V,тавих,세우다
1070,stellen::V,босгох,세우다
1071,setzen::V,суулгах,놓다
1072,legen::V,хийх,눕히다
1073,legen::V,тавих,눕히다
1074,berühren::V,шүргэх,대다
1075,verbinden::V,залгах,옝열하다
1076,bedecken::V,бүрэх,덮다
1077,aufhängen::V,өлгөх,매달다
1078,aufhängen::V,дүүжлэх,매달다
1079,anzünden::V,асаах,점화하다
1080,anzünden::V,ноцоох,점화하다
1081,aufheben::V,өргөх,위로올리다
1082,zurücklassen::V,орхих,튀에남기다
1083,zurücklassen::V,үлдээх,튀에남기다
1084,verlieren::V,гээх,잃다
1085,fallen lassen::V,унагах,떨어뜨리다
1086,machen::V,хийх,하다
1087,machen::V,гаргах,하다
1088,herstellen::V,бүтээх,제조하다
1089,bauen::V,барих,짓다
1090,reparieren::V,засах,수셩자다
1091,reparieren::V,сэлбэх,수셩자다
1092,verbessern::V,засах,정정하다
1093,verbessern::V,сайжруулах,정정하다
1094,ändern::V,өөрчлөх,바꾸다
1095,graben::V,малтах,파다
1096,beugen::V,бөгтийлгөх,구부리다
1097,biegen::V,матах,굽히다
1098,biegen::V,муруйлгах,굽히다
1099,drehen::V,эргүүлэх,회전
1100,wenden::V,эргүүлэх,회전시키다
1101,umdrehen::V,хөрвүүлэх,회전시키다
1102,heben::V,өргөх,일으아키다
1103,hochheben::V,өргөх,틀어올리다
1104,ergreifen::V,атгах,잡다
1105,halten::V,барих,잡다
1106,drücken::V,дарах,누르다
1107,schieben::V,түлхэх,밀다
1108,kratzen::V,хусах,긁다
1109,kratzen::V,маажих,긁다
1110,lecken::V,долоох,핥다
1111,beißen::V,зуух,물다
1112,beißen::V,хазах,물다
1113,abreißen::V,таслах,
1114,abschneiden::V,тайрах,귾어내다
1115,binden::V,боох,매다
1116,binden::V,хүлэх,매다
1117,stecken::V,шаах,찌르다
1118,stecken::V,шигтгэх,찌르다
1119,brechen::V,хугалах,금
1120,klopfen::V,цохих,치다
1121,klopfen::V,тогших,치다
1122,hauen::V,дэлдэх,때리다
1123,kleben::V,наах,들러붙다
1124,reiben::V,нухах,문지르다
1125,reiben::V,нидчих,문지르다
1126,streichen::V,нялах,쓰다듬다
1127,streichen::V,түрхэх,쓰다듬다
1128,schleifen::V,билүүдэх,갈다
1129,schleifen::V,гуранздах,갈다
1130,schneiden::V,огтлох,베다
1131,rütteln::V,холхнулах,흔들다
1132,schütteln::V,сэгсрэх,흔들다
1133,schwenken::V,дэвэх,흔들다
1134,schwenken::V,даллах,흔들다
1135,schütten::V,цутгах,따르다
1136,schütten::V,аягалах,따르다
1137,füllen::V,дүүргэх,담다
1138,einwickeln::V,боох,싸다
1139,einwickeln::V,ороох,싸다
1140,tragen::V,авчрах,지우다
1141,schleppen::V,чирэх,끌다
1142,ziehen::V,татах,당기다
1143,aufbewahren::V,хадгалах,간직하다
1144,werfen::V,хаях,던지다
1145,werfen::V,шидэх,던지다
1146,fangen::V,барих,밥다
1147,packen::V,шүүрэх,쥐다
1148,verstecken::V,нуух,숨기다
1149,teilen::V,хуваах,나누다
1150,schicken::V,илгээх,보내다
1151,schicken::V,явуулах,보내다
1152,bringen::V,авчрах,가겨
1153,bringen::V,аваачих,가겨
1154,hinzufügen::V,нэмэх,부가하다
1155,bekommen::V,хүлээн авах,얻다
1156,erhalten::V,хүлээн авах,지니다
1157,nehmen::V,авах,잡다
1158,wählen::V,сонгох,선거하다
1159,auswählen::V,шилэх,선출하다
1160,bewahren::V,гамнах,저장보종
1161,behindern::V,саад хийх,훼방하다
1162,behindern::V,тотгор болох,훼방하다
1163,verderben::V,эвдэх,못쓰게 되다
1164,beschädigen::V,гэмтээх,상하게하다
1165,zerbrechen::V,хагалах,깨뜨리다
1166,zerbrechen::V,хага цохих,깨뜨리다
1167,zerreißen::V,урах,잡아쫓다
1168,zerstören::V,эвдэх,파괴하다
1169,zerstören::V,сүйтгэх,파괴하다
1170,verbrennen::V,шатаах,소실하다
1171,geben::V,өгөх,주다
1172,reichen::V,өгөх,내일다
1173,reichen::V,дамжуулах,내일다
1174,schenken::V,бэлэглэх,주다
1175,versprechen::V,амлах,약속하다
1176,wünschen::V,ерөөх,바라다
1177,loben::V,магтах,칭찬하다
1178,loben::V,сайшаах,칭찬하다
1179,küssen::V,озох,키스하다
1180,küssen::V,үнсэх,키스하다
1181,wiegen::V,бүүвэйлэх,어르다
1182,zudecken::V,хучих,뚜꺼을하다
1183,zudecken::V,бүтээх,뚜꺼을하다
1184,wecken::V,сэрээх,깨우다
1185,zeigen::V,үзүүлэх,보이다
1186,führen::V,хөтлөх,가게하다
1187,lehren::V,заах,가르치다
1188,unterrichten::V,сургах,가르지다
1189,aufziehen::V,өсгөх,사육하다
1190,aufziehen::V,хүмүүжүүлэх,사육하다
1191,leiten::V,удирдах,이끌다
1192,antreiben::V,шамдуулах,몰다
1193,lassen::V,-уулах,내버려두다
1194,einladen::V,залах,초청하다
1195,vereinigen::V,нэгтгэх,하나로하다
1196,vereinigen::V,хамтруулах,하나로하다
1197,besuchen::V,зочлох,방문하다
1198,treffen::V,учрах,만나다
1199,treffen::V,дайралдах,만나다
1200,sich versammeln::V,хуралдах,조립하다
1201,spielen::V,наадах,눌다
1202,singen::V,дуулах,노래하다
1203,tanzen::V,бүжиглэх,춤추하다
1204,sich trennen::V,салах,가르다
1205,verlassen::V,хаях,버림받은
1206,retten::V,гэтэлгэх,구조하다
1207,bewachen::V,сахих,치키다
1208,schützen::V,хамгаалах,보호하다
1209,verteidigen::V,хамгаалах,막다
1210,sich schlagen::V,зодолдох,치다
1211,schießen::V,харвах,쏘다
1212,schießen::V,буу буудах,쏘다
1213,siegen::V,ялах,이기다
1214,ärgern::V,уурлуулах,성을내게하다
1215,ärgern::V,уур хүргэх,성을내게하다
1216,schlagen::V,цохих,치다
1217,treten::V,өшиглөх,디디다
1218,stechen::V,хатгах,찌르다
1219,stoßen::V,ёврох,찌르다
1220,stoßen::V,нудрах,찌르다
1221,stehlen::V,хулгайлах,훔치다
1222,stören::V,саад болох,움직이다
1223,belästigen::V,зовоох,괴롭히다
1224,belästigen::V,амраахгүй байх,괴롭히다
1225,verbergen::V,нуух,숨기다
1226,verbergen::V,далдлах,숨기다
1227,täuschen::V,мэхлэх,속이다
1228,betrügen::V,хуурах,속이다
1229,töten::V,алах,죽이다
1230,wohnen::V,суух,실다
1231,wohnen::V,амьдрах,실다
1232,arbeiten::V,ажиллах,일하다
1233,arbeiten::V,хөдөлмөрлөх,일하다
1234,sammeln::V,түүх,모으다
1235,sammeln::V,хураах,모으다
1236,pflücken::V,түүх,꿔다
1237,jagen::V,агнах,사냥하다
1238,jagen::V,гөрөөлөх,사냥하다
1239,fischen::V,загасчлах,고기를잡다
1240,fischen::V,загас барих,고기를잡다
1241,fassen::V,барих,움켜쥐다
1242,hüten::V,маллах,망보다
1243,hüten::V,хариулах,망보다
1244,treiben::V,туух,몰아세우다
1245,anbinden::V,уях,묶다
1246,füttern::V,тэжээх,사료를주다
1247,melken::V,саах,젖을짜다
1248,hacken::V,цавчих,자르다
1249,gießen::V,услах,물을대다
1250,reifen::V,боловсрох,성숙하다
1251,zubereiten::V,бэлдэх,조제하다
1252,kochen::V,чанах,요리하다
1253,backen::V,жигнэх,쿱다
1254,braten::V,шарах,굽다
1255,braten::V,хайрах,굽다
1256,umrühren::V,хутгах,교반하다
1257,stricken::V,нэхэх,뜨개질하다
1258,stricken::V,сүлжих,뜨개질하다
1259,nähen::V,оёх,꿰매다
1260,färben::V,будах,채색하다
1261,reinigen::V,арилгах,청소하다
1262,reinigen::V,цэвэрлэх,청소하다
1263,waschen::V,угаах,씻다
1264,abwischen::V,арчих,닦다
1265,spülen::V,зайлах,씻다
1266,fegen::V,хамах,소체하다
1267,fegen::V,шүүрдэх,소체하다
1268,kehren::V,шүүрдэх,청소하다
1269,kehren::V,туужуудах,청소하다
1270,baden::V,усанд орох,감다
1271,sich waschen::V,биеэ угаах,모믈 씻다
1272,ausziehen::V,тайлах,벗다
1273,anziehen::V,өмсөх,끌어움직이다
1274,sich anziehen::V,хувцаслах,
1275,kämmen::V,самнах,빗다
1276,schmücken::V,гоёх,치레하다
1277,schmücken::V,чимэх,치레하다
1278,sagen::V,гэх,말하다
1279,sagen::V,хэлэх,말하다
1280,sprechen::V,ярих,말하다
1281,sprechen::V,өгүүлэх,말하다
1282,reden::V,хэлэх,이야기하다
1283,reden::V,хөөрөлдөх,이야기하다
1284,sich unterhalten::V,ярилцах,
1285,fragen::V,асуух,질문하다
1286,bitten::V,гуйх,원하다
1287,erzählen::V,өгүүлэх,이야기하다
1288,mitteilen::V,дуулгах,이야기하다
1289,mitteilen::V,мэдээлэх,이야기하다
1290,nennen::V,нэрлэх,부르다
1291,rufen::V,дуудах,불러내다
1292,prahlen::V,бардах,자랑하다
1293,prahlen::V,сайрхах,자랑하다
1294,übersetzen::V,орчуулах,번역하다
1295,denken::V,санах,생각하다
1296,glauben::V,итгэх,믿다
1297,bemerken::V,ажих,인자하다
1298,bemerken::V,ажиглах,인자하다
1299,erkennen::V,таних,인식하다
1300,begreifen::V,ойлгох,파악하다
1301,verstehen::V,мэдэж авах,이해하다
1302,lernen::V,сурах,배우다
1303,wissen::V,мэдэх,알다
1304,sich erinnern an::V,дурсах,상기하다
1305,vergessen::V,мартах,잊다
1306,messen::V,хэмжих,측정하다
1307,zählen::V,тоолох,세다
1308,rechnen::V,тооцоох,게산하다
1309,lesen::V,унших,읽다
1310,malen::V,зурах,그리다
1311,zeichnen::V,дүрслэн бичих,소묘하다
1312,schreiben::V,бичих,쓰다
1313,besitzen::V,эзэмших,소유하다
1314,kaufen::V,худалдан авах,사다
1315,verkaufen::V,худалдах,팔다
1316,bezahlen::V,төлөх,지불하다
1317,zahlen::V,төлөх,치르다
1318,beherrschen::V,эзэмших,지배하다
1319,ertragen::V,тэсэх,참다
