,Concept_ID,tt,bn
238,Ehefrau::N,хатын,পত্নী
239,Freude::N,сөенеч,উল্লাস
240,Gelächter::N,көлү,হাসি
241,Gelächter::N,көлеш,হাসি
242,Glück::N,бәхет,সুখ
243,Kummer::N,хәсрәт,দুঃখ
244,Wunsch::N,теләк,আকাঙ্ক্ষা
245,Lust::N,теләк,বাসনা
246,Lust::N,теләү,বাসনা
247,Geist::N,рух,আত্না
248,Gedanke::N,уй,চিন্তা
249,Gedanke::N,фикер,চিন্তা
250,Gedächtnis::N,хәтер,স্মরণশক্তি
251,Verstand::N,акыл,মন
252,Sinn::N,мәгънә,পদার্থ
253,Grund::N,сәбәп,কারণ
254,Wahrheit::N,хак,সত্য
255,Gespräch::N,әңгәмә,কথাবার্তা
256,Märchen::N,әкият,রূপকথা
257,Erzählung::N,хикәя,গল্প
258,Nachricht::N,хәбәр,তথ্য
259,Neuigkeit::N,яңалык,খবরাখবর
260,Name::N,исем,নাম
261,Rätsel::N,табышмак,ধাঁধা
262,Rede::N,нотык,বক্তৃতা
263,Sprache::N,тел,ভাষা
264,Stimme::N,тавыш,স্বর
265,Wort::N,сүз,শব্দ
266,Zeichen::N,ишарә,প্রতীক
267,Ruf::N,дәшү,ডাক
268,Lärm::N,шау,হৈচৈ
269,Laut::N,аваз,ধ্বনি
270,Ton::N,шалтырату,স্বর
271,Lied::N,җыр,গান
272,Ruhe::N,тынлык,শান্তি
273,Leute::N,халык,প্রজাপুঞ্জ
274,Volk::N,халык,জাতি
275,Arbeit::N,эш,চাকরি
276,Arbeit::N,хезмәт,চাকরি
277,Gast::N,кунак,অতিথি
278,Geschenk::N,бүләк,উপহার
279,Spiel::N,уен,খেলা
280,Gesellschaft::N,җәмгыять,সঙ্গিগণ
281,Hilfe::N,ярдәм,সাহায্য
282,Hilfe::N,булышлык,সাহায্য
283,Freund::N,дус,বন্ধু
284,Kamerad::N,иптәш,সঙ্গী
285,Angelegenheit::N,эш,বিষয়
286,Anzahl::N,микъдар,পরিমাণ
287,Art::N,төр,রকম
288,Stück::N,кисәк,টুকরো
289,Teil::N,өлеш,অংশ
290,Hälfte::N,ярым,অর্ধেক
291,Kreis::N,түгәрәк,বৃত্ত
292,Kreuz::N,хач,ক্রুশ
293,Kreuz::N,тәре,ক্রুশ
294,Linie::N,сызык,রেখা
295,Strich::N,сызык,কষি
296,Abstand::N,ара,ফাঁক
297,Entfernung::N,ераклык,ব্যবধান
298,Gegend::N,урын,ক্ষেত্র
299,Platz::N,бушлык,জায়গা
300,Ort::N,урын,স্থান
301,Seite::N,як,পার্শ্ব
302,Mitte::N,урта,মধ্য
303,Gegenstand::N,нәрсә,জিনিস
304,Sache::N,нәрсә,বস্তু
305,Rand::N,чит,কানা
306,Kante::N,кырый,ধার
307,Ecke::N,почмак,কোণ
308,Spitze::N,оч,ডগা
309,Ende::N,азак,প্রান্ত
310,Loch::N,тишек,গর্ত
311,Winkel::N,почмак,কোণ
312,Muster::N,парча,নমুন্
313,Größe::N,зурлык,আয়তন
314,Länge::N,озынлык,দৈর্ঘ্য
315,Höhe::N,биеклек,উচ্চতা
316,Gewicht::N,авырлык,ওজন
317,Menge::N,микъдар,পরিমাণ
318,Haufen::N,өем,পুঞ্জ
319,Reihe::N,рәт,শ্রেণী
320,Boot::N,каек,নৌকা
321,Boot::N,көймә,নৌকা
322,Ruder::N,ишкәк,দাঁড়
323,Schlitten::N,чана,স্নেজ্-গাড়ি
324,Ski::N,чаңгы,শী
325,Lagerfeuer::N,костёр,অগ্নি
326,Last::N,йөк,বোঝা
327,Gang::N,йөреш,হণ্টন
328,Schritt::N,адым,পদ
329,Norden::N,төньяк,উত্তরদিক্
330,Süden::N,көньяк,দক্ষিণদিক
331,Westen::N,көнбатыш,পশ্চিমদিক্
332,Osten::N,шәрык,পূর্বদিক
333,Osten::N,көнчыгыш,পূর্বদিক
334,Holz::N,агач,কাঠ
335,Brett::N,такта,তক্তা
336,Platte::N,плитә,ফলক
337,Stütze::N,таяу,নাগদণ্ড
338,Stange::N,колга,দণ্ড
339,Stock::N,таяк,ছড়ি
340,Stab::N,таяк,যষ্টি
341,Rohr::N,торба,নল
342,Haus::N,өй,ঘর
343,Haus::N,йорт,ঘর
344,Heim::N,гаилә,বাসা
345,Heim::N,нәсел,বাসা
346,Ofen::N,мич,স্টোভ্
347,Fußboden::N,идән,গহতল
348,Tisch::N,өстәл,মেজ
349,Tisch::N,өстәл,টেবিল
350,Stuhl::N,утыргыч,চেয়ার
351,Stuhl::N,утыргыч,কেদারা
352,Wiege::N,бишек,দোলনা
353,Bett::N,ятак,শয্যা
354,Bett::N,урын-җир,শয্যা
355,Regal::N,киштә,তাক
356,Regal::N,шүрлек,তাক
357,Kiste::N,әрҗә,বাক্স
358,Fenster::N,тәрәзә,জানালা
359,Tür::N,ишек,দ্বার
360,Tor::N,капка,দ্বার
361,Zaun::N,койма,বেড়া
362,Dach::N,түбә,ছাদ
363,Leiter::N,баскыч,মই
364,Besen::N,себерке,গুল্মবিশেষ
365,Spaten::N,көрәк,কোদাল
366,Schaufel::N,көрәк,বেলচা
367,Gabel::N,чәннечке,কাঁটা
368,Löffel::N,кашык,চামচ
369,Messer::N,пычак,ছুরি
370,Nagel::N,кадак,পেরেক
371,Netz::N,челтәр,জাল
372,Haken::N,ыргак,কাচি
373,Griff::N,тотка,হাতল
374,Schloss::N,йозак,তালা
375,Bild::N,рәсем,ছবি
376,Bild::N,рәсем,চিত্র
377,Bild::N,картина,ছবি
378,Bild::N,картина,চিত্র
379,Figur::N,сын,আকার
380,Figur::N,фигура,আকার
381,Puppe::N,курчак,পুতুল
382,Beutel::N,луза,বটুয়া
383,Bündel::N,бәйләм,আঁটি
384,Tasche::N,букча,থলি
385,Eimer::N,чиләк,বাল্তি
386,Deckel::N,капкач,আবরণ
387,Geschirr::N,савыт-саба,থালা-বাসন
388,Geschirr::N,кашык-аяк,থালা-বাসন
389,Sack::N,капчык,বস্তা
390,Tasse::N,чынаяк,কাপ
391,Topf::N,чүлмәк,পাত্র
392,Kessel::N,казан,কেটলি
393,Essen::N,ашау,আহার
394,Nahrung::N,азык,খাদ্য
395,Nahrung::N,тәгам,খাদ্য
396,Nahrung::N,ашамлык,খাদ্য
397,Speise::N,ризык,খাদ্য
398,Fleisch::N,ит,মাংস
399,Getreide::N,ашлык,শস্য
400,Brei::N,ботка,মণ্ড
401,Brot::N,ипи,রুটি
402,Brot::N,икмәк,রুটি
403,Scheibe::N,телем,ফালি
404,Fett::N,май,মেদ
405,Butter::N,май,মাখন
406,Öl::N,май,তৈল
407,Salz::N,тоз,নুন
408,Suppe::N,шулпа,শুরুয়া
409,Honig::N,бал,মধু
410,Milch::N,сөт,দুধ
411,Tee::N,чәй,চা
412,Leder::N,күн,পাকা চামড়া
413,Wolle::N,йон,পশম
414,Stoff::N,тукыма,বস্ত্র
415,Nadel::N,энә,সুচ
416,Faden::N,җеп,সূত্র
417,Knopf::N,төймә,বোতাম
418,Knoten::N,төен,গিঁট
419,Farbe::N,буяу,রং
420,Kleidung::N,кием,কাপড়
421,Hemd::N,күлмәк,শার্ট
422,Kragen::N,яка,গলবন্ধ
423,Ärmel::N,җиң,আস্তিন্
424,Hose::N,чалбар,ট্রাউজার
425,Gürtel::N,билбау,কটিবন্ধ
426,Mütze::N,бүрек,টুপি
427,Schuh::N,башмак,জুতো
428,Stiefel::N,итек,বুট
429,Ring::N,балдак,আংটি
430,Band::N,тасма,ফিতা
431,Kamm::N,тарак,চিরুনি
432,Spiegel::N,көзге,আয়না
433,Riemen::N,каеш,চাবুক
434,Schnur::N,бау,দড়ি
435,Leine::N,тезген,শিকল
436,Decke::N,юрган,কম্বল
437,Kissen::N,мендәр,উপাধান
438,Tuch::N,яулык,বস্ত্র
439,Handtuch::N,сөлгә,তোয়ালে
440,Kraft::N,егәр,জোর
441,Kraft::N,дәрман,জোর
442,Stärke::N,көч,শক্তি
443,Stärke::N,дәрман,শক্তি
444,Gesundheit::N,саулык,স্বাস্থ্য
445,Krankheit::N,чир,অসুখ
446,Krankheit::N,чир,ব্যামো
447,Krankheit::N,хаста,অসুখ
448,Krankheit::N,хаста,ব্যামো
449,Krankheit::N,сырхау,অসুখ
450,Krankheit::N,сырхау,ব্যামো
451,Schmerz::N,авырту,যন্ত্রণা
452,Wunde::N,яра,ক্ষত
453,Wunde::N,җәрәхәт,ক্ষত
454,Fieber::N,бизгәк,জ্বর
455,Arznei::N,дару,ঔষধ
456,Brücke::N,күпер,সেতু
457,Brunnen::N,кое,কূপ
458,Weide::N,утлавык,পশুচারণভূমি
459,Pfad::N,сукмак,পথ
460,Weg::N,юл,পথ
461,Straße::N,урам,রাস্তা
462,Dorf::N,авыл,গ্রাম
463,Stadt::N,шәһәр,শহর
464,Brief::N,хат,চিঠি
465,Buch::N,китап,বই
466,Buchstabe::N,хәреф,অক্ষর
467,Zeitung::N,газет,সংবাদপত্র
468,Zeitung::N,газета,সংবাদপত্র
469,Leben::N,гомер,জীবন
470,Leben::N,тормыш,জীবন
471,Leben::N,тереклек,জীবন
472,Tod::N,үлем,মৃত্যু
473,Grab::N,гүр,কবর
474,Grab::N,кабер,কবর
475,Kirche::N,чиркәү,গির্জা
476,Sünde::N,язык,পাপ
477,Sünde::N,гөнаһ,পাপ
478,Gott::N,алла,দেবতা
479,Gott::N,ходай,দেবতা
480,Arbeiter::N,эшче,শ্রমিক
481,Chef::N,башлык,নেতা
482,Meister::N,оста,ব্যক্তি
483,Arzt::N,врач,চিকিৎসক
484,Arzt::N,табиб,চিকিৎসক
485,Lehrer::N,укытучы,অধ্যাপক
486,Lehrer::N,мөгаллим,অধ্যাপক
487,Geld::N,акча,মুদ্রা
488,Geld::N,акча,টাকাপয়সা
489,Geschäft::N,эш,ব্যস্ততা
490,Laden::N,кибет,দোকান
491,Laden::N,магазин,দোকান
492,Preis::N,бәя,মূল্য
493,Preis::N,бәһа,মূল্য
494,Ware::N,товар,পণ্যদ্রব্য
495,Nutzen::N,файда,সুবিধা
496,Reichtum::N,байлык,ধনদৌলত
497,Welt::N,дөнья,জগৎ
498,Land::N,ил,খেত
499,Staat::N,дәүләт,রাষ্ট্র
500,König::N,патша,রাজা
501,Macht::N,хакимият,প্রভাব
502,Grenze::N,чик,সীমা
503,Krieg::N,сугыш,যুদ্ধ
504,Feind::N,дошман,শত্রু
505,Gewalt::N,көчләү,জোর
506,Kampf::N,көрәш,লড়াই
507,Bogen[Waffe]::N,җәя,ধনুক
508,Pfeil::N,ук,বাণ
509,Gewehr::N,мылтык,বন্দুক
510,Fehler::N,хата,ভুল
511,Lüge::N,ялган,মিথ্যা
512,Schaden::N,зыян,ক্ষতি
513,Schaden::N,зарар,ক্ষতি
514,Unglück::N,бәла,দুর্ভাগ্য
515,Schuld::N,гаеп,অপরাধ
516,Alter::N,яшь,আয়ু
517,Schluss::N,ахыр,শেষ
518,Zeit::N,заман,সময়
519,Tag::N,көн,দিন
520,Morgen::N,иртә,সকাল
521,Mittag::N,өйлә,মধ্যাহু
522,Abend::N,кич,সন্ধ্যা
523,Nacht::N,төн,রাত্রি
524,Woche::N,атна,সপ্তাহ
525,Monat::N,ай,মাস
526,Jahr::N,ел,সৌরবর্ষ
527,Frühling::N,яз,বসন্তকাল
528,Sommer::N,җәй,গ্রীষ্মকাল
529,Herbst::N,көз,শরংঋতু
530,Winter::N,кыш,শীতকাল
531,Januar::N,гыйнвар,জানুয়ারী
532,Februar::N,февраль,ফেব্রুয়ারী
533,März::N,март,মার্চ
534,April::N,апрель,এপ্রিল
535,Mai::N,май,মে
536,Juni::N,июнь,জুন
537,Juli::N,июль,জুলাই
538,August::N,август,অগাস্ট
539,September::N,сентябрь,সেপ্টেম্বর
540,Oktober::N,октябрь,অক্টোবর
541,November::N,ноябрь,নভেম্বর
542,Dezember::N,декабрь,ডিসেম্বর
543,Montag::N,дүшәмбе,সোমবার
544,Dienstag::N,сишәмбе,মঙ্গলবার
545,Mittwoch::N,чәршәмбе,বুধবার
546,Donnerstag::N,атнакич,বৃহম্পতিবার
547,Donnerstag::N,пәнҗешәмбе,বৃহম্পতিবার
548,Freitag::N,җомга,শুক্রবার
549,Samstag::N,шимбә,শনিবার
550,Sonntag::N,якшәмбе,রবিবার
551,groß::A,зур,বৃহৎ
552,klein::A,кечкенә,ছোট
553,lang::A,озын,দীর্ঘ
554,kurz::A,кыска,খর্ব
555,kurz::A,кыска,হ্রস্ব
556,breit::A,киң,চওড়া
557,schmal::A,кысык,সরু
558,dicht::A,куе,ঘন
559,dick[Gegenstand]::A,калын,পুরু
560,dünn::A,нечкә,কৃশ
561,fein::A,нәзакәтле,সূক্ষ্ম
562,fest::A,нык,দৃঢ়
563,flach::A,яссы,সমতল
564,flach::A,ялпак,সমতল
565,glatt::A,шома,মসৃণ
566,hart::A,каты,শক্ত
567,weich::A,йомшак,নরম
568,rund::A,түгәрәк,গোলাকার
569,spitz::A,очлы,তীক্ষ্ন
570,scharf::A,үткен,শাণিত
571,stumpf::A,үтмәс,ভোঁতা
572,schwer::A,салмак,ভারী
573,schön::A,гүзәл,সুন্দর
574,heiß::A,эссе,গরম
575,warm::A,җылы,ঈষদুষ্ণ
576,kalt::A,суык,ঠাণ্ডা
577,kalt::A,салкын,ঠাণ্ডা
578,kühl::A,салкынча,শীতল
579,frisch::A,салкынча,তাজা
580,feucht::A,юеш,ভিজা
581,nass::A,дымлы,ভিজা
582,trocken::A,коры,শুষ্ক
583,voll::A,тулы,পূর্ণ
584,leer::A,буш,খালি
585,offen::A,ачык,খোলা
586,geschlossen::A,йомык,বন্ধ
587,sauber::A,пакь,নির্মল
588,sauber::A,чиста,নির্মল
589,schmutzig::A,керле,নোংরা
590,schmutzig::A,пычрак,নোংরা
591,roh::A,чи,কাঁচা
592,reif::A,өлгергән,পাকা
593,lecker::A,тәмле,সুস্বাদ
594,süß::A,татлы,মিষ্ট
595,bitter::A,ачы,তিক্ত
596,sauer::A,әче,টক
597,hell::A,якты,উজ্জ্বল
598,dunkel::A,кара,অন্ধকারময়
599,schwarz::A,кара,কালো
600,weiß::A,ак,সাদা
601,rot::A,кызыл,লাল
602,gelb::A,сары,হলদে
603,blau::A,күк,নীল
604,grün::A,яшел,সবুজ
605,grau::A,соры,ছাই-রঙা
606,bunt::A,чуар,রঙিন
607,billig::A,арзан,সস্তা
608,teuer::A,хаклы,আক্রা
609,wertvoll::A,кыйммәтле,মহার্ঘ
610,blind::A,сукыр,কানা
611,blind::A,күзсез,কানা
612,taub::A,чукрак,বধির
613,taub::A,саңгырау,বধির
614,kräftig::A,егәрле,বিশাল
615,stark::A,нык,শক্তিশালী
616,stark::A,базык,শক্তিশালী
617,schwach::A,зәгыйфь,দুর্বল
618,fett::A,симез,মোটা
619,schlank::A,нәзек,কৃশ
620,hübsch::A,чибәр,সুন্দর
621,böse::A,усал,খারাপ
622,dumm::A,акылсыз,মূর্খ
623,faul::A,ялкау,শ্রমবিমুখ
624,faul::A,иренчәк,শ্রমবিমুখ
625,fleißig::A,тырыш,পরিশ্রমী
626,fleißig::A,тырышучан,পরিশ্রমী
627,geizig::A,саран,ব্যয়কুণ্ঠ
628,klug::A,акыллы,দক্ষ
629,geschickt::A,маһир,পটু
630,lieb::A,сөекле,প্রেয়
631,lustig::A,күңелле,প্রফুল্ল
632,sanft::A,басынкы,নম্র
633,hungrig::A,ач,ক্ষুধার্ত
634,krank::A,чирле,অসুস্থ
635,krank::A,сырхау,অসুস্থ
636,nackt::A,шәрә,উলঙ্গ
637,traurig::A,ямансу,দুঃখিত
638,lebendig::A,тере,জীবিত
639,gut::A,яхшы,ভালো
640,schlecht::A,начар,মন্দ
641,richtig::A,дөрес,ঠিক
642,schlimm::A,әшәкә,কদর্য
643,wahr::A,чып-чын,বাস্তব
644,alt::A,иске,পুরাতন
645,neu::A,яңа,নব
646,neu::A,яңа,নূতন
647,ehemalig::A,элекке,পূর্বকালীন
648,alt[Lebewesen]::A,карт,বৃদ্ধ
649,jung::A,яшь,তরুণ
650,arm::A,фәкыйрь,ক্ষুদ্র
651,reich::A,бай,ধনবান্
652,bekannt::A,таныш,সুপরিচিত
653,berühmt::A,атаклы,বিখ্যাত
654,fremd::A,ят,বিদেশি
655,verschieden::A,төрле,বিসদৃশ
656,nah::A,якын,নিকটবতী
657,fern::A,ерак,দুরবতী
658,linker::A,сул,বাম
659,rechter::A,уң,ডান
660,rechter::A,уң,ডাইন
661,anderer::A,бүтән,অন্যতর
662,erster::A,беренче,প্রথম
663,zweiter::A,икенче,দ্বিতীয়
664,dritter::A,өченче,তৃতীয়
665,letzter::A,ахыргы,সর্বশেষ
666,allein::ADV,ялгыз,একক
667,auf einmal::ADV,бердән,জলদি
668,zusammen::ADV,бергә,একসঙ্গে
669,lange::ADV,озак,লম্বা
670,plötzlich::ADV,искәрмәстән,হঠাৎ
671,sofort::ADV,хәзер,মুহ্ণর্তমধ্যে
672,später::ADV,соңрак,পশ্চাতে
673,jetzt::ADV,хәзер,এখন
674,heute::ADV,бүген,আজ
675,morgen::ADV,иртәгә,আগামিকাল
676,bald::ADV,тиздән,অস্পকালমধ্যে
677,dann::ADV,аннары,তখন
678,gestern::ADV,кичә,গতকাল
679,einst::ADV,берчак,একবার মাত্র
680,damals::ADV,ул вакытта,তখন
681,damals::ADV,ул чакта,তখন
682,danach::ADV,да,পরে
683,vorher::ADV,элек,আগে
684,zuerst::ADV,башта,আগে
685,einmal::ADV,бер,একবার
686,einmal::ADV,бер мәртәбә,একবার
687,manchmal::ADV,кайчакта,কখনও কখনও
688,oft::ADV,еш,ঘনঘন
689,immer::ADV,һәркайчан,সর্বদা
690,niemals::ADV,hичбер вакыт,কখলও নহে
691,hier::ADV,монда,এখানে
692,hier::ADV,биредә,এখানে
693,hierhin::ADV,монда,এখানে
694,von hier::ADV,моннан,ত্রই স্তান হইতে
695,dort::ADV,анда,ওখানে
696,dorthin::ADV,тегеләй,ওখানে
697,geradeaus::ADV,турыдан-туры,অগ্রগামী
698,vorwärts::ADV,алга,সন্মুখিকে
699,rückwärts::ADV,кире,খিরিয়া
700,zurück::ADV,кире,পিঠ
701,unten::ADV,түбәндә,নীচে
702,hinab::ADV,аска,নিম্নগামী
703,oben::ADV,өстә,উপরে
704,oben::ADV,югарыда,উপরে
705,hinauf::ADV,өскә,উচ্চতর অংশে
706,überall::ADV,hәркайда,সর্বত্র
707,nicht::ADV,түгел,না
708,ein wenig::ADV,бераз,অল্প
709,kaum::ADV,көчкә,কষ্টসহকাবে
710,sehr::ADV,бик,খুব
