,Concept_ID,os,xal
355,Reihe::N,рӕнхъ,зерглән
356,Boot::N,чема,оңһц
357,Ruder::N,къохар,хәәв
358,Schlitten::N,дзоныгъ,цан
359,Ski::N,къахдзоныгътæ,лыҗ
360,Ski::N,лыжæтæ,лыҗ
361,Lagerfeuer::N,арт,костёр
362,Last::N,уаргъ,күнд
363,Gang::N,цыд,йовлһн
364,Schritt::N,санчъех,ишкм
365,Schritt::N,къахдзӕф,ишкм
366,Norden::N,цæгат,ар үзг
367,Süden::N,хуссар,өмн
368,Süden::N,хуссар,өмн үзг
369,Westen::N,ныгуылæн,барун
370,Westen::N,ныгуылæн,барун үзг
371,Osten::N,скæсæн,зүн
372,Osten::N,скæсæн,зүн үзг
373,Holz::N,хъӕдӕрмӕг,модн
374,Brett::N,фæйнæг,харһа
375,Platte::N,къӕй,хавтха чолун
376,Stütze::N,быцæу,тулг
377,Stange::N,хъил,уньн
378,Stock::N,лӕдзӕг,модн
379,Stab::N,хъил,шуург
380,Rohr::N,хӕтӕл,турва
381,Haus::N,хӕдзар,гер
382,Heim::N,къона,гер-бул
383,Ofen::N,пец,беш
384,Fußboden::N,астӕрд,девскр
385,Tisch::N,стъол,ширә
386,Stuhl::N,бандон,стул
387,Wiege::N,авдæн,өлгә
388,Wiege::N,авдæн,дүүҗң
389,Bett::N,сынтӕг,орн
390,Bett::N,сынтӕг,орндг
391,Regal::N,тӕрхӕг,таг
392,Regal::N,тӕрхӕг,тәвц
393,Regal::N,уӕлвӕйнӕг,таг
394,Regal::N,уӕлвӕйнӕг,тәвц
395,Kiste::N,асыкк,яршг
396,Fenster::N,рудзынг,терз
397,Fenster::N,фæрссаг,терз
398,Tür::N,дуар,үүдн
399,Tor::N,кулдуар,үүдн
400,Tor::N,кулдуар,өргн үүдн
401,Tor::N,кулдуар,хашан үүдн
402,Zaun::N,æмбонд,хаша
403,Zaun::N,быру,хаша
404,Zaun::N,гæрæн,хаша
405,Dach::N,уӕлхӕдзар,деевр
406,Leiter::N,асин,шат
407,Leiter::N,асин,давшур
408,Besen::N,уисой,сәвүр
409,Spaten::N,бел,күрз
410,Schaufel::N,æвгæнæн,совг
411,Schaufel::N,кæфой,совг
412,Gabel::N,вилкæ,серә
413,Löffel::N,уидыг,ухр
414,Messer::N,кард,утх
415,Nagel::N,зӕгӕл,хадасн
416,Netz::N,хыз,гөлм
417,Haken::N,хæдз,дегә
418,Haken::N,хæбырæгъ,дегә
419,Griff::N,фистон,иш
420,Griff::N,фистон,бәрүл
421,Schloss::N,гуыдыр,оньс
422,Bild::N,ныв,зург
423,Figur::N,кæрдгæныв,фигур
424,Puppe::N,чындз,наадһа
425,Beutel::N,дзӕкъул,мишг
426,Bündel::N,баст,багла
427,Bündel::N,баст,боодһа
428,Tasche::N,хызын,сумк
429,Tasche::N,дзæкъул,сумк
430,Eimer::N,къæрта,суулһ
431,Eimer::N,чъыбыла,суулһ
432,Eimer::N,ведра,суулһ
433,Deckel::N,сæр,бүркәсн
434,Deckel::N,æмбæрзæн,бүркәсн
435,Geschirr::N,мигæнæн,сав
436,Geschirr::N,мигæнæн,сав-сарх
437,Geschirr::N,мигæнæнтæ,сав
438,Geschirr::N,мигæнæнтæ,сав-сарх
439,Sack::N,голлаг,мишг
440,Tasse::N,пиала,ааһ
441,Tasse::N,къус,ааһ
442,Topf::N,аг,кастрюль
443,Topf::N,чысыл аг,кастрюль
444,Kessel::N,аг,хәәсн
445,Essen::N,хӕрд,зоогллһн
446,Nahrung::N,хойраг,теҗәл
447,Speise::N,хӕринаг,хот
448,Fleisch::N,дзидза,махн
449,Fleisch::N,фыдызгъӕл,махн
450,Getreide::N,халсар,хот болҗ эдлгддг цецгүдтә урһмл
451,Brei::N,кас,хаш
452,Brot::N,дзул,өдмг
453,Scheibe::N,къӕбӕр,зүсм
454,Fett::N,сой,өөкн
455,Butter::N,нӕлхӕ,тосн
456,Öl::N,зети,тосн
457,Salz::N,цӕхх,давсн
458,Suppe::N,бас,шөлн
459,Honig::N,мыд,бал
460,Milch::N,ӕхсыр,үсн
461,Tee::N,цай,цә
462,Leder::N,мæскуы,арсн
463,Wolle::N,фӕсмын,утцн
464,Wolle::N,фӕсмын,эд
465,Stoff::N,хъуымац,эд
466,Nadel::N,судзин,зүн
467,Faden::N,ӕндах,утцн
468,Knopf::N,цӕппӕр,товч
469,Knoten::N,ӕлхынцъ,зәңгдә
470,Farbe::N,ахорæн,будг
471,Kleidung::N,дарӕс,хувцн
472,Kleidung::N,дарӕс,хувц-хунр
473,Hemd::N,хӕдон,киилг
474,Kragen::N,æфцæггот,зах
475,Ärmel::N,дыс,ханцн
476,Hose::N,хæлаф,шалвур
477,Hose::N,æддаг хæлаф,шалвур
478,Hose::N,салбар,шалвур
479,Gürtel::N,рон,бүс
480,Mütze::N,худ,махла
481,Schuh::N,басмахъ,башмгуд
482,Stiefel::N,цырыхъхъ,һосн
483,Ring::N,къухдарӕн,билцг
484,Band::N,лент,лент
485,Kamm::N,сӕрвасӕн,сам
486,Spiegel::N,айдæн,толь
487,Spiegel::N,кæсæн,толь
488,Riemen::N,гӕрз,бүс
489,Schnur::N,бӕндӕн,деесн
490,Decke::N,хъӕццул,көнҗл
491,Kissen::N,баз,дер
492,Tuch::N,кæлмæрзæн,альчур
493,Tuch::N,кæрдæн,альчур
494,Handtuch::N,хисæрфæн,полотенц
495,Handtuch::N,хисæрфæн,һар-нүүрин альчур
496,Kraft::N,тых,күчн
497,Kraft::N,хъомыс,күчн
498,Stärke::N,тых,чидл
499,Stärke::N,æхсар,чидл
500,Gesundheit::N,æнæниздзинад,эрүл-менд
501,Krankheit::N,низ,өвчн
502,Krankheit::N,рын,өвчн
503,Schmerz::N,рис,өвдлһн
504,Wunde::N,цӕф,шав
505,Fieber::N,ризӕг,безг
506,Fieber::N,тӕфсӕг,безг
507,Arznei::N,хос,эм
508,Brücke::N,хид,тагт
509,Brunnen::N,цъай,худг
510,Weide::N,хизæн,малын идг
511,Weide::N,хизæнуат,малын идг
512,Weide::N,сæрвæт,малын идг
513,Pfad::N,къахвæндаг,цувг
514,Pfad::N,къахвæд,цувг
515,Weg::N,фӕндаг,хаалһ
516,Straße::N,фӕндаг,зам
517,Dorf::N,хъӕу,хотн
518,Stadt::N,сахар,балһсн
519,Brief::N,фыстӕг,бичг
520,Buch::N,чиныг,дегтр
521,Buchstabe::N,дамгъӕ,үзг
522,Zeitung::N,газет,газет
523,Leben::N,цард,җирһл
524,Leben::N,цӕрӕнбон,җирһл
525,Tod::N,мæлæт,үкл
526,Tod::N,мæлæт,өңгрлһн
527,Tod::N,адзал,үкл
528,Tod::N,адзал,өңгрлһн
529,Grab::N,ингӕн,оршалһна нүкн
530,Kirche::N,аргъуан,чонҗ
531,Sünde::N,тæригъæд,нүл
532,Sünde::N,тæригъæд,килнц
533,Gott::N,хуыцау,бурхн
534,Arbeiter::N,кусæг,көдлмшч
535,Chef::N,ӕмцег,толһач
536,Meister::N,мастер,урн
537,Meister::N,дæсны,урн
538,Arzt::N,хосгæнæг,эмч
539,Arzt::N,дохтыр,эмч
540,Lehrer::N,ахуыргæнæг,багш
541,Geld::N,ӕхца,мөңгн
542,Geschäft::N,бизнес,көдлмш
543,Geschäft::N,хъуыддаг,көдлмш
544,Laden::N,дукани,лавк
545,Preis::N,аргъ,үн
546,Ware::N,базайраг,эд-тавр
547,Nutzen::N,пайда,олз
548,Reichtum::N,хъæздыгдзинад,зөөр
549,Reichtum::N,исбон,зөөр
550,Reichtum::N,мулк,зөөр
551,Welt::N,дуне,орчлң
552,Welt::N,дуне,делкә
553,Land::N,бӕстӕ,орн-нутг
554,Staat::N,паддзахад,государств
555,König::N,къарол,хан
556,Macht::N,хицаудзинад,йосн
557,Grenze::N,арӕн,меҗә
558,Krieg::N,хӕст,дән
559,Feind::N,знаг,дәәсн
560,Feind::N,фыдгул,дәәсн
561,Feind::N,фыдзæрдæ,дәәсн
562,Feind::N,сон,дәәсн
563,Gewalt::N,тыхми,күч һарһлһн
564,Gewalt::N,тыхдзинад,күч һарһлһн
565,Kampf::N,хæст,ноолдан
566,Kampf::N,хæст,бәрлдлһн
567,Kampf::N,хъæбысæйхæст,ноолдан
568,Kampf::N,хъæбысæйхæст,бәрлдлһн
569,Kampf::N,тох,ноолдан
570,Kampf::N,тох,бәрлдлһн
571,Bogen[Waffe]::N,ӕрдын,саадг
572,Pfeil::N,фат,сумн
573,Gewehr::N,топп,бу
574,Fehler::N,рӕдыд,алдг
575,Lüge::N,мӕнг,худл
576,Lüge::N,гӕдыдзинад,худл
577,Schaden::N,зиан,хорлт
578,Unglück::N,бæллæх,гүрм
579,Schuld::N,азым,гем
580,Schuld::N,азым,буру
581,Alter::N,кар,насн
582,Schluss::N,кæрон,чилгч
583,Zeit::N,рӕстӕг,цаг
584,Tag::N,бон,өдр
585,Morgen::N,райсом,өрүн
586,Mittag::N,æмбисбон,үд
587,Abend::N,изӕр,асхн
588,Nacht::N,ӕхсӕв,сө
589,Woche::N,къуыри,долан хонг
590,Monat::N,мӕй,сар
591,Jahr::N,аз,җил
592,Jahr::N,афӕдз,җил
593,Frühling::N,уалдзæг,хавр
594,Sommer::N,сӕрд,зун
595,Herbst::N,фæззæг,намр
596,Winter::N,зымӕг,үвл
597,Januar::N,январь,январь
598,Februar::N,февраль,февраль
599,März::N,мартъи,март
600,März::N,мартъи,моһа сар
601,April::N,апрель,апрель
602,Mai::N,май,май
603,Juni::N,июнь,июнь
604,Juni::N,июнь,мөчн сар
605,Juli::N,июль,июль
606,August::N,август,август
607,September::N,сентябрь,һаха сар
608,Oktober::N,октябрь,октябрь
609,November::N,ноябрь,ноябрь
610,November::N,ноябрь,үкр сар
611,Dezember::N,декабрь,бар сар
612,Montag::N,къуырисæр,понедельник
613,Dienstag::N,дыццæг,вторник
614,Mittwoch::N,æртыццæг,среда
615,Mittwoch::N,æртыццæг,үлмҗ өдр
616,Donnerstag::N,цыппæрæм,четверг
617,Donnerstag::N,цыппæрæм,пүрвә өдр
618,Freitag::N,майрæмбон,пятниц
619,Samstag::N,сабат,суббот
620,Sonntag::N,хуыцаубон,нарн өдр
621,Sonntag::N,хуыцаубон,воскресень
622,groß::A,дынджыр,ик
623,klein::A,гыццыл,бичкн
624,lang::A,даргъ,ут
625,kurz::A,цыбыр,оһтр
626,breit::A,фӕтӕн,өргн
627,schmal::A,нарӕг,уутьхн
628,schmal::A,уынгӕг,уутьхн
629,dicht::A,бæзджын,нигт
630,dicht::A,тар,нигт
631,dick[Gegenstand]::A,сӕвджын,зузан
632,dünn::A,тæнæг,нимгн
633,fein::A,лыстӕг,нәрхн
634,fest::A,фидар,бат
635,fest::A,хъӕддых,бат
636,flach::A,тъӕпӕн,хавтха
637,glatt::A,лӕгъз,тегш
638,glatt::A,лӕгъз,тиньгр
639,hart::A,хъӕбӕр,хату
640,weich::A,фӕлмӕн,җөөлн
641,weich::A,фӕлмӕн,җөөлкн
642,rund::A,тымбыл,төгрг
643,spitz::A,цыргъбырынкъ,шовһр
644,spitz::A,цыргъфындз,шовһр
645,scharf::A,цыргъ,хурц
646,stumpf::A,къуымых,мука
647,schwer::A,уӕззау,күнд
648,schön::A,аив,сәәхн
649,schön::A,рӕсугъд,сәәхн
650,heiß::A,тӕвд,халун
651,warm::A,хъарм,дулан
652,kalt::A,уазал,киитн
653,kühl::A,сатæг,серүн
654,kühl::A,уазалгомау,серүн
655,frisch::A,сатæг,серүн
656,feucht::A,уымӕл,чиигтә
657,nass::A,хуылыдз,чиигтә
658,trocken::A,хус,хагсу
659,voll::A,дзаг,дүүрң
660,voll::A,йедзаг ,дүүрң
661,leer::A,афтид,сул
662,leer::A,афтид,хоосн
663,offen::A,гом,секәтә
664,geschlossen::A,æхгæд,хаалһата
665,sauber::A,сыгъдæг,цевр
666,schmutzig::A,чъиллон,киртә
667,roh::A,хом,түүкә
668,reif::A,рӕгъӕд,болсн
669,lecker::A,хӕрзад,әмтәхн
670,süß::A,адджын,әмтәхн
671,bitter::A,судзаг,һашун
672,bitter::A,судзаг,һашута
673,sauer::A,туаг,ишклң
674,hell::A,рухс,герлтә
675,dunkel::A,талынг,харңһу
676,schwarz::A,сау,хар
677,weiß::A,урс,цаһан
678,rot::A,сырх,улан
679,gelb::A,бур,шар
680,blau::A,цъӕх,көк
681,grün::A,цъӕх,көк
682,grün::A,кӕрдӕгхуыз,көк
683,grau::A,цъӕх,бор
684,grau::A,фӕныкхуыз,бор
685,bunt::A,хъулон,алг
686,bunt::A,хъулон,эрәтә
687,bunt::A,гæрæм,алг
688,bunt::A,гæрæм,эрәтә
689,billig::A,аслам,кимд
690,teuer::A,зынаргъ,үнтә
691,wertvoll::A,зынаргъ,үнтә
692,wertvoll::A,зынаргъ,эрднь
693,blind::A,куырм,сохр
694,taub::A,къуырма,дүлә
695,kräftig::A,домбай,күчтә
696,kräftig::A,тыхджын,күчтә
697,stark::A,тыхджын,чаңһ
698,schwach::A,ӕнӕбон,күчн тату
699,fett::A,нард,тарһн
700,schlank::A,гуырвидыц,эццн
701,schlank::A,хæрзконд,эццн
702,schlank::A,рæхснæг,эццн
703,schlank::A,сагамад,эццн
704,hübsch::A,аив,көркхн
705,hübsch::A,рӕсугъд,көркхн
706,böse::A,фыдзӕрдӕ,уурта
707,dumm::A,ӕдылы,тенг
708,faul::A,зивӕг,залху
709,faul::A,зивӕггӕнаг,залху
710,fleißig::A,æнæзивæг,кинән
711,fleißig::A,æнæзивæг,кинмһә
712,fleißig::A,æнувыд,кинән
713,fleißig::A,æнувыд,кинмһә
714,geizig::A,чъынды,ховдг
715,geizig::A,æлгъин,ховдг
716,geizig::A,мæрддзæст,ховдг
717,klug::A,зондджын,ухата
718,geschickt::A,хӕрзарӕхст,чадмг
719,lieb::A,уарзон,эңкр
720,lustig::A,хъӕлдзӕг,сергмҗтә
721,lustig::A,хъӕлдзӕг,җирһлтә
722,sanft::A,мынчын,номһн
723,hungrig::A,ӕххормаг,өлн
724,hungrig::A,ӕххормаг,харһнсн
725,krank::A,нӕфӕразгӕ,өвчтә
726,krank::A,нӕфӕразгӕ,шалтгта
727,nackt::A,бӕгънӕг,нүцкн
