,Concept_ID,ku,pl
263,Neuigkeit::N,hewal,nowina
264,Name::N,nav,imię
265,Name::N,paşnav,imię
266,Rätsel::N,tiştonek,zagadka
267,Rede::N,gotar,mowa
268,Rede::N,axavtin,mowa
269,Sprache::N,ziman,język
270,Stimme::N,pejn,głos
271,Wort::N,gotin,słowo
272,Zeichen::N,şanek,znak
273,Ruf::N,hawar,wołanie
274,Lärm::N,xarbalix,hałas
275,Lärm::N,xarbalix,zgiełk
276,Laut::N,deng,dźwięk
277,Laut::N,hês,dźwięk
278,Ton::N,awaz,ton
279,Ton::N,awaz,dźwięk
280,Lied::N,sitran,pieśń
281,Lied::N,sitran,piosenka
282,Ruhe::N,rihetî,spokój
283,Leute::N,xelk,ludzie
284,Volk::N,xelk,naród
285,Arbeit::N,xebat,praca
286,Arbeit::N,xebat,robota
287,Gast::N,mêvan,gość
288,Geschenk::N,diyarî,prezent
289,Geschenk::N,diyarî,podarunek
290,Spiel::N,lîstik,gra
291,Spiel::N,lîstik,zabawa
292,Gesellschaft::N,komal,towarzystwo
293,Hilfe::N,alîkarî,pomoc
294,Freund::N,heval,przyjaciel
295,Kamerad::N,heval,kolega
296,Angelegenheit::N,pirsgirêk,sprawa
297,Anzahl::N,çend,ilość
298,Art::N,çeh,rodzaj
299,Stück::N,lib,kawałek
300,Stück::N,parçe,kawałek
301,Teil::N,parçe,część
302,Hälfte::N,nîvî,połowa
303,Kreis::N,çemil,krąg
304,Kreuz::N,xaç,krzyż
305,Linie::N,xezik,linia
306,Strich::N,xezik,kreska
307,Abstand::N,dûrahî,odstęp
308,Entfernung::N,dûrahî,odległość
309,Gegend::N,dever,okolica
310,Platz::N,çih,miejsce
311,Ort::N,dever,miejsce
312,Seite::N,rûpel,bok
313,Seite::N,rûpel,strona
314,Mitte::N,nav,środek
315,Mitte::N,nabênê,środek
316,Gegenstand::N,tişt,przedmiot
317,Sache::N,tişt,rzecz
318,Rand::N,kevî,skraj
319,Rand::N,kevî,krawędź
320,Kante::N,kevî,kant
321,Kante::N,kevî,krawędź
322,Ecke::N,qunç,róg
323,Spitze::N,derzî,ostrze
324,Ende::N,talî,koniec
325,Loch::N,qul,dziura
326,Winkel::N,kurnîşk,kąt
327,Winkel::N,kurnîşk,kącik
328,Muster::N,desen,wzór
329,Größe::N,mezinî,rozmiar
330,Größe::N,mezinî,wielkość
331,Länge::N,dirêjahî,długość
332,Höhe::N,bilindayî,wysokość
333,Gewicht::N,giranî,ciężar
334,Menge::N,qas,ilość
335,Haufen::N,lod,kupa
336,Reihe::N,rêz,rząd
337,Reihe::N,rêz,szereg
338,Boot::N,kelek,łódź
339,Boot::N,kelek,łódka
340,Ruder::N,bêrik,wiosło
341,Schlitten::N,xîjik,sanki
342,Ski::N,lakan,narta
343,Lagerfeuer::N,agir,ognisko
344,Last::N,bar,ciężar
345,Last::N,bar,brzemię
346,Gang::N,fîtêz,chód
347,Schritt::N,gav,krok
348,Norden::N,bakur,północ
349,Süden::N,başur,południe
350,Westen::N,rojava,zachód
351,Osten::N,rojhilat,wschód
352,Holz::N,dep,drzewo
353,Brett::N,dep,deska
354,Platte::N,dep,płyta
355,Stütze::N,destek,podpora
356,Stange::N,sing,drąg
357,Stange::N,sing,żerdź
358,Stock::N,çam,kij
359,Stock::N,çam,laska
360,Stab::N,qat,pręt
361,Rohr::N,borî,rura
362,Haus::N,mal,dom
363,Haus::N,xanî,dom
364,Heim::N,mal,dom
365,Ofen::N,sobe,piec
366,Fußboden::N,binpê,podłoga
367,Tisch::N,mase,stół
368,Stuhl::N,kursî,krzesło
369,Wiege::N,derguş,kołyska
370,Bett::N,qerewêle,łóżko
371,Bett::N,qerewêle,pościel
372,Regal::N,rêbaz,regał
373,Kiste::N,sindoq,skrzynia
374,Fenster::N,çam,okno
375,Fenster::N,şibeke,okno
376,Tür::N,derî,drzwi
377,Tor::N,derge,brama
378,Zaun::N,hejik,płot
379,Zaun::N,hejik,parkan
380,Dach::N,sere xanî,dach
381,Leiter::N,pêling,drabina
382,Besen::N,melkes,miotła
383,Spaten::N,mer,rydel
384,Schaufel::N,bêr,łopata
385,Gabel::N,çetel,widelec
386,Löffel::N,kevçî,łyżka
387,Messer::N,kêr,nóż
388,Nagel::N,bizmar,gwóźdź
389,Netz::N,tor,sieć
390,Haken::N,çenqel,hak
391,Griff::N,destî,chwyt
392,Schloss::N,qonax,zamek
393,Bild::N,dimen,obraz
394,Figur::N,figûr,figura
395,Puppe::N,bûk,lalka
396,Beutel::N,kîsik,torba
397,Bündel::N,pêçek,wiązka
398,Tasche::N,bêrîk,torba
399,Eimer::N,dewl,kubeł
400,Eimer::N,dewl,wiadro
401,Deckel::N,devik,przykrywka
402,Geschirr::N,ferax,statki
403,Geschirr::N,ferax,naczynia
404,Sack::N,tûr,worek
405,Tasse::N,kada,filiżanka
406,Topf::N,beroş,garnek
407,Kessel::N,şîril,kocioł
408,Essen::N,xwarin,jedzenie
409,Nahrung::N,xwarin,pokarm
410,Nahrung::N,xwarin,pożywienie
411,Speise::N,xwarin,potrawa
412,Speise::N,xwarin,jedzenie
413,Fleisch::N,goşt,mięso
414,Getreide::N,zad,zboże
415,Brei::N,hewdêl,kasza
416,Brot::N,,chleb
417,Scheibe::N,parçe,kromka
418,Fett::N,rûn,tłuszcz
419,Butter::N,rûn,masło
420,Öl::N,rûn,olej
421,Salz::N,xwe,sól
422,Suppe::N,şorbe,zupa
423,Honig::N,hingiv,miód
424,Milch::N,şîr,mleko
425,Tee::N,çay,herbata
426,Leder::N,çerm,skóra
427,Wolle::N,herî,wełna
428,Stoff::N,paç,tkanina
429,Stoff::N,paç,materiał
430,Nadel::N,derzî,igła
431,Faden::N,ta,nić
432,Faden::N,ta,nitka
433,Knopf::N,bişkok,guzik
434,Knoten::N,girêk,węzeł
435,Farbe::N,boyax,farba
436,Kleidung::N,çil,odzież
437,Hemd::N,qutik,koszula
438,Hemd::N,miltan,koszula
439,Kragen::N,stûvang,kołnierz
440,Ärmel::N,hûçik,rękaw
441,Hose::N,şewel,spodnie
442,Gürtel::N,qayiş,pasek
443,Mütze::N,fîno,czapka
444,Schuh::N,şêkal,but
445,Schuh::N,şêkal,bucik
446,Stiefel::N,gizme,but
447,Stiefel::N,gizme,kozak
448,Stiefel::N,çizme,but
449,Stiefel::N,çizme,kozak
450,Ring::N,xelek,pierścień
451,Band::N,band,wstęga
452,Kamm::N,şeh,grzebień
453,Spiegel::N,eynik,lustro
454,Riemen::N,qayiş,rzemień
455,Schnur::N,doxin,sznur
456,Leine::N,şirît,smycz
457,Decke::N,bataniye,kołdra
458,Kissen::N,balgî,poduszka
459,Tuch::N,şar,chustka
460,Handtuch::N,dezmal,ręcznik
461,Kraft::N,hêz,moc
462,Kraft::N,hêz,siła
463,Kraft::N,qewet,moc
464,Kraft::N,qewet,siła
465,Stärke::N,xurtî,moc
466,Stärke::N,xurtî,siła
467,Gesundheit::N,nojdarî,zdrowie
468,Krankheit::N,nexweşî,choroba
469,Schmerz::N,êş,ból
470,Wunde::N,kul,rana
471,Fieber::N,ta,gorączka
472,Arznei::N,derman,lekarstwo
473,Brücke::N,kopî,most
474,Brunnen::N,çal,studnia
475,Brunnen::N,kani,studnia
476,Weide::N,beyar,pastwisko
477,Pfad::N,xaçirek,ścieżka
478,Weg::N,rê,droga
479,Straße::N,rê,ulica
480,Dorf::N,gund,wieś
481,Stadt::N,baçar,miasto
482,Brief::N,name,list
483,Buch::N,kitêb,książka
484,Buch::N,pirtûk,książka
485,Buchstabe::N,herf,litera
486,Zeitung::N,rojname,gazeta
487,Zeitung::N,rojname,dziennik
488,Leben::N,jiyan,życie
489,Tod::N,mirin,śmierć
490,Grab::N,mezel,grób
491,Kirche::N,gilyas,kościół
492,Sünde::N,guneh,grzech
493,Gott::N,xwedê,bóg
494,Arbeiter::N,hîşçî,robotnik
495,Chef::N,bêg,szef
496,Meister::N,hoste,mistrz
497,Meister::N,hoste,majster
498,Arzt::N,doktor,lekarz
499,Lehrer::N,mamoste,nauczyciel
500,Geld::N,pere,pieniądze
501,Geschäft::N,firoşgeh,sprawa
502,Geschäft::N,firoşgeh,interes
503,Laden::N,dikan,sklep
504,Preis::N,buha,cena
505,Ware::N,tişt,towar
506,Nutzen::N,fêde,pożytek
507,Reichtum::N,serwet,bogactwo
508,Welt::N,dinya,świat
509,Land::N,welat,kraj
510,Staat::N,dewlet,państwo
511,König::N,şah,król
512,König::N,qral,król
513,Macht::N,qewet,władza
514,Macht::N,destihilat,władza
515,Grenze::N,kevî,granica
516,Krieg::N,çeng,wojna
517,Krieg::N,sêwaş,wojna
518,Feind::N,dijmin,wróg
519,Gewalt::N,zor,władza
520,Kampf::N,şer,bój
521,Kampf::N,şer,walka
522,Bogen[Waffe]::N,kêvan,łuk
523,Pfeil::N,çîrik,strzała
524,Gewehr::N,tifing,karabin
525,Fehler::N,şaşî,błąd
526,Lüge::N,derew,kłamstwo
527,Schaden::N,xisar,szkoda
528,Unglück::N,bêbextî,nieszczęście
529,Schuld::N,suç,wina
530,Alter::N,temen,wiek
531,Schluss::N,girtin,koniec
532,Schluss::N,girtin,zakończenie
533,Zeit::N,çax,czas
534,Tag::N,roj,dzień
535,Morgen::N,sibeh,ranek
536,Morgen::N,sibeh,poranek
537,Mittag::N,nîro,południe
538,Abend::N,êvar,wieczór
539,Nacht::N,şev,noc
540,Woche::N,heftî,tydzień
541,Monat::N,meh,miesiąc
542,Jahr::N,sal,rok
543,Frühling::N,bihar,wiosna
544,Sommer::N,havîn,lato
545,Herbst::N,payîz,jesień
546,Winter::N,zistan,zima
547,Januar::N,çile,styczeń
548,Februar::N,sibat,luty
549,März::N,adar,marzec
550,April::N,nîsan,kwiecień
551,Mai::N,gûlan,maj
552,Juni::N,hezîran,czerwiec
553,Juli::N,tîmeh,lipiec
554,August::N,tebax,sierpień
555,September::N,îlon,wrzesień
556,Oktober::N,çotmeh,październik
557,November::N,mijdar,listopad
558,Dezember::N,kanûn,grudzień
559,Montag::N,duşemb,poniedziałek
560,Dienstag::N,sêşem,wtorek
561,Mittwoch::N,çarşemb,środa
562,Donnerstag::N,pêşemb,czwartek
563,Freitag::N,în,piątek
564,Samstag::N,şemî,sobota
565,Sonntag::N,yekşemb,niedziela
566,groß::A,mezin,duży
567,groß::A,mezin,wielki
568,klein::A,çûçik,mały
569,lang::A,dirêj,długi
570,kurz::A,kin,krótki
571,breit::A,fireh,szeroki
572,schmal::A,tenik,wąski
573,dicht::A,gir,gęsty
574,dick[Gegenstand]::A,şîşman,gruby
575,dünn::A,zirav,cienki
576,fein::A,tenik,drobny
577,fest::A,saxlem,mocny
578,fest::A,saxlem,twardy
579,flach::A,pahn,płaski
580,glatt::A,dûz,gładki
581,glatt::A,şayîk,gładki
582,hart::A,hişk,twardy
583,weich::A,nerm,miękki
584,rund::A,gilover,okrągły
585,spitz::A,pîj,spiczasty
586,scharf::A,tûj,ostry
587,stumpf::A,ne tûj,tępy
588,schwer::A,giran,ciężki
589,schön::A,xweş,ładny
590,schön::A,xweş,piękny
591,schön::A,xweşik,ładny
592,schön::A,xweşik,piękny
593,heiß::A,kelandî,gorący
594,warm::A,germ,ciepły
595,kalt::A,sar,zimny
596,kühl::A,jemîrî,chłodny
597,frisch::A,ter,świeży
598,feucht::A,şil,wilgotny
599,nass::A,şilek,mokry
600,trocken::A,zuwa,suchy
601,voll::A,tijî,pełny
602,leer::A,vala,pusty
603,leer::A,vala,próżny
604,offen::A,vekirî,otwarty
605,geschlossen::A,asê,zamknięty
606,sauber::A,pakij,czysty
607,schmutzig::A,lewitî,brudny
608,roh::A,xav,surowy
609,reif::A,gihaştî,dojrzały
610,lecker::A,xweş,smaczny
611,süß::A,şîrîn,słodki
612,bitter::A,tahl,gorzki
613,sauer::A,tirş,kwaśny
614,hell::A,ronî,jasny
615,dunkel::A,tarî,ciemny
616,schwarz::A,reş,czarny
617,weiß::A,sipî,biały
618,rot::A,sor,czerwony
619,gelb::A,zer,żółty
620,blau::A,şîn,błękitny
621,blau::A,şîn,niebieski
622,grün::A,şîn,zielony
623,grau::A,gewr,szary
624,bunt::A,rengîn,barwny
625,billig::A,erzan,tani
626,teuer::A,biha,drogi
627,wertvoll::A,hêja,cenny
628,wertvoll::A,giranbiha,cenny
629,blind::A,kor,ślepy
630,taub::A,kerr,głuchy
631,kräftig::A,gir,mocny
632,kräftig::A,xurt,mocny
633,stark::A,xurt,silny
634,schwach::A,kesad,słaby
635,fett::A,qelew,tłusty
636,schlank::A,zirav,smukły
637,hübsch::A,xweşik,ładny
638,böse::A,xerab,zły
639,böse::A,aciz,zły
640,dumm::A,gêj,głupi
641,faul::A,têmbêl,leniwy
642,fleißig::A,jêhatî,pilny
643,geizig::A,destgirtî,skąpy
644,klug::A,baqil,mądry
645,geschickt::A,zîrek,zręczny
646,geschickt::A,ziring,zręczny
647,lieb::A,delal,miły
648,lustig::A,kêfxweş,wesoły
649,sanft::A,nazenîn,łagodny
650,hungrig::A,birçî,głodny
651,krank::A,nexweş,chory
652,nackt::A,rût,nagi
653,nackt::A,tazî,nagi
654,traurig::A,xemgîn,smutny
655,lebendig::A,bisaxî,żywy
656,gut::A,baş,dobry
657,schlecht::A,xerab,zły
658,richtig::A,rast,słuszny
659,richtig::A,rast,właściwy
660,richtig::A,saxlem,słuszny
661,richtig::A,saxlem,właściwy
662,schlimm::A,nebaş,zły
663,wahr::A,rast,prawdziwy
664,alt::A,pîr,stary
665,alt::A,kevn,stary
666,neu::A,nû,nowy
667,ehemalig::A,kevnar,były
668,ehemalig::A,peşidar,były
669,alt[Lebewesen]::A,pîr,stary
670,jung::A,xort,młody
671,arm::A,feqîr,ubogi
672,arm::A,feqîr,biedny
673,arm::A,desteng,ubogi
674,arm::A,desteng,biedny
675,reich::A,dewlemend,bogaty
676,bekannt::A,naskirî,znany
677,berühmt::A,navdar,słynny
678,fremd::A,xerîb,obcy
679,fremd::A,xerîb,cudzy
680,verschieden::A,çîhê,różny
681,nah::A,nêzîk,bliski
682,fern::A,dûr,daleki
683,linker::A,çepê,lewy
684,rechter::A,rastê,prawy
685,anderer::A,yê din,inny
686,erster::A,yekemîn,pierwszy
687,zweiter::A,duda,drugi
688,dritter::A,sisêya,trzeci
689,letzter::A,paşîn,ostatni
690,allein::ADV,tenê,sam
691,auf einmal::ADV,jar kê,naraz
692,zusammen::ADV,tev,razem
693,zusammen::ADV,bi hev re,razem
694,lange::ADV,dirêj,długo
695,plötzlich::ADV,ji nişkave,nagle
696,sofort::ADV,yekser,natychmiast
697,später::ADV,paşiyê,później
698,jetzt::ADV,nuha,teraz
699,jetzt::ADV,nuha,obecnie
700,heute::ADV,îro,dziś
701,heute::ADV,îro,dzisiaj
702,morgen::ADV,sibeh,jutro
703,bald::ADV,nêzîk,wkrótce
704,dann::ADV,paşê,potem
705,gestern::ADV,do,wczoraj
706,einst::ADV,jar ke,kiedyś
707,einst::ADV,jar ke,niegdyś
708,damals::ADV,hîngî,wtedy
709,damals::ADV,hîngî,wówczas
710,danach::ADV,piştra,następnie
711,vorher::ADV,pîşî,przedtem
712,zuerst::ADV,bere,naprzód
713,zuerst::ADV,bere,najpierw
714,einmal::ADV,çarik,raz
715,manchmal::ADV,çarna,czasem
716,oft::ADV,gelek çaran,często
717,immer::ADV,daîm,zawsze
718,niemals::ADV,tu çar,nigdy
719,hier::ADV,li vir,tu
720,hier::ADV,li vir,tutaj
721,hierhin::ADV,vir,tu
722,von hier::ADV,ji vir,stąd
723,dort::ADV,li wê derê,tam
724,dorthin::ADV,wêda,tam
725,geradeaus::ADV,rastê rast,prosto
726,vorwärts::ADV,ber bi pêş,naprzód
727,rückwärts::ADV,paşpê,wstecz
728,zurück::ADV,paşdo,z powrotem
729,zurück::ADV,paşvê,z powrotem
730,unten::ADV,jêrî,u dołu
731,unten::ADV,jêrî,na dole
732,hinab::ADV,berjêr,na_dół
733,hinab::ADV,berjêr,w_dół
734,oben::ADV,banî,w górze
735,oben::ADV,banî,na górze
736,hinauf::ADV,banî,w górę
737,hinauf::ADV,banî,na górę
738,überall::ADV,li her derê,wszędzie
739,nicht::ADV,ne,nie
740,nicht::ADV,nîn,nie
741,nicht::ADV,tine,nie
742,ein wenig::ADV,hebkî,trochę
743,kaum::ADV,tema,ledwie
744,kaum::ADV,tema,prawie nie
745,kaum::ADV,himangi,ledwie
746,kaum::ADV,himangi,prawie nie
747,sehr::ADV,gelek,bardzo
748,so::ADV,weha,tak
749,noch::ADV,hêj,jeszcze
750,noch::ADV,dîsa,jeszcze
751,nur::ADV,tenê,tylko
752,nur::ADV,bes,tylko
753,schon::ADV,hew,już
754,wieder::ADV,jar din,znów
755,wieder::ADV,jar din,znowu
756,wieder::ADV,dîsa,znów
757,wieder::ADV,dîsa,znowu
758,vergebens::ADV,deya çun,na próżno
759,vergebens::ADV,îfleh bûn,na próżno
760,vor::PRP,li ber,przed
761,hinter::PRP,li pişt,za
762,unter::PRP,li bin,pod
763,durch::PRP,kura,przez
764,neben::PRP,li ba,obok
765,zwischen::PRP,nabeyne,między
766,zwischen::PRP,di nav...da,między
767,wegen::PRP,ji bo,z powodu
768,wegen::PRP,ji ber,z powodu
769,dies::PRN,ev,to
770,das::PRN,ev,to
771,alles::PRN,hemû,wszystko
772,ich::PRN,ez,ja
773,du::PRN,tu,ty
774,er::PRN,wî,on
775,wir::PRN,êm,my
776,ihr::PRN,hûn,wy
777,sie::PRN,we,oni
778,was::FPRN,çi,co
779,wer::FPRN,ki,kto
780,wo::FADV,li ku dere,gdzie
781,wohin::FADV,li ku dere,dokąd
782,wie::FADV,çawa,jak
783,warum::FADV,çima,dlaczego
784,wieviel::FNUM,çend,ile
785,eins::NUM,yek,jeden
786,zwei::NUM,didu,dwa
787,drei::NUM,sisê,trzy
788,vier::NUM,çar,cztery
789,fünf::NUM,penç,pięć
790,sechs::NUM,şeş,sześć
791,sieben::NUM,heft,siedem
792,acht::NUM,heşt,osiem
793,neun::NUM,neh,dziewięć
794,zehn::NUM,deh,dziesięć
795,elf::NUM,yazdeh,jedenaście
796,zwölf::NUM,diwazdeh,dwanaście
797,zwanzig::NUM,bîst,dwadzieścia
798,dreißig::NUM,sih,trzydzieści
799,vierzig::NUM,çil,czterdzieści
800,fünfzig::NUM,pençi,pięćdziesiąt
801,sechzig::NUM,şêst,sześćdziesiąt
802,siebzig::NUM,heftê,siedemdziesiąt
803,achtzig::NUM,heştê,osiemdziesiąt
804,neunzig::NUM,nod,dziewięćdziesiąt
805,hundert::NUM,sêd,sto
806,tausend::NUM,hezar,tysiąc
807,und::CNJ,û,i
808,oder::CNJ,an,lub
809,oder::CNJ,an,albo
810,oder::CNJ,yan,lub
811,oder::CNJ,yan,albo
812,stehen::V,sekinîn,stać
813,sitzen::V,rûniştin,siedzieć
