,Concept_ID,se,lbe
293,Sehne::N,suõnn,хьхьа
294,Sehne::N,сӯнн,хьхьа
295,Knochen::N,måara,ттаркӏ
296,Knochen::N,måaroe,ттаркӏ
297,Knochen::N,dákte,ттаркӏ
298,Knochen::N,dákti,ттаркӏ
299,Knochen::N,tähti,ттаркӏ
300,Knochen::N,tä´htt,ттаркӏ
301,Knochen::N,та̄ххт,ттаркӏ
302,Knochen::N,та̄ффьт,ттаркӏ
303,Gehirn::N,aajla,ня
304,Gehirn::N,vuojŋam,ня
305,Gehirn::N,vuoigŋašat,ня
306,Gehirn::N,vuoi'ŋâšeh,ня
307,Gehirn::N,vuo'ivâšneh,ня
308,Gehirn::N,vuõivâšn,ня
309,Gehirn::N,вуэййвэшна,ня
310,Herz::N,vaajmoe,дакӏ
311,Herz::N,vaajmoe,къюкӏ
312,Herz::N,tsåhke,дакӏ
313,Herz::N,tsåhke,къюкӏ
314,Herz::N,váibmu,дакӏ
315,Herz::N,váibmu,къюкӏ
316,Herz::N,váimu,дакӏ
317,Herz::N,váimu,къюкӏ
318,Herz::N,čââ´đ,дакӏ
319,Herz::N,čââ´đ,къюкӏ
320,Herz::N,кӯттҌк,дакӏ
321,Herz::N,кӯттҌк,къюкӏ
322,Magen::N,tjåejjie,лякьа
323,Magen::N,tjoajvve,лякьа
324,Magen::N,čoavji,лякьа
325,Magen::N,čuáv'ji,лякьа
326,Magen::N,čåu´jj,лякьа
327,Magen::N,чо̄ввьй,лякьа
328,Leber::N,mueksie,
329,Leber::N,librre,
330,Leber::N,vuoivvas,
331,Leber::N,vuoivâs,
332,Leber::N,vuõivâs,
333,Leber::N,вуйвас,
334,Atem::N,voejngehtasse,ссихӏ ласаву
335,Atem::N,voejngehtasse,ссихӏ бигьаву
336,Atem::N,båssånis,ссихӏ ласаву
337,Atem::N,båssånis,ссихӏ бигьаву
338,Atem::N,vuojŋadahka,ссихӏ ласаву
339,Atem::N,vuojŋadahka,ссихӏ бигьаву
340,Atem::N,vuoiŋŋahat,ссихӏ ласаву
341,Atem::N,vuoiŋŋahat,ссихӏ бигьаву
342,Atem::N,vuo'iŋâstim,ссихӏ ласаву
343,Atem::N,vuo'iŋâstim,ссихӏ бигьаву
344,Atem::N,jiõg'g,ссихӏ ласаву
345,Atem::N,jiõg'g,ссихӏ бигьаву
346,Atem::N,вӯйнас,ссихӏ ласаву
347,Atem::N,вӯйнас,ссихӏ бигьаву
348,Atem::N,вӯййнмушш,ссихӏ ласаву
349,Atem::N,вӯййнмушш,ссихӏ бигьаву
350,Hunger::N,nielkie,ккаши
351,Hunger::N,nielgge,ккаши
352,Hunger::N,nealgi,ккаши
353,Hunger::N,nelgi,ккаши
354,Hunger::N,neä´lǧǧ,ккаши
355,Hunger::N,не̄лльк,ккаши
356,Träne::N,gïknjele,макь
357,Träne::N,ganjál,макь
358,Träne::N,ganjal,макь
359,Träne::N,koonjâl,макь
360,Träne::N,kõõnjâl,макь
361,Träne::N,кэ̄нял,макь
362,Geschmack::N,aelmie,тӏин
363,Geschmack::N,aelmie,тӏааьн
364,Geschmack::N,muosse,тӏин
365,Geschmack::N,muosse,тӏааьн
366,Geschmack::N,smáhkka,тӏин
367,Geschmack::N,smáhkka,тӏааьн
368,Geschmack::N,máhku,тӏин
369,Geschmack::N,máhku,тӏааьн
370,Geschmack::N,smáhkka,тӏин
371,Geschmack::N,smáhkka,тӏааьн
372,Geschmack::N,mááhu,тӏин
373,Geschmack::N,mááhu,тӏааьн
374,Geschmack::N,smakkâ,тӏин
375,Geschmack::N,smakkâ,тӏааьн
376,Geschmack::N,njõõd,тӏин
377,Geschmack::N,njõõd,тӏааьн
378,Geschmack::N,smääkk,тӏин
379,Geschmack::N,smääkk,тӏааьн
380,Geschmack::N,ня̄лльк,тӏин
381,Geschmack::N,ня̄лльк,тӏааьн
382,Geruch::N,haaje,кьанкь
383,Geruch::N,habjja,кьанкь
384,Geruch::N,hádja,кьанкь
385,Geruch::N,opsâ,кьанкь
386,Geruch::N,haajâ,кьанкь
387,Geruch::N,õpss,кьанкь
388,Geruch::N,haajj,кьанкь
389,Geruch::N,апс,кьанкь
390,Geruch::N,лэ̄гк,кьанкь
391,Schlaf::N,nahkerh,шану
392,Schlaf::N,nager,шану
393,Schlaf::N,oados,шану
394,Schlaf::N,nagir,шану
395,Schlaf::N,naṿer,шану
396,Schlaf::N,nââ´er,шану
397,Schlaf::N,нагерь,шану
398,Traum::N,nahkere,макӏру
399,Traum::N,niehko,макӏру
400,Traum::N,niehku,макӏру
401,Traum::N,naṿer,макӏру
402,Traum::N,nââ´er,макӏру
403,Traum::N,нагерь,макӏру
404,Himmel::N,elmie,ссав
405,Himmel::N,almme,ссав
406,Himmel::N,albmi,ссав
407,Himmel::N,alme,ссав
408,Himmel::N,â´lmm,ссав
409,Himmel::N,алльм,ссав
410,Sonne::N,biejjie,баргъ
411,Sonne::N,bæjvásj,баргъ
412,Sonne::N,beaivváš,баргъ
413,Sonne::N,peivi,баргъ
414,Sonne::N,piäiváš,баргъ
415,Sonne::N,pei´vv,баргъ
416,Sonne::N,пе̄ййв,баргъ
417,Mond::N,aske,барз
418,Mond::N,mánno,барз
419,Mond::N,mánnu,барз
420,Mond::N,máánu,барз
421,Mond::N,mään,барз
422,Mond::N,ма̄нн,барз
423,Stern::N,daasta,цӏуку
424,Stern::N,naestie,цӏуку
425,Stern::N,násste,цӏуку
426,Stern::N,násti,цӏуку
427,Stern::N,täsni,цӏуку
428,Stern::N,tä´snn,цӏуку
429,Stern::N,та̄ссьт,цӏуку
430,Luft::N,elmie,гьава
431,Luft::N,ájmmo,гьава
432,Luft::N,áibmu,гьава
433,Luft::N,áimu,гьава
434,Luft::N,šõŋŋ,гьава
435,Luft::N,вӯйнас,гьава
436,Wind::N,bïegke,марч
437,Wind::N,biegga,марч
438,Wind::N,biegga,марч
439,Wind::N,pieg'gâ,марч
440,Wind::N,piõg'g,марч
441,Wind::N,пӣӈӈк,марч
442,Welle::N,baaroe,щатӏи
443,Welle::N,bárro,щатӏи
444,Welle::N,bárru,щатӏи
445,Welle::N,pááṛu,щатӏи
446,Welle::N,päärr,щатӏи
447,Welle::N,нэ̄ммп,щатӏи
448,Wasser::N,tjaetsie,щин
449,Wasser::N,tjáhtje,щин
450,Wasser::N,čáhci,щин
451,Wasser::N,čääci,щин
452,Wasser::N,čää´cc,щин
453,Wasser::N,ча̄дзь,щин
454,Stein::N,gierkie,чару
455,Stein::N,giergge,чару
456,Stein::N,geađgi,чару
457,Stein::N,keđgi,чару
458,Stein::N,ǩeä´dǧǧ,чару
459,Stein::N,ке̄ддҌк,чару
460,Boden::N,betnie,аьрщи
461,Boden::N,ednam,аьрщи
462,Boden::N,bodni,аьрщи
463,Boden::N,vuođđu,аьрщи
464,Boden::N,ponne,аьрщи
465,Boden::N,vuáđ̣u,аьрщи
466,Boden::N,vuâđđ,аьрщи
467,Boden::N,лаввьн,аьрщи
468,Boden::N,е̄ммьне,аьрщи
469,Erde::N,jåarta,аьрщи
470,Erde::N,mueltie,аьрщи
471,Erde::N,ednam,аьрщи
472,Erde::N,mållde,аьрщи
473,Erde::N,eana,аьрщи
474,Erde::N,eennâm,аьрщи
475,Erde::N,mädd,аьрщи
476,Erde::N,jânnam,аьрщи
477,Erde::N,е̄ммьне,аьрщи
478,Staub::N,heblie,ххит
479,Staub::N,tsumhtsie,ххит
480,Staub::N,dubme,ххит
481,Staub::N,dopmu,ххит
482,Staub::N,kovjâ,ххит
483,Staub::N,põõ´l,ххит
484,Staub::N,кэ̄ббьй,ххит
485,Rauch::N,soeve,пуркӏу
486,Rauch::N,suovva,пуркӏу
487,Rauch::N,suovva,пуркӏу
488,Rauch::N,suoṿâ,пуркӏу
489,Rauch::N,suõvv,пуркӏу
490,Rauch::N,сӯвв,пуркӏу
491,Funke::N,naestie,пиягь
492,Funke::N,tjuonam,пиягь
493,Funke::N,čuotnan,пиягь
494,Funke::N,čuođâlm,пиягь
495,Funke::N,iiskâr,пиягь
496,Funke::N,čuõzzâm,пиягь
497,Funke::N,чӯссэм,пиягь
498,Feuer::N,dålle,цӏу
499,Feuer::N,dållå,цӏу
500,Feuer::N,dolla,цӏу
501,Feuer::N,tullâ,цӏу
502,Feuer::N,toll,цӏу
503,Feuer::N,то̄лл,цӏу
504,Licht::N,tjoevke,чани
505,Licht::N,tjuovgga,чани
506,Licht::N,čuovga,чани
507,Licht::N,čuovggas,чани
508,Licht::N,čuoṿâ,чани
509,Licht::N,toll,чани
510,Licht::N,čuõvv,чани
511,Licht::N,то̄лл,чани
512,Schatten::N,skugkie,ххют
513,Schatten::N,soejvene,ххют
514,Schatten::N,irkes,ххют
515,Schatten::N,sieges,ххют
516,Schatten::N,itku,ххют
517,Schatten::N,suoivâ,ххют
518,Schatten::N,õõtt,ххют
519,Schatten::N,ǩeeu´niǩ,ххют
520,Schatten::N,кывьнэхь,ххют
521,Wetter::N,vïerhtse,гьава
522,Wetter::N,dálkke,гьава
523,Wetter::N,dálki,гьава
524,Wetter::N,šoŋŋâ,гьава
525,Wetter::N,šõŋŋ,гьава
526,Wetter::N,шэ̄ӈӈ,гьава
527,Nebel::N,såavla,шархь ттурлу
528,Nebel::N,mearhka,шархь ттурлу
529,Nebel::N,murkko,шархь ттурлу
530,Nebel::N,mierkká,шархь ттурлу
531,Nebel::N,mierká,шархь ттурлу
532,Nebel::N,miär'kká,шархь ттурлу
533,Nebel::N,oṃo,шархь ттурлу
534,Nebel::N,sue´lnn,шархь ттурлу
535,Nebel::N,цӣгк,шархь ттурлу
536,Nebel::N,сулльн,шархь ттурлу
537,Wolke::N,balve,ттурлу
538,Wolke::N,balvva,ттурлу
539,Wolke::N,balva,ттурлу
540,Wolke::N,polvâ,ттурлу
541,Wolke::N,põlvv,ттурлу
542,Wolke::N,пэллв,ттурлу
543,Regen::N,ebrie,гъарал
544,Regen::N,harvve,гъарал
545,Regen::N,arvi,гъарал
546,Regen::N,arve,гъарал
547,Regen::N,â´brr,гъарал
548,Regen::N,аббьр,гъарал
549,Schnee::N,lopme,марххала
550,Schnee::N,moehtege,марххала
551,Schnee::N,muohta,марххала
552,Schnee::N,muohta,марххала
553,Schnee::N,muotâ,марххала
554,Schnee::N,muõtt,марххала
555,Schnee::N,вэ̄дз,марххала
556,Schnee::N,куэллт,марххала
557,Eis::N,jïenge,микӏ
558,Eis::N,jiegŋa,микӏ
559,Eis::N,jiekŋa,микӏ
560,Eis::N,jieŋ̣â,микӏ
561,Eis::N,jiõŋŋ,микӏ
562,Eis::N,ӣӈӈ,микӏ
563,Frost::N,baajkoe,дяркъу
564,Frost::N,baajkoe,замгьар
565,Frost::N,tjoasskem,дяркъу
566,Frost::N,tjoasskem,замгьар
567,Frost::N,buolaš,дяркъу
568,Frost::N,buolaš,замгьар
569,Frost::N,puolâš,дяркъу
570,Frost::N,puolâš,замгьар
571,Frost::N,puõlâš,дяркъу
572,Frost::N,puõlâš,замгьар
573,Frost::N,мӯнь,дяркъу
574,Frost::N,мӯнь,замгьар
575,Kälte::N,jueskie,дяркъу
576,Kälte::N,tjåetskeme,дяркъу
577,Kälte::N,tjoasskem,дяркъу
578,Kälte::N,čoaskin,дяркъу
579,Kälte::N,ko'lmâsvuotâ,дяркъу
580,Kälte::N,ijss,дяркъу
581,Kälte::N,čuä´cǩǩem,дяркъу
582,Kälte::N,tuârggnjõs,дяркъу
583,Kälte::N,кэ̄лмас,дяркъу
584,Hitze::N,baahke,кӏиришиву
585,Hitze::N,báhkka,кӏиришиву
586,Hitze::N,báhkka,кӏиришиву
587,Hitze::N,pakkâ,кӏиришиву
588,Hitze::N,kuṃe,кӏиришиву
589,Hitze::N,paašt,кӏиришиву
590,Hitze::N,жоарр,кӏиришиву
591,Raureif::N,jyjse,сил
592,Raureif::N,jyjse,бурса
593,Raureif::N,ridne,сил
594,Raureif::N,ridne,бурса
595,Raureif::N,goarre,сил
596,Raureif::N,goarre,бурса
597,Raureif::N,ritni,сил
598,Raureif::N,ritni,бурса
599,Raureif::N,suhči,сил
600,Raureif::N,suhči,бурса
601,Raureif::N,riṇe,сил
602,Raureif::N,riṇe,бурса
603,Raureif::N,ай,сил
604,Raureif::N,ай,бурса
605,Regenbogen::N,aatjan goengere,ссурул ккуртта
606,Regenbogen::N,aatjan joekse,ссурул ккуртта
607,Regenbogen::N,ádjájuoksa,ссурул ккуртта
608,Regenbogen::N,arvedávgi,ссурул ккуртта
609,Regenbogen::N,bajándávgi,ссурул ккуртта
610,Regenbogen::N,äijihtävgi,ссурул ккуртта
611,Regenbogen::N,teârmmazjohss,ссурул ккуртта
612,Regenbogen::N,тӣрмесью̄ккс,ссурул ккуртта
613,Donner::N,raejrie,къув
614,Donner::N,átjek,къув
615,Donner::N,átjárájdde,къув
616,Donner::N,áddjá,къув
617,Donner::N,baján,къув
618,Donner::N,juuṛâ,къув
619,Donner::N,tie´rmes,къув
620,Donner::N,тӣрмесь,къув
621,Donner::N,ча̄ркнэгк,къув
622,Strömung::N,njuvvie,экьинанаву
623,Strömung::N,ájggedáhpe,экьинанаву
624,Strömung::N,rávdnji,экьинанаву
625,Strömung::N,virde,экьинанаву
626,Strömung::N,ve´rdd,экьинанаву
627,Strömung::N,выррьт,экьинанаву
628,Tropfen::N,gåajhkohts,кӏунтӏ
629,Tropfen::N,gåjkudis,кӏунтӏ
630,Tropfen::N,goaikkanas,кӏунтӏ
631,Tropfen::N,čalme,кӏунтӏ
632,Tropfen::N,čâ´lmm,кӏунтӏ
633,Tropfen::N,ча̄лльм,кӏунтӏ
634,Schaum::N,sapte,хьама
635,Schaum::N,såpptå,хьама
636,Schaum::N,sokta,хьама
637,Schaum::N,suptâ,хьама
638,Schaum::N,soptt,хьама
639,Schaum::N,со̄ппт,хьама
640,Schmutz::N,haaskoe,кьяркьи
641,Schmutz::N,duolvva,кьяркьи
642,Schmutz::N,duolva,кьяркьи
643,Schmutz::N,durdi,кьяркьи
644,Schmutz::N,stänži,кьяркьи
645,Schmutz::N,sähss,кьяркьи
646,Schmutz::N,са̄ккьс,кьяркьи
647,Schmutz::N,не̄шшь,кьяркьи
648,See::N,jaevrie,бяр
649,See::N,jávrre,бяр
650,See::N,jávri,бяр
651,See::N,jävri,бяр
652,See::N,jâu´rr,бяр
653,See::N,я̄ввьр,бяр
654,Sumpf::N,pluevie,кунцӏа
655,Sumpf::N,áhpe,кунцӏа
656,Sumpf::N,sæmssa,кунцӏа
657,Sumpf::N,jeaggi,кунцӏа
658,Sumpf::N,jeggi,кунцӏа
659,Sumpf::N,jeä´ǧ'ǧ,кунцӏа
660,Sumpf::N,ла̄ммьп,кунцӏа
661,Moor::N,pluevie,
662,Moor::N,jiegge,
663,Moor::N,suotnju,
664,Moor::N,karrii,
665,Moor::N,kä´rev,
666,Moor::N,veättaǩ,
667,Moor::N,ла̄ммьп,
668,Wiese::N,ïentje,кьан
669,Wiese::N,giedde,кьан
670,Wiese::N,gieddi,кьан
671,Wiese::N,nijtto,кьан
672,Wiese::N,пуэшенҍ,кьан
673,Wald::N,skåake,вацӏа
674,Wald::N,skåajje,вацӏа
675,Wald::N,miehtsie,вацӏа
676,Wald::N,vuovdde,вацӏа
677,Wald::N,miehttse,вацӏа
678,Wald::N,vuovdi,вацӏа
679,Wald::N,meahcci,вацӏа
680,Wald::N,mecci,вацӏа
681,Wald::N,vyemi,вацӏа
682,Wald::N,vue´mm,вацӏа
683,Wald::N,meä´c'c,вацӏа
684,Wald::N,ля̄ммт,вацӏа
