,Concept_ID,cy,be
244,Sohn::N,mab,сын
245,Tochter::N,merch,дачка
246,Bruder::N,brawd,брат
247,Schwester::N,chwaer,сястра
248,Onkel::N,ewythr,дзядзька
249,Tante::N,modryb,цётка
250,Ehemann::N,gŵr,муж
251,Ehefrau::N,gwraig,жонка
252,Freude::N,gorfoledd,радасць
253,Gelächter::N,chwerthin,смех
254,Glück::N,hapusrwydd,шчасце
255,Kummer::N,galar,гора
256,Wunsch::N,dymuniad,жаданне
257,Lust::N,chwant,цяга
258,Geist::N,ysbryd,дух
259,Gedanke::N,meddwl,думка
260,Gedächtnis::N,cof,памяць
261,Verstand::N,meddwl,розум
262,Sinn::N,ystyr,сэнс
263,Grund::N,achos,зачэпка
264,Grund::N,rheswm,зачэпка
265,Wahrheit::N,gwir,праўда
266,Wahrheit::N,gwirionedd,праўда
267,Gespräch::N,sgwrs,размова
268,Märchen::N,chwedl werin,казка
269,Erzählung::N,stori,расказ
270,Erzählung::N,stori,апавяданне
271,Nachricht::N,neges,вестка
272,Nachricht::N,neges,паведамленне
273,Neuigkeit::N,newydd,навіна
274,Name::N,enw,імя
275,Rätsel::N,pos,загадка
276,Rede::N,araith,прамова
277,Sprache::N,iaith,мова
278,Stimme::N,llais,голас
279,Wort::N,gair,слова
280,Zeichen::N,arwydd,знак
281,Ruf::N,galwad,кліч
282,Lärm::N,trwst,шум
283,Laut::N,sain,гук
284,Ton::N,tôn,гучанне
285,Lied::N,cân,песня
286,Ruhe::N,tawelwch,спакой
287,Leute::N,pobl,людзі
288,Volk::N,pobl,народ
289,Arbeit::N,gwaith,праца
290,Arbeit::N,gwaith,работа
291,Gast::N,gwestai,госць
292,Geschenk::N,rhodd,падарунак
293,Geschenk::N,anrheg,падарунак
294,Spiel::N,chwarae,гульня
295,Gesellschaft::N,cwmni,таварыства
296,Hilfe::N,cymorth,дапамога
297,Freund::N,cyfaill,друг
298,Freund::N,cyfaill,сябар
299,Kamerad::N,cydymaith,прыяцель
300,Angelegenheit::N,pwnc,справа
301,Anzahl::N,cyfrif,колькасць
302,Art::N,bath,від
303,Stück::N,darn,кусок
304,Stück::N,darn,кавалак
305,Teil::N,rhan,частка
306,Hälfte::N,hanner,палова
307,Hälfte::N,hanner,палавіна
308,Kreis::N,cylch,круг
309,Kreuz::N,croes,крыж
310,Linie::N,llinell,лінія
311,Strich::N,strôc,рыса
312,Strich::N,trawiad,рыса
313,Abstand::N,bwlch,прамежак
314,Abstand::N,pellter,прамежак
315,Entfernung::N,pellter,адлегласць
316,Gegend::N,cylch,мясцовасць
317,Platz::N,lle,месца
318,Ort::N,lle,месца
319,Seite::N,ochr,бок
320,Mitte::N,canol,сярэдзіна
321,Gegenstand::N,eitem,прадмет
322,Sache::N,peth,рэч
323,Rand::N,cwr,край
324,Rand::N,ymyl,край
325,Kante::N,min,руб
326,Kante::N,min,кант
327,Kante::N,ymyl,руб
328,Kante::N,ymyl,кант
329,Ecke::N,cornel,вугал
330,Spitze::N,blaen,кончык
331,Ende::N,pen,канец
332,Loch::N,twll,дзірка
333,Winkel::N,congl,вугал
334,Muster::N,patrwm,узор
335,Größe::N,maint,памер
336,Größe::N,maintioli,памер
337,Länge::N,hyd,даўжыня
338,Höhe::N,uchder,вышыня
339,Gewicht::N,pwysau,вага
340,Menge::N,swm,колькасць
341,Menge::N,maint,колькасць
342,Haufen::N,pentwr,куча
343,Reihe::N,rhes,рад
344,Boot::N,cwch,лодка
345,Ruder::N,rhwyf,вясло
346,Schlitten::N,sled,сані
347,Schlitten::N,car llusg,сані
348,Ski::N,sgi,лыжа
349,Lagerfeuer::N,coelcerth,вогнішча
350,Last::N,llwyth,цяжар
351,Gang::N,tro,ход
352,Schritt::N,cam,шаг
353,Schritt::N,cam,крок
354,Norden::N,gogledd,поўнач
355,Süden::N,de,поўдзень
356,Westen::N,gorllewin,захад
357,Osten::N,dwyrain,усход
358,Holz::N,pren,дрэва
359,Holz::N,pren,драўніна
360,Brett::N,bwrdd,дошка
361,Brett::N,astell,дошка
362,Platte::N,llech,пліта
363,Stütze::N,ateg,падпорка
364,Stütze::N,cynhalydd,падпорка
365,Stange::N,polyn,жэрдка
366,Stock::N,ffon,палка
367,Stock::N,brigyn,палка
368,Stab::N,ffon,шост
369,Rohr::N,pibell,труба
370,Haus::N,tŷ,дом
371,Heim::N,cartref,дом
372,Heim::N,cartref,хата
373,Ofen::N,stof,печ
374,Fußboden::N,llawr,падлога
375,Tisch::N,bwrdd,стол
376,Stuhl::N,cadair,стул
377,Stuhl::N,cadair,крэсла
378,Wiege::N,crud,калыска
379,Bett::N,gwely,ложак
380,Bett::N,gwely,пасцель
381,Regal::N,silff,паліца
382,Kiste::N,bocs,скрынка
383,Kiste::N,blwch,скрынка
384,Fenster::N,ffenestr,акно
385,Tür::N,drws,дзверы
386,Tor::N,porth,вароты
387,Zaun::N,ffens,агароджа
388,Dach::N,to,дах
389,Leiter::N,ysgol,лесвіца
390,Besen::N,ysgub,мятла
391,Spaten::N,rhaw,лапата
392,Spaten::N,rhaw,жалязняк
393,Schaufel::N,rhaw,шуфлік
394,Schaufel::N,rhaw,лапатка
395,Gabel::N,fforc,відэлец
396,Löffel::N,llwy,лыжка
397,Messer::N,cyllell,нож
398,Nagel::N,hoel,цвік
399,Netz::N,gwe,сетка
400,Netz::N,rhwyd,сетка
401,Haken::N,bach,крук
402,Griff::N,carn,ручка
403,Schloss::N,clo,замок
404,Bild::N,llun,карціна
405,Bild::N,pictiwr,карціна
406,Figur::N,ffigur,фігура
407,Puppe::N,dol,лялька
408,Beutel::N,cwd,мяшок
409,Bündel::N,bwndel,вязка
410,Bündel::N,coflaid,вязка
411,Tasche::N,cod,торба
412,Eimer::N,bwced,вядро
413,Eimer::N,cunnog,вядро
414,Deckel::N,caead,накрыўка
415,Geschirr::N,llestri,пасуда
416,Sack::N,sach,мех
417,Tasse::N,cwpan,кубак
418,Topf::N,pot,каструля
419,Topf::N,crochan,каструля
420,Kessel::N,tegell,кацёл
421,Essen::N,pryd o fwyd,ежа
422,Nahrung::N,bwyd,харч
423,Speise::N,saig,страва
424,Fleisch::N,cig,мяса
425,Getreide::N,ŷd,збожжа
426,Getreide::N,llafur,збожжа
427,Brei::N,uwd,каша
428,Brot::N,bara,хлеб
429,Scheibe::N,tafell,луста
430,Scheibe::N,tafell,скібка
431,Fett::N,saim,тлушч
432,Fett::N,braster,тлушч
433,Butter::N,ymenyn,масла
434,Öl::N,olew,алей
435,Salz::N,halen,соль
436,Suppe::N,cawl,суп
437,Honig::N,mêl,мёд
438,Milch::N,llaeth,малако
439,Milch::N,llefrith,малако
440,Tee::N,te,чай
441,Tee::N,te,гарбата
442,Leder::N,lledr,скура
443,Wolle::N,gwlân,воўна
444,Stoff::N,lliain,тканіна
445,Stoff::N,brethyn,тканіна
446,Nadel::N,nodwydd,іголка
447,Faden::N,edau,нітка
448,Faden::N,edefyn,нітка
449,Knopf::N,botwm,гузік
450,Knoten::N,cwlwm,вузел
451,Farbe::N,paent,фарба
452,Kleidung::N,dillad,адзенне
453,Kleidung::N,gwisgoedd,адзенне
454,Hemd::N,crys,кашуля
455,Kragen::N,coler,каўнер
456,Ärmel::N,llawes,рукаў
457,Hose::N,trowsus,штаны
458,Gürtel::N,gwregys,пояс
459,Mütze::N,cap,шапка
460,Schuh::N,esgid,чаравік
461,Stiefel::N,botasen,бот
462,Ring::N,modrwy,кольца
463,Band::N,rhuban,стужка
464,Kamm::N,crib,расчоска
465,Spiegel::N,drych,люстра
466,Riemen::N,strap,рэмень
467,Schnur::N,llinyn,вяроўка
468,Leine::N,tennyn,павадок
469,Decke::N,blanced,коўдра
470,Decke::N,gwrthban,коўдра
471,Kissen::N,clustog,падушка
472,Kissen::N,gobennydd,падушка
473,Tuch::N,sgarff,хустка
474,Handtuch::N,tywel,ручнік
475,Handtuch::N,lliain sychu,ручнік
476,Kraft::N,grym,сіла
477,Stärke::N,nerth,моц
478,Stärke::N,cryfder,моц
479,Gesundheit::N,iechyd,здароўе
480,Krankheit::N,afiechyd,хвароба
481,Krankheit::N,anhwylder,хвароба
482,Schmerz::N,poen,боль
483,Schmerz::N,gwayw,боль
484,Wunde::N,clwyf,рана
485,Fieber::N,twymyn,гарачка
486,Fieber::N,twymyn,ліхаманка
487,Arznei::N,meddyginiaeth,лекі
488,Brücke::N,pont,мост
489,Brunnen::N,ffynnon,калодзеж
490,Weide::N,porfa,паша
491,Pfad::N,llwybr,сцежка
492,Weg::N,ffordd,шлях
493,Weg::N,ffordd,дарога
494,Straße::N,heol,вуліца
495,Straße::N,ffordd,вуліца
496,Dorf::N,pentref,вёска
497,Stadt::N,tref,горад
498,Brief::N,llythyr,ліст
499,Brief::N,llythyr,пісьмо
500,Buch::N,llyfr,кніга
501,Buchstabe::N,llythyren,літара
502,Zeitung::N,papur newydd,газета
503,Leben::N,bywyd,жыццё
504,Tod::N,marwolaeth,смерць
505,Grab::N,bedd,магіла
506,Kirche::N,eglwys,касцёл
507,Kirche::N,eglwys,царква
508,Sünde::N,pechod,грэх
509,Gott::N,duw,бог
510,Arbeiter::N,gweithiwr,рабочы
511,Chef::N,pennaeth,начальнік
512,Meister::N,meistr,майстар
513,Arzt::N,meddyg,урач
514,Lehrer::N,athro,настаўнік
515,Geld::N,pres,грошы
516,Geld::N,arian,грошы
517,Geschäft::N,busnes,заняцце
518,Laden::N,siop,крама
519,Laden::N,siop,магазін
520,Preis::N,pris,цана
521,Ware::N,nwydd,тавар
522,Nutzen::N,elw,выгада
523,Nutzen::N,budd,выгада
524,Reichtum::N,cyfoeth,багацце
525,Welt::N,byd,свет
526,Land::N,gwlad,краіна
527,Staat::N,gwladwriaeth,дзяржава
528,König::N,brenin,кароль
529,Macht::N,grym,улада
530,Macht::N,awdurdod,улада
531,Grenze::N,ffin,граніца
532,Grenze::N,goror,граніца
533,Krieg::N,rhyfel,вайна
534,Feind::N,gelyn,вораг
535,Gewalt::N,ffyrnigrwydd,насілле
536,Kampf::N,brwydr,барацьба
537,Bogen[Waffe]::N,bwa,лук
538,Pfeil::N,saeth,страла
539,Gewehr::N,dryll,ружжо
540,Fehler::N,gwall,памылка
541,Fehler::N,camgymeriad,памылка
542,Lüge::N,celwydd,хлусня
543,Lüge::N,anwiredd,хлусня
544,Schaden::N,niwed,шкода
545,Schaden::N,difrod,шкода
546,Unglück::N,anffawd,ліха
547,Unglück::N,anffawd,бядота
548,Schuld::N,bai,віна
549,Alter::N,oed,узрост
550,Schluss::N,diwedd,канец
551,Zeit::N,amser,час
552,Tag::N,dydd,дзень
553,Tag::N,diwrnod,дзень
554,Morgen::N,bore,ранак
555,Morgen::N,bore,раніца
556,Mittag::N,nawn,паўдня
557,Mittag::N,nawn,поўдзень
558,Abend::N,noswaith,вечар
559,Nacht::N,nos,ноч
560,Woche::N,wythnos,тыдзень
561,Monat::N,mis,месяц
562,Jahr::N,blwyddyn,год
563,Frühling::N,gwanwyn,вясна
564,Sommer::N,haf,лета
565,Herbst::N,hydref,восень
566,Winter::N,gaeaf,зіма
567,Januar::N,Ionawr,студзень
568,Februar::N,Chwefror,люты
569,März::N,Mawrth,сакавік
570,April::N,Ebrill,красавік
571,Mai::N,Mai,май
572,Mai::N,Mai,травень
573,Juni::N,Mehefin,чэрвень
574,Juli::N,Gorffennaf,ліпень
575,August::N,Awst,жнівень
576,September::N,Medi,верасень
577,Oktober::N,Hydref,кастрычнік
578,November::N,Tachwedd,лістапад
579,Dezember::N,Rhagfyr,снежань
580,Montag::N,dydd Llun,панядзелак
581,Dienstag::N,dydd Mawrth,аўторак
582,Mittwoch::N,dydd Mercher,серада
583,Donnerstag::N,dydd Iau,чацвер
584,Freitag::N,dydd Gwener,пятніца
585,Samstag::N,dydd Sadwrn,субота
586,Sonntag::N,dydd Sul,нядзеля
587,groß::A,mawr,вялікі
588,klein::A,bach,маленькі
589,lang::A,hir,доўгі
590,kurz::A,byr,кароткі
591,kurz::A,cwta,кароткі
592,breit::A,llydan,шырокі
593,schmal::A,cul,вузкі
594,dicht::A,dwys,густы
595,dick[Gegenstand]::A,trwchus,тоўсты
596,dünn::A,tenau,тонкі
597,fein::A,main,тонкі
598,fest::A,cadarn,моцны
599,flach::A,gwastad,плоскі
600,glatt::A,llyfn,гладкі
601,hart::A,caled,цвёрды
602,weich::A,meddal,мяккі
603,rund::A,crwn,круглы
604,spitz::A,pigfain,спічасты
605,spitz::A,pigfain,востраканцовы
606,scharf::A,miniog,востры
607,stumpf::A,pŵl,тупы
608,schwer::A,trwm,цяжкі
609,schön::A,teg,прыгожы
610,schön::A,hardd,прыгожы
611,schön::A,prydferth,прыгожы
612,heiß::A,poeth,гарачы
613,warm::A,twym,цёплы
614,warm::A,cynnes,цёплы
615,kalt::A,oer,холадны
616,kühl::A,oeraidd,халаднаваты
617,frisch::A,iach,свежы
618,feucht::A,llaith,вільготны
619,nass::A,gwlyb,мокры
620,trocken::A,sych,сухі
621,voll::A,llawn,поўны
622,leer::A,gwag,пусты
623,offen::A,agored,адкрыты
624,offen::A,agored,адчынены
625,geschlossen::A,caead,закрыты
626,geschlossen::A,caead,зачынены
627,geschlossen::A,caeëdig,закрыты
628,geschlossen::A,caeëdig,зачынены
629,sauber::A,glân,чысты
630,schmutzig::A,budr,брудны
631,schmutzig::A,brwnt,брудны
632,roh::A,amrwd,сыры
633,reif::A,aeddfed,спелы
634,lecker::A,blasus,смачны
635,lecker::A,danteithiol,смачны
636,süß::A,melys,салодкі
637,bitter::A,chwerw,горкі
638,sauer::A,sur,кіслы
639,hell::A,disglair,светлы
640,dunkel::A,tywyll,цёмны
641,schwarz::A,du,чорны
642,weiß::A,gwyn,белы
643,rot::A,coch,чырвоны
644,gelb::A,melyn,жоўты
645,blau::A,glas,сіні
646,grün::A,gwyrdd,зялёны
647,grau::A,llwyd,шэры
648,bunt::A,lliwgar,пяресты
649,billig::A,rhad,танны
650,teuer::A,drud,дарагі
651,wertvoll::A,gwerthfawr,цэнны
652,wertvoll::A,gwerthfawr,каштоўны
653,blind::A,dall,сляпы
654,taub::A,byddar,глухі
655,kräftig::A,nerthol,магутны
656,kräftig::A,grymus,магутны
657,stark::A,cryf,сільны
658,stark::A,cadarn,сільны
659,schwach::A,gwan,слабы
660,fett::A,tew,тлусты
661,schlank::A,main,стройны
662,hübsch::A,tlws,чароўны
663,böse::A,drwg,злы
664,dumm::A,twp,дурны
665,faul::A,diog,лянівы
666,fleißig::A,dyfal,руплівы
667,geizig::A,crintach,прагны
668,geizig::A,cybyddlyd,прагны
669,klug::A,deallus,разумны
670,geschickt::A,medrus,умелы
671,geschickt::A,deheuig,умелы
672,lieb::A,hoff,мілы
673,lieb::A,annwyl,мілы
674,lustig::A,llon,вясёлы
675,sanft::A,mwyn,ласкавы
676,hungrig::A,newynog,галодны
677,krank::A,sâl,хворы
678,krank::A,gwael,хворы
679,nackt::A,noeth,голы
680,traurig::A,trist,сумны
681,lebendig::A,yn fyw,жывы
682,gut::A,da,добры
683,schlecht::A,drwg,кепскі
684,schlecht::A,gwael,кепскі
685,richtig::A,cywir,правільны
686,schlimm::A,enbyd,агідны
687,wahr::A,gwir,сапраўдны
688,alt::A,hen,стары
689,neu::A,newydd,новы
690,ehemalig::A,blaenorol,былы
691,alt[Lebewesen]::A,oedrannus,стары
692,jung::A,ifanc,малады
693,arm::A,tlawd,бедны
694,reich::A,cyfoethog,багаты
695,bekannt::A,cynefin,знаёмы
696,bekannt::A,cyfarwydd,знаёмы
697,berühmt::A,enwog,славуты
698,fremd::A,estron,чужы
699,verschieden::A,gwahanol,розны
700,nah::A,agos,блізкі
701,fern::A,pell,далёкі
702,linker::A,aswy,левы
703,linker::A,chwith,левы
704,rechter::A,de,правы
705,rechter::A,deau,правы
706,anderer::A,arall,іншы
707,anderer::A,arall,другі
708,erster::A,cyntaf,першы
709,zweiter::A,ail,другі
710,dritter::A,trydydd,трэці
711,letzter::A,olaf,апошні
712,allein::ADV,unig,сам
713,allein::ADV,unig,адзін
714,allein::ADV,ar ei ben ei hun,сам
715,allein::ADV,ar ei ben ei hun,адзін
716,auf einmal::ADV,ar yr un pryd,адразу
717,zusammen::ADV,ynghyd,разам
718,zusammen::ADV,gyda'i gilydd,разам
719,lange::ADV,amser hir,доўга
720,plötzlich::ADV,yn sydyn,раптам
721,sofort::ADV,ar unwaith,зараз
722,später::ADV,yn ddiweddarach,пазней
723,jetzt::ADV,yn awr,цяпер
724,heute::ADV,heddiw,сёння
725,morgen::ADV,yfory,заўтра
726,bald::ADV,yn fuan,хутка
727,bald::ADV,yn fuan,неўзабаве
728,bald::ADV,gyda hyn,хутка
729,bald::ADV,gyda hyn,неўзабаве
730,dann::ADV,yna,потым
731,dann::ADV,y pryd hwnnw,потым
732,gestern::ADV,ddoe,учора
733,einst::ADV,gynt,аднойчы
734,damals::ADV,ar y pryd,тады
735,damals::ADV,bryd hynny,тады
736,danach::ADV,wedyn,затым
737,vorher::ADV,o'r blaen,раней
738,zuerst::ADV,yn gyntaf,спярша
739,zuerst::ADV,yn gyntaf,спачатку
740,einmal::ADV,unwaith,адзін раз
741,manchmal::ADV,weithiau,часам
742,manchmal::ADV,ar brydiau,часам
743,oft::ADV,yn aml,часта
744,oft::ADV,yn fynych,часта
745,immer::ADV,bob amser,заўсёды
746,niemals::ADV,ni ... byth,ніколі
747,niemals::ADV,ni ... erioed,ніколі
748,hier::ADV,yma,тут
749,hierhin::ADV,hyd yma,сюды
750,von hier::ADV,oddi yma,адсюль
751,von hier::ADV,oddi yma,адгэтуль
752,dort::ADV,acw,там
753,dorthin::ADV,tuag yno,туды
754,geradeaus::ADV,syth ymlaen,прама
755,vorwärts::ADV,ymlaen,наперад
756,rückwärts::ADV,yn ôl,назад
757,zurück::ADV,yn ôl,назад
758,unten::ADV,isod,унізе
759,unten::ADV,oddi tanodd,унізе
760,hinab::ADV,i lawr,уніз
761,hinab::ADV,i waered,уніз
762,oben::ADV,fry,угары
763,oben::ADV,fry,наверсе
764,hinauf::ADV,i fyny,угару
765,hinauf::ADV,i'r lan,угару
766,überall::ADV,ym mhobman,усюды
767,nicht::ADV,ni,не
768,nicht::ADV,nid,не
769,ein wenig::ADV,tipyn,трошкі
770,ein wenig::ADV,ychydig,трошкі
771,kaum::ADV,prin,ледзьве
772,sehr::ADV,iawn,вельмі
773,so::ADV,fel,так
774,so::ADV,felly,так
775,noch::ADV,eto,яшчэ
776,nur::ADV,yn unig,толькі
777,schon::ADV,eisoes,ужо
778,schon::ADV,yn barod,ужо
779,wieder::ADV,drachefn,зноў
780,vergebens::ADV,yn ofer,дарма
781,vergebens::ADV,yn ofer,дарэмна
782,vor::PRP,o flaen,перад
783,hinter::PRP,ar ôl,за
784,hinter::PRP,ar ôl,ззаду
785,unter::PRP,islaw,пад
786,durch::PRP,trwy,праз
787,neben::PRP,ar bwys,каля
788,zwischen::PRP,rhwng,між
789,zwischen::PRP,rhwng,паміж
790,zwischen::PRP,cydrhwng,між
791,zwischen::PRP,cydrhwng,паміж
792,wegen::PRP,o achos,з-за
793,wegen::PRP,oherwydd,з-за
794,dies::PRN,hyn,гэта
795,das::PRN,hynny,тое
796,alles::PRN,popeth,усё
797,ich::PRN,fi,я
798,du::PRN,ti,ты
799,er::PRN,fe,ён
800,wir::PRN,ni,мы
