,Concept_ID,bg,zh
220,Mädchen::N,момиче,女孩
221,Familie::N,фамилия,家庭
222,Familie::N,семейство,家庭
223,Großvater::N,дядо,祖父
224,Großmutter::N,баба,祖母
225,Eltern::N,родители,父母
226,Vater::N,баща,父亲
227,Mutter::N,майка,母亲
228,Sohn::N,син,儿子
229,Tochter::N,дъщеря,女儿
230,Bruder::N,брат,兄弟
231,Schwester::N,сестра,姐妹
232,Onkel::N,чичо,伯父
233,Onkel::N,вуйчо,伯父
234,Tante::N,леля,阿姨
235,Ehemann::N,съпруг,丈夫
236,Ehefrau::N,съпруга,妻子
237,Freude::N,радост,愉快
238,Gelächter::N,смях,大笑
239,Glück::N,щастие,运气
240,Kummer::N,тъга,苦恼
241,Wunsch::N,желание,愿望
242,Lust::N,желание,乐趣
243,Geist::N,дух,精神
244,Gedanke::N,мисъл,思想
245,Gedächtnis::N,памет,记性
246,Verstand::N,ум,理智
247,Verstand::N,разум,理智
248,Sinn::N,смисъл,感觉
249,Grund::N,причина,理由
250,Wahrheit::N,правда,真理
251,Gespräch::N,разговор,谈话
252,Märchen::N,приказка,童话
253,Erzählung::N,разказ,故事
254,Nachricht::N,вест,消息
255,Nachricht::N,известие,消息
256,Neuigkeit::N,новина,新闻
257,Name::N,име,名字
258,Rätsel::N,гатанка,谜语
259,Rede::N,реч,讲话
260,Rede::N,слово,讲话
261,Sprache::N,език,语言
262,Stimme::N,глас,声音
263,Wort::N,дума,词
264,Zeichen::N,знак,标记
265,Ruf::N,зов,呼喊
266,Lärm::N,шум,噪音
267,Lärm::N,глъчка,噪音
268,Laut::N,звук,响声
269,Ton::N,тон,声音
270,Lied::N,песен,歌曲
271,Ruhe::N,тишина,安静
272,Ruhe::N,спокойствие,安静
273,Leute::N,хора,人们
274,Volk::N,народ,人民
275,Arbeit::N,труд,劳动
276,Arbeit::N,работа,劳动
277,Gast::N,гост,客人
278,Geschenk::N,дар,礼物
279,Geschenk::N,подарък,礼物
280,Spiel::N,игра,游戏
281,Gesellschaft::N,общество,陪同
282,Hilfe::N,помощ,帮助
283,Freund::N,приятел,朋友
284,Kamerad::N,другар,同志
285,Angelegenheit::N,работа,事情
286,Anzahl::N,брой,数目
287,Anzahl::N,количество,数目
288,Art::N,вид,种类
289,Stück::N,къс,块
290,Stück::N,парче,块
291,Teil::N,дял,部分
292,Teil::N,част,部分
293,Hälfte::N,половина,一半
294,Kreis::N,кръг,圆
295,Kreuz::N,кръст,十字架
296,Linie::N,черта,线条
297,Strich::N,щрих,划
298,Strich::N,черта,划
299,Abstand::N,дистанция,距离
300,Abstand::N,разстояние,距离
301,Entfernung::N,разстояние,距离
302,Gegend::N,местност,地区
303,Platz::N,място,场所
304,Ort::N,място,地点
305,Seite::N,страна,面
306,Mitte::N,среда,中间
307,Gegenstand::N,предмет,物品
308,Sache::N,вещ,物
309,Rand::N,ръб,边
310,Kante::N,ръб,棱
311,Kante::N,кант,棱
312,Ecke::N,ъгъл,角
313,Spitze::N,връх,尖
314,Spitze::N,острие,尖
315,Ende::N,край,结尾
316,Loch::N,дупка,洞
317,Winkel::N,кът,角度
318,Winkel::N,ъгъл,角度
319,Muster::N,десен,模型
320,Muster::N,образец,模型
321,Größe::N,големина,大小
322,Länge::N,дължина,长度
323,Höhe::N,висота,高度
324,Höhe::N,височина,高度
325,Gewicht::N,тегло,重量
326,Gewicht::N,тежест,重量
327,Menge::N,количество,数量
328,Haufen::N,куп,堆
329,Haufen::N,грамада,堆
330,Reihe::N,ред,行
331,Reihe::N,редица,行
332,Boot::N,лодка,小船
333,Ruder::N,весло,奖
334,Ruder::N,гребло,奖
335,Schlitten::N,шейна,雪橇
336,Ski::N,ски,雪板
337,Lagerfeuer::N,огнище,营火
338,Last::N,товар,负担
339,Gang::N,ход,行走
340,Gang::N,вървеж,行走
341,Schritt::N,стъпка,步伐
342,Norden::N,север,北
343,Süden::N,юг,南
344,Westen::N,запад,西
345,Osten::N,изток,东
346,Holz::N,дърво,木材
347,Brett::N,дъска,木板
348,Stange::N,прът,杆
349,Stange::N,върлина,杆
350,Stock::N,прът,棒
351,Stock::N,тояга,棒
352,Stab::N,прът,棍
353,Rohr::N,цев,管子
354,Rohr::N,тръба,管子
355,Haus::N,къща,房屋
356,Heim::N,дом,家
357,Ofen::N,печка,炉子
358,Fußboden::N,под,地板
359,Tisch::N,маса,桌子
360,Stuhl::N,стол,椅子
361,Wiege::N,люлка,摇蓝
362,Bett::N,легло,床
363,Bett::N,креват,床
364,Regal::N,рафт,架子
365,Regal::N,етажерка,架子
366,Kiste::N,кутия,箱子
367,Kiste::N,сандък,箱子
368,Fenster::N,прозорец,窗户
369,Tür::N,врата,门
370,Tor::N,врата,大门
371,Zaun::N,ограда,篱笆
372,Dach::N,покрив,屋顶
373,Leiter::N,стълба,梯子
374,Besen::N,метла,扫帚
375,Spaten::N,лопата,铁锹
376,Schaufel::N,лопата,铁锹
377,Gabel::N,вилица,叉
378,Löffel::N,лъжица,食匙
379,Messer::N,нож,刀
380,Nagel::N,гвоздей,钉子
381,Netz::N,мрежа,网
382,Haken::N,кука,钩子
383,Haken::N,закачалка,钩子
384,Griff::N,ръчка,把柄
385,Griff::N,дръжка,把柄
386,Schloss::N,брава,锁
387,Schloss::N,ключалка,锁
388,Bild::N,картина,图画
389,Figur::N,фигура,人像
390,Puppe::N,кукла,娃娃
391,Beutel::N,кесия,袋子
392,Bündel::N,връзка,捆
393,Tasche::N,чанта,手提包
394,Eimer::N,кофа,桶
395,Deckel::N,капак,盖子
396,Deckel::N,похлупак,盖子
397,Geschirr::N,съдове,餐具
398,Sack::N,чувал,袋子
399,Tasse::N,чаша,杯子
400,Topf::N,гърне,锅
401,Topf::N,тенджера,锅
402,Kessel::N,котел,水壶
403,Essen::N,ядене,进餐
404,Nahrung::N,храна,食物
405,Speise::N,ястие,菜肴
406,Fleisch::N,месо,肉
407,Getreide::N,зърнено храни,谷物
408,Brei::N,каша,粥
409,Brot::N,хляб,面包
410,Scheibe::N,резен,片
411,Fett::N,мазнина,脂肪
412,Butter::N,масло,黄油
413,Öl::N,олио,油
414,Öl::N,оливия,油
415,Salz::N,сол,盐
416,Suppe::N,супа,汤
417,Honig::N,мед,蜂蜜
418,Milch::N,мляко,奶
419,Tee::N,чай,茶
420,Leder::N,кожа,皮革
421,Wolle::N,вълна,毛线
422,Stoff::N,плат,织物
423,Stoff::N,материал,织物
424,Nadel::N,игла,针
425,Faden::N,конец,线
426,Knopf::N,копче,纽扣
427,Knoten::N,възел,结
428,Farbe::N,боя,颜色
429,Kleidung::N,дрехи,衣服
430,Kleidung::N,облекло,衣服
431,Hemd::N,риза,衬衫
432,Kragen::N,яка,领子
433,Ärmel::N,ръкав,袖子
434,Hose::N,панталони,裤子
435,Gürtel::N,пояс,腰带
436,Gürtel::N,колан,腰带
437,Mütze::N,каскет,帽子
438,Mütze::N,фуражка,帽子
439,Schuh::N,обувка,鞋
440,Stiefel::N,ботуш,靴子
441,Ring::N,пръстен,戒指
442,Band::N,лента,带子
443,Band::N,връзка,带子
444,Kamm::N,гребен,梳子
445,Spiegel::N,огледало,镜子
446,Riemen::N,каиш,皮带
447,Riemen::N,ремък,皮带
448,Schnur::N,връв,绳子
449,Leine::N,връв,皮带
450,Leine::N,въже,皮带
451,Decke::N,покривка,被子
452,Kissen::N,възглавница,软垫
453,Tuch::N,сукно,巾
454,Handtuch::N,пешкир,手巾
455,Handtuch::N,кърпа за лице,手巾
456,Kraft::N,мощ,力
457,Kraft::N,сила,力
458,Stärke::N,сила,力量
459,Gesundheit::N,здраве,健康
460,Krankheit::N,болест,病
461,Schmerz::N,болка,痛
462,Wunde::N,рана,伤口
463,Fieber::N,треска,发烧
464,Fieber::N,температура,发烧
465,Arznei::N,лек,药
466,Arznei::N,лекарство,药
467,Brücke::N,мост,桥
468,Brunnen::N,чешма,井
469,Brunnen::N,кладенец,井
470,Weide::N,паша,牧场
471,Weide::N,пасище,牧场
472,Pfad::N,пътека,小路
473,Weg::N,път,路
474,Straße::N,шосе,街
475,Dorf::N,село,村庄
476,Stadt::N,град,城市
477,Brief::N,писмо,信
478,Buch::N,книга,书
479,Buchstabe::N,буква,字母
480,Zeitung::N,вестник,报纸
481,Leben::N,живот,生命
482,Tod::N,смърт,死亡
483,Grab::N,гроб,坟墓
484,Kirche::N,църква,教堂
485,Sünde::N,грях,罪
486,Gott::N,бог,上帝
487,Arbeiter::N,работник,工人
488,Chef::N,шеф,上司
489,Chef::N,началник,上司
490,Meister::N,майстор,师傅
491,Arzt::N,лекар,医生
492,Lehrer::N,учител,教师
493,Geld::N,пари,钱
494,Geschäft::N,сделка,交易
495,Laden::N,дюкян,商店
496,Laden::N,магазин,商店
497,Preis::N,цена,价格
498,Ware::N,стока,商品
499,Nutzen::N,полза,好处
500,Nutzen::N,облага,好处
501,Reichtum::N,богатство,财富
502,Welt::N,свят,世界
503,Land::N,страна,国家
504,Staat::N,щат,国家
505,Staat::N,държава,国家
506,König::N,крал,国王
507,Macht::N,мощ,权力
508,Macht::N,власт,权力
509,Grenze::N,граница,边界
510,Krieg::N,война,战争
511,Feind::N,враг,敌人
512,Feind::N,неприятел,敌人
513,Gewalt::N,сила,暴力
514,Gewalt::N,насилие,暴力
515,Kampf::N,борба,战斗
516,Kampf::N,сражение,战斗
517,Bogen[Waffe]::N,лък,弓
518,Pfeil::N,стрела,箭
519,Gewehr::N,пушка,枪
520,Fehler::N,грешка,错误
521,Lüge::N,лъжа,谎话
522,Schaden::N,повреда,损失
523,Unglück::N,нещастие,不幸
524,Schuld::N,вина,过错
525,Alter::N,възраст,年龄
526,Schluss::N,край,结束
527,Zeit::N,време,时间
528,Tag::N,ден,天
529,Morgen::N,утро,早晨
530,Morgen::N,сутрин,早晨
531,Mittag::N,обед,中午
532,Mittag::N,пладне,中午
533,Abend::N,вечер,晚上
534,Nacht::N,нощ,夜
535,Woche::N,седмица,星期
536,Monat::N,месец,月
537,Jahr::N,година,年
538,Frühling::N,пролет,春天
539,Sommer::N,лято,夏天
540,Herbst::N,есен,秋天
541,Winter::N,зима,冬天
542,Januar::N,януари,一月
543,Februar::N,февруари,二月
544,März::N,март,三月
545,April::N,април,四月
546,Mai::N,май,五月
547,Juni::N,юни,六月
548,Juli::N,юли,七月
549,August::N,август,八月
550,September::N,септември,九月
551,Oktober::N,октомври,十月
552,November::N,ноември,十一月
553,Dezember::N,декември,十二月
554,Montag::N,понеделник,星期一
555,Dienstag::N,вторник,星期二
556,Mittwoch::N,сряда,星期三
557,Donnerstag::N,четвъртък,星期四
558,Freitag::N,петък,星期五
559,Samstag::N,събота,星期六
560,Sonntag::N,неделя,星期日
561,groß::A,едър,大
562,groß::A,голям,大
563,klein::A,малък,小
564,klein::A,дребен,小
565,lang::A,дълъг,长
566,kurz::A,къс,短
567,breit::A,широк,宽
568,schmal::A,тесен,细长的
569,dicht::A,гъст,密
570,dick[Gegenstand]::A,дебел,厚
571,dünn::A,тънък,薄
572,fein::A,фин,细小
573,fein::A,тънък,细小
574,fest::A,твърд,固体
575,fest::A,плътен,固体
576,flach::A,равен,平坦
577,flach::A,плосък,平坦
578,glatt::A,гладък,光滑
579,hart::A,твърд,硬
580,hart::A,корав,硬
581,weich::A,мек,软
582,rund::A,кръгъл,圆
583,spitz::A,островръх,尖
584,scharf::A,остър,锋利
585,stumpf::A,тъп,钝
586,schwer::A,тежък,重
587,schön::A,хубав,美丽
588,schön::A,красив,美丽
589,heiß::A,жарък,烫
590,warm::A,топъл,暖和
591,kalt::A,студен,冷
592,kühl::A,хладен,凉
593,frisch::A,свеж,新鲜
594,feucht::A,влажен,潮湿
595,nass::A,мокър,湿
596,trocken::A,сух,干
597,voll::A,пълен,满
598,leer::A,празен,空
599,offen::A,откровен,敞开
600,geschlossen::A,закрит,关闭
601,geschlossen::A,затворен,关闭
602,sauber::A,чист,干净
603,schmutzig::A,мръсен,肮脏
604,roh::A,суров,生
605,reif::A,зрял,成熟
606,lecker::A,вкусен,好吃
607,süß::A,сладък,甜
608,bitter::A,горчив,苦
609,sauer::A,кисел,酸
610,hell::A,ясен,亮
611,hell::A,светъл,亮
612,dunkel::A,тъмен,阴暗
613,schwarz::A,черен,黑
614,weiß::A,бял,白
615,rot::A,червен,红
616,gelb::A,жълт,黄
617,blau::A,син,蓝
618,grün::A,зелен,绿
619,grau::A,сив,灰色
620,bunt::A,шарен,五彩
621,bunt::A,пъстър,五彩
622,billig::A,евтин,便宜
623,teuer::A,скъп,贵
624,wertvoll::A,ценен,贵重
625,blind::A,сляп,瞎
626,taub::A,глух,聋
627,kräftig::A,силен,强壮
628,stark::A,здрав,强壮
629,stark::A,силен,强壮
630,schwach::A,слаб,弱
631,fett::A,тлъст,胖
632,schlank::A,тънък,苗条
633,schlank::A,строен,苗条
634,hübsch::A,хубав,漂亮
635,böse::A,зъл,邪恶
636,dumm::A,глупав,笨
637,faul::A,ленив,懒惰
638,faul::A,мързелив,懒惰
639,fleißig::A,прилежен,勤奋
640,geizig::A,скъпернически,吝啬
641,klug::A,умен,聪明
642,klug::A,разумен,聪明
643,geschickt::A,умел,灵巧
644,geschickt::A,сръчен,灵巧
645,lieb::A,мил,可爱
646,lieb::A,драг,可爱
647,lustig::A,весел,快乐
648,sanft::A,нежен,柔和
649,sanft::A,кротък,柔和
650,hungrig::A,гладен,饥饿
651,krank::A,болен,患病
652,nackt::A,гол,裸体
653,traurig::A,тъжен,悲哀
654,traurig::A,печален,悲哀
655,lebendig::A,жив,活
656,gut::A,добър,好
657,schlecht::A,лош,坏
658,richtig::A,правилен,正确
659,schlimm::A,лош,糟糕
660,wahr::A,верен,真
661,wahr::A,истински,真
662,alt::A,стар,旧
663,alt::A,древен,旧
664,neu::A,нов,新
665,ehemalig::A,бивш,以前
666,alt[Lebewesen]::A,стар,老
667,jung::A,млад,年轻
668,arm::A,беден,贫穷
669,reich::A,богат,富裕
670,bekannt::A,познат,出名
671,bekannt::A,известен,出名
672,berühmt::A,почут,著名
673,berühmt::A,известен,著名
674,fremd::A,чужд,陌生
675,verschieden::A,разен,不同
676,verschieden::A,различен,不同
677,nah::A,близък,近
678,fern::A,далечен,遥远
679,linker::A,ляв,左
680,rechter::A,прав,右
681,anderer::A,друг,别的
682,erster::A,пръв,第一
683,erster::A,първи,第一
684,zweiter::A,втори,第二
685,dritter::A,трети,第三
686,letzter::A,последен,最后
687,allein::ADV,само,单独
688,auf einmal::ADV,същевременно,同时
689,zusammen::ADV,заедно,一起
690,lange::ADV,дълго,许久
691,plötzlich::ADV,изведнъж,忽然
692,sofort::ADV,веднага,立刻
693,später::ADV,по-късно,以后
694,jetzt::ADV,сега,现在
695,heute::ADV,днес,今天
696,morgen::ADV,утре,明天
697,bald::ADV,скоро,即将
698,dann::ADV,после,然后
699,dann::ADV,тогава,然后
700,gestern::ADV,вчера,昨天
701,einst::ADV,някога,曾经
702,damals::ADV,тогава,当时
703,danach::ADV,после,随后
704,danach::ADV,след това,随后
705,vorher::ADV,преди,事先
706,vorher::ADV,преди това,事先
707,zuerst::ADV,най-напред,首先
708,einmal::ADV,веднъж,一次
709,einmal::ADV,един път,一次
710,manchmal::ADV,понякога,有时
711,oft::ADV,често,时常
712,immer::ADV,винаги,总是
713,niemals::ADV,никога,从未
714,hier::ADV,тук,这里
715,hier::ADV,тука,这里
716,hierhin::ADV,насам,到这里
717,von hier::ADV,оттук,由此
718,von hier::ADV,оттука,由此
719,dort::ADV,там,那里
720,dorthin::ADV,натам,到那里
721,dorthin::ADV,нататък,到那里
722,geradeaus::ADV,направо,一直往前
723,vorwärts::ADV,напред,向前
724,rückwärts::ADV,назад,向后
725,zurück::ADV,обратно,退后
726,unten::ADV,долу,下面
727,hinab::ADV,надолу,向下
728,oben::ADV,горе,上面
729,hinauf::ADV,нагоре,向上
730,überall::ADV,навсякъде,到处
731,nicht::ADV,не,不
732,ein wenig::ADV,малко,一点儿
733,kaum::ADV,едва,几乎不
734,kaum::ADV,едвам,几乎不
735,sehr::ADV,много,很
736,sehr::ADV,твърде,很
737,so::ADV,тъй,如此
738,so::ADV,така,如此
739,noch::ADV,още,还
740,nur::ADV,само,只
741,schon::ADV,вече,已经
742,wieder::ADV,пак,又
743,wieder::ADV,отново,又
744,vergebens::ADV,напразно,
745,vor::PRP,пред,在...面前
746,hinter::PRP,зад,在...背后
747,unter::PRP,под,在...下面
748,durch::PRP,през,穿过
749,neben::PRP,до,在...旁
750,neben::PRP,при,在...旁
751,zwischen::PRP,между,在...之间
752,zwischen::PRP,помежду,在...之间
753,wegen::PRP,заради,由于
754,dies::PRN,този,这
755,das::PRN,туй,那
756,das::PRN,това,那
757,alles::PRN,всичко,一切
758,ich::PRN,аз,我
759,du::PRN,ти,你
760,er::PRN,той,他
761,wir::PRN,ние,我们
762,ihr::PRN,вие,你们
763,sie::PRN,те,她
764,was::FPRN,що,什么
765,was::FPRN,какво,什么
766,wer::FPRN,кой,谁
767,wo::FADV,къде,哪里
768,wohin::FADV,накъде,去哪里
769,wohin::FADV,накъдето,去哪里
770,wie::FADV,как,怎么
771,warum::FADV,защо,为什么
772,wieviel::FNUM,колко,多少
773,eins::NUM,един,一
774,zwei::NUM,два,二
775,drei::NUM,три,三
776,vier::NUM,четири,四
777,fünf::NUM,пет,五
778,sechs::NUM,шест,六
779,sieben::NUM,седем,七
780,acht::NUM,осем,八
781,neun::NUM,девет,九
782,zehn::NUM,десет,十
783,elf::NUM,единайсет,十一
784,elf::NUM,единадесет,十一
785,zwölf::NUM,дванайсет,十二
786,zwölf::NUM,дванадесет,十二
787,zwanzig::NUM,двайсет,二十
788,zwanzig::NUM,двадесет,二十
789,dreißig::NUM,тридесет,三十
790,vierzig::NUM,четиридесет,四十
791,fünfzig::NUM,петдесет,五十
792,sechzig::NUM,шестдесет,六十
793,siebzig::NUM,седемдесет,七十
794,achtzig::NUM,осемдесет,八十
795,neunzig::NUM,деветдесет,九十
796,hundert::NUM,сто,百
797,tausend::NUM,хиляда,千
798,und::CNJ,а,和
799,und::CNJ,та,和
800,oder::CNJ,или,或者
801,stehen::V,стоя,站
802,sitzen::V,седя,坐
803,liegen::V,лежа,躺着
804,hängen::V,вися,挂着
805,werden::V,бъда,成为
806,werden::V,стана,成为
807,passieren::V,случа се,发生
808,beginnen::V,започна,开始
809,enden::V,свърша,终止
810,wechseln::V,променям,变迁
811,aufgehen[Sonne]::V,изгрея,升起
812,untergehen[Sonne]::V,заляза,下落
813,scheinen[Sonne]::V,грея,照射
814,scheinen[Sonne]::V,светя,照射
815,donnern::V,гърмя,打雷
816,wehen::V,вея,飘扬
817,wehen::V,духам,飘扬
818,strömen::V,тека,流
819,strömen::V,лея се,流
820,fließen::V,тека,流动
821,sich drehen::V,въртя се,转动
822,schwanken::V,клатя се,摇摆
823,schwingen::V,трептя,摇
824,fallen::V,падам,坠落
825,brennen::V,горя,燃烧
826,rauchen::V,димя,冒烟
827,regnen::V,вали дъжд,下雨
828,gefrieren::V,замръзна,结冰
829,tauen::V,топя се,融化
830,schmelzen::V,разтопя се,溶化
831,trocknen::V,съхна,变干
832,sieden::V,вря,煮
833,sieden::V,кипя,煮
834,faulen::V,гния,腐烂
835,verfaulen::V,изгния,腐烂
836,reißen::V,напукам се,撕
837,versinken::V,потъна,下沉
838,vergehen::V,минавам,流逝
839,erscheinen::V,явя се,出现
840,verschwinden::V,изчезна,消失
841,sinken::V,падна,下降
842,abnehmen::V,отслабна,减少
843,zunehmen::V,нарасна,增加
844,steigen::V,увелича се,上升
845,steigen::V,покачвам се,上升
846,wachsen::V,раста,生长
847,glänzen::V,лъщя,发光
848,glänzen::V,блестя,发光
849,funkeln::V,искря,闪烁
850,lärmen::V,шумя,吵闹
851,läuten::V,звъня,响
852,klingeln::V,звъня,按铃
853,klirren::V,звънтя,
854,klirren::V,дрънкам,
855,brausen::V,буча,疾驶
856,rauschen::V,шумя,
857,klingen::V,звуча,听起来
858,bellen::V,лая,吠
859,heulen::V,вия,嗥
860,heulen::V,рева,嗥
861,blasen::V,духна,吹
862,pfeifen::V,свиря,吹口哨
863,schreien::V,крещя,叫喊
864,stöhnen::V,стена,呻吟
865,stöhnen::V,пъшкам,呻吟
866,zittern::V,треперя,颤抖
867,leben::V,живея,生存
868,geboren werden::V,родя се,出生
869,atmen::V,дишам,呼吸
870,trinken::V,пия,喝
871,essen::V,ям,吃
872,schlucken::V,гълтам,咽
873,müde werden::V,уморя се,疲倦
874,einschlafen::V,заспя,入睡
875,schlafen::V,спя,睡觉
876,aufwachen::V,събудя се,睡醒
877,aufstehen::V,стана,起床
878,sich erholen::V,отдъхвам си,休养
