,Concept_ID,hy,be
755,noch::ADV,դեռ,яшчэ
756,nur::ADV,միայն,толькі
757,schon::ADV,արդեն,ужо
758,wieder::ADV,նորից,зноў
759,wieder::ADV,դարձյալ,зноў
760,vergebens::ADV,իզուր,дарма
761,vergebens::ADV,իզուր,дарэмна
762,vor::PRP,դիմացը,перад
763,hinter::PRP,ետեւը,за
764,hinter::PRP,ետեւը,ззаду
765,unter::PRP,տակ,пад
766,durch::PRP,միջով,праз
767,neben::PRP,քովը,каля
768,zwischen::PRP,միջեւ,між
769,zwischen::PRP,միջեւ,паміж
770,wegen::PRP,պատճառով,з-за
771,wegen::PRP,շնորհից,з-за
772,dies::PRN,սա,гэта
773,dies::PRN,այս,гэта
774,das::PRN,դա,тое
775,das::PRN,այդ,тое
776,alles::PRN,ամեն ինչ,усё
777,ich::PRN,ես,я
778,du::PRN,դու,ты
779,er::PRN,նա,ён
780,wir::PRN,մենք,мы
781,ihr::PRN,դուք,вы
782,sie::PRN,նրանք,яны
783,was::FPRN,ինչ,што
784,wer::FPRN,ով,хто
785,wo::FADV,ուր,дзе
786,wo::FADV,որտեղ,дзе
787,wohin::FADV,դեպի ուր,куды
788,wie::FADV,ինչպես,як
789,warum::FADV,ինչու,чаму
790,wieviel::FNUM,որչափ,колькі
791,eins::NUM,մեկ,адзін
792,zwei::NUM,երկու,два
793,drei::NUM,երեք,тры
794,vier::NUM,չորս,чатыры
795,fünf::NUM,հինգ,пяць
796,sechs::NUM,վեց,шесць
797,sieben::NUM,յոթ,сем
798,acht::NUM,ութ,восем
799,neun::NUM,ինը,дзевяць
800,zehn::NUM,տասը,дзесяць
801,elf::NUM,տասնմեկ,адзінаццаць
802,zwölf::NUM,տասներկու,дванаццаць
803,zwanzig::NUM,քսան,дваццаць
804,dreißig::NUM,երեսուն,трыццаць
805,vierzig::NUM,քառասուն,сорак
806,fünfzig::NUM,հիսուն,пядзесят
807,sechzig::NUM,վաթսուն,шесдзесят
808,siebzig::NUM,յոթանասուն,семдзесят
809,achtzig::NUM,ութսուն,восемдзесят
810,neunzig::NUM,իննսուն,дзевяноста
811,hundert::NUM,հարյուր,сто
812,tausend::NUM,հազար,тысяча
813,und::CNJ,ու,і
814,und::CNJ,ու,ды
815,oder::CNJ,կամ,або
816,stehen::V,կանգնել,стаяць
817,sitzen::V,նստել,сядзець
818,liegen::V,ստել,ляжаць
819,hängen::V,կախվել,вісець
820,werden::V,դառնալ,стаць
821,werden::V,դառնալ,зрабіцца
822,passieren::V,պատահել,трапіцца
823,beginnen::V,սկսվել,пачацца
824,enden::V,վերջանալ,кончыцца
825,wechseln::V,փոխվել,мяняцца
826,aufgehen[Sonne]::V,բարձրանալ,узысці
827,aufgehen[Sonne]::V,ելնել ,узысці
828,untergehen[Sonne]::V,մտնել,зайсці
829,scheinen[Sonne]::V,շողալ,свяціць
830,scheinen[Sonne]::V,փայլել,свяціць
831,donnern::V,որոտալ,грымець
832,wehen::V,փչել,дзьмуць
833,strömen::V,հոսել,ліцца
834,fließen::V,հոսել,цячы
835,sich drehen::V,պտտվել,круціцца
836,sich drehen::V,պտտվել,варочацца
837,schwanken::V,տատանվել,хістацца
838,schwingen::V,ճոճվել,гайдацца
839,schwingen::V,ճոճվել,калыхацца
840,fallen::V,ընկնել,падаць
841,brennen::V,այրվել,гарэць
842,rauchen::V,ծխել,дымець
843,regnen::V,անձրեւ գալ,дажджыць
844,gefrieren::V,սառչել,замерзнуць
845,tauen::V,լկիլ,раставаць
846,schmelzen::V,հալիլ,плавіцца
847,trocknen::V,չորանալ,сохнуць
848,sieden::V,եռալ,кіпець
849,faulen::V,փտել,гнісці
850,verfaulen::V,նեխել,згнісці
851,reißen::V,պատռվել,ірвацца
852,reißen::V,ճղվել,ірвацца
853,versinken::V,սուզվել,тануць
854,vergehen::V,անցնել ,праходзіць
855,erscheinen::V,հայտնվել,зʼявіцца
856,erscheinen::V,երեւալ,зʼявіцца
857,verschwinden::V,անհետանալ,знікнуць
858,sinken::V,ընկնել,спадаць
859,abnehmen::V,փոքրանալ,паменшыцца
860,zunehmen::V,մեծանալ,павялічвацца
861,steigen::V,բարձրանալ,паднімацца
862,wachsen::V,աճել,расці
863,glänzen::V,նշուլել,блішчаць
864,glänzen::V,փայլիլ,блішчаць
865,funkeln::V,փայլատակել,бліскаць
866,lärmen::V,աղմուկ հանել,шумець
867,läuten::V,զնգալ,званіць
868,klingeln::V,զնգալ,званіць
869,klirren::V,զնգզնգալ,бразгаць
870,brausen::V,մոլեգնել,бушаваць
871,rauschen::V,սոսափել,шастаць
872,klingen::V,հնչել,гучаць
873,bellen::V,հաչել,брахаць
874,heulen::V,ոռնալ ,выць
875,blasen::V,փչել ,дзьмухнуць
876,pfeifen::V,սուլել,свістаць
877,schreien::V,գոռալ ,крычаць
878,stöhnen::V,տնքալ,стагнаць
879,zittern::V,դողալ,дрыжаць
880,leben::V,ապրել,жыць
881,geboren werden::V,ծնվել,нарадзіцца
882,atmen::V,շնչել,дыхаць
883,trinken::V,խմել,піць
884,essen::V,ուտել,есці
885,schlucken::V,կլանել,глытаць
886,schlucken::V,կուլ տալ,глытаць
887,müde werden::V,հոգնել,стаміцца
888,einschlafen::V,քուն մտնել,заснуць
889,schlafen::V,քնել,спаць
890,aufwachen::V,արթննալ,рассыпацца
891,aufstehen::V,ելլել,устаць
892,sich erholen::V,հանգստանալ,адпачываць
893,krank werden::V,հիւանդանալ,захварэць
894,krank sein::V,հիվանդ լինել,хварэць
895,schmerzen::V,ցավել,балець
896,husten::V,հազալ,кашляць
897,genesen::V,ապաքինվել,паправіцца
898,genesen::V,ապաքինվել,паздаравець
899,sterben::V,մեռնել,памерці
900,sterben::V,վախճանվել,памерці
901,umkommen::V,կործանվել,загінуць
902,sich bewegen::V,ընթանալ,рухацца
903,sich rühren::V,շարժվել,варушыцца
904,sich erheben::V,կանգնել,устаць
905,sich erheben::V,վեր կենալ,устаць
906,sich setzen::V,նստել,сесці
907,hinfallen::V,ընկնել,упасці
908,laufen::V,քայլել,хадзіць
909,schreiten::V,ճեմել,шагаць
910,schreiten::V,ճեմել,крочыць
911,spazierengehen::V,շրջագայել,гуляць
912,eilen::V,շտապել,спяшацца
913,sich beeilen::V,շտապել ,спяшацца
914,sausen::V,սլանալ,імчацца
915,rennen::V,վազել,бегаць
916,springen::V,ցատկել,скакаць
917,klettern::V,մագլցել,лазіць
918,schaukeln::V,ճոճվել,гайдацца
919,schaukeln::V,օրորվել,гайдацца
920,kriechen::V,սողալ,поўзаць
921,schwimmen::V,լողալ,плаваць
922,tauchen::V,սուզվել,ныраць
923,rudern::V,թիավարել,веславаць
924,fahren::V,ընթանալ,ехаць
925,fliegen::V,թռչել,лятаць
926,gehen::V,գնալ,ісці
927,weggehen::V,հեռանալ,пайсці
928,abfahren::V,ճանապարհվել,адʼяжджаць
929,anhalten::V,կանգնել,спыніцца
930,anhalten::V,կանգնել,затрымацца
931,hineingehen::V,մտնել,уваходзіць
932,eintreten::V,մտնել,увайсці
933,kommen::V,գալ,прыйсці
934,ankommen::V,ժամանել,прыбыць
935,zurückkommen::V,վերադառնալ,вярнуцца
936,bleiben::V,մնալ,застацца
937,warten::V,սպասել,чакаць
938,erwarten::V,սպասել,чакаць
939,suchen::V,որոնել,шукаць
940,finden::V,գտնել,знайсці
941,versuchen::V,փորձել,прабаваць
942,vorbereiten::V,պատրաստել,падрыхтаваць
943,lieben::V,սիրել,кахаць
944,mögen::V,հավանել,любіць
945,mögen::V,սիրել,любіць
946,lachen::V,ծիծաղել,смяяцца
947,rühren::V,հուզել,расчуліць
948,weinen::V,լալ,плакаць
949,schimpfen::V,տրտնջալ,лаяцца
950,schimpfen::V,քրթմնջել,лаяцца
951,sich ärgern::V,զայրանալ,сердаваць
952,sich fürchten::V,վախնալ,баяцца
953,fürchten::V,վախենալ,баяцца
954,fliehen::V,փախչել,уцякаць
955,flüchten::V,փախչել,уцячы
956,sehen::V,տեսնել,бачыць
957,anschauen::V,դիտել,паглядзець
958,ansehen::V,նայել,глядзець
959,hören::V,լսել,чуць
960,zuhören::V,ունկնդրել,слухаць
961,probieren::V,համը տեսել,каштаваць
962,riechen::V,հոտ առնել,нюхаць
963,fühlen::V,զգալ,адчуваць
964,scheinen::V,երեւալ,здавацца
965,zu sehen sein::V,երեւալ,віднецца
966,vernehmen::V,իմանալ ,пачуць
967,frieren::V,մրսել,мёрзнуць
968,tun::V,անել,рабіць
969,können::V,կարողանալ,умець
970,wollen::V,ուզել,хацець
971,wollen::V,ցանկանալ,хацець
972,anfangen::V,սկսել,пачаць
973,beenden::V,վերջացնել,закончыць
974,aufhören::V,դադարել,перастаць
975,gelingen::V,հաջողվել,удацца
976,gelingen::V,գլուխ գալ,удацца
977,geraten::V,ստացվել,аказацца
978,öffnen::V,բաց անել,адчыніць
979,schließen::V,փակել ,зачыніць
980,stellen::V,դնել,паставіць
981,setzen::V,նստեցնել,пасадзіць
982,legen::V,դնել,класці
983,berühren::V,դիպչել,чапаць
984,berühren::V,շոշափել,чапаць
985,verbinden::V,շաղկապել,звязаць
986,bedecken::V,ծածկել,накрыць
987,aufhängen::V,կախել,павесіць
988,anzünden::V,վառել,запаліць
989,aufheben::V,վերցնել,падняць
990,zurücklassen::V,թողնել,пакінуць
991,verlieren::V,կորցնել,згубіць
992,fallen lassen::V,գցել,упусціць
993,machen::V,անել,зрабіць
994,herstellen::V,արտադրել,вырабіць
995,bauen::V,կառուցել,будаваць
996,reparieren::V,նորոգել,правіць
997,verbessern::V,բարելավել,палепшыць
998,ändern::V,փոխել,змяніць
999,graben::V,փորել,капаць
1000,beugen::V,ծռել,сагнуць
1001,biegen::V,թեքել,пагнуць
1002,drehen::V,ոլորել,вярцець
1003,wenden::V,պտտել,павярнуць
1004,umdrehen::V,շրջել,перавярнуць
1005,heben::V,բարձրացնել,падымаць
1006,hochheben::V,բարձրացնել,падняць
1007,ergreifen::V,վարակվել,схапіць
1008,ergreifen::V,վարակվել,схваціць
1009,halten::V,բռնել,трымаць
1010,drücken::V,ճնշել,націскаць
1011,schieben::V,հրել,пхаць
1012,schieben::V,հրել,штурхаць
1013,kratzen::V,քերել,скрэбці
1014,lecken::V,լիզել,лізаць
1015,beißen::V,կծել,кусаць
1016,abreißen::V,պոկել,адарваць
1017,abschneiden::V,կտրել ,адрэзаць
1018,binden::V,կապել,вязаць
1019,stecken::V,խրել,уваткнуць
1020,brechen::V,կոտրել ,зламаць
1021,klopfen::V,թակել,стукаць
1022,hauen::V,ծեծել,біць
1023,kleben::V,կպցնել,клеіць
1024,reiben::V,շփել,церці
1025,streichen::V,վրան քսել,намазаць
1026,schleifen::V,սրել ,тачыць
1027,schneiden::V,կտրել,рэзаць
1028,rütteln::V,ցնցել,хістаць
1029,schütteln::V,թափահարել,трэсці
1030,schwenken::V,ճոճել,махаць
1031,schütten::V,լցնել,наліць
1032,füllen::V,լիքը լցնել,напоўніць
1033,einwickeln::V,փաթաթել,загарнуць
1034,tragen::V,կրել,несці
1035,tragen::V,տանել,несці
1036,schleppen::V,քաշել,цягнуць
1037,ziehen::V,ձգել,цягнуць
1038,ziehen::V,քաշել,цягнуць
1039,aufbewahren::V,պահել ,захоўваць
1040,werfen::V,նետել,кідаць
1041,packen::V,հափշտակել,схапіць
1042,packen::V,հափշտակել,схваціць
1043,verstecken::V,ծածկել,схаваць
1044,teilen::V,բաժանել,раздзяліць
1045,schicken::V,ուղարկել,пасылаць
1046,bringen::V,բերել,прынесці
1047,hinzufügen::V,ավելացնել,дабавіць
1048,bekommen::V,հայթայթել,дастаць
1049,erhalten::V,ստանալ,атрымаць
1050,nehmen::V,վերցնել,ўзяць
1051,wählen::V,ընտրել,выбраць
1052,auswählen::V,գերադասել,адабраць
1053,bewahren::V,պահպանել,захаваць
1054,behindern::V,խոչընդոտել,перашкаджаць
1055,verderben::V,փչացնել,сапсаваць
1056,beschädigen::V,վնասել,пашкодзіць
1057,zerbrechen::V,ջարդել,разбіць
1058,zerbrechen::V,կոտրել,разбіць
1059,zerreißen::V,պատռել,разадраць
1060,zerstören::V,քանդել,разбурыць
1061,verbrennen::V,այրել,спаліць
1062,geben::V,տալ,даць
1063,reichen::V,հանձնել,перадаць
1064,schenken::V,նվիրել,дарыць
1065,versprechen::V,խոստանալ,абяцаць
1066,wünschen::V,մաղթել,жадаць
1067,loben::V,գովել,хваліць
1068,küssen::V,համբուրել,цалаваць
1069,wiegen::V,օրորել,гушкаць
1070,wiegen::V,օրորել,калыхаць
1071,zudecken::V,վրան գցել,накрыць
1072,wecken::V,զարթնեցնել,пабудзіць
1073,zeigen::V,ցույց տալ,паказаць
1074,führen::V,ուղեկցել,весці
1075,lehren::V,սովորեցնել,вучыць
1076,unterrichten::V,ավանդել,выкладаць
1077,aufziehen::V,դաստիարակել,выхаваць
1078,leiten::V,ղեկավարել,кіраваць
1079,leiten::V,կառավարել,кіраваць
1080,antreiben::V,շտապեցնել,падганяць
1081,lassen::V,ստիպել,прымусіць
1082,einladen::V,հրավիրել,запрасіць
1083,vereinigen::V,միացնել,абʼяднаць
1084,besuchen::V,այցելել,наведаць
1085,treffen::V,հանդիպել,сустрэць
1086,sich versammeln::V,հավաքվել,сабрацца
1087,spielen::V,խաղալ,гуляць
1088,singen::V,երգել,пець
1089,singen::V,երգել,спяваць
1090,tanzen::V,պարել,танцаваць
1091,sich trennen::V,ցրվել,расстацца
1092,verlassen::V,լքել,пакінуць
1093,retten::V,փրկել,выратаваць
1094,bewachen::V,պահել,ахоўваць
1095,schützen::V,պաշտպանել,уберагаць
1096,verteidigen::V,պաշտպանել,абараніць
1097,sich schlagen::V,կռվել,біцца
1098,sich schlagen::V,կռվել,драцца
1099,schießen::V,կրակել,страляць
1100,siegen::V,հաղթել,перамагчы
1101,ärgern::V,ձանձրացնել,злаваць
1102,schlagen::V,խփել,ударыць
1103,treten::V,քացի տալ,штурхаць
1104,stechen::V,խայթել,укалоць
1105,stoßen::V,մղել,папхнуць
1106,stehlen::V,գողանալ,украсці
1107,stören::V,խանգարել,перашкодзіць
1108,belästigen::V,անհանգստացնել,дакучаць
1109,verbergen::V,թաքցնել,скрыць
1110,verbergen::V,թաքցնել,схаваць
1111,täuschen::V,խաբել,падмануць
1112,betrügen::V,խաբել,змахляваць
1113,töten::V,սպանել ,забіць
1114,wohnen::V,բնակվել,жыць
1115,arbeiten::V,աշխատել,працаваць
1116,sammeln::V,հավաքել,сабраць
1117,pflücken::V,քաղել,зрываць
1118,jagen::V,որս անել,паляваць
1119,fischen::V,ձուկ բռնել,рыбачыць
1120,fassen::V,բռնել,злавіць
1121,hüten::V,արածեցնել,пасвіць
1122,treiben::V,հովուել,гнаць
1123,anbinden::V,չուանել,прывязаць
1124,füttern::V,կերակրել,карміць
1125,melken::V,կթել,даіць
1126,hacken::V,կոտորել,сячы
1127,gießen::V,ջրել,паліць
1128,reifen::V,հասունանալ ,паспець
1129,zubereiten::V,պատրաստել,зварыць
1130,zubereiten::V,պատրաստել,згатаваць
1131,kochen::V,եփել,варыць
1132,backen::V,թխել,пячы
1133,braten::V,տապակել,смажыць
1134,umrühren::V,խառնել,перамяшаць
1135,stricken::V,գործել,вязаць
1136,nähen::V,կարել,шыць
1137,färben::V,ներկել,пафарбаваць
1138,reinigen::V,մաքրել,ачысціць
1139,waschen::V,լվանալ,мыць
1140,abwischen::V,սրբել,выцерці
1141,spülen::V,ողողել,паласкаць
1142,spülen::V,պարզաջրել,паласкаць
1143,fegen::V,ավլել,падмятаць
1144,kehren::V,ավլել,месці
1145,baden::V,լողանալ,купацца
1146,sich waschen::V,լվացվել,мыцца
1147,ausziehen::V,հանել,зняць
1148,anziehen::V,հագնել,надзець
1149,sich anziehen::V,հագնվել,адзецца
1150,kämmen::V,սանրել,прычасаць
1151,schmücken::V,զարդարել,аздобіць
1152,sagen::V,ասել,сказаць
1153,sprechen::V,խոսել,гаварыць
1154,reden::V,զրուցել,размаўляць
1155,sich unterhalten::V,խոսակցել,гутарыць
1156,fragen::V,հարցնել,спытаць
1157,bitten::V,խնդրել,прасіць
1158,erzählen::V,պատմել,расказаць
1159,mitteilen::V,հաղորդել,паведаміць
1160,nennen::V,անվանել,назваць
1161,rufen::V,կանչել,зваць
1162,prahlen::V,պարծենալ,хваліцца
1163,übersetzen::V,թարգմանել,перакласці
1164,denken::V,մտածել,думаць
1165,glauben::V,հավատալ,верыць
1166,bemerken::V,նկատել,заўважыць
1167,erkennen::V,ճանաչել,пазнаць
1168,begreifen::V,հասկանալ,спасцігнуць
1169,verstehen::V,ըմբռնել,пачуць
1170,lernen::V,սովորել,вучыцца
1171,wissen::V,իմանալ,знаць
1172,sich erinnern an::V,հիշել,памятаць
1173,sich erinnern an::V,մտաբերել,памятаць
1174,vergessen::V,մոռանալ,забыць
1175,messen::V,չափել,мераць
1176,zählen::V,թվել,лічыць
1177,zählen::V,հաշվել,лічыць
1178,rechnen::V,հաշվել,лічыць
1179,rechnen::V,հաշվարկել,лічыць
1180,lesen::V,կարդալ,чытаць
1181,malen::V,նկարել,маляваць
1182,zeichnen::V,գծել,рысаваць
1183,schreiben::V,գրել,пісаць
1184,besitzen::V,ունենալ,мець
1185,besitzen::V,տեր լինել,мець
1186,kaufen::V,գնել,купіць
1187,verkaufen::V,վաճառել,прадаць
1188,bezahlen::V,վճարել,заплаціць
1189,zahlen::V,վճարել,плаціць
1190,beherrschen::V,ղեկավարել,уладаць
1191,beherrschen::V,ղեկավարել,валодаць
1192,ertragen::V,դիմանալ,выцерпець
1193,Horn::N,,рог
1194,fangen::V,,лавіць
