,Concept_ID,kl,hr
349,Leute::N,inuiak,ljudi
350,Leute::N,inuiaqatigiit,ljudi
351,Volk::N,inuiaat,puk
352,Volk::N,inuiaat,narod
353,Arbeit::N,suliaq,rad
354,Arbeit::N,suliaq,posao
355,Gast::N,qaaqqusaq,gost
356,Geschenk::N,pajugut,dar
357,Geschenk::N,pajugut,poklon
358,Hilfe::N,annertoqqut,pomoć
359,Freund::N,tiliaq,prijatelj
360,Freund::N,ikinngut,prijatelj
361,Kamerad::N,tiliaq,drug
362,Kamerad::N,tiliaq,drugar
363,Kamerad::N,ikinngut,drug
364,Kamerad::N,ikinngut,drugar
365,Art::N,ileqquuseq,vid
366,Art::N,ileqquuseq,vrst
367,Stück::N,nakkaalaniku,komad
368,Teil::N,tassiaasat,dio
369,Hälfte::N,affaq,polovina
370,Kreis::N,kaajaluinneq or kaajaluitsoq,krug
371,Kreuz::N,sanningasulik,križ
372,Linie::N,tittaq,crta
373,Linie::N,titarneq,crta
374,Abstand::N,aku,razmak
375,Abstand::N,aku,odstojanje
376,Abstand::N,ikiaq,razmak
377,Abstand::N,ikiaq,odstojanje
378,Entfernung::N,asi,udaljenost
379,Gegend::N,nuna,kraj
380,Gegend::N,nuna,predeo
381,Platz::N,ini,mjesto
382,Platz::N,inissaq,mjesto
383,Ort::N,sumiiffik,mjesto
384,Seite::N,saneraq,bok
385,Seite::N,saneraq,strana
386,Mitte::N,qiteq,sredina
387,Sache::N,pigisaq,posao
388,Rand::N,sini,rub
389,Rand::N,sini,kraj
390,Rand::N,akerfineq,rub
391,Rand::N,akerfineq,kraj
392,Kante::N,akerfineq,brid
393,Kante::N,akerfineq,ivica
394,Ecke::N,teqeqqoq,ugao
395,Ecke::N,tikeqqoq,ugao
396,Spitze::N,inngik,vrh
397,Spitze::N,inngik,šiljak
398,Ende::N,isu,konac
399,Loch::N,putu,rupa
400,Winkel::N,teqeqqorissaat,kut
401,Winkel::N,teqeqqorissaat,ugao
402,Muster::N,ilisserut,uzor
403,Größe::N,angissuseq,veličina
404,Länge::N,takissuseq,duljina
405,Gewicht::N,oqimaalutaq,težina
406,Menge::N,amerlassuseq,mnoštvo
407,Menge::N,amerlassuseq,količina
408,Haufen::N,eqimattat,hrpa
409,Haufen::N,eqimattat,gomila
410,Reihe::N,allunaasaq,red
411,Boot::N,qajaq,čun
412,Boot::N,qajaq,čamac
413,Boot::N,angallat,čun
414,Boot::N,angallat,čamac
415,Boot::N,umiatsiaq,čun
416,Boot::N,umiatsiaq,čamac
417,Ruder::N,iput,veslo
418,Schlitten::N,qamutit,saone
419,Schlitten::N,qimusseq,saone
420,Ski::N,ataarut,ski
421,Ski::N,ataarut,smučka
422,Last::N,nammagaq,tovar
423,Schritt::N,allorneq,korak
424,Norden::N,avannaq,sjever
425,Süden::N,qava,jug
426,Süden::N,kujat,jug
427,Süden::N,kujataa,jug
428,Westen::N,kitaa,zapad
429,Osten::N,kangi,istok
430,Holz::N,qisuk,drvo
431,Brett::N,salliligaq,daska
432,Platte::N,qaateq,ploča
433,Stütze::N,ajagutaq,potpora
434,Stütze::N,ajaagutaq,potpora
435,Stange::N,kaaviffik,motka
436,Stock::N,ajaappissat,štap
437,Stock::N,ajaappissat,palica
438,Stab::N,ajaappissat,štap
439,Stab::N,ajaappissat,šipka
440,Rohr::N,sullulik,cijev
441,Haus::N,illu,kuća
442,Ofen::N,kissarsuut,peć
443,Fußboden::N,nateq,pod
444,Tisch::N,allattarfik,stol
445,Tisch::N,allattarfik,trpeza
446,Stuhl::N,issiavik,stolac
447,Stuhl::N,issiavik,stolica
448,Stuhl::N,issiaffik,stolac
449,Stuhl::N,issiaffik,stolica
450,Wiege::N,uaasoq,kolijevka
451,Bett::N,nallavik,krevet
452,Bett::N,nallavik,postelja
453,Regal::N,ilisivik,polica
454,Kiste::N,sakissat,sanduk
455,Kiste::N,illerfiusaq,sanduk
456,Fenster::N,aki,prozor
457,Fenster::N,igalaaq,prozor
458,Tür::N,matu,vrata
459,Tor::N,isaaffik,vrata
460,Tor::N,isaaffik,kapija
461,Zaun::N,saputit,plot
462,Zaun::N,saputit,ograda
463,Dach::N,qaliaq,krov
464,Leiter::N,tummeqqat,ljestve
465,Leiter::N,tummeqqat,ljestvice
466,Leiter::N,majuartarfiit,ljestve
467,Leiter::N,majuartarfiit,ljestvice
468,Besen::N,saligutit,metla
469,Spaten::N,nivaataq,ašov
470,Schaufel::N,nivaataq,lopata
471,Gabel::N,qilluaq,viljuška
472,Gabel::N,ajassaatit,viljuška
473,Löffel::N,alussaat,žlica
474,Messer::N,savik,nož
475,Nagel::N,kukik,čavao
476,Netz::N,anguffaseq,mreža
477,Haken::N,nissik,kuka
478,Haken::N,qarsorsaq,kuka
479,Haken::N,qarsorsartoq,kuka
480,Griff::N,ipi,držak
481,Griff::N,ipi,ručica
482,Schloss::N,illussaarsuaq,brava
483,Bild::N,assiliaq,slika
484,Figur::N,kisitsit,figura
485,Puppe::N,inuusaq,lutka
486,Bündel::N,qilertaq,snop
487,Bündel::N,qilertaq,svežanj
488,Tasche::N,pooqattaq,torba
489,Tasche::N,pooqattaq,taška
490,Deckel::N,matu,poklopac
491,Geschirr::N,anut,suđe
492,Geschirr::N,anut,posuđe
493,Tasse::N,tiitorfik,šalica
494,Tasse::N,tiitorfiup ilorlia,šalica
495,Topf::N,qoqqoq,lonac
496,Kessel::N,uunnaavik,kazan
497,Essen::N,igaaq,obrok
498,Nahrung::N,neqissaq,hrana
499,Speise::N,nerisassat,jelo
500,Fleisch::N,neqi,meso
501,Getreide::N,maannineq,žito
502,Getreide::N,maannineq,žitarice
503,Brot::N,iffit,kruh
504,Brot::N,iffiaq,kruh
505,Scheibe::N,igalaassiaq,kriška
506,Fett::N,tarnutissaq,mast
507,Fett::N,tarnutissaq,salo
508,Fett::N,tarnutissiaq,mast
509,Fett::N,tarnutissiaq,salo
510,Butter::N,punneq,buter
511,Butter::N,punneq,maslac
512,Öl::N,uulia,ulje
513,Salz::N,taratsut,sol
514,Suppe::N,qajoq,supa
515,Honig::N,tungusunnitsuut,med
516,Milch::N,immuk,mlijeko
517,Tee::N,tii,čaj
518,Tee::N,teeq,čaj
519,Wolle::N,nuersagassiaq,vuna
520,Stoff::N,milliaq,štof
521,Stoff::N,milliaq,tkanina
522,Stoff::N,qarlissiaq,štof
523,Stoff::N,qarlissiaq,tkanina
524,Nadel::N,meqqut,igla
525,Faden::N,ujalussiaq,nit
526,Faden::N,ujalussiaq,konac
527,Knopf::N,attat,dugme
528,Knoten::N,akeroq,čvor
529,Knoten::N,akeroq,uzao
530,Knoten::N,qilerneq,čvor
531,Knoten::N,qilerneq,uzao
532,Farbe::N,qalipaat,farba
533,Kleidung::N,atisat,odjeća
534,Kleidung::N,annoraaq,odjeća
535,Hemd::N,ilupaaq,košulja
536,Kragen::N,qungasiinnaq,ovratnik
537,Ärmel::N,aaq,rukav
538,Hose::N,qarliit,hlače
539,Gürtel::N,qiterut,pas
540,Gürtel::N,qiterut,pojas
541,Gürtel::N,unngersaq,pas
542,Gürtel::N,unngersaq,pojas
543,Mütze::N,nasaq,kapa
544,Schuh::N,skuu,cipela
545,Schuh::N,ikernuk,cipela
546,Schuh::N,ateraasaq,cipela
547,Stiefel::N,kamik,čizma
548,Ring::N,assammiu,prsten
549,Band::N,qilerutissiaq,vrpca
550,Kamm::N,illaagutit,češalj
551,Kamm::N,illaajaatit pl.,češalj
552,Spiegel::N,tarrarsuut,zrcalo
553,Spiegel::N,tarrarsuut,ogledalo
554,Riemen::N,allunaaq,kaiš
555,Riemen::N,allunaaq,remen
556,Schnur::N,kujaaq,vrpca
557,Schnur::N,allunaasaq,vrpca
558,Leine::N,aleq,uzica
559,Decke::N,qipik,ćebe
560,Decke::N,qipik,pokrivač
561,Kissen::N,akit,jastuk
562,Tuch::N,qarlissiaq,rubac
563,Tuch::N,qarlissiaq,marama
564,Handtuch::N,allarut,ručnik
565,Handtuch::N,allarterut,ručnik
566,Kraft::N,pissak,snaga
567,Stärke::N,qerattarsaat,jakost
568,Gesundheit::N,peqqisusseq,zdravlje
569,Krankheit::N,nappaat,bolest
570,Schmerz::N,anniaat,bol
571,Wunde::N,iki,rana
572,Fieber::N,nappaat qanimanartoq,groznica
573,Arznei::N,imigassaq,lijek
574,Brücke::N,ikaartarfik,most
575,Brücke::N,ikaartarfik,ćuprija
576,Brunnen::N,tissaluttuliaq,bunar
577,Brunnen::N,tissaluttuliaq,zdenac
578,Weide::N,masarsuk,paša
579,Weide::N,masarsuk,pašnjak
580,Pfad::N,aqqut,staza
581,Weg::N,aggerfik,put
582,Straße::N,aqqusineq,drum
583,Straße::N,aqqusineq,cesta
584,Dorf::N,nunaqarfik,selo
585,Stadt::N,illorpaat,grad
586,Stadt::N,illorpaat,varoš
587,Stadt::N,illorpalik,grad
588,Stadt::N,illorpalik,varoš
589,Brief::N,allagarsiaq,list
590,Brief::N,allagarsiaq,pismo
591,Buch::N,atuakkat,knjiga
592,Buch::N,mappersagaq,knjiga
593,Buchstabe::N,naqinneq,slovo
594,Zeitung::N,aviisi,novine
595,Leben::N,inuussuseq,život
596,Tod::N,toqu,smrt
597,Tod::N,toquneq,smrt
598,Grab::N,iliveq,raka
599,Grab::N,illissat,raka
600,Kirche::N,oqaluffik,crkva
601,Sünde::N,ajorti,grijeh
602,Arbeiter::N,sulisoq,radnik
603,Chef::N,ittoqut,šef
604,Meister::N,naalagaq,majstor
605,Arzt::N,katsorsaasoq,liječnik
606,Lehrer::N,ilinniartitsisoq,učitelj
607,Geld::N,aningaasat,novac
608,Geschäft::N,niuertarfik,posao
609,Geschäft::N,niuertarfik,trgovina
610,Laden::N,niuertarfik,dućan
611,Preis::N,aki,cijena
612,Ware::N,qaliata pii,roba
613,Ware::N,nioqqutissaq,roba
614,Nutzen::N,iluaqut,korist
615,Welt::N,nunarsuaq,svijet
616,Land::N,nuna,zemlja
617,König::N,kunngi,kralj
618,Macht::N,pissaassuseq,moć
619,Macht::N,pissaassuseq,vlast
620,Grenze::N,killik,granica
621,Krieg::N,sorsunneq,rat
622,Feind::N,akeraq,neprijatelj
623,Feind::N,akerartorti,neprijatelj
624,Feind::N,qinngarsuisoq,neprijatelj
625,Kampf::N,sorsunneq,boj
626,Kampf::N,sorsunneq,borba
627,Pfeil::N,qalugiusaq,strijela
628,Gewehr::N,aallaat,puška
629,Fehler::N,kukkuneq,pogreška
630,Fehler::N,kukkuneq,griješka
631,Fehler::N,paarlaappaa,pogreška
632,Fehler::N,paarlaappaa,griješka
633,Unglück::N,perluut,nesreća
634,Schuld::N,akiitsugaq,krivnja
635,Schuld::N,akiligassaq,krivnja
636,Alter::N,utoqqaq,dob
637,Schluss::N,isu,kraj
638,Schluss::N,isu,konac
639,Zeit::N,ulloq,doba
640,Zeit::N,ulloq,vrijeme
641,Zeit::N,akuttoqatigiinneq,doba
642,Zeit::N,akuttoqatigiinneq,vrijeme
643,Tag::N,ulloq,dan
644,Morgen::N,ullaaq,jutro
645,Mittag::N,ulloqeqqa,podne
646,Abend::N,unnuk,veče
647,Abend::N,unnuk,večer
648,Nacht::N,unnuaq,noć
649,Woche::N,sapaatip akunnera,sedmica
650,Monat::N,qaammat,mjesec
651,Jahr::N,ukioq,godina
652,Frühling::N,upernaaq,proljeće
653,Sommer::N,aasaq,ljeto
654,Herbst::N,ukiaq,jesen
655,Winter::N,ukioq,zima
656,Januar::N,siulleeq,januar
657,Januar::N,siulleeq,siječanj
658,Januar::N,qaammaliaq,januar
659,Januar::N,qaammaliaq,siječanj
660,Februar::N,aarlaat,veljača
661,Februar::N,aarlaat,februar
662,März::N,marsi,mart
663,März::N,marsi,ožujak
664,März::N,martsi,mart
665,März::N,martsi,ožujak
666,Mai::N,maaji,maj
667,Mai::N,maaji,svibanj
668,Juni::N,juuni,juni
669,Juni::N,juuni,lipanj
670,Juli::N,juuli,juli
671,Juli::N,juuli,srpanj
672,August::N,aggusti,august
673,August::N,aggusti,kolovoz
674,September::N,septembari,rujan
675,September::N,septembari,septembar
676,Oktober::N,oktobari,oktobar
677,Oktober::N,oktobari,listopad
678,November::N,novembari,studeni
679,November::N,novembari,novembar
680,Dezember::N,detsembari,prosinac
681,Montag::N,ataasinngortoq,ponedjeljak
682,Montag::N,ataasinngortoq,ponedjeljnik
683,Dienstag::N,marlunngorneq,utorak
684,Dienstag::N,marlunngorneq,utornik
685,Mittwoch::N,pingasunngorneq,srijeda
686,Donnerstag::N,sisamanngorneq,četvrtak
687,Freitag::N,tallimanngorneq,petak
688,Samstag::N,arfininngorneq,subota
689,Sonntag::N,sapaat,nedjelja
690,Sonntag::N,sapaati,nedjelja
691,groß::A,angivoq,velik
692,klein::A,mikivoq,mali
693,klein::A,mikivoq,malen
694,lang::A,takisooq,dug
695,lang::A,takisooq,dugačak
696,kurz::A,naatsoq,kratak
697,breit::A,silippoq,širok
698,schmal::A,amitsoq,uski
699,schmal::A,amitsoq,uzak
700,dicht::A,torsusooq,gust
701,dick[Gegenstand]::A,issuvoq,debeo
702,dick[Gegenstand]::A,issusooq,debeo
703,dünn::A,amitsoq,tanak
704,fein::A,mamarpoq,fin
705,fein::A,mamarpoq,tanak
706,fest::A,tangeqarpoq,čvrst
707,flach::A,nalimmappoq,ravan
708,flach::A,nalimmappoq,plosnat
709,glatt::A,quasak,gladak
710,hart::A,mattusooq,tvrd
711,hart::A,manngerpoq,tvrd
712,hart::A,titeqquluppoq,tvrd
713,weich::A,nerumaarpoq,mek
714,weich::A,nerumaarpoq,mekan
715,rund::A,ammallorippoq,okrugao
716,spitz::A,qummukujooq,oštar
717,spitz::A,qummukujooq,šiljast
718,scharf::A,ipippoq,oštar
719,scharf::A,ipippoq,bridak
720,stumpf::A,anngerpoq,tup
721,schwer::A,oqimaappoq,težak
722,schön::A,kusanarpoq,krasan
723,heiß::A,kiappoq,vruć
724,warm::A,oqorpoq,topao
725,kalt::A,issippoq,hladan
726,kühl::A,pueqqortippoq,hladan
727,feucht::A,isugutavoq,vlažan
728,feucht::A,qaasernarpoq,vlažan
729,nass::A,imerorpoq,mokar
730,trocken::A,panerpoq,suh
731,voll::A,ulikkaarpoq,pun
732,leer::A,imaattuarpoq,prazan
733,offen::A,ammavoq,otvoren
734,geschlossen::A,matuvoq,zatvoren
735,sauber::A,eqqippoq,čist
736,sauber::A,sukuluippoq,čist
737,sauber::A,ipeqanngilaq,čist
738,schmutzig::A,tapappoq,nečist
739,schmutzig::A,tapappoq,blatan
740,schmutzig::A,minguppoq,nečist
741,schmutzig::A,minguppoq,blatan
742,roh::A,aapavoq,sirov
743,reif::A,qaarulerpoq,zreo
744,süß::A,tungusunnippoq,sladak
745,bitter::A,qasilippoq,gorak
746,hell::A,qaamavoq,vedar
747,hell::A,qaamavoq,svijetao
748,dunkel::A,qernerpoq,taman
749,schwarz::A,qernerpoq,crn
