,Concept_ID,bn,lez
371,Bild::N,চিত্র,шикил
372,Bild::N,চিত্র,суьрет
373,Figur::N,আকার,фигура
374,Puppe::N,পুতুল,нини
375,Beutel::N,বটুয়া,тагъар
376,Bündel::N,আঁটি,галгам
377,Tasche::N,থলি,чанта
378,Eimer::N,বাল্তি,ведре
379,Deckel::N,আবরণ,кьил
380,Deckel::N,আবরণ,къалпагъ
381,Geschirr::N,থালা-বাসন,къаб-къажах
382,Sack::N,বস্তা,чувал
383,Tasse::N,কাপ,сукӏра
384,Topf::N,পাত্র,къажгъан
385,Kessel::N,কেটলি,къажгъан
386,Essen::N,আহার,тӏуьн
387,Nahrung::N,খাদ্য,тӏуьн
388,Speise::N,খাদ্য,хуьрек
389,Fleisch::N,মাংস,як
390,Getreide::N,শস্য,техил
391,Brei::N,মণ্ড,хапӏа
392,Brei::N,মণ্ড,хешил
393,Brot::N,রুটি,фу
394,Scheibe::N,ফালি,чӏук
395,Fett::N,মেদ,ягълу
396,Butter::N,মাখন,гъери
397,Öl::N,তৈল,ягълу
398,Salz::N,নুন,кьел
399,Suppe::N,শুরুয়া,суп
400,Suppe::N,শুরুয়া,шурпа
401,Honig::N,মধু,вирт
402,Milch::N,দুধ,нек
403,Tee::N,চা,чай
404,Leder::N,পাকা চামড়া,тумаж
405,Wolle::N,পশম,йис
406,Stoff::N,বস্ত্র,парча
407,Nadel::N,সুচ,раб
408,Faden::N,সূত্র,гъал
409,Knopf::N,বোতাম,дуьгме
410,Knoten::N,গিঁট,тӏвал
411,Farbe::N,রং,ранг
412,Kleidung::N,কাপড়,партал
413,Hemd::N,শার্ট,перем
414,Kragen::N,গলবন্ধ,хев
415,Ärmel::N,আস্তিন্,хел
416,Hose::N,ট্রাউজার,шалвар
417,Gürtel::N,কটিবন্ধ,чӏул
418,Mütze::N,টুপি,бармак
419,Mütze::N,টুপি,бапӏах
420,Schuh::N,জুতো,ботинка
421,Stiefel::N,বুট,чекме
422,Ring::N,আংটি,тупӏал
423,Band::N,ফিতা,тасма
424,Kamm::N,চিরুনি,регъ
425,Spiegel::N,আয়না,гуьзгуь
426,Riemen::N,চাবুক,къайиш
427,Schnur::N,দড়ি,еб
428,Leine::N,শিকল,
429,Decke::N,কম্বল,яргъан
430,Kissen::N,উপাধান,хъуьцуьган
431,Tuch::N,বস্ত্র,шал
432,Handtuch::N,তোয়ালে,дасмал
433,Kraft::N,জোর,гуж
434,Stärke::N,শক্তি,къуват
435,Gesundheit::N,স্বাস্থ্য,сагъвал
436,Krankheit::N,অসুখ,тӏал
437,Krankheit::N,ব্যামো,тӏал
438,Schmerz::N,যন্ত্রণা,тӏал
439,Schmerz::N,যন্ত্রণা,тӏарвал
440,Wunde::N,ক্ষত,хер
441,Fieber::N,জ্বর,ифин
442,Arznei::N,ঔষধ,дарман
443,Brücke::N,সেতু,муьгъ
444,Brunnen::N,কূপ,къуй
445,Weide::N,পশুচারণভূমি,уьруьш
446,Pfad::N,পথ,рехъ
447,Weg::N,পথ,рехъ
448,Straße::N,রাস্তা,рехъ
449,Dorf::N,গ্রাম,хуьр
450,Stadt::N,শহর,шегьер
451,Brief::N,চিঠি,кагъаз
452,Buch::N,বই,улуб
453,Buchstabe::N,অক্ষর,гьарф
454,Zeitung::N,সংবাদপত্র,газета
455,Leben::N,জীবন,уьмуьр
456,Tod::N,মৃত্যু,кьиникь
457,Grab::N,কবর,сур
458,Kirche::N,গির্জা,килиса
459,Sünde::N,পাপ,гунагь
460,Gott::N,দেবতা,аллагь
461,Arbeiter::N,শ্রমিক,фяле
462,Chef::N,নেতা,гьаким
463,Meister::N,ব্যক্তি,устӏар
464,Arzt::N,চিকিৎসক,доктор
465,Lehrer::N,অধ্যাপক,муаллим
466,Geld::N,মুদ্রা,пул
467,Geld::N,টাকাপয়সা,пул
468,Geschäft::N,ব্যস্ততা,
469,Laden::N,দোকান,магазин
470,Preis::N,মূল্য,къимет
471,Ware::N,পণ্যদ্রব্য,мал
472,Ware::N,পণ্যদ্রব্য,товар
473,Nutzen::N,সুবিধা,хийир
474,Nutzen::N,সুবিধা,менфят
475,Reichtum::N,ধনদৌলত,девлет
476,Welt::N,জগৎ,дуьнья
477,Land::N,খেত,уьлкве
478,Staat::N,রাষ্ট্র,пачагьлугъ
479,Staat::N,রাষ্ট্র,государство
480,König::N,রাজা,пачагь
481,Macht::N,প্রভাব,власть
482,Grenze::N,সীমা,сергьят
483,Krieg::N,যুদ্ধ,дяве
484,Feind::N,শত্রু,душман
485,Gewalt::N,জোর,гуж
486,Kampf::N,লড়াই,женг
487,Bogen[Waffe]::N,ধনুক,чӏемерук
488,Pfeil::N,বাণ,хьел
489,Gewehr::N,বন্দুক,тфенг
490,Fehler::N,ভুল,гъалатӏ
491,Lüge::N,মিথ্যা,ттаб
492,Schaden::N,ক্ষতি,зиян
493,Schaden::N,ক্ষতি,зарар
494,Unglück::N,দুর্ভাগ্য,бала
495,Unglück::N,দুর্ভাগ্য,бедбахтвал
496,Schuld::N,অপরাধ,тахсир
497,Alter::N,আয়ু,яш
498,Schluss::N,শেষ,эхир
499,Zeit::N,সময়,вяде
500,Tag::N,দিন,югъ
501,Morgen::N,সকাল,пакама
502,Mittag::N,মধ্যাহু,нисин
503,Abend::N,সন্ধ্যা,няни
504,Nacht::N,রাত্রি,йиф
505,Woche::N,সপ্তাহ,гьафте
506,Monat::N,মাস,варз
507,Jahr::N,সৌরবর্ষ,йис
508,Frühling::N,বসন্তকাল,гатфар
509,Sommer::N,গ্রীষ্মকাল,гад
510,Herbst::N,শরংঋতু,зул
511,Winter::N,শীতকাল,кьуьд
512,Januar::N,জানুয়ারী,январь
513,Februar::N,ফেব্রুয়ারী,февраль
514,März::N,মার্চ,март
515,April::N,এপ্রিল,апрель
516,Mai::N,মে,май
517,Juni::N,জুন,июнь
518,Juli::N,জুলাই,июль
519,August::N,অগাস্ট,август
520,September::N,সেপ্টেম্বর,сентябрь
521,Oktober::N,অক্টোবর,октябрь
522,November::N,নভেম্বর,ноябрь
523,Dezember::N,ডিসেম্বর,декабрь
524,Montag::N,সোমবার,ислен
525,Dienstag::N,মঙ্গলবার,саласа
526,Mittwoch::N,বুধবার,арбе
527,Donnerstag::N,বৃহম্পতিবার,хемис югъ
528,Freitag::N,শুক্রবার,жуьмя
529,Freitag::N,শুক্রবার,жуьмя югъ
530,Samstag::N,শনিবার,киш
531,Sonntag::N,রবিবার,гьяд
532,groß::A,বৃহৎ,еке
533,groß::A,বৃহৎ,чӏехи
534,klein::A,ছোট,гъвечӏи
535,lang::A,দীর্ঘ,яргъи
536,kurz::A,খর্ব,куьруь
537,kurz::A,হ্রস্ব,куьруь
538,breit::A,চওড়া,гьяркьуь
539,schmal::A,সরু,гуьтӏуь
540,dicht::A,ঘন,къалин
541,dick[Gegenstand]::A,পুরু,
542,dünn::A,কৃশ,кьелечӏ
543,fein::A,সূক্ষ্ম,шуькӏуь
544,fest::A,দৃঢ়,кӏеви
545,flach::A,সমতল,кьулу
546,glatt::A,মসৃণ,цӏалцӏам
547,hart::A,শক্ত,кӏеви
548,weich::A,নরম,хъуьтуьл
549,rund::A,গোলাকার,элкъвей
550,spitz::A,তীক্ষ্ন,хци
551,scharf::A,শাণিত,хци
552,stumpf::A,ভোঁতা,къуьруь
553,schwer::A,ভারী,залан
554,schön::A,সুন্দর,иер
555,heiß::A,গরম,кудай
556,warm::A,ঈষদুষ্ণ,чими
557,kalt::A,ঠাণ্ডা,мекьи
558,kühl::A,শীতল,къайи
559,frisch::A,তাজা,таза
560,frisch::A,তাজা,михьи
561,feucht::A,ভিজা,ламу
562,nass::A,ভিজা,кьежей
563,trocken::A,শুষ্ক,кьуру
564,voll::A,পূর্ণ,ацӏай
565,leer::A,খালি,буш
566,leer::A,খালি,ичӏи
567,offen::A,খোলা,ахъа
568,geschlossen::A,বন্ধ,кӏеви
569,sauber::A,নির্মল,михьи
570,schmutzig::A,নোংরা,чиркин
571,schmutzig::A,নোংরা,кьацӏай
572,roh::A,কাঁচা,чиг
573,roh::A,কাঁচা,ицӏи
574,reif::A,পাকা,дигмиш хьайи
575,lecker::A,সুস্বাদ,дадлу
576,süß::A,মিষ্ট,ширин
577,bitter::A,তিক্ত,туькьуьл
578,sauer::A,টক,цуру
579,hell::A,উজ্জ্বল,экуь
580,dunkel::A,অন্ধকারময়,мичӏи
581,schwarz::A,কালো,чӏулав
582,weiß::A,সাদা,лацу
583,rot::A,লাল,яру
584,gelb::A,হলদে,хъипи
585,blau::A,নীল,вили
586,grün::A,সবুজ,къацу
587,grau::A,ছাই-রঙা,рехи
588,bunt::A,রঙিন,цӏару
589,bunt::A,রঙিন,яру-цӏару
590,billig::A,সস্তা,ужуз
591,teuer::A,আক্রা,багьа
592,wertvoll::A,মহার্ঘ,масан
593,blind::A,কানা,буьркьуь
594,taub::A,বধির,биши
595,kräftig::A,বিশাল,гужлу
596,stark::A,শক্তিশালী,къуватлу
597,schwach::A,দুর্বল,такьатсуз
598,fett::A,মোটা,куьк
599,schlank::A,কৃশ,шумал
600,hübsch::A,সুন্দর,гуьрчег
601,böse::A,খারাপ,пис
602,dumm::A,মূর্খ,ахмакь
603,faul::A,শ্রমবিমুখ,тенпел
604,fleißig::A,পরিশ্রমী,сяй ийидай
605,fleißig::A,পরিশ্রমী,сяйи ийидай
606,geizig::A,ব্যয়কুণ্ঠ,мискьи
607,klug::A,দক্ষ,акьуллу
608,geschickt::A,পটু,магьир
609,lieb::A,প্রেয়,играми
610,lustig::A,প্রফুল্ল,шад
611,sanft::A,নম্র,назик
612,sanft::A,নম্র,милайим
613,hungrig::A,ক্ষুধার্ত,гишин
614,krank::A,অসুস্থ,кефсуз
615,nackt::A,উলঙ্গ,кьецӏил
616,traurig::A,দুঃখিত,пашман
617,lebendig::A,জীবিত,ччан алай
618,gut::A,ভালো,хъсан
619,gut::A,ভালো,вижевай
620,schlecht::A,মন্দ,пис
621,richtig::A,ঠিক,дуьз
622,schlimm::A,কদর্য,нифретлу
623,wahr::A,বাস্তব,гьакъикъи
624,alt::A,পুরাতন,эски
625,alt::A,পুরাতন,куьгьне
626,neu::A,নব,цӏийи
627,neu::A,নূতন,цӏийи
628,ehemalig::A,পূর্বকালীন,виликан
629,alt[Lebewesen]::A,বৃদ্ধ,кьуьзуь
630,jung::A,তরুণ,жегьил
631,arm::A,ক্ষুদ্র,кесиб
632,reich::A,ধনবান্,девлетлу
633,bekannt::A,সুপরিচিত,чидай
634,berühmt::A,বিখ্যাত,машгьур
635,fremd::A,বিদেশি,ччара
636,verschieden::A,বিসদৃশ,жуьреба-жуьре
637,nah::A,নিকটবতী,мукьвал
638,fern::A,দুরবতী,яргъал
639,linker::A,বাম,чапла
640,rechter::A,ডান,эрчӏи
641,rechter::A,ডাইন,эрчӏи
642,anderer::A,অন্যতর,маса
643,anderer::A,অন্যতর,муькуь
644,erster::A,প্রথম,сад лагьай
645,zweiter::A,দ্বিতীয়,кьвед лагьай
646,dritter::A,তৃতীয়,пуд лагьай
647,letzter::A,সর্বশেষ,эхиримжи
648,allein::ADV,একক,кьилди
649,auf einmal::ADV,জলদি,
650,zusammen::ADV,একসঙ্গে,санал
651,lange::ADV,লম্বা,яргъалди
652,plötzlich::ADV,হঠাৎ,садлагьана
653,sofort::ADV,মুহ্ণর্তমধ্যে,гьасятда
654,später::ADV,পশ্চাতে,гуьгъуьнлай
655,jetzt::ADV,এখন,гила
656,heute::ADV,আজ,къе
657,morgen::ADV,আগামিকাল,пака
658,bald::ADV,অস্পকালমধ্যে,мукьва
659,bald::ADV,অস্পকালমধ্যে,мукьвара
660,dann::ADV,তখন,ахпа
661,gestern::ADV,গতকাল,накь
662,einst::ADV,একবার মাত্র,садра
663,damals::ADV,তখন,а чӏавуз
664,danach::ADV,পরে,ахпа
665,vorher::ADV,আগে,вилик
666,zuerst::ADV,আগে,сифте
667,einmal::ADV,একবার,садра
668,manchmal::ADV,কখনও কখনও,гагь-гагь
669,oft::ADV,ঘনঘন,гзаф вахтара
670,immer::ADV,সর্বদা,гьамиша
671,niemals::ADV,কখলও নহে,са чӏавузни
672,niemals::ADV,কখলও নহে,са вахтундани
673,hier::ADV,এখানে,ина
674,hierhin::ADV,এখানে,иниз
675,von hier::ADV,ত্রই স্তান হইতে,инай
676,dort::ADV,ওখানে,ана
677,dorthin::ADV,ওখানে,аниз
678,geradeaus::ADV,অগ্রগামী,дуьз
679,vorwärts::ADV,সন্মুখিকে,вилик
680,vorwärts::ADV,সন্মুখিকে,виликди
681,rückwärts::ADV,খিরিয়া,кьулухъ
682,zurück::ADV,পিঠ,
683,unten::ADV,নীচে,агъада
684,hinab::ADV,নিম্নগামী,агъуз
685,oben::ADV,উপরে,винел
686,hinauf::ADV,উচ্চতর অংশে,виниз
687,überall::ADV,সর্বত্র,вирина
688,nicht::ADV,না,ваъ
689,ein wenig::ADV,অল্প,са тӏимил
690,kaum::ADV,কষ্টসহকাবে,жизви
691,sehr::ADV,খুব,лап
692,so::ADV,তত,икӏ
693,noch::ADV,এখন পর্যস্ত,гьеле
