,Concept_ID,hy,de
277,Kamerad::N,ուղեկից,Kamerad
278,Angelegenheit::N,բան,Angelegenheit
279,Angelegenheit::N,գործ,Angelegenheit
280,Anzahl::N,քանակ,Anzahl
281,Anzahl::N,գումար,Anzahl
282,Art::N,տեսակ,Art
283,Stück::N,կտոր,Stück
284,Teil::N,մաս,Teil
285,Hälfte::N,կես,Hälfte
286,Kreis::N,շիջանակ,Kreis
287,Kreuz::N,խաչ,Kreuz
288,Linie::N,գիծ,Linie
289,Strich::N,գիծ,Strich
290,Abstand::N,անջրպետ,Abstand
291,Entfernung::N,հեռավորություն,Entfernung
292,Gegend::N,շրջան,Gegend
293,Platz::N,տարածություն,Platz
294,Ort::N,տեղ,Ort
295,Ort::N,վայր,Ort
296,Seite::N,կողմ,Seite
297,Mitte::N,մեջտեղ,Mitte
298,Gegenstand::N,առարկա,Gegenstand
299,Sache::N,բան,Sache
300,Rand::N,վերջք,Rand
301,Kante::N,եզր,Kante
302,Ecke::N,անկյուն,Ecke
303,Spitze::N,ծայր,Spitze
304,Ende::N,ծայր,Ende
305,Loch::N,անցք,Loch
306,Winkel::N,անկյուն,Winkel
307,Muster::N,օրինակ,Muster
308,Größe::N,մեծություն,Größe
309,Länge::N,երկարություն,Länge
310,Höhe::N,բարձրություն,Höhe
311,Gewicht::N,կշիռ,Gewicht
312,Menge::N,քանակ,Menge
313,Haufen::N,դեզ,Haufen
314,Haufen::N,կույտ,Haufen
315,Reihe::N,շարք,Reihe
316,Reihe::N,կարգ,Reihe
317,Boot::N,նավակ,Boot
318,Ruder::N,թի,Ruder
319,Ruder::N,թիակ,Ruder
320,Schlitten::N,բալխիր,Schlitten
321,Ski::N,դահուկ,Ski
322,Lagerfeuer::N,բացօդեայ կրակ,Lagerfeuer
323,Last::N,բեռ,Last
324,Gang::N,զբոսանք,Gang
325,Schritt::N,քայլ,Schritt
326,Norden::N,հյուսիս,Norden
327,Süden::N,հարավ,Süden
328,Westen::N,արեւմուտք,Westen
329,Osten::N,արեւելք,Osten
330,Holz::N,փայտ,Holz
331,Brett::N,տախտակ,Brett
332,Platte::N,թիթեղ,Platte
333,Stütze::N,նեցուկ,Stütze
334,Stange::N,ձող,Stange
335,Stock::N,փայտ,Stock
336,Stab::N,ցուպ,Stab
337,Stab::N,գավազան,Stab
338,Rohr::N,խողովակ,Rohr
339,Haus::N,տուն,Haus
340,Heim::N,տուն,Heim
341,Ofen::N,վառարան,Ofen
342,Fußboden::N,հատակ,Fußboden
343,Tisch::N,սեղան,Tisch
344,Stuhl::N,աթոռ,Stuhl
345,Wiege::N,օրորոց,Wiege
346,Bett::N,անկողին,Bett
347,Regal::N,դարակ,Regal
348,Kiste::N,տուփ,Kiste
349,Fenster::N,պատուհան,Fenster
350,Tür::N,դուռ,Tür
351,Tor::N,դարպաս,Tor
352,Zaun::N,ցանկապատ,Zaun
353,Dach::N,տանիք,Dach
354,Dach::N,կտուր,Dach
355,Leiter::N,սանդուղք,Leiter
356,Besen::N,ավել,Besen
357,Spaten::N,բահ,Spaten
358,Schaufel::N,թի,Schaufel
359,Gabel::N,պատառաքաղ,Gabel
360,Löffel::N,գդալ,Löffel
361,Messer::N,դանակ,Messer
362,Nagel::N,մեխ,Nagel
363,Netz::N,ցանց,Netz
364,Haken::N,կարթ,Haken
365,Griff::N,կոթ,Griff
366,Griff::N,բռնակ,Griff
367,Schloss::N,կողպեք,Schloss
368,Bild::N,նկար,Bild
369,Bild::N,պատկեր,Bild
370,Figur::N,քանդակ,Figur
371,Figur::N,պատկեր,Figur
372,Puppe::N,տիկնիկ,Puppe
373,Beutel::N,տոպրակ,Beutel
374,Bündel::N,կապոց,Bündel
375,Tasche::N,պայուսակ,Tasche
376,Eimer::N,դույլ,Eimer
377,Deckel::N,կափարիչ,Deckel
378,Geschirr::N,ամանեղեն,Geschirr
379,Sack::N,պարկ,Sack
380,Sack::N,տոպրակ,Sack
381,Tasse::N,թաս,Tasse
382,Tasse::N,գավաթ,Tasse
383,Topf::N,անոթ,Topf
384,Kessel::N,կաթսա,Kessel
385,Essen::N,կերակուր,Essen
386,Nahrung::N,ուտելիք,Nahrung
387,Speise::N,խորտիկ,Speise
388,Speise::N,կերակուր,Speise
389,Fleisch::N,միս,Fleisch
390,Getreide::N,հացահատիկ,Getreide
391,Brei::N,լանդակ,Brei
392,Brot::N,հաց,Brot
393,Scheibe::N,կտոր,Scheibe
394,Scheibe::N,պատառ,Scheibe
395,Fett::N,ճարպ,Fett
396,Butter::N,կարագ,Butter
397,Öl::N,ձեթ,Öl
398,Salz::N,աղ,Salz
399,Suppe::N,սուպ,Suppe
400,Suppe::N,ապուր,Suppe
401,Honig::N,մեղր,Honig
402,Milch::N,կաթ,Milch
403,Tee::N,թեյ,Tee
404,Leder::N,կաշի,Leder
405,Wolle::N,բուրդ,Wolle
406,Stoff::N,գործվածք,Stoff
407,Nadel::N,ասեղ,Nadel
408,Faden::N,թել,Faden
409,Knopf::N,կոճակ,Knopf
410,Knoten::N,հանգույց,Knoten
411,Farbe::N,ներկ,Farbe
412,Kleidung::N,հագուստ,Kleidung
413,Hemd::N,վերնաշապիկ,Hemd
414,Kragen::N,օձիք,Kragen
415,Ärmel::N,թեւք,Ärmel
416,Hose::N,շալվար,Hose
417,Gürtel::N,գոտի,Gürtel
418,Mütze::N,կեպի,Mütze
419,Schuh::N,կոշիկ,Schuh
420,Stiefel::N,երկարաճիթ կոշիկ,Stiefel
421,Ring::N,զնգալ,Ring
422,Band::N,ժապավեն,Band
423,Kamm::N,սանր,Kamm
424,Spiegel::N,հայելի,Spiegel
425,Riemen::N,փոկ,Riemen
426,Schnur::N,լար,Schnur
427,Leine::N,փոկ,Leine
428,Decke::N,վերմակ,Decke
429,Kissen::N,բարձ,Kissen
430,Tuch::N,թաշկինակ,Tuch
431,Handtuch::N,սրբիչ,Handtuch
432,Kraft::N,ուժ,Kraft
433,Stärke::N,պնդություն,Stärke
434,Stärke::N,ամրություն,Stärke
435,Gesundheit::N,առողջություն,Gesundheit
436,Krankheit::N,ախտ,Krankheit
437,Krankheit::N,հիվանդություն,Krankheit
438,Schmerz::N,ցավ,Schmerz
439,Schmerz::N,տանջանք,Schmerz
440,Wunde::N,վերք,Wunde
441,Fieber::N,տենդ,Fieber
442,Arznei::N,դեղ,Arznei
443,Brücke::N,կամուրջ,Brücke
444,Brunnen::N,հոր,Brunnen
445,Brunnen::N,ջրհոր,Brunnen
446,Weide::N,արոտավայր,Weide
447,Pfad::N,արահետ,Pfad
448,Weg::N,ուղի,Weg
449,Straße::N,ճանապարհ,Straße
450,Dorf::N,գյուղ,Dorf
451,Stadt::N,քաղաք,Stadt
452,Brief::N,նամակ,Brief
453,Buch::N,գիրք,Buch
454,Buchstabe::N,տառ,Buchstabe
455,Buchstabe::N,գիր,Buchstabe
456,Zeitung::N,լրագիր,Zeitung
457,Leben::N,կյանք,Leben
458,Tod::N,մահ,Tod
459,Grab::N,գերեզման,Grab
460,Kirche::N,եկեղեցի,Kirche
461,Sünde::N,մեղք,Sünde
462,Gott::N,աստված,Gott
463,Arbeiter::N,բանվոր,Arbeiter
464,Arbeiter::N,աշխատող,Arbeiter
465,Chef::N,տեր,Chef
466,Meister::N,վարպետ,Meister
467,Arzt::N,բժիշկ,Arzt
468,Lehrer::N,ուսուցիչ,Lehrer
469,Geld::N,փող,Geld
470,Geschäft::N,գործ,Geschäft
471,Geschäft::N,աշխատանք,Geschäft
472,Laden::N,կրպակ,Laden
473,Laden::N,խանութ,Laden
474,Preis::N,գին,Preis
475,Ware::N,ապրանք,Ware
476,Nutzen::N,օգուտ,Nutzen
477,Reichtum::N,հարստություն,Reichtum
478,Welt::N,աշխարհ,Welt
479,Land::N,երկիր,Land
480,Staat::N,պետություն,Staat
481,König::N,արքա,König
482,König::N,թագավոր,König
483,Macht::N,իշխանություն,Macht
484,Grenze::N,սահման,Grenze
485,Krieg::N,պատերազմ,Krieg
486,Feind::N,թշնամի,Feind
487,Gewalt::N,բռնություն,Gewalt
488,Gewalt::N,սաստկություն,Gewalt
489,Kampf::N,մարտ,Kampf
490,Bogen[Waffe]::N,աղեղ,Bogen
491,Pfeil::N,նետ,Pfeil
492,Gewehr::N,հրացան,Gewehr
493,Fehler::N,սխալ,Fehler
494,Lüge::N,սուտ,Lüge
495,Schaden::N,վնաս,Schaden
496,Unglück::N,դժբախտություն,Unglück
497,Schuld::N,պակասություն,Schuld
498,Alter::N,հասակ,Alter
499,Schluss::N,վերջ,Schluss
500,Schluss::N,վախճան,Schluss
501,Zeit::N,ժամանակ,Zeit
502,Tag::N,օր,Tag
503,Morgen::N,առավոտ,Morgen
504,Mittag::N,կեսօր,Mittag
505,Abend::N,երեկո,Abend
506,Nacht::N,գիշեր,Nacht
507,Woche::N,շաբաթ,Woche
508,Monat::N,ամիս,Monat
509,Jahr::N,տարի,Jahr
510,Frühling::N,գարուն,Frühling
511,Sommer::N,ամառ,Sommer
512,Herbst::N,աշուն,Herbst
513,Winter::N,ձմեռ,Winter
514,Januar::N,հունվար,Januar
515,Februar::N,փետրվար,Februar
516,März::N,մարտ,März
517,April::N,ապրիլ,April
518,Mai::N,մայիս,Mai
519,Juni::N,հունիս,Juni
520,Juli::N,հուլիս,Juli
521,August::N,օգոստոս,August
522,September::N,սեպտեմբեր,September
523,Oktober::N,հոկտեմբեր,Oktober
524,November::N,նոյեմբեր,November
525,Dezember::N,դեկտեմբեր,Dezember
526,Montag::N,երկուշաբթի,Montag
527,Dienstag::N,երեքշաբթի,Dienstag
528,Mittwoch::N,չորեքշաբթի,Mittwoch
529,Donnerstag::N,հինգշաբթի,Donnerstag
530,Freitag::N,ուրբաթ,Freitag
531,Samstag::N,շաբաթ,Samstag
532,Sonntag::N,կիրակի,Sonntag
533,groß::A,մեծ,groß
534,groß::A,խոշոր,groß
535,klein::A,պստիկ,klein
536,klein::A,փոքրիկ,klein
537,lang::A,երկար,lang
538,kurz::A,կարճ,kurz
539,breit::A,լայն,breit
540,schmal::A,նեղ,schmal
541,dicht::A,խիտ,dicht
542,dick[Gegenstand]::A,հաստ,dick
543,dünn::A,բարակ,dünn
544,fein::A,նուրբ,fein
545,fest::A,ամուր,fest
546,fest::A,պինդ,fest
547,flach::A,տափակ,flach
548,glatt::A,հարթ,glatt
549,hart::A,կարծր,hart
550,weich::A,մեղմ,weich
551,weich::A,փափուկ,weich
552,rund::A,կլոր,rund
553,spitz::A,սրածայր,spitz
554,scharf::A,սուր,scharf
555,stumpf::A,գուլ,stumpf
556,schwer::A,ծանր,schwer
557,schön::A,սիրուն,schön
558,schön::A,գեղեցիկ,schön
559,heiß::A,թեժ,heiß
560,warm::A,տաք,warm
561,warm::A,ջերմ,warm
562,kalt::A,ցուրտ,kalt
563,kühl::A,զով,kühl
564,frisch::A,թարմ,frisch
565,feucht::A,ղոնավ,feucht
566,nass::A,թաց,nass
567,trocken::A,ցամաք,trocken
568,voll::A,լի,voll
569,voll::A,լիքը,voll
570,leer::A,դատարկ,leer
571,offen::A,բաց,offen
572,geschlossen::A,գոց,geschlossen
573,sauber::A,մաքուր,sauber
574,schmutzig::A,կեղտոտ,schmutzig
575,roh::A,հում,roh
576,reif::A,հասած,reif
577,reif::A,հասուն,reif
578,lecker::A,համեղ,lecker
579,süß::A,անուշ,süß
580,bitter::A,կծու,bitter
581,sauer::A,թթու,sauer
582,sauer::A,թթված,sauer
583,hell::A,պայծառ,hell
584,hell::A,խելամիտ,hell
585,dunkel::A,մութ,dunkel
586,schwarz::A,սեւ,schwarz
587,weiß::A,սպիտակ,weiß
588,rot::A,կարմիր,rot
589,gelb::A,դեղին,gelb
590,blau::A,կապույտ,blau
591,grün::A,կանաչ,grün
592,grau::A,գորշ,grau
593,bunt::A,գոյնզգոյն,bunt
594,billig::A,էժան,billig
595,teuer::A,թանկ,teuer
596,wertvoll::A,թանկարժեք,wertvoll
597,blind::A,կույր,blind
598,taub::A,խուլ,taub
599,kräftig::A,հզոր,kräftig
600,stark::A,ուժեղ,stark
601,schwach::A,տկար,schwach
602,schwach::A,թույլ,schwach
603,fett::A,գեր,fett
604,schlank::A,նիհար,schlank
605,hübsch::A,գրավիչ,hübsch
606,hübsch::A,սիրունիկ,hübsch
607,böse::A,չար,böse
608,dumm::A,հիմար,dumm
609,faul::A,ծույլ,faul
610,fleißig::A,ջանասեր,fleißig
611,fleißig::A,փութաջան,fleißig
612,geizig::A,ագահ,geizig
613,geizig::A,կծծի,geizig
614,klug::A,խելոք,klug
615,klug::A,ընդունակ,klug
616,geschickt::A,ճարտար,geschickt
617,lieb::A,սիրելի,lieb
618,lustig::A,զվարթ,lustig
619,sanft::A,հեզ,sanft
620,hungrig::A,քաղցած,hungrig
621,krank::A,հիվանդ,krank
622,nackt::A,մերկ,nackt
623,traurig::A,տխուր,traurig
624,lebendig::A,կենդանի,lebendig
625,gut::A,լավ,gut
626,schlecht::A,վատ,schlecht
627,richtig::A,ձիշտ,richtig
628,schlimm::A,լղրճուկ,schlimm
629,wahr::A,ճիշտ,wahr
630,wahr::A,իրական,wahr
631,alt::A,հին,alt
632,neu::A,նոր,neu
633,ehemalig::A,նախկին,ehemalig
634,alt[Lebewesen]::A,ծեր,alt
635,alt[Lebewesen]::A,պառավ,alt
636,jung::A,մատաղ,jung
637,arm::A,աղքատ,arm
638,reich::A,հարուստ,reich
639,bekannt::A,ծանոթ,bekannt
640,berühmt::A,հայտնի,berühmt
641,berühmt::A,հռչակավոր,berühmt
642,fremd::A,օտար,fremd
643,verschieden::A,տարբեր,verschieden
644,nah::A,մոտ,nah
645,nah::A,մերձ,nah
646,fern::A,հեռավոր,fern
647,linker::A,ձախ,linker
648,rechter::A,աջ,rechter
649,anderer::A,այլ,anderer
650,anderer::A,ուրիշ,anderer
651,erster::A,առաջին,erster
652,zweiter::A,երկրորդ,zweiter
653,dritter::A,երրորդ,dritter
654,letzter::A,վերջին,letzter
655,allein::ADV,միայնակ,allein
656,auf einmal::ADV,միասնաբար,auf einmal
657,zusammen::ADV,միասին,zusammen
658,zusammen::ADV,իրար հետ,zusammen
659,lange::ADV,երկար ժամանակ,lange
660,plötzlich::ADV,հանկարծ,plötzlich
661,sofort::ADV,իսկույն,sofort
662,später::ADV,ավելի ուշ,später
663,später::ADV,հետո,später
664,jetzt::ADV,այժմ,jetzt
665,heute::ADV,այսօր,heute
666,morgen::ADV,վաղը,morgen
667,bald::ADV,շուտով,bald
668,dann::ADV,ապա,dann
669,dann::ADV,հետո,dann
670,gestern::ADV,երեկ,gestern
671,einst::ADV,հին ատեն,einst
672,damals::ADV,ատէնին,damals
673,danach::ADV,ապա,danach
674,danach::ADV,այն ժամանակ,danach
675,vorher::ADV,առաջ,vorher
676,zuerst::ADV,նախ,zuerst
677,einmal::ADV,մի անգամ,einmal
678,manchmal::ADV,երբեմն,manchmal
679,oft::ADV,հաճախ,oft
680,immer::ADV,միշտ,immer
681,niemals::ADV,երբեք,niemals
682,hier::ADV,այստեղ,hier
683,hierhin::ADV,այստեղ,hierhin
684,von hier::ADV,այդտեղից,von hier
685,dort::ADV,այնտեղ,dort
686,dorthin::ADV,այնտեղ,dorthin
687,geradeaus::ADV,ուղիղ,geradeaus
688,vorwärts::ADV,առաջ,vorwärts
689,rückwärts::ADV,դեպի ետ,rückwärts
690,zurück::ADV,ետ,zurück
691,unten::ADV,ներքեւում,unten
692,hinab::ADV,ներքեւ,hinab
693,oben::ADV,վերեւում,oben
694,hinauf::ADV,վերեւ,hinauf
695,überall::ADV,ամենուր,überall
696,nicht::ADV,չէ,nicht
697,ein wenig::ADV,մի քիչ,ein wenig
698,kaum::ADV,հազիվ,kaum
699,sehr::ADV,շատ,sehr
700,so::ADV,այդպես,so
701,noch::ADV,դեռ,noch
702,nur::ADV,միայն,nur
703,schon::ADV,արդեն,schon
704,wieder::ADV,նորից,wieder
705,wieder::ADV,դարձյալ,wieder
706,vergebens::ADV,իզուր,vergebens
707,vor::PRP,դիմացը,vor
708,hinter::PRP,ետեւը,hinter
709,unter::PRP,տակ,unter
710,durch::PRP,միջով,durch
711,neben::PRP,քովը,neben
712,zwischen::PRP,միջեւ,zwischen
713,wegen::PRP,պատճառով,wegen
714,wegen::PRP,շնորհից,wegen
715,dies::PRN,սա,dies
716,dies::PRN,այս,dies
717,das::PRN,դա,das
718,das::PRN,այդ,das
719,alles::PRN,ամեն ինչ,alles
720,ich::PRN,ես,ich
721,du::PRN,դու,du
722,er::PRN,նա,er
723,wir::PRN,մենք,wir
724,ihr::PRN,դուք,ihr
725,sie::PRN,նրանք,sie
726,was::FPRN,ինչ,was
727,wer::FPRN,ով,wer
728,wo::FADV,ուր,wo
729,wo::FADV,որտեղ,wo
730,wohin::FADV,դեպի ուր,wohin
731,wie::FADV,ինչպես,wie
732,warum::FADV,ինչու,warum
733,wieviel::FNUM,որչափ,wieviel
734,eins::NUM,մեկ,eins
735,zwei::NUM,երկու,zwei
736,drei::NUM,երեք,drei
737,vier::NUM,չորս,vier
738,fünf::NUM,հինգ,fünf
739,sechs::NUM,վեց,sechs
740,sieben::NUM,յոթ,sieben
