,Concept_ID,pt,hy
145,Ast::N,ramo,ճյուղ
146,Zweig::N,galho,ճյուղ
147,Blatt::N,folha,տերեւ
148,Birke::N,bétula,ցարասի
149,Kiefer[Baum]::N,pinheiro,սոճի
150,Weide[Baum]::N,salgueiro,ուռենի
151,Tanne::N,abeto,եղեւին
152,Horn::N,corno,
153,Horn::N,chifre,
154,Feder::N,pena,փետուր
155,Fell::N,pele,մորթի
156,Flügel::N,asa,թեւ
157,Klaue::N,pata,չանչ
158,Kralle::N,unha,ճանկ
159,Kralle::N,garra,ճանկ
160,Schwanz::N,rabo,պոչ
161,Schwanz::N,cauda,պոչ
162,Ei::N,ovo,ձու
163,Nest::N,ninho,բույն
164,Bau::N,toca,որջ
165,Bau::N,toca,բայոց
166,Bau::N,covil,որջ
167,Bau::N,covil,բայոց
168,Tier::N,animal,կենդանի
169,Herde::N,rebanho,հոտ
170,Kuh::N,vaca,կով
171,Bulle::N,touro,ցուլ
172,Pferd::N,cavalo,ձի
173,Schaf::N,ovelha,ոչխար
174,Schwein::N,porco,խոզ
175,Hund::N,cão,շուն
176,Katze::N,gata,կատու
177,Bär::N,urso,արջ
178,Eichhörnchen::N,esquilo,սկյուռ
179,Elch::N,alce,հիւսիսային եղջերու
180,Fuchs::N,raposa,աղվես
181,Hase::N,lebre,նապաստակ
182,Maus::N,rato,մուկ
183,Wolf::N,lobo,գայլ
184,Vogel::N,ave,թռչուն
185,Vogel::N,pássaro,թռչուն
186,Schwarm::N,bando,երամ
187,Schwarm::N,enxame,երամ
188,Huhn::N,galinha,հավ
189,Hahn::N,galo,աքաղաղ
190,Gans::N,ganso,սագ
191,Adler::N,águia,արծիվ
192,Ente::N,pata,բադ
193,Eule::N,mocho,բու
194,Eule::N,coruja,բու
195,Kranich::N,grou,կռունկ
196,Krähe::N,gralha,ագռավ
197,Kuckuck::N,cuco,կուկու
198,Schwan::N,cisne,կարապ
199,Fisch::N,peixe,ձուկ
200,Barsch::N,perca,պերկես
201,Hecht::N,lúcio,գայլաձուկ
202,Schlange[Tier]::N,serpente,օձ
203,Wurm::N,verme,որդ
204,Wurm::N,verme,ճիճու
205,Spinne::N,aranha,սարդ
206,Ameise::N,formiga,միջյուն
207,Laus::N,piolho,ոջիլ
208,Mücke::N,mosquito,մժղուկ
209,Fliege::N,mosca,ճանճ
210,Schmetterling::N,borboleta,թիթեռ
211,Beere::N,bago,հատապտուղ
212,Apfel::N,maçã,խնձոր
213,Pilz::N,fungo,սունկ
214,Pilz::N,cogumelo,սունկ
215,Zwiebel::N,cebola,սոխ
216,Saat::N,sementeira,սերմ
217,Korn::N,grão,հատիկ
218,Heu::N,feno,խոտ
219,Schale::N,casca,կեղեւ
220,Grube::N,cova,փոս
221,Grube::N,fossa,փոս
222,Falle::N,armadilha,ծուղակ
223,Schlinge::N,laço,խեղդան
224,Spur::N,pista,հետք
225,Spur::N,vestígio,հետք
226,Asche::N,cinza,մոխիր
227,Dreck::N,sujidade,աղտ
228,Eisen::N,ferro,երկաթ
229,Gold::N,ouro,ոսկի
230,Silber::N,prata,արծաթ
231,Kohle::N,carvão,քարածուխ
232,Glas::N,vidro,ապակի
233,Lehm::N,barro,կավ
234,Lehm::N,argila,կավ
235,Sand::N,areia,ավազ
236,Mensch::N,homem,մարդ
237,Mensch::N,pessoa,մարդ
238,Mann::N,homem,մարդ
239,Mann::N,homem,տղամարդ
240,Frau::N,mulher,կին
241,Kind::N,filho,զավակ
242,Kind::N,criança,զավակ
243,Junge::N,rapaz,տղա
244,Junge::N,menino,տղա
245,Mädchen::N,menina,աղջիկ
246,Mädchen::N,rapariga,աղջիկ
247,Familie::N,família,ընտանիք
248,Großvater::N,avô,պապ
249,Großmutter::N,avó,տատ
250,Eltern::N,pais,ծնողներ
251,Vater::N,pai,հայր
252,Mutter::N,mãe,մայր
253,Sohn::N,filho,որդի
254,Tochter::N,filha,աղջիկ
255,Tochter::N,filha,դուստր
256,Bruder::N,irmão,եղբայր
257,Schwester::N,irmã,քույր
258,Onkel::N,tio,քեռի
259,Onkel::N,tio,հորեղբայր
260,Tante::N,tia,մորաքույր
261,Ehemann::N,esposo,մարդ
262,Ehemann::N,esposo,ամուսին
263,Ehefrau::N,esposa,կին ամուսին
264,Freude::N,prazer,ուրախություն
265,Freude::N,alegria,ուրախություն
266,Gelächter::N,risada,ծիծաղ
267,Gelächter::N,gargalhada,ծիծաղ
268,Glück::N,felicidade,երջանկություն
269,Kummer::N,aflição,վիշտ
270,Kummer::N,desgosto,վիշտ
271,Wunsch::N,desejo,ցանկություն
272,Lust::N,vontade,փափագ
273,Lust::N,vontade,իղձ
274,Geist::N,mente,ոգի
275,Geist::N,espírito,ոգի
276,Gedanke::N,ideia,միտք
277,Gedanke::N,pensamento,միտք
278,Gedächtnis::N,memória,հիշողություն
279,Verstand::N,razão,խելք
280,Verstand::N,inteligência,խելք
281,Sinn::N,sentido,իմաստ
282,Sinn::N,significado,իմաստ
283,Grund::N,causa,պատճառ
284,Grund::N,motivo,պատճառ
285,Wahrheit::N,verdade,ճշմարտություն
286,Gespräch::N,conversa,զրույց
287,Gespräch::N,conversação,զրույց
288,Märchen::N,conto,պայիկի պատմություն
289,Erzählung::N,conto,պատմվածք
290,Erzählung::N,conto,պատմություն
291,Erzählung::N,narrativa,պատմվածք
292,Erzählung::N,narrativa,պատմություն
293,Nachricht::N,mensagem,հաղորդագրություն
294,Neuigkeit::N,notícia,լուր
295,Neuigkeit::N,notícia,նորություն
296,Neuigkeit::N,novidade,լուր
297,Neuigkeit::N,novidade,նորություն
298,Name::N,nome,անուն
299,Rätsel::N,adivinha,բարդ խնդիր
300,Rede::N,oração,ճառ
301,Rede::N,oração,ելույթ
302,Rede::N,discurso,ճառ
303,Rede::N,discurso,ելույթ
304,Sprache::N,língua,լեզու
305,Stimme::N,voz,ձայն
306,Wort::N,palavra,բառ
307,Zeichen::N,marca,նշան
308,Ruf::N,grito,կոչ
309,Ruf::N,grito,կանչ
310,Ruf::N,chamada,կոչ
311,Ruf::N,chamada,կանչ
312,Lärm::N,ruído,աղմուկ
313,Lärm::N,barulho,աղմուկ
314,Laut::N,som,հնչյուն
315,Laut::N,som,ձայն
316,Ton::N,tom,տոն
317,Lied::N,canção,երգ
318,Ruhe::N,calma,անդորրություն
319,Ruhe::N,silêncio,անդորրություն
320,Leute::N,gente,մարդիկ
321,Leute::N,pessoas,մարդիկ
322,Volk::N,povo,ազգ
323,Volk::N,nação,ազգ
324,Arbeit::N,trabalho,գործ
325,Arbeit::N,trabalho,աշխատանք
326,Gast::N,hóspede,հյուր
327,Gast::N,convidado,հյուր
328,Geschenk::N,prenda,նվեր
329,Geschenk::N,presente,նվեր
330,Spiel::N,jogo,խաղ
331,Gesellschaft::N,companhia,ընկերություն
332,Hilfe::N,ajuda,օգնությթուն
333,Hilfe::N,socorro,օգնությթուն
334,Freund::N,amigo,ընկեր
335,Freund::N,amigo,բարեկամ
336,Kamerad::N,camarada,ուղեկից
337,Angelegenheit::N,assunto,բան
338,Angelegenheit::N,assunto,գործ
339,Anzahl::N,número,քանակ
340,Anzahl::N,número,գումար
341,Anzahl::N,quantidade,քանակ
342,Anzahl::N,quantidade,գումար
343,Art::N,tipo,տեսակ
344,Art::N,espécie,տեսակ
345,Stück::N,pedaço,կտոր
346,Teil::N,peça,մաս
347,Teil::N,parte,մաս
348,Hälfte::N,metade,կես
349,Kreis::N,círculo,շիջանակ
350,Kreuz::N,cruz,խաչ
351,Linie::N,linha,գիծ
352,Strich::N,traço,գիծ
353,Abstand::N,distância,անջրպետ
354,Entfernung::N,distância,հեռավորություն
355,Gegend::N,área,շրջան
356,Gegend::N,região,շրջան
357,Platz::N,lugar,տարածություն
358,Ort::N,sítio,տեղ
359,Ort::N,sítio,վայր
360,Seite::N,lado,կողմ
361,Mitte::N,meio,մեջտեղ
362,Gegenstand::N,objecto,առարկա
363,Sache::N,coisa,բան
364,Rand::N,bordo,վերջք
365,Rand::N,margem,վերջք
366,Kante::N,borda,եզր
367,Kante::N,aresta,եզր
368,Ecke::N,esquina,անկյուն
369,Spitze::N,ponta,ծայր
370,Ende::N,cabo,ծայր
371,Ende::N,extremo,ծայր
372,Loch::N,furo,անցք
373,Loch::N,buraco,անցք
374,Winkel::N,canto,անկյուն
375,Winkel::N,ângulo,անկյուն
376,Muster::N,padrão,օրինակ
377,Muster::N,desenho,օրինակ
378,Größe::N,tamanho,մեծություն
379,Länge::N,comprimento,երկարություն
380,Höhe::N,altura,բարձրություն
381,Höhe::N,altitude,բարձրություն
382,Gewicht::N,peso,կշիռ
383,Menge::N,quantidade,քանակ
384,Haufen::N,pilha,դեզ
385,Haufen::N,pilha,կույտ
386,Reihe::N,fila,շարք
387,Reihe::N,fila,կարգ
388,Boot::N,barco,նավակ
389,Ruder::N,remo,թի
390,Ruder::N,remo,թիակ
391,Schlitten::N,trenó,բալխիր
392,Ski::N,esqui,դահուկ
393,Lagerfeuer::N,fogueira,բացօդեայ կրակ
394,Last::N,carga,բեռ
395,Gang::N,curso,զբոսանք
396,Gang::N,caminhada,զբոսանք
397,Schritt::N,passo,քայլ
398,Norden::N,norte,հյուսիս
399,Süden::N,sul,հարավ
400,Westen::N,oeste,արեւմուտք
401,Westen::N,ocidente,արեւմուտք
402,Osten::N,este,արեւելք
403,Osten::N,leste,արեւելք
404,Osten::N,oriente,արեւելք
405,Holz::N,madeira,փայտ
406,Brett::N,tábua,տախտակ
407,Brett::N,prancha,տախտակ
408,Platte::N,laje,թիթեղ
409,Platte::N,chapa,թիթեղ
410,Stütze::N,apoio,նեցուկ
411,Stütze::N,suporte,նեցուկ
412,Stange::N,vara,ձող
413,Stange::N,barra,ձող
414,Stock::N,pau,փայտ
415,Stock::N,bengala,փայտ
416,Stab::N,bastão,ցուպ
417,Stab::N,bastão,գավազան
418,Rohr::N,cano,խողովակ
419,Haus::N,casa,տուն
420,Heim::N,lar,տուն
421,Heim::N,casa,տուն
422,Ofen::N,estufa,վառարան
423,Ofen::N,aquecedor,վառարան
424,Fußboden::N,piso,հատակ
425,Tisch::N,mesa,սեղան
426,Stuhl::N,cadeira,աթոռ
427,Wiege::N,berço,օրորոց
428,Bett::N,cama,անկողին
429,Regal::N,estante,դարակ
430,Regal::N,prateleira,դարակ
431,Kiste::N,caixa,տուփ
432,Fenster::N,janela,պատուհան
433,Tür::N,porta,դուռ
434,Tor::N,portão,դարպաս
435,Zaun::N,cerca,ցանկապատ
436,Zaun::N,vedação,ցանկապատ
437,Dach::N,telhado,տանիք
438,Dach::N,telhado,կտուր
439,Leiter::N,escada,սանդուղք
440,Leiter::N,escada móvel,սանդուղք
441,Besen::N,vassoura,ավել
442,Spaten::N,pá,բահ
443,Schaufel::N,pá,թի
444,Gabel::N,garfo,պատառաքաղ
445,Löffel::N,colher,գդալ
446,Messer::N,faca,դանակ
447,Nagel::N,cravo,մեխ
448,Netz::N,rede,ցանց
449,Haken::N,gancho,կարթ
450,Griff::N,asa,կոթ
451,Griff::N,asa,բռնակ
452,Griff::N,cabo,կոթ
453,Griff::N,cabo,բռնակ
454,Schloss::N,fechadura,կողպեք
455,Bild::N,imagem,նկար
456,Bild::N,imagem,պատկեր
457,Figur::N,figura,քանդակ
458,Figur::N,figura,պատկեր
459,Puppe::N,boneca,տիկնիկ
460,Beutel::N,saco,տոպրակ
461,Beutel::N,bolsa,տոպրակ
462,Bündel::N,fardo,կապոց
463,Tasche::N,saco,պայուսակ
464,Tasche::N,bolso,պայուսակ
465,Eimer::N,balde,դույլ
466,Deckel::N,tampa,կափարիչ
467,Geschirr::N,louça,ամանեղեն
468,Sack::N,saca,պարկ
469,Sack::N,saca,տոպրակ
470,Tasse::N,chávena,թաս
471,Tasse::N,chávena,գավաթ
472,Topf::N,tacho,անոթ
473,Topf::N,panela,անոթ
474,Kessel::N,caldeira,կաթսա
475,Essen::N,refeição,կերակուր
476,Nahrung::N,comida,ուտելիք
477,Nahrung::N,alimento,ուտելիք
478,Speise::N,prato,խորտիկ
479,Speise::N,prato,կերակուր
480,Fleisch::N,carne,միս
481,Getreide::N,cereais,հացահատիկ
482,Brei::N,puré,լանդակ
483,Brot::N,pão,հաց
484,Scheibe::N,fatia,կտոր
485,Scheibe::N,fatia,պատառ
486,Fett::N,banha,ճարպ
487,Fett::N,gordura,ճարպ
488,Butter::N,manteiga,կարագ
489,Öl::N,azeite,ձեթ
490,Salz::N,sal,աղ
491,Suppe::N,sopa,սուպ
492,Suppe::N,sopa,ապուր
493,Suppe::N,caldo,սուպ
494,Suppe::N,caldo,ապուր
495,Honig::N,mel,մեղր
496,Milch::N,leite,կաթ
497,Tee::N,chá,թեյ
498,Leder::N,couro,կաշի
499,Wolle::N,lã,բուրդ
500,Stoff::N,pano,գործվածք
501,Stoff::N,tecido,գործվածք
502,Nadel::N,agulha,ասեղ
503,Faden::N,fio,թել
504,Knopf::N,botão,կոճակ
505,Knoten::N,nó,հանգույց
506,Farbe::N,corante,ներկ
507,Kleidung::N,roupa,հագուստ
508,Kleidung::N,vestuário,հագուստ
509,Hemd::N,camisa,վերնաշապիկ
510,Kragen::N,gola,օձիք
511,Ärmel::N,manga,թեւք
512,Hose::N,calça,շալվար
513,Gürtel::N,cinto,գոտի
514,Mütze::N,boné,կեպի
515,Mütze::N,barrete,կեպի
516,Schuh::N,sapato,կոշիկ
517,Stiefel::N,bota,երկարաճիթ կոշիկ
518,Ring::N,anel,զնգալ
519,Band::N,fita,ժապավեն
520,Band::N,faixa,ժապավեն
521,Kamm::N,pente,սանր
522,Spiegel::N,espelho,հայելի
523,Riemen::N,correia,փոկ
524,Schnur::N,corda,լար
525,Schnur::N,cordel,լար
526,Leine::N,trela,փոկ
527,Decke::N,cobertor,վերմակ
528,Kissen::N,almofada,բարձ
529,Tuch::N,pano,թաշկինակ
530,Handtuch::N,toalha,սրբիչ
531,Kraft::N,força,ուժ
532,Stärke::N,força,պնդություն
533,Stärke::N,força,ամրություն
534,Gesundheit::N,saúde,առողջություն
535,Krankheit::N,doença,ախտ
536,Krankheit::N,doença,հիվանդություն
537,Krankheit::N,enfermidade,ախտ
538,Krankheit::N,enfermidade,հիվանդություն
539,Schmerz::N,dor,ցավ
540,Schmerz::N,dor,տանջանք
541,Wunde::N,chaga,վերք
542,Wunde::N,ferida,վերք
543,Fieber::N,febre,տենդ
544,Arznei::N,remédio,դեղ
545,Brücke::N,ponte,կամուրջ
546,Brunnen::N,poço,հոր
547,Brunnen::N,poço,ջրհոր
548,Weide::N,pastagem,արոտավայր
549,Pfad::N,senda,արահետ
550,Pfad::N,trilho,արահետ
551,Weg::N,caminho,ուղի
552,Straße::N,via,ճանապարհ
553,Straße::N,estrada,ճանապարհ
554,Dorf::N,aldeia,գյուղ
555,Stadt::N,cidade,քաղաք
556,Brief::N,carta,նամակ
557,Buch::N,livro,գիրք
558,Buchstabe::N,letra,տառ
559,Buchstabe::N,letra,գիր
560,Zeitung::N,jornal,լրագիր
561,Leben::N,vida,կյանք
562,Tod::N,morte,մահ
563,Grab::N,túmulo,գերեզման
564,Grab::N,sepultura,գերեզման
565,Kirche::N,igreja,եկեղեցի
566,Sünde::N,pecado,մեղք
567,Gott::N,deus,աստված
568,Arbeiter::N,operário,բանվոր
569,Arbeiter::N,operário,աշխատող
570,Arbeiter::N,trabalhador,բանվոր
571,Arbeiter::N,trabalhador,աշխատող
572,Chef::N,chefe,տեր
573,Chef::N,patrão,տեր
574,Meister::N,mestre,վարպետ
575,Arzt::N,médico,բժիշկ
576,Lehrer::N,professor,ուսուցիչ
577,Geld::N,dinheiro,փող
578,Geschäft::N,negócio,գործ
579,Geschäft::N,negócio,աշխատանք
580,Laden::N,loja,կրպակ
581,Laden::N,loja,խանութ
582,Preis::N,preço,գին
583,Ware::N,mercadoria,ապրանք
584,Nutzen::N,proveito,օգուտ
585,Reichtum::N,riqueza,հարստություն
586,Welt::N,mundo,աշխարհ
587,Land::N,país,երկիր
588,Staat::N,Estado,պետություն
589,König::N,rei,արքա
590,König::N,rei,թագավոր
591,Macht::N,poder,իշխանություն
592,Macht::N,potência,իշխանություն
593,Grenze::N,fronteira,սահման
594,Krieg::N,guerra,պատերազմ
595,Feind::N,inimigo,թշնամի
596,Gewalt::N,violência,բռնություն
597,Gewalt::N,violência,սաստկություն
598,Kampf::N,luta,մարտ
599,Kampf::N,combate,մարտ
600,Bogen[Waffe]::N,arco,աղեղ
601,Pfeil::N,seta,նետ
602,Pfeil::N,flecha,նետ
603,Gewehr::N,espingarda,հրացան
604,Fehler::N,erro,սխալ
605,Fehler::N,falha,սխալ
606,Lüge::N,mentira,սուտ
607,Schaden::N,dano,վնաս
608,Schaden::N,estrago,վնաս
609,Unglück::N,desgraça,դժբախտություն
610,Schuld::N,culpa,պակասություն
611,Alter::N,idade,հասակ
612,Schluss::N,fim,վերջ
613,Schluss::N,fim,վախճան
614,Zeit::N,tempo,ժամանակ
615,Tag::N,dia,օր
616,Morgen::N,manhã,առավոտ
617,Mittag::N,meio-dia,կեսօր
618,Abend::N,noite,երեկո
619,Abend::N,tardinha,երեկո
620,Nacht::N,noite,գիշեր
621,Woche::N,semana,շաբաթ
622,Monat::N,mês,ամիս
623,Jahr::N,ano,տարի
624,Frühling::N,primavera,գարուն
625,Sommer::N,verão,ամառ
626,Herbst::N,outono,աշուն
627,Winter::N,inverno,ձմեռ
628,Januar::N,Janeiro,հունվար
629,Februar::N,Fevereiro,փետրվար
630,März::N,Março,մարտ
631,April::N,Abril,ապրիլ
632,Mai::N,Maio,մայիս
633,Juni::N,Junho,հունիս
634,Juli::N,Julho,հուլիս
635,August::N,Agosto,օգոստոս
636,September::N,Setembro,սեպտեմբեր
637,Oktober::N,Outubro,հոկտեմբեր
638,November::N,Novembro,նոյեմբեր
639,Dezember::N,Dezembro,դեկտեմբեր
640,Montag::N,segunda-feira,երկուշաբթի
641,Dienstag::N,terça-feira,երեքշաբթի
642,Mittwoch::N,quarta-feira,չորեքշաբթի
643,Donnerstag::N,quinta-feira,հինգշաբթի
644,Freitag::N,sexta-feira,ուրբաթ
645,Samstag::N,sábado,շաբաթ
646,Sonntag::N,domingo,կիրակի
647,groß::A,grande,մեծ
648,groß::A,grande,խոշոր
649,klein::A,pequeno,պստիկ
650,klein::A,pequeno,փոքրիկ
651,lang::A,comprido,երկար
652,kurz::A,curto,կարճ
653,breit::A,largo,լայն
654,schmal::A,estreito,նեղ
655,dicht::A,denso,խիտ
656,dick[Gegenstand]::A,grosso,հաստ
657,dünn::A,delgado,բարակ
658,fein::A,fino,նուրբ
659,fein::A,subtil,նուրբ
660,fest::A,firme,ամուր
661,fest::A,firme,պինդ
662,fest::A,sólido,ամուր
663,fest::A,sólido,պինդ
664,flach::A,plano,տափակ
665,glatt::A,liso,հարթ
666,hart::A,duro,կարծր
667,weich::A,mole,մեղմ
668,weich::A,mole,փափուկ
669,rund::A,redondo,կլոր
670,spitz::A,agudo,սրածայր
671,scharf::A,afiado,սուր
672,stumpf::A,rombo,գուլ
673,schwer::A,pesado,ծանր
674,schön::A,belo,սիրուն
675,schön::A,belo,գեղեցիկ
676,schön::A,bonito,սիրուն
677,schön::A,bonito,գեղեցիկ
678,heiß::A,quente,թեժ
679,warm::A,quente,տաք
680,warm::A,quente,ջերմ
681,kalt::A,frio,ցուրտ
682,kühl::A,fresco,զով
683,frisch::A,fresco,թարմ
684,feucht::A,húmido,ղոնավ
685,nass::A,molhado,թաց
686,trocken::A,seco,ցամաք
687,voll::A,cheio,լի
688,voll::A,cheio,լիքը
689,leer::A,vazio,դատարկ
690,offen::A,aberto,բաց
691,geschlossen::A,fechado,գոց
692,sauber::A,limpo,մաքուր
693,schmutzig::A,sujo,կեղտոտ
694,roh::A,cru,հում
695,reif::A,maduro,հասած
696,reif::A,maduro,հասուն
697,lecker::A,delicioso,համեղ
698,süß::A,doce,անուշ
699,bitter::A,amargo,կծու
700,sauer::A,azedo,թթու
701,sauer::A,azedo,թթված
702,hell::A,claro,պայծառ
703,hell::A,claro,խելամիտ
704,dunkel::A,escuro,մութ
705,dunkel::A,sombrio,մութ
706,schwarz::A,preto,սեւ
707,weiß::A,branco,սպիտակ
708,rot::A,vermelho,կարմիր
709,gelb::A,amarelo,դեղին
710,blau::A,azul,կապույտ
711,grün::A,verde,կանաչ
712,grau::A,cinzento,գորշ
713,bunt::A,colorido,գոյնզգոյն
714,billig::A,barato,էժան
715,teuer::A,caro,թանկ
716,wertvoll::A,valioso,թանկարժեք
717,wertvoll::A,precioso,թանկարժեք
718,blind::A,cego,կույր
719,taub::A,surdo,խուլ
720,kräftig::A,forte,հզոր
721,kräftig::A,poderoso,հզոր
722,stark::A,forte,ուժեղ
723,stark::A,robusto,ուժեղ
724,schwach::A,débil,տկար
725,schwach::A,débil,թույլ
726,fett::A,gordo,գեր
727,schlank::A,esbelto,նիհար
728,hübsch::A,giro,գրավիչ
729,hübsch::A,giro,սիրունիկ
730,hübsch::A,bonito,գրավիչ
731,hübsch::A,bonito,սիրունիկ
732,böse::A,mau,չար
733,dumm::A,parvo,հիմար
734,dumm::A,estúpido,հիմար
735,faul::A,preguiçoso,ծույլ
736,fleißig::A,aplicado,ջանասեր
737,fleißig::A,aplicado,փութաջան
738,fleißig::A,diligente,ջանասեր
739,fleißig::A,diligente,փութաջան
740,geizig::A,avarento,ագահ
741,geizig::A,avarento,կծծի
742,klug::A,prudente,խելոք
743,klug::A,prudente,ընդունակ
744,klug::A,inteligente,խելոք
745,klug::A,inteligente,ընդունակ
746,geschickt::A,hábil,ճարտար
747,lieb::A,caro,սիրելի
748,lieb::A,querido,սիրելի
749,lustig::A,alegre,զվարթ
750,sanft::A,suave,հեզ
751,sanft::A,brando,հեզ
752,hungrig::A,faminto,քաղցած
753,krank::A,doente,հիվանդ
754,krank::A,enfermo,հիվանդ
755,nackt::A,nu,մերկ
756,nackt::A,despido,մերկ
757,traurig::A,triste,տխուր
758,lebendig::A,vivo,կենդանի
759,gut::A,bom,լավ
760,schlecht::A,mau,վատ
761,schlecht::A,ruim,վատ
762,richtig::A,justo,ձիշտ
763,richtig::A,correcto,ձիշտ
764,schlimm::A,mau,լղրճուկ
765,schlimm::A,grave,լղրճուկ
766,wahr::A,verdadeiro,ճիշտ
767,wahr::A,verdadeiro,իրական
768,alt::A,velho,հին
769,alt::A,antigo,հին
770,neu::A,novo,նոր
771,ehemalig::A,antigo,նախկին
772,alt[Lebewesen]::A,velho,ծեր
773,alt[Lebewesen]::A,velho,պառավ
