,Concept_ID,ga,de
166,Tier::N,ainmhí,Tier
167,Tier::N,beithíoch,Tier
168,Herde::N,tréad,Herde
169,Kuh::N,bó,Kuh
170,Bulle::N,tarbh,Bulle
171,Pferd::N,each,Pferd
172,Pferd::N,capall,Pferd
173,Schaf::N,caora,Schaf
174,Schwein::N,muc,Schwein
175,Hund::N,madra,Hund
176,Katze::N,cat,Katze
177,Bär::N,béar,Bär
178,Eichhörnchen::N,iora,Eichhörnchen
179,Elch::N,eilc,Elch
180,Fuchs::N,sionnach,Fuchs
181,Fuchs::N,madra rua,Fuchs
182,Hase::N,giorria,Hase
183,Maus::N,luch,Maus
184,Wolf::N,mac tíre,Wolf
185,Vogel::N,éan,Vogel
186,Schwarm::N,saithe,Schwarm
187,Huhn::N,cearc,Huhn
188,Hahn::N,coileach,Hahn
189,Gans::N,gé,Gans
190,Adler::N,iolar,Adler
191,Ente::N,lacha,Ente
192,Eule::N,ulchabhán,Eule
193,Kranich::N,grús,Kranich
194,Krähe::N,caróg,Krähe
195,Krähe::N,préachán,Krähe
196,Kuckuck::N,cuach,Kuckuck
197,Schwan::N,eala,Schwan
198,Fisch::N,iasc,Fisch
199,Barsch::N,péirse,Barsch
200,Hecht::N,liús,Hecht
201,Schlange[Tier]::N,nathair,Schlange
202,Wurm::N,péist,Wurm
203,Spinne::N,damhán alla,Spinne
204,Ameise::N,seangán,Ameise
205,Laus::N,míol,Laus
206,Mücke::N,muiscít,Mücke
207,Mücke::N,corrmhíol,Mücke
208,Fliege::N,cuil,Fliege
209,Fliege::N,cuileog,Fliege
210,Schmetterling::N,féileacán,Schmetterling
211,Beere::N,caor,Beere
212,Apfel::N,úll,Apfel
213,Pilz::N,beacán,Pilz
214,Pilz::N,muisiriún,Pilz
215,Zwiebel::N,oinniún,Zwiebel
216,Saat::N,síol,Saat
217,Korn::N,gráinne,Korn
218,Heu::N,féar,Heu
219,Schale::N,scaimh,Schale
220,Grube::N,poll,Grube
221,Falle::N,gaiste,Falle
222,Schlinge::N,sealán,Schlinge
223,Spur::N,rian,Spur
224,Asche::N,luaith,Asche
225,Dreck::N,salachar,Dreck
226,Eisen::N,iarann,Eisen
227,Gold::N,ór,Gold
228,Silber::N,airgead,Silber
229,Kohle::N,gual,Kohle
230,Glas::N,gloine,Glas
231,Lehm::N,cré,Lehm
232,Sand::N,gaineamh,Sand
233,Mensch::N,duine,Mensch
234,Mann::N,fear,Mann
235,Frau::N,bean,Frau
236,Kind::N,gasúr,Kind
237,Kind::N,páiste,Kind
238,Junge::N,buachaill,Junge
239,Mädchen::N,cailín,Mädchen
240,Familie::N,teaghlach,Familie
241,Familie::N,comhluadar,Familie
242,Großvater::N,seanathair,Großvater
243,Großmutter::N,seanmháthair,Großmutter
244,Eltern::N,tuismitheoirí,Eltern
245,Vater::N,athair,Vater
246,Mutter::N,máthair,Mutter
247,Sohn::N,mac,Sohn
248,Tochter::N,iníon,Tochter
249,Bruder::N,deartháir,Bruder
250,Schwester::N,deirfiúr,Schwester
251,Onkel::N,uncail,Onkel
252,Tante::N,aintín,Tante
253,Ehemann::N,fear céile,Ehemann
254,Ehefrau::N,bean chéile,Ehefrau
255,Freude::N,áthas,Freude
256,Gelächter::N,gáire,Gelächter
257,Glück::N,séan,Glück
258,Glück::N,sonas,Glück
259,Kummer::N,brón,Kummer
260,Kummer::N,buairt,Kummer
261,Wunsch::N,guí,Wunsch
262,Wunsch::N,achainí,Wunsch
263,Lust::N,fonn,Lust
264,Geist::N,meon,Geist
265,Geist::N,spiorad,Geist
266,Gedanke::N,smaoineamh,Gedanke
267,Gedächtnis::N,cuimhne,Gedächtnis
268,Verstand::N,ciall,Verstand
269,Verstand::N,intinn,Verstand
270,Sinn::N,brí,Sinn
271,Sinn::N,ciall,Sinn
272,Grund::N,fáth,Grund
273,Wahrheit::N,fírinne,Wahrheit
274,Gespräch::N,comhrá,Gespräch
275,Märchen::N,scéal,Märchen
276,Erzählung::N,scéal,Erzählung
277,Nachricht::N,teachtaireacht,Nachricht
278,Neuigkeit::N,scéala,Neuigkeit
279,Name::N,ainm,Name
280,Rätsel::N,tomhas,Rätsel
281,Rede::N,óráid,Rede
282,Rede::N,aitheasc,Rede
283,Sprache::N,teanga,Sprache
284,Stimme::N,guth,Stimme
285,Wort::N,focal,Wort
286,Zeichen::N,comhartha,Zeichen
287,Ruf::N,glaoch,Ruf
288,Lärm::N,torann,Lärm
289,Laut::N,fuaim,Laut
290,Ton::N,ton,Ton
291,Lied::N,amhrán,Lied
292,Ruhe::N,suaimhneas,Ruhe
293,Leute::N,muintir,Leute
294,Volk::N,pobal,Volk
295,Arbeit::N,obair,Arbeit
296,Gast::N,aoi,Gast
297,Geschenk::N,féirín,Geschenk
298,Geschenk::N,bronntanas,Geschenk
299,Spiel::N,cluiche,Spiel
300,Gesellschaft::N,comhluadar,Gesellschaft
301,Hilfe::N,cúnamh,Hilfe
302,Hilfe::N,cabhair,Hilfe
303,Freund::N,cara,Freund
304,Kamerad::N,comrádaí,Kamerad
305,Angelegenheit::N,ábhar,Angelegenheit
306,Anzahl::N,líon,Anzahl
307,Art::N,sórt,Art
308,Art::N,saghas,Art
309,Stück::N,píosa,Stück
310,Teil::N,cuid,Teil
311,Teil::N,páirt,Teil
312,Hälfte::N,leath,Hälfte
313,Kreis::N,ciorcal,Kreis
314,Kreuz::N,cros,Kreuz
315,Linie::N,líne,Linie
316,Strich::N,stríoc,Strich
317,Abstand::N,achar,Abstand
318,Entfernung::N,fad,Entfernung
319,Gegend::N,ceantar,Gegend
320,Platz::N,áit,Platz
321,Platz::N,spás,Platz
322,Ort::N,áit,Ort
323,Seite::N,taobh,Seite
324,Mitte::N,lár,Mitte
325,Gegenstand::N,ball,Gegenstand
326,Gegenstand::N,ábhar,Gegenstand
327,Sache::N,ní,Sache
328,Sache::N,rud,Sache
329,Rand::N,imeall,Rand
330,Rand::N,ciumhais,Rand
331,Kante::N,corr,Kante
332,Kante::N,colbha,Kante
333,Ecke::N,coirnéal,Ecke
334,Spitze::N,gob,Spitze
335,Spitze::N,barr,Spitze
336,Ende::N,ceann,Ende
337,Ende::N,foirceann,Ende
338,Loch::N,poll,Loch
339,Winkel::N,cúinne,Winkel
340,Winkel::N,uillinn,Winkel
341,Muster::N,patrún,Muster
342,Größe::N,méid,Größe
343,Größe::N,toise,Größe
344,Länge::N,fad,Länge
345,Höhe::N,airde,Höhe
346,Gewicht::N,meáchan,Gewicht
347,Menge::N,méid,Menge
348,Haufen::N,cnap,Haufen
349,Reihe::N,líne,Reihe
350,Reihe::N,sraith,Reihe
351,Boot::N,bád,Boot
352,Ruder::N,rámh,Ruder
353,Ruder::N,maide rámha,Ruder
354,Schlitten::N,carr sleamhnáin,Schlitten
355,Ski::N,scí,Ski
356,Lagerfeuer::N,tine champa,Lagerfeuer
357,Last::N,ualach,Last
358,Gang::N,siúlóid,Gang
359,Schritt::N,céim,Schritt
360,Schritt::N,coiscéim,Schritt
361,Norden::N,tuaisceart,Norden
362,Süden::N,deisceart,Süden
363,Westen::N,iarthar,Westen
364,Osten::N,oirthear,Osten
365,Holz::N,adhmad,Holz
366,Brett::N,clár,Brett
367,Platte::N,leac,Platte
368,Stütze::N,taca,Stütze
369,Stange::N,polla,Stange
370,Stange::N,cuaille,Stange
371,Stock::N,bata,Stock
372,Stock::N,maide,Stock
373,Stab::N,maide,Stab
374,Stab::N,bachall,Stab
375,Rohr::N,píopa,Rohr
376,Haus::N,teach,Haus
377,Heim::N,baile,Heim
378,Ofen::N,sornóg,Ofen
379,Fußboden::N,urlár,Fußboden
380,Tisch::N,bord,Tisch
381,Tisch::N,tábla,Tisch
382,Stuhl::N,cathaoir,Stuhl
383,Wiege::N,cliabhán,Wiege
384,Bett::N,leaba,Bett
385,Regal::N,seilf,Regal
386,Kiste::N,bosca,Kiste
387,Fenster::N,fuinneoig,Fenster
388,Tür::N,doras,Tür
389,Tor::N,geata,Tor
390,Zaun::N,fál,Zaun
391,Zaun::N,claí,Zaun
392,Dach::N,díon,Dach
393,Leiter::N,dréimire,Leiter
394,Besen::N,scuab,Besen
395,Spaten::N,spád,Spaten
396,Spaten::N,rámhainn,Spaten
397,Schaufel::N,sluasaid,Schaufel
398,Gabel::N,forc,Gabel
399,Gabel::N,gabhlóg,Gabel
400,Löffel::N,spúnóg,Löffel
401,Messer::N,scian,Messer
402,Nagel::N,tairne,Nagel
403,Netz::N,líon,Netz
404,Netz::N,eangach,Netz
405,Haken::N,croch,Haken
406,Griff::N,cos,Griff
407,Griff::N,hanla,Griff
408,Schloss::N,glas,Schloss
409,Bild::N,pictiúr,Bild
410,Figur::N,fíor,Figur
411,Puppe::N,bábóg,Puppe
412,Beutel::N,mála,Beutel
413,Beutel::N,mealbhóg,Beutel
414,Bündel::N,beart,Bündel
415,Tasche::N,mála,Tasche
416,Eimer::N,buicéad,Eimer
417,Deckel::N,clár,Deckel
418,Deckel::N,claibín,Deckel
419,Geschirr::N,soithí,Geschirr
420,Geschirr::N,gréithe,Geschirr
421,Sack::N,sac,Sack
422,Sack::N,mála,Sack
423,Tasse::N,cupán,Tasse
424,Topf::N,pota,Topf
425,Kessel::N,citeal,Kessel
426,Essen::N,béile,Essen
427,Nahrung::N,bia,Nahrung
428,Speise::N,mias,Speise
429,Fleisch::N,feoil,Fleisch
430,Getreide::N,grán,Getreide
431,Getreide::N,arbhar,Getreide
432,Brei::N,brúitín,Brei
433,Brot::N,arán,Brot
434,Scheibe::N,píosa,Scheibe
435,Scheibe::N,slisne,Scheibe
436,Fett::N,saill,Fett
437,Fett::N,méathras,Fett
438,Butter::N,im,Butter
439,Öl::N,ola,Öl
440,Salz::N,salann,Salz
441,Suppe::N,sú,Suppe
442,Suppe::N,anraith,Suppe
443,Honig::N,mil,Honig
444,Milch::N,bainne,Milch
445,Tee::N,tae,Tee
446,Leder::N,leathar,Leder
447,Wolle::N,olann,Wolle
448,Stoff::N,éadach,Stoff
449,Nadel::N,snáthaid,Nadel
450,Faden::N,snáth,Faden
451,Knopf::N,cnaipe,Knopf
452,Knoten::N,snaidhm,Knoten
453,Farbe::N,péint,Farbe
454,Kleidung::N,éadaí,Kleidung
455,Hemd::N,léine,Hemd
456,Kragen::N,bóna,Kragen
457,Ärmel::N,muinchille,Ärmel
458,Hose::N,bríste,Hose
459,Hose::N,treabhsar,Hose
460,Gürtel::N,crios,Gürtel
461,Mütze::N,caipín,Mütze
462,Schuh::N,bróg,Schuh
463,Stiefel::N,buatais,Stiefel
464,Ring::N,fáinne,Ring
465,Band::N,ribín,Band
466,Kamm::N,cíor,Kamm
467,Spiegel::N,scáthán,Spiegel
468,Riemen::N,iall,Riemen
469,Riemen::N,strapa,Riemen
470,Schnur::N,téad,Schnur
471,Schnur::N,sreangán,Schnur
472,Leine::N,iall,Leine
473,Decke::N,pluid,Decke
474,Decke::N,blaincéad,Decke
475,Kissen::N,piliúr,Kissen
476,Kissen::N,adhartán,Kissen
477,Tuch::N,scaif,Tuch
478,Handtuch::N,tuáille,Handtuch
479,Kraft::N,fórsa,Kraft
480,Stärke::N,neart,Stärke
481,Gesundheit::N,sláinte,Gesundheit
482,Krankheit::N,tinneas,Krankheit
483,Krankheit::N,breoiteacht,Krankheit
484,Schmerz::N,pian,Schmerz
485,Wunde::N,goin,Wunde
486,Fieber::N,fiabhras,Fieber
487,Arznei::N,cógas,Arznei
488,Brücke::N,droichead,Brücke
489,Brunnen::N,tobar,Brunnen
490,Weide::N,féarach,Weide
491,Pfad::N,cosán,Pfad
492,Pfad::N,conair,Pfad
493,Weg::N,slí,Weg
494,Weg::N,bealach,Weg
495,Straße::N,bóthar,Straße
496,Dorf::N,sráidbhaile,Dorf
497,Stadt::N,baile,Stadt
498,Stadt::N,cathair,Stadt
499,Brief::N,litir,Brief
500,Buch::N,cín,Buch
501,Buch::N,leabhar,Buch
502,Buchstabe::N,litir,Buchstabe
503,Zeitung::N,nuachtán,Zeitung
504,Leben::N,saol,Leben
505,Leben::N,beatha,Leben
506,Tod::N,bás,Tod
507,Grab::N,uaigh,Grab
508,Kirche::N,eaglais,Kirche
509,Sünde::N,peaca,Sünde
510,Gott::N,dia,Gott
511,Arbeiter::N,oibrí,Arbeiter
512,Chef::N,saoiste,Chef
513,Chef::N,ceannasaí,Chef
514,Meister::N,máistir,Meister
515,Arzt::N,lia,Arzt
516,Arzt::N,dochtúir,Arzt
517,Lehrer::N,oide,Lehrer
518,Lehrer::N,múinteoir,Lehrer
519,Geld::N,airgead,Geld
520,Geschäft::N,gnó,Geschäft
521,Laden::N,siopa,Laden
522,Preis::N,praghas,Preis
523,Ware::N,earra,Ware
524,Nutzen::N,tairbhe,Nutzen
525,Reichtum::N,rachmas,Reichtum
526,Reichtum::N,saibhreas,Reichtum
527,Welt::N,domhan,Welt
528,Land::N,tír,Land
529,Staat::N,stát,Staat
530,König::N,rí,König
531,Macht::N,cumhacht,Macht
532,Grenze::N,críoch,Grenze
533,Grenze::N,teorainn,Grenze
534,Krieg::N,cogadh,Krieg
535,Feind::N,namhaid,Feind
536,Gewalt::N,foréigean,Gewalt
537,Kampf::N,troid,Kampf
538,Bogen[Waffe]::N,bogha,Bogen
539,Pfeil::N,saighead,Pfeil
540,Gewehr::N,gunna,Gewehr
541,Fehler::N,botún,Fehler
542,Fehler::N,meancóg,Fehler
543,Lüge::N,bréag,Lüge
544,Lüge::N,éitheach,Lüge
545,Schaden::N,dochar,Schaden
546,Schaden::N,damáiste,Schaden
547,Unglück::N,drochrath,Unglück
548,Schuld::N,locht,Schuld
549,Schuld::N,milleán,Schuld
550,Alter::N,aois,Alter
551,Schluss::N,deireadh,Schluss
552,Zeit::N,am,Zeit
553,Zeit::N,aimsir,Zeit
554,Tag::N,lá,Tag
555,Morgen::N,maidin,Morgen
556,Mittag::N,nóin,Mittag
557,Abend::N,tráthnóna,Abend
558,Nacht::N,oíche,Nacht
559,Woche::N,seachtain,Woche
560,Monat::N,mí,Monat
561,Jahr::N,bliain,Jahr
562,Frühling::N,earrach,Frühling
563,Sommer::N,samhradh,Sommer
564,Herbst::N,fómhar,Herbst
565,Winter::N,geimhreadh,Winter
566,Januar::N,Eanáir,Januar
567,Februar::N,Feabhra,Februar
568,März::N,Márta,März
569,April::N,Aibreán,April
570,Mai::N,Bealtaine,Mai
571,Juni::N,Meitheamh,Juni
572,Juli::N,Iúil,Juli
573,August::N,Lúnasa,August
574,September::N,Meán Fómhair,September
575,Oktober::N,Deireadh Fómhair,Oktober
576,November::N,Samhain,November
577,November::N,Mí na Samhna,November
578,Dezember::N,Mí na Nollag,Dezember
579,Montag::N,Luan,Montag
580,Montag::N,Dé Luain,Montag
581,Dienstag::N,Máirt,Dienstag
582,Dienstag::N,Dé Máirt,Dienstag
583,Mittwoch::N,Céadaoin,Mittwoch
584,Mittwoch::N,Dé Céadaoin,Mittwoch
585,Donnerstag::N,Déardaoin,Donnerstag
586,Freitag::N,Aoine,Freitag
587,Freitag::N,Dé hAoine,Freitag
588,Samstag::N,Satharn,Samstag
589,Samstag::N,Dé Sathairn,Samstag
590,Sonntag::N,Domhnach,Sonntag
591,Sonntag::N,Dé Domhnaigh,Sonntag
592,groß::A,mór,groß
593,klein::A,beag,klein
594,lang::A,fada,lang
595,kurz::A,gearr,kurz
596,kurz::A,gairid,kurz
597,breit::A,leathan,breit
598,breit::A,fairsing,breit
599,schmal::A,cúng,schmal
600,dicht::A,dlúth,dicht
601,dick[Gegenstand]::A,tiubh,dick
602,dünn::A,caol,dünn
603,dünn::A,tanaí,dünn
604,fein::A,scáinte,fein
605,fein::A,fíneálta,fein
606,fest::A,daingean,fest
607,flach::A,cothrom,flach
608,glatt::A,mín,glatt
609,glatt::A,sleamhain,glatt
610,hart::A,crua,hart
611,weich::A,bog,weich
612,rund::A,cruinn,rund
613,spitz::A,gobach,spitz
614,spitz::A,biorach,spitz
615,scharf::A,géar,scharf
616,scharf::A,faobhrach,scharf
617,stumpf::A,maol,stumpf
618,schwer::A,trom,schwer
619,schön::A,álainn,schön
620,heiß::A,te,heiß
621,warm::A,te,warm
622,kalt::A,fuar,kalt
623,kühl::A,fionnuar,kühl
624,frisch::A,úr,frisch
625,frisch::A,friseáilte,frisch
626,feucht::A,tais,feucht
627,nass::A,fliuch,nass
628,trocken::A,tirim,trocken
629,voll::A,lán,voll
630,leer::A,folamh,leer
631,offen::A,oscailte,offen
632,geschlossen::A,dúnta,geschlossen
633,geschlossen::A,druidte,geschlossen
634,sauber::A,glan,sauber
635,schmutzig::A,salach,schmutzig
636,roh::A,amh,roh
637,reif::A,aibí,reif
638,lecker::A,blasta,lecker
639,süß::A,milis,süß
640,bitter::A,searbh,bitter
641,sauer::A,géar,sauer
642,sauer::A,searbh,sauer
643,hell::A,geal,hell
644,hell::A,soilseach,hell
645,dunkel::A,dorcha,dunkel
646,schwarz::A,dubh,schwarz
647,weiß::A,bán,weiß
648,rot::A,dearg,rot
649,gelb::A,buí,gelb
650,blau::A,gorm,blau
651,grün::A,glas,grün
652,grün::A,uaine,grün
653,grau::A,liath,grau
654,bunt::A,ildathach,bunt
655,bunt::A,dathannach,bunt
656,billig::A,saor,billig
657,teuer::A,daor,teuer
658,teuer::A,costasach,teuer
659,wertvoll::A,luachmhar,wertvoll
660,blind::A,dall,blind
661,blind::A,caoch,blind
662,taub::A,bodhar,taub
663,kräftig::A,cumhachtach,kräftig
664,stark::A,tréan,stark
665,stark::A,láidir,stark
666,schwach::A,lag,schwach
667,schwach::A,fann,schwach
668,fett::A,ramhar,fett
669,schlank::A,caol,schlank
670,schlank::A,seang,schlank
671,hübsch::A,álainn,hübsch
672,hübsch::A,dathúil,hübsch
673,böse::A,olc,böse
674,dumm::A,dúr,dumm
675,dumm::A,amaideach,dumm
676,faul::A,falsa,faul
677,faul::A,leisciúil,faul
678,fleißig::A,dícheallach,fleißig
679,geizig::A,barainneach,geizig
680,geizig::A,sprionlaithe,geizig
681,klug::A,cliste,klug
682,geschickt::A,oilte,geschickt
683,geschickt::A,ealaíonta,geschickt
684,lieb::A,dil,lieb
685,lieb::A,dílis,lieb
686,lustig::A,aerach,lustig
687,lustig::A,meidhreach,lustig
688,sanft::A,bog,sanft
689,sanft::A,séimh,sanft
690,hungrig::A,ocrach,hungrig
691,krank::A,tinn,krank
692,krank::A,breoite,krank
693,nackt::A,nocht,nackt
694,traurig::A,brónach,traurig
695,lebendig::A,beo,lebendig
696,gut::A,maith,gut
697,schlecht::A,dona,schlecht
698,schlecht::A,droch-,schlecht
699,richtig::A,ceart,richtig
700,schlimm::A,gránna,schlimm
701,schlimm::A,tubaisteach,schlimm
702,wahr::A,fíor,wahr
703,alt::A,sean,alt
704,neu::A,úr,neu
705,neu::A,nua,neu
706,ehemalig::A,iar-,ehemalig
707,ehemalig::A,sean-,ehemalig
708,alt[Lebewesen]::A,sean,alt
709,alt[Lebewesen]::A,aosta,alt
710,jung::A,óg,jung
711,arm::A,bocht,arm
712,reich::A,saibhir,reich
713,reich::A,rachmasach,reich
714,bekannt::A,atá eolas air,bekannt
715,berühmt::A,cailiúil,berühmt
716,berühmt::A,clúiteach,berühmt
717,fremd::A,coimhthíoch,fremd
718,verschieden::A,éagsúil,verschieden
719,verschieden::A,difriúil,verschieden
720,nah::A,gar,nah
721,nah::A,deas,nah
722,fern::A,i bhfad uainn,fern
723,fern::A,i bhfad i gcéin,fern
724,linker::A,clé,linker
725,rechter::A,deas,rechter
726,anderer::A,eile,anderer
727,erster::A,céad,erster
728,zweiter::A,dóú,zweiter
729,zweiter::A,dara,zweiter
730,dritter::A,tríú,dritter
731,dritter::A,treas,dritter
732,letzter::A,déanach,letzter
733,letzter::A,deireanach,letzter
734,allein::ADV,i d'aonar,allein
735,auf einmal::ADV,ag an am céanna,auf einmal
736,zusammen::ADV,le chéile,zusammen
737,zusammen::ADV,in eineacht,zusammen
738,lange::ADV,fada,lange
739,plötzlich::ADV,go tobann,plötzlich
740,plötzlich::ADV,i dtobainne,plötzlich
741,sofort::ADV,ar an toirt,sofort
742,sofort::ADV,ar an bpointe,sofort
743,später::ADV,níos déanaí,später
744,jetzt::ADV,anois,jetzt
745,heute::ADV,inniu,heute
746,morgen::ADV,amárach,morgen
747,bald::ADV,go luath,bald
748,bald::ADV,gan mhoill,bald
749,dann::ADV,ansin,dann
750,gestern::ADV,inné,gestern
751,einst::ADV,tráth,einst
752,einst::ADV,uair amháin,einst
753,damals::ADV,ag an am,damals
754,damals::ADV,an t-am sin,damals
755,danach::ADV,ina dhiaidh sin,danach
756,vorher::ADV,cheana,vorher
757,vorher::ADV,roimhe sin,vorher
758,zuerst::ADV,ar dtús,zuerst
759,einmal::ADV,uair amháin,einmal
760,manchmal::ADV,uaireanta,manchmal
761,oft::ADV,minic,oft
762,immer::ADV,i gcónaí,immer
763,niemals::ADV,riamh,niemals
764,hier::ADV,anseo,hier
765,hierhin::ADV,anseo,hierhin
766,von hier::ADV,an áit seo,von hier
767,dort::ADV,ann,dort
768,dort::ADV,ansin,dort
769,dorthin::ADV,ann,dorthin
770,dorthin::ADV,ansin,dorthin
771,geradeaus::ADV,ar aghaidh,geradeaus
772,rückwärts::ADV,siar,rückwärts
773,zurück::ADV,ar ais,zurück
774,unten::ADV,thíos,unten
775,hinab::ADV,síos,hinab
776,oben::ADV,thuas,oben
777,hinauf::ADV,suas,hinauf
778,überall::ADV,i ngach áit,überall
779,überall::ADV,ar fud na háite,überall
780,nicht::ADV,ní,nicht
781,nicht::ADV,cha,nicht
782,ein wenig::ADV,beagán,ein wenig
783,kaum::ADV,ar éigean,kaum
784,sehr::ADV,an-,sehr
785,so::ADV,chomh,so
786,so::ADV,mar sin,so
787,noch::ADV,fós,noch
788,noch::ADV,go fóill,noch
789,nur::ADV,amháin,nur
790,nur::ADV,níl ach,nur
791,schon::ADV,cheana,schon
792,schon::ADV,cheana féin,schon
