,Concept_ID,lbe,ml
595,billig::A,кьювкьусса,വിലകുറഞ്ഞ
596,teuer::A,ххирасса,ചെലവേറിയ
597,wertvoll::A,багьасса,വിലപിടിപ്പുള്ള
598,blind::A,мурчӏисса,അന്ധനായ
599,taub::A,къюкӏсса,കേൾവിക്കുറവുള്ള
600,kräftig::A,гужсса,ശക്തിയുള്ള
601,stark::A,кьянкьасса,ബലമുള്ള
602,schwach::A,заэвсса,ക്ഷീണിച്ച
603,fett::A,бучсса,കൊഴുപ്പുള്ള
604,schlank::A,бювхъусса,മെലിഞ്ഞ
605,hübsch::A,янусса,മനോഹരമായ
606,böse::A,оьсса,പാപിയായ
607,dumm::A,ахӏмакьсса,വിവരംകെട്ട
608,faul::A,танмалсса,അലസനായ
609,faul::A,курчӏилсса,അലസനായ
610,fleißig::A,хӏарачат бусса,അദ്ധ്വാനശീലമുള്ള
611,geizig::A,янттарцӏансса,പിശുക്കനായ
612,klug::A,аькьлу бусса,ബുദ്ധിസാമർഥ്യമുള്ള
613,geschickt::A,паргалсса,പ്രതിഭാശാലി
614,lieb::A,аьзизсса,പ്രിയപ്പെട്ട
615,lustig::A,тяхъасса,ആനന്ദകരമായ
616,sanft::A,иминсса,സൌമ്യമായ
617,hungrig::A,ккашилсса,വിശപ്പുള്ള
618,krank::A,къашавайсса,അസുഖമുള്ള
619,nackt::A,кӏачӏасса,നഡമായ
620,traurig::A,пашмансса,വിഷമമുള്ള
621,lebendig::A,уттавасса,ഉപജീവനം
622,gut::A,ххуйсса,നല്ല
623,schlecht::A,оьккисса,മോശമായ
624,richtig::A,саргъунсса,ശരിയായ
625,schlimm::A,оьккисса,വൃത്തികെട്ട
626,wahr::A,хӏакьсса,ശരിയായ
627,alt::A,кугьнасса,പഴയ
628,neu::A,цӏусса,പുതിയ
629,ehemalig::A,хъхъичӏвасса,മുൻ
630,alt[Lebewesen]::A,агьилсса,വയസ്സുള്ള
631,jung::A,чӏавасса,കൌമാരമായ
632,jung::A,жагьилсса,കൌമാരമായ
633,arm::A,мискинсса,പാവപ്പെട്ട
634,reich::A,авадансса,സമ്പന്നമായ
635,bekannt::A,дусъсса,പരിചിതമായ
636,berühmt::A,машгьурсса,പ്രശസ്തനായ
637,fremd::A,чил,വൈദേശികമായ
638,verschieden::A,личӏи-личӏисса,വ്യത്യസ്തമായ
639,nah::A,гъансса,അരികത്തുള്ള
640,fern::A,архсса,അകലെയുള്ള
641,linker::A,кияхсса,അവശേഷിച്ച
642,linker::A,кюччахсса,അവശേഷിച്ച
643,rechter::A,урчӏахсса,വലത്തേ
644,anderer::A,цамур,മറ്റുള്ള
645,erster::A,цалчинмур,ആദ്യത്തെ
646,erster::A,цалчиннсса,ആദ്യത്തെ
647,zweiter::A,кӏилчиимур,രണ്ടാം
648,dritter::A,шамулчинмур,മൂന്നാമത്
649,letzter::A,махъва-махъмур,അവസാനത്തെ
650,allein::ADV,ялгъузну,തനിച്ചുള്ള
651,zusammen::ADV,цачӏу,ഒരുമിച്ച
652,zusammen::ADV,архӏал,ഒരുമിച്ച
653,lange::ADV,батӏи къабуклай,നീണ്ട_കാലത്തേയ്ക്ക്
654,lange::ADV,хъунмасса хӏаллай,നീണ്ട_കാലത്തേയ്ക്ക്
655,plötzlich::ADV,цакуну,പെട്ടെന്ന്
656,sofort::ADV,мугьлат бакъа,തത്ക്ഷണം
657,später::ADV,махъ,പിന്നീട്
658,jetzt::ADV,утти,ഇപ്പോൾ
659,jetzt::ADV,цӏана,ഇപ്പോൾ
660,heute::ADV,хӏакьину,ഇന്ന്
661,morgen::ADV,гьуит,നാളെ
662,morgen::ADV,гьунттий,നാളെ
663,dann::ADV,яла,അപ്പോൾ
664,gestern::ADV,лахьхьу,ഇന്നലെ
665,damals::ADV,та чӏумал,അപ്പോൾ
666,danach::ADV,яла,പിന്നീട്
667,vorher::ADV,хьхьнчӏ,മുൻപ്
668,vorher::ADV,хьхьичӏва,മുൻപ്
669,zuerst::ADV,бакӏрай,ആദ്യം
670,zuerst::ADV,цӏу бутӏуй,ആദ്യം
671,einmal::ADV,цал,ഒരിക്കൽ
672,manchmal::ADV,ваксса-таксса,ചിലപ്പോൾ
673,oft::ADV,чӏявуну,പലപ്പോഴും
674,immer::ADV,мудан,എപ്പോഴും
675,immer::ADV,даиман,എപ്പോഴും
676,niemals::ADV,тачӏав,ഒരിക്കലും
677,hier::ADV,шикку,ഇവിടെ
678,hierhin::ADV,шиккун,ഇവിടേക്ക്
679,von hier::ADV,шичча,ഇവിടെനിന്ന്
680,dort::ADV,гикку,അവിടെ
681,dorthin::ADV,тиккун,അവിടേക്ക്
682,geradeaus::ADV,тӏайланм,മുമ്പിൽ
683,geradeaus::ADV,тӏайланм,മുമന്നോട്ട്
684,vorwärts::ADV,хьхьичӏунмай,മുന്നോട്ട്
685,rückwärts::ADV,махъа-хьхьичӏунмай,തലതിരിച്ച്
686,zurück::ADV,махъунмай,പുറകിലേക്ക്
687,unten::ADV,лув,താഴെ
688,hinab::ADV,бакӏ-ялавай,താഴേക്ക്
689,hinab::ADV,бакӏъялавай,താഴേക്ക്
690,oben::ADV,ялув,മുകളിൽ
691,hinauf::ADV,лавай,മുകളിൽ
692,überall::ADV,гьариий,എല്ലായിടത്തും
693,überall::ADV,хьу-хьуний,എല്ലായിടത്തും
694,überall::ADV,гьарца кӏанай,എല്ലായിടത്തും
695,nicht::ADV,къа-,ഇല്ല
696,ein wenig::ADV,чанни,കുറച്ച്
697,ein wenig::ADV,ца чансса,കുറച്ച്
698,kaum::ADV,дахьа,കഷ്ടിച്ച്
699,sehr::ADV,оьну,വളരെ
700,sehr::ADV,гужну,വളരെ
701,sehr::ADV,хъинну,വളരെ
702,so::ADV,укукн,അങ്ങനെ
703,noch::ADV,гьала,ഇപ്പോഴും
704,noch::ADV,уттигу,ഇപ്പോഴും
705,noch::ADV,цакьинва,ഇപ്പോഴും
706,noch::ADV,ттигу-шилагу,ഇപ്പോഴും
707,nur::ADV,анжагь,മാത്രം
708,wieder::ADV,цӏуницӏа,വീണ്ടും
709,vergebens::ADV,аьдада,വിഫല
710,vergebens::ADV,нахӏакь,വിഫല
711,vor::PRP,хьхьичӏ,മുമ്പിൽ
712,hinter::PRP,махъ,പുറകിൽ
713,unter::PRP,лув,കീഴിൽ
714,durch::PRP,-х,ഉള്ളിലൂടെ
715,neben::PRP,чӏарав,അടുത്ത്
716,zwischen::PRP,дянив,ഇടയ്ക്ക്
717,wegen::PRP,цӏаний,നിമിത്തം
718,dies::PRN,ва,ഇത്
719,das::PRN,та,അത്
720,das::PRN,кӏа,അത്
721,das::PRN,га,അത്
722,alles::PRN,щала,എല്ലാം
723,ich::PRN,на,ഞാൻ
724,du::PRN,ина,നിങ്ങൾ
725,er::PRN,му,അദ്ദേഹം
726,er::PRN,му,അയാൾ
727,er::PRN,му,അവൻ
728,er::PRN,му,അവർ
729,er::PRN,му,അവൾ
730,wir::PRN,жу,നമ്മൾ
731,ihr::PRN,зу,നിങ്ങൾ
732,was::FPRN,ци,എന്ത്
733,wer::FPRN,цу,ആര്
734,wo::FADV,чув,എവിടെ
735,wohin::FADV,чун,എവിടേക്ക്
736,wie::FADV,цукун,എങ്ങനെ
737,warum::FADV,цан,എന്തുകൊണ്ട്
738,wieviel::FNUM,циксса,എത്ര
739,eins::NUM,ца,ഒന്ന്
740,zwei::NUM,кӏива,രണ്ട്
741,drei::NUM,шамма,മൂന്ന്
742,vier::NUM,мукьа,നാല്
743,vier::NUM,мукьва,നാല്
744,fünf::NUM,ххюва,അഞ്ച്
745,sechs::NUM,ряхва,ആറ്
746,sieben::NUM,арула,ഏഴ്
747,acht::NUM,мяйва,എട്ട്
748,neun::NUM,урчӏва,ഒമ്പത്
749,zehn::NUM,ацӏва,പത്ത്
750,elf::NUM,ацӏния цава,പതിനൊന്ന്
751,zwölf::NUM,ацӏиия кӏива,പന്ത്രണ്ട്
752,zwanzig::NUM,кьува,ഇരുപത്
753,dreißig::NUM,зувира,മുപ്പത്
754,vierzig::NUM,мукьцӏала,നാൽപ്പത്
755,fünfzig::NUM,ххюцӏала,അൻപത്
756,sechzig::NUM,ряхцӏала,അറുപത്
757,achtzig::NUM,мяйцӏала,എൺപത്
758,neunzig::NUM,урчӏцӏала,തൊണ്ണൂറ്
759,hundert::NUM,ттурш,നൂറ്
760,hundert::NUM,ттуршва,നൂറ്
761,tausend::NUM,азарва,ആയിരം
762,und::CNJ,-гу,ഉം
763,oder::CNJ,я,അഥവാ
764,oder::CNJ,ягу,അഥവാ
765,stehen::V,ацӏан,നിൽക്കുക
766,sitzen::V,щяивкӏун икӏан,ഇരിക്കുക
767,liegen::V,утту нвхьуну икӏан,കിടക്കുക
768,hängen::V,зурчӏай тӏун,തൂങ്ങുക
769,werden::V,хьун,ആയിത്തീരുക
770,passieren::V,хьун,സംഭവിക്കുക
771,beginnen::V,дайдишин,ആരംഭിക്കുക
772,beginnen::V,дайдирхьуну дикӏан,ആരംഭിക്കുക
773,enden::V,къуртал дан,അവസാനിപ്പിക്കുക
774,wechseln::V,даххана хьун,മാറ്റുക
775,wechseln::V,даххана дуллан,മാറ്റുക
776,aufgehen[Sonne]::V,буклай бур,ഉയരുക
777,untergehen[Sonne]::V,лаглай бур,അടുക്കി_വയ്ക്കുക
778,scheinen[Sonne]::V,битан,പ്രകാശിക്കുക
779,scheinen[Sonne]::V,чани буллан,പ്രകാശിക്കുക
780,donnern::V,тӏий бур,ഇടിവെട്ടുക
781,wehen::V,бишлай бур,വീശുക
782,strömen::V,экьинан,ഒഴുകുക
783,fließen::V,экьинан,ഒഴുകുക
784,sich drehen::V,гьанан,ചുറ്റുക
785,sich drehen::V,гьанан,കറക്കുക
786,schwanken::V,хъюлчу тӏун,ഇരുവശത്തേയ്ക്കും_ആടുക
787,schwanken::V,хӏуркку тӏун,ഇരുവശത്തേയ്ക്കും_ആടുക
788,schwingen::V,хъюлчай тӏун,ആടുക
789,schwingen::V,хъюлчу тӏун,ആടുക
790,fallen::V,багьлан,വീഴുക
791,brennen::V,ччучлан,കത്തുക
792,rauchen::V,пуркӏу тӏун,പുകയുക
793,regnen::V,лачӏун,മഴ_പെയ്യുക
794,regnen::V,лачIлай дур,മഴ_പെയ്യുക
795,gefrieren::V,микӏ лачӏун,തണത്ത്_മരവിക്കുക
796,tauen::V,баслан,അലിയുക
797,schmelzen::V,баслан,ഉരുകുക
798,trocknen::V,кьакьан,വരളുക
799,sieden::V,щаран,തിളപ്പിക്കുക
800,faulen::V,аьллан,ചീയുക
801,verfaulen::V,аьллан,അഴുകുക
802,verfaulen::V,аьян,അഴുകുക
803,reißen::V,ххя дукан,ശബ്ദത്തോടെ_മുറിയുക
804,versinken::V,оькьлан,മുക്കുക
805,versinken::V,оькьан,മുക്കുക
806,vergehen::V,лялиян,കടന്നുപോകുക
807,erscheinen::V,буккан,പ്രത്യക്ഷപ്പെടുക
808,erscheinen::V,загьир хьун,പ്രത്യക്ഷപ്പെടുക
809,verschwinden::V,бат хьун,അദൃശ്യമാകുക
810,verschwinden::V,акъа хьун,അദൃശ്യമാകുക
811,sinken::V,чахь учин,താഴുക
812,abnehmen::V,чан хьун,കുറിയുക
813,abnehmen::V,ссуссукьу хьун,കുറിയുക
814,zunehmen::V,гьарза хьун,വർദ്ധിക്കുക
815,steigen::V,гьаз хьун,ഉയരുക
816,wachsen::V,ххяххан,വളരുക
817,glänzen::V,цӏай буккан,മിന്നുക
818,funkeln::V,цӏай-цӏай тӏун,തിളങ്ങുക
819,lärmen::V,чӏу буллан,ശബ്ദമുണ്ടാക്കുക
820,lärmen::V,аьлагъужа буллан,ശബ്ദമുണ്ടാക്കുക
821,läuten::V,занг ришлан,മണിമുഴങ്ങുക
822,läuten::V,занг дуллан,മണിമുഴങ്ങുക
823,klingeln::V,занг ришлан,ചിലമ്പുക
824,klingeln::V,занг дуллан,ചിലമ്പുക
825,brausen::V,никъащилан,മുഴങ്ങുക
826,rauschen::V,щурщур тӏун,അനങ്ങുക
827,klingen::V,чӏу буклан,മുഴക്കുക
828,bellen::V,хӏап тӏун,കുരയ്ക്കുക
829,blasen::V,уф тӏун,ഊതുക
830,pfeifen::V,щютӏа тӏун,വിസിലടിക്കുക
831,schreien::V,чӏу бан,ആക്രോശിക്കുക
832,stöhnen::V,угь-къак тӏун,അരക്കം
833,stöhnen::V,угь-къак тӏун,ആർത്തനാദം
834,zittern::V,зурзу чин,വിറയ്ക്കുക
835,zittern::V,зурзу тӏун,വിറയ്ക്കുക
836,leben::V,ялапар хъанан,താമസിക്കുക
837,geboren werden::V,ан,ജനിക്കുക
838,atmen::V,ссихӏ ласлан,ശ്വസിക്കുക
839,atmen::V,ссихӏ бигьлан,ശ്വസിക്കുക
840,trinken::V,хӏачӏан,കുടിക്കുക
841,trinken::V,хӏачӏлан,കുടിക്കുക
842,essen::V,канан,കഴിക്കുക
843,schlucken::V,кьюлтӏа тӏун,വിഴുങ്ങുക
844,müde werden::V,аьхчӏин,ക്ഷീണിക്കുക
845,einschlafen::V,шанан икӏан,നിദ്രിക്കുക
846,schlafen::V,шанан,ഉറങ്ങുക
847,aufwachen::V,чантӏ учин,ഉണരുക
848,aufstehen::V,бизан,എഴുന്നേൽക്കുക
849,sich erholen::V,бигьалаган,വിശ്രമിക്കുക
850,krank werden::V,къашай хьун,ദീനംപിടിക്കുക
851,krank sein::V,къашай хъанан,രോഗികളാകുക
852,krank sein::V,къашавай икӏан,രോഗികളാകുക
853,schmerzen::V,цӏун,വേദനിക്കുക
854,husten::V,хъугьу чин,ചുമയ്ക്കുക
855,husten::V,хъугьу тӏун,ചുമയ്ക്കുക
856,genesen::V,хъин хьун,സുഖപ്പെടുക
857,genesen::V,сагъ лаган,സുഖപ്പെടുക
858,sterben::V,ивчӏан,മരിക്കുക
859,umkommen::V,лиллан,മരിക്കുക
860,umkommen::V,литӏлан,മരിക്കുക
861,umkommen::V,ажал биян,മരിക്കുക
862,umkommen::V,личӏи хьун,മരിക്കുക
863,umkommen::V,иакьлу хьун,മരിക്കുക
864,umkommen::V,ахир жан хъанан,മരിക്കുക
865,umkommen::V,рухӏирачӏа икӏан,മരിക്കുക
866,sich bewegen::V,сукку хьун,സ്ഥലം_മാറുക
867,sich rühren::V,сукку хьун,ചലിക്കുക
868,sich erheben::V,бизан,നിൽക്കുക
869,sich setzen::V,щяикӏан,ഇരിക്കുക
870,sich setzen::V,щябикӏан,ഇരിക്കുക
871,hinfallen::V,багьан,വീഴുക
872,laufen::V,занан,നടക്കുക
873,schreiten::V,ша ласлан,നടക്കുക
874,spazierengehen::V,сайр буллан,ഉലാത്തുക
875,eilen::V,анавар буккан,പാഞ്ഞെത്തുക
876,sich beeilen::V,анавар буккан,തിരിക്കുകൂട്ടുക
877,sich beeilen::V,анавар буккан,തിടുക്കം_കാട്ടുക
878,sausen::V,никъа щилан,കുതിക്കുക
879,sausen::V,никъа щун,കുതിക്കുക
880,rennen::V,лечлан,ഓടുക
881,springen::V,тӏанкӏ дан,ചാടുക
882,klettern::V,лахълан,കയറുക
883,schaukeln::V,гьайжак бигьлан,ഇളകുക
884,kriechen::V,ххярк тӏун,പതുങ്ങികയറുക
885,schwimmen::V,гьузун,നീന്തുക
886,tauchen::V,лултту уккан,വെള്ളത്തിലേക്ക് ചാടുക
887,rudern::V,бяхлан,തുഴയുക
888,rudern::V,батӏлан,തുഴയുക
889,rudern::V,ххялаххи дуклан,തുഴയുക
890,fahren::V,гьан,വാഹനം ഓടിക്കുക
891,fliegen::V,лехлан,പറക്കുക
892,gehen::V,нан,പോകുക
893,weggehen::V,ялагьан,വിടുക
894,abfahren::V,гьан,പുറപ്പെടുക
895,anhalten::V,бацӏан,നിർത്തുക
896,hineingehen::V,буххан,പ്രവേശിക്കുക
897,eintreten::V,буххан,പ്രവേശിക്കുക
898,kommen::V,учӏан,വരുക
899,ankommen::V,биян,എത്തിച്ചേരുക
900,ankommen::V,бучӏан,എത്തിച്ചേരുക
901,zurückkommen::V,зана хъун,തിരിച്ചു വരുക
902,zurückkommen::V,зана бикӏан,തിരിച്ചു വരുക
903,bleiben::V,личӏан,തുടരുക
904,warten::V,ялугьлан,കാത്തിരിക്കുക
905,erwarten::V,ялугьлан,പ്രതീക്ഷിക്കുക
906,suchen::V,луглан,തിരയുക
907,finden::V,лякъин,കണ്ടെത്തുക
908,versuchen::V,ххал буллан,ശ്രമിക്കുക
909,vorbereiten::V,хӏадур бан,തയ്യാറെടുക്കുക
910,lieben::V,эшкьи хьуиу бикӏан,സ്നേഹിക്കുക
911,mögen::V,ххиран бикӏан,ഇഷ്ടപ്പെടുക
912,lachen::V,хъян,ചിരിക്കുക
913,weinen::V,аьтӏун,തേങ്ങുക
914,schimpfen::V,дяъван,പിറുപിറുക്കുക
915,schimpfen::V,ссугайи агьан,പിറുപിറുക്കുക
916,sich ärgern::V,ссибизлан,കോപിക്കുക
917,sich fürchten::V,ингъауслан,പേടിക്കുക
918,fürchten::V,хӏучӏ тӏун,പേടിക്കുക
919,fliehen::V,ака бан,രക്ഷപ്പെടുക
920,flüchten::V,лихъан,രക്ഷപ്പെടുക
921,sehen::V,чӏалан,കാണുക
922,anschauen::V,урган,നോക്കുക
923,ansehen::V,буруглан,നോക്കുക
924,hören::V,баллан,കേൾക്കുക
925,zuhören::V,вичӏи дихьлан,ശ്രദ്ധിക്കുക
926,probieren::V,тӏин ххал буллан,രുചിയുള്ളതായി_തോന്നുക
927,riechen::V,ссунтӏа тӏун,മണത്തു_നോക്കുക
928,fühlen::V,дакӏнил буслан,സ്പർശിച്ചറിയുക
929,scheinen::V,ххан,കാണപ്പെടുക
930,scheinen::V,бизан,കാണപ്പെടുക
931,scheinen::V,ххан бикӏлай бикӏан,കാണപ്പെടുക
932,vernehmen::V,баян,കേൾക്കുക
933,frieren::V,лигьулул хъанан,വിറയ്ക്കുക
934,tun::V,бан,ചെയ്യുക
935,können::V,хьун,കഴിയുക
936,anfangen::V,дайдишин,തുടങ്ങുക
937,beenden::V,къуртал бан,പൂർത്തിയാക്കുക
938,aufhören::V,кьабагьан,നിർത്തുക
939,gelingen::V,бюхъан,വിജയിക്കുക
940,öffnen::V,тӏитӏин,തുറക്കുക
941,schließen::V,лакьин,അടയ്ക്കുക
942,stellen::V,дацӏан дан,വയ്ക്കുക
943,stellen::V,бишин,വയ്ക്കുക
944,setzen::V,щяитан,വയ്ക്കുക
945,legen::V,бишин,ഇടുക
946,berühren::V,ка щун,തൊടുക
947,verbinden::V,бахӏин,ഘടിപ്പിക്കുക
948,verbinden::V,дахӏин,ഘടിപ്പിക്കുക
949,bedecken::V,ялтту бущин,മുടുക
950,bedecken::V,ялтту бакьин,മുടുക
951,aufhängen::V,лахъан,കെട്ടിതൂക്കുക
952,anzünden::V,лахъан,കത്തിക്കുക
953,aufheben::V,гьаз бан,പെറുക്കിയെടുക്കുക
954,zurücklassen::V,кьаитан,വച്ചുപോരുക
955,zurücklassen::V,битан,വച്ചുപോരുക
956,verlieren::V,дакъа дан,നഷ്ടപ്പെടുക
957,fallen lassen::V,рутан,വീഴ്ത്തുക
958,machen::V,дан,ഉണ്ടാക്കുക
959,herstellen::V,яраг ишла бувиу бан,ഉൽപാദിപ്പിക്കുക
960,bauen::V,дан,നിർമ്മിക്കുക
961,reparieren::V,дакьин дан,നന്നാക്കുക
962,verbessern::V,ххуй дан,മെച്ചപ്പെടുക
963,ändern::V,баххана бан,മാറ്റംവരുത്തുക
964,graben::V,дуклан,കുഴിക്കുക
965,beugen::V,лахӏан бан,വണങ്ങുക
966,beugen::V,кьус бикӏан,വണങ്ങുക
967,biegen::V,баччин,കുനിയുക
968,biegen::V,лахӏан бан,കുനിയുക
969,drehen::V,гьанан,തിരിക്കുക
970,wenden::V,кӏура баен бан,തിരിയുക
971,umdrehen::V,кӏура баен бан,തിരിയുക
972,heben::V,гьаз бан,ഉയർത്തുക
973,hochheben::V,гьаз бан,ഉയർത്തുക
974,ergreifen::V,хъап дан,ബലമായി_പിടിക്കുക
975,ergreifen::V,хъап увиу угьан,ബലമായി_പിടിക്കുക
976,halten::V,бугьлан,പിടിക്കുക
977,drücken::V,кьюч бигьлан,അമർത്തുക
978,schieben::V,щун,തള്ളുക
979,lecken::V,ланцӏа тӏун,നക്കുക
980,beißen::V,хъапа тӏун,കടിക്കുക
981,beißen::V,кьацӏа тӏун,കടിക്കുക
982,abreißen::V,буцан,കീറിക്കളയുക
983,abschneiden::V,бухъан,മുറിച്ചുമാറ്റുക
984,abschneiden::V,кьукьин,മുറിച്ചുമാറ്റുക
985,binden::V,бахӏин,കെട്ടുക
986,binden::V,дахӏин,കെട്ടുക
987,brechen::V,гъагъан,ഉടയുക
988,klopfen::V,кьутӏа тӏун,തട്ടുക
989,hauen::V,рищун,അടിക്കുക
990,kleben::V,лачӏун буллан,ഒട്ടിക്കുക
991,reiben::V,ссуку буллан,തിരുമ്മിത്തുടയ്ക്കുക
992,streichen::V,дугъан,പടർത്തുക
993,streichen::V,аьгъу дан,പടർത്തുക
994,schneiden::V,духълан,മുറിക്കുക
995,schneiden::V,кьукьлан,മുറിക്കുക
996,schütteln::V,хъюлчу буллан,കുലുക്കുക
997,schwenken::V,палцӏ дуллан,ആടുക
998,schütten::V,рутӏин,ഒഴിക്കുക
999,füllen::V,буцӏин бан,നിറയ്ക്കുക
1000,einwickeln::V,кай-кай бан,പൊതിയുക
1001,tragen::V,ларсун занан,വഹിക്കുക
1002,tragen::V,ларсун ачин,വഹിക്കുക
1003,schleppen::V,ххилан,വലിച്ചിഴയ്ക്കുക
1004,aufbewahren::V,ядан,വയ്ക്കുക
1005,aufbewahren::V,ядуллан,വയ്ക്കുക
1006,werfen::V,личин,എറിയുക
1007,fangen::V,бугьан,പിടിക്കുക
1008,fangen::V,бугьлан,പിടിക്കുക
1009,verstecken::V,ладитан,മറയ്ക്കുക
1010,verstecken::V,кьюлтӏ дан,മറയ്ക്കുക
1011,verstecken::V,дахьлаган дан,മറയ്ക്കുക
1012,teilen::V,бачӏин,വിഭജിക്കുക
1013,teilen::V,бутӏа бан,വിഭജിക്കുക
1014,schicken::V,тӏайла буккан,അയയ്ക്കുക
1015,bringen::V,диян дан,കൊണ്ടുവരുക
1016,hinzufügen::V,ххи бан,കൂട്ടുക
1017,bekommen::V,ласун,കിട്ടുക
1018,erhalten::V,ласун,സ്വീകരിക്കുക
1019,nehmen::V,ласун,എടുക്കുക
1020,wählen::V,бувчӏин,തിരഞ്ഞെടുക്കുക
1021,auswählen::V,бувчӏин,തിരഞ്ഞെടുക്കുക
1022,auswählen::V,язи бугьан,തിരഞ്ഞെടുക്കുക
1023,bewahren::V,ядан,പുലർത്തുക
1024,behindern::V,дайщишруду дуллан,തടയിടുക
1025,verderben::V,зия дан,നശിപ്പിക്കുക
1026,beschädigen::V,зарал буллан,ക്ഷതമേൽപ്പിക്കുക
1027,zerbrechen::V,гьагъан,ഉടയുക
1028,zerbrechen::V,гьагъан бан,ഉടയുക
1029,zerreißen::V,ххяхха дуккан,കീറുക
1030,zerstören::V,лекьан дан,നശിപ്പിക്കുക
1031,verbrennen::V,ччуччин,കത്തിനശിക്കുക
1032,verbrennen::V,ччуччин,കത്തിച്ചുകളയുക
1033,geben::V,дулун,കൊടുക്കുക
1034,geben::V,дулун,തരുക
1035,reichen::V,дулун,കൈമാറുക
1036,schenken::V,пишкаш дан,സമ്മാനം കൊടുക്കുക
1037,schenken::V,багъишла дан,സമ്മാനം കൊടുക്കുക
1038,schenken::V,ихӏсандалун дуллун,സമ്മാനം കൊടുക്കുക
1039,versprechen::V,банна чин,വാഗ്ദാനം_നൽകുക
1040,loben::V,цӏа дан,പുകഴ്ത്തുക
1041,küssen::V,ппай тӏун,ഉമ്മവയ്ക്കുക
1042,wiegen::V,гьуркку тӏун,ഇളകുക
1043,wiegen::V,гьуркку буллан,ഇളകുക
1044,wiegen::V,гьуркку бан,ഇളകുക
1045,wecken::V,чантӏ учин ан,ഉണർത്തുക
1046,zeigen::V,ккаккан бан,കാണിക്കുക
1047,führen::V,буцин,നടത്തുക
1048,lehren::V,лахьхьин бан,പഠിപ്പിക്കുക
1049,lehren::V,лахьхьин буллан,പഠിപ്പിക്കുക
1050,unterrichten::V,дарс дишаван,പരിശീലിപ്പിക്കുക
1051,aufziehen::V,хъуна ан,വളർത്തിക്കൊണ്ടുവരുക
1052,aufziehen::V,тарбия ан,വളർത്തിക്കൊണ്ടുവരുക
1053,leiten::V,каялувшиву дан,നയിക്കുക
1054,einladen::V,хъамалу оьвчин,ക്ഷണിക്കുക
1055,vereinigen::V,ца бан,കൂടിച്ചേരുക
1056,besuchen::V,ялун уххан,സന്ദർശിക്കുക
1057,treffen::V,хьуна бакьин,തമ്മിൽ കാണുക
1058,sich versammeln::V,батӏин,സംയോജിപ്പിക്കുക
1059,spielen::V,тӏуркӏу тӏун,കളിക്കുക
1060,singen::V,балай тӏун,പാടുക
1061,tanzen::V,къавтӏун,നൃത്തം ചെയ്യുക
1062,sich trennen::V,ппив хьун,നേർപെടുത്തുക
1063,verlassen::V,увккун гьан,പിൻവാങ്ങുക
1064,retten::V,ххассал бан,രക്ഷിക്കുക
1065,bewachen::V,къарал бан,കാവൽനിൽക്കുക
1066,schützen::V,ябан,പരിരക്ഷിക്കുക
1067,verteidigen::V,буруччин,പ്രതിരോധിക്കുക
1068,sich schlagen::V,биян,കലഹിക്കുക
1069,schießen::V,битлан,വെടിവെക്കുക
1070,siegen::V,ххув хьун,വിജയിക്കുക
1071,siegen::V,ххувшаву ласун,വിജയിക്കുക
1072,ärgern::V,ссибизан уллан,വിഷമിപ്പിക്കുക
1073,schlagen::V,рищун,അടിക്കുക
1074,stechen::V,кьутӏин,കുത്തുക
1075,stoßen::V,щун,തള്ളുക
1076,stehlen::V,дацин,മോഷ്ടിക്കുക
1077,stören::V,кьючин,ശല്യപ്പെടുത്തുക
1078,belästigen::V,бизар уллан,മെനക്കെടുക
1079,verbergen::V,лабитан,മറയ്ക്കുക
1080,verbergen::V,лабитан,ഒളിക്കുക
1081,verbergen::V,кӏучӏ бан,മറയ്ക്കുക
1082,verbergen::V,кӏучӏ бан,ഒളിക്കുക
1083,täuschen::V,хъяврин ан,കബളിപ്പിക്കുക
1084,betrügen::V,аьикьин ан,ചതിക്കുക
1085,töten::V,ивчӏан,കൊല്ലുക
1086,wohnen::V,оьрму бутлан,താമസിക്കുക
1087,arbeiten::V,зун,ജോലിചെയ്യുക
1088,sammeln::V,ттихӏин,സഞ്ചയിക്കുക
1089,sammeln::V,вив дишин,സഞ്ചയിക്കുക
1090,pflücken::V,риттун,പറിച്ചെടുക്കുക
1091,jagen::V,авли занан,വേട്ടയാടുക
1092,fischen::V,чавахъру бугьлан,മീൻ പിടിക്കുക
1093,fassen::V,бугьан,പിടിക്കുക
1094,hüten::V,урттуйн бакьлан,ചേർക്കുക
1095,treiben::V,дачин дуллан,വാഹനം_ഓടിക്കുക
1096,treiben::V,лихъан буллан,വാഹനം_ഓടിക്കുക
1097,anbinden::V,бахӏин,കെട്ടിയിടുക
1098,füttern::V,канаки буллан,തീറ്റുക
1099,melken::V,ттизин,പാലുകറക്കുക
1100,hacken::V,мюрш буллан,വെട്ടിമുറിക്കുക
1101,hacken::V,мюрш бан,വെട്ടിമുറിക്കുക
1102,gießen::V,щин дишин,നനയ്ക്കുക
1103,reifen::V,диян,പാകമാകുക
1104,zubereiten::V,хӏадур дан,പാചകം_ചെയ്യുക
1105,zubereiten::V,хӏадур бан,പാചകം_ചെയ്യുക
1106,kochen::V,шашан,വേവിക്കുക
1107,kochen::V,шашан дуллан,വേവിക്കുക
1108,backen::V,бишлан,ബേക്ക് ചെയ്യുക
