,Concept_ID,eu,udm
81,Rauch::N,ke,ӵын
82,Funke::N,zirta,гизьы
83,Funke::N,txinparta,гизьы
84,Feuer::N,su,тыл
85,Licht::N,argi,тыл
86,Schatten::N,itzal,вужер
87,Schatten::N,geriza,вужер
88,Wetter::N,eguraldi,куазь
89,Nebel::N,laino,бус
90,Wolke::N,hodei,пилем
91,Regen::N,euri,зор
92,Schnee::N,elur,лымы
93,Eis::N,horma,йӧ
94,Frost::N,izotzaldi,кезьыт
95,Kälte::N,hotz,кезьыт
96,Hitze::N,bero,пӧсь
97,Raureif::N,antzigar,гӧр
98,Regenbogen::N,ostadar,вуюись
99,Regenbogen::N,ortzadar,вуюись
100,Donner::N,ostots,гудыри
101,Donner::N,ihurtzuri,гудыри
102,Strömung::N,laster,бызён
103,Tropfen::N,xorta,шапык
104,Schaum::N,bits,шукы
105,Schmutz::N,lohi,нӧд
106,Schmutz::N,lohi,дэри
107,Schmutz::N,zikin,нӧд
108,Schmutz::N,zikin,дэри
109,See::N,laku,ты
110,See::N,aintzira,ты
111,Sumpf::N,zingira,нюр
112,Moor::N,zohikaztegi,нюр
113,Wiese::N,larre,возь
114,Wiese::N,larre,возьвыл
115,Wiese::N,belardi,возь
116,Wiese::N,belardi,возьвыл
117,Wald::N,baso,сик
118,Wald::N,baso,нюлэс
119,Wald::N,oihan,сик
120,Wald::N,oihan,нюлэс
121,Hügel::N,muino,выр
122,Hügel::N,muino,вырйыл
123,Hügel::N,pentoka,выр
124,Hügel::N,pentoka,вырйыл
125,Anhöhe::N,garai,выр
126,Anhöhe::N,garai,вырйыл
127,Anhöhe::N,goragune,выр
128,Anhöhe::N,goragune,вырйыл
129,Berg::N,mendi,гурезь
130,Gipfel::N,gain,йыл
131,Gipfel::N,tontor,йыл
132,Höhle::N,kobazulo,гу
133,Abhang::N,aldapa,бам
134,Quelle::N,iturri,ошмес
135,Quelle::N,iturbegi,ошмес
136,Bach::N,lats,пичи шур
137,Bach::N,erreka,пичи шур
138,Fluss::N,ibai,шур
139,Fluss::N,uhaitz,шур
140,Ufer::N,bazter,ярдур
141,Küste::N,itsasalde,вудур
142,Festland::N,lehor,мувыр
143,Meer::N,itsaso,зарезь
144,Bucht::N,golko,вукож
145,Insel::N,irla,вумуӵ
146,Insel::N,irla,шормуӵ
147,Insel::N,uharte,вумуӵ
148,Insel::N,uharte,шормуӵ
149,Blume::N,lili,сяська
150,Gras::N,belar,турын
151,Wurzel::N,zuztar,выжы
152,Wurzel::N,sustrai,выжы
153,Baum::N,zuhaitz,пу
154,Stamm::N,enbor,модос
155,Rinde::N,azal,сул
156,Ast::N,adar,ул
157,Zweig::N,abar,вай
158,Blatt::N,hosto,куар
159,Birke::N,urki,кызьпу
160,Kiefer[Baum]::N,ler,пужым
161,Weide[Baum]::N,zume,бадьпу
162,Weide[Baum]::N,sahats,бадьпу
163,Tanne::N,izei,кыз
164,Horn::N,adar,сюр
165,Feder::N,luma,тылы
166,Feder::N,hegaki,тылы
167,Fell::N,ile,ку
168,Fell::N,larru,ку
169,Flügel::N,hego,бурд
170,Klaue::N,atzapar,гижы
171,Kralle::N,erpe,пыд
172,Kralle::N,atzapar,пыд
173,Schwanz::N,isats,быж
174,Schwanz::N,buztan,быж
175,Ei::N,arrautza,пуз
176,Ei::N,arrautza,кукей
177,Nest::N,habia,кар
178,Nest::N,habia,пузкар
179,Bau::N,ohantze,кар
180,Bau::N,ohantze,гу
181,Tier::N,abere,пӧйшур
182,Tier::N,piztia,пӧйшур
183,Herde::N,saldo,уллё
184,Herde::N,abere talde,уллё
185,Kuh::N,behi,скал
186,Bulle::N,zezen,ош
187,Bulle::N,zezen,пороз
188,Pferd::N,zaldi,вал
189,Schaf::N,ardi,ыж
190,Schwein::N,urde,парсь
191,Schwein::N,txerri,парсь
192,Hund::N,txakur,пуны
193,Katze::N,katu,коӵыш
194,Bär::N,hartz,гондыр
195,Eichhörnchen::N,urtxintxa,коньы
196,Elch::N,altze,койык
197,Fuchs::N,azeri,ӟичы
198,Hase::N,erbi,кеч
199,Maus::N,sagu,шыр
200,Wolf::N,otso,кион
201,Vogel::N,txori,тылобурдо
202,Vogel::N,hegazti,тылобурдо
203,Schwarm::N,aldra,уллё
204,Huhn::N,oilo,курег
205,Hahn::N,oilar,атас
206,Gans::N,antzara,ӟазег
207,Adler::N,arrano,ӧрзи
208,Ente::N,ahate,ӵӧж
209,Eule::N,hontza,кучыран
210,Kranich::N,kurrilo,тури
211,Krähe::N,bele,куака
212,Kuckuck::N,kuku,кикы
213,Schwan::N,beltxarga,юсь
214,Fisch::N,arrain,чорыг
215,Barsch::N,perka,юш
216,Hecht::N,lutxo,чипей
217,Schlange[Tier]::N,suge,кый
218,Wurm::N,har,нумыр
219,Spinne::N,armiarma,чонари
220,Ameise::N,inurri,кузьыли
221,Laus::N,zorri,тэй
222,Mücke::N,eltxo,нымы
223,Mücke::N,eltxo,чибинь
224,Fliege::N,euli,кут
225,Schmetterling::N,pinpirin,бубыли
226,Schmetterling::N,tximeleta,бубыли
227,Beere::N,baia,узы-боры
228,Apfel::N,sagar,яблок
229,Pilz::N,onddo,губи
230,Pilz::N,perretxiko,губи
231,Zwiebel::N,tipula,сугон
232,Saat::N,haziak,кидыс
233,Korn::N,ale,тысь
234,Korn::N,pikor,тысь
235,Heu::N,belar ondu,турын
236,Schale::N,azal,кыд
237,Grube::N,hobi,гу
238,Grube::N,hobi,гоп
239,Falle::N,harrapagailu,налик
240,Schlinge::N,bilur,гиӟ
241,Schlinge::N,bilur,герд
242,Schlinge::N,xedera,гиӟ
243,Schlinge::N,xedera,герд
244,Spur::N,lorratz,пытьы
245,Spur::N,lorratz,бервыл
246,Asche::N,errauts,пень
247,Dreck::N,satsukeria,дэри
248,Eisen::N,burdina,корт
249,Gold::N,urre,зарни
250,Gold::N,urregorri,зарни
251,Silber::N,zilar,азвесь
252,Silber::N,urrezuri,азвесь
253,Kohle::N,ikatz,эгыр
254,Glas::N,beira,стекло
255,Glas::N,beira,пияла
256,Lehm::N,buztin,сюй
257,Sand::N,harea,луо
258,Sand::N,hondar,луо
259,Mensch::N,gizaki,мурт
260,Mensch::N,gizaki,адями
261,Mann::N,gizon,воргорон
262,Frau::N,andere,кышномурт
263,Frau::N,emakume,кышномурт
264,Kind::N,haur,нуны
265,Kind::N,haur,пинал
266,Junge::N,mutil,пи
267,Mädchen::N,neska,ныл
268,Familie::N,sendi,семья
269,Familie::N,familia,семья
270,Großvater::N,aitona,песятай
271,Großvater::N,aitona,пересь атай
272,Großvater::N,aitatxi,песятай
273,Großvater::N,aitatxi,пересь атай
274,Großmutter::N,amona,песянай
275,Großmutter::N,amona,пересь анай
276,Großmutter::N,amatxi,песянай
277,Großmutter::N,amatxi,пересь анай
278,Eltern::N,gurasoak,атай-анай
279,Eltern::N,gurasoak,бубы-мумы
280,Vater::N,aita,айы
281,Vater::N,aita,атай
282,Mutter::N,ama,мумы
283,Sohn::N,seme,пи
284,Tochter::N,alaba,ныл
285,Bruder::N,neba,агай
286,Bruder::N,anaia,агай
287,Schwester::N,ahizpa,апа
288,Schwester::N,ahizpa,сузэр
289,Onkel::N,osaba,агай
290,Tante::N,izeba,апа
291,Tante::N,izeba,кенак
292,Ehemann::N,senar,карт
293,Ehefrau::N,emazte,кышно
294,Freude::N,poz,шумпотон
295,Freude::N,pozkari,шумпотон
296,Gelächter::N,barre,горем
297,Gelächter::N,karkara,горем
298,Glück::N,zori,шуд
299,Kummer::N,xangrin,кайгу
300,Kummer::N,xangrin,куректон
301,Kummer::N,atsekabe,кайгу
302,Kummer::N,atsekabe,куректон
303,Wunsch::N,nahi,мылпотон
304,Wunsch::N,nahikunde,мылпотон
305,Lust::N,gogo,потон
306,Geist::N,gogo,лул
307,Gedanke::N,gogoeta,малпан
308,Gedächtnis::N,oroimen,йырсазь
309,Gedächtnis::N,oroimen,тодэваён
310,Gedächtnis::N,gogoramen,йырсазь
311,Gedächtnis::N,gogoramen,тодэваён
312,Verstand::N,adimen,йырвизь
313,Verstand::N,ulermen,йырвизь
314,Sinn::N,zentzu,смысл
315,Grund::N,zergati,муг
316,Grund::N,zergati,ньӧм
317,Wahrheit::N,egia,зэм
318,Wahrheit::N,egia,шонер
319,Gespräch::N,hizketa,вераськон
320,Gespräch::N,elkarrizketa,вераськон
321,Märchen::N,ipuin,выжыкыл
322,Erzählung::N,edesti,верос
323,Erzählung::N,kontakizun,верос
324,Nachricht::N,albiste,ивор
325,Neuigkeit::N,berri,выльивор
326,Name::N,izen,ним
327,Rätsel::N,asmakizun,мадькыл
328,Rede::N,hitzaldi,верам
329,Rede::N,mintzaldi,верам
330,Sprache::N,hizkuntza,кыл
331,Stimme::N,ahots,куара
332,Wort::N,hitz,кыл
333,Zeichen::N,agerbide,пус
334,Zeichen::N,agerbide,тодмет
335,Zeichen::N,agergarri,пус
336,Zeichen::N,agergarri,тодмет
337,Ruf::N,dei,ӧтён
338,Ruf::N,dei,чортон
339,Lärm::N,zarata,ӵашетон
340,Lärm::N,harrabots,ӵашетон
341,Laut::N,hots,куара
342,Ton::N,tonu,куара
343,Ton::N,soinu,куара
344,Lied::N,abesti,кырӟан
345,Ruhe::N,nasaitasun,чалмыт улон
346,Leute::N,jende,адямиос
347,Volk::N,herri,калык
348,Volk::N,populu,калык
349,Arbeit::N,lan,уж
350,Gast::N,arrotz,куно
351,Gast::N,apopilo,куно
352,Geschenk::N,opari,салам
353,Geschenk::N,opari,кузьым
354,Spiel::N,jolas,шудон
355,Gesellschaft::N,gizarte,калык
356,Hilfe::N,helpide,юрттон
357,Hilfe::N,laguntza,юрттон
358,Freund::N,lagun,эш
359,Freund::N,lagun,юлтош
360,Kamerad::N,adiskide,тодмо
361,Kamerad::N,lagunkide,тодмо
362,Angelegenheit::N,afera,уж
363,Anzahl::N,kopuru,лыд
364,Art::N,mota,тус
365,Stück::N,puska,юдэс
366,Teil::N,atal,люкет
367,Hälfte::N,erdi,ӝыны
368,Kreis::N,biribilki,котырес
369,Kreuz::N,gurutze,крест
370,Linie::N,linea,гож
371,Strich::N,marra,гож
372,Abstand::N,tarte,вис
373,Abstand::N,tarte,кусып
374,Entfernung::N,urrunera,кусып
375,Gegend::N,alderdi,инты
376,Gegend::N,eskualde,инты
377,Platz::N,leku,инты
378,Ort::N,toki,инты
379,Ort::N,toki,места
380,Seite::N,albo,пал
381,Mitte::N,erdi,шор
382,Gegenstand::N,gauzaki,арбери
383,Sache::N,gauza,котыр
384,Rand::N,ertz,дур
385,Rand::N,ertz,шаер
386,Kante::N,ertz,дур
387,Ecke::N,kantoi,сэрег
388,Spitze::N,punta,йыл
389,Ende::N,buru,пум
390,Ende::N,mutur,пум
391,Loch::N,zulo,пась
392,Winkel::N,zoko,сэрег
393,Winkel::N,bazter,сэрег
394,Muster::N,eredu,пужы
395,Muster::N,marrazki,пужы
396,Größe::N,kaizu,быдӟала
397,Größe::N,tamaina,быдӟала
398,Länge::N,luzera,кузьдала
399,Höhe::N,goiera,ӝуждала
400,Höhe::N,garaiera,ӝуждала
401,Gewicht::N,hazta,сектала
402,Gewicht::N,hazta,секытлык
403,Menge::N,kopuru,лыд
404,Menge::N,kopuru,лыдпус
405,Haufen::N,pila,люк
406,Haufen::N,mendoi,люк
407,Reihe::N,ilara,чур
408,Reihe::N,errenkada,чур
409,Boot::N,potin,пыж
410,Boot::N,potin,лодка
411,Boot::N,txalupa,пыж
412,Boot::N,txalupa,лодка
413,Ruder::N,arraun,полыс
414,Schlitten::N,lera,додьы
415,Schlitten::N,narra,додьы
416,Ski::N,eski,куас
417,Lagerfeuer::N,su,тылскем
418,Last::N,zama,секыт
419,Last::N,karga,секыт
420,Gang::N,ibilera,ветлон
421,Schritt::N,pauso,вамыш
422,Schritt::N,urrats,вамыш
423,Norden::N,ipar,уйпал
424,Norden::N,iparralde,уйпал
425,Süden::N,hego,лымшор
426,Süden::N,hegoalde,лымшор
427,Westen::N,sartalde,шунды пуксён
428,Westen::N,mendebalde,шунды пуксён
429,Osten::N,ekialde,шунды ӝужан
430,Osten::N,sortalde,шунды ӝужан
431,Holz::N,zur,пу
432,Brett::N,ohol,пул
433,Platte::N,lauza,плита
434,Stütze::N,irozgarri,пыкет
435,Stütze::N,bermagailu,пыкет
436,Stange::N,haga,пуӵ
437,Stock::N,makila,боды
438,Stab::N,makila,пуӵ
439,Stab::N,makila,боды
440,Rohr::N,hodi,труба
441,Haus::N,etxe,юрт
442,Heim::N,etxe,корка
443,Heim::N,etxaleku,корка
444,Ofen::N,berogailu,гур
445,Fußboden::N,zoru,выж
446,Tisch::N,mahai,ӝӧк
447,Stuhl::N,aulki,пукон
448,Wiege::N,kuma,кӧкы
449,Wiege::N,kuma,зыбка
450,Wiege::N,sehaska,кӧкы
451,Wiege::N,sehaska,зыбка
452,Bett::N,ohe,валес
453,Bett::N,ohatze,валес
454,Regal::N,apalategi,ӝажы
455,Kiste::N,kutxa,ящик
456,Fenster::N,leiho,укно
457,Fenster::N,leiho,косяк
458,Tür::N,ate,ӧс
459,Tor::N,atari,ӟезьы
460,Zaun::N,hesi,забор
461,Dach::N,teilatu,липет
462,Leiter::N,zurubi,падӟа
463,Besen::N,erratz,ӵужон
464,Besen::N,erratz,исьнер
465,Spaten::N,burdinpala,лопатка
466,Schaufel::N,pala,ютырон
467,Gabel::N,sardexka,тэчы
468,Gabel::N,sardexka,вилка
469,Löffel::N,koilara,пуньы
470,Messer::N,aizto,пурт
471,Nagel::N,iltze,кортӵог
472,Netz::N,sare,сеть
473,Haken::N,mako,курик
474,Griff::N,eskutoki,ныд
475,Schloss::N,sarraila,тунгон
476,Bild::N,irudi,суред
477,Figur::N,figura,фигура
478,Puppe::N,panpina,мунё
479,Puppe::N,andrakila,мунё
480,Beutel::N,zorro,пуйы
481,Bündel::N,azao,керттэт
482,Bündel::N,espal,керттэт
483,Tasche::N,poltsa,пуйы
484,Tasche::N,poltsa,сумка
485,Eimer::N,treska,ведра
486,Deckel::N,tapa,ӵоксэт
487,Deckel::N,estalki,ӵоксэт
488,Geschirr::N,baxera,тусьты-пуньы
489,Geschirr::N,ontziteria,тусьты-пуньы
490,Sack::N,zaku,пуйы
491,Tasse::N,kikara,ӵаша
492,Topf::N,ontzi,миска
493,Topf::N,lapiko,миска
494,Kessel::N,pazia,пурты
495,Essen::N,janaldi,сиськон
496,Nahrung::N,jan,сион
497,Speise::N,jaki,сиён
498,Fleisch::N,okela,сӥль
499,Fleisch::N,haragi,сӥль
500,Getreide::N,labore,ю тысь
501,Brei::N,ahi,ӝук
502,Brei::N,pure,ӝук
503,Brot::N,ogi,нянь
504,Scheibe::N,xerra,шорем
505,Scheibe::N,pirripita,шорем
506,Fett::N,urin,кӧй
507,Fett::N,koipe,кӧй
508,Butter::N,gurin,вӧй
509,Öl::N,olio,вӧй
510,Salz::N,gatz,сылал
511,Suppe::N,zopa,шыд
512,Suppe::N,salda,шыд
513,Honig::N,ezti,чечы
514,Milch::N,esne,йӧл
515,Tee::N,te,чай
516,Leder::N,larru,сурон
517,Wolle::N,artile,гон
518,Wolle::N,artile,ыжгон
519,Stoff::N,ehun,куэм
520,Nadel::N,orratz,вень
521,Nadel::N,jostorratz,вень
522,Faden::N,hari,сӥньыс
523,Knopf::N,botoi,бирды
524,Knoten::N,korapilo,герд
525,Farbe::N,pintura,буёл
526,Kleidung::N,arropa,дӥсь
527,Kleidung::N,jantziak,дӥсь
528,Hemd::N,atorra,дэрем
529,Hemd::N,alkandora,дэрем
530,Kragen::N,idun,сирес
531,Ärmel::N,mahuka,саес
532,Hose::N,prakak,брюки
533,Hose::N,prakak,штань
534,Hose::N,galtzak,брюки
535,Hose::N,galtzak,штань
536,Gürtel::N,gerriko,кускерттон
537,Mütze::N,txano,ызьы
538,Mütze::N,txapel,ызьы
539,Schuh::N,oski,ботинка
540,Schuh::N,oinetako,ботинка
541,Stiefel::N,bota,сапег
542,Ring::N,uztai,зундэс
543,Band::N,zinta,лента
544,Band::N,xingola,лента
545,Kamm::N,orrazi,сын
546,Spiegel::N,mirail,синучкон
547,Riemen::N,uhal,е
548,Schnur::N,lokailu,гозы
549,Leine::N,lotura,думет
550,Decke::N,burusi,шобрет
551,Kissen::N,kuxin,миндэр
552,Tuch::N,zapi,кышет
553,Tuch::N,oihal,кышет
554,Handtuch::N,eskuzapi,ӵушкон
555,Handtuch::N,eskuoihal,ӵушкон
556,Kraft::N,indar,кать
557,Kraft::N,indar,ӟигар
558,Stärke::N,indar,юнлык
559,Gesundheit::N,osasun,тазалык
560,Krankheit::N,eritasun,висён
561,Krankheit::N,gaixotasun,висён
562,Schmerz::N,min,висён
563,Wunde::N,zauri,яра
564,Fieber::N,sukar,кезег
565,Arznei::N,osagai,эмъюм
566,Arznei::N,sendagai,эмъюм
567,Brücke::N,zubi,выж
568,Brunnen::N,putzu,колдэч
569,Weide::N,alha,возь
570,Weide::N,bazkaleku,возь
571,Pfad::N,zidor,сюрес
572,Pfad::N,bidexka,сюрес
573,Weg::N,bide,сюрес
574,Straße::N,errepide,сюрес
575,Dorf::N,herri,гурт
576,Stadt::N,hiri,кар
577,Stadt::N,hiri,город
578,Brief::N,gutun,гожтэт
579,Brief::N,eskutitz,гожтэт
580,Buch::N,liburu,книга
581,Buchstabe::N,hizki,буква
582,Zeitung::N,egunkari,газет
583,Leben::N,bizi,улон
584,Leben::N,bizitza,улон
585,Tod::N,herio,кулон
586,Tod::N,heriotza,кулон
587,Grab::N,hobi,шайгу
588,Grab::N,hilobi,шайгу
589,Kirche::N,eliza,черк
590,Sünde::N,hoben,сьӧлык
591,Sünde::N,bekatu,сьӧлык
592,Gott::N,jainko,ӥнмар
593,Arbeiter::N,langile,рабочий
594,Arbeiter::N,behargin,рабочий
595,Chef::N,nagusi,начальник
596,Meister::N,maisu,кибашлы
597,Arzt::N,osagile,врач
598,Arzt::N,sendagile,врач
599,Lehrer::N,irakasle,дышетӥсь
600,Geld::N,diru,уксё
601,Geld::N,diru,коньдон
602,Geschäft::N,negozio,уж
603,Laden::N,denda,магазин
604,Laden::N,saltegi,магазин
605,Preis::N,prezio,дун
606,Preis::N,salneurri,дун
607,Ware::N,salgai,вуз
608,Nutzen::N,onura,пайда
609,Nutzen::N,probetxu,пайда
610,Reichtum::N,aberastasun,узырлык
611,Welt::N,ludi,дунне
612,Welt::N,mundu,дунне
613,Land::N,herrialde,шаер
614,Staat::N,estatu,кун
615,König::N,errege,эксэй
616,Macht::N,botere,власть
617,Grenze::N,muga,кунгож
618,Krieg::N,guda,ож
619,Feind::N,etsai,тушмон
620,Feind::N,arerio,тушмон
621,Gewalt::N,bortxa,эриктэман
622,Gewalt::N,bortizkeria,эриктэман
623,Kampf::N,gudu,нюръяськон
624,Kampf::N,auska,нюръяськон
625,Bogen[Waffe]::N,arku,пукыӵ
626,Pfeil::N,gezi,пукыӵ вень
627,Gewehr::N,fusil,пыӵал
628,Fehler::N,huts,янгыш
629,Fehler::N,hutsegin,янгыш
630,Lüge::N,gezur,пӧян
631,Lüge::N,gezur,алдан
632,Lüge::N,gezur,ӧрекчан
633,Schaden::N,kalte,изъян
634,Unglück::N,zoritxar,куректон
635,Unglück::N,zoritxar,шудтэме усён
636,Unglück::N,zorigaitz,куректон
637,Unglück::N,zorigaitz,шудтэме усён
638,Schuld::N,erru,янгыш
639,Alter::N,adin,арлыд
640,Schluss::N,bukaera,пум
641,Zeit::N,aldi,дыр
642,Zeit::N,denbora,дыр
643,Tag::N,egun,нунал
644,Morgen::N,goiz,ӵукна
645,Mittag::N,eguerdi,лымшор
646,Abend::N,arrats,ӝыт
647,Abend::N,arrats,акшан
648,Nacht::N,gau,уй
649,Woche::N,aste,арня
650,Monat::N,hil,толэзь
651,Jahr::N,urte,ар
652,Frühling::N,udalehen,тулыс
653,Sommer::N,uda,гужем
654,Herbst::N,udazken,сӥзьыл
655,Herbst::N,neguantz,сӥзьыл
656,Winter::N,negu,тол
657,Januar::N,urtarril,выльартолэзь
658,Februar::N,otsail,тулыспал
659,März::N,martxo,южтолэзь
660,April::N,apiril,оштолэзь
661,Mai::N,maiatz,куартолэзь
662,Juni::N,ekain,вожотолэзь
663,Juli::N,uztail,пӧсьтолэзь
664,August::N,abuztu,гудырикошкон
665,September::N,irail,куарусён
666,Oktober::N,urri,выльӝуктолэзь
667,November::N,azaro,шуркынмон
668,Dezember::N,abendu,толсур
669,Montag::N,astelehen,вордӥськон
670,Dienstag::N,astearte,вторник
671,Mittwoch::N,asteazken,вирнунал
672,Donnerstag::N,ostegun,покчиарня
673,Freitag::N,ostiral,удмуртарня
674,Samstag::N,larunbat,кӧснунал
675,Sonntag::N,igande,арня
676,groß::A,handi,бадӟым
677,klein::A,txiki,пичи
678,lang::A,luze,кузь
679,kurz::A,labur,вакчи
680,breit::A,zabal,паськыт
681,schmal::A,mehar,сюлэг
682,dicht::A,sarri,ӵем
683,dicht::A,trinko,ӵем
684,dick[Gegenstand]::A,lodi,зӧк
685,dünn::A,mehe,векчи
686,fein::A,fin,векчи
687,fest::A,tinko,юн
688,fest::A,tinko,чурыт
689,flach::A,lau,ӵошкыт
690,flach::A,ordoki,ӵошкыт
691,glatt::A,leun,гылыт
692,glatt::A,leun,вольыт
693,hart::A,gogor,чурыт
694,weich::A,bigun,небыт
695,weich::A,beratz,небыт
696,rund::A,biribil,котырес
697,spitz::A,puntadun,йылсо
698,scharf::A,zorrotz,лэчыт
699,stumpf::A,kamuts,ныж
700,schwer::A,astun,секыт
701,schwer::A,pisutsu,секыт
702,schön::A,eder,чебер
703,heiß::A,bero,пӧсь
704,heiß::A,oso bero,пӧсь
705,warm::A,bero,шуныт
706,kalt::A,hotz,кезьыт
707,kühl::A,hotzil,юзмыт
708,kühl::A,hotzil,салкым
709,frisch::A,fresko,выль
710,frisch::A,hozkirri,выль
711,feucht::A,heze,мускыт
712,nass::A,busti,котмем
713,trocken::A,siku,кӧс
714,trocken::A,lehor,кӧс
715,voll::A,bete,тыр
716,leer::A,huts,буш
717,leer::A,huts,тырттэм
718,offen::A,ireki,усьтэм
719,geschlossen::A,itxita,ӵогам
720,geschlossen::A,itxita,пунням
721,sauber::A,xahu,ӝикыт
722,sauber::A,xahu,чылкыт
723,sauber::A,garbi,ӝикыт
724,sauber::A,garbi,чылкыт
725,schmutzig::A,lohi,нӧд
726,schmutzig::A,zikin,нӧд
727,roh::A,gordin,ыль
728,reif::A,umo,вуэм
729,reif::A,heldu,вуэм
730,lecker::A,goxo,ческыт
731,süß::A,goxo,ческыт
732,bitter::A,karmin,курыт
733,bitter::A,garratz,курыт
734,sauer::A,mingots,чырс
735,hell::A,argi,югыт
736,dunkel::A,ilun,пеймыт
737,schwarz::A,beltz,сьӧд
738,weiß::A,zuri,тӧдьы
739,rot::A,gorri,горд
740,gelb::A,hori,ӵуж
741,blau::A,urdin,лыз
742,grün::A,berde,вож
743,grün::A,musker,вож
744,grau::A,urdin,пурысь
745,grau::A,urdinabar,пурысь
746,bunt::A,koloretsu,куӵо
747,billig::A,merke,дунтэм
748,teuer::A,garesti,дуно
749,wertvoll::A,baliotsu,дуно
750,blind::A,itsu,сукыр
751,blind::A,itsu,синтэм
752,taub::A,gor,пельтэм
753,kräftig::A,kementsu,кужмо
754,stark::A,bizkor,юн
755,stark::A,bizkor,кужмо
756,stark::A,indartsu,юн
757,stark::A,indartsu,кужмо
758,schwach::A,ahul,ляб
759,schwach::A,ahul,начар
760,schwach::A,indargabe,ляб
761,schwach::A,indargabe,начар
762,fett::A,gizen,кӧй
763,schlank::A,lerden,веськыт
764,schlank::A,lerden,веськрес
765,hübsch::A,polit,чебер
766,hübsch::A,polit,синмаськымон
767,böse::A,tzar,лек
768,böse::A,gaizto,лек
769,dumm::A,lelo,шузи
770,dumm::A,lelo,визьтэм
771,dumm::A,pello,шузи
772,dumm::A,pello,визьтэм
773,faul::A,nagi,азьтэм
774,faul::A,alfer,азьтэм
775,fleißig::A,maratz,сюлмо
776,fleißig::A,lanzale,сюлмо
777,geizig::A,zeken,сук
778,geizig::A,zikoitz,сук
779,klug::A,zuhur,визьмо
780,geschickt::A,trebe,усто
781,geschickt::A,trebe,быгатӥсь
782,geschickt::A,antzetsu,усто
783,geschickt::A,antzetsu,быгатӥсь
784,lieb::A,maite,мусо
785,lieb::A,laztan,мусо
786,lustig::A,alaitsu,шулдыр
787,sanft::A,eme,мусо
788,sanft::A,eme,эрке
789,sanft::A,ezti,мусо
790,sanft::A,ezti,эрке
791,hungrig::A,gose,сютэм
792,krank::A,eri,висись
793,krank::A,gaixo,висись
794,nackt::A,biluzi,гольык
795,traurig::A,itun,мӧзмыт
796,traurig::A,betilun,мӧзмыт
797,lebendig::A,bizirik,улэп
798,gut::A,on,ӟеч
799,gut::A,on,умой
800,schlecht::A,txar,урод
801,schlecht::A,txar,алама
802,richtig::A,zuzen,шонер
803,schlimm::A,larri,алама
804,wahr::A,egiazko,зэмос
