,Concept_ID,ka,ku
117,Höhle::N,მღვიმე,şikeft
118,Höhle::N,გამოქვებული,şikeft
119,Abhang::N,ფერდობი,kaş
120,Quelle::N,წყარო,kanî
121,Quelle::N,სათავე,kanî
122,Bach::N,რუ,çem
123,Bach::N,ნაკადული,çem
124,Fluss::N,მდინარე,çem
125,Fluss::N,მდინარე,rûbar
126,Ufer::N,კიდე,kevî
127,Ufer::N,ნაპირი,kevî
128,Küste::N,ნაპირი,berav
129,Festland::N,ხმელეთი,bejahî
130,Meer::N,ზღვა,behr
131,Bucht::N,ყურე,derav
132,Insel::N,კუნძული,girav
133,Blume::N,ყვავილი,kulînk
134,Gras::N,ბალახი,giha
135,Wurzel::N,ძირი,reh
136,Wurzel::N,ფესვი,reh
137,Baum::N,ხე,dar
138,Stamm::N,ტანი,bavik
139,Rinde::N,ქერქი,qaqil
140,Ast::N,ტოტი,gulî
141,Zweig::N,შტო,şax
142,Blatt::N,ფოთოლი,pel
143,Birke::N,არყი,dara sipî
144,Kiefer[Baum]::N,ფიჭვი,dara bî
145,Weide[Baum]::N,ტირიფი,dara belalûk
146,Tanne::N,ნაძვი,merx
147,Horn::N,რქა,strô
148,Feder::N,ფრთა,pîrtîk
149,Fell::N,ტყავი,heyar
150,Flügel::N,ფრთა,per
151,Klaue::N,კლანჭი,napîk
152,Kralle::N,ტორი,dinik
153,Kralle::N,ტორი,dirnax
154,Schwanz::N,კუდი,dûv
155,Ei::N,კვერცხი,hêk
156,Nest::N,ბუდე,hêlîn
157,Bau::N,სორო,avahî
158,Tier::N,ნადირი,heywan
159,Tier::N,ცხოველი,heywan
160,Herde::N,ფარა,hoz
161,Kuh::N,ფური,çêlek
162,Kuh::N,ძროხა,çêlek
163,Bulle::N,ხარი,ga
164,Pferd::N,რაში,hesp
165,Pferd::N,ცხენი,hesp
166,Schaf::N,ცხვარი,mîh
167,Schwein::N,ღორი,beraz
168,Hund::N,ძაღლი,seh
169,Katze::N,კატა,pişîk
170,Bär::N,დათვი,hirç
171,Eichhörnchen::N,ციყვი,pilûr
172,Elch::N,ცხენ-ირემი,pazkovî
173,Fuchs::N,მელა,rovî
174,Hase::N,კურდღელი,kîroşk
175,Maus::N,თაგვი,mişk
176,Wolf::N,მგელი,gur
177,Vogel::N,ჩიტი,çûk
178,Vogel::N,ფრინველი,çûk
179,Schwarm::N,გუნდი,lufik
180,Huhn::N,დედალი,mirîşk
181,Hahn::N,მამალი,dîk
182,Gans::N,ბატი,qaz
183,Adler::N,არწივი,eylo
184,Ente::N,იხვი,werdek
185,Eule::N,ბუ,bûm
186,Eule::N,ბუ,kund
187,Kranich::N,წერო,quling
188,Krähe::N,ყვავი,qijik
189,Kuckuck::N,გუგული,pepûk
190,Schwan::N,გედი,qû
191,Fisch::N,თევზი,masî
192,Barsch::N,ქორჭილა,okûn
193,Hecht::N,ქარიყლაპია,mesîyê lûf
194,Schlange[Tier]::N,გველი,mar
195,Wurm::N,ჭია,kurm
196,Spinne::N,ობობა,pîrê
197,Ameise::N,ჭიანჭველა,mîro
198,Ameise::N,ჭიანჭველა,gêrîk
199,Laus::N,ტილი,spi
200,Laus::N,მკბენარი,spi
201,Mücke::N,კოღო,mêş
202,Fliege::N,ბუზი,mêş
203,Schmetterling::N,პეპელა,perperîk
204,Beere::N,კენკრა,hirç
205,Apfel::N,ვაშლი,sêv
206,Pilz::N,სოკო,bîrov
207,Zwiebel::N,ხახვი,pîvaz
208,Saat::N,თესლი,tov
209,Korn::N,მარცვალი,dexl
210,Heu::N,თივა,sap
211,Schale::N,ჩენჩო,qaşik
212,Grube::N,ორმო,çahl
213,Falle::N,ხაფანგი,dafik
214,Schlinge::N,მახე,dahf
215,Spur::N,კვალი,rêç
216,Asche::N,ფერფლი,xweli
217,Dreck::N,ტალახი,gemarî
218,Dreck::N,სიბინძურე,gemarî
219,Eisen::N,რკინა,hesing
220,Gold::N,ოქრო,zêr
221,Silber::N,ვერცხლი,zîv
222,Kohle::N,ნახშირი,komir
223,Glas::N,მინა,qedeh
224,Lehm::N,თიხა,kelpîç
225,Sand::N,ქვიშა,qûm
226,Mensch::N,ადამიანი,mirov
227,Mann::N,კაცი,mêr
228,Frau::N,ქალი,jin
229,Kind::N,ბავშვი,zarok
230,Junge::N,ვაჟი,kur
231,Mädchen::N,გოგო,keç
232,Mädchen::N,გოგო,keçik
233,Familie::N,ოჯახი,malbat
234,Großvater::N,პაპა,bapîr
235,Großvater::N,ბაბუა,bapîr
236,Großmutter::N,ბებია,pîrik
237,Großmutter::N,დიდედა,pîrik
238,Eltern::N,მშობლები,bavudê
239,Vater::N,მამა,bav
240,Mutter::N,დედა,dê
241,Mutter::N,დედა,dayik
242,Sohn::N,ვაჟიშვილი,kur
243,Tochter::N,ქალიშვილი,keç
244,Bruder::N,ძმა,bira
245,Schwester::N,და,xweh
246,Onkel::N,ბიძა,am
247,Onkel::N,ბიძა,xal
248,Tante::N,დეიდა,metik
249,Tante::N,დეიდა,xaltîk
250,Tante::N,მამიდა,metik
251,Tante::N,მამიდა,xaltîk
252,Ehemann::N,ქმარი,mêr
253,Ehefrau::N,ცოლი,kulfet
254,Freude::N,სიხარული,kêfxweşî
255,Gelächter::N,სიცილი,pîrqînî
256,Glück::N,ბედნიერება,bext
257,Kummer::N,მწუხარება,derd
258,Wunsch::N,წადილი,daxwaz
259,Wunsch::N,წადილი,xwestek
260,Wunsch::N,სურვილი,daxwaz
261,Wunsch::N,სურვილი,xwestek
262,Lust::N,წადილი,şewq
263,Geist::N,სული,aqil
264,Gedanke::N,ფიქრი,fikir
265,Gedächtnis::N,მეხსიერება,aqil
266,Verstand::N,ჭკუა,fêm
267,Verstand::N,გონება,fêm
268,Sinn::N,მნიშვნელობა,aqil
269,Grund::N,მიზეზი,asas
270,Wahrheit::N,სიმართლე,rastî
271,Wahrheit::N,ჭეშმარიტება,rastî
272,Gespräch::N,ბაასი,guftûgo
273,Gespräch::N,საუბარი,guftûgo
274,Märchen::N,არაკი,çirok
275,Märchen::N,ზღაპარი,çirok
276,Erzählung::N,თქმულება,çirok
277,Erzählung::N,თქმულება,vegotin
278,Nachricht::N,ცნობა,nûçe
279,Nachricht::N,ამბავი,nûçe
280,Neuigkeit::N,სიახლე,hewal
281,Name::N,სახელი,nav
282,Name::N,სახელი,paşnav
283,Rätsel::N,გამოცანა,tiştonek
284,Rede::N,სიტყვა,gotar
285,Rede::N,სიტყვა,axavtin
286,Sprache::N,ენა,ziman
287,Stimme::N,ხმა,pejn
288,Wort::N,სიტყვა,gotin
289,Zeichen::N,ნიშანი,şanek
290,Ruf::N,ძახილი,hawar
291,Lärm::N,ხმაური,xarbalix
292,Laut::N,ხმა,deng
293,Laut::N,ხმა,hês
294,Laut::N,ბგერა,deng
295,Laut::N,ბგერა,hês
296,Ton::N,ტონი,awaz
297,Lied::N,სიმღერა,sitran
298,Ruhe::N,სიწყნარე,rihetî
299,Leute::N,ადამიანები,xelk
300,Volk::N,ერი,xelk
301,Volk::N,ხალხი,xelk
302,Arbeit::N,მუშაობა,xebat
303,Gast::N,სტუმარი,mêvan
304,Geschenk::N,საჩუქარი,diyarî
305,Spiel::N,თამაში,lîstik
306,Gesellschaft::N,საზოგადოება,komal
307,Hilfe::N,შველა,alîkarî
308,Hilfe::N,დახმარება,alîkarî
309,Freund::N,მეგობარი,heval
310,Kamerad::N,ამხანაგი,heval
311,Angelegenheit::N,საქმე,pirsgirêk
312,Anzahl::N,ოდენობა,çend
313,Art::N,სახეობა,çeh
314,Stück::N,ნატეხი,lib
315,Stück::N,ნატეხი,parçe
316,Teil::N,წილი,parçe
317,Hälfte::N,ნახევარი,nîvî
318,Kreis::N,წრე,çemil
319,Kreuz::N,ჯვარი,xaç
320,Linie::N,ხაზი,xezik
321,Strich::N,შტრიხი,xezik
322,Abstand::N,მანძილი,dûrahî
323,Entfernung::N,სიშორე,dûrahî
324,Gegend::N,არე,dever
325,Gegend::N,მხარე,dever
326,Platz::N,ფართობი,çih
327,Ort::N,ადგილი,dever
328,Seite::N,მხარე,rûpel
329,Mitte::N,შუა,nav
330,Mitte::N,შუა,nabênê
331,Gegenstand::N,საგანი,tişt
332,Sache::N,ნივთი,tişt
333,Rand::N,კიდე,kevî
334,Kante::N,ნაწიბული,kevî
335,Ecke::N,კუთხე,qunç
336,Spitze::N,წვეტი,derzî
337,Ende::N,ბოლო,talî
338,Loch::N,ხვრელი,qul
339,Winkel::N,კუთხე,kurnîşk
340,Muster::N,მოხატულობა,desen
341,Größe::N,ზომა,mezinî
342,Größe::N,სიდიდე,mezinî
343,Länge::N,სიგრძე,dirêjahî
344,Höhe::N,სიმაღლე,bilindayî
345,Gewicht::N,წონა,giranî
346,Menge::N,რაოდენობა,qas
347,Haufen::N,გროვა,lod
348,Reihe::N,რიგი,rêz
349,Reihe::N,წყება,rêz
350,Boot::N,გემი,kelek
351,Ruder::N,ხოფი,bêrik
352,Ruder::N,ნიჩაბი,bêrik
353,Schlitten::N,მარხილი,xîjik
354,Ski::N,თხილამური,lakan
355,Lagerfeuer::N,კოცონი,agir
356,Last::N,ტვირთი,bar
357,Gang::N,სვლა,fîtêz
358,Schritt::N,ბიჯი,gav
359,Norden::N,ჩრდილოეთი,bakur
360,Süden::N,სამხრეთი,başur
361,Westen::N,დასავლეთი,rojava
362,Osten::N,აღმოსავლეთი,rojhilat
363,Holz::N,ხე,dep
364,Brett::N,დაფა,dep
365,Brett::N,ფიცარი,dep
366,Platte::N,თლილი ქვა,dep
367,Stütze::N,საყრდენი,destek
368,Stange::N,ჭოკი,sing
369,Stock::N,კეტი,çam
370,Stab::N,ლატანი,qat
371,Rohr::N,მილაკი,borî
372,Haus::N,სახლი,mal
373,Haus::N,სახლი,xanî
374,Heim::N,ოჯახის კერა,mal
375,Ofen::N,ღუმელი,sobe
376,Fußboden::N,იატაკი,binpê
377,Tisch::N,სუფრა,mase
378,Tisch::N,მაგიდა,mase
379,Stuhl::N,სკამი,kursî
380,Wiege::N,აკვანი,derguş
381,Bett::N,საწოლი,qerewêle
382,Bett::N,სარეცელი,qerewêle
383,Regal::N,თაროები,rêbaz
384,Kiste::N,ყუთი,sindoq
385,Kiste::N,სკივრი,sindoq
386,Fenster::N,ფანჯარა,çam
387,Fenster::N,ფანჯარა,şibeke
388,Fenster::N,სარკმელი,çam
389,Fenster::N,სარკმელი,şibeke
390,Tür::N,ბჭე,derî
391,Tür::N,კარი,derî
392,Tor::N,ჭიშკარი,derge
393,Zaun::N,ღობე,hejik
394,Zaun::N,გალავანი,hejik
395,Dach::N,სახურავი,sere xanî
396,Leiter::N,კიბე,pêling
397,Besen::N,ცოცხი,melkes
398,Spaten::N,ნიჩაბი,mer
399,Schaufel::N,ბარი,bêr
400,Gabel::N,ჩანგალი,çetel
401,Löffel::N,კოვზი,kevçî
402,Messer::N,დანა,kêr
403,Nagel::N,ლურსმანი,bizmar
404,Netz::N,ბადე,tor
405,Haken::N,კავი,çenqel
406,Haken::N,კაუჭი,çenqel
407,Griff::N,ტარი,destî
408,Schloss::N,კლიტე,qonax
409,Schloss::N,საკეტი,qonax
410,Bild::N,სურათი,dimen
411,Figur::N,ფიგურა,figûr
412,Puppe::N,თოჯინა,bûk
413,Beutel::N,პარკი,kîsik
414,Bündel::N,გალა,pêçek
415,Bündel::N,ასხმა,pêçek
416,Tasche::N,ჩანთა,bêrîk
417,Eimer::N,ჩამჩა,dewl
418,Deckel::N,ხუფი,devik
419,Deckel::N,სარქველი,devik
420,Geschirr::N,ჭურჭელი,ferax
421,Sack::N,ტომარა,tûr
422,Tasse::N,ფინჯანი,kada
423,Topf::N,ქოთანი,beroş
424,Kessel::N,ქვაბი,şîril
425,Essen::N,ჭამა,xwarin
426,Nahrung::N,საზრდო,xwarin
427,Nahrung::N,საკვები,xwarin
428,Speise::N,საჭმელი,xwarin
429,Fleisch::N,ხორცი,goşt
430,Getreide::N,მარცვლოვანი,zad
431,Brei::N,ფაფა,hewdêl
432,Brot::N,პური,
433,Scheibe::N,ნაჭერი,parçe
434,Fett::N,ქონი,rûn
435,Fett::N,ცხიმი,rûn
436,Butter::N,კარაქი,rûn
437,Öl::N,ზეთი,rûn
438,Salz::N,მარილი,xwe
439,Suppe::N,სუფი,şorbe
440,Honig::N,თაფლი,hingiv
441,Milch::N,რძე,şîr
442,Tee::N,ჩაი,çay
443,Leder::N,ტყავი,çerm
444,Wolle::N,მატყლი,herî
445,Stoff::N,ქსოვილი,paç
446,Nadel::N,ნემსი,derzî
447,Faden::N,ძაფი,ta
448,Faden::N,მკედი,ta
449,Knopf::N,ღილი,bişkok
450,Knoten::N,ნასკვი,girêk
451,Farbe::N,საღებავი,boyax
452,Kleidung::N,ტანსაცმელი,çil
453,Hemd::N,ხალათი,qutik
454,Hemd::N,ხალათი,miltan
455,Hemd::N,პერანგი,qutik
456,Hemd::N,პერანგი,miltan
457,Kragen::N,საყელო,stûvang
458,Ärmel::N,სახელო,hûçik
459,Hose::N,შარვალი,şewel
460,Gürtel::N,ქამარი,qayiş
461,Mütze::N,ქუდი,fîno
462,Schuh::N,ფეხსაცმელი,şêkal
463,Stiefel::N,ჩექმა,gizme
464,Stiefel::N,ჩექმა,çizme
465,Ring::N,ბეჭედი,xelek
466,Band::N,ბაფთი,band
467,Kamm::N,სავარცხელი,şeh
468,Spiegel::N,სარკე,eynik
469,Riemen::N,ღვედი,qayiş
470,Schnur::N,ლარი,doxin
471,Leine::N,ჯაჭვი,şirît
472,Decke::N,საბანი,bataniye
473,Kissen::N,ბალიში,balgî
474,Tuch::N,მაუდი,şar
475,Tuch::N,თავშალი,şar
476,Handtuch::N,ხელსახოცი,dezmal
477,Kraft::N,ძალა,hêz
478,Kraft::N,ძალა,qewet
479,Stärke::N,ღონე,xurtî
480,Gesundheit::N,ჯანმრთელობა,nojdarî
481,Krankheit::N,სენი,nexweşî
482,Krankheit::N,ავადმყოფობა,nexweşî
483,Schmerz::N,ტკივილი,êş
484,Wunde::N,იარი,kul
485,Wunde::N,ჭრილობა,kul
486,Fieber::N,ციება,ta
487,Arznei::N,წამალი,derman
488,Brücke::N,ხიდი,kopî
489,Brunnen::N,ჭა,çal
490,Brunnen::N,ჭა,kani
491,Weide::N,საძოვარი,beyar
492,Pfad::N,ბილიკი,xaçirek
493,Weg::N,გზა,rê
494,Straße::N,შარაგზა,rê
495,Dorf::N,დაბა,gund
496,Dorf::N,სოფელი,gund
497,Stadt::N,ქალაქი,baçar
498,Brief::N,წერილი,name
499,Buch::N,წიგნი,kitêb
500,Buch::N,წიგნი,pirtûk
501,Buchstabe::N,ასო,herf
502,Zeitung::N,გაზეთი,rojname
503,Leben::N,სიცოცხლე,jiyan
504,Tod::N,სიკვდილი,mirin
505,Grab::N,სამარე,mezel
506,Grab::N,საფლავი,mezel
507,Kirche::N,ეკლესია,gilyas
508,Sünde::N,ცოდვა,guneh
509,Gott::N,ღმერთი,xwedê
510,Arbeiter::N,მუშა,hîşçî
511,Chef::N,გამგე,bêg
512,Meister::N,ოსტატი,hoste
513,Arzt::N,ექიმი,doktor
514,Arzt::N,მკურნალი,doktor
515,Lehrer::N,მასწავლებელი,mamoste
516,Geld::N,ფული,pere
517,Geschäft::N,საქმე,firoşgeh
518,Geschäft::N,ბიზნესი,firoşgeh
519,Laden::N,დუქანი,dikan
520,Laden::N,მაღაზია,dikan
521,Preis::N,ფასი,buha
522,Ware::N,საქონელი,tişt
523,Nutzen::N,ხეირი,fêde
524,Reichtum::N,სიმდიდრე,serwet
525,Welt::N,მსოფლიო,dinya
526,Land::N,მხარე,welat
527,Land::N,ქვეყანა,welat
528,Staat::N,სახელმწიფო,dewlet
529,König::N,მეფე,şah
530,König::N,მეფე,qral
531,Macht::N,ძლიერება,qewet
532,Macht::N,ძლიერება,destihilat
533,Grenze::N,ზღვარი,kevî
534,Krieg::N,ომი,çeng
535,Krieg::N,ომი,sêwaş
536,Feind::N,მტერი,dijmin
537,Gewalt::N,სისასტიკე,zor
538,Kampf::N,ბრძოლა,şer
539,Bogen[Waffe]::N,მშვილდი,kêvan
540,Pfeil::N,ისარი,çîrik
541,Pfeil::N,მახვილი,çîrik
542,Gewehr::N,თოფი,tifing
543,Gewehr::N,შაშხანა,tifing
544,Fehler::N,შეცდომა,şaşî
545,Lüge::N,სიცრუე,derew
546,Schaden::N,ვნება,xisar
547,Unglück::N,ხიფათი,bêbextî
548,Unglück::N,უბედურება,bêbextî
549,Schuld::N,ბრალი,suç
550,Alter::N,ასაკი,temen
551,Schluss::N,ბოლო,girtin
552,Schluss::N,დასასრული,girtin
553,Zeit::N,დრო,çax
554,Tag::N,დღე,roj
555,Morgen::N,დილა,sibeh
556,Mittag::N,შუადღე,nîro
557,Abend::N,საღამო,êvar
558,Nacht::N,ღამე,şev
559,Woche::N,კვირა,heftî
560,Monat::N,თვე,meh
561,Jahr::N,წელი,sal
562,Frühling::N,გაზაფხული,bihar
563,Sommer::N,ზაფხული,havîn
564,Herbst::N,შემოდგომა,payîz
565,Winter::N,ზამთარი,zistan
566,Januar::N,იანვარი,çile
567,Februar::N,თებერვალი,sibat
568,März::N,მარტი,adar
569,April::N,აპრილი,nîsan
570,Mai::N,მაისი,gûlan
571,Juni::N,ივნისი,hezîran
572,Juli::N,ივლისი,tîmeh
573,August::N,აგვისტო,tebax
574,September::N,სექტემბერი,îlon
575,Oktober::N,ოქტომბერი,çotmeh
576,November::N,ნოემბერი,mijdar
577,Dezember::N,დეკემბერი,kanûn
578,Montag::N,ორშაბათი,duşemb
579,Dienstag::N,სამშაბათი,sêşem
580,Mittwoch::N,ოთხშაბათი,çarşemb
581,Donnerstag::N,ხუთშაბათი,pêşemb
582,Freitag::N,პარასკევი,în
583,Samstag::N,შაბათი,şemî
584,Sonntag::N,კვირა,yekşemb
585,groß::A,დიდი,mezin
586,klein::A,მცირე,çûçik
587,klein::A,პატარა,çûçik
588,lang::A,გრძელი,dirêj
589,kurz::A,მოკლე,kin
590,breit::A,ფართო,fireh
591,breit::A,განიერი,fireh
592,schmal::A,ვიწრო,tenik
593,schmal::A,წვრილი,tenik
594,dicht::A,მჭიდრო,gir
595,dick[Gegenstand]::A,სქელი,şîşman
596,dünn::A,წვრილი,zirav
597,fein::A,თხელი,tenik
598,fest::A,მყარი,saxlem
599,flach::A,ბრტყელი,pahn
600,glatt::A,გლუ,dûz
601,glatt::A,გლუ,şayîk
602,hart::A,მაგარი,hişk
603,weich::A,რბილი,nerm
604,rund::A,მრგვალი,gilover
605,spitz::A,წვეტიანი,pîj
606,scharf::A,მჭრელი,tûj
607,stumpf::A,ბლაგვი,ne tûj
608,schwer::A,მძიმე,giran
609,schön::A,ლამაზი,xweş
610,schön::A,ლამაზი,xweşik
611,heiß::A,ცხელი,kelandî
612,warm::A,თბილი,germ
613,kalt::A,ცივი,sar
614,kühl::A,გრილი,jemîrî
615,frisch::A,სუფთა,ter
616,feucht::A,ნოტიო,şil
617,nass::A,სველი,şilek
618,trocken::A,მშრალი,zuwa
619,voll::A,სავსე,tijî
620,leer::A,ცარიელი,vala
621,offen::A,ღია,vekirî
622,offen::A,გაშლილი,vekirî
623,geschlossen::A,დახურული,asê
624,sauber::A,სუფთა,pakij
625,sauber::A,წმინდა,pakij
626,schmutzig::A,ტალახიანი,lewitî
627,roh::A,უმი,xav
628,reif::A,მწიფე,gihaştî
629,lecker::A,გემრიელი,xweş
630,süß::A,ტკბილი,şîrîn
631,bitter::A,მწარე,tahl
632,sauer::A,მჟავე,tirş
633,hell::A,ნათელი,ronî
634,dunkel::A,ბნელი,tarî
635,schwarz::A,შავი,reş
636,weiß::A,თეთრი,sipî
637,rot::A,წითელი,sor
638,gelb::A,ყვითელი,zer
639,blau::A,ლურჯი,şîn
640,blau::A,ცისფერი,şîn
641,grün::A,მწვანე,şîn
642,grau::A,რუხი,gewr
643,grau::A,ნაცრისფერი,gewr
644,bunt::A,ჭრელი,rengîn
645,bunt::A,ფერადი,rengîn
646,billig::A,იაფი,erzan
647,teuer::A,ძვირი,biha
648,wertvoll::A,ღირსიანი,hêja
649,wertvoll::A,ღირსიანი,giranbiha
650,blind::A,ბრმა,kor
651,taub::A,ყრუ,kerr
652,kräftig::A,ძალავანი,gir
653,kräftig::A,ძალავანი,xurt
654,stark::A,ძლიერი,xurt
655,stark::A,ღონიერი,xurt
656,schwach::A,სუსტი,kesad
657,fett::A,სქელი,qelew
658,schlank::A,გამხდარი,zirav
659,hübsch::A,ეშხიანი,xweşik
660,hübsch::A,მშვენიერი,xweşik
661,böse::A,ავი,xerab
662,böse::A,ავი,aciz
663,böse::A,ბოროტი,xerab
664,böse::A,ბოროტი,aciz
665,dumm::A,ბოთე,gêj
666,dumm::A,სულელი,gêj
667,faul::A,ზანტი,têmbêl
668,faul::A,ზარმაცი,têmbêl
669,fleißig::A,ბეჯითი,jêhatî
670,fleißig::A,მუყაითი,jêhatî
671,geizig::A,ძუნწი,destgirtî
672,klug::A,ჭკვიანი,baqil
673,geschickt::A,მარჯვე,zîrek
674,geschickt::A,მარჯვე,ziring
675,geschickt::A,გაწაფული,zîrek
676,geschickt::A,გაწაფული,ziring
677,lieb::A,სატრფიალო,delal
678,lustig::A,მხიარული,kêfxweş
679,sanft::A,ალერსიანი,nazenîn
680,sanft::A,გრძნობიერი,nazenîn
681,hungrig::A,მშიერი,birçî
682,krank::A,სნეული,nexweş
683,krank::A,ავადმყოფი,nexweş
684,nackt::A,ტიტველი,rût
685,nackt::A,ტიტველი,tazî
686,traurig::A,მწუხარე,xemgîn
687,traurig::A,სევდიანი,xemgîn
688,lebendig::A,ცოცხალი,bisaxî
689,gut::A,კარგი,baş
690,schlecht::A,უხეირო,xerab
691,richtig::A,ნამდვილი,rast
692,richtig::A,ნამდვილი,saxlem
693,schlimm::A,ცუდი,nebaş
694,wahr::A,სწორი,rast
695,wahr::A,ჭეშმარიტი,rast
696,alt::A,ძველი,pîr
697,alt::A,ძველი,kevn
698,neu::A,ახალი,nû
699,ehemalig::A,ყოფილი,kevnar
700,ehemalig::A,ყოფილი,peşidar
701,alt[Lebewesen]::A,ბებერი,pîr
702,jung::A,ნორჩი,xort
703,jung::A,ახალგაზრდა,xort
704,arm::A,ღარიბი,feqîr
705,arm::A,ღარიბი,desteng
706,reich::A,მდიდარი,dewlemend
707,bekannt::A,ცნობილი,naskirî
708,berühmt::A,გამოჩენილი,navdar
709,fremd::A,უცხო,xerîb
710,fremd::A,გარეშე,xerîb
711,verschieden::A,სხვაგვარი,çîhê
712,nah::A,ახლო,nêzîk
713,fern::A,შორი,dûr
714,fern::A,შორეული,dûr
715,linker::A,მარცხენა,çepê
716,rechter::A,მარჯვენა,rastê
717,anderer::A,სხვა,yê din
718,erster::A,პირველი,yekemîn
719,zweiter::A,მეორე,duda
720,dritter::A,მესამე,sisêya
721,letzter::A,ბოლო,paşîn
722,letzter::A,უკანასკნელი,paşîn
723,allein::ADV,მარტო,tenê
724,auf einmal::ADV,ერთდროულად,jar kê
725,zusammen::ADV,ერთად,tev
726,zusammen::ADV,ერთად,bi hev re
727,lange::ADV,დიდხანს,dirêj
728,plötzlich::ADV,მოულოდნელად,ji nişkave
729,sofort::ADV,ახლავე,yekser
730,später::ADV,მოგვიანებით,paşiyê
731,jetzt::ADV,ახლა,nuha
732,heute::ADV,დღეს,îro
733,morgen::ADV,ხვალ,sibeh
