,Concept_ID,kn,is
413,Wolle::N,ಉಣ್ಣೆ,ull
414,Stoff::N,ಬಟ್ಟೆ,dúkur
415,Nadel::N,ಸೂಜಿ,nál
416,Faden::N,ದಾರ,þráður
417,Knopf::N,ಗುಂಡು,tala
418,Knopf::N,ಗುಂಡು,hnappur
419,Knoten::N,ಗಂಟು,hnútur
420,Farbe::N,ಬಣ್ಣ,málning
421,Kleidung::N,ಅರಿವೆ,búningur
422,Kleidung::N,ಅರಿವೆ,klæðnaður
423,Hemd::N,ಅಂಗಿ,skyrta
424,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,kragi
425,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,flibbi
426,Ärmel::N,ತೋಳು,ermi
427,Hose::N,ಇಜಾರ,buxur
428,Gürtel::N,ಬೆಲ್ಟು,belti
429,Mütze::N,ಟೋಪಿ,húfa
430,Schuh::N,ಪಾದರಕ್ಷೆ,skór
431,Stiefel::N,ಬೂಟು,stígvél
432,Ring::N,ಉಂಗುರ,hringur
433,Band::N,ರಿಬ್ಬನ್,band
434,Kamm::N,ಹಣಿಗೆ,greiða
435,Spiegel::N,ಕನ್ನಡಿ,spegill
436,Riemen::N,ಬಾರು,ól
437,Riemen::N,ಬಾರು,reim
438,Schnur::N,ಹುರಿ,snúra
439,Leine::N,ಹಗ್ಗ,band
440,Decke::N,ಕಂಬಳಿ,teppi
441,Kissen::N,ದಿಂಬು,koddi
442,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,klútur
443,Handtuch::N,ಚೌಕ,þurrka
444,Handtuch::N,ಚೌಕ,handklæði
445,Kraft::N,ಬಲ,afl
446,Kraft::N,ಬಲ,kraftur
447,Stärke::N,ಶಕ್ತಿ,styrkur
448,Gesundheit::N,ಆರೋಗ್ಯ,heilsa
449,Gesundheit::N,ಆರೋಗ್ಯ,heilbrigði
450,Krankheit::N,ರೋಗ,sjúkdómur
451,Schmerz::N,ನೋವು,sársauki
452,Wunde::N,ಗಾಯ,sár
453,Fieber::N,ಜ್ವರ,hitasótt
454,Arznei::N,ಔಷಧ,lyf
455,Brücke::N,ಸೇತುವೆ,brú
456,Brunnen::N,ಬಾವಿ,brunnur
457,Weide::N,ಗೋಮಾಳ,hagi
458,Pfad::N,ದಾರಿ,stígur
459,Weg::N,ಹಾದಿ,vegur
460,Straße::N,ರಸ್ತೆ,gata
461,Straße::N,ರಸ್ತೆ,stræti
462,Dorf::N,ಹಳ್ಳಿ,þorp
463,Stadt::N,ಪಟ್ಟಣ,borg
464,Brief::N,ಕಾಗದ,bréf
465,Buch::N,ಪುಸ್ತಕ,bók
466,Buchstabe::N,ಅಕ್ಷರ,bókstafur
467,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,dagblað
468,Leben::N,ಜೀವನ,líf
469,Tod::N,ಮರಣ,dauði
470,Grab::N,ಗೋರಿ,gröf
471,Kirche::N,ಚರ್ಚು,kirkja
472,Sünde::N,ಪಾಪ,synd
473,Gott::N,ದೇವರು,guð
474,Arbeiter::N,ಕೆಲಸಗಾರ,verkamaður
475,Chef::N,ದಣಿ,yfirmaður
476,Meister::N,ಶಿಕ್ಷಕ,meistari
477,Arzt::N,ವೈದ್ಯ,læknir
478,Lehrer::N,ಉಪಾಧ್ಯಾಯ,kennari
479,Geld::N,ಹಣ,peningar
480,Geschäft::N,ವಾಣಿಜ್ಯ,viðskipti
481,Laden::N,ಅಂಗಡಿ,búð
482,Laden::N,ಅಂಗಡಿ,verslun
483,Preis::N,ಬೆಲೆ,verð
484,Ware::N,ಸರಕು,vara
485,Nutzen::N,ಲಾಭ,gagn
486,Reichtum::N,ಸಂಪತ್ತು,auður
487,Welt::N,ಭೂಲೋಕ,veröld
488,Land::N,ದೇಶ,land
489,Staat::N,ರಾಜ್ಯ,ríki
490,König::N,ರಾಜ,konungur
491,Macht::N,ಅಧಿಕಾರ,vald
492,Grenze::N,ಗಡಿ,landamæri
493,Krieg::N,ಯುದ್ಧ,stríð
494,Feind::N,ಶತ್ರು,fjandmaður
495,Gewalt::N,ಹಿಂಸೆ,ofbeldi
496,Kampf::N,ಹೋರಾಟ,bardagi
497,Bogen[Waffe]::N,ಬಿಲ್ಲು,bogi
498,Pfeil::N,ಅಂಬು,ör
499,Gewehr::N,ಬಂದೂಕು,byssa
500,Fehler::N,ತಪ್ಪು,villa
501,Lüge::N,ಸುಳ್ಳು,lygi
502,Schaden::N,ಹಾನಿ,skemmd
503,Unglück::N,ಅಪಾಯ,óhamingja
504,Schuld::N,ದೋಷ,sök
505,Alter::N,ಮುಪ್ಪು,aldur
506,Schluss::N,ಮುಕ್ತಾಯ,lok
507,Schluss::N,ಮುಕ್ತಾಯ,endir
508,Zeit::N,ಕಾಲ,tími
509,Tag::N,ದಿನ,dagur
510,Morgen::N,ಮುಂಜಾನೆ,morgunn
511,Mittag::N,ನಡುಹಗಲು,hádegi
512,Abend::N,ಸಂಜೆ,kvöld
513,Nacht::N,ರಾತ್ರಿ,nótt
514,Woche::N,ವಾರ,vika
515,Monat::N,ತಿಂಗಳು,mánuður
516,Jahr::N,ಸಂವತ್ಸರ,ár
517,Frühling::N,ವಸಂತ,vor
518,Sommer::N,ಬಿಸಿಲುಕಾಲ,sumar
519,Herbst::N,ಶರತ್ಕಾಲ,haust
520,Winter::N,ಚಳಿಗಾಲ,vetur
521,Januar::N,ನಾಲ್ಚಳಿ,janúar
522,Februar::N,ಅಯ್ಚಳಿ,február
523,März::N,ಮೊಬ್ಬೇಸಿಗೆ,mars
524,April::N,ಇಬ್ಬೇಸಿಗೆ,apríl
525,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,maí
526,Juni::N,ಮೊಮ್ಮಳೆ,júní
527,Juli::N,ಇಮ್ಮಳೆ,júlí
528,August::N,ಮುಮ್ಮಳೆ,ágúst
529,September::N,ನಾಲ್ಮಳೆ,september
530,Oktober::N,ಮೊಚ್ಚಳಿ,október
531,November::N,ಇಚ್ಚಳಿ,nóvember
532,Dezember::N,ಮುಚ್ಚಳಿ,desember
533,Montag::N,ಸೋಮುವಾರ,mánudagur
534,Dienstag::N,ಮಂಗಳವಾರ,þriðjudagur
535,Mittwoch::N,ಬುಧವಾರ,miðvikudagur
536,Donnerstag::N,ಗುರುವಾರ,fimmtudagur
537,Freitag::N,ಶುಕ್ರವಾರ,föstudagur
538,Samstag::N,ಶನಿವಾರ,laugardagur
539,Sonntag::N,ಭಾನುವಾರ,sunnudagur
540,groß::A,ದೊಡ್ಡ,stór
541,klein::A,ಪುಟ್ಟ,lítill
542,lang::A,ದೀರ್ಘ,langur
543,kurz::A,ಚಕ್ಕ,stuttur
544,breit::A,ಅಗಲವಾದ,breiður
545,schmal::A,ಇಕ್ಕಟ್ಟಾದ,mjór
546,dicht::A,ದಟ್ಟ,þéttur
547,dick[Gegenstand]::A,ದಟ್ಟ,þykkur
548,dünn::A,ತೆಳು,þunnur
549,fein::A,ಕೋಮಲ,fíngerður
550,fest::A,ಘನ,fastur
551,flach::A,ಚಪ್ಪಟೆ,flatur
552,glatt::A,ನಯ,háll
553,glatt::A,ನಯ,sléttur
554,hart::A,ಗಟ್ಟಿ,harður
555,weich::A,ಮೃದುವಾದ,mjúkur
556,rund::A,ವರ್ತುಳ,kringlóttur
557,spitz::A,ಮೊನಚಾದ,oddhvass
558,scharf::A,ತೀಕ್ಷ್ಣ,beittur
559,stumpf::A,ಮೊಂಡು,bitlaus
560,schwer::A,ಭಾರಿ,þungur
561,schön::A,ಸುಂದರ,fagur
562,schön::A,ಸುಂದರ,fallegur
563,heiß::A,ಬಿಸಿ,heitur
564,warm::A,ಬಿಸಿ,hlýr
565,warm::A,ಬಿಸಿ,heitur
566,kalt::A,ತಣ್ಣನೆಯ,kaldur
567,kühl::A,ತಂಪಾದ,svalur
568,frisch::A,ನಿರ್ಮಲ,frískur
569,feucht::A,ಒದ್ದೆಯಾದ,rakur
