,Concept_ID,en,ku
860,suchen::V,seek,lêgerîn
861,suchen::V,look for,lêgerîn
862,finden::V,find,peyda kirin
863,versuchen::V,try,çeribandin
864,vorbereiten::V,prepare,amade kirin
865,lieben::V,love,hez kirin
866,mögen::V,like,dil kirin
867,lachen::V,laugh,kenîn
868,rühren::V,move,hêjan
869,weinen::V,weep,girîn
870,schimpfen::V,grumble,pevçûn
871,sich ärgern::V,be annoyed,enirîn
872,sich fürchten::V,be afraid,tirsîn
873,fürchten::V,be afraid of,tirsin
874,fliehen::V,flee,bazdan
875,flüchten::V,escape,revîn
876,sehen::V,see,dîtin
877,anschauen::V,look at,sêr kirin
878,ansehen::V,watch,hesibandin
879,hören::V,hear,guhdar jirin
880,zuhören::V,listen,guhdarî kirin
881,probieren::V,taste,tehm kirin
882,riechen::V,smell,bihn kirin
883,fühlen::V,feel,hîs kirin
884,scheinen::V,seem,xoyer kir
885,zu sehen sein::V,show,diyar bûn
886,vernehmen::V,hear,bihîstin
887,frieren::V,be cold,qerişîn
888,tun::V,do,kirin
889,können::V,can,karin
890,wollen::V,want,xwestîn
891,anfangen::V,start,dest pêkirin
892,beenden::V,finish,xelas kirin
893,aufhören::V,stop,xelas kirin
894,gelingen::V,succeed,çe bûn
895,geraten::V,turn out,qewîmîn
896,öffnen::V,open,vekirin
897,schließen::V,close,girtin
898,stellen::V,put,danîn
899,setzen::V,place,rûniştin
900,legen::V,lay,danîn
901,legen::V,lay,razandin
902,berühren::V,touch,lêketin
903,verbinden::V,connect,anîn pê
904,bedecken::V,cover,sergirtin
905,aufhängen::V,hang up,aliqandin
906,anzünden::V,light,pêxistin
907,aufheben::V,pick up,hildan
908,zurücklassen::V,leave,hiştin
909,zurücklassen::V,leave,vehiştin
910,verlieren::V,lose,wendakirin
911,fallen lassen::V,drop,xistin bixe
912,fallen lassen::V,drop,xistin
913,machen::V,make,kirin
914,machen::V,make,çêkirin
915,herstellen::V,produce,çê kirin
916,herstellen::V,produce,peyda kirin
917,bauen::V,build,lêkirin
918,reparieren::V,mend,veherînerîn
919,verbessern::V,improve,sererastkirin
920,ändern::V,alter,degiş kirin
921,graben::V,dig,kolandin
922,beugen::V,bow,tewîn
923,beugen::V,bow,xwar kirin
924,biegen::V,bend,tewandin
925,biegen::V,bend,xwarkirin
926,drehen::V,spin,fitilandin
927,wenden::V,turn,zivîrin
928,umdrehen::V,turn around,vegerandin
929,heben::V,raise,hildan
930,hochheben::V,lift,hildan
931,ergreifen::V,seize,dest avêtin
932,halten::V,hold,hîştin
933,halten::V,hold,sekinîn
934,drücken::V,press,pêl kirin
935,schieben::V,push,damdan
936,kratzen::V,scrape,xurandin
937,lecken::V,lick,alastin
938,beißen::V,bite,gez kirin
939,abreißen::V,tear off,hilşandin
940,abschneiden::V,cut off,jêkirin
941,binden::V,tie,girêdan
942,stecken::V,stick,têxistin
943,brechen::V,break,şikandin
944,klopfen::V,knock,kutandin
945,hauen::V,hit,li dan
946,kleben::V,glue,zeliqîn
947,kleben::V,glue,şirêz kirin
948,reiben::V,rub,firikandin
949,streichen::V,spread,bax dan
950,schleifen::V,grind,çarkirin
951,schneiden::V,cut,jêkirin
952,rütteln::V,jolt,hejandin
953,schütteln::V,shake,daweşîn
954,schwenken::V,swing,têwdan
955,schütten::V,pour,rijandin
956,füllen::V,fill,dagirtin
957,einwickeln::V,wrap,pêçandin
958,tragen::V,carry,kişandin
959,tragen::V,carry,rajtin
960,schleppen::V,drag,kişandin
961,ziehen::V,pull,kişandin
962,aufbewahren::V,keep,hilandin
963,werfen::V,throw,avêtin
964,fangen::V,catch,sem kirin
965,fangen::V,catch,girtin
966,packen::V,grab,pê girtin
967,verstecken::V,hide,hîlanin
968,teilen::V,divide,parvekirin
969,schicken::V,send,şandin
970,bringen::V,bring,anîn
971,bringen::V,bring,birin
972,hinzufügen::V,add,dan ser
973,hinzufügen::V,add,li tiştekî zêde kirin
974,bekommen::V,get,standin
975,erhalten::V,receive,standin
976,nehmen::V,take,girtin
977,wählen::V,choose,ray dan
978,auswählen::V,select,bijartin
979,bewahren::V,preserve,rê li ber girtin
980,bewahren::V,preserve,lê xwedî derketin
981,behindern::V,hinder,bara wi
982,verderben::V,spoil,heram bûn
983,beschädigen::V,damage,xerab kirin
984,zerbrechen::V,break,şikênandin
985,zerbrechen::V,break,perçe kirin
986,zerreißen::V,tear,qelişandin
987,zerstören::V,destroy,hilşandin
988,verbrennen::V,burn,şewitandin
989,geben::V,give,dan
990,geben::V,give,dayin
991,reichen::V,hand,besbûn
992,reichen::V,hand,têrkirin
993,schenken::V,give,diyarî kirin
994,versprechen::V,promise,soz dan
995,wünschen::V,wish,dil kirin
996,loben::V,praise,pesinandin
997,küssen::V,kiss,maçkirin
998,wiegen::V,rock,lorandin
999,wiegen::V,rock,wezinandin
1000,zudecken::V,cover,nixumandin
1001,wecken::V,wake,bixwe hesandin
1002,zeigen::V,show,şanîdan
1003,führen::V,guide,raber kirin
1004,lehren::V,teach,hîn kirin
1005,unterrichten::V,instruct,ders dan
1006,aufziehen::V,bring up,mesinkirin
1007,leiten::V,lead,rêberî kirin
1008,antreiben::V,urge,bezandin
1009,lassen::V,let,berdan
1010,lassen::V,let,hiştin
1011,einladen::V,invite,dawet kirin
1012,vereinigen::V,unite,bi yek kirin
1013,besuchen::V,visit,mêvan bûn
1014,treffen::V,meet,rast hatin
1015,sich versammeln::V,assemble,li hev çivîn
1016,spielen::V,play,listin
1017,singen::V,sing,stran
1018,tanzen::V,dance,reqisîn
1019,sich trennen::V,separate,hew berdan
1020,verlassen::V,leave,tanê hişt
1021,verlassen::V,leave,bêkes
1022,retten::V,rescue,rihakirin
1023,bewachen::V,guard,raçavkirin
1024,schützen::V,protect,hemet kirin
1025,verteidigen::V,defend,paraztin
1026,sich schlagen::V,brawl,li hev bezîn
1027,schießen::V,shoot,agir kirin
1028,siegen::V,win,biser ketin
1029,ärgern::V,annoy,xeyirandin
1030,schlagen::V,beat,lêdan
1031,schlagen::V,beat,lêxistin
1032,treten::V,kick,têlekirin
1033,stechen::V,sting,têrekirin
1034,stoßen::V,shove,lêketin
1035,stehlen::V,steal,dizîn
1036,stehlen::V,steal,dizî birin
1037,stören::V,disturb,aciz kirin
1038,belästigen::V,bother,li tela yeki ketin
1039,verbergen::V,conceal,veşartin
1040,verbergen::V,conceal,kemîndanîn
1041,täuschen::V,deceive,xapandin
1042,täuschen::V,deceive,lê zexeli kirin
1043,betrügen::V,cheat,xapandin
1044,töten::V,kill,kûştin
1045,wohnen::V,dwell,rûniştin
1046,arbeiten::V,work,kar kirin
1047,arbeiten::V,work,şêxulin
1048,sammeln::V,gather,komkirin
1049,pflücken::V,pick,çinîn
1050,jagen::V,hunt,nêçîr kirin
1051,fischen::V,fish,masî girtin
1052,fassen::V,catch,pê girtin
1053,fassen::V,catch,sêm kirin
1054,hüten::V,herd,hei jê man
1055,treiben::V,drive,bêherandin
1056,anbinden::V,tie up,tewilandin
1057,füttern::V,feed,xwarine dan lê
1058,melken::V,milk,dotin
1059,hacken::V,chop,kolandin
1060,gießen::V,water,av dan
1061,reifen::V,ripen,kemilîn
1062,zubereiten::V,cook,çe kirin
1063,kochen::V,boil,xwarin çe kirin
1064,kochen::V,boil,kelandin
1065,backen::V,bake,pijandin
1066,braten::V,fry,qelandin
1067,braten::V,fry,sor kirin
1068,umrühren::V,stir,têvdan
1069,stricken::V,knit,hûnan
1070,nähen::V,sew,kêl kirin
1071,färben::V,dye,boyax kirin
1072,reinigen::V,clean,paqijkirin
1073,waschen::V,wash,şuştin
1074,abwischen::V,wipe,pakîj kirin
1075,spülen::V,rinse,şuştin
1076,fegen::V,sweep,maliştin
1077,kehren::V,sweep,maliştin
1078,baden::V,bath,serîşûştin
1079,sich waschen::V,wash,serîşûştin
1080,ausziehen::V,take off,jê kirin
1081,anziehen::V,put on,pê kirin
1082,sich anziehen::V,get dressed,xwe kirin
1083,kämmen::V,comb,şeh kirin
1084,schmücken::V,decorate,xemilandin
1085,sagen::V,say,gotin
1086,sagen::V,say,peyivîn
1087,sprechen::V,speak,peyivîn
1088,reden::V,talk,axaftin
1089,sich unterhalten::V,chat,hev biştaxilin
1090,fragen::V,ask,pirsîn
1091,fragen::V,ask,pirs kirin
1092,bitten::V,request,tika kirin
1093,erzählen::V,tell,behs kirin
1094,mitteilen::V,convey,vegotin
1095,nennen::V,name,bi nav kirin
1096,rufen::V,call,bakirin
1097,prahlen::V,brag,pesnê xwe dan
1098,übersetzen::V,translate,qulibandin
1099,übersetzen::V,translate,derbas kirin
1100,denken::V,think,fikirîn
1101,glauben::V,believe,bawer bûn
1102,bemerken::V,notice,bala xwe dan
1103,bemerken::V,notice,çac lê ketin
1104,erkennen::V,recognize,pêhesîn
1105,begreifen::V,grasp,fêmkirin
1106,verstehen::V,understand,fêmkirin
1107,lernen::V,learn,halmandin
1108,lernen::V,learn,fêrbun
1109,wissen::V,know,zanîn
1110,sich erinnern an::V,remember,bir bûn
1111,vergessen::V,forget,ji bir kirin
1112,messen::V,measure,pê kanîn
1113,zählen::V,count,hejmardin
1114,rechnen::V,calculate,hesibandin
1115,lesen::V,read,xwendin
1116,malen::V,paint,rengandin
1117,malen::V,paint,boyax kirin
1118,zeichnen::V,draw,işaret kirin
1119,schreiben::V,write,nivîsandin
1120,besitzen::V,own,hebûn
1121,kaufen::V,buy,kirîn
1122,verkaufen::V,sell,firotin
1123,bezahlen::V,pay for,pere dan
1124,zahlen::V,pay,pere dan
1125,zahlen::V,pay,dayin
1126,beherrschen::V,rule,zebt kirin
1127,beherrschen::V,rule,hukim kirin
1128,ertragen::V,endure,bihêzkirin
