,Concept_ID,ku,he
802,faulen::V,xerabûn,רקב
803,verfaulen::V,xerabûn,רקב
804,reißen::V,jêkirin,נקרע
805,versinken::V,xerq bûn,טבע
806,vergehen::V,derbas bûn,עבר
807,erscheinen::V,peyda bûn,נגלה
808,erscheinen::V,peyda bûn,הופיע
809,verschwinden::V,wendabûn,נעלם
810,sinken::V,noq bûn,ירד
811,abnehmen::V,kêm bûn,הפחית
812,zunehmen::V,qelew bûn,רבה
813,steigen::V,hildan,עלה
814,wachsen::V,mezin bûn,גדל
815,glänzen::V,biriqîn,נצץ
816,glänzen::V,biriqîn,בהק
817,funkeln::V,çikisîn,נצנץ
818,lärmen::V,guşîn,רעש
819,läuten::V,lê de,צלצל
820,klingeln::V,sîl dan,צלצל
821,klingeln::V,ringerin,צלצל
822,klirren::V,zingzing hat,קרקש
823,brausen::V,guşîn,געש
824,rauschen::V,guşîn,רשרש
825,klingen::V,deng pe ketin,נשמע
826,bellen::V,kewtîn,נבח
827,heulen::V,ûrîn,ילל
828,blasen::V,puf kirin,נשף
829,pfeifen::V,fîkandin,שרק
830,schreien::V,qîrîn,צעק
831,stöhnen::V,nalîn,נאנק
832,zittern::V,hejîn,רעד
833,leben::V,jihîn,חי
834,geboren werden::V,hatin dinyê,נולד
835,geboren werden::V,bûn,נולד
836,atmen::V,hilmijîn,נשם
837,trinken::V,vexwarin,שתה
838,essen::V,xwarin,אכל
839,schlucken::V,daqulbandin,בלע
840,müde werden::V,betilîln,התעיף
841,müde werden::V,qerimîn,התעיף
842,einschlafen::V,razan,נרדם
843,schlafen::V,razan,ישן
844,schlafen::V,razandin,ישן
845,aufwachen::V,şiyarbûn,התעורר
846,aufstehen::V,rabûn,קם
847,sich erholen::V,baş bûn,נפש
848,krank werden::V,nexweş kêt,חלה
849,krank sein::V,nexweş bû,היה חולה
850,schmerzen::V,êşandin,כאב
851,husten::V,kuxin,השתעל
852,genesen::V,baş bûn,הבריא
853,sterben::V,mirin,מת
854,umkommen::V,mirin,נספה
855,sich bewegen::V,leqîn,נע
856,sich rühren::V,leqîn,זז
857,sich erheben::V,rabûn,קם
858,sich setzen::V,runiştin,התישב
859,hinfallen::V,kêtin,נפל
860,laufen::V,meşîn,הלך ברגל
861,schreiten::V,meşkirin,פסע
862,spazierengehen::V,gerandin,טיל
863,eilen::V,lezandin,אץ
864,eilen::V,lezandin,מהר
865,sich beeilen::V,zûkirin,מהר
866,sausen::V,fîzîn,אץ
867,rennen::V,baz dan,רץ
868,springen::V,hilpekîn,קפץ
869,klettern::V,hilperikîn,טפס
870,schaukeln::V,lorandin,התנדנד
871,kriechen::V,xuşandin,זחל
872,schwimmen::V,avjenîn,שחה
873,tauchen::V,qutxuyardin,צלל
874,tauchen::V,noqîn,צלל
875,rudern::V,qaîq ajotin,חתר
876,fahren::V,ajotin,נסע
877,fliegen::V,firîn,עף
878,gehen::V,çûn,הלך
879,weggehen::V,çûn,עזב
880,abfahren::V,çûyin,יצא
881,anhalten::V,rawestîn,עצר
882,hineingehen::V,ketin hundir,נכנס
883,eintreten::V,têketin,נכנס
884,kommen::V,hatin,בא
885,ankommen::V,gihan,הגיע
886,ankommen::V,gihîştin,הגיע
887,zurückkommen::V,vegerandin,שב
888,zurückkommen::V,vegerandin,חזר
889,bleiben::V,sekinîn,נשאר
890,warten::V,payîn,חכה
891,warten::V,payîn,המתין
892,erwarten::V,payîn,צפה
893,suchen::V,lêgerîn,חפש
894,finden::V,peyda kirin,מצא
895,versuchen::V,çeribandin,נסה
896,vorbereiten::V,amade kirin,הכין
897,lieben::V,hez kirin,אהב
898,mögen::V,dil kirin,אהב
899,lachen::V,kenîn,צחק
900,rühren::V,hêjan,נגע ללב
901,weinen::V,girîn,בכה
902,schimpfen::V,pevçûn,גער
903,sich ärgern::V,enirîn,זעם
904,sich ärgern::V,enirîn,כעס
905,sich fürchten::V,tirsîn,פחד
906,sich fürchten::V,tirsîn,חשש
907,fürchten::V,tirsin,פחד מ
908,fürchten::V,tirsin,חשש מ
909,fliehen::V,bazdan,ברח
910,flüchten::V,revîn,נמלט
911,sehen::V,dîtin,ראה
912,anschauen::V,sêr kirin,הביט
913,ansehen::V,hesibandin,התבונן
914,hören::V,guhdar jirin,שמע
915,zuhören::V,guhdarî kirin,הקשיב
916,probieren::V,tehm kirin,נסה
917,riechen::V,bihn kirin,הריח
918,fühlen::V,hîs kirin,חש
919,scheinen::V,xoyer kir,נדמה
920,zu sehen sein::V,diyar bûn,נראה
921,vernehmen::V,bihîstin,נודע ל
922,frieren::V,qerişîn,קר ל
923,tun::V,kirin,פעל
924,können::V,karin,יכל
925,wollen::V,xwestîn,רצה
926,anfangen::V,dest pêkirin,התחיל
927,beenden::V,xelas kirin,גמר
928,aufhören::V,xelas kirin,סים
929,gelingen::V,çe bûn,הצליח
930,geraten::V,qewîmîn,עלה
931,öffnen::V,vekirin,פתח
932,schließen::V,girtin,סגר
933,stellen::V,danîn,העמיד
934,setzen::V,rûniştin,הושיב
935,legen::V,danîn,שם
936,legen::V,razandin,שם
937,berühren::V,lêketin,נגע
938,verbinden::V,anîn pê,קשר
939,bedecken::V,sergirtin,כסה
940,aufhängen::V,aliqandin,תלה
941,anzünden::V,pêxistin,הצית
942,aufheben::V,hildan,אסף
943,zurücklassen::V,hiştin,השאיר
944,zurücklassen::V,vehiştin,השאיר
945,verlieren::V,wendakirin,אבד
946,fallen lassen::V,xistin bixe,שמט
947,fallen lassen::V,xistin bixe,הפיל
948,fallen lassen::V,xistin,שמט
949,fallen lassen::V,xistin,הפיל
950,machen::V,kirin,עשה
951,machen::V,çêkirin,עשה
952,herstellen::V,çê kirin,יצר
953,herstellen::V,peyda kirin,יצר
954,bauen::V,lêkirin,בנה
955,reparieren::V,veherînerîn,תקן
956,verbessern::V,sererastkirin,שפר
957,ändern::V,degiş kirin,שנה
958,graben::V,kolandin,חפר
959,beugen::V,tewîn,כפף
960,beugen::V,xwar kirin,כפף
961,biegen::V,tewandin,כופף
962,biegen::V,xwarkirin,כופף
963,drehen::V,fitilandin,סובב
964,wenden::V,zivîrin,הפך
965,umdrehen::V,vegerandin,סובב
966,heben::V,hildan,הרים
967,hochheben::V,hildan,הרים
968,ergreifen::V,dest avêtin,אחז
969,halten::V,hîştin,החזיק
970,halten::V,sekinîn,החזיק
971,drücken::V,pêl kirin,לחץ
972,schieben::V,damdan,הזיז
973,kratzen::V,xurandin,שרט
974,kratzen::V,xurandin,שפשף
975,lecken::V,alastin,לקק
976,beißen::V,gez kirin,נשך
977,abreißen::V,hilşandin,קרע
978,abschneiden::V,jêkirin,חתך
979,binden::V,girêdan,קשר
980,stecken::V,têxistin,תקע
981,brechen::V,şikandin,שבר
982,klopfen::V,kutandin,נקש
983,hauen::V,li dan,הכה
984,kleben::V,zeliqîn,הדביק
985,kleben::V,şirêz kirin,הדביק
986,reiben::V,firikandin,שפשף
987,streichen::V,bax dan,מרח
988,schleifen::V,çarkirin,השחיז
989,schneiden::V,jêkirin,גזר
990,rütteln::V,hejandin,נענע
991,schütteln::V,daweşîn,נער
992,schwenken::V,têwdan,נופף
993,schwenken::V,têwdan,טלטל
994,schütten::V,rijandin,שפך
995,füllen::V,dagirtin,מלא
996,einwickeln::V,pêçandin,עטף
997,tragen::V,kişandin,נשא
998,tragen::V,rajtin,נשא
999,schleppen::V,kişandin,סחב
1000,ziehen::V,kişandin,משך
1001,aufbewahren::V,hilandin,שמר
1002,werfen::V,avêtin,זרק
1003,fangen::V,sem kirin,תפס
1004,fangen::V,girtin,תפס
1005,packen::V,pê girtin,אחז
1006,verstecken::V,hîlanin,החביא
1007,teilen::V,parvekirin,חלק
1008,schicken::V,şandin,שלח
1009,bringen::V,anîn,הביא
1010,bringen::V,birin,הביא
1011,hinzufügen::V,dan ser,הוסיף
1012,hinzufügen::V,li tiştekî zêde kirin,הוסיף
1013,bekommen::V,standin,תפס
1014,erhalten::V,standin,קבל
1015,nehmen::V,girtin,אחז
1016,wählen::V,ray dan,בחר
1017,auswählen::V,bijartin,בחר ב
1018,bewahren::V,rê li ber girtin,קים
1019,bewahren::V,lê xwedî derketin,קים
1020,behindern::V,bara wi,מנע
1021,verderben::V,heram bûn,מנע
1022,beschädigen::V,xerab kirin,הזיק
1023,zerbrechen::V,şikênandin,נשבר
1024,zerbrechen::V,perçe kirin,נשבר
1025,zerreißen::V,qelişandin,קרע
1026,zerstören::V,hilşandin,הרס
1027,zerstören::V,hilşandin,השמיד
1028,verbrennen::V,şewitandin,שרף
1029,geben::V,dan,נתן
1030,geben::V,dayin,נתן
1031,reichen::V,besbûn,העביר
1032,reichen::V,têrkirin,העביר
1033,schenken::V,diyarî kirin,נתן במתנה
1034,versprechen::V,soz dan,הבטיח
1035,wünschen::V,dil kirin,אחל
1036,loben::V,pesinandin,שבח
1037,küssen::V,maçkirin,נשק
1038,wiegen::V,lorandin,נדנד
1039,wiegen::V,wezinandin,נדנד
1040,zudecken::V,nixumandin,כסה
1041,wecken::V,bixwe hesandin,עורר
1042,zeigen::V,şanîdan,הראה
1043,führen::V,raber kirin,הביא
1044,führen::V,raber kirin,הוביל
1045,lehren::V,hîn kirin,למד
1046,unterrichten::V,ders dan,למד
1047,aufziehen::V,mesinkirin,רומם
1048,leiten::V,rêberî kirin,נהל
1049,antreiben::V,bezandin,המרץ
1050,lassen::V,berdan,נתן
1051,lassen::V,hiştin,נתן
1052,einladen::V,dawet kirin,הזמין
1053,vereinigen::V,bi yek kirin,אחד
1054,vereinigen::V,bi yek kirin,לכד
1055,besuchen::V,mêvan bûn,בקר
1056,treffen::V,rast hatin,פגש
1057,sich versammeln::V,li hev çivîn,התאסף
1058,spielen::V,listin,שחק
1059,singen::V,stran,שר
1060,tanzen::V,reqisîn,רקד
1061,sich trennen::V,hew berdan,נפרד
1062,verlassen::V,tanê hişt,עזב
1063,verlassen::V,bêkes,עזב
1064,retten::V,rihakirin,הציל
1065,bewachen::V,raçavkirin,שמר
1066,schützen::V,hemet kirin,אבטח
1067,verteidigen::V,paraztin,הגן
1068,sich schlagen::V,li hev bezîn,התכתש
1069,schießen::V,agir kirin,ירה
1070,siegen::V,biser ketin,גבר
1071,siegen::V,biser ketin,נצח
1072,ärgern::V,xeyirandin,עצבן
1073,schlagen::V,lêdan,הכה
1074,schlagen::V,lêdan,הלקה
1075,schlagen::V,lêxistin,הכה
1076,schlagen::V,lêxistin,הלקה
1077,treten::V,têlekirin,בעט
1078,stechen::V,têrekirin,דקר
1079,stoßen::V,lêketin,דחק
1080,stehlen::V,dizîn,גנב
1081,stehlen::V,dizî birin,גנב
1082,stören::V,aciz kirin,קטע
1083,stören::V,aciz kirin,הפריע
1084,belästigen::V,li tela yeki ketin,הציק
1085,belästigen::V,li tela yeki ketin,הטריד
1086,verbergen::V,veşartin,הצניע
1087,verbergen::V,kemîndanîn,הצניע
1088,täuschen::V,xapandin,שגע
1089,täuschen::V,lê zexeli kirin,שגע
1090,betrügen::V,xapandin,הונה
1091,töten::V,kûştin,הרג
1092,wohnen::V,rûniştin,גר
1093,arbeiten::V,kar kirin,עבד
1094,arbeiten::V,şêxulin,עבד
1095,sammeln::V,komkirin,אסף
1096,pflücken::V,çinîn,קטף
1097,jagen::V,nêçîr kirin,צד
1098,fischen::V,masî girtin,דג
1099,fassen::V,pê girtin,תפס
1100,fassen::V,sêm kirin,תפס
1101,hüten::V,hei jê man,רעה
1102,treiben::V,bêherandin,הוציא
1103,anbinden::V,tewilandin,קשר
1104,füttern::V,xwarine dan lê,הלעיט
1105,melken::V,dotin,חלב
1106,hacken::V,kolandin,קצץ
1107,gießen::V,av dan,השקה
1108,reifen::V,kemilîn,בשל
1109,zubereiten::V,çe kirin,הכין
1110,kochen::V,xwarin çe kirin,בשל
1111,kochen::V,kelandin,בשל
1112,backen::V,pijandin,אפה
1113,braten::V,qelandin,צלה
1114,braten::V,qelandin,טגן
1115,braten::V,sor kirin,צלה
1116,braten::V,sor kirin,טגן
1117,umrühren::V,têvdan,ערבב
1118,stricken::V,hûnan,סרג
1119,nähen::V,kêl kirin,תפר
1120,färben::V,boyax kirin,צבע
1121,reinigen::V,paqijkirin,נקה
1122,waschen::V,şuştin,רחץ
1123,waschen::V,şuştin,כבס
1124,abwischen::V,pakîj kirin,נגב
1125,spülen::V,şuştin,שטף
1126,fegen::V,maliştin,טאטא
1127,kehren::V,maliştin,טאטא
1128,baden::V,serîşûştin,טבל
1129,baden::V,serîşûştin,שחה
1130,sich waschen::V,serîşûştin,התרחץ
1131,ausziehen::V,jê kirin,הוריד
1132,anziehen::V,pê kirin,לבש
1133,sich anziehen::V,xwe kirin,התלבש
1134,kämmen::V,şeh kirin,סרק
1135,schmücken::V,xemilandin,קשט
1136,sagen::V,gotin,אמר
1137,sagen::V,peyivîn,אמר
1138,sprechen::V,peyivîn,דבר
1139,reden::V,axaftin,דבר
1140,sich unterhalten::V,hev biştaxilin,שוחח
1141,fragen::V,pirsîn,שאל
1142,fragen::V,pirs kirin,שאל
1143,bitten::V,tika kirin,בקש
1144,erzählen::V,behs kirin,ספר
1145,mitteilen::V,vegotin,מסר
1146,mitteilen::V,vegotin,הודיע
1147,nennen::V,bi nav kirin,קרא בשם
1148,rufen::V,bakirin,גיס
1149,rufen::V,bakirin,הזמין לבוא
1150,prahlen::V,pesnê xwe dan,התרברב
1151,übersetzen::V,qulibandin,תרגם
1152,übersetzen::V,derbas kirin,תרגם
1153,denken::V,fikirîn,חשב
1154,glauben::V,bawer bûn,האמין
1155,bemerken::V,bala xwe dan,הבחין
1156,bemerken::V,çac lê ketin,הבחין
1157,erkennen::V,pêhesîn,זהה
1158,begreifen::V,fêmkirin,קלט
1159,begreifen::V,fêmkirin,הבין
1160,verstehen::V,fêmkirin,הבין
1161,lernen::V,halmandin,למד
1162,lernen::V,fêrbun,למד
1163,wissen::V,zanîn,ידע
1164,sich erinnern an::V,bir bûn,זכר
1165,vergessen::V,ji bir kirin,שכח
1166,messen::V,pê kanîn,מדד
1167,zählen::V,hejmardin,ספר
1168,rechnen::V,hesibandin,חשב
1169,lesen::V,xwendin,קרא
1170,malen::V,rengandin,ציר
1171,malen::V,boyax kirin,ציר
1172,zeichnen::V,işaret kirin,שרטט
1173,schreiben::V,nivîsandin,כתב
1174,besitzen::V,hebûn,היה בעל של
1175,kaufen::V,kirîn,קנה
1176,kaufen::V,kirîn,רכש
1177,verkaufen::V,firotin,מכר
1178,bezahlen::V,pere dan,שלם
1179,zahlen::V,pere dan,שלם
1180,zahlen::V,dayin,שלם
1181,beherrschen::V,zebt kirin,שלט
1182,beherrschen::V,hukim kirin,שלט
1183,ertragen::V,bihêzkirin,סבל
