,Concept_ID,ba,av
191,Fliege::N,себен,тӏутӏ
192,Schmetterling::N,күбәләк,кӏалкӏучӏ
193,Beere::N,еләк,
194,Apfel::N,алма,гӏеч
195,Pilz::N,бәшмәк,гӏурдахӏан
196,Zwiebel::N,һуган,кӏочӏопер
197,Saat::N,орлоҡ,хьон
198,Korn::N,иген,мугь
199,Heu::N,бесән,хер
200,Schale::N,ҡабыҡ,хъал
201,Grube::N,соҡор,гвенд
202,Falle::N,тоҙак,къор
203,Falle::N,тоҙак,къотен
204,Falle::N,ҡапҡан,къор
205,Falle::N,ҡапҡан,къотен
206,Schlinge::N,тоҙак,кӏичӏ
207,Spur::N,әҫер,лъалкӏ
208,Asche::N,көл,рахъу
209,Dreck::N,батҡаҡ,гъиз
210,Dreck::N,батҡаҡ,хӏарщ
211,Eisen::N,тимер,махх
212,Gold::N,алтын,месед
213,Silber::N,көмөш,гӏарац
214,Kohle::N,күмер,тӏурччи
215,Glas::N,быяла,цӏер
216,Lehm::N,балсыҡ,хӏатӏ
217,Sand::N,ҡом,сали
218,Mensch::N,кеше,чи
219,Mann::N,ир,бихьинчи
220,Frau::N,ҡатын,гӏадан
221,Kind::N,бала,лъимер
222,Junge::N,малай,вас
223,Mädchen::N,ҡыҙ,яс
224,Mädchen::N,ҡыҙыҡай,яс
225,Familie::N,ғаилә,хъизан
226,Großvater::N,олатай,кӏудада
227,Großmutter::N,әбәй,кӏодо
228,Eltern::N,ата-әсә,эбел-эмен
229,Vater::N,атай,эмен
230,Mutter::N,әсә,эбел
231,Sohn::N,ул,вас
232,Tochter::N,ҡыҙ,яс
233,Bruder::N,агай,вац
234,Schwester::N,алай,яц
235,Schwester::N,һеңле,яц
236,Onkel::N,ағай,даци
237,Tante::N,апай,ада
238,Ehemann::N,ир,рос
239,Ehefrau::N,ҡатын,чӏужу
240,Freude::N,шатлыҡ,ракӏбохи
241,Freude::N,ҡыуаныс,ракӏбохи
242,Gelächter::N,көлөү,релъи
243,Glück::N,бәхет,талихӏ
244,Glück::N,бәхет,талихӏ-рохел
245,Kummer::N,ҡайғы,хӏалкъай
246,Wunsch::N,теләк,къасд
247,Lust::N,әүәҫлек,гъира
248,Geist::N,аң,чӏанкӏ
249,Geist::N,аң,рухӏ-жан
250,Geist::N,рух,чӏанкӏ
251,Geist::N,рух,рухӏ-жан
252,Gedanke::N,уй,пикру
253,Gedanke::N,фекер,пикру
254,Gedächtnis::N,хәтер,
255,Verstand::N,аҡыл,лумалъи
256,Verstand::N,аҡыл,цӏодорлъи
257,Sinn::N,мәғәня,магӏна
258,Grund::N,сәбәп,багьана
259,Wahrheit::N,дөрөҫлөк,ритӏухълъи
260,Gespräch::N,әңгәмә,накъит
261,Märchen::N,әкиәт,маргьа
262,Erzählung::N,хикәйә,къиса
263,Nachricht::N,хәбәр,хабар
264,Neuigkeit::N,яңылыҡ,хабар-гӏазаб
265,Name::N,исем,цӏар
266,Rätsel::N,йомаҡ,бицанкӏо
267,Rede::N,телмәр,речь
268,Rede::N,телмәр,калам
269,Sprache::N,тел,мацӏ
270,Sprache::N,телмәр,мацӏ
271,Stimme::N,тауыш,гьаракь
272,Wort::N,һүҙ,рагӏи
273,Zeichen::N,билдә,ишара
274,Zeichen::N,билдә,гӏаламат
275,Ruf::N,саҡырыу,ахӏи
276,Lärm::N,шаулау,хъуй
277,Lärm::N,шаулау,хъуди
278,Laut::N,тауыш,гьаракь
279,Laut::N,тауыш,сас
280,Ton::N,яңғырау,
281,Lied::N,йыр,кечӏ
282,Ruhe::N,ял,рахӏат
283,Ruhe::N,тыныслыҡ,рахӏат
284,Leute::N,кешеләр,гӏадамал
285,Volk::N,халҡ,халкъ
286,Arbeit::N,эш,хӏалтӏи
287,Gast::N,ҡунаҡ,гьобол
288,Geschenk::N,бүләк,сайигъат
289,Spiel::N,уйын,хӏай
290,Spiel::N,уйын,расанди
291,Gesellschaft::N,йәмғиәт,жамагӏат
292,Hilfe::N,ярҙам,кумек
293,Freund::N,дуҫ,гьудул
294,Kamerad::N,иптәш,гьалмагъ
295,Angelegenheit::N,әш,къваригӏел
296,Anzahl::N,һан,рикӏкӏен
297,Art::N,төр,жинс
298,Stück::N,киҫәк,кесек
299,Teil::N,өлөш,пай
300,Hälfte::N,ярты,бащдаб
301,Kreis::N,түңәрәк,гор
302,Kreuz::N,тәре,хъанч
303,Linie::N,һыҙыҡ,мухъ
304,Strich::N,һыҙат,хӏучч
305,Abstand::N,ара,манзил
306,Entfernung::N,алыҫлыҡ,манзил
307,Gegend::N,урын,рахъ
308,Platz::N,арауыҡ,бакӏ
309,Ort::N,ерҙәр,бакӏ
310,Ort::N,урындар,бакӏ
311,Ort::N,эш урыны,бакӏ
312,Seite::N,яҡ,рахъ
313,Mitte::N,урталыҡ,бакьулъбакӏ
314,Gegenstand::N,нәмә,жо
315,Sache::N,нәмә,жо
316,Sache::N,әйбер,жо
317,Rand::N,сит,мицӏир
318,Kante::N,ҡабырға,рагӏал
319,Kante::N,ҡабырға,рагӏа-ракьан
320,Kante::N,ян,рагӏал
321,Kante::N,ян,рагӏа-ракьан
322,Ecke::N,мөйөш,цили
323,Spitze::N,ос,тӏогь
324,Ende::N,аҙаҡ,кӏал
325,Loch::N,тишек,каратӏ
326,Winkel::N,мөйөш,
327,Muster::N,биҙәк,накъиш
328,Größe::N,ҙурлыҡ,кӏодо́лъи
329,Länge::N,оҙонлоҡ,халалъи
330,Höhe::N,бейеклек,борхалъи
331,Gewicht::N,үлсәү,бакӏлъи
332,Menge::N,һан,
333,Haufen::N,өйөм,гъуни
334,Reihe::N,рәт,ирга́
335,Boot::N,кәмә,раса
336,Ruder::N,ишкәк,раххан
337,Schlitten::N,сана,чанагъ
338,Ski::N,саңгы,лыжаби
339,Lagerfeuer::N,костер,цӏа
340,Last::N,ауырлыҡ,бакӏлъи
341,Gang::N,барыу,хьвади
342,Gang::N,барыу,хьвада-чӏвади
343,Schritt::N,аҙым,гали
344,Norden::N,төньяҡ,шимал
345,Süden::N,көньяҡ,юг
346,Süden::N,көньяҡ,къибла
347,Westen::N,көнбайыш,гъарб
348,Westen::N,көнбайыш,магъриб
349,Osten::N,көнсығыш,шаркъ
350,Osten::N,көнсығыш,машрикъ
351,Holz::N,үағас,цӏул
352,Brett::N,таҡта,хъарщи
353,Platte::N,плита,къоно
354,Stütze::N,терәк,
355,Stange::N,кәртә,гӏер
356,Stock::N,таяҡ,тӏил
357,Stab::N,ҡолға,гӏер
358,Rohr::N,торба,турба
359,Haus::N,өй,ригь
360,Haus::N,өй,рукъзал
361,Haus::N,йорт,ригь
362,Haus::N,йорт,рукъзал
363,Heim::N,өй,рукъ
364,Ofen::N,мейес,печь
365,Fußboden::N,енес,чӏабар
366,Tisch::N,өҫтәл,стол
367,Stuhl::N,ултырғыс,бакӏу
368,Wiege::N,бишек,кини
369,Bett::N,карауат,кровать
370,Regal::N,кәштә,хъарщи
371,Kiste::N,йәшинк,ящик
372,Kiste::N,йәшинк,тӏалагъуд
373,Fenster::N,тәҙрә,гордо
374,Tür::N,ишек,нуцӏа
375,Tor::N,ҡапҡа,каву
376,Zaun::N,ҡойма,раци
377,Dach::N,түбә,тӏох
378,Dach::N,ҡыйыҡ,тӏох
379,Leiter::N,баҫҡыс,мали
380,Besen::N,һепертке,жул
381,Spaten::N,көрәк,бел
382,Schaufel::N,көрәк,раххан
383,Gabel::N,сәнске,гӏучӏ
384,Löffel::N,ҡалаҡ,гъуд
385,Messer::N,бысаҡ,нус
386,Nagel::N,сөй,магӏ
387,Netz::N,ау,гьин
388,Haken::N,ыргаҡ,гъанцӏа
389,Griff::N,тотҡа,гӏоркь
390,Schloss::N,йоҙаҡ,кӏулал
391,Bild::N,картина,сурат
392,Figur::N,һын,
393,Puppe::N,ҡурсаҡ,нани
394,Beutel::N,тоҡ,таргьа
395,Bündel::N,төргәк,къай
396,Tasche::N,сумка,сумка
397,Tasche::N,сумка,къвачӏа
398,Eimer::N,биҙрә,ведро
399,Deckel::N,ҡапҡас,тӏалъел
400,Deckel::N,ҡапҡас,дадитӏалъел
401,Geschirr::N,һауыт-һаба,цӏарагӏ
402,Sack::N,тоҡ,хъап
403,Sack::N,тоҡ,къандалъо
404,Tasse::N,сынаяҡ,чашка
405,Topf::N,кәстрүл,хьаг
406,Kessel::N,ҡаҙан,хьаг
407,Kessel::N,ҡаҙан,гереги
408,Essen::N,ашау,тӏагӏам
409,Nahrung::N,аҙыҡ,квен
410,Speise::N,аш,квен
411,Fleisch::N,ит,гьан
412,Getreide::N,иген,бугӏа-ролъ
413,Getreide::N,иген,могьолабл_культураби
414,Getreide::N,ашлыҡ,бугӏа-ролъ
415,Getreide::N,ашлыҡ,могьолабл_культураби
416,Brei::N,бутҡа,карщ
417,Brot::N,икмәк,чед
418,Scheibe::N,телем,мочӏу
419,Fett::N,май,беэнлъи
420,Butter::N,май,нах
421,Öl::N,май буяуы,нах
422,Salz::N,тоҙ,цӏам
423,Suppe::N,һурпа,чурпа
424,Honig::N,бал,гьоцӏо
425,Milch::N,һөт,рахь
426,Tee::N,сәй,чай
427,Leder::N,күн,тӏом
428,Wolle::N,йөн,квас
429,Stoff::N,туҡыма,ххам
430,Nadel::N,энә,рокӏкӏен
431,Faden::N,еп,кун
432,Knopf::N,төймә,маргъал
433,Knoten::N,төйөн,гарацӏ
434,Farbe::N,буяу,релъен
435,Kleidung::N,кейем,ретӏел
436,Hemd::N,күлдәк,гурде
437,Kragen::N,яға,габур
438,Ärmel::N,ең,къвал
439,Hose::N,салбар,тӏажу
440,Gürtel::N,ҡайыш,рачел
441,Mütze::N,бүрк,тӏагъур
442,Schuh::N,туфли,
443,Stiefel::N,итек,этек
444,Stiefel::N,итек,чакма
445,Ring::N,йөҙөк,баргъич
446,Ring::N,балдаҡ,баргъич
447,Band::N,таҫма,лента
448,Kamm::N,тараҡ,гьоркьо
449,Spiegel::N,көзгө,матӏу
450,Riemen::N,ҡайыш,рижу
451,Schnur::N,бау,
452,Leine::N,бау,
453,Decke::N,одеяд,одея́ло
454,Kissen::N,мендәр,къандалъо
455,Tuch::N,яулыҡ,квархьи
456,Handtuch::N,таҫтамал,беркӏалрацӏцӏ
457,Kraft::N,көс,гуч
458,Kraft::N,көс,къуват
459,Stärke::N,көс,хӏалкӏвей
460,Gesundheit::N,һаулыҡ,сахлъи́
461,Krankheit::N,сир,унти
462,Krankheit::N,сир,щокълъи
463,Krankheit::N,ауырыу,унти
464,Krankheit::N,ауырыу,щокълъи
465,Schmerz::N,һыҙлау,унти
466,Schmerz::N,әрнеү,унти
467,Wunde::N,йәрәхәт,ругъун
468,Fieber::N,тапма,цӏа-кан
469,Fieber::N,биҙгәк,цӏа-кан
470,Arznei::N,дарыу,дару
471,Brücke::N,күпер,кьо
472,Brunnen::N,ҡоҙоҡ,гъуй
473,Weide::N,көтөүлек,рицӏцӏ
474,Weide::N,көтөүлек,лъичӏирма
475,Weide::N,көтөүлек,гӏурдаллъи
476,Weide::N,көтөүлек,ри́цӏигъветӏ
477,Weide::N,көтөүлек,рицӏцӏигъветӏ
478,Pfad::N,һуҡмаҡ,сухъмахъ
479,Weg::N,юл,нух
480,Straße::N,урам,нух
481,Dorf::N,ауыл,росу
482,Stadt::N,ҡала,шагьар
483,Brief::N,хат,кагъат
484,Brief::N,хат,рисалат
485,Buch::N,китап,тӏехь
486,Buch::N,кенәгә,тӏехь
487,Buchstabe::N,хәреф,хӏарп
488,Zeitung::N,гәзит,газет
489,Leben::N,йәшәү,яшав
490,Tod::N,үлем,хвел
491,Grab::N,ҡәбер,хоб
492,Kirche::N,сиркәү,килиса
493,Sünde::N,гөнаһ,хӏакъ
494,Sünde::N,гөнаһ,мунагь
495,Gott::N,алла,бичас
496,Gott::N,алла,аллагь
497,Gott::N,хоҙай,бичас
498,Gott::N,хоҙай,аллагь
499,Arbeiter::N,эшсе,хӏалтӏухъан
500,Chef::N,башлыҡ,хӏаким
501,Chef::N,башлыҡ,начальник
502,Meister::N,оҫта,устар
503,Meister::N,оҫта,мастер
504,Meister::N,оҫта,махщалилав
505,Arzt::N,врач,жайрахӏ
506,Lehrer::N,уҡытыусы,мугӏалим
507,Geld::N,аҡса,гӏарац
508,Geschäft::N,эш,
509,Laden::N,магазин,тукен
510,Preis::N,хаҡ,багьа
511,Ware::N,тауар,къайи
512,Nutzen::N,файҙа,мунпагӏат
513,Reichtum::N,байлыҡ,бечелъи
514,Welt::N,донъя,дуниял
515,Land::N,ил,улка
516,Land::N,ил,икълим
517,Staat::N,дәүләт,пачалихъ
518,König::N,король,пача
519,König::N,король,малик
520,König::N,король,къирал
521,König::N,король,падишагь
522,Macht::N,власть,кверщел
523,Grenze::N,сик,гӏорхъи
524,Krieg::N,һуғыш,рагъ
525,Feind::N,йылан,тушман
526,Gewalt::N,көслөк,зулму
527,Kampf::N,көрәш,къеркьей
528,Bogen[Waffe]::N,йәйә,газаргъо
529,Pfeil::N,уҡ,чӏор
530,Gewehr::N,мылтыҡ,туманкӏ
531,Fehler::N,хата,гъалатӏ
532,Lüge::N,ялған,гьереси
533,Schaden::N,зыян,зиян
534,Schaden::N,зыян,зарал
535,Schaden::N,зарар,зиян
536,Schaden::N,зарар,зарал
537,Unglück::N,ҡаза,балагь
538,Schuld::N,ғәйеп,гӏайиб
539,Alter::N,йәш,гӏумру
540,Schluss::N,һуң,ахир
541,Schluss::N,аҙаҡ,ахир
542,Zeit::N,мәл,заман
543,Zeit::N,заман,заман
544,Tag::N,көн,къо
545,Morgen::N,иртә,радалмех
546,Morgen::N,иртәнсәк,радалмех
547,Mittag::N,төш,къадемех
548,Abend::N,кис,релъедамех
549,Nacht::N,төн,сордо
550,Woche::N,аҙна,анкь
551,Monat::N,ай,моцӏ
552,Jahr::N,йыл,сон
553,Jahr::N,йыл,лъагӏел
554,Frühling::N,яҙ,их
555,Sommer::N,йәй,рии
556,Herbst::N,көз,хасалихълъи
557,Winter::N,ҡыш,кьин
558,Januar::N,ғинуар,январь
559,Februar::N,февраль,февра́ль
560,März::N,март,март
561,April::N,апрель,апрель
562,Mai::N,май,май
563,Juni::N,июнь,июнь
564,Juli::N,июль,июль
565,August::N,август,август
566,September::N,сентябрь,сентябрь
567,Oktober::N,октябрь,октябрь
568,November::N,ноябрь,ноябрь
569,Dezember::N,декабрь,декабрь
570,Montag::N,дүшәмбе,итни
571,Dienstag::N,шишәмбе,талат
572,Mittwoch::N,шаршамбы,арбагӏ
573,Donnerstag::N,кесаҙна,хамиз
574,Freitag::N,йома,рузман
575,Samstag::N,шәмбе,щамат
576,Sonntag::N,йәкшәмбе,гьатӏан
577,groß::A,ҙур,кӏудияб
578,klein::A,бәләкәс,гьитӏинаб
579,lang::A,оҙон,халатаб
580,kurz::A,ҡыҫҡа,къокъаб
581,breit::A,киң,гӏебаб
582,schmal::A,тар,къваридаб
583,dicht::A,йыш,ризаб
584,dicht::A,ҡуйы,ризаб
585,dick[Gegenstand]::A,ҡалын,бицатаб
586,dünn::A,йоҡа,тӏеренаб
587,dünn::A,нәҙек,тӏеренаб
588,fein::A,нескә,тӏеренаб
589,fest::A,ныҡ,къвакӏараб
590,flach::A,яҫы,чӏепараб
591,flach::A,ялпаҡ,чӏепараб
592,glatt::A,шыма,цӏвакараб
593,hart::A,ҡаты,кьварараб
594,weich::A,йомшаҡ,тамахаб
595,rund::A,түңәрәк,гургинаб
596,spitz::A,осло түбәле,бегӏераб
597,scharf::A,үткер,рекӏараб
598,stumpf::A,утмәҫ,тӏехӏараб
599,stumpf::A,утмәҫ,рекӏинчӏеб
600,schwer::A,ауыр,бакӏаб
601,schön::A,матур,берцинаб
602,heiß::A,эҫе,лагьараб
603,warm::A,йылы,хинаб
604,kalt::A,һыуыҡ,квачараб
605,kühl::A,һалҡынса,квачараб
606,frisch::A,һалҡынса,цӏияб
607,feucht::A,еүеш,рагьараб
608,feucht::A,дымлы,рагьараб
609,nass::A,еүеш,би́ччараб
610,trocken::A,кипкән,бакъвараб
611,voll::A,тулы,
612,leer::A,буш,чӏобогояб
613,offen::A,асыҡ,рагьараб
614,geschlossen::A,ябыҡ,рахараб-къараб
615,sauber::A,таҙа,бацӏцӏадаб
616,schmutzig::A,бысраҡ,гъизараб
617,roh::A,сей,хамаб
618,roh::A,сей,гӏатӏгояб
619,reif::A,өлгөрғән,барщараб
620,lecker::A,тәмле,тӏагӏамаб
621,süß::A,тямле,гьуинаб
622,süß::A,тәм-том,гьуинаб
623,bitter::A,әсе,кьогӏаб
624,sauer::A,әсе,цӏекӏаб
625,hell::A,яҡты,канаб
626,dunkel::A,ҡараңғы,бецӏаб
627,schwarz::A,ҡара,чӏегӏераб
628,weiß::A,аҡ,хъахӏаб
629,rot::A,матур,багӏараб
630,rot::A,һылыу,багӏараб
631,rot::A,сибәр,багӏараб
632,gelb::A,һары,гӏобилаб
633,gelb::A,һары,тӏогьилаб
634,blau::A,күк,хъахӏилаб
635,grün::A,йәшел,гӏурччинаб
636,grau::A,буҙ,накӏкӏуяб
637,bunt::A,сыбар,къвекӏаб
638,bunt::A,сыбар,чара-гъараб
639,bunt::A,ала-ҡола,къвекӏаб
640,bunt::A,ала-ҡола,чара-гъараб
641,billig::A,арзан,учузаб
642,teuer::A,ҡыйбатлы,хири́яб
643,wertvoll::A,ҡиммәтле,къиматаб
644,blind::A,һуҡыр,беццаб
645,taub::A,һаңғырау,гъугъаб
646,kräftig::A,көслө,гучаб
647,kräftig::A,ҡеүәтле,гучаб
648,stark::A,көслө,къуватаб
649,stark::A,ҡеүәтле,къуватаб
650,schwach::A,көсһөҙ,гӏажизаб
651,fett::A,һимеҙ,кьарияб
652,schlank::A,зифа,чергесаб
653,hübsch::A,матур,гьайбатаб
654,böse::A,асыулы,ракӏквешаб
655,dumm::A,иҫәр,гьагаб
656,dumm::A,иҫәр,гӏантаб
657,faul::A,иренсәк,кӏохӏалаб
658,faul::A,иренсәк,кӏухӏа́лаб
659,fleißig::A,тырыш,хӏаракатаб
660,geizig::A,һаран,къарумаб
661,klug::A,аҡыллы,лумияб
662,geschickt::A,оҫта,махщел бугев
663,lieb::A,яғымлы,гӏазизаб
664,lustig::A,күңелле,кепаб
665,sanft::A,йыуаш,хӏалимаб
666,sanft::A,йыуаш,хӏере́наб
667,hungrig::A,ас,бакъараб
668,krank::A,сирле,щокъаб
669,krank::A,сирле,унтараб
670,krank::A,ауырыу,щокъаб
671,krank::A,ауырыу,унтараб
672,nackt::A,яланғас,гӏицӏаб
673,nackt::A,яланғас,чӏанкӏараб
674,traurig::A,яманһыу,пашманаб
675,lebendig::A,тере,чӏагояб
676,lebendig::A,йәнле,чӏагояб
677,gut::A,яҡшы,лъикӏаб
678,schlecht::A,хөрт,къадараб
679,schlecht::A,алама,къадараб
680,richtig::A,дөрөҫ,битӏараб
681,schlimm::A,хөрт,нажасаб
682,schlimm::A,хөрт,къабихӏаб
683,schlimm::A,алама,нажасаб
684,schlimm::A,алама,къабихӏаб
685,wahr::A,дөрөҫ,хӏакъаб
686,wahr::A,дөрөҫ,битӏараб
687,alt::A,иҫке,басрияб
688,alt::A,боронғо,басрияб
689,neu::A,яңы,цӏияб
690,ehemalig::A,элекке,цебе́госеб
691,alt[Lebewesen]::A,ҡарт,хераб
692,jung::A,йәш,тӏинчӏаб
693,jung::A,йәш,гӏолохъанаб
694,arm::A,фәҡир,пакъираб
695,reich::A,бай,бечедаб
696,bekannt::A,таныш,лъалеб
697,berühmt::A,атаҡлы,машгьураб
698,berühmt::A,данлыҡлы,машгьураб
699,fremd::A,ят,чияр
700,fremd::A,сит,чияр
701,verschieden::A,төрлө,батӏи-батӏияб
702,nah::A,яҡын,гӏагарда бугеб
703,fern::A,алыҫ,рикӏкӏадаб
704,fern::A,йыраҡ,рикӏкӏадаб
705,linker::A,һул,квегӏаб
706,rechter::A,уң,кваранаб
707,anderer::A,бутән,батӏияб
708,erster::A,тәүге,тӏоцебесеб
709,zweiter::A,икенсе,кӏиабилеб
710,dritter::A,өсөнсө,лъабабилеб
711,letzter::A,һуңғы,ахирисеб
712,allein::ADV,бер үҙе,ялгъузго
713,allein::ADV,яңғыҙ,ялгъузго
