,Concept_ID,ps,sq
64,Himmel::N,اسمان,qiell
65,Sonne::N,لمر,diell
66,Mond::N,سپوږمۍ,hënë
67,Stern::N,ستوری,yll
68,Luft::N,هوا,ajër
69,Wind::N,ورښ,erë
70,Welle::N,موج,valë
71,Welle::N,موج,dallgë
72,Wasser::N,اوبه,ujë
73,Stein::N,ډبره,gur
74,Boden::N,مځکه,tokë
75,Boden::N,مځکه,truall
76,Erde::N,خاوره,dhe
77,Erde::N,خاوره,baltë
78,Staub::N,ګرد,pluhur
79,Staub::N,خاوره,pluhur
80,Rauch::N,دود,tym
81,Rauch::N,لوګی,tym
82,Funke::N,سپرغۍ,xixë
83,Funke::N,سپرغۍ,shkëndijë
84,Feuer::N,اور,zjarr
85,Licht::N,رڼا,dritë
86,Schatten::N,سیوری,hije
87,Wetter::N,هوا,mot
88,Nebel::N,لړه,mjegull
89,Wolke::N,ورېځ,re
90,Regen::N,وریا,shi
91,Regen::N,باران,shi
92,Schnee::N,واوره,borë
93,Eis::N,یخ,akull
94,Eis::N,کنګل,akull
95,Frost::N,یخ,ngricë
96,Kälte::N,ساړه,të ftohtë
97,Hitze::N,تودوخي,vapë
98,Hitze::N,تودوخي,nxehtësi
99,Raureif::N,سپینه پرخه,cikmë
100,Regenbogen::N,بوډۍ ټال,ylber
101,Regenbogen::N,سره زرغونه,ylber
102,Donner::N,تالنده,gjëmim
103,Donner::N,تالنده,bubullimë
104,Strömung::N,بهېدنه,rrymë
105,Tropfen::N,قطره,pikë
106,Tropfen::N,څاڅکی,pikë
107,Schaum::N,ځګ,shkumë
108,Schmutz::N,ناپاکي,baltë
109,See::N,جهیل,liqen
110,Sumpf::N,جبه,batak
111,Moor::N,جبه,kënetë
112,Wiese::N,چمن,livadh
113,Wiese::N,شنېلی,livadh
114,Wald::N,ځنګل,pyll
115,Hügel::N,تپه,kodër
116,Anhöhe::N,غونډۍ,bregore
117,Berg::N,غ‍‍‍‍‍ر,mal
118,Gipfel::N,څوکه,kulm
119,Höhle::N,کاز,shpellë
120,Höhle::N,کاز,zgafelle
121,Abhang::N,لمن,shpat
122,Abhang::N,لمن,tatëpjetë
123,Quelle::N,چینه,krua
124,Quelle::N,چینه,burim
125,Bach::N,واله,virua
126,Fluss::N,سیند,lumë
127,Ufer::N,غاړه,breg
128,Küste::N,ساحل,anëdet
129,Küste::N,ساحل,bregdet
130,Festland::N,وچه,kontinent
131,Meer::N,بحر,det
132,Meer::N,سمندر,det
133,Bucht::N,کارۍ,gji deti
134,Insel::N,ټاپو,ishull
135,Insel::N,ټاپو,ujdhesë
136,Insel::N,جزيره,ishull
137,Insel::N,جزيره,ujdhesë
138,Blume::N,ګل,lule
139,Gras::N,واښه,bar
140,Wurzel::N,ریښه,rrënjë
141,Baum::N,ونه,pemë
142,Stamm::N,ډډ,trung
143,Rinde::N,پوستکی,lëvore
144,Ast::N,ښاخ,degë
145,Zweig::N,څانګه,bisk
146,Blatt::N,پاڼه,fletë
147,Blatt::N,پاڼه,gjethe
148,Birke::N,توس,mështekën
149,Kiefer[Baum]::N,نښتر,pishë
150,Weide[Baum]::N,وله,shelg
151,Tanne::N,ناجو,bredh
152,Horn::N,ښکر,bri
153,Feder::N,بڼکه,pupël
154,Fell::N,پوستکی,lëkurë
155,Flügel::N,وزر,krah
156,Flügel::N,وزر,fletë
157,Klaue::N,پنجه,kthetër
158,Klaue::N,منګول,kthetër
159,Kralle::N,پنجه,thua
160,Kralle::N,پنجه,kthetër
161,Kralle::N,منګول,thua
162,Kralle::N,منګول,kthetër
163,Schwanz::N,لکۍ,bisht
164,Ei::N,وۍ,vezë
165,Ei::N,هګۍ,vezë
166,Nest::N,جاله,fole
167,Bau::N,کاز,strofkë
168,Tier::N,ژوی,kafshë
169,Tier::N,حیوان,kafshë
170,Herde::N,رمه,kope
171,Herde::N,رمه,grigjë
172,Herde::N,غېله,kope
173,Herde::N,غېله,grigjë
174,Kuh::N,غوا,lopë
175,Bulle::N,غوئی,dem
176,Pferd::N,آس,kalë
177,Schaf::N,پسه,dele
178,Schwein::N,سرکوزی,derr
179,Hund::N,سپی,qen
180,Katze::N,پشه,mace
181,Bär::N,خرس,ari
182,Eichhörnchen::N,خړ لمی,ketër
183,Elch::N,ګوزن,dre brilopatë
184,Fuchs::N,سپلم,dhelpër
185,Hase::N,سوی,lepur
186,Maus::N,مږک,mi
187,Wolf::N,لېوه,ujk
188,Vogel::N,مرغه,zog
189,Vogel::N,مرغه,shpend
190,Schwarm::N,سېل,luzmë
191,Huhn::N,چرګه,pulë
192,Hahn::N,چرګ,gjel
193,Hahn::N,چرګ,këndes
194,Gans::N,بته,patë
195,Adler::N,عقاب,shqiponjë
196,Ente::N,ایلۍ,rosë
197,Eule::N,ګونګی,buf
198,Kranich::N,کلنګ,lejlek
199,Kranich::N,کلنګ,kurrillë
200,Krähe::N,کارغه,sorrë
201,Kuckuck::N,فاخته,qyqe
202,Schwan::N,قو,mjellmë
203,Fisch::N,کب,peshk
204,Fisch::N,ماهی,peshk
205,Schlange[Tier]::N,مار,gjarpër
206,Wurm::N,چینجی,krimb
207,Spinne::N,غڼه,marimangë
208,Spinne::N,تارکښ,marimangë
209,Ameise::N,مېږی,thnegël
210,Ameise::N,مېږی,milingonë
211,Laus::N,سپږه,morr
212,Mücke::N,ماشی,kunup
213,Mücke::N,ماشی,mushkonjë
214,Fliege::N,مچ,mizë
215,Schmetterling::N,پتنګ,flutur
216,Beere::N,مېوۍ,frutë
217,Beere::N,مېوۍ,manaferrë
218,Apfel::N,مڼه,mollë
219,Pilz::N,خرېړی,kërpudhë
220,Zwiebel::N,پیاز,qepë
221,Saat::N,تخم,farë
222,Korn::N,تخم,grurë
223,Korn::N,تخم,kokërr
224,Korn::N,دانه,grurë
225,Korn::N,دانه,kokërr
226,Heu::N,بوس,sanë
227,Heu::N,پروړه,sanë
228,Schale::N,پوستکی,lëkurë
229,Grube::N,کنده,gropë
230,Falle::N,دام,kurth
231,Falle::N,دام,grackë
232,Falle::N,لومه,kurth
233,Falle::N,لومه,grackë
234,Schlinge::N,کړۍ,nyjë
235,Spur::N,نښه,gjurmë
236,Asche::N,آس,hi
237,Asche::N,ایره,hi
238,Dreck::N,ناپاکي,baltë
239,Eisen::N,اوسپنه,hekur
240,Gold::N,سره زر,ar
241,Gold::N,سره زر,flori
242,Silber::N,نقره,argjend
243,Silber::N,سپین زر,argjend
244,Kohle::N,سکور,qymyr
245,Kohle::N,سکاره,qymyr
246,Glas::N,ښيښه,qelq
247,Lehm::N,خټه,argjilë
248,Sand::N,شګه,rërë
249,Mensch::N,انسان,njeri
250,Mann::N,سړی,burrë
251,Mann::N,سړی,mashkull
252,Mann::N,نارینه,burrë
253,Mann::N,نارینه,mashkull
254,Frau::N,ښځه,grua
255,Frau::N,ښځه,femër
256,Kind::N,بچی,kalama
257,Kind::N,ماشوم,kalama
258,Junge::N,هلک,djalë
259,Mädchen::N,نجلۍ,gocë
260,Mädchen::N,نجلۍ,vajzë
261,Familie::N,کورنۍ,familje
262,Großvater::N,بابا,gjysh
263,Großmutter::N,انا,gjyshe
264,Eltern::N,مور او پلار,prindër
265,Vater::N,پلار,atë
266,Mutter::N,مور,nënë
267,Sohn::N,زوی,bir
268,Tochter::N,لور,bijë
269,Bruder::N,ورور,vëlla
270,Schwester::N,خور,motër
271,Onkel::N,تره,dajë
272,Onkel::N,تره,xhaxha
273,Onkel::N,ماما,dajë
274,Onkel::N,ماما,xhaxha
275,Tante::N,خاله,teze
276,Tante::N,خاله,hallë
277,Ehemann::N,مېړه,burrë
278,Ehemann::N,مېړه,bashkëshort
279,Ehefrau::N,مېرمن,grua
280,Ehefrau::N,مېرمن,bashkëshorte
281,Freude::N,خوشحالي,gaz
282,Freude::N,خوشحالي,gëzim
283,Gelächter::N,خندا,qeshje
284,Glück::N,بخت,lumturi
285,Kummer::N,غم,brengë
286,Kummer::N,غم,pikëllim
287,Wunsch::N,هيله,dëshirë
288,Wunsch::N,غوښتنه,dëshirë
289,Lust::N,شوق,epsh
290,Lust::N,شوق,dashuri
291,Lust::N,مینه,epsh
292,Lust::N,مینه,dashuri
293,Geist::N,روح,frymë
294,Geist::N,روح,shpirt
295,Gedanke::N,فکر,ide
296,Gedanke::N,فکر,mendim
297,Gedächtnis::N,یاد,kujtesë
298,Gedächtnis::N,حافظه,kujtesë
299,Verstand::N,عقل,mend
300,Verstand::N,شعور,mend
301,Sinn::N,معنی,kuptim
302,Grund::N,علت,arsye
303,Grund::N,اساس,arsye
304,Wahrheit::N,حقیقت,vërtetë
305,Gespräch::N,مرکه,bisedim
306,Gespräch::N,خبرې اترې,bisedim
307,Märchen::N,افسانه,përrallë
308,Erzählung::N,قصه,tregim
309,Erzählung::N,کیسه,tregim
310,Nachricht::N,خبر,lajm
311,Neuigkeit::N,نوی خبر,risi
312,Name::N,نوم,emër
313,Rätsel::N,کیسۍ,gjëzë
314,Rätsel::N,کیسۍ,gjëegjëzë
315,Rätsel::N,چیستان,gjëzë
316,Rätsel::N,چیستان,gjëegjëzë
317,Rede::N,وینا,fjalim
318,Sprache::N,ژبه,gjuhë
319,Stimme::N,غږ,zë
320,Stimme::N,اواز,zë
321,Wort::N,لغت,fjalë
322,Wort::N,کلمه,fjalë
323,Zeichen::N,نښه,shenjë
324,Zeichen::N,اشاره,shenjë
325,Ruf::N,ږغ,thirrmë
326,Ruf::N,بلنه,thirrmë
327,Lärm::N,غالمغال,zhurmë
328,Laut::N,ږغ,tingull
329,Ton::N,اواز,ton
330,Lied::N,غزله,këngë
331,Lied::N,سندره,këngë
332,Ruhe::N,ارامي,qetësi
333,Leute::N,خلک,botë
334,Leute::N,خلک,njerëz
335,Volk::N,ولس,popull
336,Arbeit::N,کار,punë
337,Gast::N,مېلمه,mik
338,Gast::N,مېلمه,mysafir
339,Geschenk::N,تحفه,dhuratë
340,Geschenk::N,تحفه,peshqesh
341,Geschenk::N,سوغات,dhuratë
342,Geschenk::N,سوغات,peshqesh
343,Spiel::N,لوبه,lojë
344,Gesellschaft::N,ډله,shoqëri
345,Hilfe::N,کومک,ndihmë
346,Hilfe::N,مرسته,ndihmë
347,Freund::N,ملګری,mik
348,Kamerad::N,انډيوال,shok
349,Angelegenheit::N,موضوع,punë
350,Anzahl::N,شمېر,sasi
351,Anzahl::N,تعداد,sasi
352,Art::N,ډول,lloj
353,Stück::N,ټوټه,copë
354,Teil::N,برخه,pjesë
355,Hälfte::N,نیم,gjysmë
356,Kreis::N,دایره,qark
357,Kreis::N,دایره,rreth
358,Kreuz::N,صلیب,kryq
359,Linie::N,خط,vijë
360,Linie::N,لیکه,vijë
361,Strich::N,کرښه,vizë
362,Abstand::N,فاصله,distancë
363,Entfernung::N,واټن,largim
364,Gegend::N,سیمه,vise
365,Gegend::N,سیمه,krahinë
366,Gegend::N,منطقه,vise
367,Gegend::N,منطقه,krahinë
368,Platz::N,ځای,shesh
369,Ort::N,ځای,vend
370,Seite::N,مخ,anë
371,Seite::N,اړخ,anë
372,Mitte::N,وسط,mes
373,Mitte::N,مینځ,mes
374,Gegenstand::N,شی,send
375,Sache::N,شی,gjë
376,Sache::N,شی,send
377,Sache::N,څيز,gjë
378,Sache::N,څيز,send
379,Rand::N,څنډه,qoshe
380,Rand::N,کناره,qoshe
381,Kante::N,اړخ,teh
382,Ecke::N,ګوټ,qoshe
383,Spitze::N,څوکه,majë
384,Ende::N,څوکه,skaj
385,Ende::N,څوکه,bisht
386,Loch::N,سوری,vrimë
387,Winkel::N,کنج,kënd
388,Winkel::N,کوتی,kënd
389,Muster::N,نمونه,mostër
390,Größe::N,قد,madhësi
391,Größe::N,لويوالی,madhësi
392,Länge::N,طول,gjatësi
393,Länge::N,اوږد والی,gjatësi
394,Höhe::N,جګوالی,lartësi
395,Gewicht::N,وزن,peshë
396,Menge::N,اندازه,sasi
397,Haufen::N,کوټه,grumbull
398,Reihe::N,صف,radhë
399,Reihe::N,صف,rresht
400,Reihe::N,کتار,radhë
401,Reihe::N,کتار,rresht
402,Boot::N,قايق,barkë
403,Boot::N,قايق,lundër
404,Ruder::N,چپه,rrem
405,Schlitten::N,ښویېدونی,sajë
406,Ski::N,سکي,ski
407,Lagerfeuer::N,اور,flakadan
408,Lagerfeuer::N,اور,zjarr i madh
409,Last::N,بار,barrë
410,Last::N,پېټی,barrë
411,Gang::N,تګ,ecje
412,Schritt::N,ګام,hap
413,Norden::N,شمال,veri
414,Süden::N,سوېل,jug
415,Westen::N,لوېدېځ,perëndim
416,Osten::N,شرق,lindje
417,Osten::N,ختیځ,lindje
418,Holz::N,لرګی,dru
419,Brett::N,تخته,dërrasë
420,Platte::N,تخته,pllakë
421,Stütze::N,تکیوان,shtyllë
422,Stütze::N,تکیوان,mbështetesë
423,Stange::N,ډاګه,shufër
424,Stock::N,لرګی,dajak
425,Stab::N,چيخله,shkop
426,Rohr::N,نل,tub
427,Haus::N,کور,shtëpi
428,Heim::N,کور,konak
429,Heim::N,کور,shtëpi
430,Ofen::N,تودنۍ,sobë
431,Ofen::N,تودنۍ,stufë
432,Fußboden::N,غولی,dysheme
433,Tisch::N,مېز,tryezë
434,Stuhl::N,چوکۍ,karrige
435,Wiege::N,زانګو,djep
436,Bett::N,کټ,shtrat
437,Bett::N,چپرکټ,shtrat
438,Regal::N,تاخچۍ,raft
439,Kiste::N,صندوق,kuti
440,Fenster::N,کړکۍ,dritare
441,Tür::N,دروازه,derë
442,Tor::N,دروازه,portë
443,Zaun::N,کټاره,gardh
444,Dach::N,بام,çati
445,Leiter::N,زينه,shkallë
446,Besen::N,جارو,fshesë
447,Spaten::N,یوم,lopatë
448,Schaufel::N,بېلچه,qyrek
449,Gabel::N,پنجه,pirun
450,Löffel::N,کاشوغه,lugë
451,Messer::N,چاقو,thikë
452,Nagel::N,ميخ,gozhdë
453,Netz::N,جال,rrjetë
454,Haken::N,څنګک,grep
455,Haken::N,څنګک,grremç
456,Griff::N,لاستی,dorak
457,Griff::N,لاستی,dorezë
458,Schloss::N,کلپ,bravë
459,Bild::N,رسم,tablo
460,Bild::N,رسم,pikturë
461,Figur::N,قدوقامت,figurë
462,Puppe::N,ګوډۍ,kukull
463,Beutel::N,کڅوړه,qese
464,Beutel::N,کڅوړه,trastë
465,Bündel::N,دسته,deng
466,Tasche::N,بکس,çantë
467,Tasche::N,توبره,çantë
468,Eimer::N,سطل,kovë
469,Deckel::N,سرپوښ,kapak
470,Deckel::N,سرپوښ,mbulesë
471,Geschirr::N,لوښی,enë
472,Sack::N,جوال,thes
473,Sack::N,جوال,torbë
474,Tasse::N,پیاله,filxhan
475,Topf::N,دېګی,kusi
476,Topf::N,دېګی,tenxhere
477,Kessel::N,دېګ,kazan
478,Essen::N,خوراک,ngrënie
479,Nahrung::N,خوراک,ushqim
480,Speise::N,خواړه,gatesë
481,Fleisch::N,غوښه,mish
482,Getreide::N,غله,drithë
483,Brei::N,اوګره,qull
484,Brot::N,ډوډۍ,bukë
485,Scheibe::N,مړۍ,fetë
486,Fett::N,غوړي,lyrë
487,Fett::N,غوړي,yndyrë
488,Butter::N,کوچ,gjalpë
489,Öl::N,تېل,vaj
490,Salz::N,مالګه,kripë
491,Suppe::N,شوربا,supë
492,Suppe::N,شوربا,çorbë
493,Honig::N,شات,mjaltë
494,Milch::N,شوده,qumësht
495,Tee::N,چای,çaj
496,Leder::N,څرمن,lëkurë
497,Wolle::N,پشم,lesh
498,Stoff::N,ټوټه,pëlhurë
499,Nadel::N,ستن,gjilpërë
500,Faden::N,تار,pe
501,Faden::N,تار,fije
502,Knopf::N,تڼۍ,kopsë
503,Knopf::N,تکمه,kopsë
504,Knoten::N,غوټه,komb
505,Farbe::N,رنګ,bojë
506,Kleidung::N,کالي,veshje
507,Hemd::N,کميس,këmishë
508,Kragen::N,غاړه,jakë
509,Ärmel::N,لستوڼی,mëngë
510,Hose::N,پطلون,brekë
511,Gürtel::N,کمربند,rrip
512,Mütze::N,خولۍ,kësulë
513,Schuh::N,بوټ,këpucë
514,Stiefel::N,موزه,çizme
515,Ring::N,ګوته,unazë
516,Band::N,فيته,shirit
517,Kamm::N,ګمنځ,krehër
518,Spiegel::N,ایینه,pasqyrë
519,Spiegel::N,هنداره,pasqyrë
520,Riemen::N,تسمه,rrip
521,Schnur::N,مزی,litar
522,Schnur::N,مزی,cikomë
523,Leine::N,رسۍ,rrip
524,Decke::N,بړستن,batanije
525,Kissen::N,بالښت,jastëk
526,Tuch::N,ټیکری,shami
527,Handtuch::N,دسمال,peshqir
528,Kraft::N,زور,forcë
529,Kraft::N,توان,forcë
530,Stärke::N,قوت,koll
531,Gesundheit::N,صحت,shëndet
532,Gesundheit::N,روغتیا,shëndet
533,Krankheit::N,مرض,sëmundje
534,Krankheit::N,ناروغي,sëmundje
535,Schmerz::N,درد,dhimbje
536,Wunde::N,ټپ,plagë
537,Wunde::N,زخم,plagë
538,Fieber::N,تبه,ethe
539,Arznei::N,دوا,ilaç
540,Arznei::N,دارو,ilaç
541,Brücke::N,پول,urë
542,Brunnen::N,څاه,pus
543,Brunnen::N,کوهی,pus
544,Weide::N,وله,kullotë
545,Pfad::N,تړه,ravë
546,Pfad::N,تړه,shteg
547,Weg::N,لیار,udhë
548,Weg::N,لیار,shteg
549,Straße::N,سړک,rrugë
550,Dorf::N,کلی,fshat
551,Dorf::N,کلی,katund
552,Stadt::N,ښار,qytet
553,Brief::N,لیک,letër
554,Brief::N,مکتوب,letër
555,Buch::N,کتاب,libër
556,Buchstabe::N,حرف,shkronjë
557,Buchstabe::N,توری,shkronjë
558,Zeitung::N,اخبار,gazetë
559,Leben::N,ژوند,jetë
560,Tod::N,مرګ,mortje
561,Tod::N,مړینه,mortje
562,Grab::N,قبر,varr
563,Grab::N,ډورۍ,varr
564,Kirche::N,کلیسا,kishë
565,Sünde::N,ګناه,mëkat
566,Sünde::N,ګناه,gjynah
567,Gott::N,خدای,hy
568,Gott::N,خدای,zot
569,Arbeiter::N,کاریګر,punëtor
570,Chef::N,آمر,shef
571,Chef::N,آمر,drejtues
572,Meister::N,استاد,mjeshtër
573,Arzt::N,طبیب,mjek
574,Arzt::N,طبیب,doktor
575,Arzt::N,ډاکټر,mjek
576,Arzt::N,ډاکټر,doktor
577,Lehrer::N,معلم,mësues
578,Lehrer::N,معلم,arsimtar
579,Lehrer::N,ښوونکی,mësues
580,Lehrer::N,ښوونکی,arsimtar
581,Geld::N,پیسې,para
582,Geld::N,پیسې,holla
583,Geschäft::N,سوداګري,ujdi
584,Geschäft::N,سوداګري,biznes
585,Laden::N,دکان,dyqan
586,Laden::N,مغازه,dyqan
587,Preis::N,بیه,çmim
588,Ware::N,مال,mall
589,Nutzen::N,ګټه,dobi
590,Nutzen::N,ګټه,leverdi
591,Reichtum::N,شتمني,kamje
592,Reichtum::N,شتمني,pasuri
593,Welt::N,نړۍ,botë
594,Welt::N,دنیا,botë
595,Land::N,هېواد,vend
596,Staat::N,دولت,shtet
597,König::N,باچا,mbret
598,König::N,پادشاه,mbret
599,Macht::N,قدرت,fuqi
600,Macht::N,قدرت,pushtet
601,Grenze::N,حد,kufi
602,Grenze::N,سرحد,kufi
603,Krieg::N,جګړه,luftë
604,Feind::N,دښمن,armik
605,Gewalt::N,زور,dhunë
606,Gewalt::N,تشدد,dhunë
607,Kampf::N,جنګ,luftim
608,Kampf::N,مبارزه,luftim
609,Bogen[Waffe]::N,لیندۍ,hark
610,Pfeil::N,غشی,shigjetë
611,Gewehr::N,ټوپک,pushkë
612,Fehler::N,خطا,gafë
613,Fehler::N,خطا,gabim
614,Fehler::N,غلطي,gafë
615,Fehler::N,غلطي,gabim
616,Lüge::N,دروغ,gënjeshtër
617,Schaden::N,زیان,dëm
618,Schaden::N,زیان,zarar
619,Schaden::N,تاوان,dëm
620,Schaden::N,تاوان,zarar
621,Unglück::N,بدبختي,fatkeqësi
622,Schuld::N,ګناه,faj
623,Alter::N,منګ,moshë
624,Schluss::N,اخر,fund
625,Zeit::N,وخت,kohë
626,Tag::N,ورځ,ditë
627,Morgen::N,سبا,mëngjes
628,Morgen::N,سهار,mëngjes
629,Mittag::N,غرمه,mesditë
630,Abend::N,ماښام,mbrëmje
631,Nacht::N,شپه,natë
632,Woche::N,اونۍ,javë
633,Monat::N,مياشت,muaj
634,Jahr::N,کال,vit
635,Frühling::N,پسرلی,pranverë
636,Sommer::N,دوبی,verë
637,Herbst::N,منی,vjeshtë
638,Herbst::N,خزان,vjeshtë
639,Winter::N,ژمی,dimër
640,Januar::N,جنوري,janar
641,Februar::N,فبروري,shkurt
642,März::N,مارچ,mars
643,April::N,اپریل,prill
644,Mai::N,مې,maj
645,Juni::N,جون,qershor
646,Juli::N,جولای,korrik
647,August::N,اګست,gusht
648,September::N,سپټامبر,shtator
649,Oktober::N,اکتوبر,tetor
650,November::N,نومبر,nëntor
651,Dezember::N,دسمبر,dhjetor
652,Montag::N,دوشنبه,hënë
653,Dienstag::N,سه شنبه,martë
654,Mittwoch::N,چارشنبه,mërkurë
655,Donnerstag::N,پنجشنبه,enjte
656,Freitag::N,جمعه,premte
657,Samstag::N,خالي,shtunë
658,Sonntag::N,یکشنبه,diel
659,groß::A,لوی,madh
660,klein::A,وړوکی,vogël
661,lang::A,اوړد,gjatë
662,kurz::A,لنډ,shkurtër
663,breit::A,پراخه,gjerë
664,schmal::A,تنګ,ngushtë
665,dicht::A,ګڼ,dendur
666,dick[Gegenstand]::A,پنډ,trashë
667,dünn::A,نری,hollë
668,fein::A,نازک,imët
669,fest::A,کلک,fortë
670,fest::A,ټینګ,fortë
671,flach::A,هوار,sheshtë
672,glatt::A,ښوی,rrafshët
673,hart::A,کلک,fortë
674,weich::A,نرم,butë
675,weich::A,پوست,butë
676,rund::A,ګرد,rrumbullakët
677,spitz::A,تېره,majëmprehtë
678,scharf::A,تېز,mprehtë
679,scharf::A,تېره,mprehtë
680,stumpf::A,پڅ,topitur
681,schwer::A,دروند,rëndë
682,schön::A,ښکلی,bukur
683,heiß::A,تود,nxehtë
684,warm::A,تود,ngrohtë
685,kalt::A,ېخ,ftohtë
686,kalt::A,سوړ,ftohtë
687,kühl::A,ېخ,freskët
688,kühl::A,سوړ,freskët
689,frisch::A,تازه,pastër
690,feucht::A,مرطوب,lagësht
691,nass::A,لوند,lagur
692,trocken::A,وچ,thatë
693,voll::A,ډک,plotë
694,leer::A,خالی,bosh
695,leer::A,خالی,zbrazët
696,offen::A,خلاص,hapur
697,offen::A,پرانیستی,hapur
698,geschlossen::A,تړلی,mbyllur
699,sauber::A,پاک,dëlirë
700,schmutzig::A,چټل,ndyrë
701,roh::A,خام,gjallë
702,reif::A,پوخ,arrirë
703,reif::A,رسېدلی,arrirë
704,lecker::A,خوندور,shijshëm
705,lecker::A,مزه دار,shijshëm
706,süß::A,خوږ,ëmbël
707,süß::A,شیرین,ëmbël
708,bitter::A,تریخ,hidhur
709,sauer::A,ټاک,thartë
710,sauer::A,تريو,thartë
711,hell::A,روڼ,me dritë
712,hell::A,روښان,me dritë
713,dunkel::A,تیاره,errët
714,schwarz::A,تور,i zi
715,weiß::A,سپين,bardhë
716,rot::A,سور,kuq
717,gelb::A,زېړ,verdhë
718,blau::A,شین,blu
719,blau::A,شین,kaltër
720,blau::A,اسماني رنګه,blu
721,blau::A,اسماني رنګه,kaltër
722,grün::A,زرغون,blertë
723,grün::A,زرغون,gjelbër
724,grau::A,خړ,hirtë
725,grau::A,خړ,bojë hiri
726,bunt::A,رنګارنګ,shumëngjyrëshëm
727,billig::A,ارزان,lirë
728,teuer::A,ګران,shtrenjtë
729,wertvoll::A,قیمتي,çmuar
730,wertvoll::A,قیمتي,vlershëm
731,blind::A,ړوند,qorr
732,blind::A,ړوند,verbër
733,taub::A,کوڼ,shurdhër
734,kräftig::A,قوی,fuqishëm
735,stark::A,قوی,fortë
736,stark::A,تکړه,fortë
737,schwach::A,ضعیف,dobët
738,schwach::A,کمزوری,dobët
739,fett::A,چاغ,dhjamur
740,schlank::A,خوش اندام,hollë
741,hübsch::A,ښکلی,bukur
742,hübsch::A,ښکلی,hijshëm
743,hübsch::A,ښایسته,bukur
744,hübsch::A,ښایسته,hijshëm
745,böse::A,شریر,keq
746,böse::A,قهرناک,keq
747,dumm::A,احمق,teveqel
748,faul::A,لټ,dembel
749,faul::A,تنبل,dembel
750,fleißig::A,زحمت کښ,zellshëm
751,geizig::A,بخیل,kurnac
752,geizig::A,بخیل,dorështrënguar
753,klug::A,عاقل,mençur
754,klug::A,هوښیار,mençur
755,geschickt::A,ماهر,aftë
756,lieb::A,عزیز,dashur
757,lieb::A,محبوب,dashur
758,lustig::A,خوشحال,gëzuar
759,sanft::A,پوست,butë
760,sanft::A,ملایم,butë
761,hungrig::A,وږی,uritur
762,krank::A,مريض,sëmurë
763,krank::A,ناروغ,sëmurë
764,nackt::A,لوڅ,lakuriq
765,nackt::A,لوڅ,zhveshur
766,traurig::A,غمجن,trishtuar
767,lebendig::A,ژوندی,gjallë
768,gut::A,ښه,mirë
769,schlecht::A,بد,keq
770,schlecht::A,خراب,keq
771,richtig::A,سم,drejtë
772,richtig::A,صحیح,drejtë
773,schlimm::A,بد,keq
774,schlimm::A,مخوف,keq
775,wahr::A,واقعي,vërtetë
776,alt::A,زوړ,vjetër
777,neu::A,نوی,i ri
778,ehemalig::A,پخوانی,dikurshëm
779,alt[Lebewesen]::A,زوړ,plak
780,jung::A,ځوان,i ri
781,arm::A,غریب,varfër
