,Concept_ID,vep,no
845,gefrieren::V,kül'mdä,fryse
846,tauen::V,sulada,tine
847,schmelzen::V,sulada,smelte
848,trocknen::V,kuida,tørre
849,trocknen::V,kuivehtuda,tørre
850,sieden::V,kehuda,koke
851,faulen::V,hapata,råtne
852,faulen::V,traudäs,råtne
853,verfaulen::V,hapata,råtne
854,reißen::V,rebita,briste
855,versinken::V,upota,synke
856,versinken::V,upota,synke ned
857,vergehen::V,mända,forløpe
858,erscheinen::V,ozutadas,synes
859,verschwinden::V,hajeta,forsvinne
860,sinken::V,väheta,synke
861,sinken::V,lasktas,synke
862,abnehmen::V,peneta,avta
863,abnehmen::V,peneta,minske
864,zunehmen::V,ližaduda,tilta
865,steigen::V,nousta,stige
866,wachsen::V,kazda,gro
867,wachsen::V,kazda,vokse
868,glänzen::V,loštta,skinne
869,funkeln::V,hoštta,tindre
870,lärmen::V,robaita,bråke
871,läuten::V,judaita,ringe
872,klingeln::V,kelotada,ringe
873,klirren::V,biraita,klirre
874,brausen::V,bruncta,bruse
875,rauschen::V,šobaita,suse
876,klingen::V,heläita,lyde
877,klingen::V,heläita,klinge
878,bellen::V,nutta,gjø
879,bellen::V,nutta,bjeffe
880,heulen::V,ulaita,ule
881,blasen::V,puhuda,blåse
882,pfeifen::V,pistta,plystre
883,pfeifen::V,vihelta,plystre
884,schreien::V,kirkta,skrike
885,schreien::V,kidastada,skrike
886,stöhnen::V,ohkta,stønne
887,stöhnen::V,voivotada,stønne
888,zittern::V,säraita,dirre
889,zittern::V,säraita,skjelve
890,leben::V,eläda,leve
891,geboren werden::V,sünduda,fødes
892,atmen::V,henktä,ånde
893,atmen::V,henktä,puste
894,trinken::V,joda,drikke
895,essen::V,söda,spise
896,schlucken::V,lainata,svelge
897,müde werden::V,väzuda,bli trett
898,müde werden::V,šuštuda,bli trett
899,einschlafen::V,uinota,sovne
900,schlafen::V,magata,sove
901,schlafen::V,nukkuda,sove
902,aufwachen::V,heraštuda,våkne
903,aufstehen::V,nousta,stå opp
904,sich erholen::V,lebaitas,bli bra
905,sich erholen::V,lebaitas,komme seg
906,krank werden::V,läžegata,bli syk
907,krank sein::V,läžuda,være syk
908,schmerzen::V,kibištada,gjøre vondt
909,husten::V,rügda,hoste
910,genesen::V,tervehtuda,komme seg
911,sterben::V,kolda,dø
912,umkommen::V,kolda,omkomme
913,sich bewegen::V,likkuda,bevege seg
914,sich rühren::V,likahtada,røre på seg
915,sich rühren::V,kubahtada,røre på seg
916,sich erheben::V,nousta,reise seg
917,sich setzen::V,išttas,sette sig
918,hinfallen::V,langeta,falle over ende
919,laufen::V,kävuda,løpe
920,schreiten::V,astta,skride
921,schreiten::V,haškta,skride
922,spazierengehen::V,kävelta,spasere
923,spazierengehen::V,kävelta,gå en tur
924,eilen::V,kiruhtada,ile
925,sich beeilen::V,kiruhtada,skynde seg
926,sausen::V,fun'urta,suse
927,rennen::V,joksta,løpe
928,springen::V,hüptä,hoppe
929,springen::V,hüptä,springe
930,klettern::V,libuda,klatre
931,schaukeln::V,čibuda,huske
932,kriechen::V,ličtas,krype
933,schwimmen::V,ujuda,svømme
934,tauchen::V,čukautas,dykke
935,rudern::V,souta,ro
936,fahren::V,ajada,kjøre
937,fahren::V,ajelda,kjøre
938,fliegen::V,leta,fly
939,gehen::V,mända,gå
940,gehen::V,kävuda,gå
941,weggehen::V,päzda,gå bort
942,weggehen::V,lähtta,gå bort
943,abfahren::V,tönduda,reise
944,anhalten::V,seižutadas,stanse
945,hineingehen::V,mända südäimehe,gå inn
946,eintreten::V,tulda,tre inn
947,kommen::V,tulda,komme
948,ankommen::V,tulda,ankomme
949,ankommen::V,tulda,komme til
950,zurückkommen::V,pörtas,komme tilbake
951,bleiben::V,jäda,bli
952,bleiben::V,jäda,forbli
953,warten::V,varastada,vente
954,erwarten::V,varastada,vente
955,suchen::V,ectä,søke
956,finden::V,löuta,finne
957,versuchen::V,ladida,prøve
958,versuchen::V,ladida,forsøke
959,versuchen::V,rohkaita,prøve
960,versuchen::V,rohkaita,forsøke
961,vorbereiten::V,vaumita,forberede
962,lieben::V,armastada,elske
963,mögen::V,navedida,like
964,lachen::V,nagrda,le
965,rühren::V,likutada,røre
966,weinen::V,itkta,gråte
967,schimpfen::V,laidas,skjelle
968,schimpfen::V,pačatada,skjelle
969,sich ärgern::V,rändüda,ergre seg
970,sich fürchten::V,varaita,være redd
971,fürchten::V,varaita,være redd for
972,fliehen::V,pageta,rømme
973,fliehen::V,pageta,flykte
974,flüchten::V,pageta,flykte
975,flüchten::V,joksta,flykte
976,sehen::V,nähta,se
977,anschauen::V,kacta,se på
978,anschauen::V,kacta,betrakte
979,ansehen::V,kacta,anse
980,hören::V,kulda,høre
981,zuhören::V,kundeltas,tilhøre
982,probieren::V,mujada,smake
983,probieren::V,mujada,smake på
984,riechen::V,rižada,lukte
985,fühlen::V,mujada,føle
986,scheinen::V,näguda,se ut
987,zu sehen sein::V,näguda,synes
988,vernehmen::V,kulištada,få vite
989,frieren::V,kül'mdä,fryse
990,tun::V,tehta,gjøre
991,können::V,voida,kunne
992,können::V,mahtta,kunne
993,wollen::V,himoita,ville
994,wollen::V,tahtoida,ville
995,anfangen::V,zavottä,begynne
996,anfangen::V,augotada,begynne
997,beenden::V,loptä,avslutte
998,aufhören::V,loptas,slutte
999,aufhören::V,loptas,holde opp
1000,gelingen::V,lähtta,lykkes
1001,gelingen::V,tehtas,lykkes
1002,geraten::V,tulda,bli
1003,öffnen::V,avaita,åpne
1004,schließen::V,saubata,lukke
1005,schließen::V,saubata,stenge
1006,stellen::V,panda,stille
1007,stellen::V,seižutada,stille
1008,setzen::V,ištutada,sette
1009,legen::V,panda,legge
1010,berühren::V,koskta,berøre
1011,berühren::V,käziduda,berøre
1012,verbinden::V,ühtenzoitta,forbinde
1013,bedecken::V,katta,dekke
1014,bedecken::V,peitta,dekke
1015,aufhängen::V,riputada,henge
1016,aufhängen::V,riputada,henge opp
1017,anzünden::V,sütutada,tenne
1018,anzünden::V,sütutada,antenne
1019,anzünden::V,sütutada,tenne på
1020,aufheben::V,leta,løfte
1021,aufheben::V,leta,ta opp
1022,zurücklassen::V,jätta,slippe tilbake
1023,verlieren::V,kadotada,miste
1024,fallen lassen::V,kirbotada,droppe
1025,fallen lassen::V,kirbotada,la falle
1026,machen::V,säta,lage
1027,machen::V,säta,gjøre
1028,machen::V,tehta,lage
1029,machen::V,tehta,gjøre
1030,herstellen::V,tehta,fremstille
1031,bauen::V,leta,bygge
1032,bauen::V,sauda,bygge
1033,reparieren::V,koheta,reparere
1034,verbessern::V,paremboita,rette
1035,verbessern::V,paremboita,forbedre
1036,ändern::V,vajehtada,forandre
1037,graben::V,kaida,grave
1038,graben::V,čongoida,grave
1039,beugen::V,koverta,bøye
1040,biegen::V,painda,bøye
1041,drehen::V,punotada,dreie
1042,wenden::V,käta,vende
1043,wenden::V,kärauta,vende
1044,umdrehen::V,käta,snu
1045,heben::V,leta,heve
1046,hochheben::V,libutada,løfte
1047,ergreifen::V,tabata,gripe
1048,ergreifen::V,tabata,få tak i
1049,halten::V,pidada,holde
1050,drücken::V,painda,trykke
1051,schieben::V,žigutada,skyve
1052,kratzen::V,künstä,klø
1053,kratzen::V,künstä,klore
1054,lecken::V,nolda,slikke
1055,beißen::V,purda,bite
1056,beißen::V,hambastada,bite
1057,abreißen::V,ratketa,rive av
1058,abschneiden::V,čapata,skjære av
1059,abschneiden::V,leikata,skjære av
1060,binden::V,sidoda,binde
1061,stecken::V,čokaita,stikke
1062,brechen::V,katkaita,bryte
1063,brechen::V,katkaita,briste
1064,klopfen::V,kolkotada,banke
1065,hauen::V,löda,hogge
1066,kleben::V,klejata,klistre
1067,reiben::V,hosta,gni
1068,reiben::V,törkita,gni
1069,reiben::V,jorotada,gni
1070,streichen::V,voita,stryke
1071,schleifen::V,hijoida,slipe
1072,schleifen::V,teravzoitta,slipe
1073,schneiden::V,leikata,klippe
1074,rütteln::V,heilutada,ruske
1075,schütteln::V,pudištada,riste
1076,schwenken::V,maihutada,svinge
1077,schütten::V,valada,helle
1078,füllen::V,täutta,fylle
1079,einwickeln::V,kärdä,vikle inn
1080,tragen::V,kantta,bære
1081,tragen::V,kandišta,bære
1082,schleppen::V,vedätada,slepe
1083,ziehen::V,vedada,dra
1084,ziehen::V,vedada,trekke
1085,aufbewahren::V,kaita,oppbevare
1086,aufbewahren::V,kaita,ta vare på
1087,werfen::V,čuta,kaste
1088,werfen::V,tactä,kaste
1089,fangen::V,püta,fange
1090,packen::V,tabata,gripe
1091,packen::V,tabata,gripe tak i
1092,verstecken::V,peitta,gjemme
1093,teilen::V,jagada,dele
1094,schicken::V,oigeta,sende
1095,bringen::V,veda,bringe
1096,hinzufügen::V,ližata,tilføye
1097,bekommen::V,sada,få
1098,erhalten::V,sada,få
1099,nehmen::V,otta,ta
1100,wählen::V,valita,velge
1101,auswählen::V,valita,velge ut
1102,bewahren::V,kaita,bevare
1103,behindern::V,telustada,hindre
1104,behindern::V,telustada,forhindre
1105,verderben::V,travida,ødelegge
1106,beschädigen::V,satatada,skade
1107,zerbrechen::V,mureta,brekke i stykker
1108,zerreißen::V,rebitada,rive i stykker
1109,zerstören::V,mureta,ødelegge
1110,verbrennen::V,poltta,brenne
1111,verbrennen::V,poltta,brenne opp
1112,geben::V,antta,gi
1113,reichen::V,antta,rekke
1114,schenken::V,lahjoita,forære
1115,schenken::V,lahjoita,skjenke
1116,versprechen::V,toivotada,love
1117,wünschen::V,toivotada,ønske
1118,loben::V,kitta,rose
1119,küssen::V,tervehtada,kysse
1120,wiegen::V,likutada,vogge
1121,zudecken::V,katta,dekke til
1122,wecken::V,noustatada,vekke
1123,zeigen::V,ozutada,vise
1124,führen::V,astutada,føre
1125,lehren::V,opeta,lære
1126,unterrichten::V,opeta,undervise
1127,aufziehen::V,kazvatada,oppdra
1128,leiten::V,ohjata,lede
1129,antreiben::V,rigehtoitta,drive på
1130,lassen::V,käskta,få til å
1131,einladen::V,kucta,be
1132,einladen::V,kucta,invitere
1133,vereinigen::V,ühtenzoitta,forene
1134,besuchen::V,rižada,besøke
1135,treffen::V,vastata,møte
1136,treffen::V,vastata,treffe
1137,sich versammeln::V,kägeta,forsamles
1138,sich versammeln::V,sätas,forsamles
1139,spielen::V,väta,leke
1140,spielen::V,väta,spille
1141,singen::V,pajatada,synge
1142,tanzen::V,kargaita,danse
1143,sich trennen::V,erigata,skilles
1144,verlassen::V,jätta,forlate
1145,retten::V,päzutada,redde
1146,bewachen::V,varjoita,bevokte
1147,schützen::V,kaita,verne
1148,schützen::V,kaita,beskytte
1149,verteidigen::V,kaita,forsvare
1150,sich schlagen::V,torata,slåss
1151,schießen::V,ampta,skyte
1152,siegen::V,vägestada,seire
1153,ärgern::V,verdutada,ergre
1154,ärgern::V,rändütada,ergre
1155,schlagen::V,löda,
1156,schlagen::V,iškta,
1157,treten::V,peksta,sparke
1158,treten::V,topsta,sparke
1159,stechen::V,pystiä,stikke
1160,stoßen::V,iškta,støte
1161,stoßen::V,pudištada,støte
1162,stehlen::V,vargastada,stjele
1163,stören::V,keskustada,forstyrre
1164,belästigen::V,tartuteldas,plage
1165,belästigen::V,tartuteldas,sjenere
1166,verbergen::V,katelda,gjemme
1167,täuschen::V,manitada,villede
1168,betrügen::V,manitada,bedra
1169,töten::V,rikta,drepe
1170,töten::V,surmita,drepe
1171,wohnen::V,eläda,bo
1172,arbeiten::V,rata,arbeide
1173,sammeln::V,kogota,samle
1174,pflücken::V,poimda,plukke
1175,jagen::V,mecata,jage
1176,fischen::V,kalatada,fiske
1177,fassen::V,tabata,fange
1178,hüten::V,paimeta,vokte
1179,treiben::V,ajada,drive
1180,anbinden::V,küttestada,feste
1181,anbinden::V,sidoda,feste
1182,füttern::V,sötta,fore
1183,melken::V,lüpsta,melke
1184,hacken::V,sauda,hakke
1185,gießen::V,valada,helle
1186,reifen::V,küpseta,modne
1187,zubereiten::V,vaumištada,lage
1188,zubereiten::V,vaumištada,tilberede
1189,kochen::V,keitta,koke
1190,backen::V,paštta,bake
1191,braten::V,žarda,steke
1192,umrühren::V,segoitada,røre om
1193,stricken::V,kudoda,strikke
1194,nähen::V,ombelta,sy
1195,färben::V,mujutada,farge
1196,reinigen::V,puhtastada,rense
1197,reinigen::V,puhtastada,gjøre ren
1198,waschen::V,pesta,vaske
1199,abwischen::V,pühktä,tørke av
1200,spülen::V,huhtoida,spyle
1201,spülen::V,huhtoida,skylle
1202,fegen::V,pühkta,feie
1203,kehren::V,uhoita,koste
1204,baden::V,kül'ptäs,bade
1205,sich waschen::V,pestas,vaske seg
1206,ausziehen::V,riičta,ta av
1207,ausziehen::V,rušta,ta av
1208,anziehen::V,panda päle,ta på
1209,anziehen::V,panda kädehe,ta på
1210,anziehen::V,panda jaugha,ta på
1211,sich anziehen::V,sobdas,kle på seg
1212,kämmen::V,harjata,gre
1213,kämmen::V,harjata,kjemme
1214,schmücken::V,čomitada,pynte
1215,schmücken::V,čomitada,smykke
1216,sagen::V,sanuda,si
1217,sprechen::V,pagišta,snakke
1218,reden::V,pagišta,tale
1219,reden::V,pagišta,snakke
1220,sich unterhalten::V,lodaita,samtale
1221,fragen::V,küzuda,spørre
1222,bitten::V,pakita,be
1223,erzählen::V,sanuda,fortelle
1224,erzählen::V,starinoita,fortelle
1225,mitteilen::V,tedotada,meddele
1226,nennen::V,nimitada,kalle
1227,rufen::V,kucta,rope
1228,prahlen::V,kittäs,skryte
1229,übersetzen::V,käta,oversette
1230,denken::V,meletada,tenke
1231,glauben::V,uskta,tro
1232,bemerken::V,homaita,bemerke
1233,bemerken::V,homaita,legge merke til
1234,erkennen::V,tundištada,gjenkjenne
1235,begreifen::V,tabata,begripe
1236,verstehen::V,el'geta,forstå
1237,verstehen::V,el'geta,skjønne
1238,verstehen::V,toimetada,forstå
1239,verstehen::V,toimetada,skjønne
1240,lernen::V,opetas,lære
1241,wissen::V,teta,vite
1242,sich erinnern an::V,johtutada,huske på
1243,vergessen::V,unohtada,glemme
1244,messen::V,märita,måle
1245,zählen::V,lugeda,telle
1246,rechnen::V,lugeda,regne
1247,lesen::V,lugeda,lese
1248,malen::V,pirta,male
1249,zeichnen::V,pirta,tegne
1250,schreiben::V,kirjutada,skrive
1251,besitzen::V,omištada,eie
1252,besitzen::V,omištada,inneha
1253,kaufen::V,ostta,kjøpe
1254,verkaufen::V,möda,selge
1255,bezahlen::V,maksta,betale
1256,zahlen::V,maksta,betale
1257,beherrschen::V,valdoita,beherske
1258,ertragen::V,tirpta,orke
