,Concept_ID,bn,is
185,Spinne::N,মাকড়সা,kónguló
186,Ameise::N,পিপীলিকা,maur
187,Laus::N,উকুন,lús
188,Mücke::N,মশা,mý
189,Mücke::N,মশা,mýfluga
190,Fliege::N,মাছি,fluga
191,Schmetterling::N,প্রজাপতি,fiðrildi
192,Beere::N,বেরি,ber
193,Apfel::N,আপেল,epli
194,Pilz::N,ছত্রক,sveppur
195,Zwiebel::N,পিয়াজ,laukur
196,Saat::N,বীজ,fræ
197,Saat::N,বীজ,útsæði
198,Korn::N,শস্য,korn
199,Heu::N,খড়,hey
200,Schale::N,খোসা,hýði
201,Grube::N,গর্ত,gryfja
202,Falle::N,ফাঁদ,gildra
203,Schlinge::N,পাশ,snara
204,Spur::N,চিহ্ন,spor
205,Asche::N,ভস্ম,aska
206,Dreck::N,ময়লা,óþverri
207,Eisen::N,লোহা,járn
208,Gold::N,স্বর্ণ,gull
209,Silber::N,রৌপ্য,silfur
210,Kohle::N,অঙ্গার,kol
211,Glas::N,কাচ,gler
212,Lehm::N,মৃত্তিকা,leir
213,Sand::N,বালি,sandur
214,Mensch::N,নর,maður
215,Mensch::N,নর,manneskja
216,Mensch::N,মানুষ,maður
217,Mensch::N,মানুষ,manneskja
218,Mann::N,মানুষ,maður
219,Mann::N,মানুষ,karlmaður
220,Frau::N,নারী,kona
221,Kind::N,বাচ্চা,barn
222,Kind::N,বাচ্চা,krakki
223,Junge::N,ছেলে,drengur
224,Mädchen::N,মেয়ে,stelpa
225,Familie::N,পরিবার,fjölskylda
226,Großvater::N,মাতামহ,afi
227,Großmutter::N,মাতামহী,amma
228,Eltern::N,মাতাপিতা,foreldrar
229,Vater::N,পিতা,faðir
230,Mutter::N,মাতা,móðir
231,Sohn::N,ছেলে,sonur
232,Tochter::N,মেয়ে,dóttir
233,Bruder::N,দাদা,bróðir
234,Schwester::N,বোন,systir
235,Schwester::N,দিদি,systir
236,Onkel::N,মামা,föðurbróðir
237,Tante::N,মাসী,frænka
238,Tante::N,মাসী,móðursystir
239,Ehemann::N,স্বামী,eiginmaður
240,Ehefrau::N,পত্নী,eiginkona
241,Freude::N,উল্লাস,gleði
242,Gelächter::N,হাসি,hlátur
243,Glück::N,সুখ,gæfa
244,Kummer::N,দুঃখ,sorg
245,Wunsch::N,আকাঙ্ক্ষা,ósk
246,Lust::N,বাসনা,fýsn
247,Lust::N,বাসনা,löngun
248,Geist::N,আত্না,andi
249,Gedanke::N,চিন্তা,hugsun
250,Gedächtnis::N,স্মরণশক্তি,minni
251,Verstand::N,মন,vit
252,Sinn::N,পদার্থ,merking
253,Grund::N,কারণ,ástæða
254,Wahrheit::N,সত্য,sannleikur
255,Gespräch::N,কথাবার্তা,samtal
256,Märchen::N,রূপকথা,ævintýri
257,Erzählung::N,গল্প,saga
258,Nachricht::N,তথ্য,frétt
259,Neuigkeit::N,খবরাখবর,frétt
260,Name::N,নাম,nafn
261,Rätsel::N,ধাঁধা,gáta
262,Rede::N,বক্তৃতা,ræða
263,Sprache::N,ভাষা,mál
264,Sprache::N,ভাষা,tungumál
265,Stimme::N,স্বর,rödd
266,Wort::N,শব্দ,orð
267,Zeichen::N,প্রতীক,tákn
268,Zeichen::N,প্রতীক,merki
269,Ruf::N,ডাক,kall
270,Lärm::N,হৈচৈ,hávaði
271,Laut::N,ধ্বনি,hljóð
272,Ton::N,স্বর,tónn
273,Lied::N,গান,ljóð
274,Lied::N,গান,söngur
275,Ruhe::N,শান্তি,ró
276,Ruhe::N,শান্তি,kyrrð
277,Leute::N,প্রজাপুঞ্জ,fólk
278,Volk::N,জাতি,þjóð
279,Arbeit::N,চাকরি,vinna
280,Gast::N,অতিথি,gestur
281,Geschenk::N,উপহার,gjöf
282,Spiel::N,খেলা,leikur
283,Gesellschaft::N,সঙ্গিগণ,selskapur
284,Hilfe::N,সাহায্য,hjálp
285,Freund::N,বন্ধু,vinur
286,Kamerad::N,সঙ্গী,félagi
287,Angelegenheit::N,বিষয়,mál
288,Angelegenheit::N,বিষয়,málefni
289,Anzahl::N,পরিমাণ,tala
290,Anzahl::N,পরিমাণ,fjöldi
291,Art::N,রকম,tegund
292,Stück::N,টুকরো,biti
293,Stück::N,টুকরো,stykki
294,Teil::N,অংশ,hluti
295,Teil::N,অংশ,partur
296,Hälfte::N,অর্ধেক,helmingur
297,Kreis::N,বৃত্ত,hringur
298,Kreuz::N,ক্রুশ,kross
299,Kreuz::N,ক্রুশ,krossmark
300,Linie::N,রেখা,lína
301,Strich::N,কষি,strik
302,Abstand::N,ফাঁক,millibil
303,Entfernung::N,ব্যবধান,fjarlægð
304,Gegend::N,ক্ষেত্র,hérað
305,Platz::N,জায়গা,pláss
306,Ort::N,স্থান,staður
307,Seite::N,পার্শ্ব,hlið
308,Mitte::N,মধ্য,miðja
309,Gegenstand::N,জিনিস,hlutur
310,Sache::N,বস্তু,mál
311,Rand::N,কানা,brún
312,Kante::N,ধার,rönd
313,Ecke::N,কোণ,horn
314,Spitze::N,ডগা,oddur
315,Ende::N,প্রান্ত,endi
316,Loch::N,গর্ত,gat
317,Loch::N,গর্ত,hola
318,Winkel::N,কোণ,skot
319,Winkel::N,কোণ,krókur
320,Muster::N,নমুন্,munstur
321,Größe::N,আয়তন,stærð
322,Länge::N,দৈর্ঘ্য,lengd
323,Höhe::N,উচ্চতা,hæð
324,Gewicht::N,ওজন,vigt
325,Gewicht::N,ওজন,þyngd
326,Menge::N,পরিমাণ,magn
327,Haufen::N,পুঞ্জ,hrúga
328,Haufen::N,পুঞ্জ,haugur
329,Reihe::N,শ্রেণী,röð
330,Boot::N,নৌকা,bátur
331,Ruder::N,দাঁড়,ár
332,Schlitten::N,স্নেজ্-গাড়ি,sleði
333,Ski::N,শী,skíði
334,Lagerfeuer::N,অগ্নি,varðeldur
335,Last::N,বোঝা,byrði
336,Last::N,বোঝা,farmur
337,Gang::N,হণ্টন,ganga
338,Schritt::N,পদ,skref
339,Norden::N,উত্তরদিক্,norður
340,Süden::N,দক্ষিণদিক,suður
341,Westen::N,পশ্চিমদিক্,vestur
342,Osten::N,পূর্বদিক,austur
343,Holz::N,কাঠ,viður
344,Brett::N,তক্তা,fjöl
345,Platte::N,ফলক,flötur
346,Stütze::N,নাগদণ্ড,stoð
347,Stange::N,দণ্ড,stöng
348,Stock::N,ছড়ি,prik
349,Stock::N,ছড়ি,stafur
350,Stab::N,যষ্টি,prik
351,Stab::N,যষ্টি,stafur
352,Rohr::N,নল,rör
353,Rohr::N,নল,pípa
354,Haus::N,ঘর,hús
355,Heim::N,বাসা,heimili
356,Ofen::N,স্টোভ্,ofn
357,Fußboden::N,গহতল,gólf
358,Tisch::N,মেজ,borð
359,Tisch::N,টেবিল,borð
360,Stuhl::N,চেয়ার,stóll
361,Stuhl::N,কেদারা,stóll
362,Wiege::N,দোলনা,vagga
363,Bett::N,শয্যা,rúm
364,Bett::N,শয্যা,hvíla
365,Regal::N,তাক,hilla
366,Kiste::N,বাক্স,kassi
367,Fenster::N,জানালা,gluggi
368,Tür::N,দ্বার,dyr
369,Tür::N,দ্বার,hurð
370,Tor::N,দ্বার,hlið
371,Zaun::N,বেড়া,girðing
372,Zaun::N,বেড়া,limgarður
373,Dach::N,ছাদ,þak
374,Leiter::N,মই,stigi
375,Besen::N,গুল্মবিশেষ,sópur
376,Spaten::N,কোদাল,spaði
377,Schaufel::N,বেলচা,skófla
378,Gabel::N,কাঁটা,gaffall
379,Löffel::N,চামচ,skeið
380,Messer::N,ছুরি,hnífur
381,Nagel::N,পেরেক,nögl
382,Netz::N,জাল,net
383,Haken::N,কাচি,krókur
384,Griff::N,হাতল,tak
385,Schloss::N,তালা,lás
386,Bild::N,ছবি,mynd
387,Bild::N,চিত্র,mynd
388,Figur::N,আকার,stytta
389,Puppe::N,পুতুল,brúða
390,Beutel::N,বটুয়া,poki
391,Beutel::N,বটুয়া,baggi
392,Bündel::N,আঁটি,böggull
393,Tasche::N,থলি,veski
394,Eimer::N,বাল্তি,fata
395,Deckel::N,আবরণ,lok
396,Geschirr::N,থালা-বাসন,leirtau
397,Sack::N,বস্তা,sekkur
398,Tasse::N,কাপ,bolli
399,Topf::N,পাত্র,pottur
400,Kessel::N,কেটলি,ketill
401,Essen::N,আহার,matur
402,Nahrung::N,খাদ্য,fæða
403,Speise::N,খাদ্য,réttur
404,Speise::N,খাদ্য,matarréttur
405,Fleisch::N,মাংস,kjöt
406,Getreide::N,শস্য,korn
407,Brei::N,মণ্ড,grautur
408,Brot::N,রুটি,brauð
409,Scheibe::N,ফালি,sneið
410,Fett::N,মেদ,fita
411,Butter::N,মাখন,smjör
412,Öl::N,তৈল,olía
413,Salz::N,নুন,salt
414,Suppe::N,শুরুয়া,súpa
415,Honig::N,মধু,hunang
416,Milch::N,দুধ,mjólk
417,Tee::N,চা,te
418,Leder::N,পাকা চামড়া,skinn
419,Wolle::N,পশম,ull
420,Stoff::N,বস্ত্র,dúkur
421,Nadel::N,সুচ,nál
422,Faden::N,সূত্র,þráður
423,Knopf::N,বোতাম,tala
424,Knopf::N,বোতাম,hnappur
425,Knoten::N,গিঁট,hnútur
426,Farbe::N,রং,málning
427,Kleidung::N,কাপড়,búningur
428,Kleidung::N,কাপড়,klæðnaður
429,Hemd::N,শার্ট,skyrta
430,Kragen::N,গলবন্ধ,kragi
431,Kragen::N,গলবন্ধ,flibbi
432,Ärmel::N,আস্তিন্,ermi
433,Hose::N,ট্রাউজার,buxur
434,Gürtel::N,কটিবন্ধ,belti
435,Mütze::N,টুপি,húfa
436,Schuh::N,জুতো,skór
437,Stiefel::N,বুট,stígvél
438,Ring::N,আংটি,hringur
439,Band::N,ফিতা,band
440,Kamm::N,চিরুনি,greiða
441,Spiegel::N,আয়না,spegill
442,Riemen::N,চাবুক,ól
443,Riemen::N,চাবুক,reim
444,Schnur::N,দড়ি,snúra
445,Leine::N,শিকল,band
446,Decke::N,কম্বল,teppi
447,Kissen::N,উপাধান,koddi
448,Tuch::N,বস্ত্র,klútur
449,Handtuch::N,তোয়ালে,þurrka
450,Handtuch::N,তোয়ালে,handklæði
451,Kraft::N,জোর,afl
452,Kraft::N,জোর,kraftur
453,Stärke::N,শক্তি,styrkur
454,Gesundheit::N,স্বাস্থ্য,heilsa
455,Gesundheit::N,স্বাস্থ্য,heilbrigði
456,Krankheit::N,অসুখ,sjúkdómur
457,Krankheit::N,ব্যামো,sjúkdómur
458,Schmerz::N,যন্ত্রণা,sársauki
459,Wunde::N,ক্ষত,sár
460,Fieber::N,জ্বর,hitasótt
461,Arznei::N,ঔষধ,lyf
462,Brücke::N,সেতু,brú
463,Brunnen::N,কূপ,brunnur
464,Weide::N,পশুচারণভূমি,hagi
465,Pfad::N,পথ,stígur
466,Weg::N,পথ,vegur
467,Straße::N,রাস্তা,gata
468,Straße::N,রাস্তা,stræti
469,Dorf::N,গ্রাম,þorp
470,Stadt::N,শহর,borg
471,Brief::N,চিঠি,bréf
472,Buch::N,বই,bók
473,Buchstabe::N,অক্ষর,bókstafur
474,Zeitung::N,সংবাদপত্র,dagblað
475,Leben::N,জীবন,líf
476,Tod::N,মৃত্যু,dauði
477,Grab::N,কবর,gröf
478,Kirche::N,গির্জা,kirkja
479,Sünde::N,পাপ,synd
480,Gott::N,দেবতা,guð
481,Arbeiter::N,শ্রমিক,verkamaður
482,Chef::N,নেতা,yfirmaður
483,Meister::N,ব্যক্তি,meistari
484,Arzt::N,চিকিৎসক,læknir
485,Lehrer::N,অধ্যাপক,kennari
486,Geld::N,মুদ্রা,peningar
487,Geld::N,টাকাপয়সা,peningar
488,Geschäft::N,ব্যস্ততা,viðskipti
489,Laden::N,দোকান,búð
490,Laden::N,দোকান,verslun
491,Preis::N,মূল্য,verð
492,Ware::N,পণ্যদ্রব্য,vara
493,Nutzen::N,সুবিধা,gagn
494,Reichtum::N,ধনদৌলত,auður
495,Welt::N,জগৎ,veröld
496,Land::N,খেত,land
497,Staat::N,রাষ্ট্র,ríki
498,König::N,রাজা,konungur
499,Macht::N,প্রভাব,vald
500,Grenze::N,সীমা,landamæri
501,Krieg::N,যুদ্ধ,stríð
502,Feind::N,শত্রু,fjandmaður
503,Gewalt::N,জোর,ofbeldi
504,Kampf::N,লড়াই,bardagi
505,Bogen[Waffe]::N,ধনুক,bogi
506,Pfeil::N,বাণ,ör
507,Gewehr::N,বন্দুক,byssa
508,Fehler::N,ভুল,villa
509,Lüge::N,মিথ্যা,lygi
510,Schaden::N,ক্ষতি,skemmd
511,Unglück::N,দুর্ভাগ্য,óhamingja
512,Schuld::N,অপরাধ,sök
513,Alter::N,আয়ু,aldur
514,Schluss::N,শেষ,lok
515,Schluss::N,শেষ,endir
516,Zeit::N,সময়,tími
517,Tag::N,দিন,dagur
518,Morgen::N,সকাল,morgunn
519,Mittag::N,মধ্যাহু,hádegi
520,Abend::N,সন্ধ্যা,kvöld
521,Nacht::N,রাত্রি,nótt
522,Woche::N,সপ্তাহ,vika
523,Monat::N,মাস,mánuður
524,Jahr::N,সৌরবর্ষ,ár
525,Frühling::N,বসন্তকাল,vor
526,Sommer::N,গ্রীষ্মকাল,sumar
527,Herbst::N,শরংঋতু,haust
528,Winter::N,শীতকাল,vetur
529,Januar::N,জানুয়ারী,janúar
530,Februar::N,ফেব্রুয়ারী,február
531,März::N,মার্চ,mars
532,April::N,এপ্রিল,apríl
533,Mai::N,মে,maí
534,Juni::N,জুন,júní
535,Juli::N,জুলাই,júlí
536,August::N,অগাস্ট,ágúst
537,September::N,সেপ্টেম্বর,september
538,Oktober::N,অক্টোবর,október
539,November::N,নভেম্বর,nóvember
540,Dezember::N,ডিসেম্বর,desember
541,Montag::N,সোমবার,mánudagur
542,Dienstag::N,মঙ্গলবার,þriðjudagur
543,Mittwoch::N,বুধবার,miðvikudagur
544,Donnerstag::N,বৃহম্পতিবার,fimmtudagur
545,Freitag::N,শুক্রবার,föstudagur
546,Samstag::N,শনিবার,laugardagur
547,Sonntag::N,রবিবার,sunnudagur
548,groß::A,বৃহৎ,stór
549,klein::A,ছোট,lítill
550,lang::A,দীর্ঘ,langur
551,kurz::A,খর্ব,stuttur
552,kurz::A,হ্রস্ব,stuttur
553,breit::A,চওড়া,breiður
554,schmal::A,সরু,mjór
555,dicht::A,ঘন,þéttur
556,dick[Gegenstand]::A,পুরু,þykkur
557,dünn::A,কৃশ,þunnur
558,fein::A,সূক্ষ্ম,fíngerður
559,fest::A,দৃঢ়,fastur
560,flach::A,সমতল,flatur
561,glatt::A,মসৃণ,háll
562,glatt::A,মসৃণ,sléttur
563,hart::A,শক্ত,harður
564,weich::A,নরম,mjúkur
565,rund::A,গোলাকার,kringlóttur
566,spitz::A,তীক্ষ্ন,oddhvass
567,scharf::A,শাণিত,beittur
568,stumpf::A,ভোঁতা,bitlaus
569,schwer::A,ভারী,þungur
570,schön::A,সুন্দর,fagur
571,schön::A,সুন্দর,fallegur
572,heiß::A,গরম,heitur
573,warm::A,ঈষদুষ্ণ,hlýr
574,warm::A,ঈষদুষ্ণ,heitur
575,kalt::A,ঠাণ্ডা,kaldur
576,kühl::A,শীতল,svalur
577,frisch::A,তাজা,frískur
578,feucht::A,ভিজা,rakur
579,feucht::A,ভিজা,þvalur
580,nass::A,ভিজা,votur
581,nass::A,ভিজা,blautur
582,trocken::A,শুষ্ক,þurr
583,voll::A,পূর্ণ,fullur
584,leer::A,খালি,tómur
585,offen::A,খোলা,opinn
586,geschlossen::A,বন্ধ,lokaður
587,sauber::A,নির্মল,þrifinn
588,schmutzig::A,নোংরা,óhreinn
589,schmutzig::A,নোংরা,sóðalegur
590,roh::A,কাঁচা,hrár
591,reif::A,পাকা,þroskaður
592,lecker::A,সুস্বাদ,ljúffengur
593,süß::A,মিষ্ট,sætur
594,bitter::A,তিক্ত,beiskur
595,sauer::A,টক,súr
596,hell::A,উজ্জ্বল,bjartur
597,dunkel::A,অন্ধকারময়,dimmur
598,schwarz::A,কালো,svartur
599,weiß::A,সাদা,hvítur
600,rot::A,লাল,rauður
601,gelb::A,হলদে,gulur
602,blau::A,নীল,blár
603,grün::A,সবুজ,grænn
604,grau::A,ছাই-রঙা,grár
605,bunt::A,রঙিন,marglitur
606,billig::A,সস্তা,ódýr
607,teuer::A,আক্রা,dýr
608,wertvoll::A,মহার্ঘ,verðmætur
609,blind::A,কানা,blindur
610,taub::A,বধির,heyrnarlaus
611,kräftig::A,বিশাল,öflugur
612,stark::A,শক্তিশালী,sterkur
613,schwach::A,দুর্বল,veill
614,fett::A,মোটা,feitur
615,schlank::A,কৃশ,grannur
616,schlank::A,কৃশ,spengilegur
617,hübsch::A,সুন্দর,snotur
618,hübsch::A,সুন্দর,laglegur
619,böse::A,খারাপ,illur
620,böse::A,খারাপ,vondur
621,dumm::A,মূর্খ,heimskur
622,faul::A,শ্রমবিমুখ,latur
623,fleißig::A,পরিশ্রমী,iðinn
624,geizig::A,ব্যয়কুণ্ঠ,nískur
625,klug::A,দক্ষ,hygginn
626,geschickt::A,পটু,fimur
627,geschickt::A,পটু,laginn
628,lieb::A,প্রেয়,kær
629,lieb::A,প্রেয়,ljúfur
630,lustig::A,প্রফুল্ল,kátur
631,sanft::A,নম্র,blíður
632,hungrig::A,ক্ষুধার্ত,soltinn
633,hungrig::A,ক্ষুধার্ত,hungraður
634,krank::A,অসুস্থ,sjúkur
635,nackt::A,উলঙ্গ,nakinn
636,traurig::A,দুঃখিত,dapur
637,traurig::A,দুঃখিত,hryggur
638,lebendig::A,জীবিত,lifandi
639,gut::A,ভালো,góður
640,schlecht::A,মন্দ,slæmur
641,schlecht::A,মন্দ,lélegur
642,richtig::A,ঠিক,réttur
643,schlimm::A,কদর্য,slæmur
644,wahr::A,বাস্তব,sannur
645,alt::A,পুরাতন,gamall
646,neu::A,নব,nýr
647,neu::A,নূতন,nýr
648,ehemalig::A,পূর্বকালীন,fyrrverandi
649,alt[Lebewesen]::A,বৃদ্ধ,gamall
650,jung::A,তরুণ,ungur
651,arm::A,ক্ষুদ্র,vesall
652,arm::A,ক্ষুদ্র,fátækur
653,reich::A,ধনবান্,ríkur
654,reich::A,ধনবান্,auðugur
655,bekannt::A,সুপরিচিত,kunnugur
656,berühmt::A,বিখ্যাত,frægur
657,fremd::A,বিদেশি,framandi
658,fremd::A,বিদেশি,ókunnugur
659,verschieden::A,বিসদৃশ,ýmis
660,nah::A,নিকটবতী,nálægur
661,fern::A,দুরবতী,fjarri
662,fern::A,দুরবতী,fjarlægur
663,linker::A,বাম,vinstri
664,rechter::A,ডান,hægri
665,rechter::A,ডাইন,hægri
666,anderer::A,অন্যতর,annar
667,erster::A,প্রথম,fyrsti
668,zweiter::A,দ্বিতীয়,annar
669,dritter::A,তৃতীয়,þriðji
670,letzter::A,সর্বশেষ,síðasti
671,allein::ADV,একক,einn
672,allein::ADV,একক,aleinn
673,auf einmal::ADV,জলদি,allt í einu
674,zusammen::ADV,একসঙ্গে,saman
675,lange::ADV,লম্বা,lengi
676,plötzlich::ADV,হঠাৎ,skyndilega
677,sofort::ADV,মুহ্ণর্তমধ্যে,strax
678,sofort::ADV,মুহ্ণর্তমধ্যে,þegar í stað
679,später::ADV,পশ্চাতে,seinna
680,jetzt::ADV,এখন,nú
681,jetzt::ADV,এখন,núna
682,heute::ADV,আজ,í dag
683,morgen::ADV,আগামিকাল,á morgun
684,bald::ADV,অস্পকালমধ্যে,brátt
685,bald::ADV,অস্পকালমধ্যে,bráðum
686,dann::ADV,তখন,svo
687,dann::ADV,তখন,síðan
688,gestern::ADV,গতকাল,í gær
689,einst::ADV,একবার মাত্র,forðum
690,damals::ADV,তখন,þá
691,damals::ADV,তখন,á þeim tímum
692,danach::ADV,পরে,á eftir því
693,vorher::ADV,আগে,áður
694,zuerst::ADV,আগে,fyrst
695,einmal::ADV,একবার,einu sinni
696,manchmal::ADV,কখনও কখনও,stundum
697,oft::ADV,ঘনঘন,oft
698,immer::ADV,সর্বদা,alltaf
699,immer::ADV,সর্বদা,sífellt
700,niemals::ADV,কখলও নহে,aldrei
701,hier::ADV,এখানে,hér
702,hierhin::ADV,এখানে,hingað
703,von hier::ADV,ত্রই স্তান হইতে,héðan
704,dort::ADV,ওখানে,þar
705,dort::ADV,ওখানে,þarna
706,dorthin::ADV,ওখানে,þangað
707,geradeaus::ADV,অগ্রগামী,beint áfram
708,vorwärts::ADV,সন্মুখিকে,áfram
709,rückwärts::ADV,খিরিয়া,aftur á bak
710,zurück::ADV,পিঠ,aftur
711,zurück::ADV,পিঠ,til baka
712,unten::ADV,নীচে,niðri
713,unten::ADV,নীচে,fyrir neðan
