,Concept_ID,nl,ro
75,Welle::N,golf,val
76,Welle::N,golf,undă
77,Wasser::N,water,apă
78,Stein::N,steen,piatră
79,Boden::N,grond,sol
80,Boden::N,grond,pământ
81,Erde::N,aarde,pământ
82,Staub::N,stof,praf
83,Rauch::N,rook,fum
84,Funke::N,vonk,scânteie
85,Feuer::N,vuur,foc
86,Licht::N,licht,lumină
87,Schatten::N,schaduw,umbră
88,Wetter::N,weer,timp
89,Wetter::N,weer,vreme
90,Nebel::N,mist,ceață
91,Nebel::N,mist,negură
92,Nebel::N,nevel,ceață
93,Nebel::N,nevel,negură
94,Wolke::N,wolk,nor
95,Regen::N,regen,ploaie
96,Schnee::N,sneeuw,zăpadă
97,Eis::N,ijs,gheață
98,Frost::N,vorst,ger
99,Kälte::N,kou,frig
100,Kälte::N,koude,frig
101,Hitze::N,hitte,arșiță
102,Hitze::N,hitte,căldură
103,Raureif::N,rijp,chiciură
104,Regenbogen::N,regenboog,curcubeu
105,Donner::N,donder,tunet
106,Strömung::N,stroming,curent
107,Tropfen::N,druppel,picătură
108,Schaum::N,schuim,spumă
109,Schmutz::N,vuil,murdărie
110,See::N,meer,lac
111,Sumpf::N,moeras,mlaștină
112,Moor::N,veen,bărăgan
113,Wiese::N,wei,fânaț
114,Wiese::N,wei,livadă
115,Wiese::N,weide,fânaț
116,Wiese::N,weide,livadă
117,Wald::N,bos,codru
118,Wald::N,bos,pădure
119,Hügel::N,heuvel,deal
120,Hügel::N,heuvel,movilă
121,Anhöhe::N,hoogte,deal
122,Anhöhe::N,hoogte,ridicătură
123,Berg::N,berg,munte
124,Gipfel::N,top,pisc
125,Höhle::N,hol,peșteră
126,Abhang::N,helling,pantă
127,Abhang::N,helling,versant
128,Quelle::N,bron,izvor
129,Bach::N,beek,gârlă
130,Fluss::N,stroom,râu
131,Fluss::N,stroom,fluviu
132,Ufer::N,wal,mal
133,Ufer::N,wal,țărm
134,Ufer::N,oever,mal
135,Ufer::N,oever,țărm
136,Küste::N,kust,coastă
137,Festland::N,vasteland,uscat
138,Meer::N,zee,mare
139,Bucht::N,baai,golf
140,Bucht::N,inham,golf
141,Insel::N,eiland,insulă
142,Blume::N,bloem,floare
143,Gras::N,gras,iarbă
144,Wurzel::N,wortel,rădăcină
145,Baum::N,boom,copac
146,Baum::N,boom,arbore
147,Stamm::N,stam,tulpină
148,Rinde::N,schors,scoarță
149,Ast::N,tak,cracă
150,Ast::N,tak,creangă
151,Zweig::N,twijg,ramură
152,Zweig::N,twijg,creangă
153,Blatt::N,blad,frunză
154,Birke::N,berk,mesteacăn
155,Kiefer[Baum]::N,den,pin
156,Weide[Baum]::N,wilg,salcie
157,Weide[Baum]::N,wilg,răchită
158,Tanne::N,spar,brad
159,Horn::N,hoorn,corn
160,Feder::N,veer,pană
161,Feder::N,pluim,pană
162,Fell::N,vel,piele
163,Flügel::N,vleugel,aripă
164,Klaue::N,klauw,gheară
165,Kralle::N,klauw,labă
166,Kralle::N,klauw,gheară
167,Schwanz::N,staart,coadă
168,Ei::N,ei,ou
169,Nest::N,nest,cuib
170,Bau::N,hol,bârlog
171,Bau::N,hol,vizuină
172,Tier::N,dier,animal
173,Herde::N,kudde,turmă
174,Herde::N,kudde,cireadă
175,Kuh::N,koe,vacă
176,Bulle::N,stier,taur
177,Pferd::N,paard,cal
178,Schaf::N,schaap,oaie
179,Schwein::N,varken,porc
180,Hund::N,hond,câine
181,Katze::N,kat,pisică
182,Bär::N,beer,urs
183,Eichhörnchen::N,eekhoorntje,veveriță
184,Elch::N,eland,elan
185,Fuchs::N,vos,vulpe
186,Hase::N,haas,iepure
187,Maus::N,muis,șoarece
188,Wolf::N,wolf,lup
189,Vogel::N,vogel,pasăre
190,Schwarm::N,zwerm,cârd
191,Huhn::N,kip,găină
192,Huhn::N,hoen,găină
193,Hahn::N,haan,cocoș
194,Gans::N,gans,gâscă
195,Adler::N,arend,vultur
196,Ente::N,eend,rață
197,Eule::N,uil,bufniță
198,Kranich::N,kraanvogel,cocor
199,Krähe::N,kraai,cioară
200,Kuckuck::N,koekoek,cuc
201,Schwan::N,zwaan,lebădă
202,Fisch::N,vis,pește
203,Barsch::N,baars,biban
204,Hecht::N,snoek,știucă
205,Schlange[Tier]::N,slang,șarpe
206,Wurm::N,worm,vierme
207,Spinne::N,spin,păianjen
208,Ameise::N,mier,furnică
209,Laus::N,luis,păduche
210,Mücke::N,mug,țânțar
211,Fliege::N,vlieg,muscă
212,Schmetterling::N,vlinder,fluture
213,Beere::N,bes,boabă
214,Apfel::N,appel,măr
215,Pilz::N,paddestoel,burete
216,Pilz::N,paddestoel,ciupercă
217,Zwiebel::N,ui,ceapă
218,Saat::N,zaad,semănătură
219,Korn::N,graan,grâu
220,Korn::N,korrel,grâu
221,Heu::N,hooi,fân
222,Schale::N,schil,coajă
223,Grube::N,kuil,groapă
224,Falle::N,val,cursă
225,Falle::N,val,capcană
226,Schlinge::N,strop,laț
227,Spur::N,spoor,dâră
228,Asche::N,as,cenușă
229,Dreck::N,drek,noroi
230,Dreck::N,drek,murdărie
231,Eisen::N,ijzer,fier
232,Gold::N,goud,aur
233,Silber::N,zilver,argint
234,Kohle::N,kool,cărbune
235,Glas::N,glas,sticlă
236,Lehm::N,klei,lut
237,Lehm::N,klei,humă
238,Sand::N,zand,nisip
239,Mensch::N,mens,om
240,Mensch::N,mens,persoană
241,Mann::N,man,om
242,Mann::N,man,bărbat
243,Frau::N,vrouw,femeie
244,Kind::N,kind,copil
245,Junge::N,jongen,băiat
246,Junge::N,jongen,flăcău
247,Mädchen::N,meisje,fată
248,Familie::N,gezin,familie
249,Familie::N,familie,familie
250,Großvater::N,grootvader,bunic
251,Großvater::N,grootvader,tată mare
252,Großmutter::N,grootmoeder,bunică
253,Großmutter::N,grootmoeder,mamă mare
254,Eltern::N,ouders,părinți
255,Vater::N,vader,tată
256,Vater::N,vader,părinte
257,Mutter::N,moeder,mamă
258,Sohn::N,zoon,fiu
259,Sohn::N,zoon,fecior
260,Tochter::N,dochter,fiică
261,Bruder::N,broer,frate
262,Bruder::N,broeder,frate
263,Schwester::N,zus,soră
264,Schwester::N,zuster,soră
265,Onkel::N,oom,unchi
266,Tante::N,tante,mătușă
267,Ehemann::N,echtgenoot,soț
268,Ehemann::N,echtgenoot,bărbat
269,Ehefrau::N,echtgenote,soție
270,Freude::N,vreugde,bucurie
271,Gelächter::N,gelach,râset
272,Glück::N,geluk,fericire
273,Kummer::N,verdriet,mâhnire
274,Wunsch::N,wens,dorință
275,Wunsch::N,wens,deziderat
276,Wunsch::N,verlangen,dorință
277,Wunsch::N,verlangen,deziderat
278,Lust::N,zin,poftă
279,Lust::N,zin,înclinare
280,Lust::N,lust,poftă
281,Lust::N,lust,înclinare
282,Geist::N,geest,duh
283,Geist::N,geest,minte
284,Geist::N,geest,suflet
285,Gedanke::N,gedachte,gând
286,Gedanke::N,gedachte,cuget
287,Gedächtnis::N,geheugen,memorie
288,Verstand::N,verstand,minte
289,Verstand::N,verstand,intelect
290,Sinn::N,betekenis,sens
291,Sinn::N,betekenis,înțeles
292,Grund::N,reden,cauză
293,Grund::N,reden,pricină
294,Wahrheit::N,waarheid,adevăr
295,Gespräch::N,gesprek,convorbire
296,Gespräch::N,gesprek,conversație
297,Märchen::N,sprookje,basm
298,Märchen::N,sprookje,poveste
299,Erzählung::N,verhaal,poveste
300,Nachricht::N,tijding,veste
301,Neuigkeit::N,nieuws,noutate
302,Neuigkeit::N,nieuws,actualitate
303,Neuigkeit::N,nieuwtje,noutate
304,Neuigkeit::N,nieuwtje,actualitate
305,Name::N,naam,nume
306,Rätsel::N,raadsel,ghicitoare
307,Rede::N,rede,discurs
308,Sprache::N,taal,limbă
309,Sprache::N,taal,limbaj
310,Stimme::N,stem,glas
311,Wort::N,woord,cuvânt
312,Zeichen::N,teken,semn
313,Zeichen::N,teken,semnal
314,Ruf::N,roep,chemare
315,Lärm::N,lawaai,zgomot
316,Lärm::N,lawaai,tărăboi
317,Laut::N,klank,sunet
318,Laut::N,geluid,sunet
319,Ton::N,toon,ton
320,Ton::N,klank,ton
321,Lied::N,lied,cântec
322,Ruhe::N,rust,odihnă
323,Ruhe::N,rust,liniște
324,Ruhe::N,stilte,odihnă
325,Ruhe::N,stilte,liniște
326,Leute::N,lui,lume
327,Leute::N,lui,oameni
328,Leute::N,mensen,lume
329,Leute::N,mensen,oameni
330,Volk::N,volk,popor
331,Volk::N,volk,națiune
332,Arbeit::N,werk,lucru
333,Arbeit::N,arbeid,lucru
334,Gast::N,gast,musafir
335,Geschenk::N,cadeau,dar
336,Geschenk::N,cadeau,cadou
337,Geschenk::N,geschenk,dar
338,Geschenk::N,geschenk,cadou
339,Spiel::N,spel,joc
340,Gesellschaft::N,gezelschap,societate
341,Hilfe::N,hulp,ajutor
342,Freund::N,vriend,amic
343,Freund::N,vriend,prieten
344,Kamerad::N,maat,tovarăș
345,Kamerad::N,metgezel,tovarăș
346,Angelegenheit::N,zaak,afacere
347,Angelegenheit::N,aangelegenheid,afacere
348,Anzahl::N,tal,număr
349,Anzahl::N,tal,cantitate
350,Anzahl::N,aantal,număr
351,Anzahl::N,aantal,cantitate
352,Art::N,slag,fel
353,Art::N,slag,specie
354,Art::N,soort,fel
355,Art::N,soort,specie
356,Stück::N,stuk,bucată
357,Teil::N,deel,parte
358,Teil::N,deel,porție
359,Hälfte::N,helft,jumătate
360,Kreis::N,kring,cerc
361,Kreis::N,cirkel,cerc
362,Kreuz::N,kruis,cruce
363,Linie::N,lijn,linie
364,Strich::N,haal,linie
365,Strich::N,haal,trăsătură
366,Strich::N,streep,linie
367,Strich::N,streep,trăsătură
368,Abstand::N,afstand,distanță
369,Abstand::N,afstand,depărtare
370,Entfernung::N,afstand,distanță
371,Entfernung::N,afstand,depărtare
372,Gegend::N,streek,regiune
373,Platz::N,ruimte,loc
374,Ort::N,oord,loc
375,Ort::N,plaats,loc
376,Seite::N,zij,latură
377,Seite::N,kant,latură
378,Seite::N,zijde,latură
379,Mitte::N,midden,centru
380,Gegenstand::N,voorwerp,obiect
381,Sache::N,zaak,lucru
382,Sache::N,zaak,chestie
383,Rand::N,rand,bordură
384,Rand::N,boord,bordură
385,Kante::N,kant,muchie
386,Kante::N,kant,bordură
387,Ecke::N,hoek,colț
388,Spitze::N,punt,vârf
389,Spitze::N,punt,creștet
390,Spitze::N,spits,vârf
391,Spitze::N,spits,creștet
392,Ende::N,einde,capăt
393,Ende::N,uiteinde,capăt
394,Loch::N,gat,gaură
395,Winkel::N,hoek,colț
396,Muster::N,dessin,desen
397,Muster::N,patroon,desen
398,Größe::N,grootte,mărime
399,Länge::N,lengte,lungime
400,Höhe::N,hoogte,înălțime
401,Gewicht::N,gewicht,greutate
402,Menge::N,hoeveelheid,cantitate
403,Haufen::N,hoop,grămadă
404,Reihe::N,rij,șir
405,Reihe::N,rij,rând
406,Reihe::N,reeks,șir
407,Reihe::N,reeks,rând
408,Boot::N,boot,barcă
409,Boot::N,boot,luntre
410,Ruder::N,roeiriem,vâslă
411,Ruder::N,roeiriem,lopată
412,Schlitten::N,slee,sanie
413,Schlitten::N,slede,sanie
414,Ski::N,ski,schi
415,Lagerfeuer::N,kampvuur,foc de tabără
416,Last::N,last,povară
417,Last::N,last,sarcină
418,Last::N,vracht,povară
419,Last::N,vracht,sarcină
420,Gang::N,wandeling,mers
421,Gang::N,wandeling,umblet
422,Schritt::N,stap,pas
423,Schritt::N,schrede,pas
424,Norden::N,noorden,nord
425,Norden::N,noorden,miazănoapte
426,Süden::N,zuiden,sud
427,Süden::N,zuiden,miazăzi
428,Westen::N,westen,apus
429,Osten::N,oosten,est
430,Osten::N,oosten,răsărit
431,Holz::N,hout,lemn
432,Brett::N,plank,scândură
433,Platte::N,plaat,placă
434,Stütze::N,stut,proptea
435,Stütze::N,steun,proptea
436,Stange::N,stang,bară
437,Stange::N,stang,prăjină
438,Stock::N,stok,băț
439,Stock::N,stok,baston
440,Stab::N,staf,baston
441,Stab::N,staf,prăjină
442,Rohr::N,pijp,tub
443,Rohr::N,pijp,țeavă
444,Haus::N,huis,casă
445,Heim::N,tehuis,casă
446,Heim::N,tehuis,cămin
447,Ofen::N,kachel,sobă
448,Fußboden::N,vloer,podea
449,Fußboden::N,vloer,dușumea
450,Tisch::N,tafel,masă
451,Stuhl::N,stoel,scaun
452,Wiege::N,wieg,leagăn
453,Bett::N,bed,pat
454,Regal::N,rek,rafturi
455,Kiste::N,kist,ladă
456,Kiste::N,kist,cutie
457,Fenster::N,raam,fereastră
458,Fenster::N,venster,fereastră
459,Tür::N,deur,ușă
460,Tor::N,poort,poartă
461,Zaun::N,omheining,gard
462,Dach::N,dak,acoperiș
463,Leiter::N,ladder,scară
464,Besen::N,bezem,mătură
465,Spaten::N,schop,cazma
466,Spaten::N,schop,hârleț
467,Schaufel::N,schep,lopată
468,Gabel::N,vork,furculiță
469,Löffel::N,lepel,lingură
470,Messer::N,mes,cuțit
471,Nagel::N,spijker,cui
472,Netz::N,net,plasă
473,Haken::N,haak,cârlig
474,Griff::N,handvat,mâner
475,Schloss::N,slot,lacăt
476,Bild::N,beeld,tablou
477,Bild::N,beeld,imagine
478,Figur::N,figuur,chip
479,Figur::N,figuur,figură
480,Puppe::N,pop,păpușă
481,Beutel::N,zak,pungă
482,Beutel::N,zak,săculeț
483,Beutel::N,buidel,pungă
484,Beutel::N,buidel,săculeț
485,Bündel::N,pak,mănunchi
486,Bündel::N,bundel,mănunchi
487,Tasche::N,tas,geantă
488,Eimer::N,emmer,găleată
489,Deckel::N,deksel,capac
490,Geschirr::N,vaatwerk,vase
491,Geschirr::N,vaatwerk,tacâmuri
492,Sack::N,zak,sac
493,Tasse::N,kop,ceașcă
494,Topf::N,pan,oală
495,Kessel::N,ketel,cazan
496,Kessel::N,ketel,căldare
497,Essen::N,eten,mâncare
498,Nahrung::N,voedsel,hrană
499,Nahrung::N,voedsel,aliment
500,Speise::N,spijs,bucate
501,Speise::N,spijs,fel de bucate
502,Fleisch::N,vlees,carne
503,Getreide::N,graan,cereale
504,Brei::N,pap,pireu
505,Brei::N,brij,pireu
506,Brot::N,brood,pâine
507,Scheibe::N,plak,felie
508,Scheibe::N,plak,bucată
509,Scheibe::N,snede,felie
510,Scheibe::N,snede,bucată
511,Fett::N,vet,untură
512,Fett::N,vet,grăsime
513,Butter::N,boter,unt
514,Öl::N,olie,ulei
515,Salz::N,zout,sare
516,Suppe::N,soep,supă
517,Suppe::N,soep,ciorbă
518,Honig::N,honing,miere
519,Milch::N,melk,lapte
520,Tee::N,thee,ceai
521,Leder::N,leer,piele
522,Leder::N,leder,piele
523,Wolle::N,wol,lână
524,Stoff::N,stof,stofă
525,Nadel::N,naald,ac
526,Faden::N,draad,ață
527,Knopf::N,knoop,buton
528,Knoten::N,knoop,nod
529,Farbe::N,verf,vopsea
530,Kleidung::N,kledij,haine
531,Kleidung::N,kledij,îmbrăcăminte
532,Kleidung::N,kleding,haine
533,Kleidung::N,kleding,îmbrăcăminte
534,Hemd::N,hemd,cămașă
535,Kragen::N,kraag,guler
536,Ärmel::N,mouw,mânecă
537,Hose::N,broek,pantaloni
538,Hose::N,pantalon,pantaloni
539,Gürtel::N,riem,cordon
540,Gürtel::N,gordel,cordon
541,Mütze::N,muts,șapcă
542,Schuh::N,schoen,gheată
543,Stiefel::N,laars,cizmă
544,Ring::N,ring,inel
545,Ring::N,ring,verigă
546,Band::N,lint,panglică
547,Band::N,lint,șiret
548,Kamm::N,kam,pieptene
549,Spiegel::N,spiegel,oglindă
550,Riemen::N,riem,curea
551,Schnur::N,koord,funie
552,Schnur::N,koord,sfoară
553,Leine::N,lijn,lesă
554,Leine::N,lijn,curea
555,Decke::N,deken,pătură
556,Kissen::N,kussen,pernă
557,Tuch::N,doek,batic
558,Handtuch::N,handdoek,prosop
559,Handtuch::N,handdoek,ștergar
560,Kraft::N,kracht,forță
561,Kraft::N,kracht,putere
562,Stärke::N,sterkte,tărie
563,Stärke::N,sterkte,vigoare
564,Gesundheit::N,gezondheid,sănătate
565,Krankheit::N,ziekte,boală
566,Krankheit::N,ziekte,maladie
567,Schmerz::N,pijn,durere
568,Wunde::N,wond,rană
569,Fieber::N,koorts,febră
570,Arznei::N,medicament,leac
571,Arznei::N,medicament,medicament
572,Arznei::N,geneesmiddel,leac
573,Arznei::N,geneesmiddel,medicament
574,Brücke::N,brug,pod
575,Brücke::N,brug,punte
576,Brunnen::N,put,puț
577,Brunnen::N,bron,puț
578,Weide::N,wei,izlaz
579,Weide::N,wei,pășune
580,Weide::N,weide,izlaz
581,Weide::N,weide,pășune
582,Pfad::N,pad,cărare
583,Weg::N,weg,drum
584,Straße::N,baan,cale
585,Straße::N,baan,stradă
586,Straße::N,straat,cale
587,Straße::N,straat,stradă
588,Dorf::N,dorp,sat
589,Stadt::N,stad,oraș
590,Brief::N,brief,scrisoare
591,Buch::N,boek,carte
592,Buchstabe::N,letter,literă
593,Buchstabe::N,letter,caracter
594,Zeitung::N,krant,ziar
595,Zeitung::N,krant,gazetă
596,Zeitung::N,dagblad,ziar
597,Zeitung::N,dagblad,gazetă
598,Leben::N,leven,viață
599,Tod::N,dood,moarte
600,Grab::N,graf,groapă
601,Grab::N,graf,mormânt
602,Kirche::N,kerk,biserică
603,Sünde::N,zonde,păcat
604,Gott::N,god,zeu
605,Arbeiter::N,arbeider,muncitor
606,Chef::N,chef,șef
607,Meister::N,meester,meșter
608,Meister::N,meester,maestru
609,Arzt::N,arts,medic
610,Arzt::N,arts,doctor
611,Arzt::N,dokter,medic
612,Arzt::N,dokter,doctor
613,Lehrer::N,leraar,profesor
614,Lehrer::N,leraar,învățător
615,Lehrer::N,onderwijzer,profesor
616,Lehrer::N,onderwijzer,învățător
617,Geld::N,geld,bani
618,Geld::N,geld,parale
619,Geschäft::N,zaak,treabă
620,Geschäft::N,zaak,afacere
621,Laden::N,winkel,magazin
622,Laden::N,winkel,prăvălie
623,Preis::N,prijs,preț
624,Ware::N,waar,marfă
625,Nutzen::N,nut,folos
626,Nutzen::N,nut,profit
627,Nutzen::N,voordeel,folos
628,Nutzen::N,voordeel,profit
629,Reichtum::N,rijkdom,avuție
630,Reichtum::N,rijkdom,bogăție
631,Welt::N,wereld,lume
632,Land::N,land,țară
633,Staat::N,staat,stat
634,König::N,koning,rege
635,Macht::N,macht,putere
636,Macht::N,macht,putință
637,Grenze::N,grens,hotar
638,Grenze::N,grens,graniță
639,Grenze::N,grens,frontieră
640,Krieg::N,oorlog,război
641,Feind::N,vijand,dușman
642,Gewalt::N,geweld,violență
643,Kampf::N,strijd,luptă
644,Kampf::N,gevecht,luptă
645,Bogen[Waffe]::N,boog,arc
646,Pfeil::N,pijl,săgeată
647,Gewehr::N,geweer,armă
648,Gewehr::N,geweer,pușcă
649,Fehler::N,fout,eroare
650,Fehler::N,fout,greșeală
651,Lüge::N,leugen,minciună
652,Schaden::N,schade,daună
653,Schaden::N,schade,pagubă
654,Unglück::N,tegenspoed,nenorocire
655,Schuld::N,schuld,vină
656,Alter::N,leeftijd,etate
657,Alter::N,leeftijd,vârstă
658,Schluss::N,slot,sfârșit
659,Zeit::N,tijd,timp
660,Zeit::N,tijd,vreme
661,Tag::N,dag,zi
662,Morgen::N,morgen,dimineață
663,Morgen::N,ochtend,dimineață
664,Mittag::N,middag,prânz
665,Mittag::N,middag,amiază
666,Abend::N,avond,seară
667,Nacht::N,nacht,noapte
668,Woche::N,week,săptămână
669,Monat::N,maand,lună
670,Jahr::N,jaar,an
671,Frühling::N,lente,primăvară
672,Frühling::N,voorjaar,primăvară
673,Sommer::N,zomer,vară
674,Herbst::N,herfst,toamnă
675,Winter::N,winter,iarnă
676,Januar::N,januari,ianuarie
677,Februar::N,februari,februarie
678,März::N,maart,martie
679,April::N,april,aprilie
680,Mai::N,mei,mai
681,Juni::N,juni,iunie
682,Juli::N,juli,iulie
683,August::N,augustus,august
684,September::N,september,septembrie
685,Oktober::N,oktober,octombrie
686,November::N,november,noiembrie
687,Dezember::N,december,decembrie
688,Montag::N,maandag,luni
689,Dienstag::N,dinsdag,marți
690,Mittwoch::N,woensdag,miercuri
691,Donnerstag::N,donderdag,joi
692,Freitag::N,vrijdag,vineri
693,Samstag::N,zaterdag,sâmbătă
694,Sonntag::N,zondag,duminică
695,groß::A,groot,mare
696,klein::A,klein,mic
697,lang::A,lang,lung
698,kurz::A,kort,scurt
699,breit::A,breed,lat
700,breit::A,breed,larg
701,schmal::A,smal,strâmt
702,dicht::A,dicht,des
703,dick[Gegenstand]::A,dik,gros
704,dünn::A,dun,subțire
705,fein::A,fijn,fin
706,fein::A,fijn,subțire
707,fest::A,vast,tare
708,fest::A,vast,solid
709,flach::A,plat,șes
710,flach::A,plat,plan
711,glatt::A,glad,lins
712,hart::A,hard,dur
713,weich::A,week,moale
714,rund::A,rond,rotund
715,rund::A,rond,circular
716,spitz::A,spits,ascuțit
717,spitz::A,puntig,ascuțit
718,scharf::A,scherp,tăios
719,scharf::A,scherp,ascuțit
720,stumpf::A,stomp,tocit
721,schwer::A,zwaar,greu
722,schön::A,mooi,frumos
723,schön::A,fraai,frumos
724,heiß::A,heet,cald
725,heiß::A,heet,fierbinte
726,warm::A,warm,cald
727,warm::A,warm,fierbinte
728,kalt::A,koud,rece
729,kühl::A,koel,rece
730,kühl::A,koel,răcoros
731,frisch::A,fris,răcoros
732,frisch::A,fris,proaspăt
733,feucht::A,vochtig,umed
734,feucht::A,vochtig,jilav
735,nass::A,nat,ud
736,trocken::A,droog,sec
737,trocken::A,droog,uscat
738,voll::A,vol,plin
739,leer::A,leeg,gol
740,offen::A,open,deschis
741,geschlossen::A,gesloten,închis
742,sauber::A,net,curat
743,sauber::A,schoon,curat
744,schmutzig::A,vuil,murdar
745,roh::A,rauw,crud
746,reif::A,rijp,copt
747,lecker::A,lekker,gustos
748,süß::A,zoet,dulce
749,bitter::A,bitter,amar
750,sauer::A,zuur,acru
751,hell::A,licht,clar
752,hell::A,licht,luminos
753,hell::A,helder,clar
754,hell::A,helder,luminos
755,dunkel::A,donker,obscur
756,dunkel::A,donker,întunecos
757,schwarz::A,zwart,negru
758,weiß::A,wit,alb
759,rot::A,rood,roșu
760,gelb::A,geel,galben
761,blau::A,blauw,albastru
762,grün::A,groen,verde
763,grau::A,grijs,gri
764,grau::A,grijs,cenușiu
765,bunt::A,bont,colorat
766,billig::A,goedkoop,ieftin
767,teuer::A,duur,scump
768,wertvoll::A,kostbaar,prețios
769,wertvoll::A,waardevol,prețios
770,blind::A,blind,orb
771,taub::A,doof,surd
772,kräftig::A,krachtig,tare
773,kräftig::A,krachtig,forte
774,kräftig::A,krachtig,robust
775,stark::A,sterk,viguros
776,stark::A,sterk,puternic
777,schwach::A,zwak,slab
778,schwach::A,zwak,debil
779,fett::A,vet,gras
780,schlank::A,slank,zvelt
781,hübsch::A,leuk,drăguț
782,böse::A,kwaad,rău
783,böse::A,kwaad,răutăcios
784,dumm::A,dom,nerod
785,dumm::A,dom,tâmpit
786,faul::A,lui,leneș
787,fleißig::A,vlijtig,harnic
788,fleißig::A,vlijtig,sârguincios
789,geizig::A,gierig,calic
790,geizig::A,gierig,zgârcit
791,klug::A,slim,isteț
792,klug::A,slim,deștept
793,klug::A,schrander,isteț
794,klug::A,schrander,deștept
795,klug::A,verstandig,isteț
796,klug::A,verstandig,deștept
797,geschickt::A,handig,dibaci
798,geschickt::A,vaardig,dibaci
799,lieb::A,lief,drag
800,lieb::A,lief,iubit
801,lustig::A,vrolijk,vesel
802,sanft::A,zacht,blând
803,sanft::A,zacht,blajin
804,hungrig::A,hongerig,flămând
805,krank::A,ziek,bolnav
806,nackt::A,naakt,gol
807,traurig::A,treurig,trist
808,traurig::A,treurig,mâhnit
809,traurig::A,bedroefd,trist
810,traurig::A,bedroefd,mâhnit
811,lebendig::A,levend,viu
812,gut::A,goed,bun
813,schlecht::A,slecht,rău
814,schlecht::A,slecht,prost
815,richtig::A,juist,drept
816,richtig::A,juist,corect
817,schlimm::A,erg,rău
818,schlimm::A,kwaad,rău
819,wahr::A,waar,adevărat
820,alt::A,oud,uzat
821,alt::A,oud,vechi
822,neu::A,nieuw,nou
823,ehemalig::A,voormalig,fost
824,ehemalig::A,voormalig,anterior
825,alt[Lebewesen]::A,oud,bătrîn
826,jung::A,jong,tânăr
827,arm::A,arm,sărac
828,arm::A,arm,sărman
829,reich::A,rijk,avut
830,reich::A,rijk,bogat
831,bekannt::A,bekend,cunoscut
832,berühmt::A,beroemd,renumit
833,fremd::A,vreemd,străin
834,verschieden::A,verscheiden,diferit
835,verschieden::A,verscheiden,deosebit
836,verschieden::A,verschillend,diferit
837,verschieden::A,verschillend,deosebit
838,nah::A,nabij,apropiat
839,nah::A,nabijgelegen,apropiat
840,fern::A,ver,departe
841,linker::A,linker,stâng
842,rechter::A,rechter,drept
843,anderer::A,andere,alt
844,erster::A,eerste,prim
845,zweiter::A,tweede,al doilea
846,dritter::A,derde,treilea
847,letzter::A,laatste,final
848,allein::ADV,alleen,singur
849,auf einmal::ADV,ineens,dintrodată
850,auf einmal::ADV,tegelijk,dintrodată
851,zusammen::ADV,samen,împreună
852,zusammen::ADV,bijeen,împreună
853,lange::ADV,lang,îndelung
854,lange::ADV,lang,mult timp
