,Concept_ID,el,kv
607,schmutzig::A,βρώμικος,нятьӧсь
608,schmutzig::A,λερωμένος,нятьӧсь
609,roh::A,ωμός,путӧм
610,reif::A,ώριμος,кисьмалӧм
611,lecker::A,νόστιμος,кӧра 
612,süß::A,γλυκός,чӧскыт
613,bitter::A,πικρός,курыт
614,sauer::A,ξινός,шӧма 
615,hell::A,φωτεινός,югыт
616,dunkel::A,σκοτεινός,пемыт
617,schwarz::A,μαύρος,сьӧд
618,schwarz::A,μελανός,сьӧд
619,weiß::A,άσπρος,чочком
620,rot::A,κόκκινος,гӧрд
621,gelb::A,κίτρινος,веж
622,blau::A,μπλε,лӧз
623,blau::A,γαλανός,лӧз
624,grün::A,πράσινος,веж
625,grau::A,γκρίζος,руд
626,grau::A,γκρίζος,бусӧй
627,bunt::A,ποικιλόχρωπος,быдрӧма
628,billig::A,φτηνός,донтӧм
629,teuer::A,ακριβός,дона
630,wertvoll::A,πολύτιμος,дона
631,blind::A,τυφλός,синтӧм
632,taub::A,κουφός,пельтӧм
633,kräftig::A,δυνατός,вына
634,stark::A,γερός,вына
635,schwach::A,αδύνατος,некодя
636,fett::A,παχύς,госа
637,schlank::A,λεπτός,статя
638,schlank::A,λυγερός,статя
639,hübsch::A,όμορφος,басӧк
640,hübsch::A,χαριτωμένος,басӧк
641,böse::A,κακός,лёк
642,dumm::A,κουτός,бӧбӧв
643,dumm::A,κουτός,вежӧртӧм
644,dumm::A,ανόητος,бӧбӧв
645,dumm::A,ανόητος,вежӧртӧм
646,faul::A,τεμπέλης,дыш
647,fleißig::A,εργατικός,уджалicь
648,geizig::A,τσιγγούνης,жикмӧра
649,geizig::A,τσιγγούνης,горшаліcь
650,klug::A,έξυπνος,авья
651,klug::A,έξυπνος,вежӧра
652,geschickt::A,επιδέξιος,кипода
653,lieb::A,φίλος,муса
654,lieb::A,φίλος,дзулиньӧй
655,lieb::A,αγαπητός,муса
656,lieb::A,αγαπητός,дзулиньӧй
657,lustig::A,εύθυμος,гажа
658,lustig::A,χαρούμενος,гажа
659,sanft::A,ήπιος,лебезнӧй
660,hungrig::A,πεινασμένος,тшыг
661,krank::A,άρρωστος,шогалiсь
662,nackt::A,γυμνός,куш
663,traurig::A,λυπημένος,жугыль
664,lebendig::A,ζωντανός,ловья
665,gut::A,καλός,бур
666,schlecht::A,κακός,умӧль
667,richtig::A,σωστός,
668,schlimm::A,άσχημος,нештӧм
669,wahr::A,αληθής,
670,wahr::A,αληθινός,
671,alt::A,παλιός,важ
672,neu::A,νέος,виль
673,neu::A,καινούργιος,виль
674,ehemalig::A,παλιός,вӧвлӧм
675,alt[Lebewesen]::A,γέρος,года
676,alt[Lebewesen]::A,γέρος,годдэза
677,jung::A,νέος,том
678,arm::A,φτωχός,гов
679,arm::A,φτωχός,беднӧй
680,reich::A,πλούσιος,эма
681,bekannt::A,γνωστός,тӧдса
682,berühmt::A,περίφημος,
683,berühmt::A,ξακουσμένος,
684,fremd::A,ξένος,чужӧй
685,verschieden::A,διαφορετικός,быдкодь
686,nah::A,κοντινός,матiсь
687,fern::A,μακριά,ылicь
688,linker::A,αριστερός,шульга
689,rechter::A,δεξιός,веськытланись
690,anderer::A,άλλος,мукӧд
691,erster::A,πρώτος,медодзза
692,zweiter::A,δεύτερος,кыкӧт
693,dritter::A,τρίτος,куимӧт
694,dritter::A,τρίτος,куимӧдз
695,letzter::A,τελευταίος,бӧрья
696,letzter::A,τελευταίος,мёдбӧрья
697,allein::ADV,μόνος,
698,auf einmal::ADV,εφάπαξ,тшӧтш
699,zusammen::ADV,μαζί,ӧтлаын
700,lange::ADV,πολύν καιρό,дыр
701,plötzlich::ADV,έξαφνα,друг
702,sofort::ADV,αμέσως,тшӧтш
703,später::ADV,αργότερα,медбӧрын
704,jetzt::ADV,τώρα,ӧні
705,heute::ADV,σήμερα,талун
706,morgen::ADV,αύριο,ашын
707,bald::ADV,σε λίγο,чожа
708,bald::ADV,εντός ολίγου,чожа
709,dann::ADV,ύστερα,сыбӧрын
710,gestern::ADV,χτες,тӧн
711,einst::ADV,ποτέ,ӧтпыр
712,einst::ADV,άλλοτε,ӧтпыр
713,damals::ADV,τότε,сэк
714,damals::ADV,τότε,сэки
715,danach::ADV,μετά,сэсся
716,danach::ADV,ύστερα,сэсся
717,vorher::ADV,πριν,одзжык
718,vorher::ADV,προηγουμένως,одзжык
719,zuerst::ADV,πρώτα,наперво
720,einmal::ADV,μία φορά,ӧтпыр
721,manchmal::ADV,κάποτε,мукӧдпыр
722,oft::ADV,συχνά,-лы-
723,oft::ADV,πολλές φορές,-лы-
