,Concept_ID,uz,zh
813,probieren::V,tatib ko'rmoq,尝
814,riechen::V,iskamoq,闻
815,fühlen::V,sezmoq,感到
816,scheinen::V,tuyilmoq,照耀
817,zu sehen sein::V,ko'rinmoq,可以看到
818,vernehmen::V,äshitmoq,审讯
819,frieren::V,sovuq qotmoq,觉得冷
820,tun::V,ätmoq,作
821,können::V,-a olmoq,能
822,können::V,-y olmoq,能
823,wollen::V,istamoq,要
824,anfangen::V,boshlamoq,开始
825,beenden::V,bitirmoq,结束
826,aufhören::V,tinmoq,停止
827,gelingen::V,muvaffaqiyat qozonmoq,成功
828,geraten::V,bo'lmoq,陷于
829,öffnen::V,ochmoq,打开
830,schließen::V,yopmoq,关
831,stellen::V,qo'ymoq,放
832,setzen::V,o'tqazmoq,放
833,legen::V,yotqizmoq,摆
834,berühren::V,tegmoq,触
835,verbinden::V,ulamoq,联结
836,bedecken::V,bekitmoq,覆盖
837,aufhängen::V,ildirmoq,挂
838,anzünden::V,yondirmoq,点
839,aufheben::V,ko'tarmoq,拾起
840,zurücklassen::V,ayrilmoq,遗留
841,verlieren::V,yo'qotmoq,丧失
842,fallen lassen::V,tushirmoq,让掉下
843,machen::V,qilmoq,做
844,herstellen::V,chiqarmoq,生产
845,bauen::V,solmoq,建造
846,reparieren::V,tuzatmoq,修理
847,verbessern::V,isloh qilmoq,改进
848,ändern::V,o'zgartirmoq,改变
849,graben::V,qazimoq,挖
850,beugen::V,bukmoq,弯下
851,biegen::V,bukmoq,弯
852,drehen::V,aylantirmoq,转动
853,wenden::V,burmoq,转动
854,umdrehen::V,ag'darmoq,转动
855,heben::V,yuksaltirmoq,举起
856,hochheben::V,ko'tarmoq,抬高
857,ergreifen::V,tutamlamoq,抓住
858,halten::V,tutmoq,拿着
859,drücken::V,bosmoq,压
860,schieben::V,surmoq,推
861,kratzen::V,qashimoq,搔
862,lecken::V,mijimoq,舔
863,beißen::V,tishlamoq,咬
864,abreißen::V,emirmoq,撕下
865,abschneiden::V,cho'rt kesmoq,切断
866,binden::V,bog'lamoq,捆
867,stecken::V,suqmoq,插
868,brechen::V,sindirmoq,断裂
869,klopfen::V,dukurlamoq,敲
870,hauen::V,urmoq,揍
871,kleben::V,yopishtirmoq,粘
872,reiben::V,surkamoq,摩擦
873,streichen::V,surkamoq,涂
874,schleifen::V,qayramoq,拖曳
875,schneiden::V,kesmoq,切
876,rütteln::V,chayqamoq,颠簸
877,schütteln::V,chayqamoq,摇动
878,schwenken::V,chayqatmoq,摇动
879,schütten::V,quymoq,倒
880,füllen::V,to'ldirmoq,填满
881,einwickeln::V,chulg'amoq,包
882,tragen::V,tashimoq,提
883,schleppen::V,sudramoq,扛
884,ziehen::V,tortmoq,拉
885,aufbewahren::V,tutmoq,保存
886,werfen::V,tashlamoq,扔
887,fangen::V,tutmoq,捕捉
888,packen::V,opqochmoq,抓住
889,verstecken::V,yashirmoq,藏
890,teilen::V,bo'lmoq,分
891,schicken::V,yubormoq,派遣
892,bringen::V,keltirmoq,带来
893,hinzufügen::V,tirkamoq,添加
894,bekommen::V,olmoq,得到
895,erhalten::V,olmoq,接到
896,nehmen::V,olmoq,拿
897,wählen::V,saylamoq,挑选
898,auswählen::V,saylamoq,选择
899,bewahren::V,saqlamoq,保持
900,behindern::V,xalal bermoq,防碍
901,verderben::V,xazon qilmoq,败坏
902,beschädigen::V,buzmoq,损坏
903,zerbrechen::V,sindirmoq,破碎
904,zerreißen::V,yirtmoq,撕碎
905,zerstören::V,vayron qilmoq,毁坏
906,verbrennen::V,kuydirmoq,燃烧
907,geben::V,bermoq,给
908,reichen::V,bermoq,递给
909,schenken::V,sovg'a qilmoq,赠送
910,versprechen::V,va'da bermoq,许诺
911,wünschen::V,orziqmoq,祝
912,loben::V,maqtamoq,表扬
913,küssen::V,o'pmoq,亲
914,wiegen::V,tebratmoq,轻摇
915,zudecken::V,yopmoq,盖上
916,wecken::V,uyg'otmoq,唤起
917,zeigen::V,ko'rsatmoq,指
918,führen::V,boshlik bo'lmoq,带领
919,lehren::V,o'rgatmoq,教
920,unterrichten::V,dars bermoq,讲课
921,aufziehen::V,o'stirmoq,抚养
922,leiten::V,boshqarmoq,领导
923,antreiben::V,shoshiltirmoq,催促
924,lassen::V,ruxsat bermoq,让
925,einladen::V,taklif kilmoq,邀请
926,vereinigen::V,qo'shmoq,统一
927,besuchen::V,mehmonga bormoq,参观
928,treffen::V,duchor bo'lmoq,会面
929,sich versammeln::V,to'planmoq,聚集
930,spielen::V,o'ynamoq,玩
931,singen::V,yalla qilmoq,唱歌
932,tanzen::V,raqs qilmoq,跳舞
933,sich trennen::V,yakkalanmoq,分别
934,verlassen::V,qoldirmoq,离开
935,retten::V,qutqazmoq,救
936,bewachen::V,qo'rimoq,守卫
937,schützen::V,yoniga olmoq,保护
938,verteidigen::V,yoqlamoq,保卫
939,sich schlagen::V,yoqalashmoq,打架
940,schießen::V,otmoq,射击
941,siegen::V,engmoq,获胜
942,ärgern::V,jahl chiqarmoq,激怒
943,schlagen::V,urmoq,打
944,treten::V,tepmoq,踢
945,stechen::V,qadamoq,刺
946,stoßen::V,turtmoq,撞
947,stehlen::V,o'g'rilamoq,盗窃
948,stören::V,tebratmoq,干扰
949,belästigen::V,g'ashini keltirmoq,打搅
950,verbergen::V,berkitmoq,隐藏
951,täuschen::V,aldamoq,欺骗
952,betrügen::V,tirriq qilmoq,欺骗
953,töten::V,o'ldirmoq,杀
954,wohnen::V,istiqomat qilmoq,居住
955,arbeiten::V,ishlamoq,工作
956,sammeln::V,yig'moq,收集
957,pflücken::V,termoq,采
958,jagen::V,ov qilmoq,打猎
959,fischen::V,baliq ovlamoq,捕鱼
960,fassen::V,ilinmoq,捉住
961,hüten::V,boqtirmoq,守护
962,treiben::V,haydamoq,漂
963,anbinden::V,bog'lamoq,拴
964,füttern::V,edirmoq,喂
965,melken::V,sog'moq,挤奶
966,hacken::V,chopmoq,剁细
967,gießen::V,oqizmoq,浇
968,reifen::V,qizarmoq,成熟
969,zubereiten::V,pishirmoq,
970,kochen::V,qaynatmoq,煮
971,backen::V,yopmoq,烤
972,braten::V,qovurmoq,煎
973,umrühren::V,atalamoq,搅拌
974,stricken::V,to'qimoq,织
975,nähen::V,tikmoq,缝
976,färben::V,bo'yoqlamoq,染色
977,reinigen::V,tozalamoq,清洁
978,waschen::V,yuvmoq,洗
979,abwischen::V,surkamoq,擦掉
980,spülen::V,chaymoq,清洗
981,fegen::V,cho'tkalamoq,扫
982,kehren::V,supurmoq,打扫
983,baden::V,cho'milmoq,给...洗澡
984,sich waschen::V,yuvinmoq,洗澡
985,ausziehen::V,echintirmoq,脱
986,anziehen::V,kiymoq,穿
987,sich anziehen::V,kiyinmoq,穿衣
988,kämmen::V,taramoq,梳
989,schmücken::V,yasatmoq,装饰
990,sagen::V,aytmoq,说
991,sprechen::V,so'zlamoq,说
992,reden::V,gapirmoq,讲
993,sich unterhalten::V,suhbatlashmoq,聊天
994,fragen::V,so'ramoq,问
995,bitten::V,iltimos qilmoq,请
996,erzählen::V,aytib bermoq,叙述
997,mitteilen::V,bildirmoq,通知
998,nennen::V,atamoq,叫做
999,rufen::V,chaqirmoq,叫
1000,prahlen::V,gerdaymoq,吹牛
1001,übersetzen::V,tarjima qilmoq,翻译
1002,denken::V,o'ylamoq,想
1003,glauben::V,ishonmoq,以为
1004,bemerken::V,payqamoq,发觉
1005,erkennen::V,tanimoq,识别
1006,begreifen::V,tushunmoq,理解
1007,verstehen::V,anglamoq,明白
1008,lernen::V,o'qimoq,学
1009,wissen::V,bilmoq,知道
1010,sich erinnern an::V,äsni tanimoq,回忆
1011,vergessen::V,unutmoq,忘记
1012,messen::V,o'lchamoq,测量
1013,zählen::V,raqamlamoq,数
1014,rechnen::V,cho'tlamoq,计算
1015,lesen::V,o'qimoq,读
1016,malen::V,rasm solmoq,画
1017,zeichnen::V,chizmoq,绘制
1018,schreiben::V,yozmoq,写
1019,besitzen::V,ägalamoq,占有
1020,kaufen::V,olmoq,买
1021,verkaufen::V,sotmoq,卖
1022,bezahlen::V,to'lamoq,付钱
1023,zahlen::V,to'lamoq,支付
1024,beherrschen::V,ägalamoq,统治
1025,ertragen::V,chidamoq,忍耐
