,Concept_ID,ba,sk
104,Anhöhe::N,түбә,výšina
105,Anhöhe::N,түбә,vyvýšenina
106,Anhöhe::N,ҡалҡыулыҡ,výšina
107,Anhöhe::N,ҡалҡыулыҡ,vyvýšenina
108,Berg::N,тау,hora
109,Gipfel::N,түбә,vrchol
110,Höhle::N,мәмерйә,jaskyňa
111,Abhang::N,ипкен,úbočie
112,Quelle::N,шишмә,prameň
113,Bach::N,шишмә,potok
114,Fluss::N,йылға,rieka
115,Ufer::N,яр,breh
116,Küste::N,яр буйы,pobrežie
117,Festland::N,ҡоро ер,pevnina
118,Meer::N,диңгез,more
119,Bucht::N,бухта,záliv
120,Bucht::N,бухта,zátoka
121,Insel::N,үтрау,ostrov
122,Blume::N,сәскә,kvet
123,Blume::N,сәскә,kvetina
124,Gras::N,үлән,tráva
125,Wurzel::N,тамыр,koreň
126,Baum::N,ағас,strom
127,Stamm::N,олон,kmeň
128,Stamm::N,көбәк,kmeň
129,Rinde::N,ҡабыҡ,kôra
130,Ast::N,ботаҡ,konár
131,Zweig::N,ботаҡ,vetva
132,Zweig::N,тармаҡ,vetva
133,Blatt::N,япраҡ,list
134,Birke::N,ҡайын,breza
135,Kiefer[Baum]::N,ҡарғай,sosna
136,Kiefer[Baum]::N,ҡарғай,borovica
137,Weide[Baum]::N,тал,vŕba
138,Tanne::N,шыршы,jedľa
139,Horn::N,мөғөҙ,roh
140,Feder::N,ҡауырһын,pero
141,Fell::N,тире,koža
142,Fell::N,тире,kožušina
143,Flügel::N,ҡанат,krídlo
144,Klaue::N,тырнаҡ,paznecht
145,Kralle::N,аяҡ,pazúr
146,Schwanz::N,ҡойроҡ,chvost
147,Ei::N,йомортҡа,vajce
148,Ei::N,йомортҡа,vajíčko
149,Nest::N,оя,hniezdo
150,Bau::N,оң,nora
151,Tier::N,жайуан,zviera
152,Tier::N,йыртҡыс,zviera
153,Herde::N,көтөү,stádo
154,Kuh::N,һыйыр,krava
155,Bulle::N,үгеҙ,býk
156,Pferd::N,ат,kôň
157,Schaf::N,һарыҡ,ovca
158,Schwein::N,сусҡа,sviňa
159,Hund::N,эт,pes
160,Katze::N,бесәй,mačka
161,Bär::N,айыу,medveď
162,Eichhörnchen::N,тейен,veverička
163,Elch::N,мышы,los
164,Fuchs::N,төлкө,líška
165,Hase::N,ҡуян,zajac
166,Maus::N,сысҡан,myš
167,Wolf::N,бүре,vlk
168,Vogel::N,ҡош,vták
169,Schwarm::N,көтөү,roj
170,Huhn::N,тауыҡ,kurča
171,Huhn::N,тауыҡ,sliepka
172,Hahn::N,әтәс,kohút
173,Gans::N,ҡаҙ,hus
174,Adler::N,бөркөт,orol
175,Ente::N,өйрәк,kačka
176,Ente::N,өйрәк,kačica
177,Eule::N,өкө,sova
178,Eule::N,ябалаҡ,sova
179,Kranich::N,торна,žeriav
180,Krähe::N,ҡарға,vrana
181,Kuckuck::N,кәкүк,kukučka
182,Schwan::N,аҡҡош,labuť
183,Fisch::N,балыҡ,ryba
184,Barsch::N,алабуға,ostriež
185,Hecht::N,суртан,šťuka
186,Schlange[Tier]::N,йылан,had
187,Wurm::N,селяүсен,červ
188,Spinne::N,үрмәксе,pavúk
189,Ameise::N,ҡырмыҫҡа,mravec
190,Laus::N,бет,voš
191,Mücke::N,серәкәй,komár
192,Fliege::N,себен,mucha
193,Schmetterling::N,күбәләк,motýľ
194,Beere::N,еләк,bobuľa
195,Apfel::N,алма,jablko
196,Pilz::N,бәшмәк,hríb
197,Zwiebel::N,һуган,cibuľa
198,Saat::N,орлоҡ,osivo
199,Korn::N,иген,zrno
200,Heu::N,бесән,seno
201,Schale::N,ҡабыҡ,šupa
202,Schale::N,ҡабыҡ,škrupina
203,Grube::N,соҡор,jama
204,Falle::N,тоҙак,pasca
205,Falle::N,тоҙак,klepec
206,Falle::N,ҡапҡан,pasca
207,Falle::N,ҡапҡан,klepec
208,Schlinge::N,тоҙак,slučka
209,Spur::N,әҫер,stopa
210,Asche::N,көл,popol
211,Dreck::N,батҡаҡ,kal
212,Dreck::N,батҡаҡ,blato
213,Eisen::N,тимер,železo
214,Gold::N,алтын,zlato
215,Silber::N,көмөш,striebro
216,Kohle::N,күмер,uhlie
217,Glas::N,быяла,sklo
218,Lehm::N,балсыҡ,íl
219,Lehm::N,балсыҡ,hlina
220,Sand::N,ҡом,piesok
221,Mensch::N,кеше,človek
222,Mann::N,ир,muž
223,Mann::N,ир,chlap
224,Frau::N,ҡатын,žena
225,Kind::N,бала,dieťa
226,Junge::N,малай,chlapec
227,Mädchen::N,ҡыҙ,dievka
228,Mädchen::N,ҡыҙыҡай,dievka
229,Familie::N,ғаилә,rodina
230,Großvater::N,олатай,dedo
231,Großvater::N,олатай,starý otec
232,Großmutter::N,әбәй,babička
233,Großmutter::N,әбәй,stará mať
234,Eltern::N,ата-әсә,rodičia
235,Vater::N,атай,otec
236,Mutter::N,әсә,mať
237,Mutter::N,әсә,matka
238,Sohn::N,ул,syn
239,Tochter::N,ҡыҙ,dcéra
240,Bruder::N,агай,brat
241,Schwester::N,алай,sestra
242,Schwester::N,һеңле,sestra
243,Onkel::N,ағай,ujo
244,Onkel::N,ағай,strýko
245,Tante::N,апай,teta
246,Tante::N,апай,tetka
247,Ehemann::N,ир,muž
248,Ehemann::N,ир,manžel
249,Ehefrau::N,ҡатын,žena
250,Ehefrau::N,ҡатын,manželka
251,Freude::N,шатлыҡ,radosť
252,Freude::N,ҡыуаныс,radosť
253,Gelächter::N,көлөү,smiech
254,Glück::N,бәхет,šťastie
255,Kummer::N,ҡайғы,žiaľ
256,Kummer::N,ҡайғы,zármutok
257,Wunsch::N,теләк,prianie
258,Lust::N,әүәҫлек,chuť
259,Geist::N,аң,duch
260,Geist::N,рух,duch
261,Gedanke::N,уй,myšlienka
262,Gedanke::N,фекер,myšlienka
263,Gedächtnis::N,хәтер,pamäť
264,Verstand::N,аҡыл,rozum
265,Sinn::N,мәғәня,zmysel
266,Grund::N,сәбәп,dôvod
267,Grund::N,сәбәп,príčina
268,Wahrheit::N,дөрөҫлөк,pravda
269,Gespräch::N,әңгәмә,reč
270,Gespräch::N,әңгәмә,rozhovor
271,Märchen::N,әкиәт,rozprávka
272,Erzählung::N,хикәйә,poviedka
273,Nachricht::N,хәбәр,správa
274,Neuigkeit::N,яңылыҡ,novinka
275,Name::N,исем,meno
276,Rätsel::N,йомаҡ,záhada
277,Rätsel::N,йомаҡ,hádanka
278,Rede::N,телмәр,reč
279,Sprache::N,тел,reč
280,Sprache::N,тел,jazyk
281,Sprache::N,телмәр,reč
282,Sprache::N,телмәр,jazyk
283,Stimme::N,тауыш,hlas
284,Wort::N,һүҙ,slovo
285,Zeichen::N,билдә,znak
286,Ruf::N,саҡырыу,volanie
287,Ruf::N,саҡырыу,zavolanie
288,Lärm::N,шаулау,hluk
289,Lärm::N,шаулау,hurhaj
290,Laut::N,тауыш,zvuk
291,Ton::N,яңғырау,tón
292,Ton::N,яңғырау,zvuk
293,Lied::N,йыр,pieseň
294,Ruhe::N,ял,pokoj
295,Ruhe::N,тыныслыҡ,pokoj
296,Leute::N,кешеләр,ľudia
297,Volk::N,халҡ,ľud
298,Volk::N,халҡ,národ
299,Arbeit::N,эш,práca
300,Arbeit::N,эш,robota
301,Gast::N,ҡунаҡ,hosť
302,Geschenk::N,бүләк,dar
303,Spiel::N,уйын,hra
304,Gesellschaft::N,йәмғиәт,spoločnosť
305,Hilfe::N,ярҙам,pomoc
306,Freund::N,дуҫ,priateľ
307,Kamerad::N,иптәш,kamarát
308,Angelegenheit::N,әш,vec
309,Angelegenheit::N,әш,záležitosť
310,Anzahl::N,һан,počet
311,Anzahl::N,һан,množstvo
312,Art::N,төр,druh
313,Stück::N,киҫәк,kus
314,Stück::N,киҫәк,kúsok
315,Teil::N,өлөш,časť
316,Hälfte::N,ярты,polka
317,Hälfte::N,ярты,polovica
318,Kreis::N,түңәрәк,kruh
319,Kreuz::N,тәре,kríž
320,Linie::N,һыҙыҡ,línia
321,Strich::N,һыҙат,čiara
322,Abstand::N,ара,vzdialenosť
323,Entfernung::N,алыҫлыҡ,vzdialenosť
324,Gegend::N,урын,kraj
325,Gegend::N,урын,krajina
326,Platz::N,арауыҡ,miesto
327,Ort::N,ерҙәр,miesto
328,Ort::N,урындар,miesto
329,Ort::N,эш урыны,miesto
330,Seite::N,яҡ,bok
331,Seite::N,яҡ,strana
332,Mitte::N,урталыҡ,stred
333,Gegenstand::N,нәмә,predmet
334,Sache::N,нәмә,vec
335,Sache::N,әйбер,vec
336,Rand::N,сит,kraj
337,Rand::N,сит,okraj
338,Kante::N,ҡабырға,hrana
339,Kante::N,ян,hrana
340,Ecke::N,мөйөш,roh
341,Spitze::N,ос,hrot
342,Spitze::N,ос,špička
343,Ende::N,аҙаҡ,koniec
344,Loch::N,тишек,diera
345,Winkel::N,мөйөш,kút
346,Muster::N,биҙәк,vzor
347,Muster::N,биҙәк,vzorka
348,Größe::N,ҙурлыҡ,veľkosť
349,Länge::N,оҙонлоҡ,dĺžka
350,Höhe::N,бейеклек,výška
351,Gewicht::N,үлсәү,váha
352,Menge::N,һан,množstvo
353,Haufen::N,өйөм,hŕba
354,Reihe::N,рәт,rad
355,Boot::N,кәмә,čln
356,Ruder::N,ишкәк,veslo
357,Schlitten::N,сана,sane
358,Ski::N,саңгы,lyža
359,Lagerfeuer::N,костер,táborák
360,Last::N,ауырлыҡ,ťarcha
361,Last::N,ауырлыҡ,bremeno
362,Gang::N,барыу,chôdza
363,Schritt::N,аҙым,krok
364,Norden::N,төньяҡ,sever
365,Süden::N,көньяҡ,juh
366,Westen::N,көнбайыш,západ
367,Osten::N,көнсығыш,východ
368,Holz::N,үағас,drevo
369,Brett::N,таҡта,doska
370,Platte::N,плита,doska
371,Platte::N,плита,platňa
372,Stütze::N,терәк,opora
373,Stange::N,кәртә,tyč
374,Stock::N,таяҡ,palica
375,Stab::N,ҡолға,palica
376,Rohr::N,торба,rúra
377,Haus::N,өй,dom
378,Haus::N,йорт,dom
379,Heim::N,өй,domov
380,Ofen::N,мейес,pec
381,Ofen::N,мейес,kachle
382,Fußboden::N,енес,dlážka
383,Fußboden::N,енес,podlaha
384,Tisch::N,өҫтәл,stôl
385,Stuhl::N,ултырғыс,stolička
386,Wiege::N,бишек,kolíska
387,Bett::N,карауат,lôžko
388,Bett::N,карауат,posteľ
389,Regal::N,кәштә,regál
390,Regal::N,кәштә,polica
391,Kiste::N,йәшинк,debna
392,Fenster::N,тәҙрә,okno
393,Fenster::N,тәҙрә,oblok
394,Tür::N,ишек,dvere
395,Tor::N,ҡапҡа,vráta
396,Zaun::N,ҡойма,plot
397,Zaun::N,ҡойма,ohrada
398,Dach::N,түбә,krov
399,Dach::N,түбә,strecha
400,Dach::N,ҡыйыҡ,krov
401,Dach::N,ҡыйыҡ,strecha
402,Leiter::N,баҫҡыс,rebrík
403,Leiter::N,баҫҡыс,rebrina
404,Besen::N,һепертке,metla
405,Spaten::N,көрәк,rýľ
406,Schaufel::N,көрәк,lopata
407,Gabel::N,сәнске,vidlička
408,Löffel::N,ҡалаҡ,lyžica
409,Messer::N,бысаҡ,nôž
410,Nagel::N,сөй,klinec
411,Netz::N,ау,sieť
412,Haken::N,ыргаҡ,hák
413,Haken::N,ыргаҡ,háčik
414,Griff::N,тотҡа,rukoväť
415,Schloss::N,йоҙаҡ,zámka
416,Bild::N,картина,obraz
417,Figur::N,һын,figúra
418,Puppe::N,ҡурсаҡ,bábka
419,Puppe::N,ҡурсаҡ,bábika
420,Beutel::N,тоҡ,vrece
421,Beutel::N,тоҡ,vrecko
422,Bündel::N,төргәк,uzlík
423,Bündel::N,төргәк,zväzok
424,Tasche::N,сумка,taška
425,Tasche::N,сумка,kabelka
426,Eimer::N,биҙрә,vedro
427,Deckel::N,ҡапҡас,vrchnák
428,Deckel::N,ҡапҡас,pokrývka
429,Geschirr::N,һауыт-һаба,nádoba
430,Sack::N,тоҡ,mech
431,Sack::N,тоҡ,vrece
432,Tasse::N,сынаяҡ,šálka
433,Topf::N,кәстрүл,hrniec
434,Kessel::N,ҡаҙан,kotol
435,Essen::N,ашау,jedlo
436,Nahrung::N,аҙыҡ,strava
437,Nahrung::N,аҙыҡ,potrava
438,Speise::N,аш,jedlo
439,Fleisch::N,ит,mäso
440,Getreide::N,иген,obilie
441,Getreide::N,ашлыҡ,obilie
442,Brei::N,бутҡа,kaša
443,Brot::N,икмәк,chlieb
444,Scheibe::N,телем,kotúč
445,Scheibe::N,телем,krajec
446,Fett::N,май,tuk
447,Fett::N,май,masť
448,Butter::N,май,maslo
449,Öl::N,май буяуы,olej
450,Salz::N,тоҙ,soľ
451,Suppe::N,һурпа,polievka
452,Honig::N,бал,med
453,Milch::N,һөт,mlieko
454,Tee::N,сәй,čaj
455,Leder::N,күн,koža
456,Wolle::N,йөн,vlna
457,Stoff::N,туҡыма,súkno
458,Nadel::N,энә,ihla
459,Faden::N,еп,niť
460,Faden::N,еп,vlákno
461,Knopf::N,төймә,gombík
462,Knoten::N,төйөн,uzol
463,Farbe::N,буяу,farba
464,Kleidung::N,кейем,šaty
465,Kleidung::N,кейем,šatstvo
466,Hemd::N,күлдәк,košeľa
467,Kragen::N,яға,golier
468,Ärmel::N,ең,rukáv
469,Hose::N,салбар,nohavice
470,Gürtel::N,ҡайыш,pás
471,Gürtel::N,ҡайыш,opasok
472,Mütze::N,бүрк,čiapka
473,Schuh::N,туфли,obuv
474,Schuh::N,туфли,topánka
475,Stiefel::N,итек,čižma
476,Ring::N,йөҙөк,prsteň
477,Ring::N,балдаҡ,prsteň
478,Band::N,таҫма,stuha
479,Kamm::N,тараҡ,hrebeň
480,Spiegel::N,көзгө,zrkadlo
481,Riemen::N,ҡайыш,remeň
482,Schnur::N,бау,šnúra
483,Leine::N,бау,vodidlo
484,Decke::N,одеяд,deka
485,Decke::N,одеяд,prikrývka
486,Kissen::N,мендәр,poduška
487,Tuch::N,яулыҡ,šatka
488,Handtuch::N,таҫтамал,uterák
489,Kraft::N,көс,moc
490,Stärke::N,көс,sila
491,Gesundheit::N,һаулыҡ,zdravie
492,Krankheit::N,сир,nemoc
493,Krankheit::N,сир,choroba
494,Krankheit::N,ауырыу,nemoc
495,Krankheit::N,ауырыу,choroba
496,Schmerz::N,һыҙлау,bolesť
497,Schmerz::N,әрнеү,bolesť
498,Wunde::N,йәрәхәт,rana
499,Fieber::N,тапма,horúčka
500,Fieber::N,биҙгәк,horúčka
501,Arznei::N,дарыу,liek
502,Brücke::N,күпер,most
503,Brunnen::N,ҡоҙоҡ,studňa
504,Weide::N,көтөүлек,pastva
505,Pfad::N,һуҡмаҡ,chodník
506,Weg::N,юл,cesta
507,Straße::N,урам,hradská
508,Dorf::N,ауыл,dedina
509,Stadt::N,ҡала,mesto
510,Brief::N,хат,list
511,Buch::N,китап,kniha
512,Buch::N,кенәгә,kniha
513,Buchstabe::N,хәреф,litera
514,Buchstabe::N,хәреф,písmeno
515,Zeitung::N,гәзит,noviny
516,Leben::N,йәшәү,život
517,Tod::N,үлем,smrť
518,Grab::N,ҡәбер,hrob
519,Kirche::N,сиркәү,kostol
520,Sünde::N,гөнаһ,hriech
521,Gott::N,алла,boh
522,Gott::N,хоҙай,boh
523,Arbeiter::N,эшсе,robotník
524,Arbeiter::N,эшсе,pracnovík
525,Chef::N,башлыҡ,šéf
526,Chef::N,башлыҡ,riaditeľ
527,Meister::N,оҫта,majster
528,Arzt::N,врач,lekár
529,Lehrer::N,уҡытыусы,učiteľ
530,Geld::N,аҡса,peniaze
531,Geschäft::N,эш,obchod
532,Laden::N,магазин,obchod
533,Preis::N,хаҡ,cena
534,Ware::N,тауар,tovar
535,Nutzen::N,файҙа,osoh
536,Nutzen::N,файҙа,úžitok
537,Reichtum::N,байлыҡ,bohatstvo
538,Welt::N,донъя,svet
539,Land::N,ил,územie
540,Land::N,ил,krajina
541,Staat::N,дәүләт,štát
542,König::N,король,kráľ
543,Macht::N,власть,moc
544,Macht::N,власть,mocnosť
545,Grenze::N,сик,hranica
546,Krieg::N,һуғыш,vojna
547,Feind::N,йылан,nepriateľ
548,Gewalt::N,көслөк,násilie
549,Kampf::N,көрәш,boj
550,Bogen[Waffe]::N,йәйә,luk
551,Pfeil::N,уҡ,šíp
552,Pfeil::N,уҡ,strela
553,Gewehr::N,мылтыҡ,puška
554,Fehler::N,хата,omyl
555,Fehler::N,хата,chyba
556,Lüge::N,ялған,lož
557,Schaden::N,зыян,ujma
558,Schaden::N,зыян,škoda
559,Schaden::N,зарар,ujma
560,Schaden::N,зарар,škoda
561,Unglück::N,ҡаза,nešťastie
562,Schuld::N,ғәйеп,vina
563,Schuld::N,ғәйеп,previnenie
564,Alter::N,йәш,vek
565,Schluss::N,һуң,záver
566,Schluss::N,һуң,koniec
567,Schluss::N,аҙаҡ,záver
568,Schluss::N,аҙаҡ,koniec
569,Zeit::N,мәл,čas
570,Zeit::N,заман,čas
571,Tag::N,көн,deň
572,Morgen::N,иртә,ráno
573,Morgen::N,иртәнсәк,ráno
574,Mittag::N,төш,poludnie
575,Abend::N,кис,večer
576,Nacht::N,төн,noc
577,Woche::N,аҙна,týždeň
578,Monat::N,ай,mesiac
579,Jahr::N,йыл,rok
580,Frühling::N,яҙ,jar
581,Sommer::N,йәй,leto
582,Herbst::N,көз,jeseň
583,Winter::N,ҡыш,zima
584,Januar::N,ғинуар,január
585,Februar::N,февраль,február
586,März::N,март,marec
587,April::N,апрель,apríl
588,Mai::N,май,máj
589,Juni::N,июнь,jún
590,Juli::N,июль,júl
591,August::N,август,august
592,September::N,сентябрь,september
593,Oktober::N,октябрь,október
594,November::N,ноябрь,november
595,Dezember::N,декабрь,december
596,Montag::N,дүшәмбе,pondelok
597,Dienstag::N,шишәмбе,utorok
598,Mittwoch::N,шаршамбы,streda
599,Donnerstag::N,кесаҙна,štvrtok
600,Freitag::N,йома,piatok
601,Samstag::N,шәмбе,sobota
602,Sonntag::N,йәкшәмбе,nedeľa
603,groß::A,ҙур,veľký
604,klein::A,бәләкәс,malý
605,lang::A,оҙон,dlhý
606,kurz::A,ҡыҫҡа,krátky
607,breit::A,киң,široký
608,schmal::A,тар,úzky
609,dicht::A,йыш,hustý
610,dicht::A,ҡуйы,hustý
611,dick[Gegenstand]::A,ҡалын,tlstý
612,dünn::A,йоҡа,tenký
613,dünn::A,нәҙек,tenký
614,fein::A,нескә,jemný
615,fest::A,ныҡ,pevný
616,flach::A,яҫы,rovný
617,flach::A,яҫы,plochý
618,flach::A,ялпаҡ,rovný
619,flach::A,ялпаҡ,plochý
620,glatt::A,шыма,hladký
621,hart::A,ҡаты,tvrdý
622,weich::A,йомшаҡ,mäkký
623,rund::A,түңәрәк,guľatý
624,rund::A,түңәрәк,okrúhly
625,spitz::A,осло түбәле,končitý
626,scharf::A,үткер,ostrý
627,stumpf::A,утмәҫ,tupý
628,schwer::A,ауыр,ťažký
629,schön::A,матур,pekný
630,schön::A,матур,krásny
631,heiß::A,эҫе,horúci
632,warm::A,йылы,teplý
633,kalt::A,һыуыҡ,studený
634,kühl::A,һалҡынса,chladný
635,frisch::A,һалҡынса,svieži
636,feucht::A,еүеш,vlhký
637,feucht::A,еүеш,zvlhnutý
638,feucht::A,дымлы,vlhký
639,feucht::A,дымлы,zvlhnutý
640,nass::A,еүеш,mokrý
641,trocken::A,кипкән,suchý
642,voll::A,тулы,plný
643,leer::A,буш,prázdny
644,offen::A,асыҡ,otvorený
645,geschlossen::A,ябыҡ,zavretý
646,sauber::A,таҙа,čistý
647,schmutzig::A,бысраҡ,špinavý
648,roh::A,сей,surový
649,reif::A,өлгөрғән,zrelý
650,lecker::A,тәмле,chutný
651,süß::A,тямле,sladký
652,süß::A,тәм-том,sladký
653,bitter::A,әсе,horký
654,sauer::A,әсе,kyslý
655,hell::A,яҡты,jasný
656,hell::A,яҡты,svetlý
657,dunkel::A,ҡараңғы,temný
658,schwarz::A,ҡара,čierny
659,weiß::A,аҡ,biely
660,rot::A,матур,červený
661,rot::A,һылыу,červený
662,rot::A,сибәр,červený
663,gelb::A,һары,žltý
664,blau::A,күк,modrý
665,blau::A,күк,belasý
666,grün::A,йәшел,zelený
667,grau::A,буҙ,šedý
668,bunt::A,сыбар,pestrý
669,bunt::A,ала-ҡола,pestrý
670,billig::A,арзан,lacný
671,teuer::A,ҡыйбатлы,drahý
672,wertvoll::A,ҡиммәтле,cenný
673,blind::A,һуҡыр,slepý
674,taub::A,һаңғырау,hluchý
675,kräftig::A,көслө,silný
676,kräftig::A,ҡеүәтле,silný
677,stark::A,көслө,silný
678,stark::A,ҡеүәтле,silný
679,schwach::A,көсһөҙ,slabý
680,schwach::A,көсһөҙ,bezvládny
681,fett::A,һимеҙ,tučný
682,schlank::A,зифа,štíhly
683,hübsch::A,матур,šumný
684,hübsch::A,матур,švárny
685,böse::A,асыулы,zlý
686,dumm::A,иҫәр,hlúpy
687,faul::A,иренсәк,lenivý
688,fleißig::A,тырыш,snaživý
689,fleißig::A,тырыш,usilovný
690,geizig::A,һаран,skupý
691,geizig::A,һаран,lakomý
692,klug::A,аҡыллы,múdry
693,klug::A,аҡыллы,bystrý
694,geschickt::A,оҫта,zručný
695,geschickt::A,оҫта,šikovný
696,lieb::A,яғымлы,milý
697,lustig::A,күңелле,veselý
698,sanft::A,йыуаш,nežný
699,hungrig::A,ас,lačný
700,hungrig::A,ас,hladný
701,krank::A,сирле,chorý
702,krank::A,сирле,nemocný
703,krank::A,ауырыу,chorý
704,krank::A,ауырыу,nemocný
705,nackt::A,яланғас,nahý
706,traurig::A,яманһыу,smutný
707,lebendig::A,тере,živý
708,lebendig::A,йәнле,živý
709,gut::A,яҡшы,dobrý
710,schlecht::A,хөрт,zlý
711,schlecht::A,алама,zlý
712,richtig::A,дөрөҫ,správny
713,schlimm::A,хөрт,zlý
714,schlimm::A,хөрт,nepríjemný
715,schlimm::A,алама,zlý
716,schlimm::A,алама,nepríjemný
717,wahr::A,дөрөҫ,pravý
718,wahr::A,дөрөҫ,pravdivý
719,alt::A,иҫке,starý
720,alt::A,боронғо,starý
721,neu::A,яңы,nový
722,ehemalig::A,элекке,bývalý
723,alt[Lebewesen]::A,ҡарт,starý
724,jung::A,йәш,mladý
725,arm::A,фәҡир,chudobný
726,reich::A,бай,bohatý
727,bekannt::A,таныш,známy
728,berühmt::A,атаҡлы,slávny
729,berühmt::A,атаҡлы,povestný
730,berühmt::A,данлыҡлы,slávny
731,berühmt::A,данлыҡлы,povestný
732,fremd::A,ят,cudzí
733,fremd::A,сит,cudzí
734,verschieden::A,төрлө,rôzny
735,verschieden::A,төрлө,rozličný
736,nah::A,яҡын,blízky
737,fern::A,алыҫ,ďaleký
738,fern::A,йыраҡ,ďaleký
739,linker::A,һул,ľavý
740,rechter::A,уң,pravý
741,anderer::A,бутән,iný
742,anderer::A,бутән,druhý
743,erster::A,тәүге,prvý
744,zweiter::A,икенсе,druhý
745,dritter::A,өсөнсө,tretí
746,letzter::A,һуңғы,ostatný
747,letzter::A,һуңғы,posledný
748,allein::ADV,бер үҙе,sám
749,allein::ADV,яңғыҙ,sám
750,auf einmal::ADV,бер юлы,zároveň
751,zusammen::ADV,бергә,spolu
752,zusammen::ADV,бергә,spoločne
753,lange::ADV,оҙаҡ,dlho
754,plötzlich::ADV,ҡапыл,náhle
755,sofort::ADV,шунда уҡ,hneď
756,sofort::ADV,шунда уҡ,ihneď
757,später::ADV,һуңыраҡ,neskoršie
758,jetzt::ADV,хәҙер,teraz
759,heute::ADV,бөгөн,dnes
760,morgen::ADV,иртәгә,zajtra
761,bald::ADV,тиҙҙән,skoro
762,dann::ADV,һуңынан,nato
763,dann::ADV,һуңынан,potom
764,gestern::ADV,кисә,včera
765,einst::ADV,ҡасандыр,kedysi
766,einst::ADV,ҡасандыр,niekedy
767,einst::ADV,бер баҡыт,kedysi
768,einst::ADV,бер баҡыт,niekedy
769,damals::ADV,ул саҡта,vtedy
