,Concept_ID,uz,en
408,Wunde::N,yara,wound
409,Fieber::N,bezgak,fever
410,Arznei::N,dori,medicine
411,Brücke::N,ko'prik,bridge
412,Brunnen::N,buloq,well
413,Weide::N,yaylov,pasture
414,Pfad::N,dorojka,path
415,Weg::N,yo'l,way
416,Straße::N,ko'cha,road
417,Dorf::N,ovul,village
418,Stadt::N,shahar,town
419,Brief::N,maktub,letter
420,Buch::N,kitob,book
421,Buchstabe::N,harf,character
422,Zeitung::N,gazet,newspaper
423,Leben::N,hayot,life
424,Tod::N,o'lim,death
425,Grab::N,go'r,grave
426,Kirche::N,cherkov,church
427,Sünde::N,gunoh,sin
428,Gott::N,olloh,god
429,Arbeiter::N,ishchi,worker
430,Chef::N,rais,boss
431,Meister::N,usta,master
432,Arzt::N,hakim,doctor
433,Lehrer::N,muallim,teacher
434,Geld::N,pul,money
435,Geschäft::N,savdo,business
436,Laden::N,do'kon,shop
437,Preis::N,baho,price
438,Ware::N,mol,ware
439,Nutzen::N,foyda,profit
440,Reichtum::N,boylik,wealth
441,Welt::N,olam,world
442,Land::N,o'lka,country
443,Staat::N,davlat,state
444,König::N,qirol,king
445,Macht::N,iqtidor,power
446,Grenze::N,chegara,border
447,Krieg::N,harb,war
448,Feind::N,dushman,enemy
449,Gewalt::N,zo'rlik,violence
450,Kampf::N,kurash,fight
451,Bogen[Waffe]::N,yoy,bow
452,Pfeil::N,o'q,arrow
453,Gewehr::N,vintovka,gun
454,Fehler::N,xato,mistake
455,Lüge::N,yolg'on,lie
456,Schaden::N,ziyon,damage
457,Unglück::N,balo,misfortune
458,Schuld::N,ayb,fault
459,Alter::N,yosh,age
460,Schluss::N,tamom,conclusion
461,Zeit::N,vaqt,time
462,Tag::N,kun,day
463,Morgen::N,saboh,morning
464,Mittag::N,kun tushlik,noon
465,Abend::N,oqshom,evening
466,Nacht::N,tun,night
467,Woche::N,hafta,week
468,Monat::N,oy,month
469,Jahr::N,yil,year
470,Frühling::N,bahor,spring
471,Sommer::N,yoz,summer
472,Herbst::N,kuz,autumn
473,Herbst::N,xazon,autumn
474,Winter::N,qish,winter
475,Januar::N,yanvar',January
476,Februar::N,fevral',February
477,März::N,mart,March
478,April::N,aprel',April
479,Mai::N,may,May
480,Juni::N,iyun',June
481,Juli::N,iyul',July
482,August::N,avgust,August
483,September::N,sentyabr',September
484,Oktober::N,oktyabr',October
485,November::N,noyabr',November
486,Dezember::N,dekabr',December
487,Montag::N,dushanba,Monday
488,Dienstag::N,seshanba,Tuesday
489,Mittwoch::N,chorshanba,Wednesday
490,Donnerstag::N,payshanba,Thursday
491,Freitag::N,juma,Friday
492,Samstag::N,shanba,Saturday
493,Sonntag::N,yakshanba,Sunday
494,groß::A,buyuk,big
495,klein::A,kichik,little
496,lang::A,uzun,long
497,kurz::A,qisqa,short
498,breit::A,keng,wide
499,schmal::A,änsiz,narrow
500,dicht::A,quyuq,dense
501,dick[Gegenstand]::A,qalin,thick
502,dünn::A,ingichka,thin
503,fein::A,mayin,delicate
504,fest::A,qattiq,firm
505,flach::A,yalpoq,flat
506,glatt::A,tekis,smooth
507,hart::A,qattiq,hard
508,weich::A,yumshoq,soft
509,rund::A,yumaloq,round
510,spitz::A,uchli,pointed
511,scharf::A,keskir,sharp
512,stumpf::A,to'mtoq,blunt
513,schwer::A,salmoqli,heavy
514,schön::A,go'zal,beautiful
515,heiß::A,qiziq,hot
516,warm::A,issiq,warm
517,kalt::A,sovuq,cold
518,kühl::A,salqin,cool
519,frisch::A,toza,fresh
520,feucht::A,namli,damp
521,nass::A,nam,wet
522,trocken::A,quruq,dry
523,voll::A,to'la,full
524,leer::A,puch,empty
525,offen::A,ochiq,open
526,geschlossen::A,berk,closed
527,sauber::A,ozoda,clean
528,schmutzig::A,kir,dirty
529,roh::A,xom,raw
530,reif::A,pishiq,ripe
531,lecker::A,shirin,delicious
532,süß::A,shirin,sweet
533,bitter::A,achchiq,bitter
534,sauer::A,achchiq,sour
535,hell::A,yorug',bright
536,dunkel::A,qorong'i,dark
537,schwarz::A,qora,black
538,weiß::A,oq,white
539,rot::A,qizil,red
540,gelb::A,sariq,yellow
541,blau::A,zangori,blue
542,grün::A,yashil,green
543,grau::A,bo'z,grey
544,bunt::A,ola,colourful
545,bunt::A,ola,colorful
546,billig::A,arzon,cheap
547,teuer::A,qimmat,dear
548,wertvoll::A,qimmat,precious
549,blind::A,ko'r,blind
550,taub::A,garang,deaf
551,kräftig::A,kuchli,powerful
552,stark::A,quvvatli,strong
553,schwach::A,kuchsiz,weak
554,fett::A,semiz,fat
555,schlank::A,ingichka,slim
556,hübsch::A,ko'rkam,pretty
557,böse::A,yovuz,evil
558,dumm::A,aqlsiz,stupid
559,faul::A,ärinchak,lazy
560,fleißig::A,ishchan,diligent
561,geizig::A,qurumsoq,stingy
562,klug::A,oqil,clever
563,geschickt::A,äpchil,skilful
564,geschickt::A,äpchil,skillful
565,lieb::A,aziz,dear
566,lustig::A,chaqchaq,merry
567,sanft::A,asta,gentle
568,hungrig::A,och,hungry
569,krank::A,kasal,sick
570,nackt::A,yalang,naked
571,traurig::A,xafa,sad
572,lebendig::A,hayotiy,living
573,gut::A,soz,good
574,schlecht::A,yomon,bad
575,richtig::A,rost,correct
576,schlimm::A,yovuz,nasty
577,wahr::A,haqiqiy,true
578,alt::A,äski,old
579,neu::A,yangi,new
580,ehemalig::A,sobiq,former
581,alt[Lebewesen]::A,qari,aged
582,jung::A,navqiron,young
583,arm::A,abgor,poor
584,reich::A,boy,rich
585,bekannt::A,ma'lum,familiar
586,berühmt::A,mashhur,famous
587,fremd::A,yot,foreign
588,verschieden::A,turli,different
589,nah::A,yaqindagi,near
590,fern::A,uzoq,far
591,linker::A,so'l,left
592,rechter::A,o'ng,right
593,anderer::A,boshqa,other
594,erster::A,birinchi,first
595,zweiter::A,ikkinchi,second
596,dritter::A,uchinchi,third
597,letzter::A,oxirgi,last
598,allein::ADV,o'zicha,alone
599,auf einmal::ADV,varakay,at once
600,zusammen::ADV,barobar,together
601,lange::ADV,uzoq,long
602,plötzlich::ADV,qo'qqisdan,suddenly
603,sofort::ADV,darrov,instantly
604,später::ADV,so'ngra,later
605,jetzt::ADV,hozirgina,now
606,heute::ADV,bugun,today
607,morgen::ADV,ärta,tomorrow
608,bald::ADV,toz,soon
609,dann::ADV,keyin,then
610,gestern::ADV,kecha,yesterday
611,einst::ADV,avvallari,once
612,damals::ADV,ugal,at that time
613,danach::ADV,so'ngra,afterwards
614,vorher::ADV,avval,before
615,zuerst::ADV,avval,at first
616,einmal::ADV,bir marta,once
617,manchmal::ADV,onda-sonda,sometimes
618,oft::ADV,tez-tez,often
619,immer::ADV,har vaqt,always
620,niemals::ADV,hargiz,never
621,hier::ADV,shu erda,here
622,hierhin::ADV,beri,hither
623,hierhin::ADV,beri,to here
624,hierhin::ADV,beri,here
625,von hier::ADV,shu erdan,hence
626,dort::ADV,ana,there
627,dorthin::ADV,u yerga,thither
628,dorthin::ADV,u yerga,there
629,dorthin::ADV,u yerga,to there
630,geradeaus::ADV,to'g'ri,ahead
631,vorwärts::ADV,ilgari,forward
632,rückwärts::ADV,qoloq,backward
633,zurück::ADV,orqada,back
634,unten::ADV,pastda,below
635,hinab::ADV,tubanga,down
636,oben::ADV,ustida,above
637,hinauf::ADV,yuqorida,up
638,überall::ADV,har erda,everywhere
639,nicht::ADV,ämas,not
640,ein wenig::ADV,biroz,a little
641,kaum::ADV,arang,hardly
642,sehr::ADV,ancha,very
643,so::ADV,shunday,so
644,noch::ADV,hali,still
645,nur::ADV,yolg'iz,only
646,schon::ADV,endi,already
647,wieder::ADV,yana,again
648,vergebens::ADV,bekorga,in vain
649,vor::PRP,burun,in front of
650,hinter::PRP,ketida,behind
651,unter::PRP,ostida,under
652,durch::PRP,bo'ylab,through
653,neben::PRP,yonida,next to
654,zwischen::PRP,orada,between
655,wegen::PRP,sababli,because of
656,dies::PRN,o'sha,this
657,das::PRN,narigi,that
658,alles::PRN,har nima,everything
659,ich::PRN,men,I
660,du::PRN,sen,you
661,du::PRN,sen,thou
662,er::PRN,u,he
663,wir::PRN,biz,we
664,ihr::PRN,siz,you
665,sie::PRN,ular,they
666,was::FPRN,nima,what
667,wer::FPRN,kim,who
668,wo::FADV,qaerda,where
669,wohin::FADV,qayerga,where ... to
670,wohin::FADV,qayerga,where to
671,wohin::FADV,qayerga,where
672,wie::FADV,qanday,how
673,warum::FADV,nega,why
674,wieviel::FNUM,qancha,how much
675,eins::NUM,bir,one
676,zwei::NUM,ikki,two
677,drei::NUM,uch,three
678,vier::NUM,to'rt,four
679,fünf::NUM,besh,five
680,sechs::NUM,olti,six
681,sieben::NUM,etti,seven
682,acht::NUM,sakkiz,eight
683,neun::NUM,to'qqiz,nine
684,zehn::NUM,o'n,ten
685,elf::NUM,o'n bir,eleven
686,zwölf::NUM,o'n ikki,twelve
687,zwanzig::NUM,yigirma,twenty
688,dreißig::NUM,o'ttiz,thirty
689,vierzig::NUM,qirq,forty
690,fünfzig::NUM,ällik,fifty
691,sechzig::NUM,oltmish,sixty
692,siebzig::NUM,etmish,seventy
693,achtzig::NUM,sakson,eighty
694,neunzig::NUM,to'qson,ninety
695,hundert::NUM,yuz,a hundred
696,tausend::NUM,ming,a thousand
697,und::CNJ,va,and
698,oder::CNJ,yo,or
699,stehen::V,turmoq,stand
700,sitzen::V,o'tirmoq,sit
701,liegen::V,yotmoq,lie
702,hängen::V,osilmoq,hang
703,werden::V,bo'lmoq,become
704,passieren::V,bo'lib o'tmoq,happen
705,beginnen::V,boshlanmoq,begin
706,enden::V,bitmoq,end
707,wechseln::V,o'zgarmoq,change
708,aufgehen[Sonne]::V,chiqmoq,rise
709,untergehen[Sonne]::V,botmoq,set
710,scheinen[Sonne]::V,yaraqlamoq,shine
711,donnern::V,gulduramoq,thunder
712,wehen::V,elpimoq,blow
713,strömen::V,oqmoq,stream
714,fließen::V,oqmoq,flow
715,sich drehen::V,aylanmoq,revolve
716,schwanken::V,qoqilmoq,sway
717,schwingen::V,lopillamoq,swing
718,fallen::V,tushmoq,fall
719,brennen::V,yonmoq,burn
720,rauchen::V,tutamoq,smoke
721,regnen::V,yomg'ir yog'moq,rain
722,gefrieren::V,muzlamoq,freeze
723,tauen::V,ärimoq,thaw
724,schmelzen::V,ärimoq,melt
725,trocknen::V,qurimoq,dry
726,sieden::V,qaynamoq,boil
727,faulen::V,chirimoq,rot
728,verfaulen::V,chirimoq,decay
729,reißen::V,qayt qilmoq,snap
730,versinken::V,g'arq bo'lmoq,sink
731,vergehen::V,o'tmoq,pass
732,erscheinen::V,zuhur ätmoq,appear
733,verschwinden::V,yo'qolmoq,disappear
734,sinken::V,pasaymoq,drop
735,abnehmen::V,kamaymoq,decrease
736,zunehmen::V,urchimoq,increase
737,steigen::V,oshmoq,rise
738,wachsen::V,o'smoq,grow
739,glänzen::V,porlamoq,shine
740,funkeln::V,yalt ätmoq,sparkle
741,lärmen::V,taraq ätmoq,be noisy
742,läuten::V,jiringlamoq,chime
743,klingeln::V,jiringlamoq,ring
744,klirren::V,sharaqlamoq,tinkle
745,brausen::V,vag'illamoq,roar
746,rauschen::V,shitirlamoq,rustle
747,klingen::V,yangramoq,sound
748,bellen::V,hurmoq,bark
749,heulen::V,uvlamoq,howl
750,blasen::V,puflamoq,blow
751,pfeifen::V,xushtak chalmoq ,whistle
752,schreien::V,qiyqirmoq,shout
753,stöhnen::V,nola qilmoq,groan
754,zittern::V,titramoq,tremble
755,leben::V,yashamoq,be alive
756,geboren werden::V,tug'ilmoq,be born
757,atmen::V,nafas chiqarmoq,breathe
758,trinken::V,ichmoq,drink
759,essen::V,emoq,eat
760,schlucken::V,yutmoq,swallow
761,müde werden::V,horimoq,get tired
762,einschlafen::V,uxlab qolmoq,fall asleep
763,schlafen::V,uxlamoq,sleep
764,aufwachen::V,uyg'onmoq,wake up
765,aufstehen::V,qo'pmoq,get up
766,sich erholen::V,dam olmoq,relax
767,krank werden::V,kasallanmoq,fall ill
768,krank sein::V,betob yotmoq,be ill
769,schmerzen::V,og'rimoq,ache
770,husten::V,yo'talmoq,cough
771,genesen::V,tuzalmoq,recover
772,sterben::V,o'lmoq,die
773,umkommen::V,halok bo'lmoq,perish
774,sich bewegen::V,harakat qilmoq,move
775,sich rühren::V,qimirlamoq,budge
776,sich erheben::V,qo'pmoq,stand up
777,sich setzen::V,o'tirmoq,sit down
778,hinfallen::V,yiqilmoq,tumble
779,laufen::V,yurmoq,walk
780,schreiten::V,yurmoq,pace
781,spazierengehen::V,sayr ätmoq,go for a walk
782,eilen::V,tezlamoq,rush
783,sich beeilen::V,shoshmoq,hurry
784,sausen::V,chopqillamoq,dash
785,rennen::V,yugurmoq,run
786,springen::V,sakramoq,jump
787,klettern::V,yuqorilamoq,climb
788,schaukeln::V,irg'amoq,seesaw
789,kriechen::V,ämaklamoq,creep
790,schwimmen::V,suzmoq,swim
791,tauchen::V,chu'mmoq,dive
792,rudern::V,eshkak eshmoq,row
793,fahren::V,haydamoq,drive
794,fliegen::V,uchmoq,fly
795,gehen::V,bormoq,go
796,weggehen::V,ketoq,go away
797,abfahren::V,jo'namoq,depart
798,anhalten::V,to'xtamoq,stop
799,hineingehen::V,kirmoq,go in
800,eintreten::V,kirmoq,enter
801,kommen::V,kelmoq,come
802,ankommen::V,etib kelmoq,arrive
803,zurückkommen::V,qaytib kelmoq,come back
804,bleiben::V,qolmoq,stay
805,warten::V,poylamoq,wait
806,erwarten::V,kutmoq,wait for
807,suchen::V,izlamoq,seek
808,suchen::V,izlamoq,look for
809,finden::V,topmoq,find
810,versuchen::V,chalishmoq,try
811,vorbereiten::V,hozirlamoq,prepare
812,lieben::V,sevmoq,love
813,mögen::V,ardoqlamoq,like
814,lachen::V,kulmoq,laugh
815,rühren::V,ta'sirlantirmoq,move
816,weinen::V,yig'lamoq,weep
817,schimpfen::V,koyinmoq,grumble
818,sich ärgern::V,g'azab qilmoq,be annoyed
819,sich fürchten::V,hurkmoq,be afraid
820,fürchten::V,qo'rqmoq,be afraid of
821,fliehen::V,qochmoq,flee
822,flüchten::V,qochmoq,escape
823,sehen::V,ko'rmoq,see
824,anschauen::V,razm solmoq,look at
825,ansehen::V,razm qilmoq,watch
826,hören::V,äshitmoq,hear
827,zuhören::V,tinglamoq,listen
828,probieren::V,tatib ko'rmoq,taste
829,riechen::V,iskamoq,smell
830,fühlen::V,sezmoq,feel
831,scheinen::V,tuyilmoq,seem
