,Concept_ID,ku,ka
282,Name::N,paşnav,სახელი
283,Rätsel::N,tiştonek,გამოცანა
284,Rede::N,gotar,სიტყვა
285,Rede::N,axavtin,სიტყვა
286,Sprache::N,ziman,ენა
287,Stimme::N,pejn,ხმა
288,Wort::N,gotin,სიტყვა
289,Zeichen::N,şanek,ნიშანი
290,Ruf::N,hawar,ძახილი
291,Lärm::N,xarbalix,ხმაური
292,Laut::N,deng,ხმა
293,Laut::N,deng,ბგერა
294,Laut::N,hês,ხმა
295,Laut::N,hês,ბგერა
296,Ton::N,awaz,ტონი
297,Lied::N,sitran,სიმღერა
298,Ruhe::N,rihetî,სიწყნარე
299,Leute::N,xelk,ადამიანები
300,Volk::N,xelk,ერი
301,Volk::N,xelk,ხალხი
302,Arbeit::N,xebat,მუშაობა
303,Gast::N,mêvan,სტუმარი
304,Geschenk::N,diyarî,საჩუქარი
305,Spiel::N,lîstik,თამაში
306,Gesellschaft::N,komal,საზოგადოება
307,Hilfe::N,alîkarî,შველა
308,Hilfe::N,alîkarî,დახმარება
309,Freund::N,heval,მეგობარი
310,Kamerad::N,heval,ამხანაგი
311,Angelegenheit::N,pirsgirêk,საქმე
312,Anzahl::N,çend,ოდენობა
313,Art::N,çeh,სახეობა
314,Stück::N,lib,ნატეხი
315,Stück::N,parçe,ნატეხი
316,Teil::N,parçe,წილი
317,Hälfte::N,nîvî,ნახევარი
318,Kreis::N,çemil,წრე
319,Kreuz::N,xaç,ჯვარი
320,Linie::N,xezik,ხაზი
321,Strich::N,xezik,შტრიხი
322,Abstand::N,dûrahî,მანძილი
323,Entfernung::N,dûrahî,სიშორე
324,Gegend::N,dever,არე
325,Gegend::N,dever,მხარე
326,Platz::N,çih,ფართობი
327,Ort::N,dever,ადგილი
328,Seite::N,rûpel,მხარე
329,Mitte::N,nav,შუა
330,Mitte::N,nabênê,შუა
331,Gegenstand::N,tişt,საგანი
332,Sache::N,tişt,ნივთი
333,Rand::N,kevî,კიდე
334,Kante::N,kevî,ნაწიბული
335,Ecke::N,qunç,კუთხე
336,Spitze::N,derzî,წვეტი
337,Ende::N,talî,ბოლო
338,Loch::N,qul,ხვრელი
339,Winkel::N,kurnîşk,კუთხე
340,Muster::N,desen,მოხატულობა
341,Größe::N,mezinî,ზომა
342,Größe::N,mezinî,სიდიდე
343,Länge::N,dirêjahî,სიგრძე
344,Höhe::N,bilindayî,სიმაღლე
345,Gewicht::N,giranî,წონა
346,Menge::N,qas,რაოდენობა
347,Haufen::N,lod,გროვა
348,Reihe::N,rêz,რიგი
349,Reihe::N,rêz,წყება
350,Boot::N,kelek,გემი
351,Ruder::N,bêrik,ხოფი
352,Ruder::N,bêrik,ნიჩაბი
353,Schlitten::N,xîjik,მარხილი
354,Ski::N,lakan,თხილამური
355,Lagerfeuer::N,agir,კოცონი
356,Last::N,bar,ტვირთი
357,Gang::N,fîtêz,სვლა
358,Schritt::N,gav,ბიჯი
359,Norden::N,bakur,ჩრდილოეთი
360,Süden::N,başur,სამხრეთი
361,Westen::N,rojava,დასავლეთი
362,Osten::N,rojhilat,აღმოსავლეთი
363,Holz::N,dep,ხე
364,Brett::N,dep,დაფა
365,Brett::N,dep,ფიცარი
366,Platte::N,dep,თლილი ქვა
367,Stütze::N,destek,საყრდენი
368,Stange::N,sing,ჭოკი
369,Stock::N,çam,კეტი
370,Stab::N,qat,ლატანი
371,Rohr::N,borî,მილაკი
372,Haus::N,mal,სახლი
373,Haus::N,xanî,სახლი
374,Heim::N,mal,ოჯახის კერა
375,Ofen::N,sobe,ღუმელი
376,Fußboden::N,binpê,იატაკი
377,Tisch::N,mase,სუფრა
378,Tisch::N,mase,მაგიდა
379,Stuhl::N,kursî,სკამი
380,Wiege::N,derguş,აკვანი
381,Bett::N,qerewêle,საწოლი
382,Bett::N,qerewêle,სარეცელი
383,Regal::N,rêbaz,თაროები
384,Kiste::N,sindoq,ყუთი
385,Kiste::N,sindoq,სკივრი
386,Fenster::N,çam,ფანჯარა
387,Fenster::N,çam,სარკმელი
388,Fenster::N,şibeke,ფანჯარა
389,Fenster::N,şibeke,სარკმელი
390,Tür::N,derî,ბჭე
391,Tür::N,derî,კარი
392,Tor::N,derge,ჭიშკარი
393,Zaun::N,hejik,ღობე
394,Zaun::N,hejik,გალავანი
395,Dach::N,sere xanî,სახურავი
396,Leiter::N,pêling,კიბე
397,Besen::N,melkes,ცოცხი
398,Spaten::N,mer,ნიჩაბი
399,Schaufel::N,bêr,ბარი
400,Gabel::N,çetel,ჩანგალი
401,Löffel::N,kevçî,კოვზი
402,Messer::N,kêr,დანა
403,Nagel::N,bizmar,ლურსმანი
404,Netz::N,tor,ბადე
405,Haken::N,çenqel,კავი
406,Haken::N,çenqel,კაუჭი
407,Griff::N,destî,ტარი
408,Schloss::N,qonax,კლიტე
409,Schloss::N,qonax,საკეტი
410,Bild::N,dimen,სურათი
411,Figur::N,figûr,ფიგურა
412,Puppe::N,bûk,თოჯინა
413,Beutel::N,kîsik,პარკი
414,Bündel::N,pêçek,გალა
415,Bündel::N,pêçek,ასხმა
416,Tasche::N,bêrîk,ჩანთა
417,Eimer::N,dewl,ჩამჩა
418,Deckel::N,devik,ხუფი
419,Deckel::N,devik,სარქველი
420,Geschirr::N,ferax,ჭურჭელი
421,Sack::N,tûr,ტომარა
422,Tasse::N,kada,ფინჯანი
423,Topf::N,beroş,ქოთანი
424,Kessel::N,şîril,ქვაბი
425,Essen::N,xwarin,ჭამა
426,Nahrung::N,xwarin,საზრდო
427,Nahrung::N,xwarin,საკვები
428,Speise::N,xwarin,საჭმელი
429,Fleisch::N,goşt,ხორცი
430,Getreide::N,zad,მარცვლოვანი
431,Brei::N,hewdêl,ფაფა
432,Brot::N,,პური
433,Scheibe::N,parçe,ნაჭერი
434,Fett::N,rûn,ქონი
435,Fett::N,rûn,ცხიმი
436,Butter::N,rûn,კარაქი
437,Öl::N,rûn,ზეთი
438,Salz::N,xwe,მარილი
439,Suppe::N,şorbe,სუფი
440,Honig::N,hingiv,თაფლი
441,Milch::N,şîr,რძე
442,Tee::N,çay,ჩაი
443,Leder::N,çerm,ტყავი
444,Wolle::N,herî,მატყლი
445,Stoff::N,paç,ქსოვილი
446,Nadel::N,derzî,ნემსი
447,Faden::N,ta,ძაფი
448,Faden::N,ta,მკედი
449,Knopf::N,bişkok,ღილი
450,Knoten::N,girêk,ნასკვი
451,Farbe::N,boyax,საღებავი
452,Kleidung::N,çil,ტანსაცმელი
453,Hemd::N,qutik,ხალათი
454,Hemd::N,qutik,პერანგი
455,Hemd::N,miltan,ხალათი
456,Hemd::N,miltan,პერანგი
457,Kragen::N,stûvang,საყელო
458,Ärmel::N,hûçik,სახელო
459,Hose::N,şewel,შარვალი
460,Gürtel::N,qayiş,ქამარი
461,Mütze::N,fîno,ქუდი
462,Schuh::N,şêkal,ფეხსაცმელი
463,Stiefel::N,gizme,ჩექმა
464,Stiefel::N,çizme,ჩექმა
465,Ring::N,xelek,ბეჭედი
466,Band::N,band,ბაფთი
467,Kamm::N,şeh,სავარცხელი
468,Spiegel::N,eynik,სარკე
469,Riemen::N,qayiş,ღვედი
470,Schnur::N,doxin,ლარი
471,Leine::N,şirît,ჯაჭვი
472,Decke::N,bataniye,საბანი
473,Kissen::N,balgî,ბალიში
474,Tuch::N,şar,მაუდი
475,Tuch::N,şar,თავშალი
476,Handtuch::N,dezmal,ხელსახოცი
477,Kraft::N,hêz,ძალა
478,Kraft::N,qewet,ძალა
479,Stärke::N,xurtî,ღონე
480,Gesundheit::N,nojdarî,ჯანმრთელობა
481,Krankheit::N,nexweşî,სენი
482,Krankheit::N,nexweşî,ავადმყოფობა
483,Schmerz::N,êş,ტკივილი
484,Wunde::N,kul,იარი
485,Wunde::N,kul,ჭრილობა
486,Fieber::N,ta,ციება
487,Arznei::N,derman,წამალი
488,Brücke::N,kopî,ხიდი
489,Brunnen::N,çal,ჭა
490,Brunnen::N,kani,ჭა
491,Weide::N,beyar,საძოვარი
492,Pfad::N,xaçirek,ბილიკი
493,Weg::N,rê,გზა
494,Straße::N,rê,შარაგზა
495,Dorf::N,gund,დაბა
496,Dorf::N,gund,სოფელი
497,Stadt::N,baçar,ქალაქი
498,Brief::N,name,წერილი
499,Buch::N,kitêb,წიგნი
500,Buch::N,pirtûk,წიგნი
501,Buchstabe::N,herf,ასო
502,Zeitung::N,rojname,გაზეთი
503,Leben::N,jiyan,სიცოცხლე
504,Tod::N,mirin,სიკვდილი
505,Grab::N,mezel,სამარე
506,Grab::N,mezel,საფლავი
507,Kirche::N,gilyas,ეკლესია
508,Sünde::N,guneh,ცოდვა
509,Gott::N,xwedê,ღმერთი
510,Arbeiter::N,hîşçî,მუშა
511,Chef::N,bêg,გამგე
512,Meister::N,hoste,ოსტატი
513,Arzt::N,doktor,ექიმი
514,Arzt::N,doktor,მკურნალი
515,Lehrer::N,mamoste,მასწავლებელი
516,Geld::N,pere,ფული
517,Geschäft::N,firoşgeh,საქმე
518,Geschäft::N,firoşgeh,ბიზნესი
519,Laden::N,dikan,დუქანი
520,Laden::N,dikan,მაღაზია
521,Preis::N,buha,ფასი
522,Ware::N,tişt,საქონელი
523,Nutzen::N,fêde,ხეირი
524,Reichtum::N,serwet,სიმდიდრე
525,Welt::N,dinya,მსოფლიო
526,Land::N,welat,მხარე
527,Land::N,welat,ქვეყანა
528,Staat::N,dewlet,სახელმწიფო
529,König::N,şah,მეფე
530,König::N,qral,მეფე
531,Macht::N,qewet,ძლიერება
532,Macht::N,destihilat,ძლიერება
533,Grenze::N,kevî,ზღვარი
534,Krieg::N,çeng,ომი
535,Krieg::N,sêwaş,ომი
536,Feind::N,dijmin,მტერი
537,Gewalt::N,zor,სისასტიკე
538,Kampf::N,şer,ბრძოლა
539,Bogen[Waffe]::N,kêvan,მშვილდი
540,Pfeil::N,çîrik,ისარი
541,Pfeil::N,çîrik,მახვილი
542,Gewehr::N,tifing,თოფი
543,Gewehr::N,tifing,შაშხანა
544,Fehler::N,şaşî,შეცდომა
545,Lüge::N,derew,სიცრუე
546,Schaden::N,xisar,ვნება
547,Unglück::N,bêbextî,ხიფათი
548,Unglück::N,bêbextî,უბედურება
549,Schuld::N,suç,ბრალი
550,Alter::N,temen,ასაკი
551,Schluss::N,girtin,ბოლო
552,Schluss::N,girtin,დასასრული
553,Zeit::N,çax,დრო
554,Tag::N,roj,დღე
555,Morgen::N,sibeh,დილა
556,Mittag::N,nîro,შუადღე
557,Abend::N,êvar,საღამო
558,Nacht::N,şev,ღამე
559,Woche::N,heftî,კვირა
560,Monat::N,meh,თვე
561,Jahr::N,sal,წელი
562,Frühling::N,bihar,გაზაფხული
563,Sommer::N,havîn,ზაფხული
564,Herbst::N,payîz,შემოდგომა
565,Winter::N,zistan,ზამთარი
566,Januar::N,çile,იანვარი
567,Februar::N,sibat,თებერვალი
568,März::N,adar,მარტი
569,April::N,nîsan,აპრილი
570,Mai::N,gûlan,მაისი
571,Juni::N,hezîran,ივნისი
572,Juli::N,tîmeh,ივლისი
573,August::N,tebax,აგვისტო
574,September::N,îlon,სექტემბერი
575,Oktober::N,çotmeh,ოქტომბერი
576,November::N,mijdar,ნოემბერი
577,Dezember::N,kanûn,დეკემბერი
578,Montag::N,duşemb,ორშაბათი
579,Dienstag::N,sêşem,სამშაბათი
580,Mittwoch::N,çarşemb,ოთხშაბათი
581,Donnerstag::N,pêşemb,ხუთშაბათი
582,Freitag::N,în,პარასკევი
583,Samstag::N,şemî,შაბათი
584,Sonntag::N,yekşemb,კვირა
585,groß::A,mezin,დიდი
586,klein::A,çûçik,მცირე
587,klein::A,çûçik,პატარა
588,lang::A,dirêj,გრძელი
589,kurz::A,kin,მოკლე
590,breit::A,fireh,ფართო
591,breit::A,fireh,განიერი
592,schmal::A,tenik,ვიწრო
593,schmal::A,tenik,წვრილი
594,dicht::A,gir,მჭიდრო
595,dick[Gegenstand]::A,şîşman,სქელი
596,dünn::A,zirav,წვრილი
597,fein::A,tenik,თხელი
598,fest::A,saxlem,მყარი
599,flach::A,pahn,ბრტყელი
600,glatt::A,dûz,გლუ
601,glatt::A,şayîk,გლუ
602,hart::A,hişk,მაგარი
603,weich::A,nerm,რბილი
604,rund::A,gilover,მრგვალი
605,spitz::A,pîj,წვეტიანი
606,scharf::A,tûj,მჭრელი
607,stumpf::A,ne tûj,ბლაგვი
608,schwer::A,giran,მძიმე
609,schön::A,xweş,ლამაზი
610,schön::A,xweşik,ლამაზი
611,heiß::A,kelandî,ცხელი
612,warm::A,germ,თბილი
613,kalt::A,sar,ცივი
614,kühl::A,jemîrî,გრილი
615,frisch::A,ter,სუფთა
616,feucht::A,şil,ნოტიო
617,nass::A,şilek,სველი
618,trocken::A,zuwa,მშრალი
619,voll::A,tijî,სავსე
620,leer::A,vala,ცარიელი
621,offen::A,vekirî,ღია
622,offen::A,vekirî,გაშლილი
623,geschlossen::A,asê,დახურული
624,sauber::A,pakij,სუფთა
625,sauber::A,pakij,წმინდა
626,schmutzig::A,lewitî,ტალახიანი
627,roh::A,xav,უმი
628,reif::A,gihaştî,მწიფე
629,lecker::A,xweş,გემრიელი
630,süß::A,şîrîn,ტკბილი
631,bitter::A,tahl,მწარე
632,sauer::A,tirş,მჟავე
633,hell::A,ronî,ნათელი
634,dunkel::A,tarî,ბნელი
635,schwarz::A,reş,შავი
636,weiß::A,sipî,თეთრი
637,rot::A,sor,წითელი
638,gelb::A,zer,ყვითელი
639,blau::A,şîn,ლურჯი
640,blau::A,şîn,ცისფერი
641,grün::A,şîn,მწვანე
642,grau::A,gewr,რუხი
643,grau::A,gewr,ნაცრისფერი
644,bunt::A,rengîn,ჭრელი
645,bunt::A,rengîn,ფერადი
646,billig::A,erzan,იაფი
647,teuer::A,biha,ძვირი
648,wertvoll::A,hêja,ღირსიანი
649,wertvoll::A,giranbiha,ღირსიანი
650,blind::A,kor,ბრმა
651,taub::A,kerr,ყრუ
652,kräftig::A,gir,ძალავანი
653,kräftig::A,xurt,ძალავანი
654,stark::A,xurt,ძლიერი
655,stark::A,xurt,ღონიერი
656,schwach::A,kesad,სუსტი
657,fett::A,qelew,სქელი
658,schlank::A,zirav,გამხდარი
659,hübsch::A,xweşik,ეშხიანი
660,hübsch::A,xweşik,მშვენიერი
661,böse::A,xerab,ავი
662,böse::A,xerab,ბოროტი
663,böse::A,aciz,ავი
664,böse::A,aciz,ბოროტი
665,dumm::A,gêj,ბოთე
666,dumm::A,gêj,სულელი
667,faul::A,têmbêl,ზანტი
668,faul::A,têmbêl,ზარმაცი
669,fleißig::A,jêhatî,ბეჯითი
670,fleißig::A,jêhatî,მუყაითი
671,geizig::A,destgirtî,ძუნწი
672,klug::A,baqil,ჭკვიანი
673,geschickt::A,zîrek,მარჯვე
674,geschickt::A,zîrek,გაწაფული
675,geschickt::A,ziring,მარჯვე
676,geschickt::A,ziring,გაწაფული
677,lieb::A,delal,სატრფიალო
678,lustig::A,kêfxweş,მხიარული
679,sanft::A,nazenîn,ალერსიანი
680,sanft::A,nazenîn,გრძნობიერი
681,hungrig::A,birçî,მშიერი
682,krank::A,nexweş,სნეული
683,krank::A,nexweş,ავადმყოფი
684,nackt::A,rût,ტიტველი
685,nackt::A,tazî,ტიტველი
686,traurig::A,xemgîn,მწუხარე
687,traurig::A,xemgîn,სევდიანი
688,lebendig::A,bisaxî,ცოცხალი
689,gut::A,baş,კარგი
690,schlecht::A,xerab,უხეირო
691,richtig::A,rast,ნამდვილი
692,richtig::A,saxlem,ნამდვილი
693,schlimm::A,nebaş,ცუდი
694,wahr::A,rast,სწორი
695,wahr::A,rast,ჭეშმარიტი
696,alt::A,pîr,ძველი
697,alt::A,kevn,ძველი
698,neu::A,nû,ახალი
699,ehemalig::A,kevnar,ყოფილი
700,ehemalig::A,peşidar,ყოფილი
701,alt[Lebewesen]::A,pîr,ბებერი
702,jung::A,xort,ნორჩი
703,jung::A,xort,ახალგაზრდა
704,arm::A,feqîr,ღარიბი
705,arm::A,desteng,ღარიბი
706,reich::A,dewlemend,მდიდარი
707,bekannt::A,naskirî,ცნობილი
708,berühmt::A,navdar,გამოჩენილი
709,fremd::A,xerîb,უცხო
710,fremd::A,xerîb,გარეშე
711,verschieden::A,çîhê,სხვაგვარი
712,nah::A,nêzîk,ახლო
713,fern::A,dûr,შორი
714,fern::A,dûr,შორეული
715,linker::A,çepê,მარცხენა
716,rechter::A,rastê,მარჯვენა
717,anderer::A,yê din,სხვა
718,erster::A,yekemîn,პირველი
719,zweiter::A,duda,მეორე
720,dritter::A,sisêya,მესამე
721,letzter::A,paşîn,ბოლო
722,letzter::A,paşîn,უკანასკნელი
723,allein::ADV,tenê,მარტო
724,auf einmal::ADV,jar kê,ერთდროულად
725,zusammen::ADV,tev,ერთად
726,zusammen::ADV,bi hev re,ერთად
727,lange::ADV,dirêj,დიდხანს
728,plötzlich::ADV,ji nişkave,მოულოდნელად
729,sofort::ADV,yekser,ახლავე
730,später::ADV,paşiyê,მოგვიანებით
731,jetzt::ADV,nuha,ახლა
732,heute::ADV,îro,დღეს
733,morgen::ADV,sibeh,ხვალ
