,Concept_ID,sv,he
833,tauen::V,töa,נמס
834,schmelzen::V,smälta,התיך
835,trocknen::V,torka,התיבש
836,sieden::V,koka,רתח
837,sieden::V,sjuda,רתח
838,faulen::V,ruttna,רקב
839,verfaulen::V,ruttna,רקב
840,reißen::V,brista,נקרע
841,versinken::V,sjunka,טבע
842,vergehen::V,förgå,עבר
843,erscheinen::V,synas,נגלה
844,erscheinen::V,synas,הופיע
845,erscheinen::V,visa sig,נגלה
846,erscheinen::V,visa sig,הופיע
847,verschwinden::V,försvinna,נעלם
848,sinken::V,sjunka,ירד
849,abnehmen::V,avta,הפחית
850,abnehmen::V,minskas,הפחית
851,zunehmen::V,tilltaga,רבה
852,steigen::V,stiga,עלה
853,wachsen::V,växa,גדל
854,glänzen::V,glimma,נצץ
855,glänzen::V,glimma,בהק
856,funkeln::V,tindra,נצנץ
857,funkeln::V,gnistra,נצנץ
858,lärmen::V,bråka,רעש
859,lärmen::V,väsnas,רעש
860,läuten::V,ringa,צלצל
861,klingeln::V,ringa,צלצל
862,klirren::V,klirra,קרקש
863,brausen::V,brusa,געש
864,rauschen::V,susa,רשרש
865,klingen::V,låta,נשמע
866,klingen::V,klinga,נשמע
867,bellen::V,skälla,נבח
868,heulen::V,yla,ילל
869,heulen::V,tjuta,ילל
870,blasen::V,blåsa,נשף
871,pfeifen::V,vissla,שרק
872,schreien::V,skrika,צעק
873,stöhnen::V,stöna,נאנק
874,zittern::V,darra,רעד
875,zittern::V,skälva,רעד
876,leben::V,leva,חי
877,geboren werden::V,födas,נולד
878,atmen::V,andas,נשם
879,trinken::V,dricka,שתה
880,essen::V,äta,אכל
881,schlucken::V,svälja,בלע
882,müde werden::V,tröttna,התעיף
883,einschlafen::V,somna,נרדם
884,schlafen::V,sova,ישן
885,aufwachen::V,vakna,התעורר
886,aufstehen::V,stiga upp,קם
887,sich erholen::V,repa sig,נפש
888,sich erholen::V,hämta sig,נפש
889,krank werden::V,insjukna,חלה
890,krank sein::V,vara sjuk,היה חולה
891,schmerzen::V,smärta,כאב
892,schmerzen::V,göra ont,כאב
893,husten::V,hosta,השתעל
894,genesen::V,tillfriskna,הבריא
895,sterben::V,dö,מת
896,umkommen::V,omkomma,נספה
897,sich bewegen::V,röra sig,נע
898,sich rühren::V,röra på sig,זז
899,sich erheben::V,resa sig,קם
900,sich setzen::V,sätta sig,התישב
901,hinfallen::V,falla omkull,נפל
902,laufen::V,löpa,הלך ברגל
903,schreiten::V,skrida,פסע
904,spazierengehen::V,promenera,טיל
905,eilen::V,ila,אץ
906,eilen::V,ila,מהר
907,sich beeilen::V,skynda sig,מהר
908,sausen::V,susa,אץ
909,rennen::V,löpa,רץ
910,rennen::V,springa,רץ
911,springen::V,hoppa,קפץ
912,klettern::V,klättra,טפס
913,schaukeln::V,gunga,התנדנד
914,kriechen::V,kräla,זחל
915,schwimmen::V,simma,שחה
916,tauchen::V,dyka,צלל
917,rudern::V,ro,חתר
918,fahren::V,köra,נסע
919,fliegen::V,flyga,עף
920,gehen::V,gå,הלך
921,weggehen::V,gå bort,עזב
922,abfahren::V,resa,יצא
923,abfahren::V,avresa,יצא
924,anhalten::V,stanna,עצר
925,hineingehen::V,gå in,נכנס
926,eintreten::V,träda in,נכנס
927,kommen::V,komma,בא
928,ankommen::V,ankomma,הגיע
929,zurückkommen::V,återkomma,שב
930,zurückkommen::V,återkomma,חזר
931,bleiben::V,bli,נשאר
932,bleiben::V,förbli,נשאר
933,warten::V,vänta,חכה
934,warten::V,vänta,המתין
935,erwarten::V,vänta,צפה
936,suchen::V,leta,חפש
937,finden::V,finna,מצא
938,versuchen::V,försöka,נסה
939,vorbereiten::V,förbereda,הכין
940,lieben::V,älska,אהב
941,mögen::V,tycka om,אהב
942,lachen::V,skratta,צחק
943,rühren::V,röra,נגע ללב
944,weinen::V,gråta,בכה
945,schimpfen::V,skälla,גער
946,sich ärgern::V,förargas,זעם
947,sich ärgern::V,förargas,כעס
948,sich fürchten::V,vara rädd,פחד
949,sich fürchten::V,vara rädd,חשש
950,fürchten::V,frukta,פחד מ
951,fürchten::V,frukta,חשש מ
952,fliehen::V,fly,ברח
953,fliehen::V,rymma,ברח
954,flüchten::V,fly,נמלט
955,sehen::V,se,ראה
956,anschauen::V,se på,הביט
957,anschauen::V,betrakta,הביט
958,ansehen::V,åse,התבונן
959,hören::V,höra,שמע
960,zuhören::V,höra på,הקשיב
961,zuhören::V,lyssna till,הקשיב
962,probieren::V,smaka,נסה
963,probieren::V,smaka på,נסה
964,riechen::V,lukta,הריח
965,fühlen::V,känna,חש
966,scheinen::V,verka,נדמה
967,scheinen::V,tyckas,נדמה
968,zu sehen sein::V,synas,נראה
969,zu sehen sein::V,kunna ses,נראה
970,vernehmen::V,få veta,נודע ל
971,vernehmen::V,förnimma,נודע ל
972,frieren::V,frysa,קר ל
973,tun::V,göra,פעל
974,können::V,kunna,יכל
975,wollen::V,vilja,רצה
976,anfangen::V,börja,התחיל
977,beenden::V,avsluta,גמר
978,aufhören::V,sluta,סים
979,aufhören::V,upphöra,סים
980,gelingen::V,lyckas,הצליח
981,geraten::V,bli,עלה
982,öffnen::V,öppna,פתח
983,schließen::V,låsa,סגר
984,schließen::V,stänga,סגר
985,stellen::V,ställa,העמיד
986,setzen::V,sätta,הושיב
987,legen::V,lägga,שם
988,berühren::V,beröra,נגע
989,verbinden::V,förbinda,קשר
990,bedecken::V,täcka,כסה
991,bedecken::V,betäcka,כסה
992,aufhängen::V,hänga,תלה
993,aufhängen::V,hänga upp,תלה
994,anzünden::V,tända,הצית
995,anzünden::V,antända,הצית
996,anzünden::V,tända på,הצית
997,aufheben::V,lyfta,אסף
998,zurücklassen::V,lämna,השאיר
999,zurücklassen::V,efterlämna,השאיר
1000,verlieren::V,mista,אבד
1001,verlieren::V,förlora,אבד
1002,fallen lassen::V,tappa,שמט
1003,fallen lassen::V,tappa,הפיל
1004,fallen lassen::V,släppa,שמט
1005,fallen lassen::V,släppa,הפיל
1006,machen::V,göra,עשה
1007,herstellen::V,tillverka,יצר
1008,herstellen::V,framställa,יצר
1009,bauen::V,bygga,בנה
1010,reparieren::V,reparera,תקן
1011,verbessern::V,rätta,שפר
1012,verbessern::V,förbättra,שפר
1013,ändern::V,ändra,שנה
1014,ändern::V,förändra,שנה
1015,graben::V,gräva,חפר
1016,beugen::V,böja,כפף
1017,biegen::V,böja,כופף
1018,biegen::V,kröka,כופף
1019,drehen::V,vrida,סובב
1020,wenden::V,vända,הפך
1021,umdrehen::V,vrida om,סובב
1022,heben::V,häva,הרים
1023,hochheben::V,lyfta,הרים
1024,ergreifen::V,gripa,אחז
1025,halten::V,hålla,החזיק
1026,drücken::V,trycka,לחץ
1027,schieben::V,skjuta,הזיז
1028,kratzen::V,riva,שרט
1029,kratzen::V,riva,שפשף
1030,kratzen::V,skrapa,שרט
1031,kratzen::V,skrapa,שפשף
1032,lecken::V,slicka,לקק
1033,beißen::V,bita,נשך
1034,abreißen::V,slita_av,קרע
1035,abreißen::V,riva_av,קרע
1036,abschneiden::V,skära av,חתך
1037,binden::V,binda,קשר
1038,stecken::V,sticka,תקע
1039,brechen::V,bryta,שבר
1040,brechen::V,brista,שבר
1041,klopfen::V,banka,נקש
1042,klopfen::V,klappa,נקש
1043,hauen::V,hugga,הכה
1044,kleben::V,klistra,הדביק
1045,reiben::V,gnida,שפשף
1046,streichen::V,smörja,מרח
1047,schleifen::V,slipa,השחיז
1048,schneiden::V,skära,גזר
1049,schneiden::V,klippa,גזר
1050,rütteln::V,skaka,נענע
1051,schütteln::V,rista,נער
1052,schwenken::V,svänga,נופף
1053,schwenken::V,svänga,טלטל
1054,schütten::V,hälla,שפך
1055,füllen::V,fylla,מלא
1056,einwickeln::V,slå in,עטף
1057,einwickeln::V,veckla in,עטף
1058,tragen::V,bära,נשא
1059,schleppen::V,släpa,סחב
1060,ziehen::V,dra,משך
1061,aufbewahren::V,förvara,שמר
1062,aufbewahren::V,ta vara på,שמר
1063,werfen::V,kasta,זרק
1064,fangen::V,fånga,תפס
1065,packen::V,gripa,אחז
1066,packen::V,gripa tag,אחז
1067,verstecken::V,gömma,החביא
1068,teilen::V,dela,חלק
1069,schicken::V,skicka,שלח
1070,bringen::V,bringa,הביא
1071,hinzufügen::V,tillägga,הוסיף
1072,bekommen::V,få,תפס
1073,bekommen::V,erhålla,תפס
1074,erhalten::V,få,קבל
1075,erhalten::V,erhålla,קבל
1076,nehmen::V,ta,אחז
1077,nehmen::V,taga,אחז
1078,wählen::V,välja,בחר
1079,auswählen::V,utvälja,בחר ב
1080,bewahren::V,bevara,קים
1081,behindern::V,hindra,מנע
1082,behindern::V,förhindra,מנע
1083,verderben::V,förstöra,מנע
1084,beschädigen::V,skada,הזיק
1085,zerbrechen::V,bryta isär,נשבר
1086,zerbrechen::V,bryta sönder,נשבר
1087,zerreißen::V,riva sönder,קרע
1088,zerreißen::V,slita sönder,קרע
1089,zerstören::V,förstöra,הרס
1090,zerstören::V,förstöra,השמיד
1091,verbrennen::V,bränna,שרף
1092,verbrennen::V,bränna upp,שרף
1093,geben::V,ge,נתן
1094,reichen::V,räcka,העביר
1095,schenken::V,skänka,נתן במתנה
1096,versprechen::V,lova,הבטיח
1097,wünschen::V,önska,אחל
1098,loben::V,lova,שבח
1099,loben::V,beröma,שבח
1100,küssen::V,pussa,נשק
1101,wiegen::V,vagga,נדנד
1102,zudecken::V,täcka,כסה
1103,wecken::V,väcka,עורר
1104,zeigen::V,visa,הראה
1105,führen::V,föra,הביא
1106,führen::V,föra,הוביל
1107,lehren::V,lära,למד
1108,unterrichten::V,undervisa,למד
1109,aufziehen::V,uppfostra,רומם
1110,leiten::V,leda,נהל
1111,antreiben::V,driva på,המרץ
1112,lassen::V,få att,נתן
1113,einladen::V,bjuda,הזמין
1114,einladen::V,inbjuda,הזמין
1115,vereinigen::V,förena,אחד
1116,vereinigen::V,förena,לכד
1117,besuchen::V,besöka,בקר
1118,treffen::V,möta,פגש
1119,treffen::V,träffa,פגש
1120,sich versammeln::V,församla sig,התאסף
1121,spielen::V,leka,שחק
1122,spielen::V,spela,שחק
1123,singen::V,sjunga,שר
1124,tanzen::V,dansa,רקד
1125,sich trennen::V,skiljas,נפרד
1126,verlassen::V,lämna,עזב
1127,verlassen::V,överge,עזב
1128,retten::V,rädda,הציל
1129,bewachen::V,bevaka,שמר
1130,schützen::V,skydda,אבטח
1131,schützen::V,beskydda,אבטח
1132,verteidigen::V,försvara,הגן
1133,sich schlagen::V,slåss,התכתש
1134,schießen::V,skjuta,ירה
1135,siegen::V,segra,גבר
1136,siegen::V,segra,נצח
1137,ärgern::V,förarga,עצבן
1138,schlagen::V,slå,הכה
1139,schlagen::V,slå,הלקה
1140,treten::V,sparka,בעט
1141,stechen::V,sticka,דקר
1142,stoßen::V,stöta,דחק
1143,stehlen::V,stjäla,גנב
1144,stören::V,störa,קטע
1145,stören::V,störa,הפריע
1146,belästigen::V,genera,הציק
1147,belästigen::V,genera,הטריד
1148,belästigen::V,besvära,הציק
1149,belästigen::V,besvära,הטריד
1150,verbergen::V,dölja,הצניע
1151,täuschen::V,vilseleda,שגע
1152,betrügen::V,bedra,הונה
1153,töten::V,döda,הרג
1154,wohnen::V,bo,גר
1155,arbeiten::V,arbeta,עבד
1156,sammeln::V,samla,אסף
1157,pflücken::V,plocka,קטף
1158,jagen::V,jaga,צד
1159,fischen::V,fiska,דג
1160,fassen::V,fånga,תפס
1161,hüten::V,vakta,רעה
1162,treiben::V,driva,הוציא
1163,anbinden::V,binda fast,קשר
1164,füttern::V,fodra,הלעיט
1165,melken::V,mjölka,חלב
1166,hacken::V,hacka,קצץ
1167,gießen::V,hälla,השקה
1168,gießen::V,vattna,השקה
1169,reifen::V,mogna,בשל
1170,zubereiten::V,tillaga,הכין
1171,zubereiten::V,tillreda,הכין
1172,kochen::V,koka,בשל
1173,backen::V,baka,אפה
1174,braten::V,steka,צלה
1175,braten::V,steka,טגן
1176,umrühren::V,röra om,ערבב
1177,stricken::V,sticka,סרג
1178,nähen::V,sy,תפר
1179,färben::V,färga,צבע
1180,reinigen::V,rensa,נקה
1181,reinigen::V,rengöra,נקה
1182,waschen::V,tvätta,רחץ
1183,waschen::V,tvätta,כבס
1184,abwischen::V,torka av,נגב
1185,spülen::V,spola,שטף
1186,spülen::V,skölja,שטף
1187,fegen::V,feja,טאטא
1188,kehren::V,sopa,טאטא
1189,baden::V,bada,טבל
1190,baden::V,bada,שחה
1191,sich waschen::V,tvätta sig,התרחץ
1192,ausziehen::V,ta av,הוריד
1193,anziehen::V,ta på,לבש
1194,sich anziehen::V,klä på sig,התלבש
1195,kämmen::V,kamma,סרק
1196,schmücken::V,pynta,קשט
1197,schmücken::V,smycka,קשט
1198,sagen::V,säga,אמר
1199,sprechen::V,tala,דבר
1200,reden::V,tala,דבר
1201,reden::V,prata,דבר
1202,sich unterhalten::V,prata,שוחח
1203,fragen::V,fråga,שאל
1204,fragen::V,spörja,שאל
1205,bitten::V,be,בקש
1206,erzählen::V,berätta,ספר
1207,mitteilen::V,meddela,מסר
1208,mitteilen::V,meddela,הודיע
1209,nennen::V,kalla,קרא בשם
1210,rufen::V,ropa,גיס
1211,rufen::V,ropa,הזמין לבוא
1212,prahlen::V,pråla,התרברב
1213,prahlen::V,skryta,התרברב
1214,übersetzen::V,tolka,תרגם
1215,übersetzen::V,översätta,תרגם
1216,denken::V,tänka,חשב
1217,glauben::V,tro,האמין
1218,bemerken::V,uppmärksamma,הבחין
1219,bemerken::V,lägga märke till,הבחין
1220,erkennen::V,känna igen,זהה
1221,begreifen::V,begripa,קלט
1222,begreifen::V,begripa,הבין
1223,verstehen::V,förstå,הבין
1224,lernen::V,lära sig,למד
1225,wissen::V,veta,ידע
1226,sich erinnern an::V,minnas,זכר
1227,sich erinnern an::V,komma ihåg,זכר
1228,vergessen::V,glömma,שכח
1229,messen::V,mäta,מדד
1230,zählen::V,räkna,ספר
1231,rechnen::V,räkna,חשב
1232,lesen::V,läsa,קרא
1233,malen::V,måla,ציר
1234,zeichnen::V,teckna,שרטט
1235,schreiben::V,skriva,כתב
1236,besitzen::V,äga,היה בעל של
1237,besitzen::V,besitta,היה בעל של
1238,kaufen::V,köpa,קנה
1239,kaufen::V,köpa,רכש
1240,verkaufen::V,sälja,מכר
1241,bezahlen::V,betala,שלם
1242,zahlen::V,betala,שלם
1243,beherrschen::V,behärska,שלט
1244,ertragen::V,tåla,סבל
1245,ertragen::V,uthärda,סבל
