,Concept_ID,zh,ps
816,wehen::V,飘扬,چلېدل
817,strömen::V,流,بهېدل
818,fließen::V,流动,بهېدل
819,fließen::V,流动,تویېدل
820,sich drehen::V,转动,ګرځېدل
821,sich drehen::V,转动,چورلېدل
822,schwanken::V,摇摆,زنګېدل
823,schwingen::V,摇,زنګېدل
824,fallen::V,坠落,ولېدل
825,brennen::V,燃烧,سوځېدل
826,rauchen::V,冒烟,لوګی کول
827,regnen::V,下雨,باران اورېدل
828,gefrieren::V,结冰,کنګل نيول
829,tauen::V,融化,وېلې کېدل
830,schmelzen::V,溶化,وېلې کېدل
831,trocknen::V,变干,وچېدل
832,sieden::V,煮,اېشېدل
833,faulen::V,腐烂,خرابېدل
834,verfaulen::V,腐烂,ورستېدل
835,reißen::V,撕,شلېدل
836,versinken::V,下沉,ډوېېدل
837,vergehen::V,流逝,تېرېدل
838,erscheinen::V,出现,ښکارېدل
839,verschwinden::V,消失,ورکېدل
840,sinken::V,下降,ښکته کېدل
841,abnehmen::V,减少,کمېدل
842,zunehmen::V,增加,زیاتېدل
843,steigen::V,上升,جګېدل
844,steigen::V,上升,پورته کېدل
845,wachsen::V,生长,وده کول
846,glänzen::V,发光,ځلېدل
847,funkeln::V,闪烁,پړکېدل
848,lärmen::V,吵闹,غال و غول کول
849,läuten::V,响,زنګ وهل
850,klingeln::V,按铃,زنګ وهل
851,brausen::V,疾驶,تلاطم کول
852,klingen::V,听起来,آواز کول
853,bellen::V,吠,غپېدل
854,heulen::V,嗥,انګلل
855,blasen::V,吹,پو کول
856,pfeifen::V,吹口哨,شپېلک وهل
857,schreien::V,叫喊,ناره کول
858,stöhnen::V,呻吟,زګېروی کول
859,zittern::V,颤抖,لړزېدل
860,leben::V,生存,ژوند کول
861,geboren werden::V,出生,زېږېدل
862,atmen::V,呼吸,ساه کښل
863,atmen::V,呼吸,تنفس کول
864,trinken::V,喝,څښل
865,essen::V,吃,خوړل
866,schlucken::V,咽,غړپول
867,müde werden::V,疲倦,ستړی کېدل
868,einschlafen::V,入睡,ویده کېدل
869,schlafen::V,睡觉,خوب کول
870,aufwachen::V,睡醒,ویښېدل
871,aufstehen::V,起床,پاڅېدل
872,sich erholen::V,休养,استراحت کول
873,krank werden::V,生病,رنځورېدل
874,krank sein::V,生病,ناجوړېدل
875,schmerzen::V,疼痛,خوږېدل
876,schmerzen::V,疼痛,درد کول
877,husten::V,咳,ټوخېدل
878,genesen::V,痊愈,رغېدل
879,sterben::V,死,مړل
880,umkommen::V,丧命,تلفېدل
881,sich bewegen::V,移动,چلېدل
882,sich bewegen::V,移动,حرکت کول
883,sich rühren::V,动弹,ښورېدل
884,sich erheben::V,站起,درېدل
885,sich setzen::V,坐,کښېنستل
886,hinfallen::V,跌倒,لوېدل
887,laufen::V,步行,منډې وهل
888,schreiten::V,迈步,قدم ایښودل
889,spazierengehen::V,散步,چکر وهل
890,eilen::V,急忙,بېړه کول
891,sich beeilen::V,赶快,عجله کول
892,sausen::V,疾驰,ځغستل
893,rennen::V,奔跑,زغلېدل
894,springen::V,跳,ټوپ وهل
895,klettern::V,攀缘,ختل
896,schaukeln::V,荡秋千,زنګېدل
897,kriechen::V,爬行,خاپوړی وهل
898,schwimmen::V,游泳,لامبو وهل
899,tauchen::V,潜水,غوټه وهل
900,rudern::V,划船,پارو وهل
901,fahren::V,行驶,تلل
902,fliegen::V,飞,الوتل
903,gehen::V,走,تلل
904,weggehen::V,离去,بهر وتل
905,abfahren::V,出发,تلل
906,anhalten::V,停住,ودرېدل
907,hineingehen::V,进去,داخلېدل
908,eintreten::V,进入,ننوتل
909,kommen::V,来,راتلل
910,ankommen::V,到达,رسېدل
911,zurückkommen::V,回来,بېرته راتلل
912,bleiben::V,停留,پاتې کېدل
913,warten::V,等,انتظار وېستل
914,erwarten::V,等候,انتظار کول
915,suchen::V,找,لټول
916,finden::V,找到,میندل
917,finden::V,找到,پیدا کول
918,versuchen::V,尝试,هڅه کول
919,vorbereiten::V,预备,چمتوکول
920,lieben::V,爱,مینه لرل
921,mögen::V,喜欢,خوښول
922,mögen::V,喜欢,علاقه لرل
923,lachen::V,笑,خندېدل
924,weinen::V,哭,ژړل
925,schimpfen::V,骂,ښکنځا کول
926,sich ärgern::V,生气,قهر راتلل
927,sich fürchten::V,害怕,ډارېدل
928,fürchten::V,害怕,ډارېدل
929,fliehen::V,逃走,تښتېدل
930,flüchten::V,逃跑,تښتېدل
931,sehen::V,看,لیدل
932,anschauen::V,注视,کتل
933,ansehen::V,注视,ننداره کول
934,hören::V,听,اورېدل
935,zuhören::V,倾听,غوږ نیول
936,probieren::V,尝,څکه کول
937,probieren::V,尝,چاشنی کول
938,riechen::V,闻,بويول
939,fühlen::V,感到,حسول
940,scheinen::V,照耀,ښکارېدل
941,zu sehen sein::V,可以看到,ښکارېدل
942,vernehmen::V,审讯,خبرېدل
943,frieren::V,觉得冷,ساړه کېتل
944,tun::V,作,کول
945,können::V,能,کولای شول
946,können::V,能,د لاسه کېدل
947,wollen::V,要,غوښتل
948,anfangen::V,开始,شروع کول
949,beenden::V,结束,ختمول
950,beenden::V,结束,پای ته رسول
951,aufhören::V,停止,بس کول
952,gelingen::V,成功,موفق کېدل
953,gelingen::V,成功,بریالی کېدل
954,geraten::V,陷于,کېدل
955,öffnen::V,打开,خلاصول
956,öffnen::V,打开,پرانیستل
957,schließen::V,关,تړل
958,stellen::V,放,ایښودل
959,setzen::V,放,کښېنول
960,legen::V,摆,ایښودل
961,berühren::V,触,لاس وهل
962,verbinden::V,联结,تړل
963,bedecken::V,覆盖,پوښول
964,aufhängen::V,挂,ځوړندول
965,anzünden::V,点,بلول
966,aufheben::V,拾起,پورته کول
967,zurücklassen::V,遗留,پرېښودل
968,verlieren::V,丧失,ورکول
969,fallen lassen::V,让掉下,له لاسه لوېدل
970,machen::V,做,کول
971,herstellen::V,生产,جوړول
972,herstellen::V,生产,توليدول
973,bauen::V,建造,جوړول
974,reparieren::V,修理,ترمیمول
975,verbessern::V,改进,اصلاح کول
976,ändern::V,改变,تغیر ورکول
977,graben::V,挖,کيندل
978,beugen::V,弯下,ټیټول
979,biegen::V,弯,کږول
980,drehen::V,转动,ګرځول
981,wenden::V,转动,اړول
982,umdrehen::V,转动,اړول
983,heben::V,举起,جګول
984,heben::V,举起,پورته کول
985,hochheben::V,抬高,جګول
986,ergreifen::V,抓住,نیول
987,halten::V,拿着,نیول
988,drücken::V,压,کښېکښل
989,schieben::V,推,پوری وهل
990,kratzen::V,搔,ګرول
991,lecken::V,舔,څټل
992,beißen::V,咬,چیچل
993,abreißen::V,撕下,شکول
994,abschneiden::V,切断,پرېکول
995,binden::V,捆,تړل
996,stecken::V,插,ټومبل
997,brechen::V,断裂,ماتول
998,klopfen::V,敲,ټکول
999,hauen::V,揍,ټکول
1000,kleben::V,粘,نښلول
1001,kleben::V,粘,سرېښول
1002,reiben::V,摩擦,مږل
1003,streichen::V,涂,مښل
1004,schleifen::V,拖曳,تېره کول
1005,schneiden::V,切,غوڅول
1006,schneiden::V,切,پرېکول
1007,rütteln::V,颠簸,خوڅول
1008,schütteln::V,摇动,ښورول
1009,schwenken::V,摇动,خوڅول
1010,schütten::V,倒,اچول
1011,schütten::V,倒,تویول
1012,füllen::V,填满,ډکول
1013,einwickeln::V,包,پېچل
1014,einwickeln::V,包,نغښتل
1015,tragen::V,提,وړل
1016,schleppen::V,扛,وړل
1017,ziehen::V,拉,کښل
1018,aufbewahren::V,保存,ساتل
1019,werfen::V,扔,اچول
1020,werfen::V,扔,غورځول
1021,fangen::V,捕捉,نیول
1022,fangen::V,捕捉,ګیرول
1023,packen::V,抓住,نیول
1024,verstecken::V,藏,پټول
1025,teilen::V,分,وېشل
1026,teilen::V,分,تقسیمول
1027,schicken::V,派遣,لېږل
1028,schicken::V,派遣,استول
1029,bringen::V,带来,راوړل
1030,hinzufügen::V,添加,زیاتول
1031,bekommen::V,得到,حاصلول
1032,erhalten::V,接到,اخیستل
1033,nehmen::V,拿,نیول
1034,nehmen::V,拿,اخيستل
1035,wählen::V,挑选,خوښول
1036,auswählen::V,选择,چنده کول
1037,bewahren::V,保持,ساتل
1038,behindern::V,防碍,مانع کېدل
1039,behindern::V,防碍,ممانعت کول
1040,verderben::V,败坏,خرابېدل
1041,beschädigen::V,损坏,ورانول
1042,zerbrechen::V,破碎,ماتول
1043,zerreißen::V,撕碎,څیرې کول
1044,zerstören::V,毁坏,ړنګول
1045,zerstören::V,毁坏,ورانول
1046,verbrennen::V,燃烧,سوځول
1047,geben::V,给,ورکول
1048,reichen::V,递给,ورکول
1049,schenken::V,赠送,بښل
1050,versprechen::V,许诺,لوز کول
1051,wünschen::V,祝,غوښتل
1052,loben::V,表扬,ستایل
1053,loben::V,表扬,تمجید کول
1054,küssen::V,亲,ښکلول
1055,wiegen::V,轻摇,زنګول
1056,zudecken::V,盖上,پوښول
1057,wecken::V,唤起,ويښول
1058,zeigen::V,指,ښودل
1059,führen::V,带领,بیول
1060,lehren::V,教,درس ورکول
1061,lehren::V,教,تعلیم ورکول
1062,unterrichten::V,讲课,درس ورکول
1063,aufziehen::V,抚养,روزل
1064,leiten::V,领导,رهبری کول
1065,leiten::V,领导,لارښوونه کول
1066,antreiben::V,催促,چټک کول
1067,lassen::V,让,اړکول
1068,einladen::V,邀请,بلل
1069,vereinigen::V,统一,متحد کول
1070,vereinigen::V,统一,یوځای کول
1071,besuchen::V,参观,کتنه کول
1072,treffen::V,会面,ليدل
1073,treffen::V,会面,تلقی کول
1074,sich versammeln::V,聚集,راغونډېدل
1075,spielen::V,玩,لوبه کول
1076,singen::V,唱歌,سندرې وېل
1077,tanzen::V,跳舞,ګډېدل
1078,sich trennen::V,分别,بېلېدل
1079,verlassen::V,离开,ترک کول
1080,retten::V,救,نجات ورکول
1081,bewachen::V,守卫,ساتل
1082,bewachen::V,守卫,حفاظت کول
1083,schützen::V,保护,ژغورل
1084,verteidigen::V,保卫,دفاع کول
1085,sich schlagen::V,打架,جنګېدل
1086,schießen::V,射击,ویشتل
1087,siegen::V,获胜,غالبېدل
1088,ärgern::V,激怒,خپه کول
1089,schlagen::V,打,وهل
1090,treten::V,踢,په لغته وهل
1091,stechen::V,刺,ټومبل
1092,stoßen::V,撞,ټېل وهل
1093,stoßen::V,撞,پوری وهل
1094,stehlen::V,盗窃,تښتول
1095,stehlen::V,盗窃,غلا کول
1096,stören::V,干扰,ماتول
1097,belästigen::V,打搅,ځورول
1098,belästigen::V,打搅,تکلیف ورکول
1099,verbergen::V,隐藏,پټول
1100,täuschen::V,欺骗,تېرایستل
1101,täuschen::V,欺骗,خطا ایستل
1102,betrügen::V,欺骗,غولول
1103,töten::V,杀,وژل
1104,töten::V,杀,مړ کول
1105,wohnen::V,居住,اوسېدل
1106,arbeiten::V,工作,کار کول
1107,sammeln::V,收集,راټولول
1108,sammeln::V,收集,راغونډول
1109,pflücken::V,采,شکول
1110,jagen::V,打猎,ښکار کول
1111,fischen::V,捕鱼,کب نيول
1112,fassen::V,捉住,نیول
1113,fassen::V,捉住,ګیرول
1114,hüten::V,守护,پوول
1115,treiben::V,漂,بیول
1116,anbinden::V,拴,تړل
1117,füttern::V,喂,خوراک ورکول
1118,melken::V,挤奶,لوشل
1119,hacken::V,剁细,پی کول
1120,gießen::V,浇,اوبه کول
1121,reifen::V,成熟,رسېدل
1122,kochen::V,煮,پخول
1123,backen::V,烤,پخول
1124,braten::V,煎,وريتول
1125,umrühren::V,搅拌,لړل
1126,stricken::V,织,اوبدل
1127,nähen::V,缝,ګنډل
1128,färben::V,染色,رنګول
1129,reinigen::V,清洁,صافول
1130,waschen::V,洗,مینځل
1131,abwischen::V,擦掉,وچول
1132,spülen::V,清洗,کنګالول
1133,fegen::V,扫,جارو کول
1134,kehren::V,打扫,جارو کول
1135,baden::V,给...洗澡,لمبېدل
1136,sich waschen::V,洗澡,ځان مينځل
1137,ausziehen::V,脱,کښل
1138,ausziehen::V,脱,ایستل
1139,anziehen::V,穿,اغوستل
1140,sich anziehen::V,穿衣,کالی اغوستل
1141,kämmen::V,梳,ګمنځول
1142,schmücken::V,装饰,ښکلی کول
1143,sagen::V,说,وېل
1144,sprechen::V,说,وېل
1145,sprechen::V,说,غږېدل
1146,reden::V,讲,ګړېدل
1147,reden::V,讲,خبرې کول
1148,sich unterhalten::V,聊天,خبری کول
1149,fragen::V,问,پوښتنه کول
1150,bitten::V,请,غوښتل
1151,erzählen::V,叙述,کيسه کول
1152,erzählen::V,叙述,حکايت کول
1153,mitteilen::V,通知,خبرول
1154,mitteilen::V,通知,خبر ورکول
1155,nennen::V,叫做,نوم ايښودل
1156,rufen::V,叫,بلل
1157,prahlen::V,吹牛,لاپې وهل
1158,übersetzen::V,翻译,ژباړل
1159,übersetzen::V,翻译,ترجمه کول
1160,denken::V,想,فکر کول
1161,glauben::V,以为,باور کول
1162,bemerken::V,发觉,لیدل
1163,erkennen::V,识别,پېژندل
1164,begreifen::V,理解,رسېدل
1165,begreifen::V,理解,پوهېدل
1166,verstehen::V,明白,پوهېدل
1167,lernen::V,学,زده کول
1168,lernen::V,学,درس لوستل
1169,wissen::V,知道,پوهېدل
1170,sich erinnern an::V,回忆,یادول
1171,sich erinnern an::V,回忆,په یاد راوړل
1172,vergessen::V,忘记,هېرول
1173,messen::V,测量,اندازه کول
1174,zählen::V,数,شمارل
1175,rechnen::V,计算,حسابول
1176,lesen::V,读,لوستل
1177,malen::V,画,رسمول
1178,zeichnen::V,绘制,رسمول
1179,schreiben::V,写,لیکل
1180,besitzen::V,占有,لرل
1181,kaufen::V,买,رانیول
1182,verkaufen::V,卖,خرڅول
1183,bezahlen::V,付钱,تأدیه کول
1184,zahlen::V,支付,کسات اخيستل
1185,beherrschen::V,统治,تسلط لرل
1186,ertragen::V,忍耐,زغمل
1187,vergebens::ADV,,عبث
1188,klirren::V,,کړنګېدل
1189,rauschen::V,,شڼهار کول
1190,rühren::V,,اغېزه کول
1191,zubereiten::V,,تیارول
