,Concept_ID,ku,ce
790,verschwinden::V,wendabûn,къайладала
791,sinken::V,noq bûn,лахдала
792,abnehmen::V,kêm bûn,
793,zunehmen::V,qelew bûn,лакхадала
794,steigen::V,hildan,хьаладала
795,wachsen::V,mezin bûn,кхиа
796,glänzen::V,biriqîn,лепа
797,funkeln::V,çikisîn,къега
798,lärmen::V,guşîn,гӏовгӏаян
799,läuten::V,lê de,детта
800,klingeln::V,sîl dan,дека
801,klingeln::V,ringerin,дека
802,klirren::V,zingzing hat,дека
803,brausen::V,guşîn,хьаьдда даха
804,rauschen::V,guşîn,леста
805,klingen::V,deng pe ketin,дека
806,bellen::V,kewtîn,лета
807,heulen::V,ûrîn,угӏа
808,blasen::V,puf kirin,хӏуп баха
809,pfeifen::V,fîkandin,шок етта
810,schreien::V,qîrîn,мохь бетта
811,stöhnen::V,nalîn,узарш дан
812,zittern::V,hejîn,дега
813,leben::V,jihîn,даха
814,geboren werden::V,hatin dinyê,хила
815,geboren werden::V,bûn,хила
816,atmen::V,hilmijîn,садеӏа
817,trinken::V,vexwarin,мала
818,essen::V,xwarin,кхалла
819,schlucken::V,daqulbandin,къурдбан
820,müde werden::V,betilîln,кӏаддала
821,müde werden::V,qerimîn,кӏаддала
822,einschlafen::V,razan,наб кхета
823,schlafen::V,razan,вижа
824,schlafen::V,razan,наб ян
825,schlafen::V,razan,дижина хила
826,schlafen::V,razandin,вижа
827,schlafen::V,razandin,наб ян
828,schlafen::V,razandin,дижина хила
829,aufwachen::V,şiyarbûn,самадала
830,aufstehen::V,rabûn,гӏатта
831,sich erholen::V,baş bûn,садаӏа
832,krank werden::V,nexweş kêt,цомгуш хила
833,krank sein::V,nexweş bû,цомгуш хила
834,schmerzen::V,êşandin,лаза
835,schmerzen::V,êşandin,ӏийжа
836,husten::V,kuxin,йовхарш етта
837,genesen::V,baş bûn,тадала
838,sterben::V,mirin,дала
839,umkommen::V,mirin,хӏаллакхила
840,sich bewegen::V,leqîn,лела
841,sich rühren::V,leqîn,меттахъхьен
842,sich erheben::V,rabûn,хьалагlатта
843,sich setzen::V,runiştin,хаа
844,hinfallen::V,kêtin,дожа
845,hinfallen::V,kêtin,охьакхета
846,laufen::V,meşîn,вада
847,laufen::V,meşîn,хьада
848,schreiten::V,meşkirin,болар дан
849,schreiten::V,meşkirin,ког баккха
850,spazierengehen::V,gerandin,доладала
851,eilen::V,lezandin,сихдала
852,sich beeilen::V,zûkirin,сихдала
853,sausen::V,fîzîn,
854,rennen::V,baz dan,дада
855,springen::V,hilpekîn,ирхкхийсадала
856,klettern::V,hilperikîn,тӏедийла
857,schaukeln::V,lorandin,техко
858,kriechen::V,xuşandin,такха
859,schwimmen::V,avjenîn,некадан
860,tauchen::V,qutxuyardin,чулелха
861,tauchen::V,noqîn,чулелха
862,rudern::V,qaîq ajotin,дига лело
863,rudern::V,qaîq ajotin,кема лело
864,fahren::V,ajotin,хахка
865,fliegen::V,firîn,тӏемадала
866,gehen::V,çûn,лeла
867,weggehen::V,çûn,дӏадаха
868,abfahren::V,çûyin,дӏадаха
869,anhalten::V,rawestîn,саца
870,hineingehen::V,ketin hundir,чудала
871,eintreten::V,têketin,чудала
872,kommen::V,hatin,кхача
873,kommen::V,hatin,дӏакхача
874,kommen::V,hatin,схьакхача
875,ankommen::V,gihan,кхача
876,ankommen::V,gihan,схьакхача
877,ankommen::V,gihîştin,кхача
878,ankommen::V,gihîştin,схьакхача
879,zurückkommen::V,vegerandin,юхада
880,bleiben::V,sekinîn,диса
881,warten::V,payîn,хьежа
882,warten::V,payîn,cобар дан
883,erwarten::V,payîn,хьоьжуш ӏан
884,suchen::V,lêgerîn,леха
885,finden::V,peyda kirin,каро
886,versuchen::V,çeribandin,дан хьажа
887,vorbereiten::V,amade kirin,кечъян
888,lieben::V,hez kirin,деза
889,mögen::V,dil kirin,безамхила
890,lachen::V,kenîn,дела
891,rühren::V,hêjan,хьедан
892,weinen::V,girîn,делха
893,schimpfen::V,pevçûn,чехо
894,sich ärgern::V,enirîn,оьгӏазъэха
895,sich fürchten::V,tirsîn,кхера
896,fürchten::V,tirsin,кхера
897,fliehen::V,bazdan,дӏадада
898,flüchten::V,revîn,дӏадада
899,sehen::V,dîtin,ган
900,anschauen::V,sêr kirin,хьажа
901,anschauen::V,sêr kirin,хьежа
902,ansehen::V,hesibandin,хьовса
903,hören::V,guhdar jirin,хаза
904,zuhören::V,guhdarî kirin,ладогӏа
905,probieren::V,tehm kirin,хьажа
906,riechen::V,bihn kirin,хьожа яха
907,fühlen::V,hîs kirin,хаадала
908,scheinen::V,xoyer kir,мотта
909,zu sehen sein::V,diyar bûn,гуш хила
910,vernehmen::V,bihîstin,бартхатта
911,frieren::V,qerişîn,гӏоро
912,tun::V,kirin,дан
913,können::V,karin,дадала
914,wollen::V,xwestîn,тӏергӏа
915,anfangen::V,dest pêkirin,доло
916,beenden::V,xelas kirin,довла
917,aufhören::V,xelas kirin,саца
918,gelingen::V,çe bûn,кадала
919,geraten::V,qewîmîn,хила
920,öffnen::V,vekirin,дӏаделла
921,öffnen::V,vekirin,схьаделла
922,schließen::V,girtin,къовла
923,schließen::V,girtin,дӏачӏагӏа
924,stellen::V,danîn,хlотто
925,setzen::V,rûniştin,дийгӏа
926,legen::V,danîn,охьадилла
927,legen::V,razandin,охьадилла
928,berühren::V,lêketin,хьедан
929,verbinden::V,anîn pê,вовшахтаса
930,bedecken::V,sergirtin,тилла
931,bedecken::V,sergirtin,тӏетаса
932,aufhängen::V,aliqandin,хьалаолла
933,anzünden::V,pêxistin,лато
934,aufheben::V,hildan,айа
935,zurücklassen::V,hiştin,дита
936,zurücklassen::V,vehiştin,дита
937,verlieren::V,wendakirin,дайа
938,fallen lassen::V,xistin bixe,охьадожо
939,fallen lassen::V,xistin,охьадожо
940,machen::V,kirin,дан
941,machen::V,çêkirin,дан
942,herstellen::V,çê kirin,дан
943,herstellen::V,peyda kirin,дан
944,bauen::V,lêkirin,гӏишлоян
945,reparieren::V,veherînerîn,тадан
946,verbessern::V,sererastkirin,нисдан
947,ändern::V,degiş kirin,хийца
948,graben::V,kolandin,ахка
949,beugen::V,tewîn,сатто
950,beugen::V,xwar kirin,сатто
951,biegen::V,tewandin,сатто
952,biegen::V,xwarkirin,сатто
953,drehen::V,fitilandin,хьовзо
954,wenden::V,zivîrin,
955,umdrehen::V,vegerandin,хьовзo
956,heben::V,hildan,айа
957,heben::V,hildan,хьалаайа
958,hochheben::V,hildan,хьалаайа
959,ergreifen::V,dest avêtin,дӏалаца
960,halten::V,hîştin,латто
961,halten::V,sekinîn,латто
962,drücken::V,pêl kirin,тӏетаӏо
963,schieben::V,damdan,татта
964,kratzen::V,xurandin,мӏараш тийса
965,lecken::V,alastin,мотт хьекха
966,beißen::V,gez kirin,катoха
967,abreißen::V,hilşandin,схьадаккха
968,abschneiden::V,jêkirin,кхада
969,binden::V,girêdan,дӏадехка
970,binden::V,girêdan,вовшахтаса
971,stecken::V,têxistin,чудахийта
972,brechen::V,şikandin,кагдан
973,klopfen::V,kutandin,детта
974,hauen::V,li dan,етта
975,kleben::V,zeliqîn,тӏелато
976,kleben::V,şirêz kirin,тӏелато
977,reiben::V,firikandin,хьекхо
978,streichen::V,bax dan,тlехьакха
979,schleifen::V,çarkirin,ирдан
980,schneiden::V,jêkirin,ларга
981,rütteln::V,hejandin,лесто
982,schütteln::V,daweşîn,лесто
983,schwenken::V,têwdan,лесто
984,schütten::V,rijandin,дотта
985,füllen::V,dagirtin,дуза
986,einwickeln::V,pêçandin,хьарчо
987,tragen::V,kişandin,дахьа
988,tragen::V,rajtin,дахьа
989,schleppen::V,kişandin,ийзо
990,ziehen::V,kişandin,озо
991,aufbewahren::V,hilandin,ӏалашдан
992,werfen::V,avêtin,кхосса
993,fangen::V,sem kirin,леца
994,fangen::V,girtin,леца
995,packen::V,pê girtin,леца
996,verstecken::V,hîlanin,къайладаккха
997,teilen::V,parvekirin,декъа
998,schicken::V,şandin,дӏадахьийта
999,bringen::V,anîn,дан
1000,bringen::V,birin,дан
1001,hinzufügen::V,dan ser,тӏетоха
1002,hinzufügen::V,li tiştekî zêde kirin,тӏетоха
1003,bekommen::V,standin,даккха
1004,erhalten::V,standin,даккха
1005,nehmen::V,girtin,схьаэца
1006,wählen::V,ray dan,харжа
1007,auswählen::V,bijartin,харжа
1008,bewahren::V,rê li ber girtin,lалашдан
1009,bewahren::V,lê xwedî derketin,lалашдан
1010,behindern::V,bara wi,новкъарло ян
1011,verderben::V,heram bûn,талхо
1012,beschädigen::V,xerab kirin,дохо
1013,zerbrechen::V,şikênandin,дохо
1014,zerbrechen::V,şikênandin,кагдан
1015,zerbrechen::V,perçe kirin,дохо
1016,zerbrechen::V,perçe kirin,кагдан
1017,zerreißen::V,qelişandin,хадо
1018,zerstören::V,hilşandin,дохо
1019,zerstören::V,hilşandin,кагдан
1020,verbrennen::V,şewitandin,даго
1021,geben::V,dan,яла
1022,geben::V,dayin,яла
1023,reichen::V,besbûn,дӏадала
1024,reichen::V,besbûn,дӏакховдо
1025,reichen::V,têrkirin,дӏадала
1026,reichen::V,têrkirin,дӏакховдо
1027,schenken::V,diyarî kirin,совгӏат дан
1028,versprechen::V,soz dan,ваӏда дан
1029,wünschen::V,dil kirin,лаа
1030,loben::V,pesinandin,хасто
1031,küssen::V,maçkirin,оба яккха
1032,wiegen::V,lorandin,тахка
1033,wiegen::V,wezinandin,тахка
1034,zudecken::V,nixumandin,тӏетаса
1035,wecken::V,bixwe hesandin,самадаккха
1036,zeigen::V,şanîdan,гайта
1037,führen::V,raber kirin,дига
1038,lehren::V,hîn kirin,ӏамо
1039,unterrichten::V,ders dan,хьеха
1040,aufziehen::V,mesinkirin,кхио
1041,leiten::V,rêberî kirin,урхалла дан
1042,antreiben::V,bezandin,сихдан
1043,lassen::V,berdan,-йта
1044,lassen::V,hiştin,-йта
1045,einladen::V,dawet kirin,кхайкха
1046,vereinigen::V,bi yek kirin,цхьаьнатоха
1047,besuchen::V,mêvan bûn,хьажахIотта
1048,treffen::V,rast hatin,дуьхьалкхета
1049,sich versammeln::V,li hev çivîn,гулдан
1050,spielen::V,listin,ловза
1051,singen::V,stran,лакха
1052,tanzen::V,reqisîn,хелхадала
1053,sich trennen::V,hew berdan,къаста
1054,verlassen::V,tanê hişt,дита
1055,verlassen::V,bêkes,дита
1056,retten::V,rihakirin,кӏелхьардаккха
1057,bewachen::V,raçavkirin,ха дан
1058,schützen::V,hemet kirin,лардан
1059,verteidigen::V,paraztin,лардан
1060,sich schlagen::V,li hev bezîn,етта
1061,schießen::V,agir kirin,детта
1062,siegen::V,biser ketin,тола
1063,ärgern::V,xeyirandin,оьгӏаздахийта
1064,schlagen::V,lêdan,тоха
1065,schlagen::V,lêxistin,тоха
1066,treten::V,têlekirin,мийра тоха
1067,stechen::V,têrekirin,ӏотта
1068,stechen::V,têrekirin,къовзо
1069,stoßen::V,lêketin,татта
1070,stehlen::V,dizîn,лачкъо
1071,stehlen::V,dizî birin,лачкъо
1072,stören::V,aciz kirin,новкъарло ян
1073,belästigen::V,li tela yeki ketin,сагатдан
1074,verbergen::V,veşartin,къайладаккха
1075,verbergen::V,kemîndanîn,къайладаккха
1076,täuschen::V,xapandin,ӏexo
1077,täuschen::V,lê zexeli kirin,ӏexo
1078,betrügen::V,xapandin,ледан
1079,töten::V,kûştin,ден
1080,wohnen::V,rûniştin,даха
1081,arbeiten::V,kar kirin,къахьега
1082,arbeiten::V,şêxulin,къахьега
1083,sammeln::V,komkirin,гулдан
1084,pflücken::V,çinîn,даха
1085,jagen::V,nêçîr kirin,талла
1086,fischen::V,masî girtin,чӏерий леца
1087,fassen::V,pê girtin,лаца
1088,fassen::V,pê girtin,схьалаца
1089,fassen::V,sêm kirin,лаца
1090,fassen::V,sêm kirin,схьалаца
1091,hüten::V,hei jê man,лардан
1092,treiben::V,bêherandin,лахка
1093,anbinden::V,tewilandin,дӏадехка
1094,füttern::V,xwarine dan lê,хӏума яла
1095,melken::V,dotin,оза
1096,hacken::V,kolandin,
1097,gießen::V,av dan,хи тоха
1098,reifen::V,kemilîn,хьекъа
1099,zubereiten::V,çe kirin,кечъян
1100,zubereiten::V,çe kirin,кхача бан
1101,kochen::V,xwarin çe kirin,кхача бан
1102,kochen::V,kelandin,кхача бан
1103,backen::V,pijandin,датта
1104,braten::V,qelandin,кхарза
1105,braten::V,sor kirin,кхарза
1106,umrühren::V,têvdan,кего
1107,stricken::V,hûnan,
1108,nähen::V,kêl kirin,тега
1109,färben::V,boyax kirin,басардан
1110,reinigen::V,paqijkirin,цӏандан
1111,waschen::V,şuştin,йила
1112,waschen::V,şuştin,йитта
1113,waschen::V,şuştin,дӏадайа
1114,abwischen::V,pakîj kirin,дӏадайа
1115,spülen::V,şuştin,хи кхарза
1116,fegen::V,maliştin,нуй хьакха
1117,kehren::V,maliştin,нуй хьакха
1118,baden::V,serîşûştin,лийча
1119,sich waschen::V,serîşûştin,юьхь йила
1120,ausziehen::V,jê kirin,духар дӏадаккха
1121,anziehen::V,pê kirin,
1122,sich anziehen::V,xwe kirin,духа
1123,kämmen::V,şeh kirin,ехк хьакха
1124,schmücken::V,xemilandin,хаздан
1125,sagen::V,gotin,ала
1126,sagen::V,peyivîn,ала
1127,sprechen::V,peyivîn,баха
1128,sprechen::V,peyivîn,мотт бийца
1129,reden::V,axaftin,къамел дан
1130,sich unterhalten::V,hev biştaxilin,къамел дан
1131,fragen::V,pirsîn,хатта
1132,fragen::V,pirs kirin,хатта
1133,bitten::V,tika kirin,деха
1134,erzählen::V,behs kirin,дийца
1135,mitteilen::V,vegotin,хаам бан
1136,nennen::V,bi nav kirin,цӏе яккха
1137,rufen::V,bakirin,кхайкха
1138,prahlen::V,pesnê xwe dan,куралла ян
1139,prahlen::V,pesnê xwe dan,дозалла дан
1140,übersetzen::V,qulibandin,гоч дан
1141,übersetzen::V,derbas kirin,гоч дан
1142,denken::V,fikirîn,ойла ян
1143,glauben::V,bawer bûn,теша
1144,bemerken::V,bala xwe dan,ган
1145,bemerken::V,çac lê ketin,ган
1146,erkennen::V,pêhesîn,довза
1147,begreifen::V,fêmkirin,кхета
1148,verstehen::V,fêmkirin,кхета
1149,lernen::V,halmandin,деша
1150,lernen::V,fêrbun,деша
1151,wissen::V,zanîn,хаа
1152,sich erinnern an::V,bir bûn,дагадан
1153,vergessen::V,ji bir kirin,дицдала
1154,messen::V,pê kanîn,дуста
1155,zählen::V,hejmardin,дагардан
1156,rechnen::V,hesibandin,лара
1157,lesen::V,xwendin,еша
1158,malen::V,rengandin,сурт дилла
1159,malen::V,boyax kirin,сурт дилла
1160,zeichnen::V,işaret kirin,сурт дилла
1161,schreiben::V,nivîsandin,яздан
1162,besitzen::V,hebûn,доладан
1163,kaufen::V,kirîn,эца
1164,verkaufen::V,firotin,дохка
1165,bezahlen::V,pere dan,мах бала
1166,zahlen::V,pere dan,мах бала
1167,zahlen::V,dayin,мах бала
1168,beherrschen::V,zebt kirin,собаре хила
1169,beherrschen::V,hukim kirin,собаре хила
1170,ertragen::V,bihêzkirin,лан
1171,ertragen::V,bihêzkirin,сатоха
1172,ertragen::V,bihêzkirin,садетта
